RespondentID,StartDate,EndDate,FamiliarityNews,FamiliarityTech,SharedCyclist,SharedPedestrian,SafeAv,SafeHuman,AvImpact,ProvingGround,Speed25Mph,TwoEmployeesAv,SchoolZoneManual,ShareTripData,SharePerformanceData,ReportSafetyIncident,ArizonaCrash,ZipCode,BikePghMember,AutoOwner,SmartphoneOwner,Age
10471892144,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,No,No,2,3,Slightly Worse,Neutral,No,No,Yes,Yes,Yes,Yes,No change,15241,No,Yes,Yes,55-64
10471889585,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,No,No,1,3,Slightly Worse,Somewhat Approve,No,Not sure,Yes,Not sure,Yes,Yes,Somewhat more negative opinion,15116,No,Yes,Yes,65+
10471886637,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,No,3,2,Slightly Better,Somewhat Approve,Yes,Yes,Yes,Not sure,Yes,Yes,No change,15224,Not sure,Yes,Yes,35-44
10471883824,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Yes,Not sure,2,2,Slightly Worse,Somewhat Disapprove,Not sure,Yes,No,Yes,Yes,Yes,Somewhat more negative opinion,15084,Yes,Yes,Yes,65+
10471882984,1/16/2019,1/16/2019,To a large extent,Somewhat familiar,No,Yes,5,1,Significantly Better,Approve,No,No,No,No,No,Yes,No change,15139,Yes,Yes,Yes,65+
10471880828,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Not sure,No,4,3,Significantly Better,Approve,No,No,Not sure,Yes,Yes,Yes,No change,15085,Yes,Yes,Yes,65+
10471873101,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,Yes,4,3,Significantly Better,Approve,Not sure,Not sure,Not sure,Yes,Yes,Yes,No change,15211,No,Yes,Yes,35-44
10471871191,1/16/2019,1/16/2019,To a moderate extent,Extremely familiar,No,No,4,3,Slightly Better,Approve,Yes,No,Yes,Yes,Yes,Yes,No change,15217,Yes,Yes,Yes,55-64
10471868437,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Not sure,Yes,4,3,Slightly Better,Approve,Yes,Not sure,Yes,Yes,Yes,Yes,No change,15221,Not sure,Yes,Yes,65+
10471863331,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Yes,No,4,3,Significantly Better,Approve,Yes,Yes,Yes,Yes,Yes,Yes,No change,15206,No,Yes,No,65+
10471859783,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Yes,No,5,2,Significantly Better,Approve,No,No,No,No,Yes,Yes,No change,15203,No,Yes,Yes,25-34
10471859508,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Yes,Yes,4,2,Significantly Better,Somewhat Approve,No,No,No,Yes,Yes,Yes,Somewhat more negative opinion,15212,No,Yes,Yes,45-54
10471855179,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,No,5,2,Significantly Better,Approve,Yes,Yes,Yes,Yes,Yes,Yes,No change,15218,Yes,Yes,Yes,45-54
10471851628,1/16/2019,1/16/2019,To little extent,Somewhat familiar,No,Not sure,4,4,Slightly Worse,Neutral,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15235,No,Yes,Yes,55-64
10471850868,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Yes,Yes,4,2,Significantly Better,Approve,No,No,No,No,Not sure,Yes,No change,15221,Yes,Yes,Yes,25-34
10471837932,1/16/2019,1/16/2019,To some extent,Somewhat familiar,No,No,3,3,No effect,Somewhat Approve,Not sure,No,Not sure,Yes,Yes,Yes,Somewhat more negative opinion,15216,No,Yes,No,45-54
10471834288,1/16/2019,1/16/2019,To a moderate extent,Not familiar at all,Yes,No,1,4,Significantly Worse,Disapprove,Not sure,Yes,Yes,Yes,Yes,Yes,Significantly more negative opinion,15216,No,Yes,Yes,55-64
10471830054,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Yes,Yes,5,3,Slightly Better,Approve,Not sure,Not sure,No,No,Yes,Yes,No change,15212,No,Yes,Yes,25-34
10471828319,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,No,5,2,Significantly Better,Approve,No,No,No,No,No,No,No change,15203,Yes,Yes,Yes,65+
10471825964,1/16/2019,1/16/2019,To a large extent,Somewhat familiar,Yes,Yes,1,4,Slightly Worse,Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Significantly more negative opinion,15108,Yes,Yes,No,45-54
10471824758,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,4,2,Slightly Better,Approve,Not sure,No,Not sure,Yes,Yes,Yes,Somewhat more negative opinion,15206,Yes,Yes,Yes,55-64
10471821639,1/16/2019,1/16/2019,To little extent,Somewhat familiar,No,No,2,4,Slightly Worse,Neutral,Yes,Yes,Yes,Not sure,Not sure,Not sure,Somewhat more negative opinion,15215,No,Yes,Yes,55-64
10471819451,1/16/2019,1/16/2019,To some extent,Not familiar at all,Not sure,Not sure,2,2,Slightly Worse,Neutral,Not sure,Yes,Not sure,Yes,Yes,Yes,No change,15243,Yes,Yes,Yes,55-64
10471819255,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,Yes,3,3,Slightly Better,Neutral,Yes,Yes,Not sure,Yes,Yes,Yes,No change,16059,Yes,Yes,Yes,65+
10471811809,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,5,3,Slightly Better,Approve,No,No,Yes,Yes,Yes,Yes,Somewhat more positive opinion,15238,Yes,Yes,Yes,55-64
10471807653,1/16/2019,1/16/2019,To some extent,Not familiar at all,No,No,3,4,No effect,Somewhat Approve,Yes,No,No,No,Yes,Yes,Somewhat more negative opinion,15202,Yes,Yes,Yes,55-64
10471792132,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Not sure,No,5,3,Slightly Better,Somewhat Approve,Yes,Not sure,Yes,Yes,Yes,Yes,No change,15218,Yes,Yes,Yes,45-54
10471790125,1/16/2019,1/16/2019,To little extent,Somewhat familiar,No,No,2,3,No effect,Neutral,Yes,Not sure,Not sure,Yes,Yes,Yes,Somewhat more negative opinion,15146,Yes,No,Yes,65+
10471782197,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,No,No,1,3,Slightly Worse,Disapprove,Yes,No,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15102,Not sure,Yes,No,65+
10471773437,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Yes,No,3,3,Significantly Better,Approve,No,Yes,Not sure,Yes,Yes,Yes,Somewhat more negative opinion,15217,Yes,Yes,Yes,55-64
10471760075,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,2,3,No effect,Somewhat Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Significantly more negative opinion,15145,Yes,Yes,Yes,35-44
10471745787,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Yes,Yes,4,4,Slightly Better,Somewhat Approve,Yes,Not sure,No,Yes,Yes,Yes,No change,15232,Yes,Yes,Yes,55-64
10471735887,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,No,5,3,Significantly Better,Approve,Yes,Yes,Yes,Yes,Yes,Yes,No change,15224,Yes,Yes,Yes,25-34
10471735282,1/16/2019,1/16/2019,To some extent,Not familiar at all,Yes,No,2,2,Slightly Worse,Neutral,Not sure,Not sure,No,Yes,Yes,Yes,Somewhat more negative opinion,15224,No,Yes,Yes,35-44
10471715582,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,3,3,No effect,Somewhat Disapprove,Yes,Not sure,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15218,Yes,Yes,Yes,55-64
10471714973,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,No,Yes,3,3,Slightly Better,Neutral,Not sure,No,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15218,Not sure,Yes,Yes,45-54
10471713700,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,No,No,4,3,No effect,Neutral,No,No,No,Yes,Yes,Yes,No change,15207,Yes,Yes,Yes,55-64
10471711420,1/16/2019,1/16/2019,To a large extent,Somewhat familiar,No,Yes,5,3,Significantly Better,Approve,No,No,Yes,Yes,Yes,Yes,No change,16066,No,Yes,Yes,55-64
10471710954,1/16/2019,1/16/2019,Not at all,Not familiar at all,Not sure,No,3,3,Slightly Better,Neutral,Not sure,Yes,Not sure,Yes,Yes,Yes,No change,15644,No,Yes,Yes,65+
10471706375,1/16/2019,1/16/2019,To a large extent,Somewhat familiar,No,Yes,5,2,Significantly Better,Approve,Not sure,No,Yes,Not sure,Yes,Yes,Somewhat more negative opinion,15206,Yes,Yes,Yes,55-64
10471702422,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Not sure,Not sure,4,3,Slightly Better,Approve,Yes,No,Yes,Yes,Yes,Not sure,Somewhat more negative opinion,15241,Yes,Yes,Yes,55-64
10471696264,1/16/2019,1/16/2019,To a large extent,Somewhat familiar,Yes,Yes,2,2,No effect,Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15201,No,Yes,Yes,25-34
10471690099,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Yes,Yes,5,3,Significantly Better,Approve,Not sure,No,No,Yes,Yes,Yes,No change,15232,Yes,Yes,Yes,55-64
10471681675,1/16/2019,1/16/2019,To some extent,Not familiar at all,No,No,null,3,Significantly Worse,Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Significantly more negative opinion,null,No,Yes,No,45-54
10471673164,1/16/2019,1/16/2019,To some extent,Somewhat familiar,No,Yes,3,2,No effect,Somewhat Disapprove,Yes,No,Yes,Yes,Yes,Yes,No change,15221,Not sure,Yes,Yes,25-34
10471669985,1/16/2019,1/16/2019,To a moderate extent,Extremely familiar,Yes,No,4,4,Slightly Better,Approve,Yes,No,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15228,No,Yes,Yes,65+
10471667916,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,4,3,Slightly Better,Somewhat Approve,Not sure,Not sure,Yes,Not sure,Yes,Yes,No change,15201,Yes,Yes,Yes,65+
10471664738,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,5,2,Significantly Better,Somewhat Approve,Not sure,Yes,Yes,Yes,Yes,Yes,No change,15222,No,No,Yes,25-34
10471660048,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Not sure,Yes,3,3,Slightly Better,Somewhat Approve,No,No,Yes,Yes,Yes,Yes,No change,15238,Yes,Yes,Yes,45-54
10471658140,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,Yes,5,4,Significantly Better,Approve,No,No,Yes,Not sure,Yes,Yes,No change,15221,Not sure,Yes,Yes,45-54
10471654396,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,No,5,2,Significantly Better,Approve,No,No,Not sure,Yes,Yes,Yes,No change,15241,Yes,Yes,Yes,65+
10471654214,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Yes,Yes,3,2,Slightly Better,Somewhat Approve,Not sure,Not sure,Yes,Yes,Yes,Yes,No change,15229,Yes,Yes,Yes,55-64
10471651957,1/16/2019,1/16/2019,To some extent,Somewhat familiar,No,Yes,2,3,Slightly Worse,Somewhat Disapprove,No,Yes,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15108,No,Yes,No,55-64
10471650594,1/16/2019,1/16/2019,To a moderate extent,Extremely familiar,No,Yes,5,4,Significantly Better,Approve,No,Not sure,Not sure,Yes,Yes,Yes,No change,15260,No,Yes,Yes,18-24
10471648374,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Not sure,Yes,4,3,Slightly Better,null,Not sure,Not sure,Yes,Yes,Yes,Yes,No change,15102,Yes,Yes,Yes,55-64
10471648305,1/16/2019,1/16/2019,To a large extent,Not familiar at all,Not sure,Not sure,1,3,Significantly Worse,Disapprove,Yes,Not sure,Yes,Yes,Yes,Yes,Significantly more negative opinion,15228,No,Yes,Yes,45-54
10471647859,1/16/2019,1/16/2019,To some extent,Not familiar at all,Not sure,Not sure,4,2,Slightly Better,Somewhat Approve,No,No,No,Yes,Yes,Yes,Somewhat more negative opinion,15221,Yes,Yes,Yes,25-34
10471647358,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,4,2,Significantly Better,Approve,Yes,No,Yes,Yes,Yes,Yes,No change,15217,No,Yes,Yes,45-54
10471647082,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Yes,Yes,2,4,Slightly Worse,Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15224,Yes,Yes,Yes,35-44
10471643899,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,No,5,3,Significantly Better,Approve,No,No,No,Not sure,Yes,Yes,No change,15237,Yes,Yes,Yes,55-64
10471639994,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,4,3,Significantly Better,Approve,No,No,Yes,Not sure,Not sure,Not sure,No change,15232,Yes,Yes,Yes,25-34
10471636265,1/16/2019,1/16/2019,To some extent,Mostly familiar,Yes,Yes,4,2,Significantly Better,Somewhat Approve,No,Yes,Yes,Yes,Yes,Yes,No change,15217,Yes,Yes,Yes,25-34
10471632617,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Yes,Yes,5,2,null,Approve,Not sure,Not sure,No,Not sure,Not sure,Not sure,No change,15226,Yes,Yes,Yes,25-34
10471620874,1/16/2019,1/16/2019,To little extent,Mostly familiar,Not sure,Not sure,3,1,Slightly Better,Approve,Yes,Not sure,No,Yes,Yes,Yes,No change,15236,No,Yes,Yes,45-54
10471618929,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,Yes,3,3,Slightly Worse,Somewhat Approve,Not sure,Not sure,Yes,Yes,Yes,Yes,No change,15217,Yes,Yes,Yes,25-34
10471613781,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Yes,Yes,3,2,Slightly Worse,Somewhat Approve,Not sure,No,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15057,Yes,Yes,Yes,55-64
10471610906,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Not sure,Yes,3,4,Slightly Better,Somewhat Approve,Yes,No,Yes,Yes,Yes,Yes,No change,15005,No,Yes,Yes,65+
10471609883,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Yes,Yes,2,4,Slightly Worse,Neutral,Not sure,Not sure,Yes,Yes,Yes,Yes,No change,15217,null,Yes,Yes,55-64
10471597642,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,No,1,2,Significantly Worse,Disapprove,Yes,Not sure,Yes,Not sure,Yes,Yes,Significantly more negative opinion,15253,No,Yes,Yes,65+
10471592734,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,4,2,Slightly Better,Neutral,Not sure,Not sure,Yes,Not sure,Yes,Yes,No change,15317,Not sure,Yes,Yes,35-44
10471587562,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Not sure,No,3,2,Slightly Better,Neutral,Yes,No,Not sure,Yes,Yes,Yes,No change,15102,Yes,Yes,Yes,45-54
10471585212,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Not sure,Yes,4,4,Slightly Better,Somewhat Approve,Yes,No,Not sure,No,Yes,Yes,No change,15216,Yes,Yes,Yes,35-44
10471581999,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,Not sure,3,3,Slightly Better,Somewhat Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat more negative opinion,null,Yes,No,No,25-34
10471573014,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,5,5,Slightly Better,Approve,No,Not sure,Not sure,Yes,Not sure,No,No change,15201,Yes,Yes,Yes,25-34
10471566032,1/16/2019,1/16/2019,To a large extent,Extremely familiar,No,Yes,1,1,Significantly Worse,Disapprove,Yes,No,Yes,Yes,Yes,Yes,No change,16046,Yes,Yes,Yes,65+
10471565407,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,5,2,Significantly Better,Approve,No,Not sure,No,No,Yes,Yes,No change,15226,Yes,Yes,Yes,35-44
10471564339,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,5,3,No effect,Approve,No,Yes,Not sure,Yes,Yes,Yes,No change,15147,No,Yes,Yes,35-44
10471562101,1/16/2019,1/16/2019,To some extent,Mostly familiar,No,No,4,1,Significantly Better,Somewhat Approve,Not sure,No,Not sure,Yes,Yes,Yes,No change,15090,Not sure,Yes,Yes,55-64
10471561930,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,Yes,4,3,Significantly Better,Approve,Yes,Yes,No,Yes,Yes,Yes,No change,15235,Yes,Yes,Yes,45-54
10471558930,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Yes,Yes,3,2,Significantly Better,Approve,No,Not sure,Not sure,Yes,Yes,Yes,No change,15120,No,Yes,Yes,35-44
10471558789,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,4,1,Significantly Better,Approve,No,Yes,No,Yes,Yes,Yes,No change,15223,Yes,Yes,Yes,25-34
10471555444,1/16/2019,1/16/2019,To a large extent,Extremely familiar,No,No,5,3,Significantly Better,Somewhat Approve,Yes,No,No,Yes,Yes,Yes,No change,15057,Yes,Yes,Yes,45-54
10471555255,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,Yes,4,4,Slightly Better,Approve,Not sure,Not sure,Not sure,No,Not sure,No,No change,15217,Yes,Yes,Yes,55-64
10471542759,1/16/2019,1/16/2019,To some extent,Somewhat familiar,No,Yes,3,3,No effect,Neutral,Not sure,No,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15218,No,Yes,Yes,55-64
10471541905,1/16/2019,1/16/2019,To some extent,Somewhat familiar,No,No,4,2,Slightly Better,Approve,No,No,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15217,Yes,Yes,Yes,65+
10471541709,1/16/2019,1/16/2019,To some extent,Not familiar at all,No,No,4,3,Significantly Better,Approve,No,No,No,Yes,Yes,No,No change,15212,Yes,Yes,Yes,35-44
10471533652,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,Yes,4,2,Slightly Better,Neutral,Not sure,No,Not sure,Not sure,Yes,Yes,Somewhat more negative opinion,15228,Yes,Yes,Yes,45-54
10471529329,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Not sure,Not sure,3,3,Slightly Better,Somewhat Approve,Yes,No,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15601,No,Yes,No,65+
10471521225,1/16/2019,1/16/2019,To a large extent,Somewhat familiar,Yes,Yes,5,2,Significantly Better,Somewhat Approve,No,No,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15206,Not sure,Yes,Yes,55-64
10471520427,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,Yes,5,5,No effect,Approve,No,No,No,No,No,Yes,No change,11111,Yes,Yes,Yes,55-64
10471518659,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Not sure,Yes,5,3,Significantly Better,Approve,No,No,No,Yes,Yes,Yes,Significantly more positive opinion,15206,No,Yes,Yes,65+
10471513000,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,Yes,4,3,Slightly Better,Somewhat Approve,Yes,Yes,Yes,Not sure,Yes,Yes,No change,15201,Yes,Yes,Yes,25-34
10471511870,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,No,Yes,4,3,Slightly Better,Approve,No,No,Yes,No,Yes,No,No change,15116,Not sure,Yes,Yes,65+
10471503401,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,No,5,1,Significantly Better,Approve,No,Yes,No,Yes,Yes,No,No change,15203,Yes,Yes,Yes,45-54
10471503063,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,No,No,4,2,Significantly Better,Approve,No,Yes,Yes,Yes,Yes,Yes,No change,15367,Yes,Yes,Yes,45-54
10471500171,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,No,5,2,Significantly Better,Approve,Not sure,No,No,Yes,Yes,Yes,Significantly more positive opinion,15146,Yes,Yes,Yes,55-64
10471499915,1/16/2019,1/16/2019,To little extent,Not familiar at all,Yes,No,4,2,Slightly Better,Approve,No,No,Yes,Not sure,Yes,Yes,Significantly more negative opinion,15206,Yes,Yes,No,55-64
10471492483,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,Yes,5,3,Significantly Better,Approve,No,No,No,Yes,Yes,Yes,No change,15243,No,Yes,Yes,35-44
10471489586,1/16/2019,1/16/2019,To a large extent,Somewhat familiar,Not sure,Yes,5,3,Significantly Better,Approve,No,No,No,Yes,Yes,Yes,No change,15228,No,Yes,Yes,45-54
10471486970,1/16/2019,1/16/2019,To a large extent,Somewhat familiar,No,Yes,4,4,Slightly Better,Approve,Not sure,Yes,Yes,Yes,Yes,Yes,No change,15224,Yes,Yes,Yes,25-34
10471486315,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,3,4,No effect,Somewhat Disapprove,Yes,Not sure,Yes,Yes,Yes,Yes,Significantly more negative opinion,15224,Yes,Yes,Yes,35-44
10471479318,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,Yes,3,1,No effect,Disapprove,Yes,Not sure,Yes,Yes,Yes,Yes,No change,15212,Yes,Yes,No,65+
10471473828,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,No,3,2,No effect,Neutral,Yes,Yes,Yes,Yes,Yes,Yes,Significantly more negative opinion,25303-1925,No,Yes,Yes,55-64
10471466403,1/16/2019,1/16/2019,To a large extent,Mostly familiar,Yes,Yes,5,3,Slightly Better,Somewhat Approve,Yes,Yes,Not sure,Yes,Yes,Yes,No change,15232,Not sure,Yes,Yes,45-54
10471465342,1/16/2019,1/16/2019,To some extent,Not familiar at all,Yes,No,1,3,Significantly Worse,Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Significantly more negative opinion,15312,No,Yes,Yes,55-64
10471460930,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Not sure,Yes,4,2,Slightly Better,Approve,Not sure,Not sure,Not sure,Yes,Yes,Yes,No change,15211,Yes,Yes,Yes,35-44
10471457377,1/16/2019,1/16/2019,To a large extent,Extremely familiar,No,No,2,3,Significantly Worse,Somewhat Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Significantly more negative opinion,15129,No,Yes,Yes,45-54
10471456236,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,No,3,3,Slightly Worse,Somewhat Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Significantly more negative opinion,15212,Yes,Yes,Yes,55-64
10471456135,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,Not sure,3,4,Slightly Worse,Somewhat Approve,Yes,No,Yes,Yes,Yes,Yes,No change,15238,Not sure,Yes,Yes,55-64
10471448035,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Yes,Yes,4,3,Slightly Better,Approve,No,No,No,Yes,Yes,Yes,No change,15213,No,Yes,Yes,18-24
10471447464,1/16/2019,1/16/2019,To a large extent,Somewhat familiar,No,Yes,4,2,Significantly Better,Approve,Yes,Yes,Yes,Yes,Yes,Yes,No change,15212,Yes,Yes,Yes,55-64
10471446640,1/16/2019,1/16/2019,To a moderate extent,Not familiar at all,Yes,No,5,3,Slightly Better,Approve,Not sure,Yes,Yes,Not sure,Not sure,Yes,No change,15206,Yes,Yes,Yes,55-64
10471445998,1/16/2019,1/16/2019,To a moderate extent,Extremely familiar,Yes,No,5,4,Slightly Better,Approve,Not sure,No,No,Yes,Yes,No,No change,15213,Yes,Yes,Yes,25-34
10471445996,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,No,Yes,4,3,Significantly Better,Approve,No,No,Not sure,Not sure,Not sure,Yes,No change,15232-1418,Yes,Yes,Yes,45-54
10471440964,1/16/2019,1/16/2019,To some extent,Somewhat familiar,No,No,3,3,Slightly Better,Somewhat Approve,Yes,Not sure,No,Yes,Yes,Yes,No change,15223,No,Yes,Yes,35-44
10471440010,1/16/2019,1/16/2019,To little extent,Mostly familiar,Not sure,Yes,4,2,Slightly Better,Somewhat Approve,Not sure,Not sure,Yes,Yes,Yes,Yes,Significantly more negative opinion,15217,Yes,No,Yes,25-34
10471438647,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,Yes,2,2,Slightly Better,Somewhat Approve,Yes,Yes,Yes,Yes,Yes,Yes,No change,15217,No,No,Yes,25-34
10471431945,1/16/2019,1/16/2019,To some extent,Not familiar at all,Yes,Yes,2,2,No effect,Somewhat Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15217,No,Yes,Yes,25-34
10471421645,1/16/2019,1/16/2019,To a large extent,Not familiar at all,No,No,5,3,Slightly Better,Approve,Not sure,Not sure,Not sure,Not sure,Yes,Yes,No change,15217,Yes,Yes,Yes,55-64
10471420913,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Yes,No,3,3,Slightly Better,Neutral,No,No,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15205,Yes,Yes,Yes,35-44
10471416008,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,No,3,3,Slightly Better,Approve,No,Yes,No,Yes,Yes,Yes,No change,44425,No,Yes,Yes,35-44
10471412131,1/16/2019,1/16/2019,To some extent,Somewhat familiar,Yes,Yes,3,2,Slightly Better,Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Significantly more negative opinion,15224,Yes,Yes,Yes,25-34
10471410056,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Not sure,No,4,3,Slightly Better,Approve,No,Yes,Not sure,Yes,Yes,Yes,No change,15201,No,Yes,Yes,25-34
10471405892,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,No,5,3,Slightly Better,Approve,No,No,Not sure,Not sure,No,No,No change,15243,No,Yes,Yes,65+
10471405843,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,No,No,null,5,Slightly Worse,Disapprove,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15218,No,Yes,No,35-44
10471398092,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,Yes,5,3,Significantly Better,Approve,Not sure,Not sure,Yes,Yes,Yes,Yes,No change,15201,No,Yes,Yes,35-44
10471395163,1/16/2019,1/16/2019,To little extent,Not familiar at all,Not sure,No,3,2,Slightly Better,Somewhat Approve,Not sure,No,Not sure,Not sure,Yes,Yes,Significantly more negative opinion,15224,Yes,Yes,Yes,25-34
10471392671,1/16/2019,1/16/2019,null,Mostly familiar,Not sure,Not sure,4,2,Significantly Better,Approve,Not sure,No,Yes,No,Yes,Yes,No change,15213,No,Yes,Yes,35-44
10471391119,1/16/2019,1/16/2019,To a large extent,Extremely familiar,Yes,No,5,2,Significantly Better,Approve,Not sure,Yes,Yes,Yes,Yes,Yes,No change,15211,No,Yes,Yes,25-34
10471386297,1/16/2019,1/16/2019,To a moderate extent,Mostly familiar,Yes,Yes,5,2,Significantly Better,Approve,No,No,No,Yes,Yes,Yes,No change,15211,No,Yes,Yes,65+
10471385719,1/16/2019,1/16/2019,To a large extent,Mostly familiar,No,Yes,3,3,Slightly Better,Neutral,Yes,Not sure,Yes,Yes,Yes,Yes,Somewhat more negative opinion,15232,No,Yes,Yes,55-64
10471384838,1/16/2019,1/16/2019,To a moderate extent,Somewhat familiar,Yes,Yes,4,3,Significantly Better,Approve,No,No,Not sure,Yes,Yes,Not sure,No change,15239,Yes,Yes,Yes,65+
