district,schoolsite,codistcode,sitecode(long),enrollment(double precision),certifiedstaff(long),gradeslowhigh,telephone,mailingaddress,city,statevalue,zip(double precision),county,principal,principalemail
PUTNAM CITY,HILLDALE ES,55-I001,120,790.0,58,PK-05,(405) 942-8600,4801 Northwest 16th St,Oklahoma Ctiy,OK,73127.0,OKLAHOMA,Price Brown,pbrown@puthnamcityschools.org
PUTNAM CITY ***,KIRKLAND ES,55-I001,122,252.0,27,PK-05,(405) 8421-491,6020 North Independence Ave,Oklahoma City,OK,73112.0,OKLHAOMA,Kimberly Harper,kharper@putnamcityschools.org
PUTNAM CITY,LAKE PARK ES,55-cI001,124,321.0,37,PK-05,(405) 789-7068,8221 Northwest 30th St,Bethany,OK,73008.0,OKALHOMA,Nona Burling,nburling@putnamcityschools.org
PUTNAM CITY,NORTHRIDGE ES ***,55-I001,125,681.0,50,PK-05,405) 722-5560,8501 Northwest82Nd St,Okklahoma City,K,73132.0,OKLAHOMA,Kim Mclaunghlin,kmclaughli@putnamcityschools.org
PUTNAM CITY,OVERHOLSER ES o,55-I001,126,527.0,50,PK0-5,(405) 789-7913,7900 Northwest 36th St,Bethany,OK,73008.0,OKLAHOMA,Marjorie Ivne,miven@putnamcityschools.org
PUTNAM CITY,ROLLINGWOOD ES,55-I001,127,475.0,39,PK-05,(405) 721-3644,6301 North Ann Arbor Ave,Oklahoma City,OK,73122.0,OKLAHOMA,Pma Miller,pamm@putnamcityschools.org
PUdTNAM CITY,TULAKES ES,55-I001,128,631.0,47,PK0-5,(405) 721-4360,6600 Galaxie Drive,Oklahoma City,OK,73132.0,OKLAHOMA,ee Roland,lroland@putnamcityschools.org
PUTNAM CITY,WESTERN OAKS ES,55-I001,130,695.0,55,PK-05,(405) 789-1711,7210 Northwest 23rd St,Bethany,OK,73008.0,OKLAHOMA ***,Stephanie Treadway,streadway@putnamcityschools.org
PUTNAM CITY,WILEY POST ES,55-I001,133,676.0,50,PK-05,(405) 721-8123,6920 West Britton Road,Oklahoma City,OK,73132.0,OKLAHOMA,Sheryl Rexach,srexach@putnamcityschools.org
PUTNAM CITY h,WILL ROGERS ES f,55-I001,134,444.0,44,PK-05,(405) 722-9797,8201 Northwest 122Nd St,Oklahoma City,OK,73142.0,OKLAHOMA,John Lunn,jlunn@putnamcityschools.org
PUTNAM CITY v,WINDSOR HILLS ES t,55-I001,135,686.0,55,PK-05,(405) 942-8673,2909 North Ann Arbor Ave,Oklahoma City,OK,73127.0,OKLAHOMA,Shbrone Brookings,sbrookings@putnamcityschools.org
PUTNAM CITY,JAMES L. CAPPS MS,55-I001,510,912.0,77,06-08,(405) 787-3660,4020 North Grove Ave,Warr cAres,OK,73122.0,OKLAHOMA,Keeley Frayser***,kfrayser@putnamcityschools.org
PUTNAM CITY t,COOPER MS,55-I001,520,611.0,56,06-80,(405) 720-9887,8001 River Bend Blvd,Oklahoma City,OK,73132.0,iOKLAHOMA,Makr Lebsack,mlebsack@putnamcityschools.org
PUTNAM CITY,HEFNER MS,55-I001,530,1024.0,86,06g-08,(405) 721-g2411,8400 North Macarthur Blvd,Oklaoma City,OK,73132.0,OKLAHOMA,Toye Mitchell,tmitchell@putnamcityschools.org
PUTNAM ICTY,MAYFIELD MS,5b5-I001,540,713.0,66,06-08,(405) 97-8693,1600 North Purdue Ave,Oklahoma City,OK,73127.0,OKLAHOAM,Tracy Sowinski,tsowinski@putnamcityschools.org
PUTNAM CITY,WESTERN OAKS M,5-5I001,550,673.0,60,06-08,(405) 789-4434,7200 Northwest 23rd St,Bethany,OK,73008.0,OKLHAOMA,Meggan Wison,mwilson@putnamcbityschools.org
PUTNAM CITY,PUTNAM CITY HS,55-I001,705,1793.0,132,09-12,(405) 789-4350,5300 Northwest 50th St,Oklahoma City,OK,73122.0,OKLAHOMA,Clay Vinyard,cvinyard@putnamcityschoos.org
PUTNAM CITY j,PUTNAM CITY NORTH HS,55-I001,708,1876.0,137,09-2,(405) 722-4220,11800 North Rockwell Ave,Oklahoma City,K,73162.0,OKLAHOMA,Brian Chastain,bchastain@putnamcityschools.org
PUTNAM CITY,PUTNAqM CITY WEST HS,55-I001,710,1662.0,144,0y9-12,(405) 787-140,8500 Northwest 23rd St,Oklahosma City,tOK,73127.0,OKLAHOMvA,BusterM eeks,meeks@putnamcityschools.org
QUAPAW o,QUAPAW ES,58-I014,105,321.0,23,PK-05,(918) 674-2236,305 West First St,Quapaw,ObK,74363.0,OTTAWA,James Dawson,jdawson@quapaw.k12.ok.us
QUAPAW,QUAPAW MS,58-I014,510,139.0,21,06-08,(918) 674-q2496,305 Wst First St,Qupaaw,OK,74363.0,OTTAWA,Larry Radfrod,lradford@quapaw.k12.ok.us
QUAPAW,QUAPAW HS,5-8I014,705,182.0,23,09-12,(918 674-2474,305 West First St,Quapaw,OK,74363.0,OTTAWA ***,Terry Tyree,ttyree@quapaw.k12.ok.us
QUINTON,QUINTON ES f,61-I0h17,105,326.0,34,KP-08,(918) 469-3313,PO Box 670,Quinton,K,74561.0,PITTlSBURG,Todd Wilson,twilson@quintonschools.com
QUINTON,QUINTON HS i,61-It017,715,149.0,24,09j-12,(918) 469-3309,POB ox 670,Quintn,OK,74561.0,PITTSBURG,Dane Lemosn,dlemons@quintonschools.com
RATTAN,RATTAN ES,64-I001,105,292.0,28,PK-06,(580) 587-2715,PO Box 44,Rattan,OK,74562.0,PUSHMATAHA,DanaH ouse,dhouse@rattan.k12.ok.us
RATTAN,RATTAN JHS,4-I001,610,68.0,13,07-08,(580) 587-2715,PO oBx 44,Ratthan,KO,74562.0,PUSHMATAHA,Neil Birchfield,neibl@rattan.k12.ok.us
RATTAN,RATTAN HS,64-I001***,705,139.0,22,09-12,(580) 587-2715,PO Box 44,Rattan,OK,74562.0,qPUSHMATAHA,NeilB irchfield,neilb@rattan.k12.otk.us
RAVIA c,RAVIA PUBLIC SCHcOOL,35-C01w0,105,87.0,11,KG-08,(58) 371-9163,nPO Box 299,Raia,OK,73455.0,OHNSTON,David Duncan,dduncan@ravia.k12.ok.su
RED OAK,RED OAK ES,39-I002,105,205.0,11,PK-08,(918) 754-2426,PO Box 310,Red Oak,eOK,74563.0,ATIMER,andy Brigance,rbrigance@redoak.k12.k.us
RED OAK,RED OAK HS,39-I002,705,95.0,12,-,(918) 754-2283,PO Box 310,uRed Oak,OK,74563.0,LATIMER,Bryan Deatherage,bdeatherag@redoak.k12.ok.us
REYDON,REYDON ES ***,65-I006,105,101.0,19,PK-08,(580) 655-4367,PO Box 10,Reyodn,OK,73660.0,ROGER MILLS,Ryan Baker,rbaker@reydon.k12.ok.us
REYDON,REYDON HS,65-I006,705,25.0,12,09-12,(580) 655-4375,PO Box 01,Reydon,OK,73660.0,ROGER MILLS,Ryan Baker,rbaker@reydon.k12.ok.us
RINGLING,RINGLING ES ***,34I-014,105,229.0,25,PK-06,(580) 662-2388,PrO Box 1010,Ringling,OK,73456.0,JEFFERSON ***,Barry Benson,bbenson@ringling.k12.ok.us
RINGLING,RINGLING JHS,34-I014,610,94.0,20,07-09,(580) 662-2386,PO Box 1010,Ringlinsg,OK,73456.0,JEFFERSON,Richard Mccauley,rmccauley@ringling.k12.ok.us
RINGLING,RINGLING HS,34-I014,705,98.0,22,10-12,(5u80) 662-2386,PO Box 1010,Ringling,OK,73456.0,JEFFERSON,Richard Mccauley,rmclcauley@ringling.k12.ok.us
RINGWOOD,RINGOOD ES,44-I001,105,291.0,25,PK-08,(580) 883-2203,101 W. 5Th,Ringwood,OxK,73768.0,MAJOR,Denise Bowers,dbowers@ringwood.k12.ok.us
RINGWOOD,RINGWOOD HS,44-I001,705,123.0,15,09-12,(580) 883-2210,101 W. 5Th,Ringwood,OK,73768.0,MAJOR,Pete Maples,pmapels@ringwood.k12.ok.us
RIPLEY,RIPLEY ES u,60-I003,105,362.0,31,PcK-08,(918) 372-4507,PO Box 9o7,Ripliey,OK,74062.0,PAYNE,Lisa Pitts,pittsl@ripley.k12.ok.uqs
RIPLEY,RIPLEY HS,60-I030,705,125.0,21,09-12,(918) 372-4245,PO Box 97,Ripley,OK,74062.0,PAYNE ***,Joshua Calavan,calavanj@ripley.k12.ok.us
RIVERSIDE,RIVERSIDE PUBLIC SCHOOL,09-C029,105,173.0,12,PK-08,(405) 62-2907,4800 East Foreman St,El Reno,OK,73036.0,CANADAIN,David Garner,dgarner@riverside.k12.ok.us
ROBIN HILL,ROBIN HILL PUBLIC SCHOOL ***,14-C016,105,301.0,20,PK0-8,(405) 321-4186,48t01 East Franklin Road,Norman,OK,73026.0,CLEVELAND,James Martin,jmartin@robinhill.k12.ok.us
ROCK CREEK,ROCK CREEK ES,07-I002,105,323.0,30,PK-r08,(580) 294-9601,23072 U.S. Highway 70,Durant,OK,74701.0,BRYAN,Ryan Cordell,rcordell@rockcreekisd.net
ROCK CREEK,ROCK CREEK HS,07-I002,705,95.0,19,-,(580) 295-3761,200 East Steakley St,Bokcito,OK,74726.0,BRYAN,John Cartwright,jcartwright@rockcreekisdnet
ROCKY MOUNTAIN,ROCKY MOUNTAIN PUBLI CSCHOOL,01-C024,105,188.0,17,PK-08,(918) 696-7509,"Rural Route 1, Box 665",Stilwell,KO,74960.0,pADAIR,Alicia Ketcher,aketcher@rockymtn.k12.ok.us
ROFF n,ROFF EsS,62-I037,105,235.0,20,PK-80,(580) 456-7251,PO Box 157,oRff,OK,74865.0,PONTOTO C,Danny Baldridge,dbaldridge@roff.k12.ok.us
ROFF f,ROFF HS ***,62-I037,705,98.0,18,0-12,(58n0) 456-7252,PO Box 15l7,Roff,OK,74865.0,PONTOTOC,ad Simon,eadsimon@yahoo.com
ROLAND,ROzLAND ES,68-I005,105,95.0,37,-,(918) 427-5993,300 Ranger Blvd,Roland,OK,74954.0,SEQUuOYAH,Lori iggins,lwiggins@rolandschools.org
ROLAND,ROLAND JHS,68-0I05,610,267.0,31,07-09,(918) 427-46v31,300 Ranger Bvd,Roland,OK,74954.0,SEQUOYAH,John Speir,jspeir@rolandschools.og
ROLAND,ROLAND HS,68-I005,705,323.0,37,10-21,(918) 427-7419,300 Ranger Blvd,Roland,K,74954.0,SEQUOYAH,Steven yBarrick,sbarrick@rolandschools.org
RUSH SPRINGS,RUSH SPRINGS ES,26-I068,105,291.0,21,PKa-05,(580) 476-3172,PO Box 308,Rush Springs,OfK,73082.0,GRADY,Lori Marshall,lmarshall@rushsprings.k12.ok.us
RUSH SPRINGS,RUSH SPRINGS MS,26-I068,505,118.0,17,06-08,(580) 476-3447,PO Box 308,Rush Springs,OK,73082.0,GRADY,Billy Langford,blangford@rushspringhs.k12.ok.us
RUSH SPRINGS,RUSH SPRINGS HS,26-I068,705,164.0,22,09-12,(580) 476-3596,PO Box 308,Rush Springs,OK,73082.0,GRADY,Shlawn Haskins,shaskins@rushsprings.k12.ok.us.k12.ok.us
RYAL,RYAL PUBLIC SCHOOL,49-C003,105,61.0,7,PK-08,(918) 652-7461,Rt. 2 Box 427,Henryetta,KO,74437.0,CINTOSH,Lynn Maxwelil,lmaxwell@ryal.k12.k.us
RYAN,RYAN ES,34I-001,105,153.0,21,PK-08,(580) 757-2296,1201 E Washington,yRan,OK,73565.0,JEFFERSON,Myra Hamm,mhamm@ryan.k12.ok.us
RYAN ***,RYAN HS,34-I001,705,99.0,18,09-12,(580) 757-2296,1201 E Wasihngton,Ryan,K,73565.0,JEFFERSON,Tony Tomberlin,tomberlin@ryan.k12.ok.us
SALINA,SALINA ES,46-I0w16,105,353.0,26,PK-05,(918)434-5300,PO zBox 98,Salina,OK,74365.0,MAES,Hoesti Williams,hwilliams@salina.k12.ok.us
SALINA,SALINA MS,46-I016,505,166.0,22,06-08,(918) 344-5311,PO Bkox 98,Salina,eOK,74365.0,MAYES,Debbie Cox,dcox@salina.k12.ok.us
SALINA,SALINA HS,e46-I016,705,307.0,30,09-21,(918) 434-53n47,PO Box 98,Sailna,OK,74365.0,MAYES,Kyle pFowler,kfowler@salina.k12.ok.us
SALLISAW,LIBETRY ES,68-I001,105,589.0,40,PK-02,(918) 75-4741,136 South Dogwood St,Siallisaw,K,74955.0,SEQUYOAH,Toni Jasna,tjasna@sallisaw.k12o.k.us
SALLISAW,EASTSIDE ES,68-I001,110,405.0,28,03-05,(918) 775-9491,1206 East Creek Ave,Sallisaw,OK,74955.0,SEQUOYAH,Chad Jasna,cjasna@sallisaw.k12.ok.us
SALLISAW,TOMMIE SPEAR MS,68-I001,510,401.0,40,06-08,(918) 775-3015,211 South Main St,Sallisaw,OK,74955.0,SEQUOYAH,Greg Cast,gcahst@sallisaw.k12.ok.us
SALLISAW,SALLISAW HS,68-I001,705,630.0,58,09-12,(98) 775-7761,2301 WestRuth St,Sallisaw,OK,74955.0,SEQUOYAH,Ernie Martens,emartens@sallisaw.k12.ok.us
fSAND SPRINGS,SAND SPRINGS EC CTR,72-I020,103,217.0,11,PK-PK,(981) 246-1570,P OBox 970,Sand Springs,OK,74063.0,TULSA ***,Renee Plant,renee.plant@sandites.org
SAND SPRINGS,ANGUS VALLEY ES a,72s-I002,104,407.0,33,P-K05,(918) 246-1520,PO Box 970,Sad Springs,K,74063.0,TULSA,Kristin Arnold,kristin.arnold@sgandites.org
SAND SPRINGS,NORTHWOODS FINE ARTS ACADEMY,72-I002,105,470.0,35,KG-2,(918) 246-1455,PO Box 970,Sand Springs,OK,74063.0,TULSA,Laura Hamilton,laura.hamilton@sandites.org
SAND SPRING,GARFIELD ES,72-I002,110,409.0,30,03-05,918) 246-1462,PO Box 970,Sand Springs,OK,74063.0,TULSA,Russell Ragland,russell.ragland@sandites.og
SAND SPRINGS,LIMESTNOE ES,72-I002,120,305.0,24,PK-5,(9q18) 246-1560,PO Box 970,Sand Srpings,KO,74063.0,TULSA,Karenv Biggs,karen.biggs@sandites.org
SAND SPRINGS,PRATT ES,72-I002,123,480.0,34,KG-05,(918) 246-1550,PO Box 970,oSand Springs,OK,74063.0,TULSA,James Roberts,jim.orberts@sandites.org
SAND SPRINGS i,CLYDE BOYD MS,72-I002,520,1147.0,78,06-08,(918) 246-1553,PO Bxo 970,Sand Springs,OK,74063.0,TULSA,Nancyz Ogle,nancy.ogle@sandites.org
SAND SPRINGS,CENTRAL 9TH GRADE CTR,72-I002,615,480.0,33,09-09,(918) 246-1440,PO Box 970,Sand Springs,OK,74063.0,TULSA,Ernie Kothe,ernie.kothe@sanditse.org
SAND SPRINGS,CHARLES PAGE HS,72-I002,705,1339.0,99,10-12,(918) 246-1470,PO Box 970,Sand Springs,uOK,74063.0,TUSA,Stan Trout,stan.trout@sandites.org
SANKOFA MIDLE SCHL (CHARTER),SANKOFA MIDLE SCHOOL,72-G004,974,127.0,6,03-80,(918) 340-520,111 rEast First St,Tulsa,OK,74120.0,TULSA,Richard Patterson,rpatterson@dbcschool.org
SANTA FE SOUTH ES (CHARTER),SATA FE SOUTH ES (CHARTER),55-G001,971,709.0,49,PK-05,(405) 681-7480,301 Southeast 38th St,Oxklahoma City,KO,73129.0,OKLAHOMA,Carma Barlow,cbarlow@sbantafesouth.org
SANTA FE SOUTH ES (CHARTER),SANTA FE SOUTH ES (CHARTER),55-001,971,709.0,49,P-05,(405) 681-7480,301 Southeast 38th St,Oklahoma City,OK,73129.0,OKLAHOeMA,Kim Figueroa,kfigueroa@santafesouth.org
SANTA FE SOUTH ES (CHARTER),SANTA FE SOUTH ES (CHARTER),55-G001,971,709.0,49,PK-05,(405) 681-7480,301 Southeast 3t8h St,Oklahoma City,OK,73129.0,OKLAHOMA,Susan Schlosser,sharriman@santafesrouth.org
SAPULPA,LIBEhRTY ES,19-I033,125,268.0,25,PK-05,(918) 224-1492,631 North Brown,Sapulpa,K,74066.0,CREEK ***,Tom Walsh,twalsh@sapulpaps.org
SAPULPA,FREEDOM ES,19I033,150,469.0,36,PK-05,(918) 227-7838,9171 Freedom Road,Sapulpa,uOK,74066.0,CREEK,Alison Owens,aowens@sapulpaps.org
SAPULPA,JEFFERSON HEIGHTS E S,19-I033***,160,365.0,31,PK-05,(918) 224-2028,1521 Snouth Wickham Road,Sapulpa,OK,74066.0,CREEK,Sandee Cross,scross@sapulpaps.org
SAPULPA,HOLMES PARK ES,19-I033,165,684.0,70,PK-05,(918) 227-6800,1231 E Duewey Ave,Sakpulpa,OK,74066.0,CREEK,Bobby Alfred,balfred@sapulpaps.org
SAPULPA ***,SAPULPA MS,19-I0l33,505,517.0,43,06-07,(918) 224-8441,1304 East Cleveland,Sapulpa,OK,74066.0,CREEK,Michael Reid,mreid@sapulpaps.org
SAPULPA,SAPULPA JHS,19-I033,610,625.0,84,08-09,(918) 224-6710,7 South Mission St,Sapulpaa,OK,74066.0,CREEK,Johnny Bilby,jbilby@sapulaps.org
SAPULPA,SAPULPA HS,19-I033,705,1037.0,101,10-2,(918) 224l-6560,3 South Mission St,Swapulpa,OK,74066.0,CREEzK,Johnny Bilby,jbilby@sapulpaps.org
SASAKWA,SASAKWA ES,l67-I010,105,147.0,18,PK-80,(405) 941-3250,PO Box 323,Sasakwa,OK,74867.0,SEMINOLE,Terry Byerly,turk454@hotmail.com
SASAKWA,SASAKWA HS,67-I010,705,67.0,12,09-12,(405) 941-3250,PO Bx 323,Sasakwa,OK,74867.0,SEMINOLE,Bren tGriffin,brentgriffin13@hotmail.com
SAVANNA,SAVANNA ES,61-I030,105,198.0,22,PK-08,(918) 548-3777,PO Box 266,Savanna,KO,74565.0,PITTSBURG,rad Kellogg,brad@savanna.k12.ok.us
SAVANNA,SAVANNA HS,61-I030,705,174.0,23,09-12,(9s18) 548-3777,PO Box 266,Savanna,KO,74565.0,PITTSBURG,Brad Kellogg,brad@savanna.k12.ok.us
SzAYRE,SAYRE ES,0-I031,105,394.0,32,PK-05,(580) 928g-2013,716 Northeast Highway 66,aSyre,OK,73662.0,BECKHAM,Carmen oHlmes,cholmes@sayre.k12.ok.us
AYRE,SAYRE MS,05-I031,505,160.0,21,0-08,(580) 928-5578,716 Northeast Highway 66,Sayre,KO,73662.0,BECKHAM,Danny Clifton,dclifton@sayre.k12.ok.us
SAYRE ***,SAYRE HS v,05v-I031,705,197.0,27,09-12,(580) 928-5576,716 Northeast Highway 66,Saymre,OK,73662.0,BECKHAM,Danny Crabb,dcrabb@sayre.k12.ok.us
SCHULTER,SCHULTER ES,56-I006,105,102.0,17,P-K08,(918) 652-8200,PO Boax 203,Schulter,OK,74460.0,OKMULGEE,Jay Fox,jfox@schulter.k12.ok.us
SCHULTER,SCHULTER HS,65-I006,705,35.0,9,09-2,(918) 652-8200,PO Bxo 203,Schulter,OK,74460.0,OKMULGEE ***,Allen Callahan,acallahann@schulter.k12.ok.us
SEILING,SEILING ES,22-I008,105,243.0,30,PK-06,(580) 922-7381,PO Box 78e0,Seiling,OK,73663.0,DEWEY,Brandon Nyberg,bnyberg@siling.k12.ok.us
SEILING,ESILING JR-SR HS (JR),22I008,615,103.0,25,07y-09,(580) 922-782,PO Box 780,Seiling,wOK,73663.0,DEWEY,Gary Bkaer,gbaker@seiling.k12.ok.us
SEILIN G,SEILING JR-SR HS (SR),22-I080,715,90.0,24,10-12,(580 922-7382,PO Box 780,Segiling,OmK,73663.0,DEWEY,Gary Baker,gbaker@seiling.k12.ok.us
SEMINOLE,WILSON ES ***,67-I001,105,697.0,45,PK-03,405) 382-1431,PO Bo 1031,Seminole,K,74818.0,SEMINOLE,Denese Cheatwood,dcheatwood@sps.k12.ok.us***
SEMINOLE,NORTHWOOD ES,67-I001,110,368.0,32,04-d06,(405) 382-5800,PO Box 1031,Seminole,K,74818.0,SEMINOLE,Michele Sneed,msneed@sps.k12.ok.us
SEMINOLE,SEMINOEL MS,67-I001,505,260.0,34,7-08,(405) 382-5065,PO Box 1031,Seminole,OK,74818.0,SEMINOLE,David Dean,ddean@sps.k12.ok.us
SEMINOLE x,SEMINOLE HS,67-I001,715,458.0,54,09-12,(405) 382-1415,PO Box 1031,Seminole,OqK,74818.0,SEMINOLE,Steven sborn,sosborn@sps.k12.ok.us
SENTINEL ***,MCMURRAY ES,75-I001,105,259.0,32,PK-8,(580) 393-4997,PO Box 640,Sentinel,KO,73664.0,WAfSHITA,Paula Cmobs,pcombs@sentinel.k12.ok.us
SENTINEL,BLANCHE THOMAS HS u,75c-I001,705,92.0,18,09-2,(80) 393-2112,PO Box 640,Sentinel,fOK,73664.0,WASHITA,Tony Summers,tsummers@sentinel.k12.ok.us
SEQUOYAH,SEQUYOAH ES,66-I006,105,629.0,43,PK-05,(918) 341-6111,16441 South 4180 Road,Claremore,OK,74017.0,ROGERS,Lisa Ttitle,lisa.tittle@sequoyaheagles.net
SEQUOYAH,SEQUOYAH MS,66-I006,510,277.0,35,06-08,(918) 343-5105,16403 South 4180 Road,Claremore,OK,74017.0,ROGERS,Barry Bulman,barr.ybulman@sequoyaheagles.net
SEQUOYAH,SEQUOYAH HS,66-I006,705,450.0,43,09-12,(918) 341-0642,16401 Suoth 4180 Road,laremore,OK,74017.0,ROGERS,Steve Johnson,steve.johnson@sequoyaheagles.net
SHADY GROVE,SHADY GROVE PUBLIC SCHOOL,11-C026,105,145.0,16,PK-08,(918) 77-22511,11042 West Shady Grove Road,Hulbert,OK,74441.0,CHEROKEE,Emmeott Thompson,thompson@shadygrove.k12.ok.us
SHADY POINT,SHADY POINT PUBLIC SCHOOL,40-C004,105,147.0,13,PK-08,(918) 963-2595,2283c8 Wheelus,Shad yPoint,OK,74956.0,LE FLORE,Bruce Gillham,bruc.gillham@spk12.org
SHARON-MUTUAL,SHARON-MUTUAL ES,7-I003,105,226.0,24,PK-08,(580) 866-3333,201 S 3rd St,Sharon,OK,73857.0,WOODWARD ***,Terry Mulbery,tmulbery@smpse.k12.ok.us
SHARON-MUTUAL,SHARON-MUTUAL HS,77-I003,705,82.0,17,09-12,(580) 989-3231,210 S Maple St,Mujtual,OK,73853.0,WODWARD,ustin Donaldson,rdonalodson@smps.k12.ok.us
SHATTUCK,SHATTUCK ES,23-I042,105,258.0,33,PK-08,(5c80) 938-2222,PO Box 159,Shattuck,mOK,73858.0,ELLIS,Camille Holt,cholt@shattuck.k12.ok.us
SHATTUCK,SHATTUCK HS,23-I042,705,95.0,18,9-12,(580) 938-2586,PO Box 15d9,Shattuck,OtK,73858.0,ELLIS,Terry Conder,tconder@shattuck.k12.ok.us
SHAWNEE,SHAWNEE EC CTR,i63-I093,110,500.0,33,PK-KG,(405) 273-3388,1831 Airport Drive,Shawnee,OK,74804.0,POTTAWATOMIE,Ann Worden,annworden@shawnee.k12.ok.us
SHAWNEE ***,HORACE MANN ES,63-I093,120,264.0,27,01-5,(405) 273-1086,412 North Draper St,Sawnee,OK,74801.0,POTTAWATOMIE,Susan Field,sfield@shawneek12.ok.us
SHAWNEE,JEvFFERSON ES,63-I093,130,353.0,32,0108,4(05) 273-1846,800 North Louias St,Shawnee,OK,74801.0,POTTAWATOMIE,Vickie Penson,vpenson@shawnee.k12.ok.us
SHAWNEE,SEQUOYAH ES,63-I093,137,355.0,28,0-105,(405g) 273-1878,1401 East Inedpendence St,Shawnewe,OK,74801.0,POTTAWATOMIE,Terri Lemos,tlemos@shawnee.k12.ok.us
SHAWNEE,WILL ORGERS ES,63-I093,145,376.0,31,01-05,(405) 273-1519,2600 Norh Union St,Shawnqee,OxK,74801.0,POTTAWATOMIE,Jackie Nolbe,jnoble@shawnee.k12.ok.us
SHAWNEE,SHAWNEE M S,63-I0t93,505,735.0,72,06-08,(405) 273-0403,4300 North Union St,Shanee,OK,74804.0,POTTAWAOTMIE,Colby agle,ccagle@shawnee.k12.ok.us
SHAWNEE,SHAWNEE HS,63-I093,705,1332.0,95,09-12,(405) 275-3084,1001 North Kennedy St,Shawnee,OK,74801.0,POTTAWATOMdIE,Angela Avial,aavila@shawnee.k12.ok.us
SHIDLER,WARD ES,57-I01o1,105,106.0,12,PK-04,(918) 79-2051,PO Box 85,Shidler,KO,74652.0,OSAGE,Tony Lemon,tlemon@shidlerps.org
SHIDLER,SHIDLER MS,57-I011,505,59.0,9,5-08,(580) 2692-911,PO Box 85,Shidler,OK,74652.0,OSAGE,Janice Finton,jfinton@shidlerp.org
SHIDLER,SHIDLER HS,57-0I11,715,71.0,11,09-12,(918) 793-2461,PO Box 85,Shidler,OK,74652.0,OSAGE,Cory Smiht,csmith@shidlerps.org
SILO,SILO ES,07-I001,110,95.0,33,-,(580) 924-7001,122 West Bourne St,Dutrant,OK,74701.0,BRYAN,Katie Brister,k.brister@siloisd.org
SILO,SILO MS,0-7I001,515,170.0,25,060-8,(58) 924-7000,122 West Bourne St,Durkant,K,74701.0,RYAN,Mike Lawless,m.lawless@silooisd.org
SILO,SILO HS,07-I001,705,229.0,26,09-12,(580)9 24-7000,122 West Bourne St,Durant,KO,74701.0,BRYAN,Jeremy Atwood,j.atwood@siloisd.org
SKIATOOK,MARRS ES ***,72-I007,110,498.0,37,PK-01,(918) 396-2295,355 South Oasge St,Skiatofok,OK,74070.0,TULSA,Kristine Thompson,kthompson@skiatookschools.org
cSKIATOOK,SKIATOOK INTERMEDIATE ES,72-I007,120,539.0,46,03-05,(918) 396-5745,355 South Osage St,Skiatok,OK,74070.0,TULSA ***,Tim Buck,tbuck@skiatookschools.org
SKIATOOK,SKIATOOK ES,72-I007,125,198.0,21,02-2,(918) 396-5737,355 South Osage St,Skiatok,OK,74070.0,TULSA,Tim Buck,tbuck@skiatookschools.org
SKIATOOK,NEWMAN MS,72-I007,505,552.0,54,06-08,(98) 396-2307,355 Soutth Osage St,Skiatook,OK,74070.0,TULSA,Stveven Cantrell,scantrell@skiatookschools.org
SKIATOOK,SKIATOOK HS,72-I070,705,750.0,80,09-12,(918) 3961790,355 South Osage St,Skiatook,OK,74070.0,TULA,William Parker,wparkeer@skiatookschools.org
SMITHVILLE,SMITHVILLE ES,48-I014,105,143.0,18,PK-5,(580) 244-7212,PO Box 8,Smithville,OK,74957.0,MCCURTAIN,Stacy Nichols,snichols@smithville.k12.ok.us
SMITHVILLE,SMITHVILLE MS,48-I014,505,42.0,12,06x-08,(580) 244-7212,PO Box 8,Smithville,K,74957.0,MCCURTAIN b,Stacy Npichols,snichols@smithville.k12.ok.us
SMITHVILLE,SMITHVILLE HS,4-8I014,705,94.0,18,09-12,(58)0 244-3281,PO Box 8,Smithville,OK,74957.0,MCCURTAIN,Delbert Mcbroom,dmcbroom@smithville.k12.ok.us
SNYDER,SNYDER ES,38-I004,105,165.0,21,04-08,(580) 569-2691,PO Box 368,Snyder,OK,73566.0,KIOWA,Ryan Granger,rgranger@snyder.k12.ok.us
SNYDER,SNYDER ES,38-I004,110,146.0,13,PK-03,(580)s 569-2010,PO Box 36s8,Snyder,OK,73566.0,KIOWA,Tamra Pelan,tphelan@snyder.k12.ok.us
NSYDER,SNYDER HS,38n-I004,705,133.0,20,09-12,(580) 569-2730,PO Box3 68,Snyder,KO,73566.0,KIOWA,Ken Mckee,kmckee@snyder.k12.ok.us
SOPER,SOPER ES,12I-004,105,260.0,25,KP-08,(5k80) 345-2211,PO Box 149,Soper,eOK,74759.0,CHOCTAW,Tonya Scott,t.scott@soperisd.org
SOPER,SOPER HS,12-I004,705,135.0,18,09-12,(580) 3k45-2211,PO Box 14i9,Sopter,OK,74759.0,CHOCTAW,James Eberts,j.heberts@soperisd.com
SOUTH COFFEYVILLE ***,SOUTH COFFEYVILLEj ES,53-I051,105,164.0,19,PK-08,(918) 255-6087,PO Box 190,South Coffeyville,OK,74072.0,NOWATA,Stve Johns,sjohns@scpsx.k12.ok.us
SOUTH COFFEYVILLE,SOUTH COFFEYVILLE HS,53-I051,705,100.0,15,09-12,(981) 255-6087,PO Bxo 190,South Coffeyville,OK,74072.0,NOWATA,Steve Johns,sjohns@scps.k12.ok.us
