OBJECTID,GlobalID,VRM_ID,LUP_ID,LUP_NM,VRM_CLASS,DSGNTN_SRCE,DSGNTN_RSN,ADMIN_ST,ADM_UNIT_CD,COORD_SRC_TYPE,COORD_SRC2,GIS_ACRES,AZ_DSTRBTE_EXTRNL_CODE,Shape__Area,Shape__Length
1723,{1332D4A1-8164-4C4C-AB86-84F8D69E9908}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,35.63704268,,144217.995041305,1528.99253000288
1724,{0732A2E5-C47B-487E-923E-5EB98969175B}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,39.88019444,,161389.42100061,1607.03115041163
1725,{C0EA87B1-DC44-4728-9066-8CF166669DE5}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,1082.61551104,,4381189.53385377,11268.8537129782
1726,{DB4173E9-E263-449C-8FEC-96258E235848}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.06712451,,271.64325,85.190094536552
1727,{48F22CB7-C364-45A6-B2A9-FF84CFDFAB51}, , , ,III , , ,AZ,AZG02000,UNK,,326.57967274,,1321621.04605397,4868.57419802247
1728,{58D29D3B-A0CC-4D94-8D92-101288DDFD90}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,116.45494758,,471276.4525399,3192.75087159683
1729,{CBF5E360-A174-427B-A43D-C27A9997705D}, , , ,III , , ,AZ,AZG02000,UNK,,37.52623404,,151863.28123721,1559.01485929035
1730,{4049D88F-5B31-4430-B8B8-8CDCA0E10418}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,42.87908065,,173525.482918695,1666.74475900707
1731,{DA750988-4B09-473D-B6DB-90E5C53BF528}, ,LUP-AZ-004,Safford District Resource Management Plan,I , , ,AZ, ,UNK,,8687.33861168,,35156412.0542295,40243.6262379241
1732,{4EB2BC2A-B2A4-4B72-81F1-ADED60D8D786}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.0123505,,49.98068619,802.184708762513
1733,{849DDFF6-E9F3-4FCB-824E-8CE6C103648A}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.02479254,,100.331853125,1605.81039777051
1734,{9388AB8D-FD1C-41EE-9D96-7424A613738A}, , , ,III , , ,AZ,AZG02000,UNK,,615.05505784,,2489039.51094847,6357.71990681101
1735,{B9566EA2-A349-4192-9C9C-3DF6FFF7F22B}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,239.7348743,,970172.615717595,4016.33283374819
1736,{2D83085D-D329-4060-ABBA-A1667C4349D3}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,761.74729487,,3082681.93249745,9397.12203077857
1737,{9B79094C-4919-4CA5-8C7D-7EE17A83A228}, , , ,III , , ,AZ,AZG02000,UNK,,33817.58725649,,136854920.17899,173235.388950399
1738,{A4658D7F-C0D3-4749-85DF-EAAE37C48791}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,397.28271941,,1607746.12455847,14432.1647865334
1739,{D10B2DE8-9780-4DC2-8B73-D44AC2C05A55}, , , ,III , , ,AZ,AZG02000,UNK,,57841.27844387,,234075349.150405,283609.572687415
1740,{2FDC6554-86CE-4C6E-AB45-78B45BCC1D3E}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,118.37200139,,479034.494063725,2949.12210924655
1741,{34AC2212-6805-4EE2-B351-244F65757BAA}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,324.5462399,,1313392.03528865,4852.51080146854
1742,{CDD14350-BAF2-4406-B328-7CB5DA488580}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,33097.91579375,,133942513.097981,102743.466471021
1743,{D283418E-B936-4FEA-A6AD-81B3CF53D90D}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.55569032,,2248.798942225,781.481793051034
1744,{B0BCA493-69A4-4804-915B-598908F58C72}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,15.13950217,,61267.391583975,9381.88634916878
1745,{AEC8BC18-9C08-434C-8918-F30504B92002}, , , ,III , , ,AZ,AZG02000,UNK,,0.1122889,,454.41705209,116.295893328364
1746,{ADA2A3DB-FB9A-4624-A01F-AC5EC96E1697}, , , ,III , , ,AZ,AZG02000,UNK,,0.01685564,,68.212367825,109.466219467711
1747,{7010FA02-E759-4765-AEBA-F87C7BEF52F2}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.00291185,,11.78382509,61.123446062318
1748,{6223DFC2-8BF3-4F9E-8C46-F92363B0080A}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.10651016,,431.03133658,252.578549308365
1749,{FE598291-93D7-4252-96CF-256BEE84E6F7}, , , ,III , , ,AZ,AZG02000,UNK,,0.85630678,,3465.350602725,363.055960308131
1750,{AE95AD8D-DB47-46CE-A421-60CD2A8135FF}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.00391354,,15.837550375,32.837307891427
1751,{F346B9CC-658E-4B9E-80B3-33556A2128F7}, , , ,III , , ,AZ,AZG02000,UNK,,0.26449893,,1070.3891965,239.735501051724
1752,{B1185051-0B97-450D-9178-83E00AC5EEBD}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.01236392,,50.035028825,46.1943379806108
1753,{D77F02BD-7045-43FE-9EA5-06FB2CF422D7}, , , ,III , , ,AZ,AZG02000,UNK,,0.01615083,,65.360074175,151.752071825443
1754,{A0EE059F-9FE6-4F25-8C84-20E6CC39E9FD}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.00219414,,8.8793513,34.4654543731763
1755,{2CCA3956-1D00-48BE-A2A9-76AF2A53BF24}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.00029477,,1.192884535,7.22050571122015
1756,{409AD072-2039-464D-81FA-5CAEBFC8CFA7}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.13324097,,539.207063745,189.316146172928
1757,{8433D3EC-1CCB-4DDD-9C4D-66A014EBCFAA}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.46678732,,1889.02125415,394.50583289866
1758,{1EF954FC-07A5-4A40-AFF7-856A87FF1D9D}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.00013224,,0.53516736,8.26960807002677
1759,{AF443984-C06F-4D8B-BEDF-F26E51EC1A10}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.55219495,,2234.65368752,500.752016650591
1760,{CAEDF791-F931-40C6-AB94-170850F2A37C}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.02513513,,101.718265315,118.000755492985
1761,{1B8E2522-9E7D-49BE-B6AA-40290CEC9AC8}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.00011866,,0.48020755,9.6460538046475
1762,{D8101E3A-952B-4DA4-B12C-AEDB03E17E45}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.00113705,,4.60148948,28.7819453197379
1763,{DA9F9335-CF12-4FCA-A62B-CA7915F8AE64}, , , ,III , , ,AZ,AZG02000,UNK,,0.01188766,,48.10764607,83.6441017054028
1764,{B3B29272-A14B-4D24-9559-AE04A0A34AC7}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.26331442,,1065.595655225,323.613372814298
1765,{43F670F1-A3FD-4F4E-97CE-A58D67C7D203}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.00065385,,2.64601875,58.9815313590487
1766,{E0A2062E-0D15-40E2-886A-DC68A8169017}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.01654645,,66.96109173,101.15100002963
1767,{B1E90E7D-97A5-4F65-ACCF-060370D01B65}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.11238252,,454.79592704,145.306900071558
1768,{AB4E6280-42D3-418A-BB03-D81A1617366D}, , , ,III , , ,AZ,AZG02000,UNK,,0.45166853,,1827.837692585,300.981492224577
1769,{C76C421D-9231-4870-8233-95E74D22716A}, , , ,III , , ,AZ,AZG02000,UNK,,0.21991089,,889.94780856,240.23807266846
1770,{B54DE38E-C67B-4E1E-B121-D29864BBCA1F}, , , ,III , , ,AZ,AZG02000,UNK,,0.00789878,,31.965214185,59.8452856866083
1771,{3A6B4294-78CF-410E-A5CA-C49633C523E8}, , , ,III , , ,AZ,AZG02000,UNK,,0.22565493,,913.19310626,165.251929651948
1772,{4D68C986-22C7-4C7F-B05C-9C8B95FE85F1}, , , ,III , , ,AZ,AZG02000,UNK,,0.04674496,,189.170159965,91.9475488062318
1773,{F2A33E60-D778-4443-8466-BDCAD226398A}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,5.70980174,,23106.74784126,10025.4007929819
1774,{ACA77531-ACB1-4FB0-A0DE-FB99EC5F42F0}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.57291046,,2318.48635438,2285.86225511401
1775,{CB769348-4879-40F6-9DBA-F2A14B57816F}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,7.00373628,,28343.11515746,4091.74068902423
1776,{04F8E9D4-2BBE-4877-B364-9E694B5E13E6}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.00405085,,16.393188665,63.5414310090988
1777,{82B453EF-CB1C-4ACA-BC1D-45CB85FE5902}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.00012821,,0.51884477,15.169614641192
1778,{D9F5EECD-1390-4BC7-9F20-6A02865644B6}, , , ,III , , ,AZ,AZG02000,UNK,,0.14656396,,593.123283755,148.968963240105
1779,{EBD214E1-3CB6-4DCB-9F69-2AA1D71BB97B}, , , ,III , , ,AZ,AZG02000,UNK,,0.11609295,,469.81148858,163.615240786729
1780,{2674BE77-4EB9-4BFF-A3DF-BB32EDE35B35}, , , ,III , , ,AZ,AZG02000,UNK,,0.02562114,,103.685059785,62.7665945408163
1781,{39BA131E-0C90-42EE-9981-2C189674AD20}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.01124902,,45.5231656,57.7905506211096
1782,{53BD7337-1EFC-474D-9960-14AC84A509CD}, , , ,III , , ,AZ,AZG02000,UNK,,0.07256318,,293.652771755,141.649462462927
1783,{FCAAD112-AD1C-4C89-85FD-4ECD34A69D59}, , , ,III , , ,AZ,AZG02000,UNK,,0.28363353,,1147.82417463,389.460528229242
1784,{0C6CE5FB-0F56-441F-B727-1171728D4DFE}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,9.50998007,,38485.52392601,6507.07151429011
1785,{670B807B-B2B7-490B-939A-EB09B8D6A71B}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,1.26824005,,5132.385384635,1260.47062671278
1786,{21CACDD7-DB5C-4A76-94CF-48666C9A06E8}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,2.02072447,,8177.581810515,1603.81692181505
1787,{3DCC4068-9FDC-480D-BB15-52912BF86C0A}, ,LUP-AZ-021,Phoenix Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.18643707,,754.484058605,880.775191189029
1788,{C769E885-9217-4C1F-AF5F-F9891D3A30D0}, , , ,III , , ,AZ,AZG02000,UNK,,11.53731193,,46689.844886125,4836.71275157946
1789,{8317504E-147A-4B1D-90F9-7CD78A5E0516}, , , ,III , , ,AZ,AZG02000,UNK,,23.3828182,,94626.90802525,17128.2276288072
1790,{C7975E4F-29FE-4432-BFA1-3ECC1E85D760}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,5339.98344294,,21610146.2915619,41895.1075333307
1791,{3E2338A5-CE35-465D-B7A2-A0FA4552FF1E}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,399.17510043,,1615404.31882267,5141.45151397332
1792,{0BF90D62-230F-4330-95C5-1BA1C0CADA0C}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,552.52331939,,2235982.54358084,7127.48517977578
1793,{335BDB57-611B-47D7-BE22-041F881CF26A}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,6519.14862853,,26382058.4959398,71214.5225366173
1794,{090993D6-3781-4FCD-8933-1E68D659648F}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.08626007,,349.082122475,651.386046092374
1795,{A205331B-CBBF-4BF9-8FAD-C4B304198117}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,157.3796401,,636892.807292025,3192.60859138176
1796,{E6D53C4F-73AD-43BA-B9EF-26B6DBFB636B}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,21217.5466413,,85864364.8928996,95778.8604326775
1797,{6693C006-3760-4889-8664-23C0F42D382F}, , , ,III , , ,AZ,AZG02000,UNK,,593.14794689,,2400384.5783176,13590.3689161405
1798,{99D2170B-8F77-44D6-A0CF-034685CD0512}, , , ,III , , ,AZ,AZG02000,UNK,,0.01360323,,55.05032649,56.6114489273445
1799,{28E7650E-DD83-4511-BD82-B9648BEA258A}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.00215667,,8.727730935,27.8353218121906
1800,{CDE967AB-425B-4EBD-99D3-E52ADCB215FC}, , , ,III , , ,AZ,AZG02000,UNK,,0.03077216,,124.53050089,100.444714655251
1801,{9E7C32C8-B20E-4353-9F20-3ACFB2E79D02}, , , ,III , , ,AZ,AZG02000,UNK,,0.0665866,,269.466410805,210.072277966568
1802,{47318C62-B734-489D-A6B7-16CCBE228B85}, , , ,III , , ,AZ,AZG02000,UNK,,0.71876843,,2908.75262946,517.295357261123
1803,{BFD89304-742B-49B0-8A52-8409E7D1A0E4}, , , ,III , , ,AZ,AZG02000,UNK,,0.46349288,,1875.689133125,478.996220562847
1804,{9644700C-2E66-4BBF-A443-475810904A22}, , , ,III , , ,AZ,AZG02000,UNK,,0.59977237,,2427.19266752,430.404844457045
1805,{479253A6-76D3-40EA-B9A3-DDAC557F1FE0}, , , ,III , , ,AZ,AZG02000,UNK,,0.05025241,,203.364300265,156.556006098908
1806,{1D39D8FD-9D92-4CF1-9AE6-93B6EC63ED20}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.12318906,,498.52842636,186.084028234764
1807,{B732AD58-A3C8-4812-9F22-08570FA155FC}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.04723158,,191.13943421,91.8791606832245
1808,{E5D99585-6D4E-4045-9EFF-274887927005}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.00021098,,0.853817505,6.39146654595461
1809,{984477FD-5AED-4D01-8816-C2043BE371DD}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.19836185,,802.741909495,238.153755567462
1810,{770E90B0-9A93-4E4A-939E-6560BE075E3B}, , , ,III , , ,AZ,AZG02000,UNK,,1.38747203,,5614.900093495,967.80655847262
1811,{7A5C2F06-508A-4A64-A782-28D458FFFAC9}, , , ,III , , ,AZ,AZG02000,UNK,,0.3596645,,1455.510597615,282.681912095147
1812,{52BA024D-AE33-4F61-B1DE-926211FEF53A}, , , ,III , , ,AZ,AZG02000,UNK,,0.10762452,,435.54099057,315.729289506211
1813,{73AC6CD8-AE8D-493E-8B92-C6234C1F5B53}, , , ,III , , ,AZ,AZG02000,UNK,,0.31014229,,1255.101334015,433.835594423512
1814,{9814B08E-E869-44BE-BD67-729EABF84344}, , , ,III , , ,AZ,AZG02000,UNK,,0.00011607,,0.46970405,7.0449933842174
1815,{75B2A916-C8DB-43A9-AC43-AA7A8617C406}, , , ,III , , ,AZ,AZG02000,UNK,,0.18528851,,749.835994885,223.238290650632
1816,{D7E31E7A-F0CC-45F2-8EC2-5C165B27F6CD}, , , ,III , , ,AZ,AZG02000,UNK,,0.03495653,,141.46406185,113.02495293614
1817,{102A9839-5B9C-4120-B2D2-B36780008211}, , , ,III , , ,AZ,AZG02000,UNK,,0.01096899,,44.3899375,58.115439631943
1818,{FC14EF9C-BB0C-4BBD-93B7-71ADB1CA9288}, , , ,III , , ,AZ,AZG02000,UNK,,5.70026367,,23068.148627395,2308.24136177401
1819,{3445E3F6-F224-4D46-A80E-CA1EBA3AC7B6}, , , ,III , , ,AZ,AZG02000,UNK,,0.15997742,,647.405635965,206.277244587918
1820,{5678FED9-D091-4806-B4D9-E6E12C7A81F0}, , , ,III , , ,AZ,AZG02000,UNK,,0.02435438,,98.55868673,109.156152941684
1821,{6C6B96B7-F0AD-435F-A3C5-E7F623AC4320}, , , ,III , , ,AZ,AZG02000,UNK,,0.73109128,,2958.62145268,425.034968478557
1822,{86B6830F-DB50-4D66-8893-33BDBD1F1E43}, , , ,III , , ,AZ,AZG02000,UNK,,0.07952817,,321.83909436,227.812869008779
1823,{7E85205E-C3CE-4D6E-9D9D-51487403A76B}, , , ,III , , ,AZ,AZG02000,UNK,,10.13199617,,41002.733782845,4051.08410755262
1824,{5EB51BD0-A363-4E9F-AF05-F672430E263C}, , , ,III , , ,AZ,AZG02000,UNK,,0.22667306,,917.31333138,281.713311362964
1825,{DFDB1C89-ED2D-42F4-88D4-25B4007F233A}, , , ,III , , ,AZ,AZG02000,UNK,,0.3826383,,1548.482254405,240.832021980082
1826,{2ED47DF9-491C-4E2A-A4BD-CCD6E45D6053}, , , ,III , , ,AZ,AZG02000,UNK,,7.58107887,,30679.537693695,2994.07727652175
1827,{D88E9E92-D736-4B98-95E4-2DE78341D396}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.15715192,,635.971237015,166.5443267617
1828,{3ABB6AF6-5720-4A98-A44B-FF4A1F7F11D4}, , , ,III , , ,AZ,AZG02000,UNK,,9.40395057,,38056.437766125,2723.6777764501
1829,{5C46E41B-463E-4590-AC40-E7FDE3D37266}, , , ,III , , ,AZ,AZG02000,UNK,,0.05434492,,219.926092625,178.368234776079
1830,{82F3D6FC-AF6B-45BE-8CE6-67446F351537}, ,LUP-AZ-004,Safford District Resource Management Plan,III , , ,AZ,AZG02000,UNK,,0.00045497,,1.841198355,44.0314695665388
1831,{3F1952AD-2AEE-4BE6-BDB9-2F01DB4207CF}, , , ,I , , ,AZ,AZG02000,UNK,,5742.67132942,,23239766.3511896,25427.9373442892
1832,{466E5893-A297-498B-BD42-421365ED0DB1}, ,LUP-AZ-021,Phoenix Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.00149241,,6.03958719,20.265728614632
1833,{D30530DC-6F77-40EA-9C12-E62D3F239F96}, , , ,III , , ,AZ,AZG02000,UNK,,78241.68862044,,316632880.093052,301341.840617098
1834,{13BA258B-A642-48D7-A183-F08258AAE863}, , , ,III , , ,AZ,AZG02000,UNK,,5.38657034,,21798.676761685,3193.26819503623
1835,{CDBF588C-B649-4163-8F58-8561BB5BFC61}, ,LUP-AZ-021,Phoenix Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.00275618,,11.15386118,475.645666113407
1836,{DC8FC845-D672-4029-99F2-9F3EBC25D736}, , , ,I , , ,AZ,AZG02000,UNK,,0.02744385,,111.06133095,1343.53112735072
1837,{C3FC45CD-4C45-44F2-9F7D-D1CA4EDDD799}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.01854982,,75.068475,1202.16442384957
1838,{08584D11-D4A0-4C0B-AC19-887B05698343}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.04339701,,175.621485975,2006.80843425828
1839,{6EBA0475-777D-40FB-BD15-3A13EC598087}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.02483444,,100.50140002,1608.64768454433
1840,{66211EA4-0DDB-4F00-B557-9E18B4382A7E}, , , ,I , , ,AZ,AZG02000,UNK,,0.02491645,,100.833284375,1612.20997339611
1841,{66BD407A-6097-47E6-9B20-F4E4057F1CFC}, ,LUP-AZ-021,Phoenix Resource Management Plan,I , , ,AZ,AZG02000,UNK,,2.82604274,,11436.58920723,2263.03017810933
1842,{A7AB7D55-0F5D-4942-A94B-0E71DBB18F43}, , , ,I , , ,AZ,AZG02000,UNK,,8.05535859,,32598.87964238,6435.38947936722
1843,{05AB3114-1590-4FCF-A7E6-ADEF05044E8C}, ,LUP-AZ-021,Phoenix Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.07388753,,299.012231885,1863.72745295475
1844,{8372846E-3044-47B4-904D-EB0954FB4ED0}, ,LUP-AZ-004,Safford District Resource Management Plan,I , , ,AZ,AZG02000,UNK,,4.13662956,,16740.345897405,2385.59401407177
1845,{CCC8C37A-397D-4CAC-96AF-39799D26D556}, ,LUP-AZ-004,Safford District Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.08291232,,335.53425897,546.757314910291
1846,{089850EC-921E-4FA1-B181-C6D9811D3B4E}, ,LUP-AZ-004,Safford District Resource Management Plan,I , , ,AZ,AZG02000,UNK,,1.06717292,,4318.695602005,344.108841921467
1847,{9DFF1E96-A5A9-4E00-A1D5-945472061570}, ,LUP-AZ-004,Safford District Resource Management Plan,I , , ,AZ,AZG02000,UNK,,3.6780494,,14884.53782218,839.403912730528
1848,{F9B65C1B-F546-4C3A-B9CE-2BBE13F532B6}, ,LUP-AZ-021,Phoenix Resource Management Plan,I , , ,AZ,AZG02000,UNK,,14.52086651,,58763.861886,4267.00965924383
1849,{4B2D2890-EDF7-4723-AF12-AAB1EFD4F0BB}, ,LUP-AZ-021,Phoenix Resource Management Plan,I , , ,AZ,AZG02000,UNK,,2.61539219,,10584.11666305,1475.10545300953
1850,{BFC8C68A-A7F2-4049-AF69-37A519BCACF2}, ,LUP-AZ-021,Phoenix Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.0050586,,20.471438325,23.1412581692574
1851,{38342E83-5130-4276-A22A-22D07D0F1478}, ,LUP-AZ-021,Phoenix Resource Management Plan,I , , ,AZ,AZG02000,UNK,,3.94421168,,15961.65835801,3325.72327058554
1852,{BB99B6A1-DF4F-43DB-8F85-4569731D86C4}, ,LUP-AZ-021,Phoenix Resource Management Plan,I , , ,AZ,AZG02000,UNK,,6.22862006,,25206.33109624,3302.98924425715
1853,{514357B7-0BD2-4E9F-90F0-3572DF447AEE}, ,LUP-AZ-021,Phoenix Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.08651652,,350.11993792,329.220526474362
1854,{DA4589E6-3F6F-4BC5-93EE-0BEED715C676}, ,LUP-AZ-004,Safford District Resource Management Plan,II , , ,AZ,AZG02000,UNK,,0.3369647,,1363.6477758,745.554609318755
1855,{521CD345-3563-4428-962F-6ACCFB546A55}, ,LUP-AZ-004,Safford District Resource Management Plan,II , , ,AZ,AZG02000,UNK,,0.02269118,,91.827957245,304.873539456992
1856,{EF5797BB-B412-4913-A54A-08A3777DA9B7}, ,LUP-AZ-004,Safford District Resource Management Plan,II , , ,AZ,AZG02000,UNK,,0.00776809,,31.43633709,195.474533535729
1857,{32960035-D0E1-4BA8-87D0-2727B725C861}, ,LUP-AZ-004,Safford District Resource Management Plan,II , , ,AZ,AZG02000,UNK,,2.50530548,,10138.61157038,5700.28539768759
1858,{05A4866C-4D87-489F-9E1D-9C1AA0B2DAB1}, , , ,I , , ,AZ,AZG02000,UNK,,1.45428897,,5885.298668855,2887.302464104
1859,{25285EA6-8643-4B52-A2B1-B1877BDC5005}, , , ,I , , ,AZ,AZG02000,UNK,,0.57167012,,2313.46689918,459.171094533994
1860,{9290BBF9-A716-4ECB-980B-9E08B537B5E4}, , , ,I , , ,AZ,AZG02000,UNK,,0.01733536,,70.15371116,77.2928094599191
1861,{0860AF58-7256-4AC7-871D-61C8A2FE3B60}, ,LUP-AZ-021,Phoenix Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.01050061,,42.49444835,111.415125762048
1862,{A3CBD335-9574-49A6-BBB0-EC2FF0D0CFAF}, ,LUP-AZ-021,Phoenix Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.01122755,,45.43626558,73.2989124796302
1863,{786DC04E-7EFB-4B42-81F4-1D77F6A19E3C}, , , ,I , , ,AZ,AZG02000,UNK,,0.19739225,,798.81807848,194.424814175944
1864,{69198C79-6944-487D-94D1-0B6EBE70861E}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.01419248,,57.43491769,52.7758509593929
1865,{773AA9F4-3DDB-4BAB-8C9A-32A48E3E2FE1}, , , ,I , , ,AZ,AZG02000,UNK,,0.08226696,,332.92258719,122.746793366926
1866,{1C0195A6-7A32-4B60-A629-EBC96AEAD981}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.00410798,,16.62439102,24.5868017577571
1867,{9D0993A5-A433-4FE4-AEDE-23958E303AB9}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.01860548,,75.293710115,90.2534858966292
1868,{C841D065-33D5-4E1F-BB96-A827C9F8622A}, , , ,I , , ,AZ,AZG02000,UNK,,0.04402729,,178.17211575,89.6333902443952
1869,{4D8FE13B-FC57-4391-8983-3D97FFE77BDD}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.04788739,,193.79339684,170.837155458336
1870,{D564FB63-A12F-4792-BE1C-0696FDB8020F}, ,LUP-AZ-014,Lower Sonoran Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.00084101,,3.4034549,13.0563242289889
1871,{D4010C2B-544D-4DA4-9167-655AD4B1665B}, ,LUP-AZ-021,Phoenix Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.14495182,,586.599202655,229.905797968535
1872,{7AECCA41-BB1D-4A3A-95C3-2139CECDB8F1}, , , ,I , , ,AZ,AZG02000,UNK,,0.9968492,,4034.105603215,528.70996230514
1873,{84790A4C-3987-4FEC-8C89-E86932AAE7C4}, ,LUP-AZ-021,Phoenix Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.02053243,,83.09178928,70.2522598999835
1874,{D76203C3-38F3-476B-90F1-27E951F65714}, ,LUP-AZ-021,Phoenix Resource Management Plan,I , , ,AZ,AZG02000,UNK,,0.37197938,,1505.347134825,385.731823624667
