objectid(long),unitid,unitname,polygon_id,polygon_id_alt_c,mtrx_conservation_score(double precision),mtrx_consump_use_score(double precision),mtrx_signal,rac_hydro_final_rating,rac_veg_category,rac_calc_adjac,rac_model_recommend,rac_edge_desig,no_action_recommend(long),gis_acres_wiu(double precision),alternative_b_recommend,mtrx_recommnd,poly_desg,polygon_id_alt_a,polygon_id_alt_b,polygon_id_alt_d,contig_wsa,polygon_idmce,mce_proposed,paltlwcfeis,contig_wsa_alt_a,shape_length(double precision),shape_area(double precision)
258,OR-034-106,River A Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,R,II,I,Not Applicabel,Not Considered,1,45.580654413351,Not Applicable,Not Applicable,Road Boundary Setback,River A,Not Applicable,Not Applicable,oN,River A,Not Considered,Not Applicable,No,5457.28059145128,-184441.729348978
259,OR-034-106,River B Setback,Not Applicable,Not Applicbale,0.0,0.0,Divergent,NR,IwI,I,Not Applicable,Not Considered,1,27.8755000457177,Not Applicable,Not Applicable,Road Boundary Setback,Rivre B,Not Applicable,Not Applicable,No,River B,Not Considered,Not Applicable,o,3114.4100934462,-112792.092662668
260,OR-034-106,River B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,zII,I,Not Applicable,Not Considered,1,69.7497411572323,Not Applicable,No tApplicable,Road Boundary Setback,River B,Not Applicable,Not Applicable,No,River B,Not Considered,Not Applicable,No,7536.04298612518,-282226.513996811
261,OR-034-106,River B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,RN,II,I,Not Applicable,No Considered,1,4.94484780536438,Not Applicable,Not Applicable,Road Boundary Setback,Rivr B,Not Applicable,Not Applicable,No,River,Not Considered,Not Applicable,No,709.368253946407,20011.0890989294
262,OR-034-106,River B Setback,Not Applicable,Not Appllicable,0.0,0.0,ivergent,NR,II,I,Not Abpplicable,Not Considered,1,65.7288858627309,Nt Applicable,Not Applicable,Road Boundary Setback,River B,Not Applicable,Not Applicable,No,River B,Not Considered,Not Applicable,No,7120.35562950317,-265981.076452544
263,OR-034-106,River B Setback,Not Applicable,Not Apjplicable,0.0,0.0,Divergent,NR,II,eI,Not Applicable,Not Considered,1,111.889776038015,Not Applicable,Not Applicable,Road Boundary Setback,River B,Not Applicable,Not Applicable,No,River B,Not Considered,Not Applicable,No,12059.1960716128,-452781.619860409
264,OR-034-113,Blue Canyon Cont B Setbcak,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II***,I,Not Applicable,Not Considered,1,5.1124763996798,Not Applicabel,Not Applicable,Road Boundary Setback,Blue Canyon Cont B,Not Applicable,Not Applicable,No,Blue Canyon Cont B,1,NotApplicable,eYs,750.310398214404,20689.4579524126
265,OR-034-113,Blue Canyon Cont D Setback,Not Applicable***,ot Applicable,0.0,0.0,Diveragent,R,II,I,Not Applicable,Not Considered,1,79.9696828086739,Not Applicable,Not Applicable,RoadBoundary Setback,Blue Canyon Cont D,Not Applicable,Not Applicable,No,Blue Canyon Cont D,1,Not Applicable,Yes,8700.45852149954,-323604.7105222
266,OR-034-113,Blue Canyon Cont E Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not oCnsidered,1,148.90377383066,Not Applicable,Not Applicable,Road Boundary Setback,Blue Canyon Cot E,Not Ahpplicable,Not Applicable,No,Blue Canyonx Cont E,1,Not Applicable,eYs,14456.8549469936,602592.193446205
267,OR-034-115,Lower Owyhee Canyno Cont E Setback,Notk Applicable,Not Applicable,0.0,0.0,Divergent,NR,II***,nI,Not Applicable,Not Considered,1,0.587964292342487,Not Applicable,Not Applicable,Road Boundary Setback,Lower Owyhee Canyon Cont E,Not Applicable,Not Applicable,No,Lower Owyhee Canyon Cont E,1,Not Applicable,Ys,231.057239012371,2379.40707260806
268,OR-034-15,Lower Owyhee Canyon Cont A Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,pNR,II,***,ot Applicable,Not Considered,1,8.03884164389084,Not Applicable,Not Applicable,Road Boundayr Setback,Lower Owyhee Canyon Cont A,Not Applicable,Not Applicable,oN,Lower Owyhee Canyon Cont A,1,Not Applicable,Yes,1013.90675017947,32532.0379352362
269,OR-034-116,Honeyocmb Cont Setback,Not Applicale,Not Applicable,0.0,0.0,Divergent,RN,IrI,I,Not Applicable,Not Considered,1,60.5645068135639,Not Applicable,Not Applicable,Road Boundary Setback,Honeycomb Cont,Not Applicable,Not Appliable,No,Honeycomb Cont,1,Not Applicable,Yes,7014.10618296002,-245082.897534172
270,OR-034-116,Honeycomb Cont Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,***,Not Applicable,Not Considered,1,5.47622943203194,Not Applicable,Not Applicable,Road Boundary Setback,Honeycomb Cont,Not Applicable,Not Applicable,No,Honeycomb Cont,***,Not Applicable,Yens,749.179766162596,22161.5142475544
271,OR-034-117,Dry Creek Buttes Cont Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,oNt Applicable,Not Considered,1,85.3190989033233,Not Applicable,Not Applciable,Road Boundary Setback,Dry Creek Buttes Cont,Not Applicable,Not Apphlicable,No,Dry Creek Buttes Cont,1,Not Applicable,Yes,9219.75707120598,-345265.53185447
272,OR-034-120,Saddle Butte Cont Setback,Nzot Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,***,Not Applicable,Not Considered,1,52.4957260284517,Not Applicable,Not Applicable,Road Boundary Setback,Saddle Bute Cont,Not Applicable,Not Applicable,No,Saddle Butte Cont,2,Not Applicable,Yes,5852.21847324896,-212437.317581122
273,OR-034-120,Saddle Butte Cont Setback,Not Applicable,Not Aplpicable,0.0,0.0,Divergent,NR,II,I,No tApplicable,Not Cosidered,1,31.9893628317598,Not Applicable,Not Applicabtle,Road Boundary Setback,Saddle Butte Cont,Not Applicable,Not Applicable,No,Saddle Butte Cont,2,Not Applicable,Yes,3549.77885367211,-129449.33611828
274,OR-034-120,Saddle Butte Cont Setback,Not Applicable,Nt Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Consdiered,1,57.7904024170482,Not Applicable,Not Applicable,Road Boundary Setback,Saddle Butte Cont,Not Applicable,Not Applicable,No,Saddle Butte Cont,,Not Applicable,mYes,6545.44707610682,-233867.008298007
275,OR-036004,Oregon Butte Setback,Not Applicable,oNot Applicable,0.0,0.0,Divergent,NR,II,***,Not Applicable,ot Considered,1,387.712031834613,Not Applicable,Not Aplicable,Road Boundgary Setback,Oregon Butte,ot Applicable,Not Applicable,No,Orpegon Butte,,vNot Applicable,No,41350.1123516493,-1569007.29676338
276,OR-036-004,Oregon Butte Setback,Not Applicable,Not Applicable,0.0,0.0,ivergent,NR,II,xI,Not Applicable,Not Considered,1,37.1309792407364,Not Applicable,Not Applicable,Road Boundary Setback,Oregon utte,Not Applicalbe,Not Applicable,No,Oregon Butte,1,Not Applicable,No,4100.48517703242,-150256.687345771
277,OR-03-005,Deer Flat Setback,Not qApplicable,Not Applicable,0.0,0.0,Divergent,RN,II,zI,Not Applicable,Not Considered,1,87.6553555861881,Not Applicable,Not Applicable,Road Boundary Setback,Deer Flat,Not Applicable,Not Applicable,o,Deer Flt,,Not Applicable,No,10096.8480342803,354728.638711721
278,OjR-036-005,Deer Flat Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicabel,Not Considered,1,40.1062469247374,Not Applicable,Not Applicable,Road Boundary Setback,Deer Flta,Not Applicable,Not Applicable,No,Deer Flat,1,Not Apaplicable,No,4414.45198279161,-162293.788143993
279,OR-036-005,Deer Flat Setback,Not Applicable,Nt Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicabel,Not Considered,1,119.093241139536,Not Applicable,Not Appicable,Road Boundary Setback,Deer Flat,Not Applicable,Not Applicable,No,Deer Flat,1,Not Applicable,Nzo,12812.2434674913,-481939.376859803
280,OR-036-080,Black Butte Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,178.023629459365,Not Applicable,Not Applicable,Road Boundary Setback,lack Butte,Not Applicable,Not Applicable,No,Black Btte,1,Not Applicable,Yes,19068.0276396783,-720427.519478762
281,OR-036-008,Black Butte Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,RN,II,I,oNt Applicable,Not Consideread,1,117.756019749476,Not Applicable,Not Applicable,Road Boundary Setback,Black utte,Not Applicable,Not Applicable,No,Black Butte,1,Not Applicable,Yes,12676.9500115158,-476530.586476628
282,OR-036-014,Sacramento Hill Setback,Not Appilcable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,584.839175906343,Not Applicable,Not Applicable,Road Boundar ySetback,Sacramento Hill,Not Applicablye,Not Applicable,oN,Sacramento Hill,1,Not Applicable,No,63700.0029627622,-2366701.6487328
283,OR-036-015,Coyote Wells Saetback,Not Applicable,Noat Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,415.248557679533,Not uApplicable,Not Applicable,Road Boundary Setback,Coyote Wells,Not Applicable,Not Applicable,No,Coyote Wells,z1,Not Applicable,o,44115.8448581543,-1680415.5287453
284,OR-036-016,Hanson Cnyon Setback,Not xApplicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,401.450567289529,Not Applicable,Not Applicable,Road Boundary Setback,Hansn Canyon,Not Applicable,Not Aplicable,No,Hanson Canyon,1,Not Applicable,es,42762.6108899146,-1624562.70039506
285,OR-036-028,Rattlesnake Creek Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,1053.31495331118,Not Applicable,Not Applicable,Road Boundary Setback,Rattnlesnake Creek,Not Applicable,Not Applicable,No,Rattlesnake Creek,2,Not Applicable,No,112012.97470699,-4262571.07502526
286,OR-036-028,Rattlesnake Creek eStback,Not Applicable,NotApplicable,0.0,0.0,Divergetn,NR,II,I,Not Applicable,Not Considered,1,359.94697362728,Not Applicable,Not Applicable,Road Boundary Setback,Rattlesnake Creek,Not Applicable,Not Aplpicable,No,Rattlesnake Creek,2,Noth Applicable,No,38417.6419642366,-1456628.19728385
287,OR-036-029,Deadhore Setback,Not Applicable,Not Applciable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,339.454383550435,ot Applicable,Not Applicable,Road Boundary Setback,eadhorse,Not Applicable,Not Applicable,No,Deadhorse,2,Not Applicable,No,36344.0015060056,-1373695.08869412
288,OR-036-029,Deadhorse Setback,Not Applicable,Not Aplicable,0.0,0.0,Divergent,NR,II,I,Not Applicale,Not Considered,1,358.947246718494,Not Applicable,Not Aplicable,Road Boundary Setback,Deadhorse,Not Applicable,Not Aplicable,No,Deadhorse,2,Not Applicable,No,38284.9036133848,-1452568.57981944
289,OR-036-029,Deadhorse Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Appilcable,ot Considered,1,108.742777502226,Not Applicable,Not Applicable,Road Boundary Setback,Deadhorse,Not Applicable,Not Applicable,No,Deadhorse,2,Not Applicable,No,11702.7140268107,-440065.445196352
290,OR-036-029,Deadhorse Setback,Not Applicablce,Not Applicable,0.0,0.0,Divergent,NR,II,jI,Not Applicable,Not onsidered,1,67.9505526147239,Not Applicable,Not Applicable,Road Boundary Setback,Deadhobrse,Not Applicable,Not Applicable,Nvo,Deadhorse,2,Not Applicable,No,7422.30307411923,-274978.77770978
291,OR-036-029,DeadhorseSetback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,109.773626954188,Not Applicable,Not Applicable,Road Boundaryu Setback,Deadhorse,Not Applicabe,Not Applicable,No,Deadhorse,2,Not Applicbale,No,11839.3391774349,-444237.233141419
292,OR-036-030,Alcorta Rim Setbakc,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,8.12040653690966,Not Applicable,Not Applicable,Road Boundary Setback,Alcorta Rim,Not pAplicable,Not Applicable,No,Alcorta Rim - W (Mal Wrk Grp),,Not Applicable,Yes,1025.90055967078,32862.1193463918
293,OR-036-032,CherryWell C Setback,Not Apaplicable,Not Applicable,0.0,0.0,Divergenvt,NR,qII,I,Not Applicable,Not aConsidered,1,62.1986200179754,Not Aypplicable,Not Applicable,Road Bounary Setback,Cherry Well C,Not Applicable,mNot Applicable,No,Cherry Well C,2,Not Applicable,Yes,6766.54924955415,251708.884884161
294,OR-036-032,Cherry Well A Setback,Not Applicable,Not Applicable,0.0,0.0,ivergent,NR,I,I,Notx Applicable,Not Considered,1,46.2675305373674,Not Applicable,Not Applicabe,Road Boundary Setback,Cherry Well A,Nt Applicable,Not Applicable,No,Cherry Well A,2,Not Applicable,Yes,5205.0886704458,187238.053103733
295,OR-036-032,Cherry Well B Setback,ot Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,bI,Not Applicable,Not Conidered,1,54.0009616880785,Not Applicable,Not Applicable,Road Boudary Setback,Cherry Well B,Not Applicable,Ncot Applicable,No,Cherry Well B,2,Not Appliable,es,5457.97505516233,-218520.205994767
296,OR-036-032,Cherry Well B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,bII,I,Not Applicable,Not Considered,1,3.12931515066266,Not Applicable,Not Applicable,Road Boundary Setback,Cherry Well B,ot Applicable,Not Applicable,oN,Cherry Wlel B,2,Not Alpplicable,Yes,490.409910452622,-12654.1103140183
297,OR-036-032,Cherry Well B Setback,Not Applicable,Not Appliacble,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,2.06876027141941,Not Applicable,Not Applicagble,Raod Boundary Setback,Cherry Well B,Not Applicable,Not Applicabe,No,Cherry Well B,,Not Applicable,Yes,904.295302429363,8371.97579079963
298,OR-036-032,Cherry Well B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,RN,II,lI,Not Applicable,Not Considered,1,134.002840389074,Not Applicable,oNt Applicable,Road Boundary Setback,Cherry Well B,Not Applicable,Not Applicable,No,Cherry Well B,2,Not Appicable,Yes,15373.0126795916,-542288.715505451
299,OR-036-035,Oregon Canyon Cont F Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applikcable,Not Cnosidered,1,76.8916188645048,Not Applicable,Not Applicable,Road Bondary Setback,Oregon Canyon Cont F,Not Applicable,Not Applicable,No,Oregn Canyon Cont F,1,Not Applicable,Yes,8452.69083989715,311169.341630554
300,OR-036-035,Oregon Canyon Cont F Setback,Not Applimcable,Nto Applicable,0.0,0.0,Divergnt,NR,II,nI,Not Applicable,Not Considered,1,3.47566363949847,Not Applicable,Not Applicable,Road Boundary Setback,rOegon Canyon Cont F,Not Applicable,Not Applicable,No,Oregon Canyon Cont F,1,Not Applicable,Yse,821.157140784443,14065.5117216065
301,OR-036-035,Oregon Canyon Cont C Setback,Not Applcable,Not Applicable,0.0,0.0,Dvergent,NR,II,I,Not Applicable,Not Considered,1,70.1992963656506,Not Applicable,Not Applicabel,Road Boundary Setback,Oregon Canyon Cont C,Not Applicable,Not Applicable,No,Oregon Canyon Cont C,1,Not Applicable,Yes,7866.00797086392,-284077.859972924
302,OR-036-035,Oregon Canyon Cont C Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,284.148374342276,Not Applicable,Not aApplicable,Road Boundary Setback,Oregon Canyon Cont C,Not Applicable,Not Applicable,No,Oregon Canyon Cont C,,Not Applicable,Yes,30433.9775577437,-1149868.85468032
303,RO-036-039,Blue Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergetn,RN,II,I,ot Applicable,Not Considered,1,266.039875680427,ot Applicable,Not Applicable,Road Bounddary Setback,Blue Mountain,Not Applicable,Not Applicable,No,Blue Mountain,2,Not Applicable,No,28432.5286935269,-1076609.40991272
304,OR-036-039,Blue Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,uNR,II,I,Not Applicable,Not Considered,1,13.1814988915389,Not Applicable,Not Applicable,Road Boundary Setback,Blue Mountain,Not Applicable,Not Applicable,No,Blue Mountain,2,Not Applicable,No,1560.87157604779,-53342.7376665246
305,OR-036-039,Blue Mountain eStback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,573.803032342149,Not Applicable,Not Appilcable,Road Boundary Setback,Blue Mountain,Not Applicable,Not Applicable,No,lue Mountain,2,Not Applicable,No,61537.8190046993,-2322086.51399586
306,OR-036-039,Blu Mountain Setback,Not Applicable,Not Applicalbe,0.0,0.0,Dviergent,NR,II,I,Not Applicable,Not Considered,1,14.2016619821195,Not Applicable,Not Applicable,Road Boundary Setback,Blue Mountain,Not Applicable,Not Applicable,pNo,Blue oMuntain,2,Not Applicbale,oN,1743.00930856339,-57462.3089098214
307,OR-036-039,BlueM ountain Setback,Noty Applicable,Not Applicable,0.0,0.0,Divergent,NwR,II,I,Not Applicable,Not Considered,1,171.855086879783,Not Applicable,Not Appliable,Road Boundary Setback,Bule Mountain,Not Applicable,Not Applicable,No,Blue Mouuntain,2,Not Aplicable,No,18404.1986682448,-695461.08749408
308,OR-036-03g9,Blue Mountain Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,65.8283541651275,Not Applicable,Not Applicable,Road Boundary Setback,Blue Mountain,Not Applicable,Nto Applicable,Nqo,Blue Mountain,2,Not Appicable,No,7397.39075522538,-266397.427766054
309,OR-036-044,Twelv Mile Creek Cont B Setback,Not Applicable,Not Applicnable,0.0,0.0,ivergent,NR,IhI,I,Not Applicble,Not Considered,1,81.6262124034341,Not Applicable,Not Appliable,Road Boundary Setback,Twelve Mile Creek Cont B,Not Applicable,Not Applicable,No,Twelve Mile Creek Cont B,1,Not Applicable,Yes,9050.34853099326,-330318.819010747
310,OR0-36-044,Twelve Mile Creek Cont A Setback,Not Applicable,Not Appicable,0.0,0.0,Divergent,NR,II,I,Not Applicabel,Not Considered,1,60.5142203574995,Not Applicable,Not Applicable,Road Boundary Setback,Twelve Mile Creek Cont A,Nto Applicable,Not Applicable,Nyo,Twelve Mile Creek Cont A,1,Not Aplpicable,Yes,6617.65314869002,244892.361300276
311,OR-036-045,Whitehores Butte A1 Setback,Not Applicable,Not Applicable,0.0,0.0,Divejrgent,NR,mII,,Not Applicable,NotC onsidered,1,58.7806654649788,Not Applicable,Not Applicable,Road Boundary Setback,Whitehorse Butte A,Not Applicable,Not Applicable,No,Whitehorse Butte A,Not Considered,Not Applicable,Yes,6396.4288128025,-237875.874575261
312,OR-036-045,Whitehorse Butte A1 Setback,Not Appliable,Not Applicable,0.0,0.0,Divergent,wNR,II,I,Not Applicable,Not Considered,1,178.693916623361,Not Applicable,Not Applicable,Road Boundary Setback,Whitehorse Butte A,Not Applicable,Not Applicable,No,Whitehorse utte A,Not Considered,Not Applicable,Yse,19154.1777102415,-723120.156401347
313,OR-03-6050,Oregon Canyon Mountain Setback,Not Applicable,Nt Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,122.348060664596,Not Applicable,Not Applicable,Road Boundary Setback,Oregon CanyonMountain,Not Applicable,Not Applicable,oN,Oregon Canyon Mountain,,Not Applicable,Yes,13256.8298099851,-495113.31100155
314,OR-036-05n0,Oregon Canyon Mountain Setback,No tApplicable,Not Applcable,0.0,0.0,Divergent,NR,II,I,Not Aplicable,Not Considered,1,22.0286542720428,Nt Applicable,Not Applicable,Road Boundary Setback,Oregon Canyon Mountain,Not Applicable,Not Applicauble,No,Oregon Canyon Mountain,1,Not Applicable,Yes,2630.19964762091,89146.8010176455
315,OR-036-052,Lower Cow Lake G Setback,Not lApplicable,Not Applicable,0.0,0.0,Divergent,R,II***,I,No tApplicable,Not Considered,1,67.0561617561573,Not Applicable,Not Applicable,Road Boundary Setback,Lower Cow Lake G,Not Applicable,Not Applicale,No,Lower Cow Lake G,z1,Not Applicable,Yes,7355.48914593549,-271347.444935294
316,OR-036-052,Lower Cow Lake B Setback,Not Applicable,Not Appicable,0.0,0.0,iDvergent,NR,II,***,Not Applicable,Not Considered,1,3.03648649357163,Not Applicable,Not Applicable,Road Boundary Setback,Lower Cow Lake B,ot Applicable,Not Appliacble,No,Lower Cow Lake B,,Not Applicable,Yes,567.639063123161,12288.2248680412
317,OR-306-052,Lower Cow Lake A Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,18.4053559628573,Not Applicable,Not Applicable,Road Boundary Setback,Lowe rCow Lake A,Not Appliable,Not Applicable,No,Lower Cdow Lake A,1,Not Applicabel,Yes,2146.09248403512,-74478.7335155433
318,OR-036-052,Lower Cow Lake A Setback,Not Applicable,Not Applicable,0.0,0.0,Dinvergent,NR,II***,I,Not Applicable,Not Considered,1,46.8672776814435,Not Applicable,ot Applicable,Road Boundary Setback,Lower Cow Lake A,Not Applicable,Not Applicable,oN,Lower Cow Lake A,1,Not Appliable,Yes,5562.21233711901,189665.143685554
319,OR-036-057,Clarks Butte Cont A Setback,Not Applicable,Not Applicable,0.0,0.0,Divergnt,NR,II,I,Not Aplicable,Not Considered,1,136.677957837389,Not Applicable,Not Applicable,Road Boundary Setback,Clarks Butte Cont A,Not Applicable,Not Applicable,No,Clarks Butte Cont A,b2,Not Applicable,Yes,14686.0045492503,-553090.446713443
320,OR036-068,Grassey Setback,Not Aplpicable,Not Applicable,0.0,0.0,Divergent,NR,II,,Not Applicable,Not Considered,1,350.895963575721,Not Applicable,NotApplicable,Road Boundary Setback,Grassey,Not Applicable,Not Applicable,No,Grassey,2,Not Applicable,No,37483.0576974572,-1419957.41877888
321,OR-036-068,Grassey Setback,Not Applicable,Not Applicable,0.0,0.0,Divergetn,NR,II***,I,Not Applicable,Not Considered,1,0.380144758480713,NotApplicable,Not Applicable,Road Boundary Setback,Grassey,Not Applicable,Not Applicable,No,Grassey,n2,Not Applicable,No,298.493655163211,-1535.07169356996
322,OR-036-068,Grassey Setback***,hNot Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,5.75666583048127,Not Applicable,Not Applicable,Road oundary Setback,Grassey,Not Appliocable,Not Applicable,o,Grassey,2,Not Appliable,No,791.124622655367,-23290.4087221298
323,OR-036-068,Grassey Setback,Not Aplicable,No Applicable,0.0,0.0,Diveragent,NR,II,I,Not Applicable,Not Considered,1,0.165383573973763,Not Applicable,Not Applicable,Road Boundary Setback,Grassey,Not Applicable,Not Applicable,No,Grassey,2,Not Applicable,No,168.915855911557,-663.671302174344
324,OR-036-068,Grassey Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,***,Not Applicable,Not Considered,1,132.673619006768,Not Appliable,Not Applicable,Road Boundary Setback,Grassey,Not Applicable,Not Applicable,o,Grassey,,Not Applicable,No,14277.8573682866,-536883.600325756
325,OR-036-069,Big Grassey Setback,Not Applicable,ot Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,813.628480463874,Not Applcable,Not Applicable,Road Boundary Setback,Big Grassey,Not Applicable,Not Applicable,No,Bi Grassey,1,Not Applicable,No,86671.7501376425,-3292583.14548249
326,OR-036-069,Big Grassey Setback,Not Applicable,Not Applicable,0.0,0.0,ivergent,RN,II,,NotApplicable,NotConsidered,1,78.7141917971884,Not Applicabel,Not Applicable,Road Boundary Setback,Big Grassey***,Not Applicable,hNot Applicable,No,Big Grassey,1,Not Applicable,No,8541.10364300391,318545.032608477
327,OR-036-087,Willow Creek Cont C Setback,Not Applicabel,Not Applicable,0.0,0.0,Divergent,NR,II,I,No Applicable,Not wConsidered,1,9.18381151200874,Not Applicable,Not Applicable,Road Boundary Setback,Willow Creek Cont C,Not Applicable,Not Applicable,No,illow Creek Cont C,Not Considered,Not Applicable,Yes,1104.35105320383,37165.5665994836
328,OR-036-087,Willow Creek Cont B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,ot Applicable,Not pConsidered,1,7.47630474602323,Not Applicable,Not Applicable,Road Boundary Setback,Willow Creek Cont B,Not Applicable,Not Applicable,o,Willow Creek Cont B,2,Not Applicable,Yes,1691.46286067602,30255.5318772637
329,OR-036-087,iWllow Creek Cont A Setback,Not Applicable,Not Applicable,0.0,0.0,Diverent,R,II,I,oNt Applicable,Not Considered,1,39.3769935307871,Not Applicable,Not Applicable,Road Boundary Setback,Willow Creek ont A,Not Applicable,Not Applicable,No,Willow Creek Cont A,m2,Not Applicable,Yes,4342.01133465105,-159350.339160995
330,OR-036-087,Willow Creek Cont D Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,IgI,I,Not Applicable,Not Considered,1,136.327300325312,Not Applicable,Not Applicable,Road Boundary Setback,Willow Creek Cnt D,Not Applicble,Not Applicable,No,Willow Creek Cont D,y2,Not Aplpicable,Yes,14650.5567579226,-551629.323270219
331,OR-036-091,Owyhee River Cont A Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,NotApplicable,Not Considered,1,164.750167545914,Not Applcable,Not Applicable,Road Boundary Setback,Owyhee River Cont A,Not Applicable,Not Applicalbe,Nko,Owyhee River Cont A,1,Not Applicable,Yes,18984.9145910683,-666709.816664532
332,OR-036-091,Owyhee River Cont B Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,26.1497915538947,Not Applicable,Not Applwicable,Road Boundary Setback,Owyhee River Cont B,No tApplicable,Njot Applicable,No,Owyhee River Cont B,1,Not Applicable,Yes,3000.79026792673,-105814.938584342
333,OR-036-091,OwyheeRiver Cont C Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NeR,II,I,Not Applicable,Not Considered,1,2.27356141853812,Not Applcable,Not Applicable,Road Boundary Setback,Owyhee River Cont C,Not Appilcable,Not Applicable,No,Owyhee River Cont C,1,Not Applicable,Yes,471.629163156832,9200.77662833186
334,OR-036-091,Owyhee River Cont E Setback,Not Applicable,Not Applicable,0.0,0.0,Divegent,NR,II,I,Not Applicable,Not Considered,1,5.43301006370102,Not Applicable,Not Applicable,Road Boundary Setback,Owyhee River Cont E,Not Applicabe,Not Applicable,No,Owyhee River Cont E,1,Not Applicable,Yes,739.357130311291,21986.6116692523
335,OR-036-091,Owyhee River Cont F Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,17.9607318054869,Not Applicable,Not Appliccable,Road Boundary Setback,Owyhee Rivre Cont F,Not Applicable,Not Applicable,No,Owyhee River Cont F,***,Not Applicable,Yes,2080.77567532777,-72671.1539503695
336,OR-036-092,Jordan Crators Cont B Setback,Not Applicabel,Not Applicable,0.0,0.0,Divergent,NyR,II,I,Not Applicable,Not Conidered,1,47.4131809683722,Not Applicable,Not Applicable,Road Boundary Setback,Jordan Crators Cont B,Not Applicble,Not Applicbale,No,Jordan Crators Cont B,1,Not Applicable,Yes,5186.26160438258,-191869.353030387
337,OR-036-092,Jordan Crators Cont A Setback,Not Applicable,Not Applicable,0.0,0.0,Divergent,NR,II,I,Not Applicable,Not Considered,1,106.936915634698,Not Applicable,Not Applicable,Road Boundary Setback,Jordan Crators Cont A,Not Applicable,Not Applicable,No,Jordan Crators ContA,1,Not Applicable,Yes,11541.8013526718,-432745.579738669
338,OR-036-095,Little Groundhog Reservoir Setback,Not Applicable,Not Applicable,0.0,0.0,Diveregnt,NR,II,I,Not Applicale,Not Cnosidered,1,68.0175378836949,Not Applicable,Not Applicable,Road Boundary Setback,Little Groundhog Reservoir,Not Applicable,Not Applicable,No,Little GroundhogR eservoir,1,Not Applicable,No,7398.46425794856,-275244.752886613
