OBJECTID,LAND_CLASS,CT_LEGEND,MA_LEGEND,ME_LEGEND,NH_LEGEND,NJ_LEGEND,NY_LEGEND,RI_LEGEND,VT_LEGEND,STATE_COD,STATE_NAME,CNTY_FIELD,CNTY_COD,CNTY_NAME,TOWN_FIELD,TOWN_NAME,LABEL_FLAG,MAP_LABEL,CT_LABEL_Y,CT_LABEL_N,SHAPE_Length,SHAPE_Area
7979,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,254.295288330447,4893.06962596064
7980,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,759.413608899574,25069.8874177226
7981,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,2067.41702445535,273811.85436822
7982,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,15,Rockingham,FIPS,Epping,True,Epping, ,Epping,112330.760224802,731242071.716494
7983,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,714.054103066985,27880.7530800173
7984,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,32,Ontario,SWIS,Phelps,True,Phelps, ,Phelps,177450.072449665,1804951391.48033
7985,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,41,Saratoga,SWIS,Milton,True,Milton, ,Milton,149798.617426221,957963292.057122
7986,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,18,Genesee,SWIS,Darien,True,Darien, ,Darien,147139.683802271,1325985506.61207
7987,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,15,Rockingham,FIPS,Greenland,True,Greenland, ,Greenland,98026.3743551789,371526872.665161
7988,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,45,Seneca,SWIS,Tyre,True,Tyre, ,Tyre,127146.890964112,923823824.485424
7989,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,45,Seneca,SWIS,Junius,True,Junius, ,Junius,109962.414136278,750377942.812766
7990,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,15,Rockingham,FIPS,Raymond,True,Raymond, ,Raymond,115838.103835959,825743083.172478
7991,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,53,Washington,SWIS,White Creek,True,White Creek, ,White Creek,181220.835305548,1307253293.34988
7992,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,18,Genesee,SWIS,Alexander,True,Alexander, ,Alexander,125801.058487699,990981784.363898
7993,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,17,Fulton,SWIS,Gloversville,True,Gloversville, ,Gloversville,63898.590619773,129572492.723555
7994,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,41,Saratoga,SWIS,Galway,True,Galway, ,Galway,142667.389639238,1258186962.52607
7995,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,18,Genesee,SWIS,Bethany,True,Bethany, ,Bethany,126673.210239117,1006686206.83734
7996,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,31,Onondaga,SWIS,Onondaga,True,Onondaga, ,Onondaga,222465.66966616,1735397020.0084
7997,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,1867.29281742476,106966.489969417
7998,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,679.45153018427,26509.347392481
7999,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,723.89442988437,27195.6451342493
8000,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,14,Erie,SWIS,Depew,True,Depew, ,Depew,34961.2253116439,49087507.0371863
8001,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,5,Cheshire,FIPS,Gilsum,True,Gilsum, ,Gilsum,113482.610752168,465612831.516892
8002,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,557.570936972838,17615.6450281495
8003,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,15,Rockingham,FIPS,Rye,True,Rye, ,Rye,118858.060119371,366366602.385036
8004,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,11,Hillsborough,FIPS,Goffstown,True,Goffstown, ,Goffstown,133093.588273751,1048991747.88547
8005,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,53,Washington,SWIS,Cambridge,True,Cambridge, ,Cambridge,149197.680959652,1042511750.15379
8006,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,5,Cayuga,SWIS,Sennett,True,Sennett, ,Sennett,120950.665578866,804082405.476519
8007,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,15,Rockingham,FIPS,Stratham,True,Stratham, ,Stratham,87276.2433630407,431573999.504634
8008,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,5,Cayuga,SWIS,Throop,True,Throop, ,Throop,92796.911165347,526424249.000495
8009,Land,Other States,Other States,Other States,Other States,Other States,Other States,Other States,Vermont,VT,Vermont,CNTY,25,Windham,FIPS6,Brookline,True,Brookline, ,Brookline,111977.612849271,361560029.401959
8010,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,25,Madison,SWIS,Stockbridge,True,Stockbridge, ,Stockbridge,131820.419415335,886513302.14082
8011,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,31,Onondaga,SWIS,Marcellus,True,Marcellus, ,Marcellus,127993.904042315,909624553.182049
8012,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,15,Rockingham,FIPS,Newfields,True,Newfields, ,Newfields,76857.545052948,202541374.364066
8013,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,5,Cheshire,FIPS,Surry,True,Surry, ,Surry,93937.0867231683,446378349.816027
8014,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,31,Onondaga,SWIS,Skaneateles,True,Skaneateles, ,Skaneateles,181842.859221563,1358502792.68389
8015,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,27,Montgomery,SWIS,St Johnsville,True,St Johnsville, ,St Johnsville,117315.313503642,486431598.497372
8016,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,18,Genesee,SWIS,Pavilion,True,Pavilion, ,Pavilion,136093.758688709,997648651.905483
8017,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,11,Hillsborough,FIPS,Manchester,True,Manchester, ,Manchester,173058.389304262,974417188.906033
8018,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,5,Cheshire,FIPS,Sullivan,True,Sullivan, ,Sullivan,96350.2609673676,522404789.604972
8019,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,11,Hillsborough,FIPS,Bennington,True,Bennington, ,Bennington,100223.936710712,323109429.114161
8020,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,30,Oneida,SWIS,Augusta,True,Augusta, ,Augusta,112991.107521726,774422966.884701
8021,Land,Other States,Other States,Other States,Other States,Other States,Other States,Other States,Vermont,VT,Vermont,CNTY,25,Windham,FIPS6,Wardsboro,True,Wardsboro, ,Wardsboro,118026.486299118,816338078.618185
8022,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,21,Herkimer,SWIS,Danube,True,Danube, ,Danube,117229.12677103,814080618.1397
8023,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,30,Oneida,SWIS,Paris,True,Paris, ,Paris,120046.947097054,878845631.462455
8024,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,25,Madison,SWIS,Cazenovia,True,Cazenovia, ,Cazenovia,182256.590605105,1441919552.211
8025,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,15,Rockingham,FIPS,Auburn,True,Auburn, ,Auburn,118721.999635984,803691625.207047
8026,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,32,Ontario,SWIS,Clifton Sprgns,True,Clifton Sprgns, ,Clifton Sprgns,16297.5709161644,15673162.301078
8027,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,21,Herkimer,SWIS,Litchfield,True,Litchfield, ,Litchfield,117859.993925902,833193778.935904
8028,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,41,Saratoga,SWIS,Malta,True,Malta, ,Malta,150667.991892036,874139927.445088
8029,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,24,Livingston,SWIS,Avon,True,Avon, ,Avon,178652.210315274,1150647898.5447
8030,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,25,Madison,SWIS,Fenner,True,Fenner, ,Fenner,125659.383146333,866710545.253025
8031,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,21,Herkimer,SWIS,German Flatts,True,German Flatts, ,German Flatts,132695.229982092,955210358.298154
8032,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,15,Rockingham,FIPS,Exeter,True,Exeter, ,Exeter,112663.706593967,558464563.951353
8033,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,24,Livingston,SWIS,Lima,True,Lima, ,Lima,140399.471919273,890589166.22632
8034,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,25,Madison,SWIS,Smithfield,True,Smithfield, ,Smithfield,104211.479911821,676273848.860821
8035,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,32,Ontario,SWIS,West Bloomfield,True,West Bloomfield, ,West Bloomfield,134914.311601802,709246690.448779
8036,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,11,Hillsborough,FIPS,Francestown,True,Francestown, ,Francestown,136569.609008085,847476592.833122
8037,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,17,Fulton,SWIS,Perth,True,Perth, ,Perth,128815.19480518,729103684.663012
8038,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,11,Hillsborough,FIPS,New Boston,True,New Boston, ,New Boston,140040.787347285,1205397108.67949
8039,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,32,Ontario,SWIS,East Bloomfield,True,East Bloomfield, ,East Bloomfield,122239.951961042,929688357.514297
8040,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,30,Oneida,SWIS,Marshall,True,Marshall, ,Marshall,127210.240934488,917099416.033606
8041,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,32,Ontario,SWIS,Canandaigua,True,Canandaigua, ,Canandaigua,192210.747875015,1878416160.28367
8042,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,5,Cayuga,SWIS,Aurelius,True,Aurelius, ,Aurelius,130385.567412293,892932583.379668
8043,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,24,Livingston,SWIS,York,True,York, ,York,215308.60822106,1367107263.86231
8044,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,15,Rockingham,FIPS,Brentwood,True,Brentwood, ,Brentwood,88241.1501504833,473484913.091005
8045,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,15,Rockingham,FIPS,Fremont,True,Fremont, ,Fremont,89298.9875734423,485668740.557369
8046,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,5,Cheshire,FIPS,Nelson,True,Nelson, ,Nelson,114118.273707921,649386625.816201
8047,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,31,Onondaga,SWIS,Pompey,True,Pompey, ,Pompey,172986.510611927,1856350903.97389
8048,Land,Other States,Other States,Other States,Other States,Other States,Other States,Other States,Vermont,VT,Vermont,CNTY,3,Bennington,FIPS6,Shaftsbury,True,Shaftsbury, ,Shaftsbury,138695.758271603,1201671635.48042
8049,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,41,Saratoga,SWIS,Ballston Spa,True,Ballston Spa, ,Ballston Spa,34477.6239085565,33154712.8940661
8050,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,15,Rockingham,FIPS,Chester,True,Chester, ,Chester,137309.385455094,728686586.176527
8051,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,31,Onondaga,SWIS,Lafayette,True,Lafayette, ,Lafayette,161953.345984349,1238678625.91769
8052,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,32,Ontario,SWIS,Hopewell,True,Hopewell, ,Hopewell,126266.852022726,995542478.923734
8053,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,14,Erie,SWIS,West Seneca,True,West Seneca, ,West Seneca,115408.369468102,595739451.80235
8054,Land,Other States,Other States,Other States,Other States,Other States,Other States,Other States,Vermont,VT,Vermont,CNTY,3,Bennington,FIPS6,Glastenbury,True,Glastenbury, ,Glastenbury,141544.897998941,1238934214.02783
8055,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,207.58344214579,2350.82963067758
8056,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,110.206609124595,628.622423521624
8057,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,116.858391691111,948.918878685313
8058,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,424.231628948216,9245.54581672411
8059,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,144.261287816115,1448.84742860351
8060,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,132.016311240002,1212.9251425993
8061,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,4329.36581260947,384040.958973405
8062,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,144.527281270058,1514.39553779847
8063,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,182.111513763823,2414.05661595006
8064,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,207.286519910852,2122.44859207533
8065,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,500.331411920667,11617.3504099463
8066,Land,Other States,Other States,Other States,Other States,Other States,Other States,Other States,Vermont,VT,Vermont,CNTY,25,Windham,FIPS6,Somerset,True,Somerset, ,Somerset,113109.880568087,767266947.385015
8067,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,628.327274580006,22330.2686177435
8068,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,316.174865087088,4973.58685703924
8069,Land,Other States,Other States,Other States,Other States,Other States,Other States,Other States,Vermont,VT,Vermont,CNTY,25,Windham,FIPS6,Putney,True,Putney, ,Putney,121349.19400569,745542913.777681
8070,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,194.668300525587,2569.73670641817
8071,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,612.236006572532,20845.4688037126
8072,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,253.098197853783,3178.28608901323
8073,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,282.828844977372,5493.12408708575
8074,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,306.386669676244,4176.35173245894
8075,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,133.115846457798,1169.14173104018
8076,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,15,Rockingham,FIPS,North Hampton,True,North Hampton, ,North Hampton,91319.8444210275,388894251.665376
8077,Land,Other States,Other States,Other States,Other States,Other States,Other States,Other States,Vermont,VT,Vermont,CNTY,25,Windham,FIPS6,Newfane,True,Newfane, ,Newfane,141137.389141765,1116533738.28479
8078,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,204.367018707852,2895.17163370541
8079,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,45,Seneca,SWIS,Waterloo,True,Waterloo, ,Waterloo,117158.875564235,607686349.732305
8080,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,258.192347051464,4550.70948639832
8081,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,133.471081338416,1075.9601194905
8082,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,11,Hillsborough,FIPS,Hancock,True,Hancock, ,Hancock,132147.76746912,871926022.866279
8083,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,178.123311276081,1944.61906681846
8084,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,237.142631959106,3748.48217712392
8085,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,423.051709199276,10241.1743211084
8086,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,5,Cheshire,FIPS,Westmoreland,True,Westmoreland, ,Westmoreland,158561.615920357,1027617051.24124
8087,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,41,Saratoga,SWIS,Stillwater,True,Stillwater, ,Stillwater,156349.973477646,1214365454.97445
8088,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,27,Montgomery,SWIS,Palatine,True,Palatine, ,Palatine,143890.50072585,1164765648.05802
8089,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,45,Seneca,SWIS,Seneca Falls,True,Seneca Falls, ,Seneca Falls,121337.322959291,765660089.983284
8090,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,5,Cayuga,SWIS,Auburn,True,Auburn, ,Auburn,64617.6505849287,226971244.441046
8091,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,27,Montgomery,SWIS,Minden,True,Minden, ,Minden,163094.225789964,1396455257.49827
8092,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,14,Erie,SWIS,Elma,True,Elma, ,Elma,124205.508173389,963631712.494302
8093,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,13318.297242541,4314108.84948159
8094,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,14,Erie,SWIS,Marilla,True,Marilla, ,Marilla,111460.389431414,766219015.754441
8095,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,313.531011146536,5239.46052500922
8096,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,176.10153137791,2127.07340977767
8097,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,21,Herkimer,SWIS,Columbia,True,Columbia, ,Columbia,128843.030388263,977213622.997514
8098,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,56,Wyoming,SWIS,Bennington,True,Bennington, ,Bennington,160297.88759699,1541385164.19515
8099,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,41,Saratoga,SWIS,Ballston,True,Ballston, ,Ballston,124847.719861104,835823670.37194
8100,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,8449.22683362737,1737645.64377575
8101,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,1466.66019901436,97287.0713163667
8102,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,788.194937584652,25794.8112300807
8103,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,56,Wyoming,SWIS,Attica,True,Attica, ,Attica,127128.680042148,1005819739.95324
8104,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,5,Cheshire,FIPS,Keene,True,Keene, ,Keene,150137.114226256,1040268724.24116
8105,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,244.2543558971,3469.42737567803
8106,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,41,Saratoga,SWIS,Charlton,True,Charlton, ,Charlton,138716.086027596,914023274.947008
8107,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,3112.77940722216,412336.313494781
8108,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,27,Montgomery,SWIS,Mohawk,True,Mohawk, ,Mohawk,162783.364111993,987730871.833404
8109,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,31,York,GEOCODENUM,Kittery,False, , , ,754.483185310307,20199.8618448857
8110,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,56,Wyoming,SWIS,Middlebury,True,Middlebury, ,Middlebury,126272.169286151,994880311.80475
8111,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,27,Montgomery,SWIS,Amsterdam,True,Amsterdam, ,Amsterdam,164760.894372655,1020516511.99971
8112,Land,Other States,Other States,Other States,Other States,Other States,Other States,Other States,Vermont,VT,Vermont,CNTY,25,Windham,FIPS6,Dover,True,Dover, ,Dover,131950.937362139,1000212968.21374
8113,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,14,Erie,SWIS,Lackawanna,True,Lackawanna, ,Lackawanna,76288.4730555582,179475380.726263
8114,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,11,Hillsborough,FIPS,Greenfield,True,Greenfield, ,Greenfield,159603.25933934,754211217.001316
8115,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,11,Hillsborough,FIPS,Bedford,True,Bedford, ,Bedford,134431.887745066,922143324.295454
8116,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,21,Herkimer,SWIS,Stark,True,Stark, ,Stark,126683.615350532,902668378.511621
8117,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,5,Cayuga,SWIS,Owasco,True,Owasco, ,Owasco,110362.126926856,656237203.391735
8118,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,5,Cheshire,FIPS,Roxbury,True,Roxbury, ,Roxbury,85602.7428661685,341926627.255469
8119,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,15,Rockingham,FIPS,Hampton,True,Hampton, ,Hampton,109331.504460087,395415181.619942
