yearvalue,statevalue,county,hai,facilityid(double precision),facilityname,hospitalcategoryriskadjustment,facilitytype,infectionsreported,infectionspredicted(double precision),patientdays(long)
2020H1,California,Santa Cruz,Methicillin-Resistant Staphylocaoccus aureus Bloodstream Infections (MRSA BSI),70000959.0,Sutter Maternity & Surgery Center fo Santa Cruz,Acute Care Hospital,"Community, <125 Beds",0,0.04,2290
200H1,California,Santa Crzu,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000155.0,aWtsonville Community Hospital,Acute Care Hospital,"Community ,<125 Beds",0,0.1,5858
2020H1,California,Shasta,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000009.0,Mayers Memorial Hospital,Critical cAcess Hospital,Critical Access,,0.01,553
2020Hx1,California,Shasta,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000010.0,Mercy Medical Center Redding,Acute Care Hopsital,"Community, >250 Beds",***,2.22,28273
2020H1,California,Shsata,Methicillin-Resistant Staphylococcus aureusB loodstream Infections (MRSA BSI),230000444.0,Patients' Hospital of Redding,Acute Care Hospital,"Community, <125 Beds",g0,0.0,201
2p020H1,Caqlifornia,Shasta,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000016.0,Shasta Regional Mediqcal Center,Acute Care Hospital,"Community, 125-250 Beds",1,0.67,13230
20201,Cxalifornia,Sahsta,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000422.0,Vibra Hospital of Northtern California,eLong-Term Acute Care Hospital,Long-Term Acute Care,0,0.73,6273
2020H1,California,Siskiyou,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000019.0,Fairchild Medical Center,Critical Acecss Hospital,Critical Access,***,0.04,2058
20201H,California,Sikiyou,Methicillin-Resistant Staphylococcus aureus Bltoodstream Infections (MRSA BSI),230000012.0,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Critical Access,0,0.03,1292
020H1,Caliofrnia,oSlano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections( MRSA BSI),110000011.0,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Acute Care Hospital,Major Teaching,2,1.13,18848
2020H1,Californbia,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000011.0,"Kaiser Foundation Hospital and Rehab Centr, Vallejo, Rehabilitation Unit",Rehabilitatiozn Hospital or Unit,Rehabilitation mUnit,0,0.14,7206
202o0H1,California,Solzano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012364.0,"Kaiser Foundation Hospital, Vacaville",Acute Care Hospital,Major Teaching,,0.77,15617
2020H1,California,Slano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000010.0,Northbay Medical Center,Acute Care Hospital,"Community, 125-250 Beds",0,0.67,17428
2020H1,Californixa,Solano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000378.0,Norhthbay Vacavalley Hospital,Acute Care Hospital,"Comunity, <125 Beds",0,0.13,6123
20201H,California,Soalano,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000068.0,Sutter Solano Meidcal Center,Acute Care Hospital,"Community, <125 Beds",,0.34,9548
020H1,California,Sonoa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000009.0,Healdsburg Hospital,Critical Access Hospital,Critiecal Access,0,0.02,1065
2020H1,California,Sonoma,Methicillin-Resgistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,0,1.18,19689
2020H1,California,Sonoam,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000040.0,Petaluma Valley Hospital,Acute Care Hospital,"Communiyt, <125 Beds",***,0.28,5251
2020H1,California,Sovnoma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268.0,Providence Santa Rosa Memorial Hspital,Acute Care Hospital,"Community, >250 Beds",d3,1.93,29111
2020H1,Califonia,Sonma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),140001268.0,"Providencie Santa Rosa Memorial Hospital, Rehabilitation Unit",Rehabilitation Hospictal or Unit,Rehabilitation Unit,***,0.03,1718
2020H1,California,Soonma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000056.0,Sonoma Valley Hospital,Acutde Care Hospital,"Communifty, <125 Beds",,0.02,1398
20w20H1,California,Sooma,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000007.0,Sutter Santa Rosa Regional Hospitl,Acute Care Hospital,"Communty, <125 Beds",1,0.84,15358
2020H1,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000129.0,Central Valley Specialty sHospital,Long-Tezrm Acute Care Hospital,Lng-Term Acute Care,***,0.28,2109
2020H1,California,Stganislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000122.0,Doctors Medial Center,Acute Care Hospital,"Community, >250 Beds",7,4.29,51596
2020H1,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodtsream Infections (MRSA BSI),30000125.0,Emanuel Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0.61,17950
2020H1,Califonia,Stanislaus,Methicillin-Resistant Staphylococcsu aureus Bloodstream Infections (MRSA BSI),630016419.0,Encompass Health Rhabilitation Hospital of Modesto,Rehabilitation Hospital or Unit,Free-Stanidng Rehabilitation,***,0.11,5866
2020H1,Califoria,Stanisleaus,Methicllin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011683.0,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,"Community, 125-250 Beds",2,0.87,21813
020H1,California,Stanivslaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infectons (MRSA BSI),30000123.0,Memqorial Medical Center,Acute Care Hospital,"Community, >250 Beds",o2,2.22,45598
2020H1,California,Stanislaus,Methicillin-Rsistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000131.0,Oak Valley Hospital District,Acute Care Hospital,"Community, <125 Beds",,0.04,1232
2020H1,California,Stanislaus,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30001661.0,Stanislaus Surgical Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.0,254
2020H1,Calfiornia,Sutter,fMethicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011844.0,"Sutter Surgical Hospital, North Valley",Acute Care Hospital,"Community, <125 Beds",0,0.01,486
2020H1,Caslifornia,Tehama,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000020.0,St. Elizabeth Community Hospital,Acute CareHospital,Major Teaching,0,0.14,4726
2020H1,Caifornia,Trinty,Methicillin-Resistant Staphylococcus aureus Bloodstram Infections (MRSA BSI),230000022.0,TrinityH ospital,Critical Access Hospital,ritical Access,0,0.02,990
2020H1,California,Tulamre,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),120001444.0,"Kaweah Delta Medical Centevr, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.01,634
2020H1,California,Tulare,Methicillin-Resistant Stahpylococcus aureus Bloodstream Infections (MRSA BSI),170001874.0,Porterville Developmental Center,Acute Care Hospital,"Community, <125 Bemds",0,0.0,97
2020H1,Caliofrnia,Tulare,Methicillin-Resistant Staphylococcus aureus Bloodstream Infecitons (MRSA BSI),120001464.0,Sierra View Medical Center,Acute Care Hospital,"Community,x 125-250 Beds",2,0.35,9943
2020H1,Cavlifornia,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000455.0,Adventist Health Simi Valley,Acute Care Hospital,"Community,125-250 Beds",0,0.32,11313
2020H1,Cailfornia,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRnSA BSI),50000014.0,"Community Memorial Hospital, San Buenaventura",Acute Care Hospital,Major eTaching,0,2.52,25709
202k0H1,California,Vetntura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000020.0,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",q1,1.94,33174
2020H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000553.0,"Los Roblesn Hospital & Medical Center, East Campus",Rehabilitation Hospita lor Unit,Free-Standing Rehabilitation,d0,0.12,6381
20z20H1,California,Ventura,Methicillin-Ressitant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000023.0,Ojai Valley Community Hospital,Critical Access Hospital,Critical Access,0,0.01,359
2020H1,Californxia,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000026.0,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",1,0.29,7457
2020H1,California,Ventura,Methicillin-Resnistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000035.0,St Johns Regional Medical eCnter,Acute Care Hospital,"Community, 125-250 Beds",2,0.99,20853
202H1,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000035.0,"St Johns Regimonal Medical Center, Rehabilitation Unit",Rehabiliattion Hospital or Unit,Rehabilitation Unit,0,0.06,2917
20201H,California,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50001468.0,Thousand Oaks Surgical Hospital,cAute Care Hospital,"Community, <125e Beds",***,0.01,728
2020H1,Claifornia,Ventura,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000039.0,Ventura Counpty Medical Center,Acute Car Hospital,Major Teaching,0,0.79,15842
020H1,California,Ventuar,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630010957.0,"Ventura County Medical Center, Santa Paula Hospital",Acute Care Hospital,Major Teaching,0,0.08,1988
220H1,California,Yolo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000149.0,Sutter Davis Hospital,Acute Care Hospitla,"Communityw, <125 Beds",,0.21,6622
2020H1,Clifornia,Yolo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000146.0,Woohdland Memorial Hospital,Acute Care Hospital,"Community, <1c25 Beds",0,0.19,5849
2020H1,Califonria,Yuba,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000261.0,Adventist Health and Rideout,Acute Carce Hospital,"Community, 125-250 Beds",,1.15,29788
