yearvalue(long),county,pqi(long),pqi_description,count_icd_nine(double precision),population_icd_nine(double precision),obs_rate_icd_nine(double precision),risk_adj_rate_icd_nine(double precision),count_icd_one_zero,population_icd_one_zero,obs_rate_icd_one_zero(double precision),risk_adj_rate_icd_one_zero(double precision),annotation_code(double precision),annotation_desc
2016,Sonoma,15,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,18,"140,043",12.9,20.0,1.0,Cell suppressed for small numbers
2017,Sonoma,15,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,21,"139,191",15.1,23.5,1.0,Cell suppressed for small numbers
2018,Sonoma,15,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,21,"136,877",15.3,23.8,1.0,Cell suppressed for small numbers
2019,Sonoma,15,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,***,5.2,8.1,1.0,Cell suppressed for small numbers
2020,Sonoma,15,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,13,"133,079",9.8,15.2,1.0,Cell suppressed for small numbers
2021,Sonoma,15,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,***,4.6,7.1,1.0,Cell suppressed for small numbers
2022,Sonoma,15,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,***,5.4,8.4,1.0,Cell suppressed for small numbers
2005,Sonoma,16,Diabetes Short-term Complications,29.0,358116.0,8.1,8.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Sonoma,16,Perforated Appendix,41.0,358614.0,11.4,11.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Sonoma,16,Diabetes Short-term Complications,42.0,361223.0,11.6,11.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Sonoma,16,Diabetes Short-term Complications,40.0,366471.0,10.9,10.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Sonoma,16,Diabetes Short-term Complications,43.0,372373.0,11.5,11.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Sonoma,16,Diabetes Short-term Complications,56.0,377723.0,14.8,14.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Sonoma,16,Diabetes Short-term Complications,47.0,381767.0,12.3,11.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Sonoma,16,Diabetes Short-term Complications,46.0,375444.0,12.3,11.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Sonoma,16,Diabetes Short-term Complications,41.0,380676.0,10.8,9.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Sonoma,16,Heart Failure,46.0,383621.0,12.0,11.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Sonoma,16,Diabetes Short-term Complications,28.0,289219.0,9.7,8.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Sonoma,16,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,67,"401,275",16.7,22.6,1.0,Cell suppressed for small numbers
2017,Sonoma,16,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,73,"402,493",18.1,24.4,1.0,Cell suppressed for small numbers
2018,Sonoma,16,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,81,"399,482",20.3,27.0,1.0,Cell suppressed for small numbers
2019,Sonoma,16,Heart Failure,0.0,304287.0,0.0,0.0,100,"396,825",25.2,33.2,1.0,Cell suppressed for small numbers
2020,Sonoma,16,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,89,"393,987",22.6,29.6,1.0,Cell suppressed for small numbers
2021,Sonoma,16,Perforated Appendix,0.0,304287.0,0.0,0.0,90,"392,214",22.9,29.8,1.0,Cell suppressed for small numbers
2022,Sonoma,16,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,98,"392,503",25.0,32.3,1.0,Cell suppressed for small numbers
2005,Sonoma,90,Community-Acquired Pneumonia,3683.0,358116.0,1028.4,1031.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Sonoma,90,Diabetes Short-term Complications,3694.0,358614.0,1030.1,1023.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Sonoma,90,Diabetes Short-term Complications,3663.0,361223.0,1014.1,997.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Sonoma,90,Diabetes Short-term Complications,3532.0,366471.0,963.8,939.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Sonoma,90,Diabetes Long-term Complications,3410.0,372373.0,915.7,886.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Sonoma,90,Diabetes Short-term Complications,3428.0,377723.0,907.5,872.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Sonoma,90,Perforated Appendix,3259.0,381767.0,853.7,811.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Sonoma,90,Diabetes Short-term Complications,3013.0,375444.0,802.5,737.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Sonoma,90,Diabetes Short-term Complications,2913.0,380676.0,765.2,694.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Sonoma,90,Diabetes Short-term Complications,2748.0,383621.0,716.3,657.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Sonoma,90,Diabetes Short-term Complications,2319.0,289219.0,801.8,705.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Sonoma,90,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,"2,650","401,275",660.4,897.3,1.0,Cell suppressed for small numbers
2017,Sonoma,90,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,"2,604","402,493",647.0,866.9,1.0,Cell suppressed for small numbers
2018,Sonoma,90,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,"2,631","399,482",658.6,870.2,1.0,Cell suppressed for small numbers
2019,Sonoma,90,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,"2,817","396,825",709.9,921.6,1.0,Cell suppressed for small numbers
2020,Sonoma,90,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,"2,237","393,987",567.8,740.1,1.0,Cell suppressed for small numbers
2021,Sonoma,90,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,"2,310","392,214",589.0,757.0,1.0,Cell suppressed for small numbers
2022,Sonoma,90,Perforated Appendix,0.0,304287.0,0.0,0.0,"2,749","392,503",700.4,887.3,1.0,Cell suppressed for small numbers
2005,Sonoma,91,Perforated Appendix,1717.0,358116.0,479.5,476.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Sonoma,91,Diabetes Short-term Complications,1711.0,358614.0,477.1,470.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Sonoma,91,Diabetes Short-term Complications,1695.0,361223.0,469.2,457.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Sonoma,91,Diabetes Short-term Complications,1653.0,366471.0,451.1,435.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Sonoma,91,Diabetes Short-term Complications,1494.0,372373.0,401.2,385.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Sonoma,91,Diabetes Short-term Complications,1435.0,377723.0,379.9,362.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Sonoma,91,Dehydration,1311.0,381767.0,343.4,324.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Sonoma,91,Perforated Appendix,1237.0,375444.0,329.5,301.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Sonoma,91,Diabetes Short-term Complications,1107.0,380676.0,290.8,262.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Sonoma,91,Diabetes Short-term Complications,1060.0,383621.0,276.3,252.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Sonoma,91,Diabetes Short-term Complications,856.0,289219.0,296.0,259.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Sonoma,91,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,808,"401,275",201.4,270.8,1.0,Cell suppressed for small numbers
2017,Sonoma,91,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,607,"402,493",150.8,199.4,1.0,Cell suppressed for small numbers
2018,Sonoma,91,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,646,"399,482",161.7,210.2,1.0,Cell suppressed for small numbers
2019,Sonoma,91,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,608,"396,825",153.2,194.8,1.0,Cell suppressed for small numbers
2020,Sonoma,91,Perforated Appendix,0.0,304287.0,0.0,0.0,428,"393,987",108.6,139.4,1.0,Cell suppressed for small numbers
2021,Sonoma,91,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,426,"392,214",108.6,137.1,1.0,Cell suppressed for small numbers
2022,Sonoma,91,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,518,"392,503",132.0,163.1,1.0,Cell suppressed for small numbers
2005,Sonoma,92,Diabetes Short-term Complications,1966.0,358116.0,549.0,553.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Sonoma,92,Urinary Tract Infection,1983.0,358614.0,553.0,552.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Sonoma,92,Heart Failure,1970.0,361223.0,545.4,539.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Sonoma,92,Diabetes Short-term Complications,1879.0,366471.0,512.7,502.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Sonoma,92,COPD or Asthma in Older Adults (Age 40+),1916.0,372373.0,514.5,500.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Sonoma,92,Lower-Extremity Amputation (Diabetes),1994.0,377723.0,527.9,510.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Sonoma,92,Lower-Extremity Amputation (Diabetes),1948.0,381767.0,510.3,487.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Sonoma,92,Perforated Appendix,1776.0,375444.0,473.0,436.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Sonoma,92,Heart Failure,1806.0,380676.0,474.4,432.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Sonoma,92,Diabetes Short-term Complications,1688.0,383621.0,440.0,405.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Sonoma,92,Diabetes Short-term Complications,1463.0,289219.0,505.8,446.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Sonoma,92,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,"1,842","401,275",459.0,625.6,1.0,Cell suppressed for small numbers
2017,Sonoma,92,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,"1,997","402,493",496.2,667.4,1.0,Cell suppressed for small numbers
2018,Sonoma,92,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,"1,985","399,482",496.9,659.7,1.0,Cell suppressed for small numbers
2019,Sonoma,92,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,"2,209","396,825",556.7,727.2,1.0,Cell suppressed for small numbers
2020,Sonoma,92,Urinary Tract Infection,0.0,304287.0,0.0,0.0,"1,809","393,987",459.2,601.2,1.0,Cell suppressed for small numbers
2021,Sonoma,92,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,"1,884","392,214",480.4,620.7,1.0,Cell suppressed for small numbers
2022,Sonoma,92,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,"2,231","392,503",568.4,725.3,1.0,Cell suppressed for small numbers
2016,Sonoma,93,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,430,"401,275",107.2,148.2,1.0,Cell suppressed for small numbers
2017,Sonoma,93,Dehydration,0.0,304287.0,0.0,0.0,451,"402,493",112.1,154.2,1.0,Cell suppressed for small numbers
2018,Sonoma,93,Angina without Procedure,0.0,304287.0,0.0,0.0,551,"399,482",137.9,188.9,1.0,Cell suppressed for small numbers
2019,Sonoma,93,Hypertension,0.0,304287.0,0.0,0.0,544,"396,825",137.1,186.6,1.0,Cell suppressed for small numbers
2020,Sonoma,93,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,510,"393,987",129.4,175.7,1.0,Cell suppressed for small numbers
2021,Sonoma,93,Perforated Appendix,0.0,304287.0,0.0,0.0,544,"392,214",138.7,187.2,1.0,Cell suppressed for small numbers
2022,Sonoma,93,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,569,"392,503",145.0,195.1,1.0,Cell suppressed for small numbers
2005,Stanislaus,1,Diabetes Long-term Complications,215.0,351584.0,61.2,58.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Stanislaus,1,Diabetes Long-term Complications,190.0,355891.0,53.4,51.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Stanislaus,1,Asthma in Younger Adults (Age 18-39),221.0,358840.0,61.6,59.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Stanislaus,1,Hypertension,244.0,360777.0,67.6,65.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Stanislaus,1,Hypertension,246.0,363949.0,67.6,65.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Stanislaus,1,Perforated Appendix,267.0,368478.0,72.5,70.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Stanislaus,1,Dehydration,334.0,372845.0,89.6,86.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Stanislaus,1,Urinary Tract Infection,389.0,362639.0,107.3,106.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Stanislaus,1,Urinary Tract Infection,394.0,367108.0,107.3,106.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Stanislaus,1,Diabetes Long-term Complications,363.0,381811.0,95.1,93.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Stanislaus,1,Asthma in Younger Adults (Age 18-39),275.0,278069.0,98.9,100.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Stanislaus,1,Dehydration,0.0,304287.0,0.0,0.0,328,"391,725",83.7,83.6,1.0,Cell suppressed for small numbers
2017,Stanislaus,1,Prevention Quality Acute Composite,0.0,304287.0,0.0,0.0,339,"396,063",85.6,85.6,1.0,Cell suppressed for small numbers
2018,Stanislaus,1,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,311,"399,095",77.9,78.0,1.0,Cell suppressed for small numbers
2019,Stanislaus,1,Perforated Appendix,0.0,304287.0,0.0,0.0,319,"401,158",79.5,79.8,1.0,Cell suppressed for small numbers
2020,Stanislaus,1,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,344,"404,571",85.0,85.2,1.0,Cell suppressed for small numbers
2021,Stanislaus,1,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,343,"405,579",84.6,84.8,1.0,Cell suppressed for small numbers
2022,Stanislaus,1,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,333,"405,382",82.1,82.4,1.0,Cell suppressed for small numbers
2005,Stanislaus,2,Hypertension,107.0,388.0,27.6,31.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Stanislaus,2,Diabetes Short-term Complications,108.0,434.0,24.9,28.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Stanislaus,2,Diabetes Short-term Complications,118.0,415.0,28.4,31.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Stanislaus,2,Prevention Quality Acute Composite,117.0,446.0,26.2,29.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Stanislaus,2,Community-Acquired Pneumonia,124.0,444.0,27.9,30.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Stanislaus,2,Diabetes Short-term Complications,120.0,415.0,28.9,31.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Stanislaus,2,Diabetes Short-term Complications,126.0,422.0,29.9,32.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Stanislaus,2,Diabetes Short-term Complications,122.0,390.0,31.3,33.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Stanislaus,2,Diabetes Short-term Complications,127.0,418.0,30.4,32.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Stanislaus,2,Diabetes Short-term Complications,111.0,379.0,29.3,31.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Stanislaus,2,Prevention Quality Overall Composite,89.0,305.0,29.2,31.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Stanislaus,3,Perforated Appendix,406.0,351584.0,115.5,129.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Stanislaus,3,Diabetes Short-term Complications,449.0,355891.0,126.2,141.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Stanislaus,3,Diabetes Short-term Complications,431.0,358840.0,120.1,134.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Stanislaus,3,Diabetes Short-term Complications,456.0,360777.0,126.4,139.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Stanislaus,3,Diabetes Short-term Complications,454.0,363949.0,124.7,136.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Stanislaus,3,Diabetes Short-term Complications,407.0,368478.0,110.5,120.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Stanislaus,3,Asthma in Younger Adults (Age 18-39),482.0,372845.0,129.3,139.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Stanislaus,3,Diabetes Short-term Complications,480.0,362639.0,132.4,137.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Stanislaus,3,Diabetes Short-term Complications,535.0,367108.0,145.7,150.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Stanislaus,3,Diabetes Short-term Complications,472.0,381811.0,123.6,130.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Stanislaus,3,Diabetes Short-term Complications,401.0,278069.0,144.2,144.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Stanislaus,3,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,424,"391,725",108.2,121.2,1.0,Cell suppressed for small numbers
2017,Stanislaus,3,Heart Failure,0.0,304287.0,0.0,0.0,525,"396,063",132.6,147.9,1.0,Cell suppressed for small numbers
2018,Stanislaus,3,Overall Composite,0.0,304287.0,0.0,0.0,529,"399,095",132.5,147.2,1.0,Cell suppressed for small numbers
2019,Stanislaus,3,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,547,"401,158",136.4,150.8,1.0,Cell suppressed for small numbers
2020,Stanislaus,3,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,478,"404,571",118.1,130.3,1.0,Cell suppressed for small numbers
2021,Stanislaus,3,Perforated Appendix,0.0,304287.0,0.0,0.0,543,"405,579",133.9,147.5,1.0,Cell suppressed for small numbers
2022,Stanislaus,3,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,521,"405,382",128.5,141.3,1.0,Cell suppressed for small numbers
2005,Stanislaus,5,Diabetes Long-term Complications,902.0,196084.0,460.0,498.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Stanislaus,5,Diabetes Long-term Complications,909.0,198573.0,457.8,494.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Stanislaus,5,Perforated Appendix,794.0,200959.0,395.1,424.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Stanislaus,5,Diabetes Short-term Complications,1275.0,203761.0,625.7,668.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Stanislaus,5,Diabetes Long-term Complications,1472.0,206985.0,711.2,754.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Stanislaus,5,Urinary Tract Infection,1320.0,211018.0,625.5,661.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Stanislaus,5,Diabetes Short-term Complications,1252.0,214060.0,584.9,613.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Stanislaus,5,Diabetes Short-term Complications,1144.0,216729.0,527.8,548.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Stanislaus,5,Diabetes Short-term Complications,1163.0,219741.0,529.3,542.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Stanislaus,5,Diabetes Short-term Complications,1016.0,225522.0,450.5,469.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Stanislaus,5,Diabetes Short-term Complications,883.0,170476.0,518.0,521.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Stanislaus,5,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,988,"226,384",436.4,663.8,1.0,Cell suppressed for small numbers
2017,Stanislaus,5,Perforated Appendix,0.0,304287.0,0.0,0.0,"1,119","228,930",488.8,738.2,1.0,Cell suppressed for small numbers
2018,Stanislaus,5,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,826,"231,166",357.3,535.7,1.0,Cell suppressed for small numbers
2019,Stanislaus,5,Perforated Appendix,0.0,304287.0,0.0,0.0,787,"232,565",338.4,503.1,1.0,Cell suppressed for small numbers
2020,Stanislaus,5,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,439,"234,902",186.9,279.1,1.0,Cell suppressed for small numbers
2021,Stanislaus,5,Perforated Appendix,0.0,304287.0,0.0,0.0,325,"235,660",137.9,205.7,1.0,Cell suppressed for small numbers
2022,Stanislaus,5,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,444,"236,212",188.0,279.2,1.0,Cell suppressed for small numbers
2005,Stanislaus,7,Diabetes Short-term Complications,60.0,351584.0,17.1,19.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Stanislaus,7,Heart Failure,84.0,355891.0,23.6,26.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Stanislaus,7,Diabetes Short-term Complications,73.0,358840.0,20.3,22.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Stanislaus,7,Diabetes Short-term Complications,101.0,360777.0,28.0,31.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Stanislaus,7,Community-Acquired Pneumonia,129.0,363949.0,35.4,39.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Stanislaus,7,Diabetes Long-term Complications,139.0,368478.0,37.7,41.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Stanislaus,7,Diabetes Short-term Complications,156.0,372845.0,41.8,45.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Stanislaus,7,COPD or Asthma in Older Adults (Age 40+),122.0,362639.0,33.6,35.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Stanislaus,7,Diabetes Short-term Complications,136.0,367108.0,37.0,38.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Stanislaus,7,Diabetes Short-term Complications,128.0,381811.0,33.5,35.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Stanislaus,7,Perforated Appendix,109.0,278069.0,39.2,39.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Stanislaus,7,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,128,"391,725",32.7,38.9,1.0,Cell suppressed for small numbers
2017,Stanislaus,7,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,174,"396,063",43.9,52.2,1.0,Cell suppressed for small numbers
2018,Stanislaus,7,Heart Failure,0.0,304287.0,0.0,0.0,150,"399,095",37.6,44.4,1.0,Cell suppressed for small numbers
2019,Stanislaus,7,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,171,"401,158",42.6,50.1,1.0,Cell suppressed for small numbers
2020,Stanislaus,7,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,154,"404,571",38.1,44.8,1.0,Cell suppressed for small numbers
2021,Stanislaus,7,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,176,"405,579",43.4,51.0,1.0,Cell suppressed for small numbers
2022,Stanislaus,7,Dehydration,0.0,304287.0,0.0,0.0,218,"405,382",53.8,62.9,1.0,Cell suppressed for small numbers
2005,Stanislaus,8,Diabetes Short-term Complications,1302.0,351584.0,370.3,449.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Stanislaus,8,Diabetes Short-term Complications,1402.0,355891.0,393.9,477.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Stanislaus,8,Diabetes Short-term Complications,1332.0,358840.0,371.2,446.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Stanislaus,8,Diabetes Short-term Complications,1318.0,360777.0,365.3,432.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Stanislaus,8,Diabetes Short-term Complications,1338.0,363949.0,367.6,430.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Stanislaus,8,Perforated Appendix,1306.0,368478.0,354.4,410.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Stanislaus,8,Diabetes Short-term Complications,1164.0,372845.0,312.2,357.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Stanislaus,8,Diabetes Short-term Complications,1150.0,362639.0,317.1,346.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Stanislaus,8,Diabetes Short-term Complications,1261.0,367108.0,343.5,369.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Stanislaus,8,Diabetes Short-term Complications,1246.0,381811.0,326.3,362.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Stanislaus,8,Diabetes Short-term Complications,1104.0,278069.0,397.0,408.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Stanislaus,8,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,"1,504","391,725",383.9,472.7,1.0,Cell suppressed for small numbers
2017,Stanislaus,8,Perforated Appendix,0.0,304287.0,0.0,0.0,"1,449","396,063",365.9,447.7,1.0,Cell suppressed for small numbers
2018,Stanislaus,8,Perforated Appendix,0.0,304287.0,0.0,0.0,"1,647","399,095",412.7,499.4,1.0,Cell suppressed for small numbers
2019,Stanislaus,8,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,"1,839","401,158",458.4,548.9,1.0,Cell suppressed for small numbers
2020,Stanislaus,8,Dehydration,0.0,304287.0,0.0,0.0,"1,614","404,571",398.9,479.0,1.0,Cell suppressed for small numbers
2021,Stanislaus,8,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,"1,804","405,579",444.8,534.3,1.0,Cell suppressed for small numbers
2022,Stanislaus,8,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,"1,805","405,382",445.3,529.8,1.0,Cell suppressed for small numbers
2005,Stanislaus,10,Diabetes Short-term Complications,429.0,351584.0,122.0,142.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Stanislaus,10,Perforated Appendix,484.0,355891.0,136.0,159.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Stanislaus,10,COPD or Asthma in Older Adults (Age 40+),612.0,358840.0,170.5,198.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Stanislaus,10,Diabetes Short-term Complications,607.0,360777.0,168.2,193.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Stanislaus,10,Diabetes Short-term Complications,487.0,363949.0,133.8,152.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Stanislaus,10,Diabetes Short-term Complications,446.0,368478.0,121.0,136.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
