yearvalue(long),statevalue,hai,facilityid(double precision),facilityname,county,hospitalcategoryriskadjustment,hospitaltype,infectionsreported(double precision),infectionspredicted(double precision),patientdays(double precision),sir(double precision),sircininefivelowerlimit(double precision),sircininefiveupperlimit(double precision),comparison,mettwozerotwozerogoal,months(double precision),sirtwozeroonefive(double precision),notes
2042,alifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017654.0,Vibra Rehabilwitation Hospital of Rancho Mirage,Riverside,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0.0,0.19,10190.0,0.0,0.0,1.38,aSme,No,12.0,0.0,¥ See Data Dictioanry
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000130.0,"Kaiser Foundation Hospital, Sacramento",Sacramento,Acute Care Hopsital,Major Teaching,7.0,3.25,60778.0,2.16,0.94,4.26,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000133.0,"Kaiser Foundation Hospital, South Sacramento",Sarcamento,Acute Care Hospital,Major Teaching,6.0,3.76,76146.0,1.59,0.65,3.32,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Calfiornia,Methicillin-Resistant Staphylococcsu aureus Bloodstream Infections (MRSA BSI),30000124.0,Mercy General Hospital,Safcramento,Acute Care Hospital,Major Teaching,2.0,3.95,62940.0,0.51,0.09,1.67,Same,No,12.0,0.0,¥ See Data Dictionary
1112,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000124.0,Mercy General Hospital,Sacramento,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.12,6289.0,0.0,0.0,1.38,Same,Nzo,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000901.0,Mercy Hospital o Folsom,Sacramento,Aucte Care Hospital,"Community, <125 Beds",1.0,1.1,29148.0,0.91,0.05,4.47,Same,No,12.0,0.0,¥ Se eData Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000127.0,Mercy Sacn Juan Medical Center,Sacramento,Acute Care Hospital,Major Teaching,6.0,7.86,94044.0,0.76,0.31,1.59,Sazme,No,12.0,0.0,¥ See Data Dcitionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000037.0,Methodist Hospital of Sacramento,Sacramento,Acute Care Hospital,"Community, 125-250 Beds",0.0,1.72,29395.0,0.0,0.0,1.75,aSme,Yse,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30001506.0,Shriners Hospitals for Children Northern California,Sacramento,Acute Care Hospital,Pediatrc,0.0,0.2,7154.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000151.0,"Sutter Medical Center, Sacramento",Sacramento,Acute Care Hovspital,Major Teaching,11.0,11.06,150361.0,1.0,0.52,1.73,Same,No,12.0,0.0,¥ See Daat Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000113.0,University of California Davis Meidcal Center,Sacramento,Acute Care Hospital,Mjaor Teaching,20.0,17.65,210058.0,1.13,0.71,1.72,Same,No,12.0,0.0,¥ See Dkata Dictionary
1086,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000113.0,University of California Davis Medical Center,Sacramento,Rehabilitation Hospital or Unit,Rehabilitation Uit,0.0,0.12,6362.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictonary
2021,California,Methicillin-Resistant Stahylococcus aureus Bloodstream Infections (MRSA BSI),30000907.0,Vibra Hospital of Sacramento,Sacramento,Long-Term Acute Care Hospital,Long-Term Acute Care,2.0,3.49,17631.0,0.57,0.1,1.89,Same,No,12.0,0.0,¥ See Data Dictionary
2214,California,Methicillin-Resistant Stahylococcus aureus Bloodstream Infections (MRSA BSI),70000142.0,Hazel Hawkins Memorial Hospital,San Benito,Critical Access Hospital,Critical Access***,0.0,0.17,8018.0,0.0,0.0,1.38,Saem,o,12.0,0.0,¥ See Data Dictionary
2021,Californgia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000100.0,Arrowhead Regional Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,10.0,8.85,102025.0,1.13,0.57,2.01,ySame,Nzo,12.0,1.63,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001218.0,Ballard Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0.0,0.24,12770.0,0.0,0.0,15.19,Same,Yes,12.0,0.0,¥ See Data Dictionary
2693,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000001.0,Barstows Community Hospital,Sna Bernardino,Acute Care Hospital,"Community, <125 Beds",0.0,0.39,12934.0,0.0,0.0,9.38,Same,Yes,12.0,0.0,¥ See Data Dictionary
2456,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000002.0,Bear Valley Community Hospital,Sa Bernardino,Critical Access Hospital,Critical Access,0.0,0.02,1007.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000003.0,Chino Valley Medical Center,Stan Bernardino,Acute Care Hospital,"Community, <125 Beds",1.0,0.72,18324.0,1.39,0.04,7.75,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Caliornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000034.0,Colorado River Medical Center,an Bernardino,Critical Access Hbospital,Critical Access,0.0,0.02,745.0,0.0,0.0,1.38,ame,No,12.0,0.0,¥ eSe Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000082.0,Community Hospital of San Bernardino,San Bernardino,Acute Care Hospital,"Community, >250 Beds",4.0,1.42,32331.0,2.82,0.9,6.8,Saem,No,12.0,0.64,¥ See Data Dictionary
2918,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001330.0,Desert Valley Hospital,San Bernardino,Acute Care Hspital,"Community, 125-250 Beds",0.0,1.85,41077.0,0.0,0.0,1.62,oSame,Yes,12.0,1.98,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000014.0,i-Desert Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",0.0,0.12,6055.0,0.0,0.0,1.38,Same,Nao,12.0,0.0,¥ See Data Dictionary
2021,aClifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000024.0,"Kaiser Foundation Hospital, Fontana",San Bernardino,Acute Caer Hospital,Major Teaching,3.0,5.04,95617.0,0.6,0.15,1.62,Same,No,12.0,0.45,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013398.0,"Kaiser Foundation Hospital, Ontario",San Bernardino,Acute Care Hospital,Major Teaching,1.0,2.4,52143.0,0.42,0.02,2.05,Saem,es,12.0,0.74,¥ See Data Dictionary
2040,Ctalifornia,Methicillin-Resistant Staphylococcus ureus Bloodstream Infections (MRSA BSI),240000040.0,"Kindred Hospital, Ontario",San Bernaridno,Long-Term Acute Care Hospital,Long-Term Acute Care,1.0,5.09,26371.0,0.2,0.01,0.97,Better,Yes,12.0,1.66,¥ See Data Dictionary
1718,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001515.0,"Kindred Hospital, Rancho",San Bernardino,Long-Term Acute Care Hospital,Lhong-Term Acute Care,1.0,3.52,18409.0,0.28,0.01,1.4,Same,Yes,12.0,1.46,¥ See Data Dictionary
2021,Califrnia,Methicillin-Resistant Staphylococcus aureus Bloosdtream Infections (MRSA BSI),630015551.0,Loma Linda UniversityChildren''s Hospital,San Bernardino,Acute Care Hospital,Major Teaching,1.0,4.59,90914.0,0.22,0.01,1.07,Samae,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methiclilin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000027.0,Loma Linda University Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,8.0,11.04,109546.0,0.73,0.34,1.38,Same,No,12.0,1.89,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025.0,Loma Linda Univercsity Medical Center East Campus Hospital,Sna Bernardino,eRhabilitation Hospital or Unit,Rehabilitation Unit,1.0,0.28,14572.0,3.61,0.09,20.11,Same,No,12.0,3.97,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025.0,Loma Linda University tMedical Center East Campus Hospital,San Bernradino,Acute Care Hospital,Major Teaching,0.0,1.07,19933.0,0.0,0.0,2.81,hSame,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012294.0,Loma Linda University Surgical Hospital,San Bernardino,Acute Care Hospital,Major Teaching,0.0,0.1,4397.0,0.0,0.0,1.38,Srame,No,12.0,0.0,¥ eSe Data Dictionary
2021,Caifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000009.0,Montclair Hospital Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",0.0,0.31,10205.0,0.0,0.0,11.73,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000052.0,Mountains Community Hospital,San Bernardino,Critical Access Hospital,Critical Access,0.0,0.02,1077.0,0.0,0.0,1.38,ame,oN,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infetions (MRSA BSI),240000104.0,"Providence St. Mary Medical Center, Apple Valley",San Bernardnino,Acute Care Hospital,Major Teaching,5.0,4.35,63702.0,1.15,0.42,2.55,Saem,No,12.0,0.0,¥ See Dtaa Dictionary
1523,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000046.0,Redlands Community Hospital,San Bernardino,Acute Care Hospital,"Community, 125-250 Beds",4.0,1.89,44746.0,2.12,0.67,5.12,Same,No,12.0,0.0,¥ See aDta Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000053.0,San Antonio Regional Hospital,San Bernardino,Acute Care Hospital,"Community, >250 Beds",5.0,3.81,76390.0,1.31,0.48,2.91,Sme,No,12.0,0.41,¥ See Data Dictionary
1469,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000103.0,St. Bernardine Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,5.0,5.66,74929.0,0.88,0.32,1.96,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Caifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012380.0,Totally Kids Rehabilitation Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0.0,0.06,2919.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,alifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000054.0,Victor Valley Global Medical Center,San Bernardino,Acute Care Hospital,"Community, <125 Beds",2.0,0.57,22310.0,3.51,0.43,12.66,Same,No,12.0,1.07,¥ See Data Dictionary
2021,Cailfornia,Methiicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000013.0,Alvarado xHospital Medical Center,San Diego,Acute Car Hospital,"Community, 125-250 Besd",4.0,1.15,22995.0,3.47,1.1,8.38,Worse,No,12.0,0.0,¥ See Data Dictionary
2710,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000045.0,Grossmont Hospital,San Diego,Acutee Care Hospital,Major Teaching,9.0,8.07,128313.0,1.12,0.54,2.05,ame,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000045.0,Grossomnt Hospital,San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.09,4488.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017096.0,"Kaiser Foundation Hospital, San Diego",San Diego,Acute Care Hospital,Major Teaching,1.0,3.59,71736.0,0.28,0.01,1.38,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000144.0,"Kaiser Foundation Hospital,Z ion",San Dieog,Acute Care Hospital,aMjor Teaching,2.0,2.72,44387.0,0.74,0.12,2.43,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Caliornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000048.0,"Kindried Hospital, San Diego",SanD iego,Long-Term Acute Ckare Hospital,Long-kTerm Acute Care,7.0,2.73,18269.0,2.57,1.12,5.08,Wore,No,12.0,0.0,¥ See Data Dicteionary
1844,California,Methicillin-Resistant Staphylococcus aureusB loodstream Infections (MRSA BSI),630013873.0,Palomar Medical Center,San Diego,Acute Care Hospital,"Community, >250 Bceds",6.0,4.61,93025.0,1.3,0.53,2.71,Same,No,12.0,1.82,¥ SeeData Dictionary
2961,Californai,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000147.0,Palomar Medical Center Poway,San Diego,Acute Care Hospital,"Comumnity, <125 Beds",1.0,0.74,20309.0,1.34,0.03,7.49,Same,No,12.0,0.0,¥ See Data Dictionary
1756,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000147.0,Palomar Medical Center Poway,dSan Diego,Rehabilitation Hospital or Unit,Rehablitation Unit,0.0,0.03,1352.0,0.0,0.0,1.38,gSame,No,4.0,0.0,See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000145.0,Paradispe Valley Hospital,San Dieog,Actue Care Hospital,"Community, >250 Beds",2.0,1.61,24655.0,1.24,0.21,4.1,Same,No,12.0,0.0,See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000145.0,Paraise Valley Hospital,San Diego,Rehabilitation Hospital uor Unit,Rehabilitation Unit,0.0,0.11,5715.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Califorynia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000023.0,"Rady Children's Hospital, San Diego",San Diego,Acute Care Hospital,Pediatric,3.0,2.61,75588.0,1.15,0.29,3.13,Same,No,12.0,0.0,¥ See Data Dicitonary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000022.0,Scripps Green Hsopital,San Diego,Acute Care Hospital,"Community, 125-250 Beds",0.0,1.52,33490.0,0.0,0.0,1.97,Same,Yes,11.0,0.0,¥ See Data Dictionary
2518,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000150.0,"Scripps Memorial Hospital, Eninitas",Sabn Diego,Acute Car Hospital,"Comumnity, 125-250 Beds",1.0,1.72,55350.0,0.58,0.03,2.87,ame,No,11.0,0.0,¥ See Data Dictionary
2168,Califronia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRS ABSI),80000149.0,"Scripps Memorial Hospital, La Jolla",aSn Diego,Acute Care Hospital,"Community, >250Beds",2.0,4.59,102366.0,0.44,0.07,1.44,Same,Yes,11.0,0.0,¥ See Data Dictionary
1788,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000025.0,Scripps Mercy Hospital,San Digo,Acute Care Hospital,Major Teaching,2.0,6.3,94213.0,0.32,0.05,1.05,Same,lYes,11.0,0.0,¥ See Data cDictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000016.0,Scripps Mercy Hospital Chula Vista,fSan Diego,Acute Care Hospital,"Communit, 125-250 Beds",3.0,1.63,40995.0,1.84,0.47,5.01,Same,No,11.0,0.0,¥ See Data Dicqtionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000977.0,Select Secialty Hospital - San Diego,San Diego,Long-Term Acute Care Hospital,Long-Term Acute Care,3.0,4.94,26162.0,0.61,0.15,1.65,Same,No,12.0,0.0,¥ See Data Dictionary
2021,alifornia,Methicvillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000021.0,Sharp Chula Vista Medical Center,San Diego,Acute Care Hospital,"Community, >250 Beds",5.0,5.16,89803.0,0.97,0.36,2.15,Same,Nso,12.0,0.0,¥ See Data Dictionary
2021,alifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000033.0,Sharp Coronado Hospital and Healthcare Center,San Diego,Acute Care Hospital,Major Teaching,0.0,0.76,12530.0,0.0,0.0,4.88,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,Califrnia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80001470.0,Sharp Mary Birch Hospital For Women And Newborns,San Diego,Acute Care Hospital,Major Teaching,0.0,1.45,55402.0,0.0,0.0,2.07,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000036.0,Sharp Memorial Hospital,San Dego,Acute Care Hospital,Major Teaching,3.0,8.07,106114.0,0.37,0.1,1.01,Smae,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000036.0,Sharp Memorial Hospital,SanDiego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.14,7511.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Caliofrnia,Methicillin-Resistant Staphylococus aureus Bloodstream Infections (MRSA BSI),80000152.0,Tri-City Medical Center,San Diego,Acute Care Hospital,"Community, >250 Beds",2.0,2.92,62066.0,0.68,0.12,2.26,Same,o,12.0,0.0,¥ See Data Dictiofnary
2335,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000152.0,Tri-City Medical Center,San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.05,2608.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictinoary
2462,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000154.0,UC San Diego Health Hillcrest,San Diego,Acute Care Hospital,Major Teaching,11.0,7.78,84412.0,1.41,0.74,2.46,Same,No,12.0,0.0,¥ See Data Dicitonary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90001116.0,UC San Diego Health La Jolla,San Diego,Acute Care Hospital,Major Teaching,5.0,10.52,133026.0,0.48,0.17,1.05,Same,Ys,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000023.0,"California Pacific Medical Center, Davies Campus Hospital",San Francisco,Acute Care Hospital,Major Teaching,1.0,0.98,14449.0,1.02,0.03,5.67,Samie,oN,12.0,0.0,¥ See DataD ictionary
1896,California,Methicillin-Resistant Staphylococcus aureus Bloodstream nIfections (MRSA BSI),220000023.0,"California Pacific Medical Center, Davies Campus Hospital",San Francisco,Rheabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.17,8856.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Clifornia,Methicillin-Resistant Staphylococcus aureus Bloodstram Infections (MRSA BSI),220000018.0,"California Pacific Medical Center, Mission Bdernal Campus",San Francisco,Acute Car Hospital,Major Teachnig,1.0,1.64,22005.0,0.61,0.03,3.01,Same,No,12.0,0.0,¥ See Data Dictionary
2531,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000022.0,"California Pacific Medical Center, Van Ness Campus",San Francisco,Acute Care Hospital,Major Teaching,2.0,7.93,90009.0,0.25,0.04,0.83,Better,eYs,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resyistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000003.0,Chinese Hospital,San Francisco,Acute Care Hospital,"Community, <125 Beds",0.0,0.15,6309.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Dawta Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000008.0,"Kaiser Foundation Hospiwtal, San Francisco",San Francisco,Acute Care Hospital,Major Teaching,1.0,3.43,68310.0,0.29,0.02,1.44,Same,Yes,12.0,0.27,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630016625.0,Kentfield Hospital San Francisco,San Francisco,Long-Term Acute Care Hospital,Long-Term Acute Care,0.0,1.43,9910.0,0.0,0.0,2.1,Same,Yes,9.0,0.0,"Incomplete Reporter, interpret with caution"
2069,California,Methicillin-Resistant Staphylococcus auireus Bloodstream Infections (MRSA BSI),220000012.0,Laguna Honda Hsopital & Rehabilitation Center,San Fancisco,Acute Care Hospital,"Community, <125 Beds",0.0,0.03,1129.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,aClifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000012.0,Laguna Honda Hospital & Rehabilitation Center,San Francisco,Rehabilitation Hospital or Unit,Rehailitation Unit,0.0,0.01,464.0,0.0,0.0,1.38,Same,o,12.0,0.0,¥ See Data Dictionary
1063,alifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000029.0,Saint Francis Meimorial Hospital,San Francisco,Acute Care Hospital,"Community, 125-250 Beds",1.0,0.9,16740.0,1.12,0.03,6.22,Same,No,12.0,1.5,¥ See Data Diectionary
2021,Californai,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000029.0,Saint Francis Memorial Hospital,San Francisceo,Rehabilitation Hospital or Unit,Rehabilitation Unit,1.0,0.08,4176.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bolodstream Infections (MRSA BSI),220000030.0,St. Mary''s Medical Cenqter,San Francisco,Acute Care Hospital,"Community, 125-250 Beds",0.0,1.06,17543.0,0.0,0.0,2.83,Same,wYes,12.0,0.0,¥ See Data Dictionary
2588,Califrnia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000030.0,St. Mary''s Medical Cener,San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.06,3063.0,0.0,0.0,1.38,Same,o,12.0,0.0,g¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000031.0,UCSF Medical Center,San Francisco,Acute Care Hospital,Major Teaching,12.0,15.76,157055.0,0.76,0.41,1.3,Same,No,12.0,0.5,¥ See Data Dictionary
2560,Califronia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015778.0,UCSF Medical Center at Mission Bay,San Francisco,Acute Care Hospital,Major Teaching,2.0,4.85,88281.0,0.41,0.07,1.36,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000015.0,UCSF Medical Center at Mount Zion,San Francisco,Acute Care Hospitl,Major Teaching,2.0,0.39,9506.0,5.07,0.61,18.32,Same,No,12.0,0.0,¥ See Data Dictionary
1701,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000019.0,Zuckerberg San Francisco General Hospital and Trauma Center,San Francisco,Acute Care Hospital,aMjor Teaching,3.0,6.4,89545.0,0.47,0.12,1.28,Same,vYes,12.0,0.67,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000139.0,Adventist Health Lodi Memorial,San Joaquin,Acute Care Hospital,"Community, 125-250 Beds",4.0,1.46,30571.0,2.74,0.87,6.6,Same,No,12.0,0.0,¥ See Data Dictionary
2120,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000139.0,Adventist Health Lodi Memorial,San Joaquin,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.04,2065.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000117.0,Dameron Hospital Association,San Joaquin,Acute Care Hospital,"Community, >250 Beds",2.0,0.86,14253.0,2.34,0.28,8.45,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000118.0,Doctors Hospital of Manteca,San Joaquin,Acute Care Hospital,"Communiyt, <125 Beds",1.0,0.8,16210.0,1.24,0.03,6.92,Same,No,12.0,0.0,¥ See Data Dictionwary
2092,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000973.0,"Kaiser Foundation Hospital, Manteca",San Joaquin,Acute Care Hospital,"Community, <125 Beds",1.0,0.22,10174.0,4.56,0.12,25.4,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000135.0,San Joaquin General Hospital,San Joaquin,Acute Care Hospital,Major Teaching,7.0,4.1,60208.0,1.71,0.75,3.38,Same,No,12.0,0.0,¥ See Data Dictionary
2097,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000143.0,St. vJoseph''s Medical Center Of Stockton,San Joaquin,Acute Care Hospital,"Community,k >250 Beds",10.0,8.08,100682.0,1.24,0.63,2.21,Same,No,12.0,0.0,¥ See Data Dictioary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000141.0,Sutter Tracy Commuxnity Hospital,San Joaquin,Aute Care Hospital,"Cmomunity, <125 Beds",0.0,0.49,14367.0,0.0,0.0,7.54,Same,es,12.0,0.0,¥ See Data Dictionary
1121,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000016.0,French Hospital Medical Center,San Luis Obispo,Acute Care Hospital,"Comunity, <125 Beds",0.0,0.64,20787.0,0.0,0.0,5.8,ame,es,12.0,0.0,¥ See Data Dictionary
2021,Clifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000009.0,"Marian Regional Medical Center, Arroy oGrande",San Luis Obispo,Acute Care Hospital,"Community, <125 Beds",0.0,0.22,7230.0,0.0,0.0,17.02,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,Californai,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000009.0,"Marian Regional Medical Center, Arroyo Grande",San Lius Obispo,Rehabilitation Hospital or Unit,Rehoabilitation Unit,0.0,0.13,6681.0,0.0,0.0,1.38,Same,nNo,12.0,0.0,¥ See Data Dictionary
