OBJECTID,name,reportdt,confirmed,recovered,deaths,active,GlobalID,tested,Negative,Pending,MaleCases,FemaleCases,Cases0to19,Cases20to29,Cases30to39,Cases40to49,Cases50to59,Cases60to69,Cases70to79,Cases80plus,NewCases,MaleDeaths,FemaleDeaths,Deaths0to19,Deaths20to29,Deaths30to39,Deaths40to49,Deaths50to59,Deaths60to69,Deaths70to79,Deaths80plus,AsianCases,BlackCases,HispanicCases,NativeAmCases,OtherCases,WhiteCases,CurrentlyHospitalizedCases,PercAsianCases,PercBlackCases,PercHispanicCases,PercNativeAmCases,PercOtherCases,PercWhiteCases,PercPopAsianCases,PercPopBlackCases,PercPopHispanicCases,PercPopNativeAmCases,PercPopOtherCases,PercPopWhiteCases,NewDailyDeaths,NewDailyTested,DailyPercentPositive,TotalPercentPositive,NewDailyNegative,ThreeDayAvg,SevenDayAvg,Cases0to9,Cases10to19,Deaths0to9,Deaths10to19,TotalDoses,TotalRecipients,MalesVaccinated,FemalesVaccinated,Vaccinated0to9,Vaccinated10to19,Vaccinated20to29,Vaccinated30to39,Vaccinated40to49,Vaccinated50to59,Vaccinated60to69,Vaccinated70to79,Vaccinated80plus,NewDailyDoses,NewDailyRecipients,Total1DoseRecipients,Total2DoseRecipients,TotalJJDoses,TotalJJRecipients,TotalVaccinated,Pfizer3DoseRecipients,Moderna3DoseRecipients,Total3DoseRecipients,PartialVaccinated
558,South Dakota,2021/11/02 17:43:00+00,155603,147841,2249,5513,63e5d1d6-8624-4d85-b07a-7b1109ba50ff,0,,0,74296,81307,,26843,25755,21751,20877,17382,9170,6257,718,1214,1035,,10,34,54,148,332,524,1147,2068,3694,6194,18231,7762,117654,202,1.32902321934667,2.37399021869758,3.98064304672789,11.7163550831282,4.9883357004685,75.6116527316311,16.3349131121643,22.7449048703898,19.359274886701,24.2011920723208,25.8776462743791,16.1156175776852,8,,,,,373.7,326,8576,18992,0,0,903663,451930,202376,236364,,,,,,,,,,8981,1538,66669,387306,31009,31004,480507,47066,15131,62197,35665
559,South Dakota,2021/11/03 16:45:00+00,156123,148208,2253,5662,a87cd2eb-08b0-469f-9f7a-4fb5bf2c8bfe,0,,0,74542,81581,,26903,25841,21819,20948,17447,9204,6272,520,1216,1037,,10,34,54,149,333,526,1147,2073,3706,6216,18285,7710,118133,187,1.32779923521839,2.37376939976813,3.98147614380969,11.7119194481274,4.93841394285275,75.6666218302236,16.3744075829384,22.8187919463087,19.4280356305673,24.2728757085396,25.7042840473412,16.1812284436116,4,,,,,547,335.571,8614,19075,0,0,908338,452739,202787,236776,,,,,,,,,,4675,809,67342,387629,31118,31118,484302,47917,17638,65555,36224
560,South Dakota,2021/11/04 16:21:00+00,156564,148522,2260,5782,844871f9-29a5-40be-8ba0-e066c25506ef,0,,0,74751,81813,,26964,25918,21872,21007,17492,9230,6285,441,1219,1041,,10,34,54,151,333,527,1151,2079,3721,6246,18349,7608,118561,173,1.32789146930329,2.37666385631435,3.98942285582893,11.7198078740962,4.85935464091362,75.7268593035436,16.4218009478673,22.9111507912074,19.521800281294,24.3578340922064,25.3642273712285,16.2398536014749,7,,,,,559.667,354,8656,19140,0,0,912441,453140,203017,236966,,,,,,,,,,4103,401,67696,387883,31224,31224,487903,48927,19869,68796,36472
561,South Dakota,2021/11/05 17:24:00+00,156995,148871,2267,5857,0560d845-d3d9-4c70-a516-9aabea939447,0,,0,74970,82025,,27014,26015,21928,21048,17537,9250,6300,431,1222,1045,,11,34,54,151,335,531,1151,2081,3731,6276,18407,7563,118937,187,1.32551992101659,2.37650880601293,3.99757954074971,11.7245772158349,4.81735087104685,75.758463645339,16.4375987361769,22.9727233544732,19.6155649320206,24.4348276274044,25.2142023670612,16.2913560766072,7,,,,,464,359,8701,19202,0,0,917337,453825,203355,237307,,,,,,,,,,7896,685,68160,388322,31349,31343,492005,49793,22547,72340,36817
562,South Dakota,2021/11/07 09:03:00+00,156995,148871,2267,5857,786caa3d-902e-4c78-8732-76c5db87a045,0,,0,74970,82025,,27014,26015,21928,21048,17537,9250,6300,0,1222,1045,,11,34,54,151,335,531,1151,2081,3731,6276,18407,7563,118937,187,1.32551992101659,2.37650880601293,3.99757954074971,11.7245772158349,4.81735087104685,75.758463645339,16.4375987361769,22.9727233544732,19.6155649320206,24.4348276274044,25.2142023670612,16.2913560766072,0,0,,,0,464,359,8701,19202,0,0,917337,453825,203355,237307,,,,,,,,,,0,0,68160,388322,31349,31343,,,,,36817
563,South Dakota,2021/11/06 09:04:00+00,156995,148871,2267,5857,75674bf4-ca1d-4a39-8a1d-18f58e53c280,0,,0,74970,82025,,27014,26015,21928,21048,17537,9250,6300,0,1222,1045,,11,34,54,151,335,531,1151,2081,3731,6276,18407,7563,118937,187,1.32551992101659,2.37650880601293,3.99757954074971,11.7245772158349,4.81735087104685,75.758463645339,16.4375987361769,22.9727233544732,19.6155649320206,24.4348276274044,25.2142023670612,16.2913560766072,0,0,,,0,464,359,8701,19202,0,0,917337,453825,203355,237307,,,,,,,,,,0,0,68160,388322,31349,31343,,,,,36817
564,South Dakota,2021/11/08 16:40:00+00,157396,149168,2267,5961,d76ac4ca-69c5-4e9d-85c7-5e260b9bf175,0,,0,75170,82226,,27073,26065,21981,21088,17595,9279,6312,401,1222,1045,,11,34,54,151,335,531,1151,2081,3746,6306,1849,24108,119306,186,1.32214287529543,2.379984243564,4.006455056037,1.17474395791507,15.3167806043356,75.7998932628529,16.4375987361769,23.065082199372,19.7093295827473,2.45450080312222,80.3733955659277,16.3418997290641,0,,,,,133.667,358.714,8738,19265,0,0,921983,454493,203697,237625,,,,,,,,,,466,668,68960,388544,31509,31509,495799,50725,25021,75746,37451
565,South Dakota,2021/11/09 16:42:00+00,158267,149914,2270,6083,8688d52b-5044-481b-8f24-56eed8b3cab3,0,,0,75547,82720,,27204,26216,22112,21183,17700,9331,6341,871,1224,1046,,11,34,54,151,335,532,1153,2096,3773,6349,18609,7399,120041,231,1.32434430424536,2.38394611637296,4.01157537578901,11.7579786057738,4.67501121522491,75.847144382594,16.5560821484992,23.2313281201896,19.8437255821222,24.7029775258526,24.6674445740957,16.4425761099742,3,,,,,424,380.571,8823,19357,0,0,928895,456463,204657,238634,,,,,,,,,,6912,1970,70634,389210,31798,31798,500657,52514,27135,79649,38836
566,South Dakota,2021/11/10 17:29:00+00,158822,150255,2277,6290,a4224aaf-934a-4610-bc7d-04f4a7be7a3b,0,,0,75815,83007,,27273,26316,22198,21265,17770,9360,6357,555,1228,1049,,11,34,55,151,335,535,1156,2104,3779,6390,18721,7297,120531,233,1.32475349762627,2.37939328304643,4.0233720769163,11.787409804687,4.59445165027515,75.8906196874488,16.6192733017378,23.2682716581491,19.971870604782,24.8516546972694,24.327387897983,16.5096936972476,7,,,,,609,385.571,8875,19408,0,0,931844,456453,204734,238604,,,,,,,,,,2949,0,70525,389520,31899,31899,503506,53381,28706,82087,38626
567,South Dakota,2021/11/11 10:35:10.226+00,158822,150255,2277,6290,d388e28b-772c-4c49-9190-095e270fb67b,0,,0,75815,83007,,27273,26316,22198,21265,17770,9360,6357,0,1228,1049,,11,34,54,151,335,535,1156,2104,3779,6390,18721,7297,120531,233,1.32551992101659,2.37650880601293,4.0233720769163,11.787409804687,4.59445165027515,75.8906196874488,16.6192733017378,23.2682716581491,19.971870604782,24.8516546972694,24.327387897983,16.5096936972476,0,0,,,0,609,385.571,8875,19408,0,0,931844,456453,204734,238604,,,,,,,,,,0,0,70525,389520,31899,31899,503506,,,,
568,South Dakota,2021/11/12 16:46:00+00,159343,150566,2281,6496,581d775a-d860-478c-89bc-1db31ac9f82c,0,,0,76062,83281,,27364,26397,22268,21314,17833,9384,6377,521,1230,1051,,11,34,55,151,335,536,1159,2110,3791,6413,18786,7229,121014,233,1.32418744469478,2.37914436153455,4.02465122408892,11.7896612966996,4.53675404630263,75.9456016266795,16.6666666666667,23.3421587340681,20.0437568370058,24.9379405556809,24.1006834472412,16.5758524618457,4,,,,,358.667,335.429,8929,19477,0,0,936194,457874,205327,239428,,,,,,,,,,4350,1421,71818,389827,32032,32032,506388,54227,30302,84529,39786
569,South Dakota,2021/11/14 09:02:42.344+00,159343,150566,2281,6496,0c69f554-4ba9-416b-9a72-c6fae3c821a8,0,,0,76062,83281,,27364,26397,22268,21314,17833,9384,6377,0,1230,1051,,11,34,55,151,335,536,1159,2110,3791,6413,18786,7229,121014,233,1.32418744469478,2.37914436153455,4.02465122408892,11.7896612966996,4.53675404630263,75.9456016266795,16.6666666666667,23.3421587340681,20.0437568370058,24.9379405556809,24.1006834472412,16.5758524618457,0,0,,,0,358.667,335.429,8929,19477,0,0,936194,457874,205327,239428,,,,,,,,,,0,0,71818,389827,32032,32032,506388,,,,
570,South Dakota,2021/11/13 09:03:52.691+00,159343,150566,2281,6496,852d128e-a370-4d4b-991d-11e4371da2e4,0,,0,76062,83281,,27364,26397,22268,21314,17833,9384,6377,0,1230,1051,,11,34,55,151,335,536,1159,2110,3791,6413,18786,7229,121014,233,1.32418744469478,2.37914436153455,4.02465122408892,11.7896612966996,4.53675404630263,75.9456016266795,16.6666666666667,23.3421587340681,20.0437568370058,24.9379405556809,24.1006834472412,16.5758524618457,0,0,,,0,358.667,335.429,8929,19477,0,0,936194,457874,205327,239428,,,,,,,,,,0,0,71818,389827,32032,32032,506388,,,,
571,South Dakota,2021/11/15 17:17:00+00,160088,151264,2289,6535,38582fb9-f3cb-4206-8caa-f5885ee10853,0,,0,76399,83689,,27481,26526,22385,21399,17905,9430,6392,745,1233,1056,,11,34,55,151,338,537,1163,2118,3810,6475,18897,7078,121710,243,1.32302233771426,2.37994103243216,4.04465044225676,11.8041327270001,4.42131827494878,76.0269351856479,16.7298578199052,23.4591466042731,20.2375371151742,25.0852902523529,23.5972662110352,16.6711868307075,8,,,,,248.333,384.571,9002,19568,0,0,943598,458372,205696,239613,,,,,,,,,,7404,498,72253,390362,32219,32219,513007,56281,34145,90426,40034
572,South Dakota,2021/11/16 18:34:00+00,160992,152164,2294,6534,4455de40-6b70-456e-8309-adab125154e8,0,,0,76828,84164,,27592,26700,22525,21504,18014,9486,6424,904,1236,1058,,11,34,55,154,338,538,1164,2126,3830,6503,19005,7028,122500,236,1.32056251242298,2.37900019876764,4.03933114688929,11.8049344066786,4.36543430729477,76.0907374279467,16.7930489731438,23.5822917308048,20.3250507891858,25.2286575247906,23.4305717619603,16.7793968183524,5,,,,,549.667,389.286,9081,19666,0,0,955411,465667,209265,243282,,,,,,,,,,11813,7295,79369,390967,38326,38326,523202,57862,36047,93909,41043
573,South Dakota,2021/11/17 17:25:00+00,161474,152514,2297,6663,b4dd0753-915b-47fd-b453-446e95167990,0,,0,77062,84412,,27658,26798,22602,21563,18060,9514,6435,482,1237,1060,,11,34,55,154,339,540,1164,2133,3835,6534,19034,6994,122944,239,1.32095569565379,2.3749953552894,4.04647187782553,11.7876562171,4.33134746151083,76.1385733926205,16.8483412322275,23.6130780124377,20.42194092827,25.2671542923896,23.3172195365894,16.8402135709022,3,,,,,710.333,378.857,9119,19725,0,0,958568,466406,209653,243636,,,,,,,,,,3157,739,79975,391218,32519,32519,519688,58535,37416,95951,47456
574,South Dakota,2021/11/18 16:58:00+00,161960,152882,2303,6775,6f9d7682-f5c8-468c-bfef-1316f169bad1,0,,0,77311,84649,,27725,26877,22662,21628,18111,9540,6445,486,1241,1062,,11,34,55,154,339,540,1170,2138,3847,6559,19139,6906,123371,246,1.32007903185972,2.37527784638182,4.04976537416646,11.8171153371203,4.26401580637194,76.1737466040998,16.8878357030016,23.6869650883566,20.5000781372089,25.4065391405928,23.0238373062177,16.8987017540976,6,,,,,624,448.286,9183,19789,0,0,962064,467143,210134,243945,,,,,,,,,,3496,737,80484,391591,32628,32628,522410,59188,39003,98191,47856
575,South Dakota,2021/11/19 17:19:00+00,162375,153250,2305,6820,35493cae-bcdf-4abd-b7dc-abbf124d841e,0,,0,77496,84879,,27769,26955,22708,21689,18158,9557,6459,415,1243,1062,,11,34,55,154,339,540,1172,2140,3852,6590,19199,6832,123762,234,1.31793687451886,2.37228637413395,4.058506543495,11.8238645111624,4.20754426481909,76.2198614318707,16.9036334913112,23.7177513699895,20.5969682762932,25.4861876252804,22.7771295215869,16.9522588492484,2,,,,,461,433.143,9222,19858,0,0,965253,467839,210478,244304,,,,,,,,,,3189,696,81095,391844,32710,32710,524814,59830,40430,100260,48385
576,South Dakota,2021/11/21 09:03:12.940+00,162375,153250,2305,6820,0407e46a-8615-47b8-aa39-ec9bba654fc8,0,,0,77496,84879,,27769,26955,22708,21689,18158,9557,6459,0,1243,1062,,11,34,55,154,339,540,1172,2140,3852,6590,19199,6832,123762,234,1.31793687451886,2.37228637413395,4.058506543495,11.8238645111624,4.20754426481909,76.2198614318707,16.9036334913112,23.7177513699895,20.5969682762932,25.4861876252804,22.7771295215869,16.9522588492484,0,0,,,0,461,433.143,9222,19858,0,0,965253,467839,210478,244304,,,,,,,,,,0,0,81095,391844,32710,32710,524814,,,,
577,South Dakota,2021/11/20 09:04:17.679+00,162375,153250,2305,6820,99ec2d74-8903-4784-9271-724e985edc3c,0,,0,77496,84879,,27769,26955,22708,21689,18158,9557,6459,0,1243,1062,,11,34,55,154,339,540,1172,2140,3852,6590,19199,6832,123762,234,1.31793687451886,2.37228637413395,4.058506543495,11.8238645111624,4.20754426481909,76.2198614318707,16.9036334913112,23.7177513699895,20.5969682762932,25.4861876252804,22.7771295215869,16.9522588492484,0,0,,,0,461,433.143,9222,19858,0,0,965253,467839,210478,244304,,,,,,,,,,0,0,81095,391844,32710,32710,524814,,,,
578,South Dakota,2021/11/22 15:41:00+00,162790,153616,2309,6865,22275959-fde1-40d9-acaf-a0a806c298c0,0,,0,77685,85104,,27848,27022,22766,21750,18200,9580,6468,415,1245,1064,,11,34,55,154,340,540,1175,2148,3857,6613,19255,6799,124118,230,1.31949136924873,2.36931015418637,4.06228883838074,11.8281221205234,4.17654647091345,76.2442410467473,16.9668246445498,23.7485376516224,20.668854508517,25.5605262109888,22.6671111851975,17.0010218310226,4,,,,,138.333,386,9247,19909,0,0,970314,469336,,,,,,,,,,,,5061,1497,82548,392227,32912,32912,528239,60994,42106,103100,49636
579,South Dakota,2021/11/23 17:39:00+00,163721,154453,2318,6950,a1016e9c-84cd-43d4-9613-eae57064b036,0,,0,78145,85576,,27987,27168,22889,21869,18319,9639,6493,931,1250,1068,,11,34,57,154,340,542,1180,2156,3875,6642,19405,6752,124891,237,1.31687443883192,2.36683137777072,4.05690168029758,11.8524807446815,4.12408915166655,76.2828226067517,17.0300157977883,23.8593682655009,20.7594936708861,25.7596474227078,22.5104184030672,17.1069032493131,9,,,,,448.667,389.857,9331,20026,0,0,978944,472065,212567,246426,,,,,,,,,,8630,2729,85940,392909,33119,33119,533997,63383,44586,107969,52821
580,South Dakota,2021/11/24 16:57:00+00,164292,154892,2320,7080,cbc2b4f4-2d8b-468e-9693-ac960466346f,0,,0,78407,85885,,28080,27276,22975,21938,18360,9677,6506,571,1249,1071,,11,34,57,155,342,540,1181,2159,3890,6676,19461,6705,125401,231,1.31412363353054,2.36773549533757,4.06349670099579,11.8453728726901,4.08114819954715,76.3281230978989,17.0537124802528,23.9517271103996,20.865760275043,25.8339860084162,22.3537256209368,17.1767603299446,2,,,,,639,402.571,9391,20089,0,0,986676,473600,213034,247374,,,,,,,,,,7732,1535,85664,395047,33318,33318,539264,64431,46468,110899,52346
581,South Dakota,2021/11/25 13:08:19.991+00,164292,154892,2320,7080,38e96e7e-c358-49d3-b44b-9e14a9b231ae,0,,0,78407,85885,,28080,27276,22975,21938,18360,9677,6506,0,1249,1071,,11,34,57,155,342,540,1181,2159,3890,6676,19461,6705,125401,231,1.31412363353054,2.36773549533757,4.06349670099579,11.8453728726901,4.08114819954715,76.3281230978989,17.0537124802528,23.9517271103996,20.865760275043,25.8339860084162,22.3537256209368,17.1767603299446,0,0,,,0,639,402.571,9391,20089,0,0,986676,473600,213034,247374,,,,,,,,,,0,0,85664,395047,33318,33318,539264,,,,
582,South Dakota,2021/11/26 13:21:16+00,164292,154892,2320,7080,f725d2da-fdac-48f4-9ab0-85b360f09961,0,,0,78407,85885,,28080,27276,22975,21938,18360,9677,6506,0,1249,1071,,11,34,57,155,342,540,1181,2159,3890,6676,19461,6705,125401,231,1.31412363353054,2.36773549533757,4.06349670099579,11.8453728726901,4.08114819954715,76.3281230978989,17.0537124802528,23.9517271103996,20.865760275043,25.8339860084162,22.3537256209368,17.1767603299446,0,0,,,0,639,402.571,9391,20089,0,0,986676,473600,213034,247374,,,,,,,,,,0,0,85664,395047,33318,33318,539264,,,,
583,South Dakota,2021/11/28 09:03:15.878+00,164292,154892,2320,7080,d4c1847a-48a7-4238-b1d4-beeba435103c,0,,0,78407,85885,,28080,27276,22975,21938,18360,9677,6506,0,1249,1071,,11,34,57,155,342,540,1181,2159,3890,6676,19461,6705,125401,231,1.31412363353054,2.36773549533757,4.06349670099579,11.8453728726901,4.08114819954715,76.3281230978989,17.0537124802528,23.9517271103996,20.865760275043,25.8339860084162,22.3537256209368,17.1767603299446,0,0,,,0,639,402.571,9391,20089,0,0,986676,473600,213034,247374,,,,,,,,,,0,0,85664,395047,33318,33318,539264,,,,
584,South Dakota,2021/11/27 09:04:23.747+00,164292,154892,2320,7080,076492bf-6061-47b0-9133-4d036d4e750d,0,,0,78407,85885,,28080,27276,22975,21938,18360,9677,6506,0,1249,1071,,11,34,57,155,342,540,1181,2159,3890,6676,19461,6705,125401,231,1.31412363353054,2.36773549533757,4.06349670099579,11.8453728726901,4.08114819954715,76.3281230978989,17.0537124802528,23.9517271103996,20.865760275043,25.8339860084162,22.3537256209368,17.1767603299446,0,0,,,0,639,402.571,9391,20089,0,0,986676,473600,213034,247374,,,,,,,,,,0,0,85664,395047,33318,33318,539264,,,,
585,South Dakota,2021/11/29 17:10:00+00,164867,155286,2328,7253,e31645e1-0309-4b8d-ac51-5afe5b55fb9c,0,,0,78694,86173,,28167,27377,23058,22019,18421,9707,6521,575,1254,1074,,11,34,57,155,344,541,1186,2164,3908,6700,19528,6678,125889,234,1.31257316503606,2.37039553094312,4.0638817956292,11.8446990604548,4.05053770615102,76.3579127417858,17.0932069510269,24.0625577242781,20.9407719956243,25.9229268163173,22.2637106184364,17.2436039678822,8,,,,,191.667,296.714,9440,20157,0,0,991043,475241,213857,248211,,,,,,,,,,4367,1641,87281,395289,33409,33409,541755,65386,47671,113057,53872
586,South Dakota,2021/11/30 16:55:00+00,166208,157096,2334,6778,d2bc969c-2fb8-48d2-b315-87adf9c7c600,0,,0,79313,86895,,28350,27652,23259,22179,18561,9770,6556,1341,1256,1078,,11,34,57,155,344,542,1191,2179,3942,6753,19660,6657,127017,243,1.31100789372353,2.37172699268387,4.06298132460531,11.8285521755872,4.00522237196766,76.4205092414324,17.2116903633491,24.2719044393818,21.1064228785748,26.09815348263,22.193698949825,17.3981113932789,6,,,,,638.667,355.286,9593,20288,0,0,998488,476860,214699,248978,,,,,,,,,,7445,1619,87570,396998,33561,33561,547333,67337,49437,116774,54009
587,South Dakota,2021/12/01 16:36:00+00,167144,157573,2349,7222,5d9c6f2b-debd-4cd4-96ac-dd1975e91f61,0,,0,79735,87409,,28498,27820,23385,22269,18663,9803,6580,936,1265,1084,,11,34,58,160,347,546,1193,2185,3957,6799,19876,6658,127669,249,1.30725601876226,2.3674197099507,4.06774996410281,11.8915426219308,3.98339156655339,76.3826401187,17.259083728278,24.3642632842805,21.2501953430223,26.3848880275053,22.1970328388065,17.4874188767529,15,,,,,950.667,407.429,9712,20414,0,0,1001864,477411,214973,249263,,,,,,,,,,3376,551,87650,397674,33642,33642,550024,68195,50513,118708,54008
588,South Dakota,2021/12/02 17:44:00+00,167759,157988,2355,7416,6c243c05-0e67-45f5-a277-7aafbd07b8a5,0,,0,80008,87751,,28583,27925,23453,22350,18727,9831,6590,615,1268,1087,,11,34,59,161,348,547,1195,2193,3965,6827,19962,6623,128189,248,1.30723239885789,2.36350955835454,4.06952831144678,11.899212560876,3.94792529759953,76.4125918728652,17.3222748815166,24.4135213348932,21.3377090170339,26.4990508555575,22.0803467244541,17.5586457040635,6,,,,,964,495.2286,9797,20503,0,0,1010945,479660,216043,250461,,,,,,,,,,9081,2249,89100,398964,33863,33863,556563,70309,53427,123736,55237
589,South Dakota,2021/12/03 18:28:00+00,168271,158342,2357,7572,e099d562-61d5-45eb-bfca-10a1a5341ebb,0,,0,80261,88010,,28670,28021,23520,22419,18782,9861,6597,512,1270,1087,,11,34,59,162,348,548,1195,2199,3971,6842,20053,6601,128605,247,1.30682054542969,2.35988375893648,4.06606010542518,11.917086128923,3.92283875415253,76.4273107071331,17.3696682464455,24.4504648728527,21.3845913423973,26.6198510573336,22.0070011668611,17.6156271659119,2,,,,,687.667,568.429,9843,20558,0,0,1015847,480837,216614,251070,,,,,,,,,,4902,1177,89874,399674,33992,33992,560101,71617,54818,126435,55882
590,South Dakota,2021/12/05 09:03:35.820+00,168271,158342,2357,7572,06c1d704-01d2-483d-ac3e-7aac3d14ce33,0,,0,80261,88010,,28670,28021,23520,22419,18782,9861,6597,0,1270,1087,,11,34,59,162,348,548,1195,2199,3971,6842,20053,6601,128605,247,1.30682054542969,2.35988375893648,4.06606010542518,11.917086128923,3.92283875415253,76.4273107071331,17.3696682464455,24.4504648728527,21.3845913423973,26.6198510573336,22.0070011668611,17.6156271659119,0,0,,,0,687.667,568.429,9843,20558,0,0,1015847,480837,216614,251070,,,,,,,,,,0,0,89874,399674,33992,33992,560101,,,,
591,South Dakota,2021/12/04 09:04:50.933+00,168271,158342,2357,7572,0ed40553-e639-477a-993b-8414212f3d3d,0,,0,80261,88010,,28670,28021,23520,22419,18782,9861,6597,0,1270,1087,,11,34,59,162,348,548,1195,2199,3971,6842,20053,6601,128605,247,1.30682054542969,2.35988375893648,4.06606010542518,11.917086128923,3.92283875415253,76.4273107071331,17.3696682464455,24.4504648728527,21.3845913423973,26.6198510573336,22.0070011668611,17.6156271659119,0,0,,,0,687.667,568.429,9843,20558,0,0,1015847,480837,216614,251070,,,,,,,,,,0,0,89874,399674,33992,33992,560101,,,,
592,South Dakota,2021/12/06 17:58:00+00,168763,158710,2371,7682,cd4b3f89-8ab7-4c63-bab3-2caff787871d,0,,0,80529,88234,,28753,28100,23576,22487,18832,9888,6604,492,1276,1095,,11,35,59,166,350,550,1200,2205,3987,6871,20130,6575,128995,246,1.30656601269236,2.36248466784781,4.07139005587718,11.9279699934227,3.8959961602958,76.4355931098641,17.4170616113744,24.5489809740779,21.4752305047664,26.7220666126827,21.9203200533422,17.6690472863949,14,,,,,164,556.571,9903,20620,0,0,1020378,481468,216938,251412,,,,,,,,,,4531,631,89983,400497,34096,34096,563789,72990,56206,129196,55887
593,South Dakota,2021/12/07 16:45:00+00,169789,159767,2375,7647,487dc8a0-e1da-4e24-8f21-0c1ce9e6d5ca,0,,0,80990,88799,,28905,28277,23701,22619,18938,9963,6627,1027,1278,1097,,11,36,59,167,350,550,1202,2215,4004,6911,20234,6604,129821,250,1.30456036610146,2.35822108617166,4.07034613549759,11.9171442201792,3.88953347978962,76.4601947122605,17.4960505529226,24.6536543316298,21.6002500390686,26.8601239861412,22.0170028338056,17.7821883620843,4,,,,,506.333,511.714,10017,20742,0,0,1027920,482631,217585,251978,,,,,,,,,,7542,1163,90100,402074,34268,34268,569793,75423,58028,133451,55832
594,South Dakota,2021/12/08 17:40:00+00,170416,160280,2384,7752,b5520771-75a3-40d0-8251-3f497e109368,0,,0,81312,89104,,29006,28375,23784,22689,18996,9992,6649,627,1284,1100,,11,38,61,168,351,550,1205,2221,4013,6940,20401,6582,130259,267,1.30328138202986,2.35482583794949,4.07238756924232,11.9712937752324,3.86231339780302,76.4358980377429,17.5434439178515,24.7090696385691,21.6908892014377,27.0818122685216,21.9436572762127,17.8421832666267,9,,,,,715.333,467.571,10100,20825,0,0,1032324,483065,217849,252163,,,,,,,,,,4404,434,90100,402762,34378,34378,573594,76674,59780,136454,55722
595,South Dakota,2021/12/09 17:46:00+00,170800,160720,2392,7688,0b2df78b-12d7-47b1-8ff4-7da51b057373,0,,0,81493,89307,,29075,28435,23833,22736,19048,10014,6661,384,1290,1102,,11,38,61,169,353,552,1208,2229,4017,6962,20444,6560,130588,270,1.30503512880562,2.35187353629977,4.07611241217799,11.9695550351288,3.84074941451991,76.4566744730679,17.6066350710901,24.7336986638754,21.759649945304,27.1388936825477,21.8703117186198,17.8872479323674,8,,,,,679.333,434.571,10132,20866,0,0,1036221,484098,218376,252700,,,,,,,,,,3897,1033,90871,403237,34468,34468,576316,77710,60901,138611,56403
596,South Dakota,2021/12/10 18:57:00+00,171248,161158,2398,7692,4a46adfa-f869-44e7-99e2-a426882e41a2,0,,0,81714,89534,,29141,28507,23899,22793,19104,10033,6673,448,1295,1103,,11,38,61,170,354,553,1211,2234,4035,6983,20498,6503,130995,261,1.30454078295805,2.3562318975988,4.07771185648884,11.9697748294871,3.79741661216481,76.4943240213024,17.6461295418641,24.8445292777538,21.8252852008126,27.2105773187665,21.6802800466744,17.9429966222047,6,,,,,486.333,425.429,10178,20920,0,0,1041313,485461,219024,253416,,,,,,,,,,,,91731,404051,34614,34614,579874,78875,62334,141209,57117
597,South Dakota,2021/12/12 09:08:35.028+00,171248,161158,2398,7692,53de8d56-0011-42ce-8008-92b0218e66f2,0,,0,81714,89534,,29141,28507,23899,22793,19104,10033,6673,0,1295,1103,,11,38,61,170,354,553,1211,2234,4035,6983,20498,6503,130995,261,1.30454078295805,2.3562318975988,4.07771185648884,11.9697748294871,3.79741661216481,76.4943240213024,17.6461295418641,24.8445292777538,21.8252852008126,27.2105773187665,21.6802800466744,17.9429966222047,0,0,,,0,486.333,425.429,10178,20920,0,0,1041313,485461,219024,253416,,,,,,,,,,0,0,91731,404051,34614,34614,579874,,,,
598,South Dakota,2021/12/11 09:11:25.956+00,171248,161158,2398,7692,01475bdf-e4ef-4979-ab31-a7e13af1b6db,0,,0,81714,89534,,29141,28507,23899,22793,19104,10033,6673,0,1295,1103,,11,38,61,170,354,553,1211,2234,4035,6983,20498,6503,130995,261,1.30454078295805,2.3562318975988,4.07771185648884,11.9697748294871,3.79741661216481,76.4943240213024,17.6461295418641,24.8445292777538,21.8252852008126,27.2105773187665,21.6802800466744,17.9429966222047,0,0,,,0,486.333,425.429,10178,20920,0,0,1041313,485461,219024,253416,,,,,,,,,,0,0,91731,404051,34614,34614,579874,,,,
599,South Dakota,2021/12/13 18:14:00+00,171583,161593,2407,7583,0be1232d-c965-482c-b3b0-c768528a59c6,0,,0,81865,89718,,29188,28567,23949,22837,19150,10050,6681,335,1301,1106,,11,38,61,172,357,554,1214,2239,4046,6999,20529,6406,131364,273,1.30490782886416,2.35804246341421,4.07907543288088,11.9644720048023,3.73347009901913,76.5600321710193,17.6856240126382,24.9122590973462,21.8752930145335,27.2517290358551,21.3568928154692,17.9935402746616,9,,,,,111.667,403,10208,20953,0,0,1043702,485706,219191,253504,,,,,,,,,,2389,245,91741,404459,34664,34664,581892,79672,63097,142769,57077
600,South Dakota,2021/12/14 16:44:00+00,172300,162738,2411,7151,d2c2f729-0036-409f-b7ad-80f800edcf38,0,,0,82206,90094,,29312,28704,24060,22914,19238,10083,6701,717,1302,1109,,11,38,61,172,359,554,1216,2254,4074,7122,20679,6266,131905,284,1.30818340104469,2.36448055716773,4.13348810214742,12.0017411491584,3.6366802089379,76.5554265815438,17.8041074249605,25.0846622744905,22.2597280825129,27.450850247574,20.8901483580597,18.0676435699982,4,,,,,350.667,358.714,10270,21018,0,0,1049747,486892,219849,254061,,,,,,,,,,6045,1186,92344,405493,34822,34822,586454,81631,64508,146139,57522
