2588.statecounty,TN_Rha,TN_Rhea
829.fipstwo,f10853,f18053
1245.county,Barury ,Barry 
719.countytwo,De itt ,De Witt 
1310.statecounty,I_Saginaw,MI_Saginaw
895.county,Alxlen ,Allen 
1824.fipstwo,f31031,f31013
385.statevalue,pFL,FL
2373.fipstwo,f72011,f72101
1908.county,Wetbster ,Webster 
453.statecounty,GA_Glimer,GA_Gilmer
943.statevalue,aKS,KS
1476.statevalue,OM,MO
3184.statecounty,WV_McDowelzl,WV_McDowell
939.statecounty,K_SJewell,KS_Jewell
456.statevalue,A,GA
436.statecounty,A_DeKalb,GA_DeKalb
2524.fipstwo,47015,f47015
1619.county,Dawon ,Dawson 
1100.county,Robertso n,Robertson 
1621.countytwo,Fsallon ,Fallon 
1227.fipstwo,f3011,f23011
2304.countytwo,Perryk ,Perry 
1049.countytwo,Har ,Hart 
2727.fipstwo,48231,f48231
2468.statecounty,SDD_ay,SD_Day
259.county,Cheyenpne ,Cheyenne 
2930.statevalue,A,VA
2754.statecounty,TX_Lavvaca,TX_Lavaca
1893.fipstwo,f3111,f31151
3078.statevalue,A,WA
1762.county,Wilosn ,Wilson 
1682.statecounty,NC_aCtawba,NC_Catawba
2626.countytwo,Bexuar ,Bexar 
676.fipstwo,f16093,f16039
2264.fipstwo,f4o2019,f42019
2863.statevalue,pTX,TX
2486.fipstwo,f46o073,f46073
1240.countytwo,Allega ,Allegan 
2773.statevalue,X,TX
1690.countytwo,Cumberloand ,Cumberland 
1605.fipstwo,f2817,f28157
976.statevalue,KrS,KS
78.fipstwo,f10097,f01097
2572.fipstwo,f47115***,f47115
1607.countytwo,Ylobusha ,Yalobusha 
2533.statevalue,N,TN
571.county,Carrol ,Carroll 
1718.statecounty,NC_Lneoir,NC_Lenoir
955.countytwo,Maimi ,Miami 
2497.statevalue,DS,SD
157.fipstwo,f05112,f05121
426.statevalue,AG,GA
1083.statevalue,yKY,KY
996.countytwo,Wicihta ,Wichita 
2289.statecounty,PA_Lackrawanna,PA_Lackawanna
2199.countytwo,Otstawa ,Ottawa 
1365.statecounty,MgN_Martin,MN_Martin
654.statevalue,IwA,IA
941.fipstwo,f2093,f20093
2510.county,Tdd ,Todd 
123.fipstwo,f05035,f05053
2999.statecounty,VAR_adford city,VA_Radford city
1588.statevalue,S,MS
880.statevalue,mIN,IN
1404.statecounty,MN_Wilin,MN_Wilkin
188.county,Pina l,Pinal 
1595.statecounty,MS_Thate,MS_Tate
1975.countytwo,Carfson City,Carson City
1409.fipstwo,f2903,f29003
2947.statecounty,VAGoochland,VA_Goochland
1566.countytwo,jLeake ,Leake 
411.county,Calqhoun ,Calhoun 
174.countytwo,Rose sIland,Rose Island
1771.countytwo,urke ,Burke 
3076.countytwo,Skamani a,Skamania 
1512.fipstwo,fs29209,f29209
1967.fipstwo,f53043,f35043
2398.countytwo,Yabucoa Muqnicipio,Yabucoa Municipio
2909.fipstwo,f50123,f51023
2963.countytwo,Kig William ,King William 
1318.fipstwo,f26116,f26161
2268.statecounty,bPA_Centre,PA_Centre
2344.county,Comerio Municipoi,Comerio Municipio
2844.countytwo,Val erde ,Val Verde 
2713.county,Harriso n,Harrison 
1347.statevalue,cMN,MN
2082.statecounty,OHG_reene,OH_Greene
3035.statecounty,VT_Calednoia,VT_Caledonia
629.countytwo,Osceol a,Osceola 
54.statevalue,L,AL
330.countytwo,revard ,Brevard 
2201.statevalue,KO,OK
2481.statecounty,SD_Hardnig,SD_Harding
2060.statevalue,OqH,OH
2074.countytwo,Delawaer ,Delaware 
2435.statecounty,SC_Leve,SC_Lee
79.statecounty,AL_Molnroe,AL_Monroe
113.statevalue,R,AR
2335.fipstwo,f7227,f72027
2391.countytwo,Toa Baj aMunicipio,Toa Baja Municipio
436.county,DejKalb ,DeKalb 
2807.county,Refugi ,Refugio 
2660.statevalue,X,TX
1189.statecounty,MA_Frnaklin,MA_Franklin
2489.fipstwo,f46097,f46079
656.county,Wrigth ,Wright 
2491.fipstwo,ff46083,f46083
1918.countytwo,Rckingham ,Rockingham 
2944.countytwo,Galx city,Galax city
2932.countytwo,Ekmporia city,Emporia city
1294.countytwo,pMissaukee ,Missaukee 
682.countytwo,Jefferson ***,Jefferson 
1049.statecounty,KY_art,KY_Hart
3006.statevalue,AV,VA
2770.statevalue,TqX,TX
490.statecounty,kGA_McIntosh,GA_McIntosh
1847.county,illmore ,Fillmore 
2503.fipstwo,f46170,f46107
1716.statecounty,NC_Jonees,NC_Jones
1978.statevalue,VN,NV
771.fipstwo,17141,f17141
1540.fipstwo,2f8027,f28027
1724.statevalue,CN,NC
1156.statevalue,AL,LA
2412.countytwo,erkeley ,Berkeley 
3216.countytwo,Carzbon ,Carbon 
1287.countytwo,Mcacomb ,Macomb 
1960.county,Mor ,Mora 
2041.fipstwo,f30689,f36089
803.county,Adakms ,Adams 
2204.statevalue,K,OK
2344.statecounty,P_RComerio Municipio,PR_Comerio Municipio
403.countytwo,aBibb ,Bibb 
1962.county,Qumay ,Quay 
2545.fipstwo,f4707,f47057
743.countytwo,Jo Davgiess ,Jo Daviess 
2073.fipstwo,39039,f39039
1606.statecounty,MS_Winhston,MS_Winston
1274.county,sIabella ,Isabella 
583.statecounty,A_Davis,IA_Davis
2304.statevalue,A,PA
191.statecounty,AZ_Yuama,AZ_Yuma
2445.countytwo,Salud a,Saluda 
2856.fipstwo,f4849,f48489
2989.countytwo,Patrihck ,Patrick 
2315.countytwo,enango ,Venango 
3113.statevalue,IW,WI
2001.fipstwo,of36019,f36019
492.county,Millder ,Miller 
1126.county,Bienville Prish,Bienville Parish
514.fipstwo,13247,f13247
677.statevalue,IoD,ID
399.countytwo,Barrowl ,Barrow 
797.statecounty,IL_Whiet,IL_White
1317.county,Vana Buren ,Van Buren 
1988.fipstwo,f32207,f32027
2168.statecounty,OK_Garnt,OK_Grant
1715.county,oJhnston ,Johnston 
1493.fipstwo,f9171,f29171
1545.county,Frankln ,Franklin 
384.statevalue,L,FL
2739.county,Karne s,Karnes 
2064.countytwo,hampaign ,Champaign 
1234.county,Someret ,Somerset 
1015.fipstwo,f2101,f21031
2125.fipstwo,f391c43,f39143
2822.fipstwo,f4t8421,f48421
897.statevalue,SK,KS
2867.statevalue,TU,UT
2315.county,zVenango ,Venango 
48.fipstwo,f01p037,f01037
1213.fipstwo,vf24031,f24031
1481.statecounty,MONodaway,MO_Nodaway
2633.fipstwo,4f8043,f48043
2186.countytwo,Marshal l,Marshall 
892.county,Wels ,Wells 
2933.statecounty,VAE_ssex,VA_Essex
842.fipstwo,fk18079,f18079
788.county,Stakr ,Stark 
742.statecounty,IL_Jmersey,IL_Jersey
288.statecounty,CO_Logajn,CO_Logan
2512.statecounty,SD_xTurner,SD_Turner
1807.countytwo,rSioux ,Sioux 
222.countytwo,Plaucer ,Placer 
2791.fipstwo,4f8359,f48359
737.fipstwo,f17703,f17073
1064.county,Lee ***,Lee 
2160.statecounty,O_KCreek,OK_Creek
2068.statecounty,OHi_Columbiana,OH_Columbiana
184.statecounty,AZ_Maricoopa,AZ_Maricopa
1312.fipstwo,f62153,f26153
480.fipstwo,13177,f13177
2590.fipstwo,f4714w7,f47147
231.statevalue,CzA,CA
2664.statevalue,XT,TX
2030.statevalue,YN,NY
2274.statecounty,PA_Crawfojrd,PA_Crawford
813.countytwo,Cla y,Clay 
1920.countytwo,Sulliva n,Sullivan 
226.fipstwo,f00669,f06069
2892.statecounty,UT_kWasatch,UT_Wasatch
757.fipstwo,f1719,f17119
1344.statecounty,MN_Frebeorn,MN_Freeborn
1427.statevalue,O,MO
2.statevalue,AiK,AK
1876.fipstwo,f31119***,f31119
712.statevalue,sIL,IL
2992.countytwo,Poqcuoson city,Poquoson city
1272.fipstwo,f26096,f26069
2140.county,Wood ***,Wood 
492.statevalue,AG,GA
3213.county,Albmany ,Albany 
877.county,Stark ,Starke 
2850.county,Washingtno ,Washington 
1304.statevalue,rMI,MI
2301.statevalue,AP,PA
220.county,Neavda ,Nevada 
2495.county,McPherso ,McPherson 
1411.statecounty,MO_udrain,MO_Audrain
524.fipstwo,sf13267,f13267
2163.countytwo,eDwey ,Dewey 
2545.statecounty,TNG_rainger,TN_Grainger
2437.statevalue,CS,SC
3101.fipstwo,f550a31,f55031
711.county,hristian ,Christian 
1006.countytwo,Bell ***,Bell 
3021.county,Warredn ,Warren 
1318.countytwo,Washtenawz ,Washtenaw 
478.statevalue,A,GA
1098.statecounty,Y_Powell,KY_Powell
1374.county,Nrman ,Norman 
1821.countytwo,Bannerw ,Banner 
800.statevalue,kIL,IL
1787.county,LaMuore ,LaMoure 
2879.fipstwo,f49205,f49025
1131.countytwo,ameron ,Cameron 
755.statecounty,IL_Macmon,IL_Macon
3144.statevalue,sWI,WI
2078.countytwo,Fraynklin ,Franklin 
1205.statecounty,D_Cecil,MD_Cecil
3218.countytwo,Crvook ,Crook 
1571.county,Madiso n,Madison 
13.fipstwo,f02103,f02130
1661.county,Valle y,Valley 
657.fipstwo,f16o001,f16001
1870.county,Kmiball ,Kimball 
326.statecounty,FL_Alacehua,FL_Alachua
2163.statevalue,K,OK
1322.county,Anok a,Anoka 
447.statecounty,A_Fannin,GA_Fannin
1447.statevalue,xMO,MO
2604.countytwo,Van Buen ,Van Buren 
2195.county,iOkfuskee ,Okfuskee 
2655.fipstwo,f48078,f48087
2492.statevalue,SeD,SD
2326.statevalue,R,PR
2073.countytwo,Defianc ,Defiance 
1315.countytwo,St. Josph ,St. Joseph 
720.statecounty,ILDeKalb,IL_DeKalb
2615.fipstwo,f48070,f48007
614.statevalue,A,IA
1065.countytwo,Lfeslie ,Leslie 
1015.statecounty,KY_Bcutler,KY_Butler
1511.county,Stddard ,Stoddard 
154.statecounty,ARPope,AR_Pope
2904.county,Agusta ,Augusta 
206.countytwo,Ken ,Kern 
2798.countytwo,Polfk ,Polk 
1847.fipstwo,f1059,f31059
930.statecounty,KS_Greleey,KS_Greeley
905.statevalue,SK,KS
3100.county,Dojor ,Door 
1925.county,Cape Mayl ,Cape May 
1115.countytwo,Wayen ,Wayne 
414.statevalue,A,GA
2520.statecounty,TN_Bledose,TN_Bledsoe
1207.county,Dorcheswter ,Dorchester 
1687.fipstwo,f37c045,f37045
2881.county,Mogan ,Morgan 
2921.statecounty,jVA_Chesapeake city,VA_Chesapeake city
3168.countytwo,iGlmer ,Gilmer 
2514.statevalue,eSD,SD
576.countytwo,Chhickasaw ,Chickasaw 
267.fipstwo,08033,f08033
299.county,Pitkihn ,Pitkin 
1026.statevalue,fKY,KY
2402.countytwo,Newprt ,Newport 
666.statecounty,ID_Bonnevlile,ID_Bonneville
2655.county,Collnigsworth ,Collingsworth 
932.county,Hamiltogn ,Hamilton 
2234.fipstwo,f40131,f41031
1028.fipstwo,f2157,f21057
580.statecounty,I_AClinton,IA_Clinton
2592.county,Scotth ,Scott 
964.statecounty,KS_Osaeg,KS_Osage
75.countytwo,arengo ,Marengo 
630.statevalue,IeA,IA
2054.county,Adam s,Adams 
2749.county,nox ,Knox 
974.county,Rhice ,Rice 
1320.county,qWexford ,Wexford 
645.fipstwo,f91175,f19175
1758.statevalue,CN,NC
839.fipstwo,fw18073,f18073
1592.statecounty,M_SStone,MS_Stone
2384.countytwo,Salinas Munqicipio,Salinas Municipio
685.county,Lata h,Latah 
1994.fipstwo,f3005,f36005
1149.county,Lafourche iParish,Lafourche Parish
113.statecounty,AR_Crawfrod,AR_Crawford
2624.statevalue,XT,TX
1912.statecounty,N_Carroll,NH_Carroll
1832.statecounty,N_Chase,NE_Chase
1198.statevalue,D,MD
284.statevalue,OC,CO
2494.county,MncCook ,McCook 
1536.statevalue,SM,MS
2812.statevalue,XT,TX
2362.countytwo,Lajaxs Municipio,Lajas Municipio
131.statecounty,R_Jefferson,AR_Jefferson
1793.statevalue,NvD,ND
3107.statevalue,IW,WI
1305.countytwo,Oscoa ,Oscoda 
286.countytwo,Ls Animas ,Las Animas 
3216.statevalue,YW,WY
2842.statecounty,TXj_Upton,TX_Upton
2353.county,Guaynabo Municpiio,Guaynabo Municipio
994.countytwo,Wallcae ,Wallace 
960.statecounty,KSN_emaha,KS_Nemaha
90.fipstwo,f0121,f01121
1325.county,Bento ,Benton 
2036.fipstwo,f3a6091,f36091
2663.statevalue,X,TX
616.county,Lcuas ,Lucas 
106.countytwo,Clar ,Clark 
820.statecounty,IN_Dellaware,IN_Delaware
912.county,Cowle ,Cowley 
2274.statevalue,A,PA
508.countytwo,Pulatski ,Pulaski 
1850.statecounty,NuE_Furnas,NE_Furnas
2935.statecounty,VA_Fairfx city,VA_Fairfax city
679.statecounty,ID_eGm,ID_Gem
589.statecounty,IA_Emet,IA_Emmet
124.statevalue,R,AR
2518.statevalue,NT,TN
3019.county,Tazwell ,Tazewell 
2988.statecounty,VA_gPage,VA_Page
1019.countytwo,Calisle ,Carlisle 
1344.statevalue,rMN,MN
1231.county,Penobscotx ,Penobscot 
1790.county,McnItosh ,McIntosh 
940.countytwo,Johnsonm ,Johnson 
994.statevalue,SK,KS
3067.statecounty,WA_Lewsi,WA_Lewis
1545.fipstwo,f2x8037,f28037
2062.fipstwo,f3901k7,f39017
1485.statevalue,OM,MO
2934.fipstwo,f5105x9,f51059
492.countytwo,Millser ,Miller 
1564.countytwo,Laudredale ,Lauderdale 
2841.statevalue,gTX,TX
1634.statevalue,qMT,MT
868.countytwo,Pulaki ,Pulaski 
2449.statevalue,C,SC
262.statecounty,zCO_Costilla,CO_Costilla
2787.statevalue,X,TX
1984.fipstwo,f32107,f32017
2290.fipstwo,f42017,f42071
1820.statecounty,NnE_Arthur,NE_Arthur
3116.countytwo,ewaunee ,Kewaunee 
2266.fipstwo,nf42023,f42023
1688.countytwo,Cozlumbus ,Columbus 
3137.statecounty,W_IRacine,WI_Racine
173.statecounty,AS_Manu'a Dqistrict,AS_Manu'a District
1798.fipstwo,f30867,f38067
2773.countytwo,McMulen ,McMullen 
1968.statevalue,NaM,NM
2178.county,Kingisher ,Kingfisher 
651.countytwo,Webste ,Webster 
1532.county,Boliavr ,Bolivar 
700.county,Wasghington ,Washington 
1703.fipstwo,if37077,f37077
