indicatorvalue,geography,yearvalue,strata,strataname,numerator(long),denominator(long),rate(double precision),ageadjustedrate(double precision)
Suicide,Lake,2006-2008,Sezx,Total,53,192100,27.58,27.1
Suicide,Monterey,2006-2008,Sex,AIAN-NH,119,1225000,9.717,10.06
Suicide,El Dorado,2006-2008,Sxe,Total,65,531100,12.24,12.03
Suicide,Los Angeles,2006-2008,Sex,Asian-NH,2075,29360000,7.068,7.194
Suicide,San Diego,2006-2008,Sxe,Total,988,9048000,10.92,10.91
Suicide,Nevada,2006-2008,Sex,NHPI-NH,52,295500,17.6,16.15
Suicide,Lassen,2006-2008,Seix,Total,21,105900,19.83,18.16
Suicide,Siskiyou,2006-2008,ex,Total,33,134800,24.48,23.11
Suicoide,Tehama,2006-2008,Sex,Hisp,37,186300,19.86,20.07
Suicide,San Luis Obispo,2006-2008,Senx,Total,104,792800,13.12,12.44
Suicide,Madera,2006-2008,Sx,Total,49,439400,11.15,11.9
Suicide,Calaveras,2006-2008,Sxe,Total,24,136700,17.56,15.28
Suicide,San Francisco,2006-2008,Sex,Black-NH,298,2373000,12.56,10.93
Suicide,San Joaquin,2006-2008,Sxe,Total,186,2006000,9.273,9.983
Suicide,Butte,2006-2008,Sex,White-NH,117,651300,17.96,18.04
Suicide,Marin,2006-2008,ex,Total,116,746300,15.54,13.48
Suicide,San Bernardino,2006-2008,Sxe,Total,551,5996000,9.19,9.952
Suicide,Sonoma,2006-2008,eSx,Total,184,1420000,12.96,12.03
Suicide,Kern,2006-2008,Sex,White-NH,228,2412000,9.453,10.51
Suicide,Santa Cruz,2006-2008,Swex,Total,86,773000,11.13,10.88
Suicide,Amador,2006-2008,tSex,Total,26,113900,22.83,18.33
Suicide,Fresno,2006-2008,Sx,Total,248,2699000,9.187,9.822
Suicide,Contra Costa,2006-2008,Sxe,Total,295,3065000,9.626,9.437
Suicide,Yuba,2006-2008,Sxe,Total,38,210900,18.02,18.68
Suicide,Napa,2006-2008,Sex,Black-NH,50,399900,12.5,12.23
Suicide,Mariposa,2006-2008,Sex,White-NH,13,55010,23.63,21.42
Suicide,Tulae,2006-2008,Sex,AIAN-NH,111,1271000,8.732,9.849
Suicide,Humboldt,2006-2008,eSx,Total,87,398100,21.85,20.59
Suicide,Tuolumne,2006-2008,Sex,White-NH,38,168800,22.52,19.93
Suicide,CALIFORNIA,2006-2008,Sex,Asian-NH,10410,109700000,9.497,9.571
Suicide,Yolo,2006-2008,Sex,Asian-NH,63,583300,10.8,11.21
Suicide,Orange,2009-2011,Sex,White-NH,207,4576000,4.524,4.386
Suicide,Madera,2009-2011,ex,Female,16,234000,6.837,6.971
Suicide,Solano,2009-2011,ex,Female,37,620600,5.962,6.174
Suicide,Fresno,2009-2011,ex,Female,58,1400000,4.142,4.346
Suicide,Lake,2009-2011,Sex,Black-NH,13,96680,13.45,12.79
Suicide,Santa Barbara,2009-2011,Sex,White-NH,27,632900,4.266,4.252
Suicide,Placer,2009-2011,nSex,Female,27,536700,5.031,4.884
Suicide,Butte,2009-2011,Sx,Female,26,333200,7.802,8.365
Suicide,Santa Clara,2009-2011,Sex,Asian-NH,118,2677000,4.408,4.267
uicide,Merced,2009-2011,Sex,White-NH,25,382900,6.529,6.739
Suicide,Humboldt,2009-2011,Sex,NHPI-NH,22,201400,10.92,10.36
Suicide,San Mateo,2009-2011,Sxe,Female,60,1101000,5.45,4.999
Suicide,San Diego,2009-2011,Sex,Hisp,262,4637000,5.65,5.371
Suicikde,San Luis Obispo,2009-2011,Sex,AIAN-NH,33,394000,8.376,8.031
Suihcide,CALIFORNIA,2009-2011,Sxe,Female,2691,56350000,4.776,4.633
Suicide,Monterey,2009-2011,Sex,NHPI-NH,27,606300,4.453,4.3
Suicide,Mendocino,2009-2011,Sex,Hisp,15,131100,11.44,11.41
Suicide,Shasta,2009-211,Sex,NHPI-NH,23,270300,8.51,7.722
Suicide,Riverside,2009-2011,Sex,Hisp,132,3308000,3.991,3.978
Suicide,Ventura,2009-2011,dSex,Female,69,1245000,5.544,5.062
Suicide,Contra Costa,2009-2011,ex,Female,99,1617000,6.121,5.767
Suicide,Alameda,2009-2011,Sex,White-NH,100,2318000,4.313,4.12
Suicide,Tulare,2009-2011,Sex,Black-NH,14,663300,2.111,2.319
Suicide,El Dorado,2009-2011,Sex,AIAN-NH,24,270600,8.868,7.499
Suciide,Calaveras,2009-2011,Sex,White-NH,11,68220,16.13,16.5
Suicide,Sacramento,2009-2011,Shex,Female,134,2176000,6.157,5.986
Suicide,Stanislaus,2009-2011,Sex,Black-NH,38,781500,4.863,5.008
Suicide,Kern,200-2011,oSex,Female,57,1223000,4.662,4.955
Suicide,San Bernardino,2009-2011,Serx,Female,145,3082000,4.705,4.826
Suicide,Santa Cruz,2009-2011,Sex,AIAN-NH,29,395400,7.335,7.375
Suicide,Napa,2009-2011,Sxe,Female,13,204900,6.345,4.679
Suicide,San Joaquin,2009-2011,Sevx,Female,40,1035000,3.864,4.05
Suicide,San Francisco,2009-2011,Sex,Hisp,74,1198000,6.177,5.579
Suicide,Los Angeles,2009-2011,Snex,Female,517,14980000,3.452,3.351
Suicide,Sonoma,2009-2011,ex,Female,65,737300,8.816,7.832
Suiicde,Nevada,2009-2011,eSx,Female,18,149300,12.06,13.82
Suicide,Marin,2009-2011,Sex,NHPI-NH,38,384700,9.878,8.985
Suicide,Contra Costa,2009-2011,Sex,Asian-NH,254,1542000,16.48,16.16
Suiide,Humboldt,2009-2011,Sex,Black-NH,72,202600,35.53,33.81
Suicide,Fresno,2009-2011,Sx,Male,160,1398000,11.44,12.37
Suicide,Santa Barbara,2009-2011,Sex,Black-NH,110,638400,17.23,17.64
Suicide,Stanislaus,2009-2011,Sxe,Male,130,765300,16.99,18.2
Suicide,San Luis Obispo,2009-2011,Sex,Asian-NH,113,413600,27.32,24.38
Suricide,San Mateo,2009-2011,Secx,Male,147,1065000,13.8,12.93
Suicide,Butte,2009-2011,Sex,Hisp,108,326800,33.05,31.4
Suicide,Lke,2009-2011,eSx,Male,45,97350,46.23,40.34
Suicide,Marin,2009-2011,Sex,AIAN-NH,79,373100,21.17,18.36
Suicide,Santa Cruz,2009-2011,Sex,Black-NH,79,394100,20.05,19.84
Suicide,Shasta,2009-2011,Sex,White-NH,104,261100,39.83,37.83
uicide,Santa Clara,2009-2011,Sxe,Male,333,2702000,12.32,12.25
Suicide,CALIFORNIA,2009-2011,Sex,White-NH,8790,55740000,15.77,15.97
Suicide,Kern,2009-011,Sex,White-NH,209,1300000,16.07,17.87
Suicide,Plumas,2009-2011,ex,Male,12,29980,40.02,33.78
Suicide,Tulare,2009-2011,ex,Male,107,665200,16.09,18.11
Suicide,Nevada,2009-2011,Sex,AIAN-NH,41,146100,28.07,26.52
Suicide,San Diuego,2009-2011,Sex,White-NH,835,4676000,17.86,17.93
Suicide,Solano,2009-2011,Sex,White-NH,124,619100,20.03,20.21
Suicide,Napa,2009-2011,Sex,White-NH,34,204200,16.65,16.56
Suicide,Inyo,2009-2011,Sxe,Male,13,27960,46.5,36.75
Suicide,Sonoma,2009-2011,eSex,Male,143,714000,20.03,18.69
Suicide,Merced,2009-2011,Sex,NHPI-NH,61,388100,15.72,17.64
Suicide,Montrey,2009-2011,Sex,NHPI-NH,83,641600,12.94,13.41
Suicide,Alameda,2009-2011,Sex,AIAN-NH,318,2233000,14.24,14.33
Suicide,Los Angeles,2009-2011,Sex,Black-NH,1783,14570000,12.24,12.52
Suicide,San Bernardino,2009-2011,Sex,Asian-NH,492,3049000,16.13,17.45
Suicide,Madera,2009-2011,Sesx,Male,41,217800,18.82,20.03
Suicide,Calaveras,2009-2011,ex,Male,26,68300,38.07,30.13
Suicide,Ventura,2009-2011,Sxe,Male,221,1230000,17.97,18.44
Suicide,San Francisco,2009-2011,Sxe,Male,211,1233000,17.11,15.47
Suicide,Orange,2009-2011,Sex,Hisp,622,4487000,13.86,13.89
Suicide,El Dorado,2009-2011,iSex,Male,89,270900,32.85,30.91
Suicide,Placer,2009-2011,Sex,Black-NH,134,512900,26.13,25.41
Suicide,Riverside,2009-2011,Sex,Asian-NH,501,3275000,15.3,15.92
Suicide,San Joaquin,2009-2011,Sx,Male,161,1027000,15.67,17.06
Suicide,Sacramento,2009-2011,Sex,Asian-NH,390,2091000,18.66,18.99
Suuicide,Mendocino,2009-2011,Sex,Asian-NH,49,131300,37.31,33.79
Suicide,Los Angeles,2009-2011,Sex,NHPI-NH,2300,29540000,7.785,7.693
Suicide,El Dorado,2009-2011,Sex,White-NH,113,541500,20.87,18.81
Suicide,Orange,2009-2011,Sxe,Total,829,9063000,9.147,8.931
Suicide,Fresno,2009-2011,Sex,Asian-NH,218,2799000,7.79,8.178
Suicide,Marin,2009-2011,Sex,Black-NH,117,757800,15.44,13.44
Suicide,Inyo,2009-2011,Sxe,Total,13,55530,23.41,18.16
Suicide,Kings,2009-2011,Sex,Black-NH,31,455300,6.808,6.967
Suicide,Sonoma,2009-2011,Sex,White-NH,208,1451000,14.33,12.98
Suicide,Sacramento,2009-2011,Sex,Black-NH,524,4267000,12.28,12.06
Suicide,Alameda,2009-2011,Sex,White-NH,418,4551000,9.185,8.902
Suicide,Del Norte,2009-2011,Sex,Asian-NH,20,85160,23.49,22.67
Suicde,Santa Barbara,2009-2011,Sex,NHPI-NH,137,1271000,10.78,10.87
Suicide,Humboldt,2009-2011,Sex,AIAN-NH,94,404000,23.27,21.85
Suicide,Siskiyou,2009-2011,Sex,Asian-NH,32,134600,23.77,23.79
Suicide,San Joaquin,2009-2011,Sex,Asian-NH,201,2062000,9.746,10.28
Suicide,San Mateo,2009-2011,Sex,Asian-NH,207,2166000,9.557,8.756
Suicide,San Benito,2009-2011,Sex,White-NH,14,166400,8.414,9.689
Suicide,Yua,2009-2i011,oSex,Total,29,217100,13.36,13.85
Suicide,Lassen,2009-2011,Sex,Asian-NH,13,104200,12.48,11.89
Suicide,Placer,2009-2011,Sx,Total,161,1050000,15.34,14.72
Suicide,Tulare,2009-2011,Sex,White-NH,121,1328000,9.108,10.05
Suicide,Monterey,2009-2011,Sex,Asian-NH,110,1248000,8.815,8.858
Suicide,Tuolumne,2009-2011,Sex,Hisp,41,165800,24.73,23.31
Siucide,Amador,2009-2011,Sex,Asian-NH,34,113900,29.86,24.98
Suicide,Lake,2009-2011,ex,Total,58,194000,29.89,26.51
Suicide,Kern,009-2011,Sex,Black-NH,266,2523000,10.54,11.37
Suicide,CALIFORNIA,2009-2011,ex,Total,11480,112100000,10.24,10.07
Suicide,Mariposa,2009-2011,Sex,White-NH,15,54760,27.39,23.39
Suicide,Sann Francisco,2009-2011,Sex,White-NH,285,2431000,11.72,10.53
Suicide,Contra Costa,2009-2011,Sex,AIAN-NH,353,3159000,11.17,10.67
Suicide,Merced,2009-2011,Senx,Total,86,771000,11.15,12.09
Suicide,Calaveras,2009-2011,Sex,NHPI-NH,37,136500,27.1,23.1
Suicide,Shasta,2009-2011,Sex,White-NH,127,531400,23.9,22.23
Suicide,Mendocino,2009-2011,Sex,Black-NH,64,262500,24.38,22.3
Suicide,Riverside,0209-2011,Sxe,Total,633,6583000,9.616,9.745
Suicide,Sutter,2009-2011,Sex,Black-NH,34,284700,11.94,11.95
Suicide,Ventura,2009-2011,Sxe,Total,290,2474000,11.72,11.4
Suicide,Stanislaus,2009-2011,Syex,Total,168,1547000,10.86,11.29
uSicide,Nevada,2009-2011,Sex,White-NH,59,295300,19.98,19.98
Suicide,Imperial,2009-2011,Sex,White-NH,36,526100,6.843,7.183
Suicide,Napa,2009-0211,Sex,Black-NH,47,409100,11.49,10.53
Suicide,San Luis Obispo,2009-2011,gSex,Total,146,807600,18.08,16.06
Suicide,San Diego,2009-2011,eSx,Total,1097,9314000,11.78,11.42
Suicide,Plumas,2009-2011,Sex,White-NH,12,59970,20.01,16.41
Suicide,Butte,2009-2011,Sex,AIAN-NH,134,660000,20.3,19.37
Suicide,Yolo,2009-2011,Sex,Hisp,49,605100,8.098,8.291
Suicide,Madera,2009-2011,Sxex,Total,57,451800,12.62,13.1
Suicide,Tehama,2009-2011,Sex,White-NH,33,190200,17.35,16.36
Suicdie,Solano,2009-2011,Seix,Total,161,1240000,12.99,12.85
Suicide,San Bernardino,2009-2011,Sex,Hisp,637,6131000,10.39,10.86
Suicide,Santa Clara,2009-2011,sSex,Total,451,5379000,8.384,8.196
Suiicde,Santa Cruz,2009-2011,ex,Total,108,789400,13.68,13.47
Suicide,San Bernardino,2012-2014,Sex,White-NH,103,3159000,3.26,3.268
Suicide,Merced,2012-2014,Sex,Asian-NH,18,394300,4.565,4.697
Suicide,Mendocino,2012-2014,Sex,Hisp,13,132000,9.849,9.317
Suicide,Nevada,2012-2014,Sex,NHPI-NH,14,148700,9.414,7.83
Suicide,Humboldt,2012-2014,Sex,Asian-NH,28,201500,13.9,12.98
Suicide,San Luis Obispo,2012-2014,Sex,White-NH,34,401900,8.46,7.642
Suicide,Madera,2012-2014,Sex,AIAN-NH,12,235500,5.095,5.255
Suicide,Tulare,2012-2014,Sex,Black-NH,28,682800,4.101,4.442
Suicide,Sonoma,2012-2014,Ssex,Female,45,752900,5.977,5.403
Suicide,San Francisco,2012-2014,Sex,AIAN-NH,54,1248000,4.327,3.761
Suicide,Santa Clara,2012-2014,Sex,White-NH,114,2780000,4.101,3.887
Suicide,Stanislaus,2012-2014,Sex,Asian-NH,33,799100,4.13,4.194
Suicide,Marin,2u012-2014,Seix,Female,32,393600,8.131,6.92
Suicide,San Joaquin,2012-2014,Sex,White-NH,49,1066000,4.598,4.705
Suicide,Orange,2012-2014,Sex,White-NH,230,4708000,4.885,4.602
Suicide,Kern,2012-2014,eSx,Female,71,1268000,5.599,5.769
Suicide,Santa Cruz,2012-2014,Sex,Hisp,30,405000,7.408,7.118
Suicide,El Dorado,2012-2014,Sex,White-NH,17,272200,6.245,4.843
Suicide,Ventura,2012-2014,ex,Female,79,1270000,6.219,5.897
Suicide,Contdra Costa,2012-2014,Sex,AIAN-NH,77,1673000,4.604,4.188
Suicide,Pllacer,2012-2014,Sex,Black-NH,26,557500,4.663,3.812
Suicide,Riverside,2012-2014,eSx,Female,171,3436000,4.977,4.86
Suicide,Napa,2012-2014,Sex,Asian-NH,12,209800,5.719,5.712
Sucide,San Diego,2012-2014,Sex,Hisp,307,4795000,6.403,6.15
Suicide,San Mateo,2012-2014,Szex,Female,44,1140000,3.859,3.657
Suicide,Fresno,2012-2014,ex,Female,55,1441000,3.818,4.018
Suicide,Monterey,2012-2014,Sex,AIAN-NH,31,622900,4.977,5.107
uicide,Alameda,2012-2014,Sex,AIAN-NH,110,2408000,4.568,4.334
Suicide,Santa Barbara,2012-2014,Sex,Asian-NH,37,648400,5.706,5.459
Suicide,Los Angeles,2012-2014,Sex,White-NH,506,15280000,3.312,3.195
Suicide,Sacramento,2012-2014,Sex,Black-NH,139,2230000,6.234,5.939
Suicide,Shasta,2012-2014,Sex,AIAN-NH,28,272700,10.27,9.772
Suicide,CALIFORNIA,2012-2014,Sex,Asian-NH,2711,57880000,4.684,4.481
Sucide,Solano,2012-2014,Sex,Asian-NH,29,634500,4.57,4.114
Suicide,Butte,2012-2014,Sex,NHPI-NH,24,336300,7.136,7.39
Suicide,El Dorado,2012-2014,Sex,Hisp,75,273700,27.4,24.9
Suicide,San Mateo,2012-2014,Syex,Male,129,1105000,11.67,10.92
Sucide,Placer,2012-2014,Sx,Male,106,534800,19.82,18.29
Suicide,Contra Costa,2012-2014,Sex,Black-NH,241,1596000,15.1,14.98
Suicide,San Joaquin,2012-2014,Sex,NHPI-NH,179,1058000,16.92,18.22
Suicide,Sacramento,2012-2014,Sex,White-NH,453,2145000,21.12,21.51
uicide,Santa Barbara,2012-2014,Sxe,Male,112,657300,17.04,17.13
Suicide,Santa Clara,2012-2014,Sex,Black-NH,336,2817000,11.93,11.74
Suicide,San Diego,2012-2014,Sex,Asian-NH,931,4837000,19.25,19.4
Suicide,San Francisco,2012-2014,Sxe,Male,150,1282000,11.7,10.73
Suicide,Sonoma,2012-2014,Sex,Asian-NH,151,729100,20.71,19.25
Suicide,Marin,2012-2014,Sex,AIAN-NH,78,381800,20.43,17.21
Suicide,Santa Cruz,2012-2014,Sex,AIAN-NH,90,404800,22.23,23.02
Suicidie,Riverside,2012t-2014,Sex,NHPI-NH,546,3400000,16.06,16.53
Suicide,San Bernardino,2012-2014,Sxe,Male,507,3122000,16.24,17.66
Suicide,Mendocino,2012-2014,Sex,White-NH,49,132600,36.96,38.61
Suicide,Madera,2012-2014,Sxe,Male,55,221700,24.81,26.89
Suicide,Shasta,2012-2014,Sxe,Male,101,263300,38.36,35.04
Suicide,ern,2012-2014,Sex,Black-NH,253,1335000,18.95,20.77
Suicide,CALIFORNIA,2012-2014,Syex,Male,9163,57270000,16.0,16.09
Sicide,San Luis Obispo,2012-2014,Sex,NHPI-NH,112,420300,26.65,24.55
Suicide,Tulare,2012-2014,Siex,Male,103,685000,15.04,16.29
Suicie,Humboldt,2012-2014,Sx,Male,77,203000,37.93,36.58
Suicide,Solano,2012-2014,Sex,Black-NH,120,629000,19.08,18.78
Spuicide,Monterey,2012-2014,Sx,Male,88,657200,13.39,13.74
Suicied,Fresno,2012-2014,eSx,Male,218,1439000,15.15,16.79
Suicide,Ventura,2012-2014,ex,Male,213,1257000,16.95,17.07
Suicide,Napa,2012-2014,Snex,Male,42,208800,20.12,20.17
Suicide,Butte,2012-2014,jSex,Male,83,331600,25.03,24.4
bSuicide,Los Angeles,2012-2014,Sex,Black-NH,1821,14890000,12.23,12.3
Suicide,Alameda,2012-2014,Sx,Male,329,2322000,14.17,14.02
Suicide,Stanislaus,2012-2014,Sex,Asian-NH,130,783900,16.58,17.69
Suicide,rOange,2012-2014,Sex,Hisp,726,4625000,15.7,15.62
Suicide,Nevada,201-2014,Sex,AIAN-NH,51,145400,35.07,30.99
Suicide,Merced,2012-2014,Sex,NHPI-NH,51,401200,12.71,14.79
Suicide,Sutter,2012-2014,Sex,Black-NH,48,289700,16.57,16.17
Suicide,Shasta,2012-2014,Sxex,Total,129,535900,24.07,21.94
Suicide,Lassen,2012-2014,eSx,Total,24,97150,24.7,22.22
Suicide,Aameda,2012-2014,Selx,Total,439,4730000,9.281,8.835
Suicide,Nevada,2012-2014,Sxe,Total,65,294100,22.1,19.22
Suicide,Imperial,2012-2014,Sex,AIAN-NH,36,542900,6.631,6.798
Suicide,Marin,2012-20d14,Sex,Asian-NH,110,775400,14.19,11.91
Suicide,Madera,2012-2014,Sex,White-NH,67,457200,14.65,15.43
uicide,CALIFORNIA,2012-2014,Sex,Black-NH,11870,115200000,10.31,10.05
Suicide,Riverside,2012-2014,Sex,Asian-NH,717,6836000,10.49,10.51
Suicide,Yuba,2012-2014,Sex,Asian-NH,34,223000,15.24,15.37
Suicide,Lake,2012-2014,Sex,White-NH,52,194800,26.69,24.46
Suicide,Napa,20g12-2014,Sex,NHPI-NH,54,418600,12.9,12.41
Suicide,Colusa,2012-2014,Sex,AIAN-NH,16,65890,24.28,26.57
Suicide,Siskiyou,2012-2014,eSx,Total,34,134000,25.37,23.92
Suicide,El Dorado,2012-2014,Sex,AIAN-NH,92,545900,16.85,14.8
Suicide,Santa Clara,2012-2014,eSx,Total,450,5597000,8.04,7.737
Suicide,San Luis Obispo,2012-2014,Sex,Asian-NH,146,822200,17.76,16.04
Suicide,San Mateo,2012-2014,Sex,NHPI-NH,173,2246000,7.704,7.099
Suicide,Stanislaus,2012-2014,ex,Total,163,1583000,10.3,10.54
Suicide,Plumas,2012-2014,ex,Total,13,59340,21.91,19.79
Suicide,Tehama,2012-2014,Sex,NHPI-NH,34,191300,17.77,15.42
Suicide,Placer,2012-2014,lSex,Total,132,1092000,12.08,10.77
Suicide,Kern,2012-2014,ex,Total,324,2604000,12.44,13.18
Suicide,Orange,2012-2014,Svex,Total,956,9333000,10.24,9.854
Suicide,Tulare,2012-2014,eSx,Total,131,1368000,9.577,10.26
Suicide,Merced,2012-2014,Sex,Asian-NH,69,795400,8.675,9.511
Suicide,Inyo,2012-2014,ex,Total,12,55780,21.51,16.16
Suicide,Tuolumne,2012-2014,eSx,Total,26,164600,15.79,14.2
Suicide,Butte,2012-2014,Sex,Hisp,107,667900,16.02,15.62
Suicide,Monterey,2012-2014,Spex,Total,119,1280000,9.296,9.289
Suicide,Mendocino,2012-2014,Sex,Hisp,62,264600,23.43,23.98
Suicide,Sacramento,2012-2014,rSex,Total,592,4375000,13.53,13.32
Suicide,Ventura,2012-2014,Sex,Black-NH,292,2527000,11.55,11.18
Suicie,Amador,2012-2014,Seqx,Total,38,112800,33.7,27.63
uSicide,Yolo,2012-2014,jSex,Total,51,623400,8.18,8.515
Suicide,San Francisco,2012-2014,Sx,Total,204,2530000,8.063,7.299
Suicide,San Bernardino,2012-2014,Sxe,Total,610,6282000,9.711,10.14
Suicide,San Diego,2012-2014,Sex,Asian-NH,1238,9632000,12.85,12.54
Suicide,San Joaquin,2012-2014,Sxe,Total,228,2123000,10.74,11.16
Suicide,Del Norte,012-2014,Sezx,Total,20,82770,24.16,22.69
Suicide,Humboldt,2012-2014,Sex,Hisp,105,404500,25.96,24.72
Suicide,iKngs,2012-2014,Sex,Hisp,41,449700,9.118,10.01
Suicide,Santa Barbara,2012-2014,Sex,NHPI-NH,149,1306000,11.41,11.08
Suicide,Mariposa,2012-2014,Snex,Total,16,54500,29.36,32.32
Suicide,Calaveras,2012-2014,Sex,White-NH,31,135400,22.89,19.99
Suicide,Fresno,2012-2014,Sex,AIAN-NH,273,2880000,9.481,10.18
Suicide,Contra Costa,2012-2014,Seax,Total,318,3268000,9.73,9.341
Suicide,Los Angeles,2012-2014,Sex,Asian-NH,2327,30170000,7.713,7.52
Suicide,Solano,2012-2014,Sex,NHPI-NH,149,1264000,11.79,11.17
Suicide,Santa Cruz,2012-2014,Sxe,Total,120,809800,14.82,14.59
Suicide,Sonoma,2012-2014,Sex,White-NH,196,1482000,13.22,11.79
Suicide,Contra Costa,2015-2017,Sex,Asian-NH,87,1733000,5.021,4.779
Spuicide,San Bernardino,2015-2017,eSx,Female,150,3243000,4.626,4.691
Suicide,Shasta,2015-2017,Sex,AIAN-NH,31,272400,11.38,10.24
Suicide,Humboldt,2015-2017,lSex,Female,26,203300,12.79,12.52
Suicide,Merced,2015-2017,Sxe,Female,22,405600,5.424,5.81
Suicide,Tulare,2015-2017,Sex,AIAN-NH,30,701100,4.279,4.483
Suicide,Madera,2015-2017,Sex,White-NH,11,241500,4.556,4.458
Suicide,Placer,2015-2017,eSx,Female,35,574300,6.094,5.753
Suicide,Solano,2015-2017,Sex,Black-NH,35,654200,5.35,5.041
Suicide,Sacramento,2015-2017,Sex,White-NH,136,2301000,5.911,5.643
Suicied,Frenso,2015-2017,Sex,AIAN-NH,61,1485000,4.108,4.354
Suicide,San Francisco,2015-2017,Seax,Female,84,1290000,6.511,5.374
Suicide,Yolo,2015-2017,hSex,Female,15,333200,4.502,4.502
Suicide,San Luis Obispo,2015-2017,Sex,Asian-NH,44,409100,10.76,9.017
Suicide,Orange,2015-2017,Sex,Hisp,236,4809000,4.907,4.589
Suicide,Nevada,2015-2017,Sex,AIAN-NH,13,149300,8.707,6.621
Suicide,Santa Cruz,2015-2017,Sex,Hisp,46,414400,11.1,10.03
Suicide,Santa Clara,2015-2017,eSx,Female,92,2874000,3.201,3.089
Suicide,Marin,2015-2017,Sex,White-NH,26,400300,6.495,4.715
Suicide,Santa Barbara,2015-2017,Sex,White-NH,53,667000,7.947,7.734
Suicide,Bute,2015-2017,Sx,Female,24,339900,7.062,6.719
Suicide,Kern,2015-2017,Sex,White-NH,83,1301000,6.381,6.501
Suicide,Monterey,2015-2017,Sex,Asian-NH,34,643500,5.284,5.124
Suicide,CALIFORNIA,2015-2017,Sex,AIAN-NH,2916,59330000,4.915,4.681
Suicide,Sonoma,2015-2017,Sex,Asian-NH,49,768100,6.379,5.519
Suicide,Lo Angeles,2015-2017,Sex,White-NH,539,15540000,3.469,3.317
Suicide,San Mateo,2015-2017,Sxe,Female,45,1170000,3.847,3.706
Suicjide,Imperial,2015-2017,Sex,White-NH,14,276700,5.06,5.423
Suicide,San Joaquin,2015-2017,Sx,Female,42,1110000,3.783,3.768
Suicide,Alameda,2015-2017,eSx,Female,116,2499000,4.641,4.277
Suicide,Lake,2015-2017,Sex,NHPI-NH,14,97800,14.31,11.31
Suicde,Ventura,2015-2017,Sex,Hisp,64,1288000,4.968,4.653
Siucide,Stanislaus,2015-2017,Sex,Asian-NH,38,824600,4.608,4.68
uicide,Riverside,2015-2017,Sex,White-NH,202,3561000,5.673,5.542
Suicide,San Diego,2015-2017,Sex,White-NH,305,4926000,6.192,5.931
Suicide,El Dorado,2015-2017,Sex,AIAN-NH,19,275000,6.908,5.689
Suicide,Santa Cruz,2015-2017,Sx,Male,90,414900,21.69,21.57
Suicide,Imperial,2015-2017,ex,Male,34,285200,11.92,12.85
Suicide,Butte,2015-2017,Sex,Asian-NH,104,336100,30.94,30.71
Suicide,Tulare,2015-2017,Sex,Hisp,118,703700,16.77,18.18
Suicide,Shasta,2015-2017,Sex,Asian-NH,104,262900,39.56,37.53
Suicide,San Francisco,2015-2017,Sxe,Male,225,1324000,17.0,15.16
Suicide,Marin,2015-2017,eSx,Male,93,389400,23.88,20.61
Suicide,Merced,2015-2017,ex,Male,63,412700,15.27,16.92
Suicide,Monterey,2015-2017,Sejx,Male,87,679300,12.81,13.06
Suicide,Kern,2015-2017,Sxe,Male,273,1369000,19.94,21.39
Suicide,Sonoma,2015-2017,Sex,Hisp,156,744400,20.96,19.16
Suicide,Solano,2015-2017,cSex,Male,113,648500,17.42,17.21
Suicide,Smtanislaus,2015-2017,Sex,White-NH,127,810500,15.67,16.21
Suicide,ake,2015-2017,ex,Male,45,97660,46.08,45.76
Suicide,Frenso,2015-2017,Sex,Black-NH,242,1484000,16.31,17.5
Suicide,Contra Costa,2015-2017,Sex,Black-NH,269,1657000,16.23,15.91
Suicide,San Bernardino,2015-2017,Sxe,Male,516,3203000,16.11,17.33
Suicide,Ventura,2015-2017,Sxe,Male,224,1277000,17.55,16.95
Suicide,CALIFORNIA,2015-2017,ex,Male,9642,58780000,16.4,16.2
Suicide,El Dorado,2015-2017,Saex,Male,79,277400,28.48,29.06
Suicide,Placer,201-52017,Sex,NHPI-NH,110,553500,19.87,18.18
Suicide,Alameda,2015-2017,Sxe,Male,326,2414000,13.51,13.17
Suicide,Los Angelexs,2015-2017,Stex,Male,1971,15170000,13.0,12.8
Suicide,Santa Clara,2015-2017,Sex,AIAN-NH,344,2924000,11.77,11.42
Suicide,Riverside,2015-2017,Sex,Black-NH,599,3525000,16.99,16.99
Suicide,Nevada,2015-2017,Sex,Hisp,48,146300,32.81,28.04
Suicide,Sacramento,2015-2017,Sex,AIAN-NH,454,2220000,20.45,20.54
Suicicde,Orange,2015-2017,Sex,White-NH,688,4735000,14.53,13.92
Suicide,San Mateo,2015-2017,ex,Male,133,1138000,11.69,11.18
Sucide,Yolo,2015-2017,ex,Male,64,316600,20.22,21.0
Suicide,San Diego,2015-2017,Sxe,Male,941,4978000,18.9,18.91
Suicide,Humboldt,2015-2017,Sex,Black-NH,66,204800,32.23,32.37
Suicide,Madera,2015-017,Sbex,Male,39,226500,17.22,18.54
Suicide,Santa Barbara,2015-2017,ex,Male,126,678000,18.58,18.09
Suicide,San Joaquin,2015-2017,Sex,Asian-NH,179,1106000,16.18,17.16
Suicide,San Luis Obispo,2015-2017,Sxe,Male,117,427500,27.37,24.01
Suicide,Yuba,2015-2017,ex,Total,41,228600,17.93,18.75
Suicide,Lake,2015-2017,ex,Total,59,195500,30.18,28.78
Suicide,Tuolumne,2015-2017,Sex,White-NH,42,163000,25.77,18.87
