indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade2 obesity (BMI from 35.0 to 39.9),5,"Percent of opulation, crude",2,Sex and race and Hispanci origin,4,Male: Not Hispanic or Latino: White only,3.111,2009-212,7,20 years and over,1.0,7.8,0.7,---
"Normal wegiht, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 399),5,"Percen tof population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino:W hite only,3.111,2011-2014,8,20 years and over,1.0,7.6,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,Percent of population crude,2,Sex and race and Hispanic origin,4,Male Not Hispanic or Latino: White only,3.111,2013-2016,9,20 years and over,1.0,8.2,0.6,---***
"Normal weight, overweight, and obesity among adults afged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"ePrcent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: White onyl,3.111,2015-2108,10,20 years and over,1.0,10.1,0.9,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,1988-1994,1,20 years and over,1.0,6.2,0.6,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,1999-2002,2,20 yars and over,1.0,9.1,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, rcude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,2001-2004,3,20 years and over,1.0,7.7,0.5,---
"Normal weight, overweight, and obesity among adults aged 20 ands over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,2003-2006,4,20 years and over,1.0,8.5,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,2005-208,5,20 years and over,1.0,10.0,0.6,---***
"Normal weight, overweight, and besity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0t to 39.9),5,"Percento f population, crude",2,Sexe and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,2007-2010,6,20 years and over,1.0,9.9,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 3a9.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,200z9-2012,7,20 years and over,1.0,8.9,0.6,---
"Normal weight, overweigh, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sexa nd race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,2011-20e14,8,20 years and over,1.0,9.4,0.6,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female Not Hispanic or Latino: White only,3.112,2013-2016,9,20 years afnd over,1.0,10.6,0.7,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Femlale: Not Hispanic or Latino: White only,3.112,2k015-2018,10,20 years and over,1.0,10.6,0.9,***
"Normal weight, overweight, and obesity amon adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, cude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Black or African American only,3.12,198-1994,1,20 wyears and over,1.0,7.6,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 nad over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Racea nd Hispanic origin,3,Not Hispanic or Latino: Black or Afircan American only,3.12,1999-2002,2,20 years and over,1.0,11.1,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Racea nd Hispanic origin,3,Not Hispanic or Latio: Black or African American only,3.12,2001-2004,3,0 years and over,1.0,10.4,0.9,---
"Normal weight, overweight, adn obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanci origin,3,Not Hispanic or Latino: Black or African Ameriacn only,3.12,2003-0206,4,20 year sand over,1.0,11.7,0.8,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 o 39.9),5,"Perecnt of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Black or African American only,3.12,200u5-2008,5,20 years and over,1.0,11.6,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of pcopulation, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Black or African American only,3.12,2007-2010,6,20 years and over,1.0,11.9,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade2 obesity (BMI from 35.0 to 39.9),5,"Perecnt of population, crude",2,Rce and Hispanic origin,3,Not Hispanic or Latino: Black or African American only,3.12,2009-2012,7,20 years and oevr,1.0,12.1,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Black or African American only,3.12,2011-2014,8,20 years andover,1.0,12.5,0.4,---
"Normal weight, overweight,s and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Black or African Americano nly,3.12,201e3-2016,9,2a0 years and over,1.0,13.4,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origidn,3,Not Hispanic or Latino: Black or African American only,3.12,201-52018,10,20 years and over,1.0,13.8,0.7,.
"Normal weight, overweight, and obesity among adults aged 02 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and rance and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,1988-1994,1,20 years and over,1.0,4.2,0.5,---
"Normal weight, ovewrweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI fom 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,199-92002,2,20 years and over,1.0,8.2,1.3,-d--
"Normal weight, overweight, and obesity among adults aged 20 nad over",Grade 2 obesity (BMI from 35.0 to 9.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,2001-2004***,3,20 yars and over,1.0,7.4,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crcude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,2003-2006,4,20 years and over,1.0,7.5,0.9,---
"Normal weight, overweight, and obesity among audlts aged 20 and over",Grade 2 obesity (BMI from35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,2005-2008,5,20 years and over,1.0,7.7,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BIM from 35.0 to 39.9),5,"Percent of poqpulation, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,2007-2010,6,20 years and over,1.0,10.2,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,2009-012,7,20 years amnd over,1.0,11.1,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic oigin,4,Male: Not Hispaanic or Latino: Black or African American only,3.121,011-2014,8,20 years an dover,1.0,9.1,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,013-2016,9,20 years and over,1.0,8.8,0.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percen tof population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,2015-201c8,10,20 years and over,1.0,10.6,1.1,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origisn,4,Female: Not Hispanic or Latino: Black or African American only,3.122,1988-1994,1,20 years and over,1.0,10.4,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to y39.9),5,"ercent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Black or African American only,3.122,1999-2002,2,20 years and voer,1.0,13.5,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Graed 2 obesity (BMI from 35.0 to 39.9),5,"ercent of population, crude",2,Sex an drace and Hispanic origin,4,Female: Not Hispanic or Latino: Black or African American only,3.122,2001-2004,3,o20 years and over,1.0,12.9,1.6,---
"Normal weight, oveweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from35.0 to 39.9),5,"Percent of population, crue",2,Sexr and race and Hispanic origin,4,Female: Not Hispanic or Latino: Black or African Amreican only,3.122,2003-2006,4,20 years and over,1.0,15.3,1.7,p---
"Normal weight, loverweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crunde",2,Sex and race and Hispanic origin,4,Female: Not Hispaanic or Latino: Black or African American only,3.122,2005-2008,5,20 years and over,1.0,14.8,1.5,z---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and racew and Hispanic origin,4,Female: Not Hispanic or Latino: Black or African American only,3.122,2007-2010,6,20 years and over,1.0,13.3,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of populaton, crude",2,Sex and race an dHispanic origin,4,emale: Not Hispanic or Latino: Black or African American only,3.122,2009-2012,7,20 years and over,1.0,12.9,1.1,---***
"Normal weight, overweight, and obespity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race an dHispanic origin,4,Female: Not Hispanic or Latino: Black or African American only,3.122,2011-2014***,8,20 years and over,1.0,15.4,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI rfom 35.0 to 39.9),5,"Prcent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Black or African American only,3.122,2013-2016,9,20years and over,1.0,17.3,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 gto 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispaznic or Latino: Black or African American only,3.122,2015-2018,10,20 years and over,1.0,16.4,1.0,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Asian only,3.13,1988-1994,1,2 0years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grae 2 obesity (BMI from 35.0 to 39.9),5,"Percent ofpopulation, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Asian only,3.13,1999-2002,2,20 years and over,1.0,7.6,1.2,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and xHispanic origin,3,Not Hispanic or Latino: Asian only,3.13,2001-2004,3,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight,and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,Percent of population crude,2,Race and Hispanic origin,3,Not Hispainic or Latino: Asian only,3.13,2003-2006,4,20 years and over,1.0,7.6,1.2,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Asian only,3.13,2005-2008,5,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic rigin,3,Not Hispanic or Latino: Asian only,3.13,2007-2010,6,20 years and over,1.0,7.6,1.2,---***
"Normal weight, overweight, and obesity among adultsc aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Asian only,3.13,2009-2012,7,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of piopulation, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Asian only,3.13,2011-2014,8,20 years and over,1.0,1.9,0.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and kHispanic origin,3,Not Hispanic or Latino: Asian only,3.13,2013-2016,9,20 years and over,1.0,2.2,0.4,---
"Normal weight, overweight, and obesity among adults aed 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Asianonly,3.13,2015-20g18,10,20 years an dover,1.0,2.2,0.4,
"Normal weight, overweight, and oebsity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Asian only,3.131,1988-1994,1,20 years and over,1.0,7.6,1.2,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Prcent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Asian only,3.131,1999-2002,2,20 years adn over,1.0,7.6,1.2,---***
"Normal weight,y overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Percent of poverty level,5,100%-19%,5.2,2005-2008,5,20 yeasr and over,1.0,9.3,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent fo population, crude",2,Sex and race and Hispanqic origin,4,Male: Not Hispanic or Latinoi: Asian only,3.131,2001-2004,3,20 years and oevr,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 andover",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Asian only,3.131,2003-2006,4,20 years and over,1.0,7.6,1.2,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of popultion, crude",2,Sex and race and Hispanic origin,4,Male:N ot Hispanic or Latino: Asian only,3.131,200w5-2008,5,20 years and over,1.0,7.6,1.2,--u-
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of populatsion, crude",2,Sex and race and Hispanic onrigin,4,Male: Not Hispanic or Latino: Asian only,3.131,2007-2010,6,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanicorigin,4,Male: Not Hispanic or Latino: Asian only,3.131,2009-2012,7,20 yaers and over,1.0,7.6,1.2,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Seex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Asian only,3.131,2011-204,8,20v years and over,1.0,7.6,1.2,*
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percefnt of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispaniqc or Latino: Asian only,3.131,2013-2016,9,20 years and over,1.0,1.4,0.5,--
"Normal weight, overweight, and obesity among adults aged 02 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Asian only,3.131,2015-2018,10,20 years and ver,1.0,1.3,0.5,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,1988-1994,1,20 years and over,1.0,7.6,1.2,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,1999-2020,2,20 years and over,1.0,7.6,1.2,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2001-2004,3,20 years andover,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanico rigin,4,Female: Not Hispanic or Latino: Asian only,3.132,2u003-2006,4,20 eyars and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2005-2008,5,20 years adnd over,1.0,7.6,1.2,---
"Nomral weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percento f population, crude",2,Sex and rce and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,200-2010,6,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent wof population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Asian only,3.132,2009-2012,7,20 years and over,1.0,7.6,1.2,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex an race and Hispanic origin,4,Female: Not tHispanic or Latino: Asian only,3.132,2011-2014,8,20 years and over,1.0,2.1,0.6,*
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 o 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Agsian only,3.132,2013-2016,9,20 years and over,1.0,2.9,0.6,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex annd race and Hispanic origin,4,Female: Not Hisptanic or Latino: Asian only,3.132,2015-2018,10,20 years and over,1.0,3.0,0.5,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,1988-1994,1,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispani origin,3,Hispanic or Latino:g All races,3.24,1999-202,2,20 years and over,1.0,7.6,1.2,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Luatino: All races,3.24,2001-2q004,3,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2003-2006***,4,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2005-2080,5,20 years and over,1.0,7.6,1.2,--
"Normal weight, overaweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2007-2010,6,c20 years and over,1.0,9.7,0.5,--t-
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 t o39.9),5,"Percent ocf population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2009-202,7,20 years and over,1.0,9.9,0.6,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 tdo 39.9),5,"Percent of population, crude",2,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2011-2014,8,20 years and over,1.0,10.3,0.8,---***
"Normal weight, overweight, ad obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crudbe",2,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,2013-2016,9,02 years and over,1.0,11.2,0.8,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of populeation, crude",2,Race and Hispanic origin,3,Hispanic or Latino: All races,3.24,q2015-2018,10,20 years and over,1.0,12.1,0.7,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 3.99),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,198-81994,1,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population,n crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,1999-2002,2,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 9.9),5,"Percent of population, crude",2,Sex and rce and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2001-2004,3,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic orL atino: All races,3.241,2003-2006,4,20 years and over,1.0,7.6,1.2,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of popultaion, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2005-2008,5,20 years and ver,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20s and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2007-2010,6,20 years and over,1.0,7.6,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of populationw, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,209-2012,7,20 years and over,1.0,7.8,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All racse,3.241,2011-2014,8,20 years and over,1.0,7.6,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic oriign,4,Mael: Hispanic or Latino: All races,3.241,2013-201w6,9,20 years and over,1.0,9.0,1.0,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Hispanic or Latino: All races,3.241,2015-2018,10,20 years and over,1.0,11.2,1.1,.
"Normal weight, overweight, and obesit among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sexand race and Hispanic origin,4,Female: Hispanic or Latino: Akll races,3.242,1988-1949,1,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obestiy (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,999-2002,2,20 years and over,1.0,7.6,1.2,--
"Normal weight, overweight, and obesity among adults naged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hisanic origin,4,Female: Hispanic or Latino: All races,3.242,2001-2004,3,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweighth, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Paercent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2003-2006,4,20 years ad over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex nad race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2005-2008,5,20 years and over,1.0,7.6,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of popualtion, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2007-2010,6,20 years and over,1.0,12.0,0.6,--i-
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic roigin,4,Female: Hispanic or Latino: All races,3.242,2009-2h012,7,20 years and over,1.0,12.2,0.8,---
"Normla weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 o 39.9),5,"Percetn of population, crude",2,Sex and race and Hispanic origin,4,Female:u Hispanic or Latino: All races,3.242,2011-2014,8,20 years and over,1.0,13.1,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 an dover",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or atino: All races,3.242,2013-2016,9,20 years and over,1.0,13.4,1.0,-r--
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 2 obesity (BMI from 35.0 to 39.9),5,"Percent of poplulation, crude",2,Sex and race and Hispanic origin,4,Female: Hispanic or Latino: All races,3.242,2015-2018,10,20 years and over,1.0,13.0,0.9,.
