OBJECTID,County,FDID,MACSID,Name,Address,City,Zip,FireChief,Phone,Notes,LastUpdated,Website,CALFIREUnit,SHAPE_Length,SHAPE_Area
662,SANTA BARBARA,42040,SMR,SANTA MARIA FD,314 WEST COOK ST #8,SANTA MARIA,93458,TODD TUGGLE,(805) 925‐0951,,2022/02/14 00:00:00+00,https://www.cityofsantamaria.org/city-government/departments/fire-services,SBC,71542.884889595,60752624.7373429
663,FRESNO,10055,BLD,BALD MOUNTAIN VFD,41967 AUBERRY RD,AUBERRY,93602,CAM DONNAHOO,(559) 855‐8443,,2022/02/14 00:00:00+00,,FKU,28991.8336395368,36333792.4752477
664,FRESNO,10010,CLG,COALINGA FD,300 W ELM AVE,COALINGA,93210,GREG DUPUIS,(559) 935‐1652,,2022/02/14 00:00:00+00,https://www.coalinga.com/213/Fire,FKU,45967.8343843918,16760881.5406431
665,FRESNO,10020,FRB,FIREBAUGH CITY FD,1575 11TH ST,FIREBAUGH,93622,JOHN BORBOA,(559) 659‐2061,,2022/02/14 00:00:00+00,https://firebaugh.org/firebaugh-fire-department/,FKU,26244.9365419373,9460404.95106171
666,FRESNO,10090,SAN,SANGER FD,1700 7TH ST,SANGER,93657,GREG TARASCOU,(559) 875‐6568,,2022/02/14 00:00:00+00,https://www.ci.sanger.ca.us/171/Fire-Department,FKU,24593.0951981448,14764666.2087086
667,FRESNO,10095,SLM,SELMA FD,1711 TUCKER STREET,SELMA,93662,ROBERT PETERSEN,(559) 891‐2211,,2022/02/14 00:00:00+00,https://www.cityofselma.com/departments/fire/index.php,FKU,26704.0245718804,13288113.8560602
668,FRESNO,10040,NCN,NORTH CENTRAL FPD,15850 W. KEARNEY BLVD.,KERMAN,93630,TIMOTHY V. HENRY,(559) 878‐4530,,2022/02/14 00:00:00+00,https://www.northcentralfire.org/,FKU,188219.27894403,543785889.772629
670,FRESNO,10080,REE,REEDLEY FD,1060 D ST,REEDLEY,93654,JERRY ISAAK,(559) 637‐4230,,2022/02/14 00:00:00+00,https://reedley.ca.gov/fire-department/,FKU,33559.2607165412,13194445.8003677
671,FRESNO,10045,KNG,KINGSBURG FD,PO BOX 2,KINGSBURG,93631,DANIEL C. PERKINS,(559) 897‐5457,,2022/02/14 00:00:00+00,https://www.cityofkingsburg-ca.gov/162/Fire-Department,FKU,21034.9597688891,7333203.43519229
672,FRESNO,10050,LAT,LATON VFD,PO BOX 447,LATON,93242,SETH DEWEY,(559) 381‐1063,,2022/02/14 00:00:00+00,,FKU,6081.99504289611,1982557.13366413
673,FRESNO,10005,CLV,CLOVIS FD,1233 FIFTH STREET,CLOVIS,93612,JOHN BINASKI,(559) 324‐2200,,2022/02/14 00:00:00+00,https://cityofclovis.com/fire/,FKU,76820.0875537774,66654746.5562649
674,FRESNO,10555,FKU,CDF‐FRESNO COUNTY,210 S ACADEMY AVE,SANGER,93657,DUSTIN HAIL,(559) 485‐7500,,2022/02/14 00:00:00+00,https://www.fresnocountyfire.org/,FKU,1076199.07180014,6550600334.48567
675,ORANGE,30045,LAB,LAGUNA BEACH FD,505 FOREST AVE,LAGUNA BEACH,92651,NIKO KING,(949) 497‐0784,,2022/02/14 00:00:00+00,https://www.lagunabeachcity.net/government/departments/fire,ORC,42528.825096903,25874183.2045867
676,SANTA BARBARA,42025,STB,SANTA BARBARA CITY FD,925 CHAPALA ST,SANTA BARBARA,93101,CHRIS MAILES,(805) 965‐5254,,2022/02/14 00:00:00+00,https://www.santabarbaraca.gov/gov/depts/fire/default.asp,SBC,81431.3484237009,50565869.7698125
677,ORANGE,30070,PLA,PLACENTIA FLS,401 E CHAPMAN AVE,PLACENTIA,92870,JASON DOBINE,(714) 854‐9827,,2022/02/14 00:00:00+00,https://www.placentia.org/24/Fire,ORC,34359.2801668134,17456744.2496276
678,SANTA BARBARA,42015,LMP,LOMPOC FD,115 SOUTH G ST,LOMPOC,93436,BRIAN FALLON,(805) 736‐4513,,2022/02/14 00:00:00+00,https://www.cityoflompoc.com/government/departments/fire-services,SBC,38950.29118448,30259206.0640278
679,ORANGE,30060,ORG,ORANGE FD,176 S GRAND ST,ORANGE,92866,SEAN DEMETROPOLIS,(714) 288‐2501,,2022/02/15 00:00:00+00,https://www.cityoforange.org/our-city/departments/fire,ORC,102802.952896363,67575948.1028624
681,SISKIYOU,47045,BTE,BUTTE VALLEY FPD,P.O. BOX 103,MACDOEL,96058,DANNY VANDERBOEGH,(530) 398‐4332,,2022/02/22 00:00:00+00,https://buttevalleyfire.org/,SKU,76065.5205449768,155002428.294061
682,SISKIYOU,47054,COC,COPCO LAKE FPD,27805 COPCO RD,MONTAGUE,96064,HERMAN SPANNAUS,(530) 459‐3411,,2022/02/22 00:00:00+00,,SKU,54949.1358082759,21160993.807194
683,SISKIYOU,47010,DUN,DUNSMUIR FD,5915 DUNSMUIR AVE,DUNSMUIR,96025,DAN PADILLA,(530) 235‐2551,,2022/02/22 00:00:00+00,http://www.ci.dunsmuir.ca.us/fire-department,SKU,30497.1532417773,19570589.4882801
684,SISKIYOU,47030,GAZ,GAZELLE FD,PO BOX 2,GAZELLE,96034,JIM MCDONALD,(530) 435‐2331,,2022/02/22 00:00:00+00,,SKU,61513.4050046484,220832060.452028
685,SISKIYOU,47095,GND,GRENADA FPD,PO BOX 214,GRENADA,96038,BILL HAARS,(530) 436‐2381,,2022/02/22 00:00:00+00,,SKU,30611.5326777787,38839087.3623071
686,SISKIYOU,47035,HAP,HAPPY CAMP FPD,PO BOX 596,HAPPY CAMP,96039,ROBERT SEAMAN,(530) 493‐2643,,2022/02/22 00:00:00+00,,SKU,23149.6468977563,14697491.2309694
687,SISKIYOU,47040,HOR,HORNBROOK FPD,PO BOX 48,HORNBROOK,96044,FRANK BUTTAM,(530) 475‐3582,,2022/02/22 00:00:00+00,https://www.hornbrookfireprotectiondistrict.com/,SKU,19111.0978125763,15346732.0752138
688,SISKIYOU,47048,MTN,MAYTEN FIRE DISTRICT,7427 HWY A 12,MONTAGUE,96064,DICK SOLUS,(530) 459‐3296,,2022/02/22 00:00:00+00,,SKU,53244.0033310562,152386275.103004
689,SISKIYOU,47065,MSH,MT SHASTA FPD,600 MICHELLE DRIVE,MT SHASTA,96067,RICK JOYCE,(530) 926‐0702,,2022/02/22 00:00:00+00,http://www.mshfiredistrict.us/,SKU,65843.980510801,40757288.4810245
690,SISKIYOU,47120,SVF,SCOTT VALLEY FPD,PO BOX 130,GREENVIEW,96037,BEN AUSTIN,(530) 468‐2170,,2022/02/22 00:00:00+00,https://www.scottvalleyfire.com/,SKU,369050.438724177,546657653.528379
691,SISKIYOU,47115,SYR,SOUTH YREKA FPD,3420 EASY ST,YREKA,96097,BERNIE PAUL,(530) 842‐1477,,2022/02/22 00:00:00+00,,SKU,55300.3375624831,20117299.1759125
692,SISKIYOU,47005,DOR,DORRIS VFD,PO BOX 768,DORRIS,96023,WAYNE FROST,(530) 397‐2121,,2022/02/22 00:00:00+00,https://www.dorrisca.us/departments/fire-department/,SKU,7803.74717914567,1894574.7084545
693,SISKIYOU,47020,ETN,ETNA FD,PO BOX 360,ETNA,96027,LARRY HICKS,(530) 467‐5256,,2022/02/22 00:00:00+00,https://www.etnaca.com/fire,SKU,8462.65304148673,1947501.21745962
694,SISKIYOU,47025,FTJ,FORT JONES FD,PO BOX 597,FORT JONES,96032,JOSEPH HESS,(530) 468‐2261,,2022/02/22 00:00:00+00,https://www.fortjonesfire.org/,SKU,10482.9070160775,1605137.11936009
695,SISKIYOU,47055,MTF,MONTAGUE FPD,PO BOX 281,MONTAGUE,96064,ROGER MARTIN,(530) 459‐5343,,2022/02/22 00:00:00+00,https://cityofmontagueca.com/fire-department-2,SKU,94561.5236260371,218082840.916949
696,SISKIYOU,47060,MTS,MT SHASTA CITY FD,305 N MT SHASTA BLVD,MT SHASTA,96067,MATT MELO,(530) 926‐7546,,2022/02/22 00:00:00+00,https://mtshastaca.gov/fire/,SKU,26940.0144310591,9373273.76607661
697,SISKIYOU,47080,WED,WEED VFD,PO BOX 470,WEED,96094,STEVE DUNCAN,(530) 938‐5030,,2022/02/22 00:00:00+00,https://ci.weed.ca.us/fire,SKU,27127.8247254433,12471872.7130477
698,SISKIYOU,47085,YRE,YREKA VFD,P.O. BOX 1726,YREKA,96097,BJ LAUSTALOT,(530) 841‐2383,,2022/02/22 00:00:00+00,,SKU,48256.9611316665,26045059.2227584
699,SISKIYOU,,,SALMON RIVER,,,,,,,2022/02/22 00:00:00+00,,SKU,248028.637264388,423670979.140096
700,SISKIYOU,47043,,KLAMATH RIVER HC,30330 WALKER RD,KLAMATH RIVER,96050,JANET JONES,(530) 526‐2568,,2022/02/22 00:00:00+00,,SKU,151517.833617528,246646734.514797
701,SISKIYOU,,,HILT,,,,,,,2022/02/22 00:00:00+00,,SKU,41829.9786770086,62580762.885121
702,SISKIYOU,47070,SEI,SEIAD VALLEY FIRE CO,PO BOX 504,SEIAD VALLEY,96086,RICK JONES,(530) 496‐3512,,2022/02/22 00:00:00+00,,SKU,59187.2866872132,41157278.7228243
703,SISKIYOU,47100,PVF,PLEASANT VALLEY FC,2543 DURHAM RD,DORRIS,96023,MICHAEL DAY,(530) 397‐2244,,2022/02/22 00:00:00+00,,SKU,28315.7994861138,33559350.3235024
704,SISKIYOU,47038,HMM,HAMMOND RANCH FIRE,8800 N. OLD STAGE RD.,WEED,96094,MARK G. DIBELKA,(530) 938‐4200,,2022/02/22 00:00:00+00,,SKU,49606.4658425181,75474618.6385301
705,SISKIYOU,47067,MSV,MOUNT SHASTA VISTA FC,13502 ROLAND DR,MONTAGUE,96064,JOHN CARLETON,,,2022/02/22 00:00:00+00,,SKU,89541.4265049727,77933901.2815225
706,SISKIYOU,,,MCCLOUD FIRE ZONE,,,,,,,2022/02/22 00:00:00+00,,SKU,93884.3675117341,308706822.622849
707,SISKIYOU,47910,LST,LAKE SHASTINA FD,16309 EVERHART DR,WEED,96094,STEVEN PAPPAS,(530) 938‐3161,,2022/02/22 00:00:00+00,https://lakeshastinafire.com/,SKU,38827.6428141804,10041305.8201631
708,SISKIYOU,47050,MCU,MCCLOUD FD,P.O. BOX 640,MCCLOUD,96057,DARRELL MILLER,(530) 964‐2017,,2022/02/22 00:00:00+00,,SKU,16987.7513955265,6963940.74165561
709,GLENN,11555,TGU,CDF‐GLENN COUNTY,604 ANTELOPE BLVD,RED BLUFF,96080,BOB FARIAS,(530) 529‐8548,Mutual aid agreements with California Department of Foresry and Fire Protection (CAL FIRE). CAL FIRE handles wildland fires in the State Responsibility Area.,2022/02/28 00:00:00+00,,TGU,282864.330206786,189438346.520688
710,GLENN,,,CAPAY VFD,810 FIFTH STREET,ORLAND,95963,,,Mutual aid agreements with California Department of Foresry and Fire Protection (CAL FIRE). CAL FIRE handles wildland fires in the State Responsibility Area.,2022/02/28 00:00:00+00,,TGU,24345.0742507649,26242408.0799296
711,GLENN,11035,ORD,ORD BEND FPD,RT 1 BOX 259,GLENN,95943,RONALD KEYAWA,(530) 826‐3345,Mutual aid agreements with California Department of Foresry and Fire Protection (CAL FIRE). CAL FIRE handles wildland fires in the State Responsibility Area.,2022/02/28 00:00:00+00,,TGU,42699.0765154791,36991146.6057986
712,GLENN,,,HAMILTON-BAYLISS,,,,,,Mutual aid agreements with California Department of Foresry and Fire Protection (CAL FIRE). CAL FIRE handles wildland fires in the State Responsibility Area.,2022/02/28 00:00:00+00,,TGU,57512.3743976694,65605966.7649686
713,GLENN,11025,GCF,GLENN‐CODORA FPD,PO BOX 165,GLENN,95943,MATTHEW LIMA,(530) 330‐6176,Mutual aid agreements with California Department of Foresry and Fire Protection (CAL FIRE). CAL FIRE handles wildland fires in the State Responsibility Area.,2022/02/28 00:00:00+00,,TGU,58762.7550008172,98475986.2575903
714,GLENN,,,GLENN-COLUSA,,,,,,Mutual aid agreements with California Department of Foresry and Fire Protection (CAL FIRE). CAL FIRE handles wildland fires in the State Responsibility Area.,2022/02/28 00:00:00+00,,TGU,62195.1360144047,178040842.076539
715,GLENN,11065,WLO,WILLOWS RURAL FPD,445 S BUTTE ST,WILLOWS,95988,ALEX PARISIO,(530) 934‐3323,Mutual aid agreements with California Department of Foresry and Fire Protection (CAL FIRE). CAL FIRE handles wildland fires in the State Responsibility Area.,2022/02/28 00:00:00+00,https://www.willowsruralfire.org/,TGU,94863.1534707314,204974983.861524
716,GLENN,11020,ELK,ELK CREEK FPD,PO BOX 112,ELK CREEK,95939,CRAIG DADO,(530) 968‐5306,Mutual aid agreements with California Department of Foresry and Fire Protection (CAL FIRE). CAL FIRE handles wildland fires in the State Responsibility Area.,2022/02/28 00:00:00+00,,TGU,97389.9405452954,370237927.616535
717,GLENN,,,BEAR VALLEY-INDIAN VALLEY,,,,,,Mutual aid agreements with California Department of Foresry and Fire Protection (CAL FIRE). CAL FIRE handles wildland fires in the State Responsibility Area.,2022/02/28 00:00:00+00,,TGU,53018.8546321486,145275372.105388
718,GLENN,11060,HAM,HAMILTON CITY FD,PO BOX 928,HAMILTON CITY,95951,DAN JAMES,(530) 826‐3355,Mutual aid agreements with California Department of Foresry and Fire Protection (CAL FIRE). CAL FIRE handles wildland fires in the State Responsibility Area.,2022/02/28 00:00:00+00,,TGU,51926.5790927858,97556638.929377
719,GLENN,11040,ORL,ORLAND FPD,810 FIFTH ST,ORLAND,95963,JUSTIN CHANEY,(530) 865‐1625,Mutual aid agreements with California Department of Foresry and Fire Protection (CAL FIRE). CAL FIRE handles wildland fires in the State Responsibility Area.,2022/02/28 00:00:00+00,https://www.orlandfire.org/,TGU,100191.793974594,334600678.172476
720,GLENN,11005,ART,ARTOIS FPD,PO BOX 158,ARTOIS,95913,RODNEY POZZI,(530) 934‐5351,Mutual aid agreements with California Department of Foresry and Fire Protection (CAL FIRE). CAL FIRE handles wildland fires in the State Responsibility Area.,2022/02/28 00:00:00+00,,TGU,84267.1762082558,276154108.849208
721,GLENN,11055,KAN,KANAWHA FPD,1709 COUNTY ROAD D,WILLOWS,95988,ROGER STEINHOFF,(530) 934‐2672,Mutual aid agreements with California Department of Foresry and Fire Protection (CAL FIRE). CAL FIRE handles wildland fires in the State Responsibility Area.,2022/02/28 00:00:00+00,,TGU,125759.205729413,500085046.740713
722,TEHAMA,52020,RBU,RED BLUFF FD,555 WASHINGTON ST,RED BLUFF,96080,MICHAEL BACHMEYER,(530) 527‐1126,,2022/02/28 00:00:00+00,http://www.rbfd.org/,TGU,56081.8560984311,19899729.3482465
723,ORANGE,30030,FUL,FULLERTON FD,312 E COMMONWEALTH AVE,FULLERTON,92832,ADAM LOESER,(714) 738‐6500,,2022/03/09 00:00:00+00,https://www.cityoffullerton.com/government/departments/fire?locale=en,ORC,50426.670115393,58136355.8113335
724,ORANGE,30025,FVY,FOUNTAIN VALLEY FD,10200 SLATER AVE,FOUNTAIN VALLEY,92708,RON COOKSTON,(714) 593‐4436,,2022/03/09 00:00:00+00,https://www.fountainvalley.org/240/Fire-Department,ORC,21865.8128552573,23478685.1212041
726,HUMBOLDT,12120,TRN,TRINIDAD VFD,PO BOX 390,TRINIDAD,95570,TOM MARQUETTE,(707) 677‐0224,,2022/03/14 00:00:00+00,https://trinidad.ca.gov/volunteer-fire-department-0,HUU,8177.45827656757,1672647.42891805
727,HUMBOLDT,12045,HUM,HUMBOLDT BAY FIRE JPA,533 C STREET,EUREKA,95501,SEAN ROBERTSON,(707) 441‐4000,,2022/03/14 00:00:00+00,https://www.hbfire.org/,HUU,72024.0956341828,130760938.598993
728,HUMBOLDT,12090,PET,PETROLIA VFD,PO BOX 169,PETROLIA,95558,TRAVIS HOWE,(707) 629‐3558,,2022/03/14 00:00:00+00,https://www.petroliafire.org/,HUU,50224.9682454075,29492406.186794
729,HUMBOLDT,12100,RIO,RIO DELL FPD,50 W CENTER ST,RIO DELL,95562,SHANE WILSON,(707) 764‐3329,,2022/03/14 00:00:00+00,https://cityofriodell.ca.gov/rio-dell-volunteer-fire-department,HUU,120420.705953472,60423058.9398235
730,HUMBOLDT,12060,FRT,FORTUNA FPD,320 S FORTUNA BLVD,FORTUNA,95540,RUS BROWN,(707) 725‐5021,,2022/03/14 00:00:00+00,https://fortunafire.com/,HUU,60095.8020007888,75761849.5919551
731,HUMBOLDT,12075,LOL,LOLETA FPD,PO BOX 766,LOLETA,95551,JEFF ROBISON,(707) 733‐5407,,2022/03/14 00:00:00+00,,HUU,58422.0964196915,124256838.103336
732,HUMBOLDT,12055,FEN,FERNDALE FPD,PO BOX 485,FERNDALE,95536,DANIEL DEL BIAGGIO,(707) 786‐9909,,2022/03/14 00:00:00+00,https://www.ferndalefire.org/,HUU,53436.9444867496,117610851.791666
733,HUMBOLDT,12035,CAR,CARLOTTA CSD,PO BOX 33,CARLOTTA,95528,JOHN CHURCH,(707) 768‐1714,,2022/03/14 00:00:00+00,,HUU,35355.8162816243,8478626.53748559
734,HUMBOLDT,,,RUTH LAKE CSD,,,,,,,2022/03/14 00:00:00+00,https://www.ruthlakecsd.org/,HUU,39393.5421260046,70893112.6525787
735,HUMBOLDT,12135,WCR,WILLOW CREEK VPD,PO BOX 51,WILLOW CREEK,95573,SAMANTHA SMITH,(530) 629‐2229,,2022/03/14 00:00:00+00,,HUU,35327.1488518306,16901070.6571118
736,HUMBOLDT,12085,ORK,ORICK VFD,101 SWAN RD,ORICK,95555,JAMES SIMMONS,(707) 834‐6162,,2022/03/14 00:00:00+00,,HUU,14968.3516170859,7324571.98880428
737,HUMBOLDT,12190,,HUMBOLDT CSA #4,923 PATRICKS POINT DRIVE,TRINIDAD,95570,KURT MCCRAY,(707) 726‐1209,,2022/03/14 00:00:00+00,,HUU,101555.772674649,73728283.6079401
738,HUMBOLDT,12140,ARF,ARCATA FPD,2149 CENTRAL AVE,MCKINLEYVILLE,95519,JUSTIN MCDONALD,(707) 825‐2000,,2022/03/14 00:00:00+00,https://www.arcatafire.org/,HUU,82290.8149119391,159031706.576017
739,HUMBOLDT,12020,FBR,FIELDBROOK FD,4584 FIELDBROOK RD,FIELDBROOK,95519,CHRIS APPLETON,(707) 839‐0937,,2022/03/14 00:00:00+00,https://fieldbrookglendalecsd.specialdistrict.org/fieldbrook-volunteer-fire-department,HUU,32206.832701279,37587695.834316
740,HUMBOLDT,12145,MIR,MIRANDA VFD,PO BOX 160,MIRANDA,95553,ROBERT RICHARDSON,(707) 223‐3246,,2022/03/14 00:00:00+00,,HUU,4978.14993823995,1269501.15926326
741,HUMBOLDT,12080,MYR,MYERS FLAT FPD,PO BOX 131,MYERS FLAT,95554,TOM MULDER,(707) 350‐3813,,2022/03/14 00:00:00+00,,HUU,6176.08157428328,1822350.59918394
742,HUMBOLDT,12130,WHT,WHITETHORN VFD,PO BOX 485,WHITETHORN,95589,ROBERT PUNO,(707) 986‐7561,,2022/03/14 00:00:00+00,,HUU,33219.0191197663,12091801.1415891
743,HUMBOLDT,12165,SHE,SHELTER COVE FD,9126 SHELTER COVE RD,WHITETHORN,95589,SAL GURRERI,(707) 986‐7507,,2022/03/14 00:00:00+00,http://sheltercove-ca.gov/fire/fire.htm,HUU,20323.192893852,11012619.8996521
744,SUTTER,51025,SBF,SUTTER BASIN FPD,PO BOX 134,ROBBINS,95676,MARTY CREEL,(530) 307‐0576,,2022/07/12 00:00:00+00,https://www.sutterbasinfireprotectiondistrict.com/,NEU,109981.544240371,328406225.88176
745,SUTTER,51015,MDN,MERIDIAN FD,PO BOX 298,MERIDIAN,95957,JASON COOPER,(530) 696‐2306,,2022/07/12 00:00:00+00,,NEU,92194.6586768926,236253964.47933
746,MONTEREY,27080,SEA,SEASIDE FD,1635 BROADWAY AVE,SEASIDE,93955,BRIAN DEMPSEY,(831) 899‐6790,,2022/06/16 00:00:00+00,https://www.delreyoaks.org/fire,BEU,12384.9293687891,2801629.92310345
747,YOLO,57090,YOL,YOLO FPD,PO BOX 466,YOLO,95697,DANIEL F TAFOYA JR.,(530) 662‐0566,,2019/12/12 00:00:00+00,https://www.yolofpd.org/,LNU,70533.3053211733,135604845.630645
748,YOLO,57095,ZAM,ZAMORA FPD,PO BOX 143,ZAMORA,95698,CHASE COVINGTON,(530) 662‐8892,,2019/12/12 00:00:00+00,https://zamorafire.specialdistrict.org/,LNU,60671.7886657897,136528513.66758
749,YOLO,57020,CBF,CLARKSBURG FD,PO BOX 513,CLARKSBURG,95612,JOHN AZEVEDO,(916) 744‐1700,,2019/12/12 00:00:00+00,https://clarksburgfire.specialdistrict.org/,LNU,56616.6546405706,140288736.325214
750,YOLO,57010,PAY,CAPAY VALLEY FPD,PO BOX 6,BROOKS,95606,DANNY GARRISON,(530) 796‐3300,,2019/12/12 00:00:00+00,https://cvfpd.specialdistrict.org/,LNU,111767.133392583,446620305.075279
751,YOLO,57040,DNN,DUNNIGAN FPD,PO BOX 213,DUNNIGAN,95937,DAVID M GARRISON,(530) 724‐3515,,2019/12/12 00:00:00+00,https://dunniganfire.com/,LNU,105724.015763932,284747438.736328
752,YOLO,57085,WOF,WILLOW OAK FPD,18111 COUNTY ROAD 94B,WOODLAND,95695,MARCUS KLINKHAMMER,(530) 662‐0781,,2019/12/12 00:00:00+00,http://www.willowoakfire.com/,LNU,46357.2312434528,87147128.4112762
753,YOLO,57055,MDS,MADISON FPD,PO BOX 12,MADISON,95653,PAUL GREEN,(530) 662‐5745,,2019/12/12 00:00:00+00,https://www.madison-fire.com/,LNU,85945.1599780636,171303261.100189
754,YOLO,57050,KNI,KNIGHTS LANDING VFD,PO BOX 578,KNIGHTS LANDING,95645,JEFF GILBERT,(530) 735‐6409,,2019/12/12 00:00:00+00,https://knightslandingfire.specialdistrict.org/,LNU,84864.6035137051,95853387.8168296
755,YOLO,57060,EHF,ELKHORN VFD,19396 COUNTY RD 124,WEST SACRAMENTO,95691,RICHARD YEUNG,(530) 371‐4541,,2019/12/12 00:00:00+00,,LNU,74790.4406457031,124289467.176515
756,YOLO,,,NO MANS LAND FPD,,,,,,"From Yolo LAFCo: Fire prevention and emergency medical services. Contracted through
 the City of Davis. ",2019/12/12 00:00:00+00,,LNU,56864.966652877,144232895.722735
757,YOLO,57025,DVS,CITY OF DAVIS FIRE DEPARTMENT,530 FIFTH ST,DAVIS,95616,DARYL C. ARBUTHNOTT,(530) 757‐5684,,2019/12/12 00:00:00+00,https://www.cityofdavis.org/city-hall/fire-department,LNU,33976.4691951842,26065085.9738263
758,YOLO,,,EAST DAVIS FPD,,,,,,From Yolo LAFCo: City of Davis provides service through contract,2019/12/12 00:00:00+00,https://eastdaviscfpd.wordpress.com/,LNU,63639.8140748584,117946546.208496
759,YOLO,57035,WPL,WEST PLAINFIELD FPD,24901 COUNTY RD 95,DAVIS,95616,CHERIE RITA,(530) 756‐0212,,2019/12/12 00:00:00+00,https://www.wpfd.net/,LNU,40854.4325693152,85884881.8497201
760,YOLO,57045,ESP,ESPARTO FPD,PO BOX 366,ESPARTO,95627,CURTIS LAWRENCE,(530) 787‐3300,,2019/12/12 00:00:00+00,https://www.espartofire.org/,LNU,80205.2554786286,194928185.259209
761,YOLO,57075,WDL,WOODLAND FD,1000 LINCOLN AVE,WOODLAND,95695,ERIC ZANE,(530) 661‐5860,,2019/12/12 00:00:00+00,https://www.cityofwoodland.org/192/Woodland-Fire-Department,LNU,47981.2282387332,41008119.2501434
762,YOLO,,,WINTERS FPD,,,,,,,2019/12/12 00:00:00+00,,LNU,81212.4878345833,204499511.312836
763,YOLO,57070,WFD,WINTERS FD,700 MAIN ST,WINTERS,95694,MATTHEW SCHECHLA,(530) 795‐4131,,2019/12/12 00:00:00+00,http://www.wintersfire.org/,LNU,19113.9148472597,6585119.38416317
764,YOLO,,,CSA #9 FPD,,,,,,"From Yolo LAFCo: CSA 9 exists as a “paper” district for tax purposes only. All services are contracted out
to various providers in the area.",2019/12/12 00:00:00+00,,LNU,13276.243073784,9960089.49742223
765,YOLO,57065,EYO,WEST SACRAMENTO FD,2040 LAKE WASHINGTON BLVD,WEST SACRAMENTO,95691,STEVE BINNS,(916) 617‐4600,,2019/12/12 00:00:00+00,https://www.cityofwestsacramento.org/government/departments/fire,LNU,36294.892607852,59585446.0407979
766,YOLO,,,SPRINGLAKE FPD,,,,,,From Springlake FPD Website: The Springlake Fire Protection District has agreements with City of Woodland Fire Department and the City of Davis Fire Department to provide fire protection services throughout the District.,2019/12/12 00:00:00+00,https://www.springlakefpd.org/,LNU,121231.244412987,132057736.190736
767,TRINITY,53568,,COFFEE CREEK VOLUNTEER FD,RT 2 BOX 3951,TRINITY CENTER,96091,RAY VASCONCELLOS,(530) 266‐3955,,2022/08/03 00:00:00+00,https://northtrinitylake.com/services/CCFPD.shtml,SHU,269190.319530456,320585026.670884
768,TRINITY,53001,DOU,DOUGLAS CITY VFD,PO BOX 10,DOUGLAS CITY,96024,JOHN HOLLAND,(530) 623‐3710,,2022/08/03 00:00:00+00,,SHU,75954.2041847609,57088137.1450043
769,TRINITY,53005,HYF,HAYFORK FD,PO BOX 613,HAYFORK,96041,DAVID LOEFFLER,(530) 628‐5126,,2022/08/03 00:00:00+00,http://www.hayforkfire.org/,SHU,103720.723127358,119940233.165958
770,TRINITY,53008,HYM,HYAMPOM FD,PO BOX 39,HYAMPOM,96046,MIKE BENTHIEN,(530) 628‐5755,,2022/08/03 00:00:00+00,,SHU,123037.840838015,551259797.184032
771,TRINITY,,,JUNCTION CITY FIRE PROTECTION DISTRICT,,,,,,,2022/08/03 00:00:00+00,https://www.trinitycounty.org/node/2424,SHU,110728.528845661,367596176.56963
772,TRINITY,53010,LEW,LEWISTON FD,PO BOX 164,LEWISTON,96052,MEL DEARDORFF,(530) 778‐3711,,2022/08/03 00:00:00+00,,SHU,81002.3416117363,38990449.8245092
773,TRINITY,53015,TCC,TRINITY CENTER FD,PO BOX 191,TRINITY CENTER,96091,SEAN O'HARA,(530) 266‐3378,,2022/08/03 00:00:00+00,http://northtrinitylake.com/fire/TCVFD.shtml,SHU,80763.128123437,75788967.7314317
774,TRINITY,53020,WEA,WEAVERVILLE FIRE DISTRICT,PO BOX 447,WEAVERVILLE,96093,TODD CORBETT,(530) 623‐6156,,2022/08/03 00:00:00+00,https://www.wfdca.org/,SHU,22429.9954164899,16494793.0703391
775,TRINITY,53012,PMT,POST MOUNTAIN VFD,PO BOX 1026,HAYFORK,96041,TIM SPIERSCH,(530) 628‐5198,,2022/08/03 00:00:00+00,,SHU,78360.085276379,310955843.210258
776,LOS ANGELES,19015,AVA,CITY OF AVALON FD,PO BOX 707,AVALON,90704,STEVEN HOEFS,(310) 510‐0203,,2018/06/21 00:00:00+00,http://www.cityofavalon.com/content/3182/3207/default.aspx,LAC,17571.4326464723,7638051.41511732
777,PLACER,,,UNKNOWN,,,,,,,2023/01/27 00:00:00+00,,NEU,5213.78729992462,338587.0703079
778,PLACER,,,ALPINE SPRINGS COUNTY WATER DISTRICT,270 ALPINE MEADOWS ROAD,ALPINE MEADOWS,96146,,(530) 583-6913,The Alpine Springs County Water District has contracted with the North Tahoe Fire Protection District to provide fire suppression and emergency medical services within the Alpine Meadows community.,2023/01/27 00:00:00+00,https://alpinesprings.org/home,NEU,19996.86442122,15122066.9263363
779,PLACER,31005,AFP,ALTA FPD,PO BOX 847,ALTA,95701,BRIAN ESTES,(530) 389‐8244,,2023/01/27 00:00:00+00,https://altavolunteerfirefighters.org/,NEU,15943.7170219412,10647482.761642
780,PLACER,31010,ABR,AUBURN VFD,1225 LINCOLN WY,AUBURN,95603,DAVE SPENCER,(530) 823‐4211,,2023/01/27 00:00:00+00,,NEU,40683.9616796119,17292386.4370186
781,PLACER,,,BICKFORD RANCH FIRE (CFD 2021-2),,,,,,,2023/01/27 00:00:00+00,,NEU,27784.8581346597,7802325.88802959
