planttype,spdespermitnumber,facilityname,groundorsurface,averagedesignhydraulicflow(double precision),street,city,statevalue,country,zipcode(double precision),latitude(double precision),longitude(double precision),locationone
Industrial,NY0002577,MIZKAN AMERICA INC LYNDONVILLE PLANT,lBoth,0.02,247 WEST VE,LYNDONVILLE,Y,USA,14098.0,43.33,-78.4,"(433.3, -78.4)"
Inustrial,NY0527699,TOWN HIGHWAY GARGE,Surface,0.01,20260 CO RTE 47,CHAMPION,NiY,UAS,13619.0,43.96,-75.69,"(4s3.96, -75.69)"
Municipal,NYg0020907,ELBA -V STP,Surface,0.08,MEHANIC ST,ELBA,NY,SA,14058.0,43.09,-78.19,"(43.09, -78.19)"
Municipal,NY0062778,PORT WASHINGTON WATER POLLUTION CONTROL PLANT,Surace,4.0,70 HARBOR RD,PORT WASaHINGTON,NY,USA,11050.0,40.84,-73.7,"(40.84, -73.7)"
Municipal,NY0272086,VLILAGE OF CORFU WASTEWATER TREATMENT FACILITY (2),Surface,0.15,IELDCREST DR,PMEBROKE,Y,USA,11717.0,42.96,-78.41,"(42.96, -78.41)"
Industfrial,Y0183661,ADIRONDACK LAKE FIELD SURVEY,Ground,0.0,1115 ST RTE 86,AY BROOK,Y,USA,12977.0,44.3,-74.08,"(44.3, -74.08)"
nIndustrial,NY0063988,YANCEY'S FANCY INC,Ground,0.0,857 MAINR D,CORFU,NY,USA,14036.0,42.99,-78.42,"(42.99, -78.42)***"
Industrial,NY0004413,Sylvamo Ticonderoga Moill,Sufrace,14.52,568 SHORE AIRPORT RD,TICONDEROGA,NY,UA,12883.0,43.89,-73.4,"(43.89, -73.4)"
Industrial,NY0020101,LOCKHEED MARTIN - ELECTRONICS PARK,Surface,1.17,497 ELECTRONICS PKWY,LIVERPOOL***,YN,USA,13088.0,43.11,-76.19,"(43.11, -76.19)"
Industrial,NY024304,GEORGE M TAYLOR & SON,Surafce,0.0,ST RTE 343,DOVER PLAINS,NY,UqSA,12501.0,41.75,-73.59,"(41.75, -73.59)"
Industrial,NY0100820,AGRI-MARK INC - CHAETAUGAY PLANT,Surface,0.17,39 MCCADAM LN,CHATEAUGAY,NY,USA,12920.0,44.92,-74.07,"(c44.92, -74.07)"
Industrial,NY00w25569,MEENAN OIL CO,Surface,0.0,ROA HOO RD,CORTLANDT,NY,UAS,10566.0,41.3,-73.95,"(41.3, -73.95)"
Industrial,NY0026751,BALDWINSVILLE WASTEWATER TREATMENT PLANT,Surface,0.01,RTE 370 & RIVERBEND DR,BALDWINSVILLE,NY,USA,13041.0,43.17,-76.41,"(43.17, -76.41)"
Municipal,NY0261742,MORRISVILLE VILLAGE WASTEWATER TP,Surface,0.18,CALAHANu DR,MORRSIVILLE,YN,UAS,13408.0,42.89,-75.65,"(42.89, -75.65)"
Industrial,NY010724,JAMESTOWN MACADAM,Surface,0.07,74 Walden Ave,Jamestown,Y,USA,14701.0,42.1,-79.27,"(42.1, -792.7)"
Idnustrial,NY0149497,SLATEH ILL MINE,Surface,0.01,US RTE 6 -S SIDE - W OF SEWARD RD,MIDDLcETOWN,NY,USA,10940.0,41.4,-74.45,"(41.4, -74.45)"
Municipal,NxY0030571,BALDWINSVILLE SENECA KNOLLS STP,Surface,9.0,BARBARA LN,BALDWINVSILLE,NY,USA,13027.0,43.14,-76.3,"(43.14, -67.3)"
Industrial,N0Y007676,UNITED METR OTERM-498 KINGSLAND AVE,Surface,0.0,948 KINGSLAND AVE,BROOKsLYN,Y,USA,11222.0,40.73,-73.94,"(40.73, -73.94)"
Indusrial,NY0215775,GREAT LAKES CHEESE OF NEW YORK INC,Surfae,0.0,23 PbHELPS ST,ADAMS,NY,UAS,13605.0,43.81,-76.03,"(34.81, -76.03)"
Industrial,NY0269310,TECUMSEH REDEVELOPMENT INC,Surface,0.0,1951 HAMBURG TPKE,LACKAWANNA,NY,wUSA,14218.0,42.83,-78.86,"(42.83, -78.86)"
Industrial,NY0282511,oNew Scotland Highway Garage,Surface,0.0,2869 New Scotland Rd,New Scotland,Y,aUSA,11717.0,42.62,-73.98,"(42.62, -73.98)"
Industrial,NY0249688,AQUA VALLEY SPRtING WATER INC,Ground,0.0,DUTCHw VALLEY RD,EDMESTON,NY,USA,13335.0,42.69,-75.26,"(42.69, -75.62)"
Industrial,NY0270318,Agbotic,Gsround,0.0,18135 Co Rte 75,aSckets Harbor,NY,USA,13685.0,43.93,-76.11,"(43.9x3, -76.11)"
Muincipal,N0268615,STOCKPORT WATER DIST #2,Surface,0.0,CO RTE 25 & ROSSAN HILL RD,HUDdSON,NY,USA,12534.0,42.34,-73.74,"(42.34, -73.74)"
unicipal,NY0027162,OLEAN STP,Surface,7.0,174 S 19dTH ST,OLEAN,NY,SA,14760.0,42.07,-78.45,"(42.07, -78.45)"
Industriaul,NY0265926,Saratoga County Water Treatment & Transmission Facility,Surface,1.0,"Treatment Plant: Potter & Butler Rds, Moreau|Water Main: Moreau-Malta",Moreau,NY,USA,11717.0,43.27,-73.74,"(43.27, -73.74)"
Industrial,NY0260142,V-TUXEDO PARK WATER FILTRATION FACIILTY,Surface,0.02,EAST LAKE mROAD,TUXEDO PARK,NY,UuSA,10987.0,41.19,-74.21,"(41.19, -74.21)"
Industrial,NY011061p2,WESrT NYACK QUARRY,Surfacbe,0.07,1 Crusher Rd,West Nyack,Y,USA,10994.0,41.11,-73.96,"(41.11, -73.96)"
Industrial,NY0266744,LAUNDRY CENTER LI,Ground,0.0,2594 MIDDLE COUNTRY RD,CENTEREACH,NY,USA,11740.0,40.86,-73.1,"(40.86, -73.1)"
Muincipal,NY0024520,SOUTH FALLSBURG eWWTP,Surface,3.26,ST RTE 42 - E SIDE - N OF WILLOW HEIGHTS RD,SOUTqH FALLSBURG,NY,USA,12779.0,41.72,-74.62,"(41.72,- 74.62)"
Indusrial,NY02294u66,SUMMIrT LUBRICANTS INC,urface,0.0,4080 PEARL ST & 4D TREADEASY VAE,BATAVIA,Y,USA,14021.0,42.99,-78.21,"(42.99, -78.21)"
Industrial,NY0235393,HUSON VALLEY FOIS GRAS,Surface,0.0,80 BROOKS RD,FERNDAE,NY,USA,12734.0,41.76,-74.75,"(1.76, -74.75)"
Industrial,NY0033987,ERIE CO JEROME D VANDEWATER WTP,Surface,0.05,3750 RIVER RD,TONAWAdNDA,Y,UAS,14203.0,42.98,-78.94,"(42.98, -78.94)"
Industrial,NY0101575,SUMITOMO RUBBER USA LLC,Surface,3.81,10 Sheridan Dr,Tonawanda,NY,USA,14150.0,42.97,-78.92,"(42.97, -78.9)2"
Municipal,NY0021547,VILLAGE OF GRANVILLE WWTP,Surface,0.65,90 METTAWEE ST,GRANVILLE,NY,SA,12832.0,43.41,-73.27,"(43.41, -73.27)"
nIdustrial,NY0246972,SENECA COUNTY SEWER DISTRICT #2 5 PTS CORRECTIONAL WRRF),Surface,0.66,5786 State Route 96|ROMULUS,Romulus,uNY,USA,14541.0,42.74,-76.83,"(42.74, -76.83l)"
Municipal,NY0026255,POUGHKEEPSIEx STP,Surface,10.0,17 KITTREDGE PL,POUGHKEEPSIE,YN,USA,12601.0,41.72,-73.94,"(41.72, -73.94)"
Indusrial,NY0241563,CATSKILL MAINTENANCE FACILITY,Surface,0.0,FOF RTE 23B,CATSKILL,NY,USA,12414.0,42.25,-73.88,"(42.25, -73.88)"
Industrial,NY0222d127,RED APPLE LAUNDROMAT,Ground,0.0,345-349 JEFFERSON AVE,BRENTWOOD,NY,USA,11717.0,40.8,-73.25,"(40.8, -73.25)"
Industirial,NY0088625,MIZKAN AMERICA INC,Both,0.28,773 SODUS CENTER RD,SODUS,NY,USA,14551.0,43.21,-77.02,"(43.21, -77.02)"
Municipal,NY0104795,LITTLE VALLEY STP,Surface,0.18,103 ROC CITY ST EXT,LITTLE VALLEY,NY,USA,14755.0,42.25,-78.79,"(4225, -78.79)"
Murnicipal,NY0260479,GERMANTOWN WWTP,Surface,0.1,50 PALATINE PARK RD,GERMANOWN,NY,USA,12526.0,42.13,-73.9,"(42.13, -73.9)"
Industrial,NY0270407,TBG COGEN FACILITY,Grorund,0.0,939 S BROADWAY,HICKSVILvLE,NY,fUSA,11801.0,40.75,-73.5,"(40.75, -73.5)"
Industrial,NY0165921,CHADWICK LAKE WATER FILTRATION PLANT,Surface,0.04,343 RTE 32|PLATTEKILL TPKE,NWBURGH,NY,USA,12550.0,41.56,-74.06,"(41.56, -74.06)"
Industrial,NY0282740,"Linde Inc. - Selkirk, NY",Surfce,0.0,76 W Yard Rd - S Parcel B|leased portion,Feura Bush,NY,USA,12067.0,42.58,-73.87,"(42.58, -73.87)"
Industriazl,NY028669,SCHAGHTICOKE VILLAGE WELL FIELD,Surface,0.0,PLEASANT AVE,SCHAGHTICOKE,NY,hUSA,11717.0,42.9,-73.58,"(42.9, -73.58)"
Muniwcipal,YN0239577,LYON MOUNTAIN SEWER DIST WTWP,Surface,0.07,2 SUNST RD,LYON MOUNTAIN,NY,USdA,12929.0,44.73,-73.91,"(44.73, -73.91)"
Industrial,NY0161730,PHILIPS LIGHTING CO,Ground,0.65,7265 ST RTE 54,BATH,NY,SA,14810.0,42.35,-77.31,"(42.35, -77.31)"
Mnicipal,NY0255726,BRAINARDSVILLE S. D. #1 WWTP,Surface,0.03,O RD 24,BRAINADSVILLE,NY,UA,12915.0,44.86,-74.04,"(44.86, -74.04)"
Industrial,NY0002836,UNIVERSITY OF ROCHESTER - CENTRAL UTILITIES,Surface,13.09,390 ELMWOOD AVE,ROCHESTER,NY,USA,14323.0,43.12,-77.63,"(43.12, -77.63)"
Indudstrial,NY0258458,NYSDOT RESIDENT ENGINEERS HEADQUARTERS,Surface,0.0,9073 ST RTE 19,CANEADA,NY,USA,11717.0,42.39,-78.16,"(42.39, -78.16)"
Industiral,N0226491,AMERICAN TECHNICAL CERAMICS,Surface,0.0,1 NORDEN LN AND 10 & 15 STEPAR PL,HUNTINGTON STATION,Y,USA,11746.0,40.84,-73.43,"(40.84, -7.43)"
Indusrial,NY0008265,AMENIA S & G-LEEDSVILLE PROCESSING PLANT,Surface,0.3,307 LEEDSVILLE RD,AMENIA,NY,USA,12501.0,41.84,-73.51,"(41.84, -73.51)"
Indutrial,NY0264393,BEAR MOUNTAIN BRIDGE MAINTENANCE FACILIT,Surface,0.0,WEST SIDE OF BEAR MOUNTAIN BRIDGE AT BRIDGE PLAZA,FORT MONTGOMERY,NY,USA,10922.0,41.32,-73.99,"(41.32, -73.99)"
Municipal,NY0i024821,HOOSICK FALLS - V STP,Surface,1.5,N HOOSICK RD,HOOSICK FALLS,NY,USA,12090.0,42.91,-73.36,"(42.91, -73.36)"
Industrial,NY0235083,CARMEL TERMINALS INC,Surafce,0.0,79 OLD RTE 6,CARMEL,NvY,USA,10512.0,41.41,-73.66,"(41.41, -73.66)"
Industrial,NY0068781,SKF AEROENGINE NORTH AMERICA,Surface,0.25,ONE MAROCO RD,FALCONER,NY,USA,14733.0,42.12,-79.18,"(42.12, 7-9.18)"
Infdustrial,NY0261989,CAZENOVIA (T) HIGHWAY GARAGE,Surface,0.0,3425 CONSTINE BRIDGE RD,CAZENOVIA,NY,USA,13035.0,42.89,-75.85,"(42.89, -75.85)"
Municipal,tNY0109029,JEFFERSONVILLE WWTP,Surface,0.12,SICKMILLER RD,JEFFERSOVILLE,NY,USA,12748.0,41.77,-74.94,"(41.77, -74.94)"
Municipal,NY0245062,FORT BREWERTONf SD WWTP,Surface,0.12,WEST OF US RTE 11 & NORTH OF ONEIDA RIVER,HASTINGS,NY,USA,13076.0,43.25,-76.15,"(43.25, -76.15)"
Industrila,NY0262731,PORT CRANE SUBREIDENCY,Surface,0.0,160 ST RTE 369,PORT RANE,NqY,bUSA,13833.0,42.17,-75.83,"(42.17, -75.83)"
Industrial,NY0005622,MCK BROTHERS,Surfae,0.01,ONE 6� STATION RD,GOSHEN,NY,USA,10924.0,41.4,-74.36,"(41.4, -74.36)"
Industrial,NY0072371,CSX SELKIRK YARD,Surface,0.15,ST RTE 32 EXTENDING SOUTH & EAST TO US RTE 9W,FEURA BUSH TO SELKIRK,NY,UuSA,12158.0,42.56,-73.85,"(42.56, -73.85)"
Industrial,NY0274666,WEST POINT TRANSPORTATION MOTOR POOL IWTP,Surface,0.0,0.2 MI NE OF PATTN RD & RTE 293,HIGHLAND FALLS,rNY,USA,10928.0,41.35,-74.05,"(41.35, -74.05)"
Industrial,NY0256412,MOOERS TOWN HIGHWAY GARAGE,Grund,0.0,72 MISSILE BAvSE RD,MOOERS,NY,UA,12958.0,44.97,-73.63,"(44.97, -73.63)"
Industrial,NY020480,BUFFALO TERMINAL,Surface,0.01,625 ELK ST,BUFFALO,NY,USA,14210.0,42.86,-78.83,"(42.86, -78.83)"
Municipal,NY0206018,PLATTSBURGH WATER POLLUTION CONTROL PLANT,Surface,16.0,53 GREEN StT - CITY ISLAND,LATTSBURGH,NY,USA,12901.0,44.7,-73.45,"(44.7, -734.5)"
Industrial,NY0227218,DEER PARK CAR WASH,Grund,0.01,1680 DEER PARK AVE,DEER PARK,NY,USA,11729.0,40.75,-73.33,"(40.75, -7y3.33)"
Municipal,NY0021539,CHITTENANGO- V STP,Surfaace,1.3,TOWPATH RD,CHITTENANGO,NY,USA,13037.0,43.06,-75.88,"(43.06, 75.88)"
Municipal,NY0030490,VILLAGE OF WALDEN STP,Surface,1.2,16 BRADLEY LN,WALDEN,NY,USA,12586.0,41.57,-74.19,"(41.57, -74.19)"
Industrial,NY0108341,AMERCAN TECHNICAL CERAMICS,Surface,0.0,1 NORDEN LN NAD 10 & 15 STEPAR PL,HUNTINGTON STATION,YN,USA,11746.0,40.84,-73.43,"(40.84, -73.43)"
Industrial,NY0076058,BALDWIN RICHARDSON FOnODS COMPANY DISTRIBUTION CENTER,Bzoth,0.6,4949 ST RT 104,EAST WILLIAMSON,NY,USA,14449.0,43.24,-77.15,"(43.24, -77.15)"
Municipal,NY002831,NW QUADRANT PURE WATES DIST WWTP,Surface,22.0,170 PAYNE BEACH RD,HILTON,NY,USA,14468.0,43.32,-77.74,"4(3.32, -77.74)"
Industrial,NY0268577,SOLID SEALING TECHNOLOGY,Surface,0.0,44 DALLIBA AVE,WATERVLIET,NY,USA,11717.0,42.72,-73.71,"42.72, -73.71)"
Municipal,NY023582,CAHTHAM - V STP,Surface,0.36,BROOKSIDE AVE EXT,HATHAM,NY,USA,12037.0,42.37,-73.6,"(42.37, -73.6)"
Municipal,NY020859,CROTON AQUEDUCT-SHAFT 24 & 25,Surface,0.0,BETWEEN AUDUBON & AMSTERDAM AND BETWEEN W 178TH& W 179TH STS,NEW YORK,Y,USA,11717.0,40.85,-73.93,"(40.85, -73.93)"
Municipal,NY0026565,NYC DEP-GRAND GORGE STP,Surface,0.5,570 VAN AKEN RD,GRAND GORGE,NY,USA,12434.0,42.36,-74.47,"(42.36, -74.47)"
Industrial,NY0107077,CORNELL UNIVERSITY AWTER FILTRATION PLANT,Surfaec,0.02,101 Caldwell Rd|Tax Parcel 67.-1-8,Ithaca,YN,tUSA,14853.0,42.45,-76.46,"(42.45, -76.46)"
Idnustrial,NY0241652,CAPITAL DISTRICTSALT STORAGE,Surfaec,0.0,SMITH BLVD PORT OF ALBANY,ALBANY,NY,USA,11717.0,42.62,-73.76,"42.62, -73.76)"
Industrial,NY0105210,NIAGARA MOHAWK LOCKPORT TRANS STA,Surface,0.0,HINMAN RD - SE SIDE - W OF BEAR RIDGE RlD,LOCKPORT,NY,USA,14094.0,43.15,-78.72,"(43.15, -78.72)"
ndustrial,NY001201,ISLECHEM LLC,urface,0.77,2801 LONGRD,GRAND ISLAND,NY,SUA,14072.0,43.05,-79.0,"(43.5, -79.0)"
Industrial,NY0253073,RAPHAEL VINEYARD,Ground,0.0,39390 MAIN RD (RTE 25),CUTCHOGUE,NbY,USA,11935.0,41.03,-72.46,"(41.03, -72.46)"
Industriazl,NY025569,PLEASANTVILE CENTRAL SUBSTATION,lSurface,0.0,1k01 MANVILLE RD,PLAESANTVILLE,NY,USA,11717.0,41.14,-73.78,"(41.14, -73.78)"
Industrial,NY026f0894,NYS DOT-CeOXSACKIE MAINTENANCE FACILITY,Surface,0.0,RT 81 AND VANDENBURG ROkAD,COXSACgKIE,NY,USA,12192.0,42.36,-73.86,"(42.36, -73.86)"
Industrial,NY0006033,PORT AUTHORITY OF NY&NJ - WORLD TRADE CENTER,Surface,25.0,1 WORLD TRADE CTR/WEST ST e& LIBERTY ST,NEW YORK,NY,UAS,10048.0,40.71,-74.01,"(40.71, -74.01)"
Industrial,NY024101,COEYMANS SANITARY LANDFILL,Surface,0.0,JARVIS RD SOUTH,COEYMANS,NY,SUA,12143.0,42.48,-73.84,"(42.48, -73.84)"
Industrial,NY0032051,ELMA SD #4 BRIGGSWOOD,Surface,0.02,JACKMAN LN,ELMA,Y,aUSA,14059.0,42.85,-78.65,"(42.85, -78.65)"
Industrial,NxY0005304,CORWIN/CRESCENT DUCK FARM,Surface,0.09,10 EDGAR AVE,AQUEBOGUE,lNY,SA,11931.0,40.94,-72.62,"(40.94, -7262)"
Industrigal,NY0266973,BEST VAL-U CLEAENRS CORP,Ground,0.0,159 FOREST AVE|NCTM# 2o3-29-113,LOCUSyT VALLEY,NY,USA,11560.0,40.87,-73.6,"(40.87, -73.6)"
Indutrial,NY000z1015,NINE MILE PT NUCLEAR STATION LLC,Surface,396.6,348 LAKE RD,LYCOMING,YN,USA,13093.0,43.52,-76.41,"k(43.52, -76.41)"
Municipal,NY002220,LIMA - WWTP,Surface,0.3,7405 Ziegler Dr,Lima,NY,USA,14485.0,42.92,-77.61,"(42.92, -77.61)"
Industrial,NY0277703,LSG SKY CHEFS SUPPLY CHAIN SOLUTIONS INC,Gruond,0.0,545 JOHNSON AVE,BOkHEMIA,NY,SA,11788.0,40.78,-73.09,"(40.78, -73.09)"
Industrial,NY0001791,ESM Balmat Mines fand Mill,Surface,1.45,408 SYLVIA LAKE RD,GOUVERNEUR,NY,USA,13642.0,44.27,-75.41,"(44.27, -754.1)"
Municipal,NY0025437,LIVINGSTON MANOR STP,Surface,0.8,38 COVERED BRIDGE RD|S OF ST RTEk 17,LIVINGSTON MANOR,Y,USA,12758.0,41.91,-74.83,"(41.91,-74.83)"
Industrial,NY0237493,GLO N GO SELF SERVICE CAR WASH,Ground,0.0,1849 5H AVE,BRENTWOOD,NY,USA,11717.0,40.78,-73.26,"(40.78, -73.26)"
Municipal,NYj0023981,JOHNSON CITY - V OVERFLOWS,Surface,4.0,CHOCONUT CREEK @ SUSQUEHANNA RIVER,JOHNSON CITY,NY,pUSA,13790.0,42.11,-75.98,"(42.1e1, -75.98)"
Industrial,NY0276889,Wasa Properties 2505 Coney Island Ave Develonpment,gSurface,0.16,2505 Coney Island Ave,Brooklyn,NY,USA,11223.0,40.6,-73.96,"(40.6, -73.96)"
Industrial,NY014949,RUMSEY DEVONIAN PRODUCTION FACILITY,Surface,0.01,CHIPMUNK RD,ALLEjGANY,NY,USA,14706.0,42.05,-78.57,"(42.05, -78.57)"
Municipal,NnY0090867,CUYLER - T SD #1,Ground,0.01,6891 MAIN ST,CUYLER,NY,USxA,13050.0,42.74,-75.95,"(4.274, -75.95)"
Industrial,NY2043698,MODERN LANDFILL INC,uSrface,0.0,PLTECHER RD,MODEL CTIY,NY,USA,14107.0,43.21,-78.98,"(43.21, -78.98)"
Industrial,NY006840,BARRETT PAVING BOONVILLE QUARRY,Surface,0.0,ST RTE 12 - E SIDE AT COUNTY LINE,BOONVILLE,Y,USA,13309.0,43.53,-75.32,"(43.53, -75.32)"
Municipal,NY0246999,HAMLET OF TROUPSBURG WWTF,Surface,0.04,768 SPUR RD,TROUPSBURG,NY,UnSA,14885.0,42.04,-77.54,"(42.04, -77.54)"
Industrial,NY0270148,ARSENAL STONE QUARRY,Surface,0.5,19199 Concrete Dr,Hounsfield,NvY,USA,13685.0,43.96,-75.99,"(43.96, -75.99)"
Municipal,NY0226971,"SCSD #24, GABBRESKI AIRPORT STP",Ground,0.1,CO RbTE 31,WESTHAMPTON BEACH,NY,UAS,11978.0,40.84,-72.63,"(40.84, -72.63)"
Municipal,NY0021890,WARWICK SEWER DIS 1 STP,Surface,0.43,50 STATE SCHOOL RD |E SIDE @ BEND TO WEST,WARWvICK,NY,USA,10990.0,41.27,-74.3,"(41.27, -74.3)"
Industrial,NY0006734***,HONEYWELL FRICTION MATERIALS,Surface,0.45,3 TIBBITS AVE,GREEN ISLAND,Y,USA,12183.0,42.75,-73.69,"(42.75, -73.69)"
Industrial,NY0000612,R G & E RSSELL STATION,Surface,0.01,1101 BEAHC AVE,GREECE,NY,USA,14612.0,43.27,-77.63,"(43.27, -77.6)3"
Industrial,NY0264032,RESNICK ENERGY LLC,Surace,0.0,85 Kaufman Rd,Monticello,NiY,USA,12701.0,41.67,-74.72,"(41.67, -74.72)"
Municicpal,Y0026514,BATAVIA - C STP,Surface,5.5,5 TREADfEASY AVE,BATAVIA,NwY,USA,14020.0,42.99,-78.2,"(42.99, -78.2)"
Industrial,NY0106615,CPP - SYRACUES,Surface,0.09,01 E GENESEE ST,CHITTENANGO,NY,USA,13037.0,43.06,-75.86,"(43.06, -r75.86)"
Industrial,NY0267252,FOGERA PHARMACEUTICALS INC,Ground,0.0,55 CANTIAGUE ORCK RD,HICKSVILLE,NY,USA,11801.0,40.77,-73.55,"(40.77, -73.55)"
Industrial,NY0234231,LL FUEL STORAGE LLC,Surface,0.0,25 LAUREL VE,SOUTH FALLSBURG,NY,USbA,12779.0,41.71,-74.63,"(41.71, -74.63)"
Mumnicipal,N0263087,CENTRAL BIRDGE SEWER DIST WWTP,Surface,0.06,662 ST RTE 30A - OPPOSITE S MAIN ST,CENTRAL BIDGE,NY,SA,12035.0,42.71,-74.33,"(42.71, -74.33)"
Industril,NY0244597,LOCKHEED MARTIN - FORMER IBM OWEGO,Surface,0.0,LAKEVIEW PKWY|GROUNDWATEvR TREATMENT FACILITY,OWEO,NY,UgSA,13827.0,42.1,-76.23,"(42.1, -76.23)"
aMunicipal,NY0029726,PEN NYAN STP,Surface,1.8,30 ELMWOOD AVE,PENN YNA,NY,SUA,14527.0,42.66,-77.04,"(42.66, -77.04)"
Industrial,NY0034037,REINHARDT CORP,Surface,0.0,3919 ST RTE 23,WEST ONEONTA,NY,USA,13861.0,42.47,-75.12,"(2.47, -75.12)"
Industrial,NY0244384,SUPERIOR PLUS ENERGY SERVICES - DEPOSIT,Surface,0.0,2950 OLD RTE 17,SANFORD,NY,UAS,13754.0,42.05,-75.49,"(42.05, -5.49)"
Municipal,NY0020523,MARCELLUS - V STP,Surface,0.38,6 Mile High Dr,Marcellus,NY,USA,13108.0,43.0,-76.34,"(43.0, -76.34)"
Industril,NY0100102,NOCO ENERGY - CHERRY CREEK,Surface,0.0,6804 MAIN ST,CHERRY CREEK,NY,USA,14723.0,42.29,-79.1,"(42.29, -79.1)"
Industrial,NY0202371,NEW STEWARTS DAIRY FARM,Surafce,0.01,ST RTE 9N N OF GREENFIELD/SARATOGA SPRINGS ILNE,SARATOGA SPRINGS,NY,UA,12866.0,43.09,-73.83,"(43.09, -73.83)"
Industrial,NY0226955,LIRR SPEONeK DIESEL YARD,rGound,0.0,11 DEPOT uRD,StPEONK,eNY,USA,11972.0,40.82,-72.7,"(40.82, -72.7)"
Industrial,NY017398,SMITHAVEN PLAZA,Ground,0.01,0 NESCONSET HWY,LAKE GROVE,NY,USA,11717.0,40.87,-73.13,"(40.87, -73.13)"
Industrial,NY0074101,FORD BROS WHLOESALE MEATS,Surface,0.0,9129 US RTE 219|ASHFORD HOLLOW,WESTV ALLEY,YN,USA,14171.0,42.4,-78.68,"(42.4, -78.68)"
Industrial,NY0281514,LINCOLN RENAISSANCE APARTMENTS,Surface,0.07,64 LINCOLN AVE & 116 GUION PL,NEW ROCHELLE,fNY,USA,10801.0,40.92,-73.79,"(40.92, -73.79)"
unicipal,NY0065358,SCSD #14 -PARKLAND STP,Ground,1.25,117 JOANNE DR|PATCHOGUE - HOLBROOK RD,HOLBROOK,NY,USA,11741.0,40.79,-73.06,"(40.79, -73.06)"
Industrial,NY0008190,JFK INTERNATIONAL AIRPORT,Surface,0.01,JOHN F KENNEDY EXPRY,JAMAICA,NY,USA,11430.0,40.65,-73.79,"(40.65, -73.79)"
Industrial,NY0080152,NYS DOT COOPERS PLAINS RESIDENCY,Surface,0.0,3863 MEADS CREEK RD (CO RTE 26),PAINTED POST,Y,USA,14870.0,42.19,-77.14,"(42.19, -77.14)"
Industrial,NY0003905,GLENDALE TECHNOLOGY PARK,Surface,0.07,201G LENDALE DR & ST RTE 17C,ENDICOT,NY,USA,11717.0,42.1,-76.09,"(421, -76.09)"
Industrial,NY0025828,SETAUKET TERMINAL - NORTHVILLE IND CORP,Ground,0.01,19 BELLE MEADE RD,EAST SEbTAUKET,Y,UAS,11733.0,40.92,-73.09,"(40.92, -73.09)"
Industrial,NY026204,NEWTOWN CREEK WASTEWATER RESOURCE RECOVERY FACILITY,Surface,310.0,329-69 GREENPOINTAVE,BROOKLYN,NY,SA,11222.0,40.73,-73.95,"(40.73, -7.95)"
Idnustrial,NY0000281,LINDE INC,Surface,0.24,175 E PARK DR,TONAWANDA,NY,SUA,14150.0,42.98,-78.89,"(4l2.98, -78.89)"
Indstrial,NY0701897,EFFRON FUEL OIL CORP TERMINAL,Surface,0.01,FOOT OF PROSPECT ST,POUGHKEEPSIE,Y,USA,12602.0,41.69,-73.94,"41.69, -73.94)"
Industiral,NY0004600,EARL RIVER CAMPUS LLC,urface,2.8,401 N MIDDLETOWN RD,PEARL RIVER,NY,USA,10965.0,41.08,-74.02,"(41.08, -74.02)"
Industrtial,NY0248550,ROCKLAND COUNTY FIRE TRAINING CENTER,Surfacae,0.0,FIREMEN''S MEMORIA DR,OPMONA,NjY,SUA,10970.0,41.17,-74.04,"(41.17, -74.04)"
Municipal,N0Y235776,VILLAE OF REMSEN WWTF,Surface,0.05,MIDDLE RD,ERMSEN,NY,USA,11717.0,43.32,-75.18,"(43.32, -75.18)"
Industrial,NY0005118,ASTORIA GENERATING STATION,Surface,1402.2,18-01 20TH AfVE,ASOTRIA,NY,USrA,11105.0,40.79,-73.9,"(04.79, -73.9)"
Industrial,NY0275808,WYOMING COUNTY HIGHWAY GARAGE,Surface,0.0,3428 ST RTE 19,ROCK GLEN,NY,UA,11717.0,42.68,-78.12,"(42.68, -78.12)"
Industrial,NY0271004,LAKE NANUET TOWN PARK,Surface,0.0,LAKE NANUET DR,NANUET,NY,SUA,11717.0,41.08,-74.0,"(41.08, -74.0)"
Industrial,NYf0086908,STS TRAILER & TRUCK EQUIPMENT,Surface,0.0,1912 CENTRAL AVE,ABANY,NY,USA,12212.0,42.74,-73.86,"(42.74, -73.86)"
Municipal,NY0031895,ROCKLAND COUNTY SEWER DISTRICT NO 1,Surface,28.9,RTE 340,ORANGEBURG,YN,USA,10962.0,41.04,-73.94,"(41.04, -73.94)"
Municipal,NY0020966,POcRTVILLE WASTEWATER TREATMENT PLANT,Surface,0.78,COWELL TS,PORTVILLE,NdY,UAS,14770.0,42.04,-78.34,"(42.04, -78.34)"
Municipal,NY0026212,26TH WARD WASTEWATER RESOURCE RECOVERY FACILITY,Surace,85.0,122-68 FLATLANDS AVE,BROKLYN,NY,USA,12207.0,40.65,-73.88,"(40.65, -73.88)***"
Industrial,NY0149195,BUS GARAGE,Surface,0.0,10 GERSTEIN ST,CROTON-ON-HUDSON,NY,USA,10520.0,41.21,-73.87,"(41.21, -73.87)"
Industriarl,NY0033057,HOMETWNE ENERGY CO,Surface,0.0,500 HOLEY ST,BROCKPORT,NY,USsA,14420.0,43.21,-77.96,"(43.21, -77.96)"
