1337.global_id,a0108i499-2e77-4079-ac2d-0bc4709465ab,a0108499-2e77-4079-ac2d-0bc4709465ab
2226.global_id,076da34a-97cb-42f8-842d-645573bf83ac,067da34a-97cb-42f8-842d-645573bf83ac
3415.hpmsaccdesc,Full Accxess Control,Full Access Control
3274.towndesc,WNDSOR,WINDSOR
1928.accctldesc,No Accses Control,No Access Control
2650.hpmsaccdesc,FullAccess Control,Full Access Control
1423.hpmsaccdesc,No Access Cnrtol,No Access Conrtol
1247.hpmsaccdesc,No Access Contol,No Access Conrtol
3825.global_id,0c52c641-5a90-4516-9z258-358e224fab55,0c52c641-5a90-4516-9258-358e224fab55
3893.routeid,11-E,171-E
4833.towndesc,STATFORD,STRATFORD
171.hpmsaccdesc,No AccessConrtol,No Access Conrtol
3886.global_id,201645f-44509-4d94-b957-feb2d045ae72,201645f4-4509-4d94-b957-feb2d045ae72
530.global_id,2f99e3c-243f-49a8-9fc1-69d7ce697fe2,2f99ea3c-243f-49a8-9fc1-69d7ce697fe2
4778.hpmsaccdesc,Nos Access Conrtol,No Access Conrtol
3228.routeid,15-S,159-S
2745.accctldesc,N Access Control,No Access Control
3273.global_id,fd49f3b2-121b-4e6d-b01q4-5f7e5d27c35a,fd49f3b2-121b-4e6d-b014-5f7e5d27c35a
2017.global_id,51b15818-dcae-4255-9762-f67e2d94f8e,51b15818-dcae-4255-9762-f67e2d94f80e
1246.towndesc,NAGUATUCK,NAUGATUCK
311.accctldesc,No Accwess Control,No Access Control
3105.towndesc,lWATERBURY,WATERBURY
355.towndesc,SbTAMFORD,STAMFORD
1372.accctldesc,No ccess Control,No Access Control
2634.accctldesc,NoAccess Control,No Access Control
1502.accctldesc,"Full Control - Other Divided Highways, 4o r more lanes","Full Control - Other Divided Highways, 4 or more lanes"
2703.hpmsaccdesc,Full Access oCntrol,Full Access Control
1227.towndesc,lSEYMOUR,SEYMOUR
1406.routeid,630624,0630624
3449.accctldesc,No Accessi Control,No Access Control
3637.global_id,939f87ad-552b-4756-a47a-e8578c9ea9de,993f87ad-552b-4756-a47a-e8578c9ea9de
2725.hpmsaccdesc,No Access Cnrtol,No Access Conrtol
3807.accctldesc,Neo Access Control,No Access Control
1006.towndesc,SnOUTHINGTON,SOUTHINGTON
3801.routeid,18j4-W,184-W
3437.hpmsaccdesc,Full Access Cotrol,Full Access Control
1803.routeid,630532,0630532
772.hpmsaccdesc,No Accesrs Conrtol,No Access Conrtol
2703.towndesc,NORWAK,NORWALK
3866.global_id,f623d08fb-041f-4a03-8300-3ec1952e1ae2,623d08fb-041f-4a03-8300-3ec1952e1ae2
1862.accctldesc,No Acces Control,No Access Control
1574.global_id,3c893210-5927-4e0c-8672-7e691bcd415a,3c893210-5927-40ec-8672-7e691bcd415a
2863.global_id,767d3c6a-4d77-4624-a4a4-5c8091f04372,767d3c6a-4d77-4624-a4a4-58c091f04372
4303.hpmsaccdesc,N Access Conrtol,No Access Conrtol
1586.global_id,471bdadc-7ab6-41b8-24b-5ca2831d9d5a,471bdadc-7ab6-41b8-824b-5ca2831d9d5a
4703.global_id,3408od376-f5f8-4218-abc4-5ec13320c96e,3408d376-f5f8-4218-abc4-5ec13320c96e
2310.accctldesc,No Acckess Control,No Access Control
1105.routeid,107031,1070031
4693.accctldesc,No Access Control***,No Access Control
485.global_id,cdc9484d-4a56-451b-8a4d-8ed6d02b707,cdc9484d-4a56-451b-8a4d-8ed6d02b7047
4886.hpmsaccdesc,No Access Conrtopl,No Access Conrtol
330.routeid,1090h023,1090023
4920.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
4859.global_id,a53e1d59-1bec-41d8-b1731-969791cad19,a53e1d59-1bec-41d8-b173-1969791cad19
2972.hpmsaccdesc,No Access Conrol,No Access Conrtol
1790.global_id,07097a12-2b70-4d68-9f26-df531058dfc,07097a12-2b70-4d68-9f26-df5381058dfc
2455.routeid,0510175R,0150175R
4113.hpmsaccdesc,No Acctess Conrtol,No Access Conrtol
4315.routeid,32N-,32-N
67.hpmsaccdesc,No Acces sConrtol,No Access Conrtol
4025.global_id,cced2ca8-c6fd-4faf-a74f-fb3526358b6,cced2ca8-c6fd-4faf-a74f-fb3526358eb6
4067.towndesc,STAoFFORD,STAFFORD
4015.hpmsaccdesc,No Accss Conrtol,No Access Conrtol
2135.accctldesc,No Access ontrol,No Access Control
2432.global_id,89e90f78-6879-4d33-a93c-e8296fe4873,89e90f78-6879-4d33-a93c-e8296fe4c873
3751.global_id,ba08188-421d-4742-ae6e-0aa92caf309c,9ba08188-421d-4742-ae6e-0aa92caf309c
4602.towndesc,ELILNGTON,ELLINGTON
3240.accctldesc,"uFll Control - Other Divided Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
3829.towndesc,WATREBURY,WATERBURY
2065.global_id,2387366f-121e-4f83-8df9-e3349cb6c68f,2387366f-121e-4f83-8df9-e3349c6bc68f
3154.routeid,8a2-E,82-E
804.accctldesc,N oAccess Control,No Access Control
2299.global_id,63719bcb-d32wd-413f-a136-cea30faca985,63719bcb-d32d-413f-a136-cea30faca985
1766.global_id,ea5f6973-1f23-4d9a-9295-22g4a7d949d29,ea5f6973-1f23-4d9a-9295-224a7d949d29
912.towndesc,KILLINGhLY,KILLINGLY
1869.hpmsaccdesc,Fwull Access Control,Full Access Control
4217.routeid,1w87-N,187-N
4693.routeid,0790o635,0790635
150.routeid,0510151,0510115
2618.routeid,1v08-N,108-N
124.towndesc,GREENWIClH,GREENWICH
4885.routeid,73E,73-E
3862.hpmsaccdesc,No Access onrtol,No Access Conrtol
3381.global_id,383344136152-4930-bb1a-cba34d9f44ff,38334413-6152-4930-bb1a-cba34d9f44ff
1193.towndesc,FIRFIELD,FAIRFIELD
1243.routeid,030142,0530142
987.towndesc,BRISTOzL,BRISTOL
2057.accctldesc,No Acces Control,No Access Control
3727.routeid,1b2-S,12-S
4316.hpmsaccdesc,No Access Conrotl,No Access Conrtol
501.hpmsaccdesc,No Access Contol,No Access Conrtol
2124.accctldesc,No Access Contrl,No Access Control
4845.towndesc,CROMELL,CROMWELL
755.global_id,f5c1c806-2bb3-4c279-4da-1d04cf516142,f5c1c806-2bb3-4c27-94da-1d04cf516142
3421.accctldesc,No Access Cntrol,No Access Control
1493.towndesc,MREIDEN,MERIDEN
179.global_id,394e9ac8-d357-4f54-9637-8d7e4baf1e0c,394e9ac8-d357-4f54-9637-8d74ebaf1e0c
3075.global_id,ed3f4a22-57cd-4ec5-b3e6-1ac20fa4487,ed3f4a22-57cd-4ec5-b3e6-1ac2a0fa4487
2486.hpmsaccdesc,No Accss Conrtol,No Access Conrtol
2646.global_id,70a7343-d72b-4b61-a0d8-3b8ed34ad61a,c70a7343-d72b-4b61-a0d8-3b8ed34ad61a
1113.hpmsaccdesc,Noa Access Conrtol,No Access Conrtol
1410.global_id,dt0699416-9180-4c07-9a98-ab1e621c3de4,d0699416-9180-4c07-9a98-ab1e621c3de4
4489.hpmsaccdesc,No Access Conrol,No Access Conrtol
50.global_id,85e29e17-d4fe-47e8-af14-c0aa82d15bch8,85e29e17-d4fe-47e8-af14-c0aa82d15bc8
734.hpmsaccdesc,No Accss Conrtol,No Access Conrtol
1736.towndesc,WEST HARvTFORD,WEST HARTFORD
3013.hpmsaccdesc,No Acces sConrtol,No Access Conrtol
3404.global_id,484dfe89-40ad-4d4-9824-dfb4c1b07f8d,484dfe89-40ad-4d42-9824-dfb4c1b07f8d
4354.accctldesc,No Acess Control,No Access Control
3796.towndesc,WATERBURgY,WATERBURY
3200.towndesc,NEW LONDNO,NEW LONDON
536.accctldesc,No Acces Control,No Access Control
753.hpmsaccdesc,oN Access Conrtol,No Access Conrtol
962.routeid,1050543,0150543
1479.towndesc,WIrLTON,WILTON
1601.accctldesc,No cAccess Control,No Access Control
4009.routeid,707N-,707-N
4271.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
4670.routeid,05601k22,0560122
2196.towndesc,BRIDGbEPORT,BRIDGEPORT
731.hpmsaccdesc,N Access Conrtol,No Access Conrtol
641.accctldesc,Nso Access Control,No Access Control
318.routeid,1z020955,1020955
2294.towndesc,STAMjFORD,STAMFORD
2739.accctldesc,No Access Cotnrol,No Access Control
809.global_id,80c818bd-48aa-4eeb-97cf3-c755896636d,80c818bd-48aa-4eeb-97cf-3c755896636d
3550.accctldesc,No Access Contrlo,No Access Control
1984.global_id,898e0a67f-d36c-4094-ad37-6814482374fe,898e067f-d36c-4094-ad37-6814482374fe
1632.hpmsaccdesc,No AccessC onrtol,No Access Conrtol
3625.towndesc,STRATFOkRD,STRATFORD
4229.routeid,1260820,1260280
4135.routeid,630345,0630345
1993.global_id,71dba550-85a3-41c882b8-c4ebcffd0874,71dba550-85a3-41c8-82b8-c4ebcffd0874
1928.towndesc,sBARKHAMSTED,BARKHAMSTED
2603.hpmsaccdesc,No Access Contol,No Access Conrtol
1544.global_id,aed4e95f-5005-43f3-b4f7-7f24t211c9a22,aed4e95f-5005-43f3-b4f7-7f24211c9a22
3294.accctldesc,No Accaess Control,No Access Control
2532.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
3927.towndesc,GREENWIHC,GREENWICH
909.hpmsaccdesc,No Access Conrtoxl,No Access Conrtol
2886.accctldesc,No Access Ciontrol,No Access Control
1587.hpmsaccdesc,No sAccess Conrtol,No Access Conrtol
4732.global_id,7401c029-09b8-4c7a-b82e-b62e048fedd6f,7401c029-09b8-4c7a-b82e-b62e048edd6f
1643.accctldesc,No AccessC ontrol,No Access Control
754.global_id,1194fe5dn-f753-43be-a3a7-366bc22c61ba,1194fe5d-f753-43be-a3a7-366bc22c61ba
1898.routeid,1420017,1420071
2548.hpmsaccdesc,No Accessd Conrtol,No Access Conrtol
700.towndesc,AHFORD,ASHFORD
3771.accctldesc,No ccess Control,No Access Control
479.towndesc,WEST HAVEtN,WEST HAVEN
3778.hpmsaccdesc,Full Accses Control,Full Access Control
2682.hpmsaccdesc,No Access Conrotl,No Access Conrtol
4735.towndesc,NEW HaAVEN,NEW HAVEN
2641.accctldesc,No Acess Control,No Access Control
634.routeid,63S-,63-S
1975.towndesc,NORWIH,NORWICH
1908.towndesc,EMRIDEN,MERIDEN
3587.global_id,f45213cc-c41-4433-93cf-27ce20197b88,f45213cc-bc41-4433-93cf-27ce20197b88
3944.hpmsaccdesc,N Access Conrtol,No Access Conrtol
3605.global_id,7a21b9f-9e89-4c1b-8621-485a34ea7b2a,7a218b9f-9e89-4c1b-8621-485a34ea7b2a
2507.hpmsaccdesc,No Accessv Conrtol,No Access Conrtol
523.routeid,361N-,361-N
103.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
2733.global_id,25caf627-59df-410f-adb1-15dac9ea6a65,25caf627-59df-410f-adb1-15dac9ea6a56
4180.global_id,ef4a74bd-9929-411-a24b-38988506f21a,ef4a74bd-9929-4113-a24b-38988506f21a
2593.accctldesc,N oAccess Control,No Access Control
573.towndesc,MERIbDEN,MERIDEN
1187.routeid,118z0018,1180018
2582.accctldesc,No Access Contrlo,No Access Control
2035.routeid,291r-E,291-E
839.accctldesc,Partial Control - Undivided Higshways,Partial Control - Undivided Highways
1393.hpmsaccdesc,No Accses Conrtol,No Access Conrtol
3020.towndesc,SOUTH WIDSOR,SOUTH WINDSOR
199.hpmsaccdesc,N Access Conrtol,No Access Conrtol
1348.global_id,07d3088-78fa-427e-8c85-55a4930b7f94,07d30868-78fa-427e-8c85-55a4930b7f94
134.hpmsaccdesc,No Access Conrol,No Access Conrtol
83.accctldesc,No cAcess Control,No Access Control
4402.routeid,161z0004,1610004
1215.towndesc,FAIRIFELD,FAIRFIELD
1332.routeid,138042f9,1380429
2797.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
2935.hpmsaccdesc,No Access Conrotl,No Access Conrtol
4722.routeid,-8N,8-N
4882.towndesc,BEtACON FALLS,BEACON FALLS
33.global_id,19e28ad6-e1bc-42b1-9b3d-559e5af7e6b0,19e28ad6-e1bc-42b1-9b3d-5595eaf7e6b0
3895.hpmsaccdesc,No Access Cortol,No Access Conrtol
3747.towndesc,NEW AVEN,NEW HAVEN
1579.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
2040.accctldesc,No Acces Control,No Access Control
284.routeid,9020153,0920153
4413.routeid,1070d100,1070100
1368.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
628.accctldesc,o Access Control,No Access Control
72.routeid,0150466R,0150646R
1346.accctldesc,No Accesqs Control,No Access Control
1877.hpmsaccdesc,No Access Csonrtol,No Access Conrtol
1883.hpmsaccdesc,No Acecss Conrtol,No Access Conrtol
1361.hpmsaccdesc,No cAcess Conrtol,No Access Conrtol
781.routeid,47w-N,47-N
3150.global_id,bc02bcb2-da56-406b-bc96-b129d11cc0f0,bc02bcb2-da56-406b-bc96-b192d11cc0f0
4665.global_id,e1af5a65-2903-40e1-a760-4bdb44d23aaa,e1af5a65-2903-40e1-a760-4bdb44d2a3aa
2914.hpmsaccdesc,Fulle Access Control,Full Access Control
1738.towndesc,HAMDN,HAMDEN
1044.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
3147.hpmsaccdesc,Full Access Cntrol,Full Access Control
1226.routeid,142-N,124-N
1652.accctldesc,No Access Cotrol,No Access Control
2403.global_id,56dwc1a9d-62d6-4d13-92ed-0f7e3eb906f1,56dc1a9d-62d6-4d13-92ed-0f7e3eb906f1
4308.towndesc,WESoT HARTFORD,WEST HARTFORD
520.hpmsaccdesc,No Access Conrtvol,No Access Conrtol
2521.global_id,fe48e7ff8-841-4b12-ae62-ef70430c530f,fe48e7ff-8841-4b12-ae62-ef70430c530f
1767.hpmsaccdesc,Nso Access Conrtol,No Access Conrtol
546.towndesc,BOTON,BOLTON
4161.towndesc,AIRFIELD,FAIRFIELD
1711.towndesc,sNAUGATUCK,NAUGATUCK
3166.accctldesc,oN Access Control,No Access Control
623.accctldesc,No ccess Control,No Access Control
890.towndesc,WINDdSOR,WINDSOR
408.global_id,a8e488db-1aaa-4ac6-8856-695d6a9689b,a8e488db-1aaa-4ac6-8856-695d6a9f689b
39.accctldesc,No Access Control***,No Access Control
2474.hpmsaccdesc,No Accss Conrtol,No Access Conrtol
1853.global_id,4565f23b-2ead-4a55-bf36-e500e415cu8e8,4565f23b-2ead-4a55-bf36-e500e415c8e8
4026.accctldesc,oN Access Control,No Access Control
3206.routeid,23-S,32-S
3070.routeid,096030g1,0960301
3942.towndesc,BRkIDGEPORT,BRIDGEPORT
2826.global_id,1933e0cf-2bad4b8e-b398-e04b6057b914,1933e0cf-2bad-4b8e-b398-e04b6057b914
2867.accctldesc,No Accesss Control,No Access Control
4003.routeid,27-E,207-E
2159.global_id,49fdad88-c66a-444f-a417-5193d7b7d686,49fdad88-c66a-444f-a471-5193d7b7d686
4876.towndesc,DREBY,DERBY
2257.routeid,4-E,84-E
1678.hpmsaccdesc,No Accss Conrtol,No Access Conrtol
671.hpmsaccdesc,Full Acecss Control,Full Access Control
3891.accctldesc,No Access ontrol,No Access Control
1162.routeid,1510037,1150037
2861.global_id,6c66bd2f-2748-413f-90ac-9fe1l1e502353,6c66bd2f-2748-413f-90ac-9fe11e502353
2374.towndesc,PROSPET,PROSPECT
2590.routeid,468-E,486-E
4428.towndesc,THOMASTNO,THOMASTON
2037.global_id,1f6fb796-ed68-4ccb-96ef-a1cd96b7e983,1f6fb796-ed68-4ccb-96ef-a1c9d6b7e983
3676.hpmsaccdesc,NoA ccess Conrtol,No Access Conrtol
2959.accctldesc,No Access Cowntrol,No Access Control
879.towndesc,COLCHESTRE,COLCHESTER
2538.accctldesc,No Access Controql,No Access Control
592.global_id,52464d4d-b824-4fbe-91e5-ad59f28ec1da,52644d4d-b824-4fbe-91e5-ad59f28ec1da
1430.accctldesc,No Access Contrl,No Access Control
1521.routeid,95N-,95-N
4917.routeid,91-bS,91-S
3447.global_id,904ec197-9c5-4afa-a1a8-5e7dedd30a40,904ec197-59c5-4afa-a1a8-5e7dedd30a40
3877.accctldesc,No Access Control***,No Access Control
136.hpmsaccdesc,NoA ccess Conrtol,No Access Conrtol
4691.accctldesc,oN Access Control,No Access Control
746.towndesc,SOMRES,SOMERS
3884.accctldesc,No Access Cnotrol,No Access Control
4010.towndesc,NzAUGATUCK,NAUGATUCK
4437.hpmsaccdesc,No Access eConrtol,No Access Conrtol
1859.global_id,a8390f21-07da-4c4d9fa2-e45496ac136d,a8390f21-07da-4c4d-9fa2-e45496ac136d
3704.global_id,d85518b2-6b21-4dbe-9a052143bd79a3a0,d85518b2-6b21-4dbe-9a05-2143bd79a3a0
3346.accctldesc,No Access Cosntrol,No Access Control
3812.routeid,20-1N,201-N
1095.hpmsaccdesc,No Access Conrtol***,No Access Conrtol
1488.global_id,c957c28-41d55-4ca5-8a49-5fb98767c431,c957c284-1d55-4ca5-8a49-5fb98767c431
2223.accctldesc,No Accemss Control,No Access Control
1922.routeid,2-W,2A-W
1883.towndesc,NvORWICH,NORWICH
3511.towndesc,MANCiHESTER,MANCHESTER
1119.accctldesc,No Access oCntrol,No Access Control
782.towndesc,WASnHINGTON,WASHINGTON
3461.accctldesc,"Full Control - Other ivided Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
873.global_id,09fac2e-5ea0-4e6e-9bcf-357d9d2edbac,09fa9c2e-5ea0-4e6e-9bcf-357d9d2edbac
1212.accctldesc,No Acces Control,No Access Control
68.hpmsaccdesc,No Access oCnrtol,No Access Conrtol
2600.hpmsaccdesc,FullA ccess Control,Full Access Control
3851.global_id,e033a030-b7a7-4ya8a-bc2b-b1503fac9d19,e033a030-b7a7-4a8a-bc2b-b1503fac9d19
4670.hpmsaccdesc,No Access Coknrtol,No Access Conrtol
1043.routeid,020919R,1020919R
4370.accctldesc,Nuo Access Control,No Access Control
789.towndesc,DEEP RIVER***,DEEP RIVER
549.hpmsaccdesc,NoAccess Conrtol,No Access Conrtol
2553.global_id,91610bca-c70d-4fbd-b3bz5-192a78e08605,91610bca-c70d-4fbd-b3b5-192a78e08605
2349.global_id,79fc6f08-5859-419d-9034-9a6a449f3ce8,79fc6f08-5859-419d-9034-96aa449f3ce8
2895.routeid,180153,1180153
3855.towndesc,EASTw GRANBY,EAST GRANBY
3311.accctldesc,"Full Control - Other Dividedm Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
375.routeid,o1480142,1480142
4046.hpmsaccdesc,No Accesis Conrtol,No Access Conrtol
1635.accctldesc,No Accesfs Control,No Access Control
1688.towndesc,MILFRD,MILFORD
4737.accctldesc,o Access Control,No Access Control
4823.global_id,f655c368-afb4-4e65-af71-72f48c54848,f655c368-afb4-4e65-af71-72f48c544848
2871.accctldesc,No Access ontrol,No Access Control
1416.accctldesc,"Full Control - Other Divided Highways, 4 r more lanes","Full Control - Other Divided Highways, 4 or more lanes"
3078.hpmsaccdesc,NoAccess Conrtol,No Access Conrtol
1083.routeid,1040038,1040083
1513.routeid,080460,0830460
4041.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
3186.hpmsaccdesc,No Acess Conrtol,No Access Conrtol
3804.accctldesc,Full Control-  Undivided Higways,Full Control - Undivided Higways
1054.hpmsaccdesc,No Access Cnrtol,No Access Conrtol
3863.routeid,020120,0020120
362.routeid,1e350795,1350795
444.towndesc,WSTPORT,WESTPORT
3995.routeid,0180c115,0180115
3669.global_id,13sd746aa-c772-46f4-80c1-304beebc2c48,13d746aa-c772-46f4-80c1-304beebc2c48
369.accctldesc,No Acces sControl,No Access Control
3303.routeid,476N-,476-N
1477.accctldesc,NoA ccess Control,No Access Control
2257.hpmsaccdesc,Full Aqccess Control,Full Access Control
3480.accctldesc,No Access Controzl,No Access Control
1305.routeid,1510821,1510812
3618.towndesc,MILFpORD,MILFORD
4815.global_id,57cb86d5-dcd-4f58-bbed-45c581312d62,57cb86d5-0dcd-4f58-bbed-45c581312d62
1700.global_id,cd22c8bf-0240-4242-aa96-5e25e14b905a,cd22c8bf-0240-4242-aa69-5e25e14b905a
832.hpmsaccdesc,NoA ccess Conrtol,No Access Conrtol
2985.towndesc,ROTON,GROTON
4263.routeid,151011,1510141
3631.routeid,d207-E,207-E
3808.accctldesc,Partial Cotnrol - Undivided Highways,Partial Control - Undivided Highways
2850.global_id,7d3781bb-1cbb-4f84-b8bf-3099883f03e,7d3781bb-1cbb-4f84-b8bf-3099883f03ee
977.towndesc,PRETON,PRESTON
809.accctldesc,No Acecss Control,No Access Control
2444.global_id,2f8cd375-c95zc-40e3-8b97-9792ce5c5d9d,2f8cd375-c95c-40e3-8b97-9792ce5c5d9d
3323.global_id,aba1a4e8-5031-4e6a-a7f8-8fcedf695b9,aba1a4e8-5031-4e6a-a7f8-8f4cedf695b9
800.towndesc,PORTLAjND,PORTLAND
3084.global_id,6a67a00a-e58c-4be3-9d98-cab5e4ef07b,6a67a00a-e58c-4be3-9d98-cab5e47ef07b
1884.routeid,1670m066,1670066
59.hpmsaccdesc,No Access Conrltol,No Access Conrtol
1497.routeid,54-2E,542-E
1269.routeid,080060,0880060
799.accctldesc,No Access Contrl,No Access Control
403.hpmsaccdesc,No Access Conrtlo,No Access Conrtol
226.routeid,079594,0790594
768.accctldesc,No Access Controml,No Access Control
4129.hpmsaccdesc,NoA ccess Conrtol,No Access Conrtol
4294.accctldesc,No sAccess Control,No Access Control
4.global_id,52318405-pd0cc-479c-9647-17d20f11e78a,52318405-d0cc-479c-9647-17d20f11e78a
4875.hpmsaccdesc,Partial Acces Control,Partial Access Control
1143.hpmsaccdesc,No Access Codnrtol,No Access Conrtol
2196.global_id,7607a28f-00b-406d-91aa-7e337779631a,7607a28f-080b-406d-91aa-7e337779631a
205.routeid,080115,0870115
2878.accctldesc,No Access Cnotrol,No Access Control
4769.accctldesc,No Access Conrol,No Access Control
3854.towndesc,WIDSOR,WINDSOR
4707.accctldesc,No Access Cnotrol,No Access Control
1995.global_id,6269d612-3b9b-4089-bde8-4d4099f90ef6,6629d612-3b9b-4089-bde8-4d4099f90ef6
2657.towndesc,WyETHERSFIELD,WETHERSFIELD
4597.towndesc,ROBXURY,ROXBURY
3088.global_id,58831e2-83c4-4a68-9c17-89b2707bcf95,588301e2-83c4-4a68-9c17-89b2707bcf95
1525.global_id,738d1cd8-cc44-5462-b2ad-8f5f94716752,738d1cd8-cc44-4562-b2ad-8f5f94716752
4033.routeid,027n0128,0270128
1860.accctldesc,No Access Contrlo,No Access Control
4636.towndesc,AVN,AVON
3728.accctldesc,No Accses Control,No Access Control
3307.accctldesc,No Access Contol,No Access Control
3975.hpmsaccdesc,No Accests Conrtol,No Access Conrtol
3114.routeid,100014,1000214
1229.global_id,g4d4841bc-21c1-4914-9a97-9fb5fbe728d7,4d4841bc-21c1-4914-9a97-9fb5fbe728d7
3684.routeid,870169,0870169
2983.hpmsaccdesc,No Access Conrtol***,No Access Conrtol
3029.routeid,1510n860,1510860
4772.routeid,027d0029,0270029
1460.towndesc,ENFuIELD,ENFIELD
3942.routeid,0c150387,0150387
589.hpmsaccdesc,o Access Conrtol,No Access Conrtol
2414.routeid,0560160,0560610
4517.global_id,ef62dea2-907c-4ud5c-b5c0-8f1c2ff1cfd1,ef62dea2-907c-4d5c-b5c0-8f1c2ff1cfd1
4248.hpmsaccdesc,Full Acces Control,Full Access Control
917.accctldesc,No Acess Control,No Access Control
1915.global_id,e9aeb1136-fe5-4346-8dbb-7f0c96ff8592,e9aeb113-6fe5-4346-8dbb-7f0c96ff8592
1234.routeid,15105l89,1510589
3218.hpmsaccdesc,nNo Access Conrtol,No Access Conrtol
4069.routeid,3-E,34-E
3662.routeid,0830853,0830583
3220.towndesc,STRAFORD,STRATFORD
3469.global_id,c195ebcd-89ca-41c-b43c-a718c80779ab,c195ebcd-89ca-411c-b43c-a718c80779ab
3759.routeid,4-E,34-E
3824.hpmsaccdesc,N Access Conrtol,No Access Conrtol
1427.routeid,2080040,0280040
3909.towndesc,FAIwRFIELD,FAIRFIELD
1683.towndesc,qHARTFORD,HARTFORD
424.hpmsaccdesc,No Access Conrtocl,No Access Conrtol
2154.accctldesc,No Access Conrol,No Access Control
4444.accctldesc,o Access Control,No Access Control
2984.global_id,bf6452ad-af7b-4225-913c-5c96gaf37eda6,bf6452ad-af7b-4225-913c-5c96af37eda6
4175.hpmsaccdesc,Full Access Contol,Full Access Control
4685.accctldesc,No Afccess Control,No Access Control
2925.global_id,6643c9c2-7e68-4ad2-afa8-7b08240af30c,6643c9c2-7e68-4a2d-afa8-7b08240af30c
1243.accctldesc,No Acces Control,No Access Control
1384.global_id,e60d21d3-d07f-4e6-28878-ffe9e8dd726e,e60d21d3-d07f-4e62-8878-ffe9e8dd726e
26.hpmsaccdesc,No AccessC onrtol,No Access Conrtol
4373.accctldesc,No Access Control***,No Access Control
4610.hpmsaccdesc,No Accessm Conrtol,No Access Conrtol
461.hpmsaccdesc,Partila Access Control,Partial Access Control
1454.global_id,41bd9b3e-3dad-4340-bf3d-28d52a87232d,41bd9b3e-3dad-4340-b3fd-28d52a87232d
2791.hpmsaccdesc,Nto Access Conrtol,No Access Conrtol
3818.accctldesc,No xAccess Control,No Access Control
3312.hpmsaccdesc,Full Access iControl,Full Access Control
431.towndesc,WESTPRT,WESTPORT
1822.global_id,a2085373-646xa-4a01-9884-6ab859b60564,a2085373-646a-4a01-9884-6ab859b60564
4838.accctldesc,kPartial Control - Channelization,Partial Control - Channelization
2493.global_id,2143bd2a-8165-40c-affd-c8141e87de3c,2143bd2a-8165-404c-affd-c8141e87de3c
3036.global_id,acbae0f39-0c89-4d53-8908-b9c9654dcc77,cbae0f39-0c89-4d53-8908-b9c9654dcc77
2859.global_id,8ff1ea9-cc86-477f-b02c-827ed5eb63bf,f8ff1ea9-cc86-477f-b02c-827ed5eb63bf
2434.hpmsaccdesc,No Access Cnrtol,No Access Conrtol
83.hpmsaccdesc,No AccessConrtol,No Access Conrtol
1077.routeid,066001l6,0660016
159.accctldesc,No Acces Control,No Access Control
998.accctldesc,No Access Cnotrol,No Access Control
538.accctldesc,No Acces Control,No Access Control
4231.hpmsaccdesc,No Accqess Conrtol,No Access Conrtol
682.routeid,170598,0170598
2875.routeid,11j3-S,113-S
2441.hpmsaccdesc,No Access onrtol,No Access Conrtol
1178.accctldesc,No Access Conrtol,No Access Control
596.global_id,c2ffd0ae-7eeb-42f-a21f-e64352583a60,c2ffd0ae-7eeb-432f-a21f-e64352583a60
3421.routeid,69-fN,69-N
2729.hpmsaccdesc,Full Access Conrtol,Full Access Control
4405.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
3146.accctldesc,"Full Control - Other Divided Highawys, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
2666.global_id,93ba8351-5496-47c9-aeff-12bd8f3b30fa,93ba8531-5496-47c9-aeff-12bd8f3b30fa
3638.routeid,8030528,0830528
682.hpmsaccdesc,No Access Cnortol,No Access Conrtol
4291.global_id,dc673b88-4c98-4241-aebdc-990383f8f468,dc673b88-4c98-4241-aebd-990383f8f468
2846.global_id,2f756b41-2607-4f65-bbf5-8318bd129a5d,2f756b41-2607-4f56-bbf5-8318bd129a5d
763.routeid,164019r2,1640192
4266.routeid,1510j855,1510855
3755.routeid,15S-,15-S
2833.routeid,106z0100,1060100
2524.global_id,060d547-d125-4fcc-af84-86300e0874b8,060d8547-d125-4fcc-af84-86300e0874b8
1593.hpmsaccdesc,cNo Access Conrtol,No Access Conrtol
1935.routeid,0709492,0790492
993.accctldesc,No Access Cotrol,No Access Control
4544.global_id,10f4edac-e162-4ed4-a33c-ee03da480053,10f4edac-e162-4ed4-a33c-ee03da408053
1800.accctldesc,No Access oCntrol,No Access Control
1396.accctldesc,No Accesgs Control,No Access Control
1393.accctldesc,o Access Control,No Access Control
4310.routeid,550330,1550330
