gross,net,conventional_accounting,economic_sector,sector,category,sub_category_one,sub_category_two,sub_category_three,year,gas,mtco_twoear_five_two_zeroyr,mtco_twoear_four_one_zero_zeroyr
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,2010,CO2,117969,117969
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,Diesel,2017,CH4,118063,35138
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,1992,CO2,118167,118167
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Coal,2012,CH4,118210,35182
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,2018,CO2,118284,118284
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Special Naphthas,2003,CO2,118348,118348
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Kerosene,2004,CO2,118488,118488
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1992,CO2,118490,118490
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1990,CH4,1697556,505225
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1991,N2O,190344,214858
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1991,CH4,1730064,514900
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,Diesel,2014,CH4,118596,35296
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Coal,1996,CO2,118647,118647
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Railroad,Distillate Fuel,1995,CO2,118659,118659
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Military,Residual Fuel,1990,CO2,119017,119017
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,Gasoline,2013,CH4,119017,35422
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1992,N2O,187704,211878
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,2009,CH4,119178,35470
Yes,No,No,Electricity,Energy,Imported Electricity,Net Electricity Imports,Not Applicable,All,2010,Biogenic CO2,119199,119199
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,2004,CH4,119346,35520
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Petroleum Coke,2003,CO2,119374,119374
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Coal,2003,CO2,119399,119399
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1992,CH4,1519392,452200
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Petroleum Coke,1990,CH4,119530,35575
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,2009,CO2,119653,119653
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,2013,CO2,119680,119680
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,2012,CO2,119822,119822
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Residual Fuel,2018,CO2,119854,119854
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),1991,CO2,119857,119857
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1993,N2O,186648,210686
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,2002,CO2,120095,120095
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2018,CO2,120305,120305
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,2002,CH4,120354,35820
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Special Naphthas,2008,CO2,120388,120388
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,LPG,2006,CO2,120416,120416
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Aircraft),Jet Fuel,1995,N2O,120470,135985
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,1993,CO2,120475,120475
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Kerosene,2000,CH4,120489,35860
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,2017,CO2,120508,120508
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,2014,CO2,120716,120716
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1993,CH4,1654716,492475
Yes,Yes,Yes,Buildings,IPPU,Product Use,ODS Substitues,Building HVAC,Not Applicable,2008,HFCs,120863,61528
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1991,CO2,120886,120886
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,2001,CO2,120981,120981
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,Gasoline,2004,CH4,121084,36037
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,1995,CO2,121107,121107
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1994,N2O,183744,207408
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1994,CH4,1611204,479525
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Special Naphthas,1991,CO2,121252,121252
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Natural Gas,1993,CO2,121383,121383
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Special Naphthas,1999,CO2,121419,121419
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2010,CO2,121453,121453
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Natural Gas,1992,CO2,121548,121548
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,2016,CO2,121556,121556
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Special Naphthas,2001,CO2,121577,121577
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Distillate Fuel,1995,CO2,121597,121597
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),1996,CO2,121613,121613
Yes,No,No,Waste,Waste,Waste Combustion,Out-of-State Waste Combustion,Not Applicable,Not Applicable,2011,Biogenic CO2,121687,121687
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,1992,CH4,121717,36225
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1995,N2O,181104,204428
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Railroad,Distillate Fuel,1990,CO2,121775,121775
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1995,CH4,1640268,488175
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,2001,CO2,121850,121850
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,2006,CH4,121995,36308
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1996,N2O,189288,213666
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,1991,CO2,122155,122155
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,2011,CO2,122205,122205
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2011,CO2,122263,122263
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),1992,CO2,122391,122391
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,1999,CO2,122448,122448
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2012,CO2,122490,122490
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1996,CH4,1773324,527775
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,1997,CO2,122596,122596
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1997,N2O,198000,223500
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,2005,CH4,122598,36487
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2017,CO2,122802,122802
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Kerosene,2001,CH4,122855,36564
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,1990,CO2,123035,123035
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,1990,CO2,123133,123133
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Petroleum Coke,1992,CO2,123217,123217
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,1997,CO2,123236,123236
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,2014,CO2,123304,123304
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Natural Gas,2000,CO2,123344,123344
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1997,CH4,1843212,548575
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1998,N2O,205920,232440
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,2011,CO2,123460,123460
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1998,CH4,2190636,651975
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2012,CH4,123608,36788
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,2003,CH4,123719,36821
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2009,CO2,123865,123865
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1999,N2O,213576,241082
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2015,CO2,124240,124240
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Distillate Fuel,2007,CO2,124283,124283
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,2000,CH4,124290,36991
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,1999,CH4,2420208,720300
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Coal,1997,CH4,124377,37017
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),2002,CO2,124400,124400
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Coal,1994,CO2,124431,124431
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,1990,CO2,124454,124454
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,1992,CO2,124578,124578
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,2003,CO2,124596,124596
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,2000,N2O,222288,250916
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),1993,CO2,124786,124786
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,2015,CO2,124812,124812
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Aircraft),Jet Fuel,2014,N2O,124867,140949
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Transportation,Nonroad - Pipelines,Natural Gas,2005,CO2,124873,124873
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2008,CO2,124885,124885
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,2003,CH4,125008,37205
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Distillate Fuel,1998,CO2,125029,125029
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,1990,CO2,125032,125032
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,1995,CO2,125128,125128
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,2000,CH4,2344776,697850
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,2014,CO2,125303,125303
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),2001,CO2,125307,125307
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,1994,CO2,125334,125334
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2005,CH4,125401,37322
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),1995,CO2,125445,125445
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,2001,N2O,222288,250916
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Coal,2010,CH4,125611,37384
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,2012,CH4,125641,37393
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2013,CO2,125649,125649
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2014,CO2,125728,125728
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,1997,CO2,125743,125743
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,1996,CO2,125752,125752
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Residual Fuel,1995,CH4,125773,37433
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,1991,CO2,125795,125795
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Coal,2008,CH4,125872,37462
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Coal,1999,CO2,125874,125874
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,Diesel,2018,CH4,125926,37478
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,Diesel,2019,CH4,125926,37478
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Coal,1993,CO2,125983,125983
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,2001,CH4,2610804,777025
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Coal,1990,CH4,126113,37534
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2018,CO2,126139,126139
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,2011,CO2,126281,126281
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,2016,CO2,126376,126376
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2017,CO2,126403,126403
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,1998,CO2,126436,126436
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Kerosene,1999,CO2,126672,126672
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2015,CO2,126713,126713
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,1992,CO2,126730,126730
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,1993,CO2,126749,126749
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,1994,CO2,126940,126940
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,2012,CO2,127035,127035
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2009,CH4,127105,37829
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,Gasoline,2012,CH4,127192,37855
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,1993,CO2,127206,127206
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2016,CO2,127223,127223
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,1999,CO2,127298,127298
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,2002,N2O,232584,262538
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,2002,CH4,2902536,863850
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,2005,CH4,127419,37922
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,2003,N2O,242880,274160
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2007,CO2,127477,127477
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,2003,CH4,3005016,894350
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2015,CH4,127504,37948
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Coal,2001,CO2,127520,127520
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,2004,N2O,243936,275352
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Livestock,Manure Management,Not Applicable,2004,CH4,3016356,897725
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Distillate Fuel,1999,CH4,127622,37983
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),1997,CO2,127641,127641
Yes,Yes,Yes,Electricity,Energy,Electricity Transmission,Electricity Transmission,Not Applicable,Not Applicable,2019,SF6,127960,166713
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Construction,Gasoline,1993,CO2,127969,127969
Yes,Yes,Yes,Electricity,Energy,Electricity Transmission,Electricity Transmission,Not Applicable,Not Applicable,2018,SF6,128046,166826
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,1999,CH4,128158,38142
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2005,CH4,128208,38157
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,1990,CO2,128231,128231
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,2001,CO2,128237,128237
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Distillate Fuel,2007,CO2,128283,128283
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2004,CO2,128296,128296
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,2014,CH4,128340,38196
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,1994,CO2,128464,128464
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,2019,CO2,128819,128819
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Residual Fuel,2018,CH4,128828,38342
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,1998,CO2,128946,128946
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2016,CO2,129103,129103
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Coal,2013,CO2,129230,129230
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2016,CH4,129253,38468
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Residual Fuel,2017,CH4,129258,38470
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Miscellaneous Petroleum Products,2003,CO2,129280,129280
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2007,CH4,129332,38492
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Construction,Gasoline,1996,CO2,129334,129334
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,2004,CO2,129339,129339
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2006,CO2,129421,129421
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),1994,CO2,129807,129807
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Coal,1998,CO2,129922,129922
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,1999,CO2,130295,130295
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1990,CO2,130313,130313
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2010,CH4,130339,38791
Yes,No,No,Waste,Waste,Waste Combustion,Out-of-State Waste Combustion,Not Applicable,Not Applicable,2010,Biogenic CO2,130341,130341
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Aircraft),Jet Fuel,2015,N2O,130576,147392
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Kerosene,2005,CO2,130818,130818
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,2000,CO2,130828,130828
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Distillate Fuel,2008,CH4,130878,38952
Yes,Yes,Yes,Transportation,IPPU,Product Use,ODS Substitues,Transportation Refrigeration,Not Applicable,2005,HFCs,130982,58040
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2009,CO2,131012,131012
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2012,CO2,131070,131070
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2000,CO2,131083,131083
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2017,CH4,131096,39017
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,1992,CO2,131103,131103
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Road,Gasoline,1997,Biogenic CO2,131284,131284
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2008,CH4,131357,39094
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Distillate Fuel,2002,CH4,131457,39124
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2018,CH4,131528,39145
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Marine/Boating,Gasoline,2013,CO2,131658,131658
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,Gasoline,2003,CH4,131713,39200
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2006,PFCs,131763,198910
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2013,CO2,131778,131778
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,2011,CH4,132187,39341
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Coal,2009,N2O,132199,149225
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Recreational Vehicle,Gasoline,2005,CO2,132263,132263
