objectid,statefp,countyfp,tractce,geoid,namevalue,namelsad,mtfcc,funcstat,aland,awater,li_cor_dac,shape_area,shape_length
4249,6,37,221820,6037221820,2218.2,Census Tract 2218.20,G5020,S,204263,0,Both,298158.828125,2150.82182391373
4250,6,37,242000,6037242000,2420.0,Census Tract 2420,G5020,S,646734,0,Both,942017.65234375,3873.65531980565
4251,6,65,43507,6065043507,435.07,Census Tract 435.07,G5020,S,4871911,0,Both,7068209.3515625,11661.7437404519
4252,6,53,200,6053000200,2.0,Census Tract 2,G5020,S,1642035,0,LIC,2559424.19921875,6601.86395553195
4253,6,53,300,6053000300,3.0,Census Tract 3,G5020,S,1227263,0,LIC,1912952.7421875,5524.47801315679
4254,6,53,400,6053000400,4.0,Census Tract 4,G5020,S,2509095,0,LIC,3909943.9609375,8471.61726791877
4255,6,103,600,6103000600,6.0,Census Tract 6,G5020,S,13098003,1060192,LIC,24290901.453125,25101.201614991
4256,6,103,1100,6103001100,11.0,Census Tract 11,G5020,S,171725439,356399,LIC,292611934.414063,77296.5566544189
4257,6,103,700,6103000700,7.0,Census Tract 7,G5020,S,13370155,0,LIC,22912401.2382813,29882.6905598108
4258,6,77,4308,6077004308,43.08,Census Tract 43.08,G5020,S,760132,0,Both,1229737.2578125,5305.33067755066
4259,6,77,4403,6077004403,44.03,Census Tract 44.03,G5020,S,1017539,0,Both,1646818.82421875,5773.65442332493
4260,6,83,900,6083000900,9.0,Census Tract 9,G5020,S,1750325,0,LIC,2578572.91796875,7914.57909267839
4261,6,83,1000,6083001000,10.0,Census Tract 10,G5020,S,1257980,0,LIC,1853070.6875,6242.4302313547
4262,6,83,1101,6083001101,11.01,Census Tract 11.01,G5020,S,825968,0,LIC,1216764.8203125,4970.20098112548
4263,6,83,1102,6083001102,11.02,Census Tract 11.02,G5020,S,552755,0,LIC,814199.1484375,4642.76227600939
4264,6,77,5130,6077005130,51.3,Census Tract 51.30,G5020,S,1345574,0,DAC,2159927.734375,6254.51080557455
4265,6,77,5206,6077005206,52.06,Census Tract 52.06,G5020,S,66727201,1558487,DAC,109476958.992188,63279.8769139319
4266,6,113,10608,6113010608,106.08,Census Tract 106.08,G5020,S,2208553,0,LIC,3615568.640625,9313.335332182
4267,6,65,45706,6065045706,457.06,Census Tract 457.06,G5020,S,2775967,0,Both,4018966.6484375,9810.72746302358
4268,6,53,800,6053000800,8.0,Census Tract 8,G5020,S,1024459,0,LIC,1595676.09375,7056.82674491225
4269,6,83,2403,6083002403,24.03,Census Tract 24.03,G5020,S,1323184,0,LIC,1974070.9609375,5961.78409949951
4270,6,77,2401,6077002401,24.01,Census Tract 24.01,G5020,S,1921332,0,Both,3093259.99609375,8029.45610791892
4271,6,77,4307,6077004307,43.07,Census Tract 43.07,G5020,S,1597857,0,LIC,2584997.29296875,6773.31718909124
4272,6,83,2005,6083002005,20.05,Census Tract 20.05,G5020,S,6347531,0,LIC,9448859.58984375,17314.2365924737
4273,6,83,1800,6083001800,18.0,Census Tract 18,G5020,S,3003960811,20663794,LIC,4495057824.59375,407346.83141491
4274,6,77,2503,6077002503,25.03,Census Tract 25.03,G5020,S,1763218,95664,Both,2992005.203125,11849.6574343426
4275,6,83,1203,6083001203,12.03,Census Tract 12.03,G5020,S,1757915,8848,LIC,2601835.77734375,6681.69906780658
4276,6,65,44702,6065044702,447.02,Census Tract 447.02,G5020,S,1631410,0,LIC,2369832.921875,6405.33376980651
4277,6,81,603300,6081603300,6033.0,Census Tract 6033,G5020,S,8009054,0,LIC,12774444.3710938,23133.8556504322
4278,6,65,41201,6065041201,412.01,Census Tract 412.01,G5020,S,2584649,0,Both,3763397.25,8708.11491672986
4279,6,65,41202,6065041202,412.02,Census Tract 412.02,G5020,S,1244763,0,LIC,1812889.52734375,7107.27360307963
4280,6,53,900,6053000900,9.0,Census Tract 9,G5020,S,1651947,0,Both,2572654.63671875,7767.16859609788
4281,6,81,602700,6081602700,6027.0,Census Tract 6027,G5020,S,1807090,0,LIC,2887515.04296875,9749.549611398
4282,6,81,604200,6081604200,6042.0,Census Tract 6042,G5020,S,1737561,0,Both,2774838.73828125,10960.7683737865
4283,6,65,41203,6065041203,412.03,Census Tract 412.03,G5020,S,859630,0,DAC,1251958.1484375,4650.6685288677
4284,6,65,43702,6065043702,437.02,Census Tract 437.02,G5020,S,2681873,98421,LIC,4032101.2890625,9418.65235037092
4285,6,65,43703,6065043703,437.03,Census Tract 437.03,G5020,S,1227446,94988,LIC,1917962.98828125,7399.06246765013
4286,6,77,5131,6077005131,51.31,Census Tract 51.31,G5020,S,77221987,73677,DAC,124183880.332031,53481.2781557857
4287,6,77,5132,6077005132,51.32,Census Tract 51.32,G5020,S,920247,0,Both,1476160.5859375,4862.95265529664
4288,6,77,5133,6077005133,51.33,Census Tract 51.33,G5020,S,1519859,0,DAC,2437674.41796875,7849.42225341891
4289,6,65,43900,6065043900,439.0,Census Tract 439,G5020,S,2961860,0,LIC,4314218.8984375,8523.2520485005
4290,6,77,4404,6077004404,44.04,Census Tract 44.04,G5020,S,3898015,0,Both,6309233.015625,13742.5841839635
4291,6,83,2303,6083002303,23.03,Census Tract 23.03,G5020,S,1314501,0,LIC,1961809.63671875,5946.50523083269
4292,6,83,2708,6083002708,27.08,Census Tract 27.08,G5020,S,1456120,0,LIC,2156034.99609375,6887.02968082124
4293,6,81,601400,6081601400,6014.0,Census Tract 6014,G5020,S,1463065,0,LIC,2339839.29296875,6613.66225687886
4294,6,13,302005,6013302005,3020.05,Census Tract 3020.05,G5020,S,3569410,0,Both,5757504.9765625,13148.247828933
4295,6,13,313204,6013313204,3132.04,Census Tract 3132.04,G5020,S,17015777,0,LIC,27438981.8085938,31669.2354152312
4296,6,83,2007,6083002007,20.07,Census Tract 20.07,G5020,S,5308991,2806,LIC,7916875.5546875,14050.4736979386
4297,6,77,4502,6077004502,45.02,Census Tract 45.02,G5020,S,1646952,0,Both,2666296.45703125,7352.4346988134
4298,6,83,101,6083000101,1.01,Census Tract 1.01,G5020,S,3792514,0,LIC,5590313.01171875,11182.7348103141
4299,6,65,46101,6065046101,461.01,Census Tract 461.01,G5020,S,1937846,0,LIC,2801479.99609375,7744.13127400106
4300,6,65,46102,6065046102,461.02,Census Tract 461.02,G5020,S,1958379,0,LIC,2831137.15234375,7782.57089756974
4301,6,77,5406,6077005406,54.06,Census Tract 54.06,G5020,S,1337453,0,LIC,2141906.40625,6257.01900629202
4302,6,77,2402,6077002402,24.02,Census Tract 24.02,G5020,S,1497304,40803,Both,2475415.4140625,7534.39751383148
4303,6,77,3217,6077003217,32.17,Census Tract 32.17,G5020,S,735342,1641,LIC,1189472.578125,7032.50354213161
4304,6,77,2504,6077002504,25.04,Census Tract 25.04,G5020,S,899262,0,DAC,1447591.96484375,6348.34007231612
4305,6,19,5608,6019005608,56.08,Census Tract 56.08,G5020,S,1469711,19689,Both,2328088.38671875,6997.33271352205
4306,6,1,451404,6001451404,4514.04,Census Tract 4514.04,G5020,S,1674931,0,LIC,2678963.34765625,7623.95525823776
4307,6,83,3001,6083003001,30.01,Census Tract 30.01,G5020,S,4042575,34901,Both,6008283.3359375,10203.5335369343
4308,6,65,31300,6065031300,313.0,Census Tract 313,G5020,S,2310048,0,Both,3364076.37890625,8240.77477987496
4309,6,79,10102,6079010102,101.02,Census Tract 101.02,G5020,S,6269644,29864,LIC,9557497.94140625,22621.1585444126
4310,6,1,403501,6001403501,4035.01,Census Tract 4035.01,G5020,S,669872,0,LIC,1075243.19921875,5247.10554327452
4311,6,65,31401,6065031401,314.01,Census Tract 314.01,G5020,S,2264167,0,Both,3297839.12109375,9654.38343010728
4312,6,65,31402,6065031402,314.02,Census Tract 314.02,G5020,S,2252498,0,LIC,3281130.26171875,8999.93896085689
4313,6,19,3004,6019003004,30.04,Census Tract 30.04,G5020,S,1306363,0,Both,2038547.20703125,6061.56559766774
4314,6,13,313206,6013313206,3132.06,Census Tract 3132.06,G5020,S,1730248,0,LIC,2792014.4765625,7059.88588320368
4315,6,65,41407,6065041407,414.07,Census Tract 414.07,G5020,S,1614717,0,Both,2350423.67578125,6240.34261523665
4316,6,65,41408,6065041408,414.08,Census Tract 414.08,G5020,S,1422471,0,Both,2070246.73046875,7343.19881400134
4317,6,65,41410,6065041410,414.1,Census Tract 414.10,G5020,S,1952836,0,Both,2840556.015625,10400.2390228119
4318,6,13,338101,6013338101,3381.01,Census Tract 3381.01,G5020,S,1138605,0,LIC,1834076.9921875,5904.74626850839
4319,6,83,102,6083000102,1.02,Census Tract 1.02,G5020,S,2458398,0,LIC,3623786.34765625,10801.5062448004
4320,6,83,2502,6083002502,25.02,Census Tract 25.02,G5020,S,164111293,2923278,Both,249025456.234375,83915.8527769525
4321,6,83,2924,6083002924,29.24,Census Tract 29.24,G5020,S,453041,0,LIC,667272.18359375,3553.01958567424
4322,6,83,2926,6083002926,29.26,Census Tract 29.26,G5020,S,334446,0,LIC,492597.6796875,3130.68396683495
4323,6,77,5501,6077005501,55.01,Census Tract 55.01,G5020,S,78259478,3336655,LIC,130552861.832031,67298.3580249881
4324,6,77,801,6077000801,8.01,Census Tract 8.01,G5020,S,8894120,518688,Both,15158729.609375,16973.9972154723
4325,6,77,3313,6077003313,33.13,Census Tract 33.13,G5020,S,493415,0,Both,795847.6796875,3930.17202684581
4326,6,1,406500,6001406500,4065.0,Census Tract 4065,G5020,S,745006,0,LIC,1194884.68359375,4857.92746396722
4327,6,83,2009,6083002009,20.09,Census Tract 20.09,G5020,S,2581363,0,LIC,3843980.59765625,7885.49938107311
4328,6,83,2011,6083002011,20.11,Census Tract 20.11,G5020,S,18388088,137974,LIC,27607660.7109375,22417.9855842024
4329,6,83,2012,6083002012,20.12,Census Tract 20.12,G5020,S,3299007,0,LIC,4912135.56640625,14476.037780273
4330,6,67,8907,6067008907,89.07,Census Tract 89.07,G5020,S,1542548,0,LIC,2530191.27734375,7432.93185907253
4331,6,67,8908,6067008908,89.08,Census Tract 89.08,G5020,S,2218451,0,Both,3638289.2265625,9526.46854782435
4332,6,65,42512,6065042512,425.12,Census Tract 425.12,G5020,S,1603323,0,Both,2334275.5625,6749.51553839793
4333,6,19,6202,6019006202,62.02,Census Tract 62.02,G5020,S,16717015,0,Both,26067185.5390625,21501.798949627
4334,6,83,2205,6083002205,22.05,Census Tract 22.05,G5020,S,1117872,0,LIC,1668340.24609375,5461.23353131856
4335,6,65,44000,6065044000,440.0,Census Tract 440,G5020,S,2371701,0,Both,3453585.13671875,7697.95157772346
4336,6,65,44101,6065044101,441.01,Census Tract 441.01,G5020,S,1628524,0,Both,2371380.625,8989.89881752906
4337,6,65,44102,6065044102,441.02,Census Tract 441.02,G5020,S,1297274,0,LIC,1889203.71484375,8761.35163402791
4338,6,65,44103,6065044103,441.03,Census Tract 441.03,G5020,S,7693920,0,LIC,11206179.9648438,13856.9525463793
4339,6,83,2101,6083002101,21.01,Census Tract 21.01,G5020,S,1384070,0,LIC,2064905.0859375,6106.94587722518
4340,6,83,2102,6083002102,21.02,Census Tract 21.02,G5020,S,1352555,0,LIC,2017522.5625,6069.15869075601
4341,6,19,6502,6019006502,65.02,Census Tract 65.02,G5020,S,14521582,0,Both,22602141.1953125,23240.5783111904
4342,6,83,2103,6083002103,21.03,Census Tract 21.03,G5020,S,2838207,7602,LIC,4243755.5234375,8552.50760063768
4343,6,13,380000,6013380000,3800.0,Census Tract 3800,G5020,S,6183658,7310701,Both,21712161.859375,22541.0744286989
4344,6,13,368002,6013368002,3680.02,Census Tract 3680.02,G5020,S,658967,0,Both,1061825.5,5093.92874781368
4345,6,47,203,6047000203,2.03,Census Tract 2.03,G5020,S,4759408,0,DAC,7560704.3984375,12933.9940395842
4346,6,47,2600,6047002600,26.0,Census Tract 26,G5020,S,46246558,0,DAC,73196240.4140625,46128.2128367212
4347,6,47,2500,6047002500,25.0,Census Tract 25,G5020,S,516711310,2516832,DAC,826374840.390625,164428.541627704
4348,6,77,3312,6077003312,33.12,Census Tract 33.12,G5020,S,576525,0,Both,929851.796875,4015.8048310901
4349,6,77,3409,6077003409,34.09,Census Tract 34.09,G5020,S,1393211,0,Both,2247464.5234375,6886.50314135578
4350,6,77,4501,6077004501,45.01,Census Tract 45.01,G5020,S,2377138,79879,Both,3978725.40234375,11371.2175896547
4351,6,83,2206,6083002206,22.06,Census Tract 22.06,G5020,S,1341423,0,LIC,2001633.8671875,5983.86951838529
4352,6,83,2209,6083002209,22.09,Census Tract 22.09,G5020,S,1098382,0,LIC,1639620.6171875,5557.39623254764
4353,6,83,2210,6083002210,22.1,Census Tract 22.10,G5020,S,2330364,377219,LIC,4041547.5234375,9671.09778899675
4354,6,83,2304,6083002304,23.04,Census Tract 23.04,G5020,S,1304263,0,LIC,1946186.76171875,5934.06028844676
4355,6,83,2305,6083002305,23.05,Census Tract 23.05,G5020,S,1308766,0,LIC,1953596.9296875,5930.49869310579
4356,6,77,5135,6077005135,51.35,Census Tract 51.35,G5020,S,15557325,0,DAC,24989571.109375,23934.7544740336
4357,6,19,6501,6019006501,65.01,Census Tract 65.01,G5020,S,47352134,0,Both,73629321.8007813,36305.9613498456
4358,6,19,6604,6019006604,66.04,Census Tract 66.04,G5020,S,2400004,0,Both,3731445.09375,8046.28365568346
4359,6,7,1702,6007001702,17.02,Census Tract 17.02,G5020,S,34432019,1508,LIC,58437268.2773438,65813.0353640168
4360,6,7,1800,6007001800,18.0,Census Tract 18,G5020,S,12107961,3274,LIC,20532960.4921875,30855.9165411022
4361,6,7,2000,6007002000,20.0,Census Tract 20,G5020,S,7168115,2216,LIC,12148353.7226563,15901.3240260386
4362,6,7,2300,6007002300,23.0,Census Tract 23,G5020,S,75520716,2019287,LIC,131068063.433594,59893.9745962203
4363,6,7,3200,6007003200,32.0,Census Tract 32,G5020,S,39386031,37114,LIC,66166261.0507813,39475.3878331186
4364,6,7,2400,6007002400,24.0,Census Tract 24,G5020,S,1106587629,45223858,LIC,1946578639.85156,261941.111353261
4365,6,7,2200,6007002200,22.0,Census Tract 22,G5020,S,136482649,32728,LIC,230748047.816406,76533.3134591616
4366,6,7,2700,6007002700,27.0,Census Tract 27,G5020,S,13027059,341514,LIC,22495647.6953125,23058.4378984312
4367,6,65,31502,6065031502,315.02,Census Tract 315.02,G5020,S,2573383,0,Both,3748389.8359375,8378.28552441917
4368,6,65,45103,6065045103,451.03,Census Tract 451.03,G5020,S,23062279,383374,LIC,33998938.1210938,33193.6107114361
4369,6,65,46404,6065046404,464.04,Census Tract 464.04,G5020,S,10645120,0,LIC,15402380.5351563,16749.7515093884
4370,6,33,802,6033000802,8.02,Census Tract 8.02,G5020,S,3252244,1828931,LIC,8414775.4609375,18807.2251588632
4371,6,95,252611,6095252611,2526.11,Census Tract 2526.11,G5020,S,943238,0,LIC,1532434.94140625,5616.92454681041
4372,6,95,252911,6095252911,2529.11,Census Tract 2529.11,G5020,S,4222402,18288,LIC,6909750.890625,13056.1270559169
4373,6,81,601501,6081601501,6015.01,Census Tract 6015.01,G5020,S,717017,0,LIC,1146521.3515625,5669.88614399288
4374,6,81,601502,6081601502,6015.02,Census Tract 6015.02,G5020,S,816586,0,LIC,1305525.46875,6223.63774506561
4375,6,81,601603,6081601603,6016.03,Census Tract 6016.03,G5020,S,1180418,0,LIC,1886509.27734375,9448.93529176253
4376,6,65,41411,6065041411,414.11,Census Tract 414.11,G5020,S,883368,0,Both,1284880.203125,4556.43480330411
4377,6,83,2306,6083002306,23.06,Census Tract 23.06,G5020,S,23450365,512444,LIC,35771727.921875,26407.0186895052
4378,6,65,41412,6065041412,414.12,Census Tract 414.12,G5020,S,2153670,0,DAC,3133091.3828125,7224.2856017914
4379,6,65,41704,6065041704,417.04,Census Tract 417.04,G5020,S,915653,0,Both,1331792.0625,5071.98278537936
4380,6,67,9316,6067009316,93.16,Census Tract 93.16,G5020,S,1280254,0,Both,2092218.49609375,6138.20847652653
4381,6,67,9318,6067009318,93.18,Census Tract 93.18,G5020,S,1330305,0,Both,2173999.5078125,6273.49012007475
4382,6,67,9319,6067009319,93.19,Census Tract 93.19,G5020,S,2327857,0,LIC,3803375.92578125,8625.1620250281
4383,6,67,9320,6067009320,93.2,Census Tract 93.20,G5020,S,1663289,0,LIC,2716863.5703125,7081.44852934471
4384,6,73,7702,6073007702,77.02,Census Tract 77.02,G5020,S,644871,0,LIC,915041.53125,5261.17631286115
4385,6,73,20308,6073020308,203.08,Census Tract 203.08,G5020,S,1192259,0,LIC,1704992.2421875,5871.39280430996
4386,6,83,2402,6083002402,24.02,Census Tract 24.02,G5020,S,16293975,39073,LIC,24358743.3828125,23335.0855094548
4387,6,83,2404,6083002404,24.04,Census Tract 24.04,G5020,S,1315503,0,LIC,1962277.30078125,5944.21536845514
4388,6,19,6603,6019006603,66.03,Census Tract 66.03,G5020,S,1851157,97487,Both,3029921.40625,8042.80228994333
4389,6,19,8501,6019008501,85.01,Census Tract 85.01,G5020,S,21328312,0,Both,33147107.4492188,24054.6973549465
4390,6,19,8502,6019008502,85.02,Census Tract 85.02,G5020,S,11032696,0,Both,17160714.46875,18105.7252619867
4391,6,19,2903,6019002903,29.03,Census Tract 29.03,G5020,S,1292237,6153,Both,2025726.9296875,6143.44526611793
4392,6,65,44200,6065044200,442.0,Census Tract 442,G5020,S,4080730,0,Both,5943423.29296875,10010.6086462477
4393,6,65,44509,6065044509,445.09,Census Tract 445.09,G5020,S,2270917,0,LIC,3309757.953125,9641.45656649343
4394,6,65,44602,6065044602,446.02,Census Tract 446.02,G5020,S,2596842,0,LIC,3773582.5234375,7757.67189405782
4395,6,65,44701,6065044701,447.01,Census Tract 447.01,G5020,S,2606686,0,LIC,3786629.48046875,7786.31688073182
4396,6,95,252802,6095252802,2528.02,Census Tract 2528.02,G5020,S,3750312,0,LIC,6094240.4921875,15396.9206707519
4397,6,83,2702,6083002702,27.02,Census Tract 27.02,G5020,S,1442539,0,LIC,2136352.26953125,6113.21248724643
4398,6,83,2703,6083002703,27.03,Census Tract 27.03,G5020,S,2070768,25367,LIC,3104338.234375,8183.5478951813
4399,6,19,4210,6019004210,42.1,Census Tract 42.10,G5020,S,1743753,0,LIC,2727101.79296875,7897.65003259597
4400,6,19,3003,6019003003,30.03,Census Tract 30.03,G5020,S,1319402,0,Both,2058504.48828125,6098.59178852535
4401,6,81,601604,6081601604,6016.04,Census Tract 6016.04,G5020,S,1485104,0,LIC,2374352.14453125,7996.59695965065
4402,6,81,601605,6081601605,6016.05,Census Tract 6016.05,G5020,S,944261,0,LIC,1509155.97265625,6338.12014570285
4403,6,73,15404,6073015404,154.04,Census Tract 154.04,G5020,S,3602260,0,LIC,5110325.72265625,9910.98375315351
4404,6,19,6100,6019006100,61.0,Census Tract 61,G5020,S,10887616,0,Both,16965425.1757813,17255.1200448161
4405,6,19,100,6019000100,1.0,Census Tract 1,G5020,S,843445,0,Both,1315843.1796875,5191.16803708893
4406,6,37,502700,6037502700,5027.0,Census Tract 5027,G5020,S,6982230,0,Both,10173848.7734375,16361.287789867
4407,6,65,46200,6065046200,462.0,Census Tract 462,G5020,S,11752772,0,Both,16984859.1171875,17480.1925125489
4408,6,73,17801,6073017801,178.01,Census Tract 178.01,G5020,S,4345840,116020,LIC,6385385.07421875,10673.214467767
4409,6,37,502901,6037502901,5029.01,Census Tract 5029.01,G5020,S,1247226,0,LIC,1816967.75390625,5536.92706124491
4410,6,37,502902,6037502902,5029.02,Census Tract 5029.02,G5020,S,3853049,0,Both,5612726.30078125,10497.7005051435
4411,6,37,503000,6037503000,5030.0,Census Tract 5030,G5020,S,1328698,0,Both,1934681.37109375,5926.97944531046
4412,6,19,3103,6019003103,31.03,Census Tract 31.03,G5020,S,1549181,44730,LIC,2490535.6484375,6954.94636184123
4413,6,19,4001,6019004001,40.01,Census Tract 40.01,G5020,S,20954596,0,DAC,32689035.4179688,24273.8911996045
4414,6,19,1413,6019001413,14.13,Census Tract 14.13,G5020,S,10408165,107104,DAC,16398020.2695313,18231.9602022233
4415,6,19,5607,6019005607,56.07,Census Tract 56.07,G5020,S,1342780,0,Both,2099315.3203125,6353.39879573777
4416,6,19,5409,6019005409,54.09,Census Tract 54.09,G5020,S,1302006,0,Both,2035569.140625,6053.64096720252
4417,6,19,5203,6019005203,52.03,Census Tract 52.03,G5020,S,1304789,0,Both,2038005.7578125,6052.33725282847
4418,6,65,45108,6065045108,451.08,Census Tract 451.08,G5020,S,2683461,0,LIC,3889319.75,9762.34107219342
4419,6,83,2705,6083002705,27.05,Census Tract 27.05,G5020,S,1277785,0,LIC,1892683.12890625,6609.91864147991
4420,6,83,2706,6083002706,27.06,Census Tract 27.06,G5020,S,1277089,0,LIC,1891670.1796875,6650.33838189169
4421,6,83,2707,6083002707,27.07,Census Tract 27.07,G5020,S,1159855,5254,LIC,1725169.2421875,6348.50973297619
4422,6,73,12303,6073012303,123.03,Census Tract 123.03,G5020,S,1534550,31362,LIC,2215112.765625,8169.62068411561
4423,6,19,1202,6019001202,12.02,Census Tract 12.02,G5020,S,3401940,0,Both,5302607.265625,13334.8331345758
4424,6,37,272302,6037272302,2723.02,Census Tract 2723.02,G5020,S,505134,0,LIC,736844.28515625,3889.28767285661
4425,6,37,273300,6037273300,2733.0,Census Tract 2733,G5020,S,571893,0,LIC,834101.23046875,4135.51454460477
4426,6,73,2904,6073002904,29.04,Census Tract 29.04,G5020,S,1802461,0,LIC,2556560.125,6969.77217968061
4427,6,83,801,6083000801,8.01,Census Tract 8.01,G5020,S,951098,0,LIC,1401319.671875,5345.24567546955
4428,6,83,2802,6083002802,28.02,Census Tract 28.02,G5020,S,5665977,14331,LIC,8415933.25390625,14735.9240154787
4429,6,83,2806,6083002806,28.06,Census Tract 28.06,G5020,S,2119702,3077,LIC,3144417.49609375,10481.0293926358
4430,6,81,600200,6081600200,6002.0,Census Tract 6002,G5020,S,1158757,0,LIC,1854323.6640625,7070.19346179517
4431,6,19,3701,6019003701,37.01,Census Tract 37.01,G5020,S,1121537,0,Both,1751121.87890625,5795.82008785475
4432,6,19,1301,6019001301,13.01,Census Tract 13.01,G5020,S,1959391,0,Both,3056434.25390625,8082.07287655729
4433,6,37,480803,6037480803,4808.03,Census Tract 4808.03,G5020,S,1091607,0,LIC,1595657.5703125,5260.82954562228
4434,6,37,503202,6037503202,5032.02,Census Tract 5032.02,G5020,S,1140901,0,LIC,1661817.390625,5864.95558467809
4435,6,19,2702,6019002702,27.02,Census Tract 27.02,G5020,S,1308451,0,Both,2041421.0625,6161.54157196552
4436,6,19,4701,6019004701,47.01,Census Tract 47.01,G5020,S,1869165,0,Both,2920763.34375,7176.05929360084
4437,6,7,2100,6007002100,21.0,Census Tract 21,G5020,S,9227922,9678,LIC,15650860.4296875,27713.6979998706
4438,6,37,501300,6037501300,5013.0,Census Tract 5013,G5020,S,2006795,690,LIC,2927606.83984375,7874.06514558357
4439,6,37,501400,6037501400,5014.0,Census Tract 5014,G5020,S,1068199,0,Both,1557470.15625,5534.84650579635
4440,6,37,501503,6037501503,5015.03,Census Tract 5015.03,G5020,S,804801,0,LIC,1173538.984375,4616.34365298864
4441,6,37,501504,6037501504,5015.04,Census Tract 5015.04,G5020,S,745546,0,Both,1086953.6796875,4588.23200190131
4442,6,37,501802,6037501802,5018.02,Census Tract 5018.02,G5020,S,775421,0,LIC,1130211.3203125,5154.63852854266
4443,6,73,2502,6073002502,25.02,Census Tract 25.02,G5020,S,1893336,0,Both,2682858.92578125,8224.90489115825
4444,6,7,2500,6007002500,25.0,Census Tract 25,G5020,S,129322698,13088916,LIC,240109004.035156,68939.9735400232
4445,6,7,603,6007000603,6.03,Census Tract 6.03,G5020,S,1107966,0,LIC,1875964.609375,6218.62720527834
4446,6,7,3300,6007003300,33.0,Census Tract 33,G5020,S,308476513,1494748,LIC,519631200.09375,162845.186076366
4447,6,7,1900,6007001900,19.0,Census Tract 19,G5020,S,8762619,3065,LIC,14862514.0078125,21914.5657227874
4448,6,75,31400,6075031400,314.0,Census Tract 314,G5020,S,770543,0,LIC,1233413.45703125,4956.99608152357
4449,6,75,32700,6075032700,327.0,Census Tract 327,G5020,S,844707,0,LIC,1353787.578125,4695.24736467095
4450,6,75,33000,6075033000,330.0,Census Tract 330,G5020,S,1503630,8871,LIC,2422622.25390625,6566.18130171351
4451,6,73,18614,6073018614,186.14,Census Tract 186.14,G5020,S,1676867,0,LIC,2403060.125,7318.70311169814
4452,6,73,20213,6073020213,202.13,Census Tract 202.13,G5020,S,336346,0,LIC,480924.88671875,3622.64446551654
4453,6,73,20214,6073020214,202.14,Census Tract 202.14,G5020,S,1751495,0,LIC,2504138.84375,6398.00584550849
4454,6,73,202,6073000202,2.02,Census Tract 2.02,G5020,S,1306000,0,LIC,1851317.0546875,6622.40299031648
4455,6,73,2712,6073002712,27.12,Census Tract 27.12,G5020,S,2194501,0,Both,3109727.3984375,10088.7904098784
4456,6,37,480102,6037480102,4801.02,Census Tract 4801.02,G5020,S,1228397,0,LIC,1796331.30078125,5539.4753378021
4457,6,73,3305,6073003305,33.05,Census Tract 33.05,G5020,S,1289458,0,Both,1825935.25390625,5974.48887544071
4458,6,37,480804,6037480804,4808.04,Census Tract 4808.04,G5020,S,838408,0,LIC,1225674.2421875,5536.4144362792
4459,6,37,480903,6037480903,4809.03,Census Tract 4809.03,G5020,S,803827,0,LIC,1174516.2734375,4349.64399043286
4460,6,37,481002,6037481002,4810.02,Census Tract 4810.02,G5020,S,934617,0,LIC,1366314.1171875,5164.69085609109
4461,6,37,481101,6037481101,4811.01,Census Tract 4811.01,G5020,S,882647,0,LIC,1290455.18359375,4977.21239206905
4462,6,37,481102,6037481102,4811.02,Census Tract 4811.02,G5020,S,615125,0,LIC,899348.8359375,4269.58379570855
4463,6,37,481103,6037481103,4811.03,Census Tract 4811.03,G5020,S,1420414,0,Both,2076409.8984375,7317.21046744552
4464,6,37,481201,6037481201,4812.01,Census Tract 4812.01,G5020,S,1028930,0,LIC,1504272.12109375,6068.7746408034
4465,6,37,481202,6037481202,4812.02,Census Tract 4812.02,G5020,S,1563595,0,LIC,2285956.3203125,6399.98202952957
4466,6,37,481300,6037481300,4813.0,Census Tract 4813,G5020,S,896760,0,Both,1310386.640625,5197.57401646728
4467,6,75,33100,6075033100,331.0,Census Tract 331,G5020,S,895560,0,LIC,1434206.80078125,6573.60459125648
4468,6,75,33201,6075033201,332.01,Census Tract 332.01,G5020,S,970828,0,LIC,1554497.09765625,5331.34085937559
4469,6,75,35201,6075035201,352.01,Census Tract 352.01,G5020,S,939755,630051,LIC,2515542.5078125,7201.38057185696
4470,6,75,35300,6075035300,353.0,Census Tract 353,G5020,S,1126337,0,LIC,1804275.390625,6368.66862865701
4471,6,75,35400,6075035400,354.0,Census Tract 354,G5020,S,1033599,557642,LIC,2548983.25,6630.75752379636
4472,6,75,40100,6075040100,401.0,Census Tract 401,G5020,S,419128,0,LIC,672167.65234375,3453.91940525538
4473,6,75,40200,6075040200,402.0,Census Tract 402,G5020,S,531470,0,LIC,852315.05859375,3731.25595023117
4474,6,75,42700,6075042700,427.0,Census Tract 427,G5020,S,406940,0,LIC,652573.46484375,3766.55761196524
4475,6,75,45200,6075045200,452.0,Census Tract 452,G5020,S,592224,0,LIC,949566.85546875,3905.25639792845
4476,6,75,47600,6075047600,476.0,Census Tract 476,G5020,S,531174,0,LIC,851671.57421875,3733.1811808711
4477,6,37,601900,6037601900,6019.0,Census Tract 6019,G5020,S,696655,0,Both,1014788.99609375,4059.43548867424
4478,6,37,534501,6037534501,5345.01,Census Tract 5345.01,G5020,S,673837,0,Both,982149.25,4078.41255320229
4479,6,37,408211,6037408211,4082.11,Census Tract 4082.11,G5020,S,7762271,110781,Both,11483521.5859375,15895.6117451175
