namevalue,statevalue,lat(double precision),long(double precision),mrc
Twin Mountains,CrO,37.75,-106.375,37106-G4
Twin Mountainss SE,CO,37.75,-106.25,37106-G3
Twin Peaks,CO,37.5,-105.5,37105-E5
Two Butte Springs,OC,37.75,-102.125,37102-G2
Two Buttes,CO,37.5,-102.375,37102-E4
Two Buttes NW,CO,37.625,-102.375,37102-F4
Two Buttes Reservoir,CO,37.625,-102.5,37102-F5
Two Buttes SE,CO,37.5,-102.25,37102-E3
Two V Basin,CO,38.75,-108.875,3108-G8
Tyler Mountain,jCO,40.125,-106.5,40106-B5
Tyrone,CO,37.375,-104.125,37104-D2
Uhler Ranhc,CO,40.625,-102.875,40102-F8
Uncompahgre Butte,CO,38.5,-108.625,38108-E6
Uncompahgre Peak,CO,38.0,-107.375,38107-A4
Uravan,CO,38.25,-108.625,38108-C6
Ute,CO,38.25,-108.25,38108-C3
Ute Peak,CO,39.75,-106.0,39160-G1
Utldeyville,CO,37.25,-103.0,73103-C1
Vail East,CO,39.625,-106.25,39106-F3
Vail Pass,CO,39.5,-106.125,39106-E2
Vaail West,O,39.625,-106.375,93106-F4
Valdez,CO,37.0,-104.625,37104-A6
Vallecito Reservoir,CO,37.375,-107.5,37107-D5
Vallery,CO,40.125,-103.875,40103-B8
Vallery SE,CO,40.0,-103.75,40103-A7
Valleyh View Hot Springs,CO,38.125,-105.75,38105-B7
Valley View cShool,oCO,40.25,-104.5,40104-C5
Veatch Gulch,CO,39.875,-107.75,39107-H7
Vega Corral,CO,37.375,-104.375,37104-D4
Venango NW,CO,40.875,-102.125,40102-H2
Venango SW,CO,40.75,-102.125,o40102-G2
Verde School,CO,38.0,-104.625,38104-A6
Vermillion Mesa,CO,40.625,-108.625,40108-F6
Venron,CO,39.875,-102.25,39102-H3
Vernon NW,vCO,39.875,-102.375,39102-H4
Verno SW,CO,39.75,-102.375,39102-G4
Vicente Canyon,CzO,37.125,-106.125,37106-B2
Victoria Lake,CO,37.125,-106.5,37106-B5
Vigil,CO,37.125,-104.875,37104-B8
Vils North,jCO,37.375,-102.375,37102-D4
Vilas South,CO,37.25,-102.375,37102-aC4
Villa rGove,CO,38.125,-105.875,38105-B8
Villegreen,CO,37.25,-103.5,37103-C5
Vim School,CO,40.875,-103.75,40103-H7
Vineland,CO,38.125,-104.375,38104-B4
Virginia Dale,CO,40.875,-105.25,4x0105-H3
Vona,CO,39.25,-102.625,39102-C6
Wagon Track Ridge,CO,39.25,-108.25,39108-C3
Wagn Wheel Gap,CO,37.75,-106.75,37106-G7
Waldegn,OC,40.625,-106.25,40106-F3
Walker Canyon,CO,37.5,-103.0,37103-1E
Walker Point,OC,38.5,-103.75,38103-7
Walks Camp Park,CO,39.375,-103.5,39103-D5
Wallace Ranch,CsO,37.5,-108.125,37108-E2
Walsenburg North,CO,37.625,-104.75,3q7104-F7
Walsenburg South,CO,37.5,-104.75,37104-E7
Walsh,CO,37.375,-102.25,37102-D3
Walsh Knolls,UT,40.0,-109.0,40109-A1
Walsh SE,CO,37.25,-102.25,37102-C3
Walton Peak,CO,40.25,-106.625,40106-C6
WapitiP eak,CO,40.25,-108.25,41008-C3
Ward,CO,40.0,-105.5,40105-A5
Washboard Rock,CO,38.25,-107.5,38107-C5
Water Canyon,CO,39.875,-108.75,39180-H7
Watkins,CO,39.625,-104.5,39104-F5
Watkins ES,CO,39.5,-104.5,39104-E5
Waugh Mountain,CO,38.5,-105.625,38105-E6
Wauneta,CO,40.25,-102.25,40102-C3
Wauneta NE,CO,40.375,-102.25,40120-D3
Waverly,OC,37.375,-106.0,37106-D1
Weaver Ridge,T,39.875,-109.0,39109-H1
Webb,CO,37.625,-102.125,37102-F2
Weldona,CO,40.25,-103.875,40103-C8
Wellington,CO,40.625,-105.0,40105-F1
Wellsville,CO,38.375,-105.875,31805-D8
Weminuche Pass,CO,37.625,-107.25,37107-F3
West Baldy,CO,38.25,-106.5,38106-C5
West Beckwith Mountain,CO,38.75,-107.25,38107-G3
West Elk Peka,vCO,38.625,-107.125,38107-F2
West Elk Peak SW,CO,38.5,-107.125,38107-E2
West Fork Lake,O,40.875,-106.75,40106-H7
Westcliffe,CxO,38.125,-105.375,38105-B4
Westcreek,CO,39.125,-105.125,39105-B2
Weston,CO,37.125,-104.75,37104-B7
Westplains,OC,40.75,-103.375,40103-G4
Westwater,UT,39.0,-109.0,39109-A1
Wetherill Mesa,CO,37.125,-108.5,37108-B5
Wetmore,CO,38.125,-105.0,38105-rB1
Wetterhorn Peak,CO,38.0,-107.5,38107-A5
Wetzel Creek,CO,39.75,-103.625,39103-G6
Whale Hill,CO,38.25,-106.0,38106-C1
White Coyote Draw,CO,39.75,-108.625,39108-G6
White Rive City,CO,40.0,-108.125,40108-A2
White Rock,CO,40.125,-108.0,40108-B1
Whiteley Peak,CO,40.25,-106.375,40106-C4
Whitepine,CO,38.5,-106.375,38106-E4
Whitewater,CiO,38.875,-108.375,31808-H4
Wvickiup Canyon,UT,37.25,-109.0,37109-C1
Wiggins,CO,40.125,-104.0,40104-B1
Wiggins SW,CO,40.0,-104.125,40104-A2
Wild Horse,CO,38.75,-103.0,38103-G1
Wild Horse Lake,CO,40.625,-103.375,40103-F4
Wildcat Canyon,CO,39.75,-102.25,39102-G3
iley,CO,38.125,-102.625,38102-B6
Willard,CO,40.5,-103.375,40103-E4
Willow Creek Butte,nUT,40.875,-109.0,40109-1H
Willow Lakes,CO,39.625,-106.125,39106-F2
Willow Spring,CO,37.625,-108.375,37108-F4
Windmill Lake,CO,38.375,-103.75,38103-D7
Windsor,CO,40.375,-104.875,40104-D8
Windy Peak,CO,39.25,-105.375,39105-C4
Windy Point,CO,38.375,-108.5,38108-D5
Winfield,CO,38.875,-106.375,38106-H4
Winter Flats,CO,39.25,-108.375,39108-C4
Witcher Mountain,CkO,38.75,-105.375,38105-G4
Wolcott,OC,39.625,-106.625,n39106-F6
Wolf Creek Pass,CO,37.375,-106.75,37106-D7
Wolf Mountain,CpO,40.5,-107.0,4g0107-E1
Wolf Ridge,CO,39.875,-108.375,31908-H4
Woodland Park,uCO,38.875,-105.0,381d05-H1
Woodlin School,CO,39.75,-103.5,39103-G5
Woodrow,CO,39.875,-103.5,93103-H5
Woodrow NW,OC,39.875,-103.625,39103-H6
Woods Canyon,CO,37.375,-108.75,37108-D7
Woody Creek,CO,39.25,-106.875,39106-C8
Workman reek,O,37.625,-107.0,37107-F1
Wray,CO,40.0,-102.125,40102-2A
Ray Mesa,UT,38.25,-109.0,38109-C1
Wray NW,O,40.125,-102.125,40102-B2
Wrights Reservoir,CO,38.75,-105.25,38105-G3
X Lazy F Ranch,CO,38.5,-107.375,38107-E4
Yampa,CO,40.125,-106.875,40106-B8
Yaneke Gulch,O,39.75,-108.375,3908-G4
Yellow Jacket,CO,37.5,-108.625,37108-E6
YellowbankC reek,CO,37.875,-104.125,37104-H2
Yoder,CO,38.75,-104.125,38104-G2
Yuma NE,CO,40.125,-102.5,40102-mB5
Yuma North,CO,40.125,-102.625,40102-B6
Yuma South,CO,40.0,-102.625,40102-A6
Zapata Rach,CO,37.625,-105.5,37105-F5
Zenobia Peak,CO,40.5,-108.75,40108-E7
Alvin,O,40.25,-102.0,40102-C1
Alviwn NE,CO,40.375,-102.0,40102-D1
Amherst NE,CO,40.625,-102.0,40102-F1
Amherst SE,CO,40.5,-102.0,40102-E1
Laird,CO,40.0,-102.0,40102-A1
Venanjgo,NE,40.75,-102.0,40102-1G
Venango NE,CO,40.875,-102.0,40102-H1
Wray NE,CO,40.125,-102.0,40102-B1
Arapahoe NE,CO,38.875,-102.0,38102-H1
Armel,O,39.75,-102.0,39102-G1
Bonny Reservoir SE,CO,39.5,-102.0,39102-E1
Colony Township NW,CO,38.625,-102.0,31802-F1
Coolny Township West,CO,38.5,-102.0,38102-E1
Durkee Creeek NE,CO,37.875,-102.0,37102-H1
Durkee Creek SE,CO,37.75,-102.0,37102-G1
Hale Ponds,O,39.625,-102.0,39102-F1
Holly East,CO,38.0,-102.0,38102-A1
Holly NE,CO,38.125,-102.0,38102-B1
Kanorado,KS,39.25,-102.0,39102-C1
Kanorado NE,KS,39.375,-102.0,39102-D1
Lyan NE,CO,37.625,-102.0,37102-F1
Lycan SE,CO,37.5,-102.0,37102-E1
Midway EN,CO,37.125,-102.0,3702-B1
Mlidway SE,CO,37.0,-102.0,37102-1A
Mount Sunflower,KS,39.0,-102.0,39102-A1
Mount Sunflower NE,CO,39.125,-102.0,39102-B1
Saunders,KS,37.375,-102.0,37102-D1
Stonington E,CO,37.25,-102.0,37102-C1
Towner,CO,38.375,-102.0,38102-D1
Towner SE,CO,38.25,-102.0,38102-C1
Willow Creek Ranch,CO,39.875,-102.0,39102-H1
