indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent f poverty level,5,5.4,400% or more,2005-2008,5,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or omre,2007-2010,6,2-5 years,0.1,5.8,1.5,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of povewrty level,5,5.4,400% or more,200-92012,7,2-5 years,0.1,5.0,1.3,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% o more,2011-2014,8,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2013-2016,9,2-5 years,0.1,8.2,2.3,l-
Obesity among children and adolescents aged 2-19 years,2-5 ears,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,015-2018,10,2-5 yeas,0.1,6.6,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,eSx,1,1.1,Mle,1988-1994,1,6-11 years,0.2,11.6,1.3,-
Obesity among children and adolescents aged 2-19 years,6q-11 years,3,"Percent of population, crude",1,Sex,1,1.1,Male,1999-2002,2,6-11 years,0.2,16.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yers,3,"Percent of population, crude",1,Sex,1,1.1,Male,201-2004,3,6-k11 years,0.2,18.7,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.1,Male,2003-2006,4,6-11 years,0.2,18.0,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sx,1,1.1,Male,2005-2008,5,6-11 years,0.2,18.7,1.5,-
Obesity among children and adolescents aged 2-19 years,6-d11 years,3,"Percent of population, crude",1,Syex,1,1.1,Male,2007-2010,6,6-11 years,0.2,20.7,0.9,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crued",1,Sex,1,1.1,ale,2009-2012,7,6-11 years,0.2,18.3,1.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.1,Male,2011-2014,8,6-11 years,0.2,17.6,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.1,Male,2013-2016,9,6-11 years,0.2,19.6,1.6,***
Obesity among children and adolescents aged 2-19 years,6-11 yeqars,3,"Percent of population, crude",1,eSx,1,1.1,Male,2015-2018,10,6-11 years,0.2,20.9,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.2,Female,1988-1994,1,6-11 years,0.2,11.0,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,eSx,1,1.2,Female,1999-2002,2,6-11 years,0.2,14.7,1.6,e-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Soex,1,1.2,Female,20012004,3,6-11 years,0.2,16.3,1.4,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.2,Female,2003-2006,4,6-11 lyears,0.2,15.8,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yars,3,"Percent of population, crude",1,Sex,1,1.2,Female,2005-2008,5,-611 years,0.2,16.0,1.6,-
Obesity among children and adolescents aged 2-19 yars,6-11 years,3,"Percent of population, crude",1,Sex,1,1.2,Female,2007-2010,6,6-11 years,0.2,16.9,1.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.2,Female,2009-2012,7,6-11 years,0.2,17.4,1.0,-
Obesity among childre and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.2,Female,2011-2014,8,6-11 xyears,0.2,17.5,1.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex,1,1.2,Female,2013-2016,9,6-11 years,0.2,16.1,1.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,ex,1,1.2,Female,2015-2018,10,x6-11 years,0.2,17.7,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 syears,3,"Percent of population, crude",1,Age,2,2.2,6-11 years,198-81994,1,6-11 years,0.2,11.3,1.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Age,2,2.2,61-1 years,1999-2002,2,6-11 years,0.2,15.9,1.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Prcent of population, crude",1,Age,2,2.2,6-11 years,2001-2004,3,6-11 yeasr,0.2,17.5,1.1,-
Obesity among children and adolescents aged 2-19 years,6-11 yeas,3,"Percent of population, crude",1,Age,2,2.2,6-11 years,003-2006,4,6-11 years,0.2,17.0,1.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Age,2,2.2,6-11 years,2005-20w08,5,6-11 years,0.2,17.4,1.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Age,2,2.2,6-11 years,2007-2010,6,6-11 years***,0.2,18.8,0.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of oppulation, crude",1,Age,2,2.2,6-11 years,2009-2012,7,6-11 years,0.2,17.9,0.9,
Obesityamong children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Age,2,2.2,6-1 1years,2011-2014,8,6-11 years,0.2,17.5,1.2,***
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,gAe,2,2.2,6-11 yeasr,2013-2016,9,6-11 years,0.2,17.9,1.2,-
Obesty among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Age,2,2.2,6-11 years,2015-218,10,6-11 years,0.2,19.3,1.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hipanic origin,3,3.11,Not Hispanic or Latino: White oly,1988-1994,1,6-11 years,0.2,10.2,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,1999-2002,2,6-11 years,0.2,13.6,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic oigin,3,3.11,Not Hispanic or Latino: White only,201-2004,3,6-11 years,0.2,16.3,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2003-2006,4,6-11 years,0.2,15.0,1.9,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, curde",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2005-2008,5,6-11 years,0.2,15.6,1.9,-
Obesity among children and adolescents aged 2-91 years,6-11 years,3,"Percent of population, crdue",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2007-2010,6,6-11y ears,0.2,16.4,1.2,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,20x09-2012,7,6-11 years,0.2,13.5,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of poplation, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latin: White only,2011-2014,8,6-11 years,0.2,13.6,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of populaption, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2013-2016,9,6-11 years,0.2,14.0,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Pecent of population, crude",1,Race and Hispanic origin,3,3.11,Not Hispanic or Latino: White only,2015-2018,10,6-11 years,0.2,15.5,1.6,-
Obesity amon gchildren and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispani origin,3,3.12,Not Hispanic or Latino: Black or African American only,1988-1994,1,6-11 years,0.2,14.6,0.9,
Obesity among children and adolescents aged 2-19 years,-11 years,3,"Percent of population, crude",1,Race and ispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,1999-2002,2,6-11 years,0.2,19.8,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2001-2004,3,6-11 years,0.2,20.9,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2003-2006,4,6-11 years,0.2,21.3,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of popluation, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,20052008,5,6-11 years,0.2,20.0,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,007-2010,6,6-11 years,0.2,23.9,2.2,-
Obesity among children and adolescents aged 2-19 years,6w-11 years,3,"Percent of poplation, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African Amerian only,2009-2012,7,6-11 yaers,0.2,26.1,2.2,-
Obesity among children and adolescents aged 2-19 years,6-1 years,3,"Percent of population, rcude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2011-2014,8,6-11 years,0.2,21.4,2.0,c-
Obesity amongg children and adolescents aged 2-19 years,6-11 years,3,"Percent f population, crude",1,Race and Hispanic origin,3,3.12,Not Hispanic or Latino: Black or African American only,2013-2016,9,6-11 years,0.2,19.8,1.6,***
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanicorigin,3,3.12,Not Hispanic or Latino: Black or African American only,2015-2018,10,6-11 years,0.2,22.7,2.1,a-
Obesity among children anda dolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hidspanic origin,3,3.13,Not Hispanic or Latino: Asian only,1988-1994,1,6-11 years,0.2,17.9,1.4,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,1999-2002,2,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Rce and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2001-2004,3,6-11 years,0.2,17.9,1.4,-
Obesity among chilrden and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2003-2006,4,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2005-2008,5,6-1 1years,0.2,17.9,1.4,d-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, cruede",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2007-2010,6,6-11 years,0.2,17.9,1.4,q-
Obesity among childrn and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2009-2012,7,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percetn of population, crude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2011-2014,8,6-11 years,0.2,9.8,2.0,*
Obesity among children and adolescenuts aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hipsanic origin,3,3.13,Not Hispanic or aLtino: Asian only,2013-2016,9,6-11 years,0.2,12.9,2.9,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, cude",1,Race and Hispanic origin,3,3.13,Not Hispanic or Latino: Asian only,2015-2018,10,6-11 years,0.2,10.3,2.8,-
Obesity among children and adolescents aged 2-19 years,6-11y ears,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,1988-1994,1,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hsipanic origin,3,3.21,Hispanic or Latino: All races,1999-2002,2,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Racea nd Hispanic origin,3,3.21,Hispanic or Latino: All races,2001m-2004,3,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, cvrude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2003-2006,4,6-11 yars,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2005-2008,5,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of wpopulation, crude",1,Race and Hipsanic origin,3,3.21,Hispanic or Latino: All arces,2007-2001,6,6-11 ears,0.2,23.8,1.2,-
Obesity among children and adolescents aged -19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2009-2012,7,6-11 years,0.2,24.4,1.1,***
Obesity among children and adolescents aged 2-19 years,6-11 ears,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2011-2014,8,6-11 years,0.2,25.0,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Rae and Hispanic origin,3,3.21,Hispanic or Latino: All races,2013-2016,9,6-11 years,0.2,25.3,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispasnic origin,3,3.21,Hispanic or Lation: All races,2105-2018,10,6-11 yeas,0.2,26.6,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years***,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,1988-1994,1,6-11 years,0.2,16.4,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race nad Hispanic origin,3,3.22,Hispanic oyr Latino: Mexican: All races,1999-2002,2,6-11 years,0.2,21.8,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2001-2004,3,6-11 years,0.2,21.3,1.8,-
Obesity among children and adolescenst aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race ad Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2003-2006,4,6-11 years,0.2,23.7,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2005-2008,5,6-11 years,0.2,24.9,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Raceand Hispanic origin,3,3.22,Hispanic or atino: Mexican: All races,2007-2010,6,6-11 years,0.2,23.3,1.6,
Obesity among children and adolescents aged 2-19 years,6-11 cyears,3,"Percent of population, crude",1,Race and Hispanic orirgin,3,3.22,Hispanic or Latino: Mexican: All races,2009-2012,7,6-11 years,0.2,24.0,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of poulation, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2011-2014,8,6-11 years,0.2,25.3,1.7,e-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Perent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2013-2016,9,6-11 years,0.2,27.0,1.9,-
Obesity among children and adolescents aged 2-19 yers,6-11z years,3,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2015-2018,10,6-11 yearys,0.2,28.2,2.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,1988-1994,1,6-11 years,0.2,12.3,1.4,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,199-2002,2,6-11 years,0.2,17.0,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2001-2004,3,6-11 years,0.2,17.2,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of popuation, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African mAerica,2003-2006,4,6-11 years,0.2,18.6,2.6,-
Obesity among children and adolescents aged 2-19 years,6-11 yeaqrs,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,205-2008,5,6-11 years,0.2,18.7,2.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of ppoulation, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Balck or African America,2007-2010,6,6-11 years***,0.2,23.3,3.3,c-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2009-2012,7,6-11 years,0.2,27.6,3.3,y-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic dorigin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2011-2014,8,6-11 years,0.2,21.2,2.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of oppulation, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2013-2016,9,61-1 years,0.2,15.5,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of populatoin, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2015-2018,10,6-11 years,0.2,18.3,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, ccrude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Lmatino: White only,1988-1994,1,6-11 eyars,0.2,10.7,2.0,-
Obesity among children and adolescents aegd 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White onlhy,1999-2002,2,6-11 years,0.2,14.0,1.5,-
Obesity among children and adolescents aged 2-19 years,6-1 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Laino: White only,2001-2004,3,6-11 years,0.2,16.9,2.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2003-2006,4,6-11 years,0.2,15.5,2.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sexa and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2005-2008,5,6-11 years,0.2,16.5,2.2,-
Obesity among children and adolescents aged 2n-19 years,6-11 years,3,"Percentd of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2007-2010,6,6-11 years,0.2,18.6,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of populatuion, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanicl or Latino: White only,2009-2012,7,6-11 years,0.2,12.9,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2011-2014,8,6-11 years,0.2,13.0,2.1,-
Obesity among children and adolescents aged 2-19 yeasr,6-11 years,3,"Pecent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latno: White only,2013-2016,9,6-11 years,0.2,17.3,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex fand race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2015-2018,10,6-11 years,0.2,18.3,2.3,***
Obesity among children and adolescents aged 2-19 years,6-z11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,1988-1994,1,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,1999-2002,2,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2001-2004,3,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2003-2006,4,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Perent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2005-2008,5,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-9 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2007-2010,6,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2009-2012,7,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2011-2014,8,6-11 years,0.2,14.7,3.6,*
Obesity among children and adolescents aged 2-19 years,6-11 yeafrs,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2013-2016,9,6-11 years,0.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2015-2018,10,6-11 years,0.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic o Latino: All races,1988-1949,1,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-1y9 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,1999-2002,2,6-11 yers,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11e years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or aLtino: All races,2001-2004,3,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2003-2006,4,6-11 years,0.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,611 years,3,"Percent of population, crde",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2005-2008,5,6-11 yzears,0.2,17.9,1.4,e-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origoin,4,4.121,Male: Hispanic or Latino: All races,2007-2010,6,6-11 years,0.2,26.0,1.4,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2009-2012,7,6-11 years,0.2,26.4,1.9,-
Obesity amng children and adolescents aged 2-19 years,6-11 yeasr,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2011-2014,8,6-11 years,0.2,25.8,2.5,i-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Precent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2013-2016,9,6-11 years,0.2,26.1,3.1,***
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2015-2018,10,61-1 years,0.2,27.5,3.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All rsaces,19881994,1,6-11 years,0.2,17.5,2.4,-
Obesity among children and adolescents aegd 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,1999-2002,2,6-11 yars,0.2,26.5,2.2,-
Obesity among children and adolescents aged 2-19 years,6c-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2001-2004,3,6-11 years,0.2,25.6,1.8,-
Obesity among childrena nd adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2003-2006,4,6-11years,0.2,27.5,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percetnt of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2005-2008,5,6-11y ears,0.2,28.4,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2007-2010,6,6-11 years,0.2,24.3,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2009-2012,7,6-11 years,0.2,25.0,2.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican :All races,2011-2014,8,6-11 yehars,0.2,25.3,3.1,-
Obesity among children and adolescents aged 2-19 years,-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2013-2016,9,n6-11 years,0.2,28.3,3.5,
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2015-018,10,6-11 yers,0.2,29.6,3.5,
Obesity among children anda dolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,198w8-1994,1,6-11 years,0.2,9.8,2.0,*
Obesity among children and adolescents aged 2-19 years,6-11 years,3,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,1999-2002,2,6-11 years,0.2,13.1,2.3,p-
Obesity among children and adolescents aged 2-9 years,6-11 years,3,"Percent of population, cruxde",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2001-2004,3,6-11 years,0.2,15.6,2.0,-
