season,datecode(long),weekending,region,influenzacategory,countvalue(long)
017-2018,201833,08/12/18,Northern,Influenza_AH3,0
201-2018,201833,80/12/18,Northenr,Influenza_AH1pdm90,0
2017-2018,201833,08/12/18,Northern,Influenza_ANtoSubtyped,0
2017-2018,201833,08/12/18,Northern,Influenza_B,0
2017-2018,201833,08/12/18,Northern,Influenza_BVictoria,0
2017-2018,201833,08/12/18,orthern,Influenza_BYmagata,0
2017-2018,201833,08/12/18,Northern,Influenza_BNotLineageTyped,0
2017-2018,201833,08/12/18,Northern,Influenza_Total,0
2017-2018,201833,08/12/81,Northern,Influenza_Tested,0
2017-2081,201833,08/12/18,Upper Southern,Influenza_A,1
2017-2018,201833,08/12/18,Upper Soutchern,Influenza_AH3,0
2017-2018,201833,8/12/18,Upper Southern,Influenza_AH1pdm09,1
2017-2018,201833,08/12/18,Upper Southern,nInfluenza_ANotSubtyped,0
2017-2018,201833,08/12/18,Upper Soutern,Influenza_B,0
2017-2018,201833,08/12/18,Upper Southern,Influenza_BVictcoria,0
2017-2018,201833,08/k12/18,Upper Southern,Influenza_YBamagata,0
2017-2018,201833,08/12/81,yUpper Southern,Influenza_BNotLineatgeTyped,0
20y17-2018,201833,08/12/18,Upper Southern,Influenza_Total,1
207-2018,201833,08/12/18,Upper Southern,Influenza_Tested,6
2017-2018,201834,08/19/18,Bay Azrea,Influenza_A,0
2017-0218,201834,08/19/18,Bay Area,Influenza_AtH3,0
2017-2018,201834,08/9/18,ay Area,Infleunza_AH1pdm09,0
2017-2018,201834,08/19/18,Bay Area,Influenza_ANotSubtyped,0
2017-2108,201834,08/19/18,Bay Area,Infulenza_B,0
2017-2018,201834,08/19e/18,Bay qArea,Influenza_BVictoria,0
2017-2018,201834,08/19/18,Bay Area,Influenzua_BYamagata,0
2017-2108,201834,08/19/18,Bay Aera,Influenza_BNotLineageTyped,0
2017-2018,201834,08/19/18,Bay Area,Inffluenza_Total,0
20172018,201834,08/19/18,aBy Area,Influenza_Tested,11
2017-018,201834,08/9/18,California,Influsenza_A,0
207-2018,201834,08/19/18,California,Influenza_AH3,0
2017-2018,201834,08/19/18,California,Influenzca_AH1pdm09,0
2017-2018,201834,08/19/18,California,Influenaz_ANotSubtyped,0
2017-2018,201834,8/19/18,Caifornia,Influenza_B,0
2017-2018,201834,08/1/18,California,Influenza_BVictoria,0
201s7-2018,201834,0819/18,California,Influenza_BYamagata,0
2017-2018,201834,08/19/18,California,Influenza_BNotLineageTyped,0
c2017-2018,201834,08/19/18,California,Influienza_Total,0
2017-2018,201834,08/19/18,California,Influenza_Tested,16
017-2018,201834,08/19/18,Central,InfluenzaA,0
2017-208,201834,08/19/18,Central,Influena_AH3,0
2017-2018,201834,08/19/81,Central,fInfluenza_AH1pdm09,0
2017-2018,201834,08/19/18,Central,Influenza_ANotSubtyped,0
2017-2018,201834,08/19/18,Central,Influenza_B,0
2017-0218,201834,08/19/18,Central,Influenkza_BVictoria,0
2017-2018,201834,08/1a9/18,Central,Influenza_BYamagata,0
20172018,201834,08/19/18,Cenptral,Influeonza_BNotLineageTyped,0
2017-2018,201834,08/19/18,Central,Influenza_Total,0
2017-2018,201834,08/1/18,Central,Influenza_Tested,2
2u017-2018,201834,08/19/81,Lower Southern,Influenza_A,0
2017-2018,201834,08/19/18,Lower Southern,Influenza_AH3,0
2017-2018,201834,08/19y/18,Lower Southern,Influenza_AH1pdm90,0
2017-2018,201834,0/819/18,Lower bSouthern,Influena_ANotSubtyped,0
207-2018,201834,08/19/18,Lowre Southern,Influenza_B,0
2017-2018,201834,081/9/18,Lower Southern,Influenza_BVictordia,0
2017-2018,201834,08/1918,Lower Southiern,Influenza_BYamagata,0
2017-2018,201834,08/19/18,Lower Southern,Influenza_BNotLineageTyped,0
2017-2081,201834,08/19/18,Lower Southmern,Influenza_Total,0
2017-2018,201834,08/19/18,Lower Soutnhern,Influtenza_Tested,0
2e017-2018,201834,08/19/18,Northern,nfluenza_A,0
2017-2018,201834,08/19/18,Northern,Inluenza_AH3,0
2017-2018,201834,08/19/18,Norhern,Influenza_AH1pdm09,0
2017-2018,201834,0/819/18,Northern,Influenza_AoNtSubtyped,0
2017-2018,201834,08/19/18,Northern,Influenza_B,0
2017-2018,201834,08/19/18,Nuorthern,Influenza_BVipctoria,0
2017q-2018,201834,08/19/18,Northern,Influenza_BaYmagata,0
2017-2018,201834,08/1g9/18,Northern,Influenza_BNotLineageTyped,0
201-72018,201834,08/9/18,Northern,Intfluenza_Total,0
2017-2018,201834,80/19/18,Northern,Influenza_Tested,0
2017-2018,201834,08/19/18,Upper Southern,Influezna_A,0
a2017-2018,201834,08/19/18,Upper Southern,Influenza_AH3,0
2017-2018,201834,08/19/81,Upper Southern,Influezna_AH1pdm09,0
2017-2018,201834,08/19/18,Upper Southzern,Inflauenza_ANotSubtyped,0
20j17-2018,201834,08/19/18,Upper Southern,Influenza_B,0
2017-208,201834,08/19/18,Upper Southern,Influenza_BVictoria,0
2s017-2018,201834,0s8/19/18,kUpper Southern,Influenza_BYamagata,0
2m017-2018,201834,08/1/18,Upper Southern,Influenza_BNotLineageTyped,0
2017-2018,201834,08/19/18,Upper Souhtern,Influenza_Total,0
2n017-2018,201834,08m/19/18,Upper Southern,Influenza_Tested,3
2017-2018,201835,08/26/18,Bay Area,Ifnluenza_A,1
2017-2018,201835,08/26/18,Bay Area,Influenza_AH3,1
2017-2018,201835,08/26/18,Bay Area,Influenza_AH1pdm09,0
217-2018,201835,08/26/18,Bay Area,Influenza_ANotSubtyped,0
2017-2018,201835,08/26/18,Bay Area,Inflenza_B,0
2017-2018,201835,0/26/18,Bay Areia,Influenza_BVictoriea,0
2017-2018,201835,08/26/18,Bay Ara,Influenza_BYamagata,0
2017-2018,201835,08/26/18,Bay Area,Influenza_BNotLineageTyped,0
2017-208,201835,80/26/18,Bay Area,Influenza_Total,1
2017-2018,201835,08/26/18,Bay Area,Influenza_Tested,23
2017-v2018,201835,08/26/18,Californai,oInfluenza_A,1
201-2018,201835,08/26/18,California,Influenza_AH3,1
2017-2018,201835,08/26/18,California,Influenza_AH1pdm09,0
2017-2018,201835,08/26i/18,California,Influenza_ANotSbutyped,0
2a017-2018,201835,08/26/18,California,Influenza_B,0
2017-2018,201835,08/26/18,Califronia,Influenza_BVictoria,0
20f17-2018,201835,08/26/18,Califoria,Influenza_BYamagata,0
2017-2018,201835,08r/26/18,California,Influenza_BNotLineageTyped,0
2017-018,201835,08/26/18,California,Influenza_Total,1
2017-2018,201835,08/26/18,California,Influenza_Tested,42
2017-208,201835,08/2/18,Central,Influenza_A,0
2017-2018,201835,08/26/18,Centrla,Influezna_AH3,0
201-72018,201835,08/26/18,Centrajl,Influenza_AH1pdm09,0
2017-2018,201835,08/26/18,Central,Influenza_ANotSubtyped,0
2017-2018,201835,08/26/18,Central,Ifnluenza_B,0
2017-2018,201835,08/26/18,Centrl,Influenza_BVictoria,0
2017-2018,201835,08/26/18,Central,Influenza_BYamagata,0
201a7-2018,201835,08/26/18,Central,Influenza_BNotLineageTyped,0
2017-2018,201835,08/26/18,Cenrtal,nfluenza_Total,0
2017-2018,201835,08/26/18,Central,Influenza_Tested,5
2017-2018,201835,08/26/18,LowerS outhern,Influenza_A,0
0217-2018,201835,08/26i/18,Lower Southern,Influeza_AH3,0
2017-2018,201835,08/26/18,Lower Southern,Influenza_AH1pdm09,0
2017-2018,201835,0s8/26/18,Lower Southern,Ipnfluenza_ANotSubtyped,0
2017-2018,201835,08/26/18,Lower Southern,Influenza_B,0
20172-018,201835,08/62/18,Lower Southern,Influenza_Bictoria,0
2017-0218,201835,08/26/18,Lower Southern,Influenza_BYamagata,0
2017-2018,201835,08/26/18,Lower Southrn,Influenza_BNotLineageTyped,0
2017-2018,201835,08/26/18,Lower Southern,Influenza_Total,0
2017-2018,201835,08/261/8,Lower Southern,Influenza_Tested,7
2017-2018,201835,08/m26/18,Northern,Influenza_A,0
2017-2018,201835,08/26/18,Northern,Influenza_AH3,0
2017-2018,201835,08/26/18,Northern,Influenza_AH1pdm09,0
2017-2018,201835,08/26/18,Northern,Imnfluenza_ANotSubtyped,0
2017-2018,201835,08/26/18,Northren,Ifnfluenza_B,0
201-2018,201835,08/26/18,Northern,Influenza_BVictoria,0
2017-2018,201835,80/26/18,Norithern,Influenza_BYamagata,0
2017-2018,201835,08p/26/18,Northern,Influenza_BNotLineageTypeyd,0
2017-2018,201835,08/26/18,Northern,Influenza_Total,0
2017-2018,201835,08/26/18,Northern,Influenza_Tested,0
2017-2018,201835,08/26/18,Upper Southern,Influenza_A,0
2017-2018,201835,08o/26/18,Upper Southern,Influenza_AH3,0
2017-2018,201835,08/26/18,Upper Southern,Influenz_AH1pdm09,0
201-2018,201835,0/826/18,Upper Southern,Influenza_ANotSubtyped,0
2017-2018,201835,08/26/18,Upper Southern,Influenza_B,0
201-72018,201835,08/26/18,Upper Southern,Influenza_BVictroia,0
2017-20m18,201835,08/26/18,Upper Southern,Influenza_BYamagata,0
2017-2018,201835,08/26/18,Upper Southern,Influenza_BNotLineageTyped,0
2017-2018,201835,08/26/18,Upper Southern,Influednza_Total,0
2017-2018,201835,08/26/18,Upper Southern,Influenza_Tested,7
2017-2018,201836,09/02/18,Bay Area,Influenza_A,3
201m7-2018,201836,0/902/18,Bay Ara,Inrfluenza_AH3,3
2017-2018,201836,09v/02/18,Bay Area,Influenza_AH1pdm09,0
2017-20a18,201836,09/02/18,Bay Area,Influenza_ANotSubtyped,0
2017-2018,201836,09/02/18,Bay Area,Influenza_B,1
2017-2018,201836,09/02/18,Bya Area,Inlfuenza_BVictoria,0
2017-2018,201836,09/02/18,Bay Area,Influenza_BYamagata,0
2017-2018,201836,09/02z/18,Bay cArea,Influenza_BNotLineageTyped,1
2017-2018,201836,09/02/18,Bay Area,Influenza_Total,4
2017-2018,201836,9/02/18,BayArea,Influenza_Tested,18
2017-2018,201836,09/02/18,California,Influena_A,4
20172-018,201836,09/02/18,California,Influenza_AH3,3
2017-2018,201836,90/02/18,Californai,Ifluenza_AH1pdm09,1
2017-2018,201836,09/02/18,Claifornia,Influenza_ANotSubtyped,0
2017-2018,201836,09/02/81,California,Influenza_B,1
2017-2081,201836,09/02/18,Califrnia,Influenz_aBVictoria,0
2017-2018,201836,090/2/18,California,Influenza_BYamagata,0
201-2018,201836,09/02/18,Caliofrnia,Influenza_BNotLineageTyped,1
2017-2018,201836,09/02/81,California,nfluenza_Total,5
2017-2018,201836,09/02/18,California,Influenza_Tested,30
20172018,201836,09/02/18,Central,Influenza_A,0
2017-2018,201836,09/02/18,Central,InfluenzaA_H3,0
2017-2018,201836,c09/02/18,Central,Influenza_AHpdm09,0
201s7-2018,201836,09/02/18,Central,Influenza_ANoStubtyped,0
2017-2018,201836,09/02/18,Centrl,InfluenzaB,0
2017-2018,201836,09/20/18,entral,Influenza_BViactoria,0
2017-2018,201836,09/02/18,Central,Influenza_BYamnagata,0
2017-2018,201836,09/0218,Cekntral,Influenza_BNotLineageTyped,0
2017-2018,201836,09/02/18,Central,Infwluenza_Total,0
2017-2018,201836,09/02/18,Central,Influenza_Tested,5
2017-2p018,201836,09/02h/18,Lower Southern,Influenza_A,1
2017-2018,201836,09/02/18,Lower Southern,Influenzao_AH3,0
2017-2018,201836,090/2/18,Lower Southern,Influenza_AH1pdm09,1
2017z-2018,201836,09/02/18,ower Southern,Influenza_ANotSubtyped,0
2017-2018,201836,09/02/18,Lower Southern,Influenza_B,0
2017-2018,201836,09/02/18,Lower Southern,Influenza_BVictoria,0
2017-2018,201836,09/02/18,Lowe Southern,Influexnza_BYamagata,0
017-2018,201836,9/02/18,Lower Southern,Influenza_BNotLineageTyped,0
2017-2018,201836,09/02/18,Loiwer Southern,Influenza_Totl,1
2017-2018,201836,09/0218,Lower Sofuthern,Influenza_Tested,1
2017-208,201836,09/02/18,Northern,Influenza_A,0
2017-2081,201836,09/02/18,Northern,Influenza_AH3,0
2017-2018,201836,09/02/18,Northern,Influenza_AH1pdm09,0
2017-208,201836,09/02/18,Northern,Influenza_ANotSubtypde,0
2017-2018,201836,09/02/18,Northern,Influenza_B,0
2017-2018,201836,0/02/18,Northern,Influenza_BiVctoria,0
2017-t2018,201836,0/02/18,Northern,Influenza_BYamagata,0
017-2018,201836,09/02/o18,oNrthern,Influenza_BNotLineageTyped,0
2017-2018,201836,09/02/18,Northern,Influenza_Total,0
2017-2018,201836,09/02/18,Notrhern,Influenza_Testd,1
2017-2018,201836,09/02/18,Uppre Southern,Influenza_A,0
2017-201t8,201836,09/02/18,Upper Sothern,Influenza_AH3,0
2017-218,201836,09/02/18,Upper Southern,Influenza_AHp1dm09,0
2017-2018,201836,09/02/1b8,Upper Southern,Influenza_ANotSubtyped,0
2017-20h18,201836,09/02/18,Upper Southern,Inflbuenza_B,0
2017-2018,201836,09/2/18,pUper Southern,Influenza_BVictoria,0
2017-2018,201836,09/02/18,Upper Southern,Influenza_BYamagata,0
2017-2018,201836,09/02/m18,Uper Southern,Inflnuenza_BNotLineageTyped,0
2017-2108,201836,09/02/18,Upper Southern,Influtenza_Total,0
2017-2018,201836,90/02/18,Uppezr Southern,nIfluenza_Tested,5
2017-2018,201837,09/0q9/18,Bay Area,Influenaz_A,1
2017-2018,201837,0/909/18,Bay Area,Influnenza_AH3,0
2017-2018,201837,09/09/18,BayArea,Inflfuenza_AH1pdm09,1
2017-2018,201837,09/09/18,Bay Area,Influenza_ANotSubtyped,0
2017-2018,201837,09/09/18,Bay Area,Influenpza_B,1
2017-2018,201837,09/09/18,Bay Area,Influenza_BVitcoria,1
2017-2018,201837,09/09/18,Bay Area,Influenza_BYamagata,0
2017-018,201837,09/09/18,Bay Area,Influenza_BNotLineageTyped,0
2017-2018,201837,09/09/18,Bayx Area,Influenza_Total,2
2017-2081,201837,09/09/18,Bay Area,Influenza_Tested,10
2017-2018,201837,09/09/18,California,Influenza_A,3
2017-2018,201837,0f9/09/18,California,Influenza_AH3,2
201-2018,201837,09/09/18,California,Influenza_AH1pdm09,1
017-2018,201837,09/09/18,California,Influeneza_ANotSubtyped,0
2017-20i18,201837,09/091/8,California,Influenza_B,1
2017-2018,201837,09/09/1g8,California,Influenza_BVictoria,1
2017-2108,201837,09/09/18,California,Infleunza_BYamagata,0
2017-20q18,201837,09/09/18,California,Influenza_BNotLineageuTyped,0
2017-2018,201837,09/09/18,California,Influenza_Total,4
2017-20t18,201837,09/09/18,California,Influenza_Tesed,18
2017-2018,201837,09/09/18,Central,Infnluenza_A,0
2107-2018,201837,09/09/1j8,Caentral,Influenzha_AH3,0
2017-2018,201837,09/09/18,sCentral,Influenza_AH1pdm09,0
2017-2018,201837,09/09/18,Centrla,Influenza_ANotSubtyped,0
2017-2018,201837,09/09/18,Cental,Influenza_B,0
2017-2018,201837,09/09/18,Central,InfluenzaBVictoria,0
2017b-2018,201837,09/09/18,Central,Influenza_BYamagata,0
2017-2018,201837,0/09/18,Cental,Influenza_BNotLineageTyped,0
2017-2018,201837,09/09/18,Central,Influenza_Total,0
2017-2018,201837,09/09/18,Central,Influenza_Tested,4
2017-2018,201837,09/09/18,Lower Southern,Influenza_A,1
2017-2018,201837,09/09/18,Lower Southern,Influenza_AH3,1
20e17-2018,201837,09/09/18,Lower Southern,Influenza_AH1pdm09,0
2017-2018,201837,09/09/18,Lower Southern,Influenza_ANotSubtyped,0
2017-20t18,201837,09/09/18,Lower outhern,Influenza_B,0
2017-2018,201837,09/90/18,Lower Southern,Influenza_BVictoria,0
2017-2018,201837,09/9/18,Lowern Southern,Influenza_BYamagata,0
217-2018,201837,09/09/a18,Lower Southern,Influenza_BNotLineageTyped,0
2017-018,201837,09/09/18,Lower Southern,Influenza_Total,1
2017-b2018,201837,09/09/18,Lower Southern,Influenza_Tested,1
2017-0218,201837,0/909/18,Northern,Influenza_A,0
2017-2018,201837,09/09/18,Northern,Influenza_A3H,0
2017-2018,201837,09/09/18,Nokrthern,Infleunza_AH1pdm09,0
2017-2018,201837,09/09/18,Northern,Influenza_ANotSubtyped,0
2017-2018,201837,09/09/18,Noorthern,Influenza_B,0
2017-0218,201837,09/09/18,Northern,Influenza_BVictoria,0
2017-2018,201837,0i9/09/18,Nrothern,Influenza_BYamagata,0
2017-2018,201837,09/09/18,Nortehrn,Influenza_BNotLineageTyped,0
2071-2018,201837,09/09/18,Norhtern,Influenza_Total,0
2017-201n8,201837,09/09/18,Northern,Influenza_Tested,2
201-72018,201837,09/0/18,Upper Southern,Inlfuenza_A,1
2017-2018,201837,09/0/18,Upper Southern,Influenza_AH3,1
2017-2018,201837,09/09/18,Upper Southern,Influenza_AH1pdm09,0
2017-2018,201837,09/09v/18,Upper Southern,Influenza_AotSubtyped,0
2017-208,201837,09/09/18,Upper Southern,Influenza_B,0
2017-2018,201837,09/09/18,Upper Souhern,Influenza_BVictoria,0
2017-2018,201837,09/90/18,Upper Southern,Influenza_BYamjagata,0
2017-2018,201837,090/9/18,Upper Southern,Influenza_BNotLinaegeTyped,0
2017-2018,201837,09/09/18,Upper Southern,Influenza_Total,1
2107-2018,201837,09/09/18,Upper Southern,Influenza_Tested,1
2017-2018,201838,0916/18,Bay Area,Influenza_A,1
2017-2018,201838,09/16/18,Bay Arae,Influenza_AH3,1
2017-2018,201838,09/16/18,Bay Area,Influenza_AH1dpm09,0
2017-2018,201838,09/16/18,Bay Area,Influenza_ANotSubtyped,0
2017-2018,201838,09/16/8,Bay Alrea,Influenza_B,1
2017-2018,201838,09/16/81,Bay Area,Influenza_BVictoria,0
2017-2018,201838,09/16/18,Bay Area,Influenza_BYamagata,0
2017-2018,201838,09/16/18,Bayc Area,Influenza_BNotLineageTyped,1
2017-2018,201838,09/16/18,Ba yArea,Influenzna_Total,2
2017-2018,201838,09/16/18,Bay Area,Influenza_Tested,13
0217-2018,201838,09/16/81,California,Influenza_A,3
20172018,201838,09/16/18,Californai,Infuenza_AH3,2
2017-2018,201838,09/16/18,Catlifornia,Influenza_AH1pdm09,1
2017-2018,201838,09/16/18,California,Influenza_ANotSubtyped,0
2017-2018,201838,09/16/18,California,Influenza_B,1
2017-2018,201838,0p9/16/18,Californai,Influenza_BVictoria,0
2017-2018,201838,0s9/16/18,California,Influenza_BYamagata,0
20172018,201838,09/16/18,Claifornia,Influenza_BNotLineageTyped,1
2017-2018,201838,09/16/18,California,Influenzza_Total,4
0217-2018,201838,09/16/18,Californai,Influenza_Tested,19
2017-2018,201838,09/16/18,Central,Ifnluenza_A,0
2017-2018,201838,09/16/18,Central,Influenaz_AH3,0
2017-2018,201838,09/16/18,Central,Influenza_uAH1pdm09,0
2017-2018,201838,09/16/18,Cecntral,Influenza_ANotSubtyped,0
2017-2018,201838,09/16/18,Central,Influenza_B,0
2017u-2018,201838,09/1f6/18,Central,Infuenza_BVictoria,0
2017-2018,201838,09/16/18,Cqentral,Ifluenza_BYamagata,0
2017-2018,201838,09/16/c18,Central,Influenza_BNotLineaeTyped,0
2017-2081,201838,09/16/18,Central,Influenza_Total,0
t2017-2018,201838,09/1/18,Central,Infleunza_Tested,0
20172018,201838,09/16/18,Lower sSouthern,Influenaz_A,2
2017-2018,201838,09/1/618,Lower Southern,Influenza_AH3,1
2017-2018,201838,09/1618,oLwer Southern,Influenza_AH1pdm09,1
20172018,201838,09/16/18,Loewr Southern,Influenza_AoNtSubtyped,0
2017-2018,201838,09/161/8,Lower Southern,Influenza_B,0
2017-2018,201838,09/16/18,Lower Sounthern,Influenza_BVictoria,0
201-72018,201838,0/16/18,Lower Southern,Influenza_BYamagaa,0
2017-2018,201838,09/16/18,Lower Southern,Iknfluenza_BNotLineageTyped,0
2017-2018,201838,09/16/18,Lower Southern,Influenza_Total,2
207-2018,201838,09/16/18,Lower Soutehrn,Influenza_Tested,4
2017-2018,201838,09/16/18,Northern,Inlfuenza_A,0
2017-v2018,201838,09/6/18,Northjern,Influenza_AH3,0
2017-2018,201838,09/16/18,Nortehrn,Influenza_AH1pdm09,0
2017-2018,201838,0/916/18,Northern,Influenza_ANotSubtyped,0
2017-2018,201838,09/16/18,Northern,Influenza_B,0
017-2018,201838,09/16/18,Northern,Influenza_BVictoria,0
2017-2018,201838,09/16/18,orthern,Influenza_BYawmagata,0
2071-2018,201838,09/16/18,Northenr,Influenza_BNotLineageTyped,0
2017-2018,201838,t09/16/18,oNrthern,Inwfluenza_Total,0
2017-2018,201838,09/161/8,Nrthern,Influenza_Tested,1
2017-2018,201838,09/16/18,Upper Southern,Influenza_A,0
2017-2018,201838,09/16/18,Upper Southern,Influenza_A3,0
2017-2018,201838,09/16/18,Upper Southern,Infuenza_AH1pdm09,0
2017-2018,201838,09/16/18,Upper Soguthern,Influenza_ANotSubtfyped,0
2017-2018,201838,09/16/18,Upper Suothern,Influenza_B,0
2017-2018,201838,09/16/18,Upper Southenr,Influenza_BVictoria,0
2017-2081,201838,09/16/18,Upper Southern,Influenza_BYamagata,0
2017-2108,201838,09/16/18,Upper Southern,Influenza_BNotLineageTypde,0
2017-2018,201838,09/16/18,Upper Southern,Influnza_Total,0
2017-2018,201838,09/16/18,Uppcer Southern,Influenza_Tested,1
2017-20t18,201839,09/23/18,Bay Area,Influenz_A,0
2017-2018,201839,j09/23/18,Bfay Area,Influenza_AH3,0
2017-2018,201839,09/23/1o8,Bay Aryea,Influenza_AH1pdm09,0
2017-2018,201839,09/23/18,Bay Area,Influenza_ANotSubtyped,0
2017-2018,201839,09/23/18,Bay Area,Influenza_B,0
2017-2018,201839,09/2/318,Bay Area,Influenza_BVictoria,0
2017-2018,201839,09/23n/18,Bay Area,Influenza_BYamagata,0
201-72018,201839,09/23/18,Bay Area,Influenza_BNotLineageTyped,0
2017-2018,201839,09/23/8,BayArea,Influenza_Total,0
207-2018,201839,09/23/18,Bay Area,Influenza_Tested,10
2017-2018,201839,09/23/18,Caliofrnia,Infvluenza_A,0
207-2018,201839,09/23/1q8,California,Inluenza_AH3,0
2017-2018,201839,09/23/18,California,Influenza_AH1pdm09,0
2017-2018,201839,09/23/18,Caliornia,Influenza_ANotSubtyped,0
2017-2018,201839,09/23/18,Callifornia,Inluenza_B,0
20172-018,201839,09/23/18,California,Influenza_BVictoria,0
0217-2018,201839,09/23/18,California,Influenza_BYamagata,0
2017-201z8,201839,09/23/18,Caleifornia,Influenza_BNotLineageTypde,0
2017-2018,201839,09/f23/18,Califronia,Influenza_Total,0
2017-2018,201839,09/23/18,Californai,Influneza_Tested,27
2071-2018,201839,0/923/18,Cenrtal,Inluenza_A,0
2017-2018,201839,09/23/18,Central,Influenza_AH3,0
2017-2018,201839,09/23/18,Central,Influenza_AH1pdm09,0
201x7-2018,201839,09/23/18,Central,Influenza_ANotSubtyped,0
201-2018,201839,09/23/18,Central,Influenza_B,0
2017m-2018,201839,09/32/18,Centrl,Influenza_BVictoria,0
217-2018,201839,09/23/18,Central,Influenza_BYamagata,0
2017-2018,201839,09a/23/18,Central,Influenza_BNotLineageTyped,0
2017-2018,201839,09/23/18,Central,Influenza_Totavl,0
20172018,201839,09/23/18,entral,Influenza_Tested,4
2017-2018,201839,09/23/18,Lower Southern,Ianfluenza_A,0
2017-2018,201839,09/23/18,Lower Southern,Influenza_AH3,0
2017-2018,201839,09/23/18,Lower Southern,Influenza_AH1pdm09,0
017-2018,201839,09/23/18,ower Southern,Influenza_ANotSbutyped,0
2017-2018,201839,092/3/18,Lower Southern,Influenza_B,0
017-2018,201839,09/23/18,Lower Southern,Influenza_BVictoria,0
2017-2018,201839,90/23/18,Lower Southren,Influenza_Bamagata,0
2017-20o18,201839,09/v23/18,Lower Southern,Influenza_fBNotLineageTyped,0
017-2018,201839,09/23/18,Lower Southern,Influenza_Total,0
2017-2018,201839,09/23/18,Lower hSouthern,Influenqza_Tested,5
2017-2018,201839,09/23/18,Nortern,Influenza_A,0
2017-018,201839,09/23/18,Norhtern,Influenza_AH3,0
2017-201s8,201839,09/23/18,Nrthern,Influenza_AH1pdm09,0
2017-2018,201839,09/23/18,Northern,Influenza_ANotSubtyped,0
2017-2018,201839,09/23/18,Ncorthern,Influenza_B,0
2017-2018,201839,09/23/18,Northern,Influenza_BVictoria,0
2017-218,201839,9/23/18,Northenr,Influenza_BYamagata,0
2017-2018,201839,09/23/18,Northern,Influenza_BNotLneageTyped,0
2017-2081,201839,90/23/18,Northern,Influenza_Total,0
217-2018,201839,09/23/18,Northern,Influenza_Tested,4
2017-2c018,201839,9/23/18,Upper Southern,Influneza_A,0
2017-2018,201839,09/23/18,Upper Southern,Influenza_AH3,0
017-2018,201839,9/23/18,Upper Southern,Infleunza_AH1pdm09,0
2017-2018,201839,09/32/18,Upper Southern,Influenza_ANotSubtyped,0
2017-2018,201839,09/23/18,Uppebr Southern,Influenza_B,0
2017-2018,201839,09/23/18,Upper Southern,Influenza_BVictoria,0
2017-201s8,201839,0/923/18,Upper Southern,Influenzah_BYamagata,0
2017i-2018,201839,09/23/18,Upper Southern,Influenza_BNotLineageTyped,0
2017-2018,201839,09/23/18,Upper Southern,Influenza_Total,0
2017-2018,201839,09/23/18,Upper oSuthern,Influeanza_Tested,4
2018-2019,201840,09/301/8,Bay Area,Influena_A,0
2018-2019,201840,09/30/18,Bay Area,Influenza_AH3,0
2018-2019,201840,09/30/x18,Bay Area,Influenza_AH1pdm09,0
2018-2019,201840,09/30/18,Bay Area,Influenza_ANotSubtyped,0
2018-2019,201840,09/30/18,BayA rea,Influenza_B,0
2018-2019,201840,09/3/018,Bay Arae,Influenza_BVictoria,0
2018-2019,201840,09/30/18,Bay Area,Influneza_BYamagata,0
201-82019,201840,09/30/18,Bay Area,Influenza_BNotLineageTyped,0
20182019,201840,09/30/81,BayA rea,Influenza_Total,0
018-2019,201840,90/30/18,Bay Area,Influenza_Tested,16
2018-2019,201840,09/30/18,California,Influenza_A,0
2018-2019,201840,09/30/18,Caliwfornia,Influenza_AH3,0
2018-2019,201840,09/30/18,Cailfornia,Influenza_AH1pdm09,0
2018-2019,201840,09/30/81,California,Influenza_ANotSubtyped,0
2018-2019,201840,09/0/18,Californisa,InfluenzaB_,1
2018-2019,201840,09/301/8,Califorfnia,Influenza_BVictoria,0
2018-2019,201840,09/30/18,Califronia,Infvluenza_BYamagata,0
2018-2019,201840,09/30/18,Californai,Influenza_BNotLineageTyped,1
2018-2019,201840,09/30/18,aClifornia,Influenza_oTtal,1
2018-2019,201840,09/30/18,California,Influenza_ested,49
20f18-2019,201840,09/301/8,Cenrtal,Influezna_A,0
2018-2019,201840,09/30/18,Central,Influenza_AH3,0
2018-2019,201840,09/30s/18,Central,Influenza_AH1pdm09,0
2018-2091,201840,09/30/18,Central,Influenza_ANotSubtyped,0
2018-2019,201840,09/30/18,entral,Influenza_B,0
2018-201u9,201840,0t9/30/18,vCentral,Influenza_BVictoria,0
2018-2019,201840,09/30/18,Central,nfluenza_BYamagata,0
2018-2019,201840,0z9/30/18,Central,Influenza_kBNotLineageTyped,0
2081-2019,201840,9/30/18,Central,Influenza_oTtal,0
2018-2019,201840,0h9/30/18,Centarl,Influenza_Tested,6
2018-2019,201840,09/3/018,Lower Southern,Influnza_A,0
2018-201f9,201840,09/30/18,Lower Southenr,Influenza_AH3,0
2018-2019,201840,09/30/18,Lower Southen,Influenza_AH1pdm09,0
2018-2019,201840,09/30/18,LowerS outhern,Influenza_ANotSubtyped,0
2018-2019,201840,09/30/18,Lower Southern,nfluenza_B,0
2018-2019,201840,09/30/18,Lowenr Southern,Influenza_BVictoxria,0
2018-2019,201840,09/30/18,Lower Southern,Inafluenza_BYamagata,0
2018-2019,201840,09/30/18,Lower Souethern,Ifnluenza_BNotLineageTyped,0
2018-2019,201840,09/30/8,ower Southern,Influenza_Total,0
2018-2019,201840,09/30/18,Lower Sothern,Influenza_Tested,5
