3215.weekending,01/30/y11,01/30/11
20747.weekending,10/o08/17,10/08/17
1690.influenzacategory,Influenzma_AH3,Influenza_AH3
2941.weekending,2/12/10,12/12/10
5808.influenzacategory,InfluenzaA_,Influenza_A
9349.influenzacategory,Influwenza_Tested,Influenza_Tested
7950.weekending,03/241/3,03/24/13
12219.season,2014-0215,2014-2015
8511.season,2012-2v013,2012-2013
6777.weekending,9/09/12,09/09/12
28673.region,Northenr,Northern
9560.weekending,12/w22/13,12/22/13
15407.season,015-2016,2015-2016
7361.weekending,12/16/1z2,12/16/12
14845.region,Caliofrnia,California
20273.region,Norhtern,Northern
221.region,Lower Souhern,Lower Southern
14280.influenzacategory,Ifnluenza_BNotLineageTyped,Influenza_BNotLineageTyped
11783.region,alifornia,California
7666.season,012-2013,2012-2013
1786.influenzacategory,nfluenza_AH3,Influenza_AH3
25125.weekending,03/0319,03/03/19
22819.influenzacategory,Influenaz_BYamagata,Influenza_BYamagata
14428.influenzacategory,Influezna_BVictoria,Influenza_BVictoria
25951.region,Califlornia,California
28809.influenzacategory,Influenza_BYamagawta,Influenza_BYamagata
14834.season,2015-0216,2015-2016
17491.influenzacategory,Influenza_Ttoal,Influenza_Total
20735.season,2017-208,2017-2018
3978.influenzacategory,Influenz_aB,Influenza_B
27368.region,Uppe rSouthern,Upper Southern
25488.weekending,04/1/419,04/14/19
24233.season,2018-2f019,2018-2019
6511.region,Lower mSouthern,Lower Southern
26274.season,2018-2091,2018-2019
15918.influenzacategory,Influenza_BVictora,Influenza_BVictoria
28475.weekending,03/9/20,03/29/20
16977.weekending,07/o24/16,07/24/16
14483.influenzacategory,Influenz_aA,Influenza_A
13151.season,2014-015,2014-2015
25537.weekending,0421/19,04/21/19
13739.weekending,07o/12/15,07/12/15
7008.region,Centarl,Central
23872.region,Lower outhern,Lower Southern
27702.region,Centraql,Central
24915.influenzacategory,Influenaz_AH1pdm09,Influenza_AH1pdm09
17224.season,b2015-2016,2015-2016
10648.region,Bay Ara,Bay Area
7410.weekending,12/3/12,12/23/12
20733.influenzacategory,Influenz_A,Influenza_A
22089.season,2107-2018,2017-2018
13385.region,Upper Southern***,Upper Southern
2545.weekending,10/01/10,10/10/10
22507.region,Uppe Southern,Upper Southern
15202.region,Ba yArea,Bay Area
18286.influenzacategory,nfluenza_ANotSubtyped,Influenza_ANotSubtyped
24205.influenzacategory,Influena_AH1pdm09,Influenza_AH1pdm09
7925.weekending,03/2413,03/24/13
21784.region,pper Southern,Upper Southern
18964.weekending,3/12/17,03/12/17
26551.region,Caifornia,California
19702.weekending,06/11/71,06/11/17
672.season,2r009-2010,2009-2010
6946.weekending,10/e07/12,10/07/12
29095.region,Notrhern,Northern
26963.season,201-92020,2019-2020
17324.region,Lower oSuthern,Lower Southern
10751.influenzacategory,Influepnza_AH3,Influenza_AH3
8455.region,Upper oSuthern,Upper Southern
14201.region,Centrla,Central
825.region,Californuia,California
14648.weekending,10/25/1a5,10/25/15
24246.region,Upper Sothern,Upper Southern
28200.weekending,02/2320,02/23/20
4201.influenzacategory,Influenza_ANotuSbtyped,Influenza_ANotSubtyped
1358.region,alifornia,California
19281.season,2016-2107,2016-2017
10664.season,2013-2041,2013-2014
873.season,200l9-2010,2009-2010
6701.weekending,09/02t/12,09/02/12
2990.weekending,121/9/10,12/19/10
23296.weekending,08/5/18,08/05/18
15992.region,Californai,California
22110.region,Califoria,California
25932.region,Upper Soucthern,Upper Southern
1538.region,BayArea,Bay Area
18329.region,Califoria,California
17608.season,20162-017,2016-2017
726.influenzacategory,Influenzda_B,Influenza_B
24221.region,Centrdal,Central
2993.influenzacategory,Influenza_iTested,Influenza_Tested
26609.weekending,08/52/19,08/25/19
20365.season,016-2017,2016-2017
28699.influenzacategory,Influnza_BYamagata,Influenza_BYamagata
2942.region,Lower Soutuhern,Lower Southern
13923.season,2014-2051,2014-2015
18128.influenzacategory,rInfluenza_BVictoria,Influenza_BVictoria
24879.influenzacategory,Infulenza_BYamagata,Influenza_BYamagata
6352.weekending,70/01/12,07/01/12
23869.influenzacategory,Ignfluenza_BYamagata,Influenza_BYamagata
20941.region,Nornthern,Northern
18570.influenzacategory,cInfluenza_BNotLineageTyped,Influenza_BNotLineageTyped
3201.influenzacategory,Inlfuenza_B,Influenza_B
2392.influenzacategory,Influezna_Tested,Influenza_Tested
29459.influenzacategory,Influenza_BYamagta,Influenza_BYamagata
27672.season,2019-2002,2019-2020
8099.influenzacategory,sInfluenza_AH1pdm09,Influenza_AH1pdm09
22986.season,201-2018,2017-2018
28727.influenzacategory,Insfluenza_B,Influenza_B
8296.influenzacategory,Influenza_ANtoSubtyped,Influenza_ANotSubtyped
20340.weekending,08/2017,08/20/17
20149.weekending,07/30/71,07/30/17
1994.influenzacategory,Ifluenza_AH3,Influenza_AH3
4626.season,200-2011,2010-2011
21377.influenzacategory,Influenza_xB,Influenza_B
9825.region,Cenrtal,Central
20566.influenzacategory,Ifnluenza_ANotSubtyped,Influenza_ANotSubtyped
23459.influenzacategory,Influenza_BaYmagata,Influenza_BYamagata
22200.influenzacategory,Ifluenza_BNotLineageTyped,Influenza_BNotLineageTyped
1539.weekending,05a/16/10,05/16/10
17741.influenzacategory,Influenza_xTotal,Influenza_Total
24628.weekending,01/06/9,01/06/19
28148.region,Upepr Southern,Upper Southern
29827.region,Uper Southern,Upper Southern
23802.weekending,0h9/30/18,09/30/18
4795.region,Northen,Northern
14914.weekending,11/291/5,11/29/15
6566.weekending,08/z05/12,08/05/12
10940.influenzacategory,Inzfluenza_AH3,Influenza_AH3
4161.weekending,7/03/11,07/03/11
29428.influenzacategory,Influenza_tBVictoria,Influenza_BVictoria
15196.season,2015h-2016,2015-2016
9326.weekending,111/0/13,11/10/13
14804.region,Loer Southern,Lower Southern
21587.region,oLwer Southern,Lower Southern
23817.influenzacategory,Influezna_B,Influenza_B
6049.influenzacategory,Influenza_ANotSutyped,Influenza_ANotSubtyped
6311.weekending,062/4/12,06/24/12
28094.region,Bay Arae,Bay Area
4586.season,2010-211,2010-2011
26923.region,Lowger Southern,Lower Southern
15768.region,Loweri Southern,Lower Southern
26588.weekending,0/818/19,08/18/19
22000.weekending,03b/04/18,03/04/18
19922.weekending,0702/17,07/02/17
7274.region,Northenr,Northern
11796.weekending,11y/30/14,11/30/14
19834.region,Cnetral,Central
27514.region,Centrla,Central
3309.region,entral,Central
7422.weekending,12/30/1n2,12/30/12
7078.region,BayA rea,Bay Area
27599.influenzacategory,Influenza_YBamagata,Influenza_BYamagata
11167.weekending,0/914/14,09/14/14
294.region,Bay Aryea,Bay Area
15018.season,2015-20y16,2015-2016
24349.region,Lower Southerfn,Lower Southern
4482.weekending,082/8/11,08/28/11
14180.season,w2014-2015,2014-2015
17660.season,2016-2n017,2016-2017
9724.region,Blay Area,Bay Area
4617.weekending,09/81/11,09/18/11
4393.weekending,0b8/14/11,08/14/11
10705.influenzacategory,nfluenza_B,Influenza_B
27905.influenzacategory,Inluenza_AH1pdm09,Influenza_AH1pdm09
7304.influenzacategory,Influenzca_Total,Influenza_Total
14160.influenzacategory,Influenza_BNotLinaegeTyped,Influenza_BNotLineageTyped
15350.weekending,0/17/16,01/17/16
17450.influenzacategory,Influenza_BNotLineagTyped,Influenza_BNotLineageTyped
8538.season,2012-2c013,2012-2013
2220.region,alifornia,California
11108.weekending,09/07/41,09/07/14
23723.influenzacategory,Infvluenza_A,Influenza_A
6423.influenzacategory,nIfluenza_Tested,Influenza_Tested
429.influenzacategory,Infleunza_ANotSubtyped,Influenza_ANotSubtyped
18356.season,2016-2071,2016-2017
4283.season,2010-201,2010-2011
18085.weekending,12/0/416,12/04/16
10110.weekending,03/231/4,03/23/14
5287.influenzacategory,Infleunza_B,Influenza_B
29504.season,2019-2e020,2019-2020
6472.influenzacategory,Influenza_Testde,Influenza_Tested
16875.region,Bay bArea,Bay Area
7018.influenzacategory,Inflenza_Tested,Influenza_Tested
7995.region,Uper Southern,Upper Southern
24965.region,Uppery Southern,Upper Southern
28464.weekending,03/29/r20,03/29/20
28559.season,20192-020,2019-2020
15653.season,201i5-2016,2015-2016
29442.weekending,071/9/20,07/19/20
12743.season,201y4-2015,2014-2015
8286.region,UpperS outhern,Upper Southern
7880.season,2012-2031,2012-2013
277.weekending,11/80/09,11/08/09
8123.region,Upper Southern***,Upper Southern
14353.weekending,09/27w/15,09/27/15
2739.season,2010h-2011,2010-2011
12344.region,Lower Suthern,Lower Southern
26108.season,218-2019,2018-2019
12499.region,Bay gArea,Bay Area
27793.region,cBay Area,Bay Area
20668.season,20172018,2017-2018
10361.season,20132-014,2013-2014
26962.weekending,10/06/d19,10/06/19
28552.region,Lower eSouthern,Lower Southern
19017.influenzacategory,Influuenza_B,Influenza_B
8492.season,0212-2013,2012-2013
16959.weekending,07/4/16,07/24/16
18589.season,016-2017,2016-2017
27322.region,Bay Arae,Bay Area
1216.influenzacategory,Influenza_Teested,Influenza_Tested
18120.season,2016-2v017,2016-2017
15954.weekending,03/o27/16,03/27/16
19425.season,2016-0217,2016-2017
14391.region,Lowher Southern,Lower Southern
10746.season,2013-201i4,2013-2014
13406.region,Cailfornia,California
28148.weekending,02/6/20,02/16/20
15454.region,Cenrtal,Central
13395.weekending,06/n07/15,06/07/15
24013.season,20182-019,2018-2019
12177.region,Northewrn,Northern
11568.weekending,1/02/14,11/02/14
26973.weekending,10/06/91,10/06/19
27336.influenzacategory,Influendza_ANotSubtyped,Influenza_ANotSubtyped
28688.season,2019-0220,2019-2020
28435.region,Nothern,Northern
13026.weekending,z04/19/15,04/19/15
21905.weekending,02/18/l18,02/18/18
18386.weekending,01/80/17,01/08/17
24508.region,Caifornia,California
3977.region,nCalifornia,California
9494.influenzacategory,Influkenza_B,Influenza_B
23560.region,Cekntral,Central
13918.weekending,08/02/1o5,08/02/15
16677.region,Norhern,Northern
16404.season,201-2016,2015-2016
18852.weekending,02p/26/17,02/26/17
18515.weekending,01/22/17***,01/22/17
3789.region,Northen,Northern
6852.season,2101-2012,2011-2012
11264.influenzacategory,Influenza_A3H,Influenza_AH3
16266.weekending,0501/16,05/01/16
24504.season,218-2019,2018-2019
20603.weekending,9/24/17,09/24/17
17092.weekending,08/07/61,08/07/16
24772.region,Lower Southen,Lower Southern
12063.season,0214-2015,2014-2015
25180.influenzacategory,Influenza_BNotLineaegTyped,Influenza_BNotLineageTyped
20940.region,Norythern,Northern
9979.region,Bay Arae,Bay Area
27536.season,2019-0220,2019-2020
27613.region,Bay Ahrea,Bay Area
23447.season,207-2018,2017-2018
14251.region,Californioa,California
22896.influenzacategory,Influeza_ANotSubtyped,Influenza_ANotSubtyped
6341.region,Lower Southrn,Lower Southern
25415.season,201e8-2019,2018-2019
29194.season,201-2020,2019-2020
2410.season,2009-201t0,2009-2010
1773.weekending,60/13/10,06/13/10
29556.influenzacategory,Influenza_ANoStubtyped,Influenza_ANotSubtyped
23650.weekending,090/9/18,09/09/18
24351.region,Loewr Southern,Lower Southern
28225.weekending,03/v01/20,03/01/20
347.season,2009-2m010,2009-2010
29769.season,20a19-2020,2019-2020
19137.weekending,04/0/17,04/02/17
4169.influenzacategory,Influenza_Testd,Influenza_Tested
24125.region,Upperz Southern,Upper Southern
9356.region,Calfiornia,California
13711.influenzacategory,Influnza_Total,Influenza_Total
17026.region,Lower Souhern,Lower Southern
4400.region,Calfornia,California
23846.region,Californmia,California
7591.season,2021-2013,2012-2013
16614.weekending,06/12i/16,06/12/16
21479.season,0217-2018,2017-2018
15076.weekending,2/20/15,12/20/15
19284.weekending,04/2317,04/23/17
4876.season,2011-2e012,2011-2012
21486.season,2017-208,2017-2018
15534.season,2105-2016,2015-2016
30071.region,Uper Southern,Upper Southern
14713.weekending,11/08/51,11/08/15
18165.region,Lower Southrern,Lower Southern
28401.region,Bay Ara,Bay Area
8184.region,Centrla,Central
27374.region,Ba Area,Bay Area
12457.weekending,021/5/15,02/15/15
2206.region,Upper Sotuhern,Upper Southern
23088.influenzacategory,nfluenza_BVictoria,Influenza_BVictoria
21457.region,Centzral,Central
4706.influenzacategory,Ifnluenza_B,Influenza_B
19001.weekending,3/19/17,03/19/17
11427.influenzacategory,Influneza_B,Influenza_B
25344.season,201-2019,2018-2019
13904.season,2104-2015,2014-2015
19075.season,20162-017,2016-2017
25400.region,Bay Arae,Bay Area
30010.weekending,0920/20,09/20/20
19180.season,20162017,2016-2017
9175.region,Bay Aera,Bay Area
14399.season,0214-2015,2014-2015
17622.influenzacategory,Influnza_Tested,Influenza_Tested
18247.season,2016-0217,2016-2017
3759.weekending,0/501/11,05/01/11
6103.weekending,0/20/12,05/20/12
20415.season,206-2017,2016-2017
1751.region,Centaral,Central
24338.season,018-2019,2018-2019
1867.influenzacategory,Influehnza_AH1,Influenza_AH1
27618.influenzacategory,Imnfluenza_BVictoria,Influenza_BVictoria
26541.weekending,0q8/18/19,08/18/19
7177.season,20122-013,2012-2013
8662.influenzacategory,Infleunza_Total,Influenza_Total
19176.season,2016q-2017,2016-2017
24591.region,Lower Southenr,Lower Southern
12124.influenzacategory,nfluenza_AH3,Influenza_AH3
23606.season,017-2018,2017-2018
20658.region,Bay rAea,Bay Area
17360.season,2015-216,2015-2016
8397.season,0212-2013,2012-2013
1975.region,Bay rAea,Bay Area
1268.season,200-92010,2009-2010
5107.influenzacategory,Influvenza_Tested,Influenza_Tested
10653.region,Califofrnia,California
17451.season,2015-2106,2015-2016
19486.weekending,0/14/17,05/14/17
18789.influenzacategory,Infulenza_BYamagata,Influenza_BYamagata
5021.influenzacategory,Infuenza_B,Influenza_B
25477.weekending,0/414/19,04/14/19
2772.season,200-2011,2010-2011
20819.season,201-2018,2017-2018
7054.season,212-2013,2012-2013
28340.weekending,3/15/20,03/15/20
16237.influenzacategory,Ibnfluenza_B,Influenza_B
13165.season,201-2015,2014-2015
3111.season,201a0-2011,2010-2011
740.weekending,01/71/10,01/17/10
29580.influenzacategory,Influenza_BNotLineaeTyped,Influenza_BNotLineageTyped
9020.influenzacategory,Inluenza_Tested,Influenza_Tested
19025.weekending,03/19x/17,03/19/17
3238.season,2010-20a11,2010-2011
11422.region,Bay Aera,Bay Area
29843.influenzacategory,Inflnuenza_A,Influenza_A
3551.weekending,0327/11,03/27/11
6406.weekending,07/51/12,07/15/12
29066.weekending,06/n07/20,06/07/20
23824.season,20g18-2019,2018-2019
5744.season,2t011-2012,2011-2012
16535.region,Cetral,Central
8735.influenzacategory,Inflhuenza_AH3,Influenza_AH3
17465.influenzacategory,Influneza_AH1pdm09,Influenza_AH1pdm09
1087.influenzacategory,Influenaz_Total,Influenza_Total
17411.weekending,09/1m1/16,09/11/16
20644.influenzacategory,Ifnluenza_AH3,Influenza_AH3
17347.season,2051-2016,2015-2016
21999.weekending,03/04/8,03/04/18
12344.season,214-2015,2014-2015
14223.season,2014-2051,2014-2015
27477.region,Northen,Northern
23308.season,2107-2018,2017-2018
2003.weekending,0/18/10,07/18/10
26032.season,201g8-2019,2018-2019
26213.season,2018-0219,2018-2019
11732.influenzacategory,Influenza_Tesetd,Influenza_Tested
15909.weekending,032/0/16,03/20/16
2524.season,20102011,2010-2011
12716.season,2014-205,2014-2015
23313.weekending,08/0/18,08/05/18
9994.weekending,a03/02/14,03/02/14
23340.influenzacategory,Influenza_BNortLineageTyped,Influenza_BNotLineageTyped
18020.region,Bya Area,Bay Area
2744.weekending,11/7/10,11/07/10
29605.weekending,08/0/920,08/09/20
26770.influenzacategory,Influenza_BNotLinaegeTyped,Influenza_BNotLineageTyped
9430.season,201-2014,2013-2014
21786.influenzacategory,nfluenza_ANotSubtyped,Influenza_ANotSubtyped
20434.region,Cetral,Central
22133.influenzacategory,nfluenza_A,Influenza_A
10568.influenzacategory,Inluenza_A,Influenza_A
9499.region,Nortvhern,Northern
11668.season,2014-2y015,2014-2015
14592.season,20152016,2015-2016
22959.influenzacategory,Infleunza_BYamagata,Influenza_BYamagata
25188.weekending,3/10/19,03/10/19
3765.season,2010-2101,2010-2011
29585.influenzacategory,Influenfza_AH1pdm09,Influenza_AH1pdm09
19098.influenzacategory,Influenza_BVictoreia,Influenza_BVictoria
681.region,aClifornia,California
19561.season,2016-2107,2016-2017
17781.season,216-2017,2016-2017
18350.region,LowerSouthern,Lower Southern
19944.weekending,07/091/7,07/09/17
6420.weekending,071/5/12,07/15/12
27699.influenzacategory,Influenza_BYmagata,Influenza_BYamagata
24077.region,Bay rAea,Bay Area
19369.influenzacategory,Inflenza_BYamagata,Influenza_BYamagata
8714.influenzacategory,Influenza_A3,Influenza_AH3
6956.season,201-2013,2012-2013
17394.season,0215-2016,2015-2016
1293.influenzacategory,Influenz_aANotSubtyped,Influenza_ANotSubtyped
29852.influenzacategory,aInfluenza_Tested,Influenza_Tested
3985.region,Centrl,Central
29064.weekending,06/0/20,06/07/20
10163.weekending,30/30/14,03/30/14
14663.influenzacategory,InfluenzaA,Influenza_A
11165.influenzacategory,Influenza_AH1psdm09,Influenza_AH1pdm09
8633.region,Ba yArea,Bay Area
17921.weekending,11n/13/16,11/13/16
15487.influenzacategory,Influenz_B,Influenza_B
8335.weekending,06/021/3,06/02/13
14580.weekending,10/1/815,10/18/15
15716.region,Northren,Northern
8265.season,2012-203,2012-2013
26141.season,201w8-2019,2018-2019
24310.region,pUper Southern,Upper Southern
5030.influenzacategory,Influenzha_Tested,Influenza_Tested
2316.weekending,09/05/1c0,09/05/10
25111.weekending,03/0/319,03/03/19
24506.influenzacategory,Influenza_ANotSubtpyed,Influenza_ANotSubtyped
9120.weekending,01/06/13,10/06/13
26132.influenzacategory,Influenza_Tesbted,Influenza_Tested
5774.weekending,04/0/112,04/01/12
1452.season,009-2010,2009-2010
3629.region,Upper Soutehrn,Upper Southern
12491.region,Upper outhern,Upper Southern
7618.weekending,01/27/3,01/27/13
4967.season,2011w-2012,2011-2012
7524.influenzacategory,Influenz_aAH3,Influenza_AH3
18691.weekending,021/2/17,02/12/17
16778.influenzacategory,Infyluenza_BVictoria,Influenza_BVictoria
14310.region,Californai,California
20280.season,2016-2071,2016-2017
30005.season,2019-2002,2019-2020
18167.region,Lowe rSouthern,Lower Southern
9798.season,201j3-2014,2013-2014
10337.influenzacategory,Influezna_A,Influenza_A
29129.season,h2019-2020,2019-2020
17240.weekending,b08/28/16,08/28/16
28386.region,Uppcer Southern,Upper Southern
8969.season,2012-201f3,2012-2013
29223.influenzacategory,Inlfuenza_A,Influenza_A
6522.season,201-2012,2011-2012
1290.region,Upper Southenr,Upper Southern
16526.influenzacategory,Influenza_ANotSubtypd,Influenza_ANotSubtyped
28622.season,219-2020,2019-2020
10703.weekending,0u6/29/14,06/29/14
3975.weekending,0605/11,06/05/11
11331.region,Lowre Southern,Lower Southern
18452.region,Calivfornia,California
10700.influenzacategory,Influenzac_Tested,Influenza_Tested
5654.influenzacategory,nfluenza_A,Influenza_A
19291.influenzacategory,nfluenza_Total,Influenza_Total
18545.region,Upepr Southern,Upper Southern
20311.region,Califofrnia,California
5482.weekending,02/12/2,02/12/12
3735.weekending,04/2/411,04/24/11
13656.weekending,07/v05/15,07/05/15
19366.season,2016-2071,2016-2017
1574.weekending,051/6/10,05/16/10
12847.influenzacategory,nIfluenza_B,Influenza_B
17404.region,Upepr Southern,Upper Southern
29395.region,Northegrn,Northern
20781.influenzacategory,Influenza_Totla,Influenza_Total
17983.weekending,11/02/16,11/20/16
19027.season,206-2017,2016-2017
16172.region,Caliornia,California
18554.region,Bay Arlea,Bay Area
11049.season,20a13-2014,2013-2014
1230.season,2009-2v010,2009-2010
18952.season,201-2017,2016-2017
27701.weekending,122/9/19,12/29/19
29089.influenzacategory,Influenz_aBYamagata,Influenza_BYamagata
6503.weekending,07/29/21,07/29/12
16794.influenzacategory,Influnza_AH3,Influenza_AH3
8337.region,Bayl Area,Bay Area
3838.season,201p0-2011,2010-2011
27666.season,2019f-2020,2019-2020
9699.region,Centvral,Central
16732.region,Lower Suothern,Lower Southern
21429.influenzacategory,Influenza_BYaagata,Influenza_BYamagata
5318.season,2011-2021,2011-2012
10090.region,orthern,Northern
15404.weekending,01/2/416,01/24/16
8566.influenzacategory,Influnza_A,Influenza_A
23115.season,2017-20g18,2017-2018
22391.season,2017g-2018,2017-2018
11545.region,Caslifornia,California
1085.influenzacategory,Influenza_ANfotSubtyped,Influenza_ANotSubtyped
28839.influenzacategory,Inflenza_BYamagata,Influenza_BYamagata
23010.weekending,0/701/18,07/01/18
689.region,Ceentral,Central
1499.weekending,05/09/0,05/09/10
8069.influenzacategory,InfluenzaA,Influenza_A
5570.region,Claifornia,California
3331.weekending,2/13/11,02/13/11
13163.region,Calfiornia,California
7725.region,entral,Central
15042.region,Cenral,Central
20321.weekending,08/2/017,08/20/17
15076.influenzacategory,InfluenzaA_NotSubtyped,Influenza_ANotSubtyped
29339.region,orthern,Northern
1306.influenzacategory,Influeza_AH3,Influenza_AH3
25102.season,20s18-2019,2018-2019
17270.weekending,08/2/16,08/28/16
17643.season,2016-2071,2016-2017
1265.season,2009-210,2009-2010
20941.weekending,1d0/29/17,10/29/17
11766.influenzacategory,Influneza_ANotSubtyped,Influenza_ANotSubtyped
225.region,Northetrn,Northern
13397.season,2014-2051,2014-2015
22262.season,017-2018,2017-2018
15537.influenzacategory,Influnza_B,Influenza_B
22870.weekending,06/10/1m8,06/10/18
26385.influenzacategory,Isnfluenza_AH1pdm09,Influenza_AH1pdm09
21358.season,2017-2t018,2017-2018
6147.weekending,05/27m/12,05/27/12
6187.weekending,06/03/i12,06/03/12
21557.influenzacategory,nfluenza_B,Influenza_B
10126.season,20132014,2013-2014
25903.season,2108-2019,2018-2019
2097.season,200-2010,2009-2010
17773.influenzacategory,InfluenzaA_,Influenza_A
28798.region,Northenr,Northern
25714.weekending,05/21/19,05/12/19
6658.season,201-2012,2011-2012
22566.influenzacategory,nIfluenza_ANotSubtyped,Influenza_ANotSubtyped
2505.season,010-2011,2010-2011
22350.season,2017g-2018,2017-2018
1659.influenzacategory,Infleunza_AH1,Influenza_AH1
22104.season,2h017-2018,2017-2018
24785.influenzacategory,Influenza_AkH1pdm09,Influenza_AH1pdm09
1737.influenzacategory,Infliuenza_A,Influenza_A
29938.weekending,0913/20,09/13/20
79.influenzacategory,Infulenza_Total,Influenza_Total
20826.season,207-2018,2017-2018
9967.season,2013-m2014,2013-2014
9423.region,Upper Sotuhern,Upper Southern
20673.weekending,100/1/17,10/01/17
1602.season,2009-20s10,2009-2010
20226.influenzacategory,Influeenza_ANotSubtyped,Influenza_ANotSubtyped
10210.region,Lower Souhern,Lower Southern
10904.influenzacategory,Infuenza_A,Influenza_A
20771.influenzacategory,Influenza_nTotal,Influenza_Total
24025.weekending,j10/28/18,10/28/18
4435.weekending,08/2/11,08/21/11
8961.region,Udpper Southern,Upper Southern
6166.weekending,6/03/12,06/03/12
6469.influenzacategory,Inflenza_ANotSubtyped,Influenza_ANotSubtyped
23821.influenzacategory,Ifluenza_Total,Influenza_Total
8420.influenzacategory,InfluenzaA_H3,Influenza_AH3
27838.weekending,01/122/0,01/12/20
8832.season,201-2013,2012-2013
16597.season,201-52016,2015-2016
17294.weekending,09/0/416,09/04/16
13024.season,214-2015,2014-2015
20389.season,201-62017,2016-2017
23456.influenzacategory,Influenza_AoNtSubtyped,Influenza_ANotSubtyped
25132.influenzacategory,Influena_Tested,Influenza_Tested
13024.region,gUpper Southern,Upper Southern
5117.influenzacategory,Influenza_AH1pdml09,Influenza_AH1pdm09
5526.weekending,02/1912,02/19/12
27412.weekending,112/4/19,11/24/19
25315.influenzacategory,Influenza_AH1pdm90,Influenza_AH1pdm09
19179.influenzacategory,Inlfuenza_BYamagata,Influenza_BYamagata
11752.season,2014-2105,2014-2015
10418.weekending,05/11/41,05/11/14
10373.influenzacategory,Influencza_AH3,Influenza_AH3
24372.influenzacategory,Influenza_ested,Influenza_Tested
8162.influenzacategory,InfluenzaA_H1pdm09,Influenza_AH1pdm09
11898.weekending,1/14/14,12/14/14
14965.weekending,12/0/15,12/06/15
27244.influenzacategory,Influena_AH3,Influenza_AH3
23035.weekending,a07/01/18,07/01/18
25778.region,Cnetral,Central
164.season,2009-r2010,2009-2010
956.influenzacategory,Influenza_HA1pdm09,Influenza_AH1pdm09
3469.weekending,0/13/11,03/13/11
22529.region,Califronia,California
16062.influenzacategory,Ifluenza_Tested,Influenza_Tested
8757.season,202-2013,2012-2013
12155.weekending,o01/11/15,01/11/15
19339.region,Bay Ajrea,Bay Area
29511.region,ower Southern,Lower Southern
5708.region,Cenral,Central
5150.season,2011-201w2,2011-2012
4959.region,Lower Soutern,Lower Southern
22466.influenzacategory,Influenza_pANotSubtyped,Influenza_ANotSubtyped
23508.weekending,08/62/18,08/26/18
24439.weekending,12/16/1o8,12/16/18
13869.season,2u014-2015,2014-2015
25268.season,2018-019,2018-2019
101.weekending,10/1809,10/18/09
8521.season,2012-2103,2012-2013
23467.season,20j17-2018,2017-2018
11510.region,Lower Siouthern,Lower Southern
29513.season,2019-2002,2019-2020
7542.influenzacategory,Influenza_Towtal,Influenza_Total
24425.region,Upper Soxuthern,Upper Southern
26528.influenzacategory,nfluenza_BVictoria,Influenza_BVictoria
11901.region,BayA rea,Bay Area
22683.season,2017-2108,2017-2018
4776.influenzacategory,nfluenza_B,Influenza_B
20563.influenzacategory,Influenzpa_A,Influenza_A
7351.weekending,12o/16/12,12/16/12
6260.season,2011-201g2,2011-2012
17712.season,201-62017,2016-2017
29374.season,2019-220,2019-2020
28057.season,20s19-2020,2019-2020
4554.season,2010-0211,2010-2011
25004.influenzacategory,InfluenzaAH3,Influenza_AH3
22453.weekending,04/29/1g8,04/29/18
17681.influenzacategory,InfluenzaTotal,Influenza_Total
18753.influenzacategory,Inflauenza_A,Influenza_A
4201.weekending,7/10/11,07/10/11
796.weekending,m01/24/10,01/24/10
12852.influenzacategory,InfluenzaT_ested,Influenza_Tested
1152.region,Uper Southern,Upper Southern
8094.season,2012t-2013,2012-2013
19675.weekending,06/0417,06/04/17
4158.weekending,0703/11,07/03/11
16350.season,2015l-2016,2015-2016
5721.weekending,03/18/1p2,03/18/12
15654.region,oNrthern,Northern
13582.season,201d4-2015,2014-2015
23896.weekending,10/14m/18,10/14/18
2198.weekending,0/15/10,08/15/10
16500.season,015-2016,2015-2016
2329.influenzacategory,Icnfluenza_A,Influenza_A
1403.season,2009w-2010,2009-2010
7207.influenzacategory,InfluenzaTested,Influenza_Tested
13381.influenzacategory,Influena_Total,Influenza_Total
8452.season,2102-2013,2012-2013
3913.region,Northrn,Northern
5716.influenzacategory,Ifnluenza_Tested,Influenza_Tested
20407.weekending,08/2/717,08/27/17
9438.influenzacategory,kInfluenza_B,Influenza_B
5905.influenzacategory,Influenza_Teted,Influenza_Tested
11682.influenzacategory,Influneza_Tested,Influenza_Tested
3450.season,2010-p2011,2010-2011
17896.region,Bay bArea,Bay Area
8512.weekending,06/30/31,06/30/13
29521.influenzacategory,Influezna_Total,Influenza_Total
28586.weekending,04/2/20,04/12/20
25387.influenzacategory,hInfluenza_B,Influenza_B
5230.weekending,01/u01/12,01/01/12
11365.region,Califonia,California
16201.influenzacategory,Influeniza_Total,Influenza_Total
26134.influenzacategory,Influeniza_AH3,Influenza_AH3
25260.weekending,03/171/9,03/17/19
2770.region,Lower Sousthern,Lower Southern
16519.influenzacategory,Influenza_BYamagaat,Influenza_BYamagata
14093.influenzacategory,Influeza_A,Influenza_A
28848.weekending,50/10/20,05/10/20
486.influenzacategory,nIfluenza_B,Influenza_B
11009.region,oNrthern,Northern
22356.season,2017-018,2017-2018
25486.season,2018-2091,2018-2019
13698.region,Ba Area,Bay Area
3467.influenzacategory,Inflenza_B,Influenza_B
8620.weekending,k07/14/13,07/14/13
13847.region,Lower Suthern,Lower Southern
