fullcomplaintid(long),complaintyearnumber(long),monthnumber(long),recordcreatedate,complaintprecinctcode(long),patrolboroughname,county,lawcodecategorydescription,offensedescription,pdcodedescription,biasmotivedescription,offensecategory,arrestdate,arrestid
202201712105117.0,2022,1,01/262022,17.0,PATROL BORO MAN SOUTH,NEW YORK,xFELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202201712133417.0,2022,2,02/15/2022,17.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,GGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,05/01/2021,B31682806
202201712137217.0,2022,2,02/18/2022,17.0,PATRbOL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-TRANSGENDER,Gender,05/01/2021,B31682806
202201712180717.0,2022,3,03/20/2022,17.0,PATROL BORO MAN SOUTH,NEW YORK,FELOfNY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202201712224117.0,2022,4,04/20/2022,17.0,PATROL BORO MAN SOUTH,NEWY ORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,06/14/2022,M34694326
202201712306317.0,2022,6,06/13/2022,17.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,06/13/2022,M34694269
202201712377617.0,2022,7,07/28/2022,17.0,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FLONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Race/Color,07/28/2022,M34700290
202201712377717.0,2022,7,07/28/2022,17.0,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-WHITE,Race/Color,07/28/2022,M3400291
202201712377817.0,2022,7,07/a28/2022,17.0,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,ASSAULT POLICE/PEACE OFFICER,ANTI-WHITE,Race/Color,07/28/2022,M34700295
202201712384017.0,2022,7,08/01/2022,17.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Raec/Color,09/16/2022,M34706898
202201712396717.0,2022,8,08/09/2022,17.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202201812221717.0,2022,2,03/0/32022,18.0,PATROL BORO MAN SOUTH,NEW YORK,FELNY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202201812279417.0,2022,3,03/24/2022,18.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202201812338017.0,2022,4,04/15/2022,18.0,PATROL BORO MAN SOUTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,04/20/2022,M34686674
202201812382917.0,2022,5,05/02/2022,18.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202201812394517.0,2022,5,05/06/202q2,18.0,PATROL BORO MAN SOUTH,NEW YORK,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIE,FCRIMINAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,05/13/2022,M34689901
202201812394617.0,2022,5,05/06/2022,18.0,PATROL BORO MAN SOUTH,NEW YORK,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,051/3/2022,M34689902
202201812404717.0,2022,5,05/09/2022,18.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Racek/Color,05/01/2021,B31682806
202201812404817.0,2022,5,05/09/2022,18.0,PATROLBORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSUALT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,ace/Color,05/27/2022,M34691846
202201812490517.0,2022,6,06/05/2022,18.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,09/15/2022,M34706797
202201812739417.0,2022,8,08/25/2022,18.0,PATROL BORO MAN SOUTH,NEW YORK,FELOYN,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,05/01/2021,B31682806
202201812781517.0,2022,9,09/07/2022,18.0,PATROL BORO MAN SOUTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANT-BLACK,Race/Color,05w/01/2021,B31682806
202201912090517.0,2022,1,01/09/2022,19.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
202201912100617.0,2022,1,01/12/2022,19.0,PATROL BORO MAN NORTH,NEW YORK,INVESTIGATION,INVESTIGATIONS/COMPLAINTS ONLY,UNCLASSIFIED COMPLAINT,ANTI-JEWISH,Religion/Religoius Practice,05/01/2021,B31682806
202201912197817.0,2022,2,02/17/2022,19.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202201912198317.0,2022,2,02/17/2022,19.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202201912198517.0,2022,2,02/17/2022,19.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATEDO F,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202201912198617.0,2022,2,02/17/2022,19.0,PATROL BORO MAN NORHT,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202201912211117.0,2022,2,02/22/2022,19.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202201912215317.0,2022,1,02/23/2022,19.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202201912221117.0,2022,2,02/24/2022,19.0,PATROL BORO MAN NORHT,NEW YORK,FELONY,MISCELLANEOUS PENALm LAW,AGGRAVATED HARASSMENT 1,ANTI-JEIWSH,Religion/Religious Practice,03/02/2022,M34679421
202201912236017.0,2022,3,03/01/2022,19.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202201912259817.0,2022,3,03/09/2022,19.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,5/01/2021,B31682806
202201912281317.0,2022,3,03/16/202,19.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,03/16/2022,M34681598
202201912357417.0,2022,3,04/11/2022,19.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Color,5/01/2021,B31682806
202201912500517.0,2022,5,05/27/2022,19.0,PATROL BORO MAN NORTH,NEW YROK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B3168280e6
202201912556817.0,2022,6,06/12/2022***,19.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practce,05/01/2021,B31682806
202201912561017.0,2022,6,06/13/2022,19.0,PATROL BORO MAN NORTH,nNEW YORK,ELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202201912581317.0,2022,6,06/20/2022,19.0,PATROL BORO MAN NORTH,NEW YORK,FEOLNY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202201912598617.0,2022,6,06/24/2022,19.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENALs LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Rekligious Practice,05/01/2021,B31682806
202201912599917.0,2022,6,06/25/2022,19.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202201912699817.0,2022,7,07/26/2022,19.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-EASTERN ORTHODOX,Religion/Religious Practice,05/01/2021,B3168280j6
202201912717817.0,2022,7,08/01/2022,19.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202201912727017.0,2022,8,08/04/2022,19.0,PATROL BORO MAN NORTH,NEW YORK,FLEONY,MISCELLANEUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202201912742017.0,2022,8,08/09/2022,19.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEAvNOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,08/09/2022,M34701656
202201912809817.0,2022,8,08/30/2022,19.0,PATROL BORO MAN NORTH,NEW YORK,FELNOY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202012131017.0,2022,2,02/14/2022,20.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202012136917.0,2022,2,02/17/2022,20.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Relgion/Religious Practice,05/01/2021,B31682806
202202012202417.0,2041,4,4/02/2022,20.0,PATROL BORO MAN NORHT,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MNEACING,UNCLASSIFIED",ANT-JEWISH,Rligion/Religious Practice,04/06/2022,M34684609
202202012202417.0,2022,10,04/02/2022,39.0,PATROL BORO MAN NORTH,hNEW YORK,MISvDEMEANOR,ASSAULT 3 & RELAED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,04/09/2022,M34685082
202202012202417.0,2032,69,04/2/2022,45.0,PATROL BOROMAN NORTH,NEW YOvRK,IMSDEMEANOR,ASSAULT n3 & RELATED OFFENSES,"MENACING,UbNCLASSIFIED",ATI-JEWISH,Religion/Religious rPactice,04/09/2022,M34685094
202202012317917.0,2022,6,06/12/2022,20.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ATNI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202312512117.0,2022,7,0a7/20/2022,23.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Colro,07/20/2022,M34699145
202202412126017.0,2022,2,2/06/2022,24.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202412150517.0,2022,2,02/20/2022,24.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2201,B31682806
202202412154817.0,2022,2,02/23/2022,24.0,PATROL BORO MAN NORTH,NEW YORK,EFLONY,MSICELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANT-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202412154917.0,2022,2,02/23/2022,24.0,PATROL BORO MAN NORTH,NEW YORK,FELNOY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202412170017.0,2022,3,03/04/2022,24.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202412171117.0,2022,3,03/04/2022,24.0,PTROL BORO MAN NORTH,NEW YORzK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202412258917.0,2022,4,04/22/2022,24.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/eRligious Practice,05/01/2021,B1682806
202202412269717.0,2022,4,04/29/2022,24.0,PATROL BORO MAN NORTH,NEW YORK,FELNY,MISCELfLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202412270817.0,2022,4,04/30/20b22,24.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202202412292217.0,2022,5,05/13/2022,24.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202412344917.0,2022,6,06/12/2022,24.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Ruace/Color,07/11/2022,M34697897
202202412348817.0,2022,6,06/14/2022,24.0,PATROL BORO MAN NORTH,NEW YlORK,ELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202412373417.0,2022,6,06/27/2022,24.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-CATHOLIC,Religion/Religious Practice,05/01/2021,B31682806
202202412488017.0,2022,8,08/26/2022,24.0,PATROL BORO MAN NORTH,NEW YORK,FELoONY,MISCELLANEOUS PENA LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202412492917.0,2022,1,08/29/2022,24.0,PATROL BORO MAN NORTH,ENW YORK,FELNY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWIHS,Religion/Religious Practice,05/01/2021,B31682806
202202412493417.0,2022,1,08/29/2022,24.0,PATROL BORO MAN NORTH,NEW YORK,FELOYN,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202512119617.0,2022,1,01/25/2022,25.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAmW,AGGRAVATED HARASSMENT 1,ANTI-JEWIHS,Religion/Religious Practice,05/01/2021,B31682806
202202512121817.0,2022,1,01/2/2022,25.0,PATROL BORO MAN NORTH,NEW YORK,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,03/04/2022,M34679890
202202512162817.0,2022,2,02/14/2022,25.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MSCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202512205417.0,2022,3,03/04/2022,25.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Rce/Color,03/04/2022,M34679886
202202512205917.0,2022,3,03/04/2022,25.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT1,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,03/04/2022,M34679892
202202512206217.0,2022,11,03/04/2022,25.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-ASIAN,Race/Color,03/04/2022,M34679912
202202512505117.0,2022,6,06/27/2022,25.0,PATROL BORO MAN NORTH,NEW YOnRK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202202512542517.0,2022,7,07/13/2022,25.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-BLACK,Race/Color,07/13/2022,M34698233
202202612109017.0,2022,2,02/06/2022,26.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202612137417.0,2022,3,03/04/2022,26.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-ASIAN,aRce/Color,05/01/2021,B31682806
202202612199017.0,2022,4,04/27/2022,26.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202612204517.0,2022,5,05/02/2022,26.0,PATROL BORO MAN NORTH,NEW YORK,FEOLNY,MISCELLANEOU PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202612245117.0,2022,6,0q6/08/2022,26.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, BY FIRE",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B1682806
202202612246917.0,2022,6,06/10/2022,26.0,PATROL BORO MAN NORTH,NEW YORK,FELONzY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202612324817.0,2022,8,08/25/2022,26.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B316m82806
202202612337017.0,2022,9,09/05/2022,26.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Rac/eColor,09/22/2022,M34707615
202202812148417.0,2022,2,02/14/2022,28.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,ISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202202812507717.0,2022,8,08/30/2022,28.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,FELONY ASSAULT,"ASSAULT 21,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202203012126517.0,2022,1,02/07/2022,30.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-TRANSGENDER,Gender,05/01/2021,B31682806
202203012160317.0,2022,2,03/01/2022,30.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202203012210617.0,2022,3,03/31/2022,30.0,PATROL BORO MAN NORTH,NEW OYRK,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-ASIAN,Race/Color,03/31/2022,M34683825
202203012435917.0,2022,8,08/05/2022,30.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202203212386717.0,2022,5,05/19/2022,32.0,PATROL BORO MAN NORTH,NEW YORK,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202203312297717.0,2022,5,05/09/2022,33.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATEDx HARASSMENT 1,ANT-IJEWISH,Religion/Religious Practice,05/01/2021,B31682806
202203312469817.0,2022,8,08/09/20k22,33.0,PATROL BORO MAN NORTH,NEW YORK,sMISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-WHITE,Race/Color,05/01/2021,B31682806
202203412127517.0,2022,1,01/31/2022,34.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,"FALSE REPORT 1,FIRE",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202203412193217.0,2022,2,02/28/2022,34.0,PATROL BORO MAN NORTH,NW YORK,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202203412239117.0,2022,3,03/19/2022,34.0,PATROL OBRO MAN NORTH,NEW YORK,MnISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202203412579917.0,2022,8,08/15/2022,34.0,PATROL BORO MAN NORTH,NEW YORK,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202204012642117.0,2022,6,06/01/2022,40.0,PATROL BORO BRONX,BORNX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,06/03/2022,B34691021
202204012862417.0,2022,7,07/19/2022,40.0,PATROL BORO BRONX,sBRONX,FLEONY,MISCELLANEOU PENAL LAW,AGGRAVATED HARASSMENT 1,ANT-IJEWISH,Religion/Religious Practice,05/01/2021,B31682806
202204012943217.0,2022,8,08/11/2022,40.0,PATROL BORO BRONX,BRNX,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-TRANSGENDER,ender,05/01/2021,B31682806
202204112366317.0,2022,5,05/18/2022,41.0,PATROL BORO BRONX,BROXN,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
202204312618717.0,2022,5,05/11/2022,43.0,PATROL BORO BRONX,RONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-MUSLIM,Religion/Religious Practice,05/11/2022,B34688143
202204412115317.0,2022,1,01/13/2022,44.0,PATROL BORO BRONX,rBRONX,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNLCASSIFIED",ANTI-OTHER ETHwNICITY,Ethnicity/National Origin/Ancestry,05/01/2021,B31682806
202204512351517.0,2022,5,05/16/2022,45.0,PATROL BORO BRONX,BORNX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-BLAK,Race/Color,05/01/2021,31682806
202204512373617.0,2022,5,05/25/2022,45.0,PATROL BORO BRONX,RONX,FELONY,MISCELLANOEUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202204512393717.0,2022,6,06/03/2022,45.0,PATROL BORO BRONX,BRNX,MISDEMEAbNOR,CRIMINAL MISCHIEF RELATED OF,"CRIMINLA MISCHIEF,UNCLASSIFIED 4",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202204612215717.0,2022,2,02/15/2022,46.0,PATROL BORO BRONX,BROfNX,FELONY,ROBBERY,"ROBBERY,NECKCHAIN/JEWELRY",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05z/01/2021,B31682806
