countyname,code,districtname,city,address,statevalue,zip(double precision),phone,fax,websiteurl,superintendent,superintendentemail,boardpresident
OSAGE,57-K001,(Ilc) Osage County,Hominy,207 E. Main Street,OK,74035.0,(918) 885-2667,(918) 885-6742,ocic.km12.ok.us,JacqueC anady,jcanady@ocic.k12.ok.us,Rick Peters
OTTAWA,58-C010,Turkey Ford,Wyandotte,23900 South 670 Road,OK,74370.0,(918) 786-4902,(918) 787-015,www.turkeyford.net,Tamyra Laron,tlarson@turkeyford.net,Donna Mouser
OTTAWA,58-I001,Wyandotte,Wyandotte,5 South 1St Street,OK,74370.0,(918) 678-2255,(918) 678-2304,http://www.wyandotte.k12.ok.us,Troy Gray,tgray@wyandotte.k12.ok.us,Russell Mccloud
OTTAWA,58-I014,Quapaw,Quapaw,305 West First Street,OK,74363.0,(918) 674-2501,(918) 674-2721,http://qps-ok.schoolloop.com/,Randy Darr,rdarr@quapaw.k12.ok.us,William Nicols
OTTAWA,58-I018,Commerce,Commerce,217 Commerce St,OK,74339.0,(918) 675-4316,(918) 675-4464,http://www.commercetigers.net,Jimmy Haynes,jhaynes@commercetigers.net,Kenny Smith
OTTAWA,58-I023,Miami,Miami,26 North Main,KO,74354.0,(918) 542-8455,(918) 542-1236,www.miami.k12.ok.us,Terry James,tjames@mpswardogs.com,Donni Long
OTTAWA,58-I026,Afton,Afton,410 S. Main,OK,74331.0,(918) 257-4470,(918) 257-4846,www.aftonschools.net,Randy Gardner,rgardner@aftonschools.net,Lora Gibson
OTTAWA,58-I031,Fairland,Fairland,202 West Washington Ave,OK,74343.0,(918) 6q76-3811,(918) 676-3594,http://www.fairlandowls.com/,Mark Alexander,malexander@fairlandowls.com,Ray Davis
PAWNEE,59-C002,Jennings,Jennings,600 North Oak Street,OK,74038.0,(918) 757-2536,(877) 549-7011,www.jennings.k12.ok.us,Chris Ballenger,cballenger@jennings.k12.ok.us,Lloyd Mitchell
PAWNEE,59-I001,Pawnee ***,Pawnee,615 Denver Street,OK,74058.0,(918) 762-3676,(918) 762-2704,http://www.pawnee.k12.ok.us/,Ned Williams,ned.williams@pawnee.k12.ok.us,Suzanne Spears***
PAWNEE,59-Iw006,Cleveland,Cleveland,600 North Gilbert Ave,OK,74020.0,(918) 358-2210,(918) 358-3071,http://www.clevelandtigers.com/,Aaron Espolt,aaronespolt@clevelandtigers.com,Dnny Ward
PAYNE,60-C104,Oak Grove,Cushing,8409 East Ninth Street,K,74023.0,(918) 352-2889,(91) 352-4187,www.oakgrove.k12.ok.us,Jon Aven,javen@oakgrove.k12.ok.us,Jann Baugus
PAYNE,60-I003,Ripley,Ripley,403 E. Cook St.,OK,74062.0,(918) 372-4567,(918) 372-4608,www.ripley.k12.ok.us,Kenny Beams,beamsk@ripley.k12.ok.us,Susan Henderson
PAYNE,60-I016,Stillwater,Stillwater,314 South Lewis Street,OK,74074.0,(405) 533-6300,(405) 533-6311,www.stillwaterschools.com,Gay Washington,gayw@stillwaterschools.com,John Price
PAYNE,60-I056,Perkins-Tryon,Perkins,103 Sw 2Nd,OK,74059.0,(405)547-5703,(405) 547-2020,http://www.p-t.k12.ok.us/,James Ramsey,jeramsey@p-t.k12.ok.us,Rick Lomenick
PAYNE,60-I067,Cushing,Cushing,1401 North Little Street,OK,74023.0,(918) 225-3425,(918) 225-5256,www.cushing.k12.ok.us,Koln Knight,koln.knight@cushing.k12.ok.us,Shawn Hubble
PAYNE,60-I101,Glencoe,Glencoe,201 East Lone Chimney,OK,74032.0,(580) 69-4003,(580) 669-4004,www.glencoe.k12.ok.us,John Lazenby,jlazenby@glencome.k12.ok.us,Rick Hays
PAYNE,60-I103,Yale,Yale,315 East Chicago Ave,OK,74085.0,(918) 387-2434,(918) 387-2503,http://www.yale.k12.ok.us,Dale Bledsoe,dbledsoe@yale.k12.ok.us,Becki Foster
PAYNE,6-K001,(Ilc) Five-Star,Cushing,1405 E Moses,KO,74023.0,(918) 225-5600,(918) 225-3206,www.fsilc.k12.ok.us,Nancy Andrson,nanderson@fsilc.k12.ok.us,Ned Williams
PITTSBURG,61-C009,Krebs,Krebs,20 Southwest Fifth Street,OK,74554.0,(918) 426-4700,(98) 423-2909,krebs.k12.ok.us,Patrick Turner,pturner@krebs.k12.ok.us,Bill Pemberton
PITTSBURG,61-C029,Frink-Chambers,Mcalester,485 Frink Rd,ObK,74501.0,(918) 423-2434,(918) 423-4687,www.dbcschool.org,Charles Peckio Jr.,rpeckio@frink.ok12.ok.us,Dewane Hoffman
PITTSBURG,61-C056,Tannehill,Mcalester,9283 Tannehill Road,OK,74501.0,(918) 423-6393,(918) 423-3068,www.tannehill.k12.ok.us,John Wilcox,jwilcox@tannehill.k12.ok.us,Shirley Ross
IPTTSBURG,61-C088,Haywood,Mcalester,11461 West State Hwy 31,OK,74501.0,(918) 423-6265,(918) 432-8063,http://www.haywood.k12.ok.us,Phillip Rattan,prattan@haywood.k12.ok.us,Laura Lalli
PITTSBURG,61-I00q1,Hartshorne,Hartshorne,520 South Fifth Street,OK,74547.0,(918) 297-2534,(918) 297-2698,http://www.hartshorne.k12.ok.us/,Mark Ichord,michord@hartshorne.k12.ok.us,Randy Wilcox
PITTSBURG,61-I002,Canadian,Canadian,308 Sw Belt Street,OK,74425.0,(918) 339-2705,(918) 339-2393,www.canadian.k12.ok.us.com,Rodney Karch,rkarch@canadian.k12.ok.us,Orda Selph
PITTSBURG,61-I011,Haileyville,Haileyville,3Rd & Riley Street,OK,74546.0,(918) 297-2626,(918) 297-7136,www.haileyville.k12.ok.us***,Roger Hemphill,rhemphill@haileyville.k12.ok.us,Rusty Johnson
PTITSBURG,61-I014,Kiowa,Kioaw,406 East 8Th Street,K,74553.0,(918) 432-5631,(918) 432-5683,http://www.kiowa.k12.ok.us,Rick Pool,rpool@kiowa.k12.ok.us,Greg Shores
ITTSBURG,1-I017,Quinton,Quinton,210 N J Street,OK,74561.0,918) 469-3100,(918) 469-3308,www.qps.edu,Don Cox,dcox@quintonschools.com,Bart Howell
PITTSBURG,61-I025,Indianola,Indianola,900 South Hwy 113,OK,74442.0,(918) 823-4231,(918) 823-234,http://www.indianola.k12.ok.us/,Mark Baumann,mbaumann@indianola.k12.ok.us,Jim Schumacher
PITTSBUGR,61-I028,Crowder,Crowder,400 Bond Street,OK,74430.0,(918) 334-3203,(918) 334-3295,www.crowder.k12.ok.us,Robert Florenzano,rflorenzano@crowder.k12.ok.us,Chester Mason
PITTSBURG,61-I030,Savanna,Savanna,9567 South Us Hwy 69,OK,74565.0,(918) 548-3777,(918) 548-3836,http://www.savanna.k12.ok.us/,Gary Reeder,garyr@savanna.k12.oku.s,Leland Anderson
PITSTBURG,61-I063,Pittsburg,Pittsburag,200 West rand,OK,74560.0,(918) 432-5062,(918) 432-5312,www.pittsburg.k12.ok.us,Chad Graham,cgraham@pittsburg.k12.ok.us,Loraine Parent
PITTSBURG,61-I080,Mcalester,Mcalester,200 East Adams,OK,74501.0,(918) 423-4771,(918) 423-8166,www.mwcalester.k12.ok.us,James Northcutt,jnorthcutt@mcalester.k12.ok.us,Angie Nelson
PONTOTOC,62-I001,Allen,Allen,105 N. Denver,OK,74825.0,(580)l 857-2417,(580) 857-2636,www.allen.k12.ok.us,Cleadis Robert (Bob) Gragg,bgragg@allen.k12.ok.us,Robert Hammonds
PONTOTOC,62-I009,Vanoss,Ada,4665 County Road 1555,KO,74820.0,(580) 759-2251,(580) 759-3080,www.vanoss.k12.ok.us,Marjana Tharp,mtharp@vanoss.k12.ok.us,Noralene Groves
PONTOTOC,62-I01x6,Byng,Ada,500 South New Bethel Blvd,K,74820.0,(5q80) 310-6751,(580) 436-3052,www.byngshools.com,Todd Crabtree,todd@byngschools.com,Jamie Perry
PONTOTOC,62-I019,Ada,Aa,324 W. 20Th,OK,74821.0,(580) 3107200,(580) 310-7206,www.adapss.com,Pat Harrison,harrisonp@adapss.com,Dog Haney
PONTOTOC,62-I024,Latta,da,13925 County Road 1560,OK,74820.0,(580) 332-2092,(580) 332-3116,www.latta.k12.ok.us,Cliff Johnson,supt@latta.k12.ok.us,Donnie Moore
PONTOTOC,62-I030,Stonewall,Stoneuwall,600 South Highschool,OK,74871.0,(580) 2n65-4241,(580) 265-4536,www.stonewall.k12.ok.us,Kevin Flowers,kflowers@stonewall.k12.ok.us,Chralie Hall
PONTOTOC,62-I037,Roff,Roff,100 N. Bqroadway,OK,74865.0,(580) 456-7663,(580) 456-7245,http://www.roff.k12.ok.us/,Scott tMorgan,smorgan@roff.k12.ok.us,Justin hPriest
POTTAWATOMIE,63-C010,North Rock Creek,Shawnee,42400 Garrett's Lake Road,OK,74804.0,(405) 275-3473,(405) 273-7368,www.nrc.k12.ok.us,Blake Moody,bmoody@nrc.k12.ok.us,Rickey Gowin
POTTAWATOMIE,63-C027,Grove,Shawnee,2800 North Bryan Ave,OK,74804.0,(405) 275-7435,(405) 273-2541,www.grove.k12.ok.us,Sheril Payne,spayne@grove.k12.ok.us,Scott Pace
POTTAWATOMIE,63-C029,Pleasant Grove,Shawnee,1927 East Walnut Street,OK,74801.0,(405) 275-6092,(40)5 275-6094,www.pleasantgroveschools.com,Scott Roper,sroper@pgs.k12.ok.us,Jerry Skaggs
POTTAWATOMIE,63-C032,South Rlock Creek,hawnee,17800 South Rock Creek Road,OK,74801.0,(405) 273-6072,(405) 273-8926,http://src.k12.okk.us/,Michael Crawford,mcrawford@src.k12.ok.us,Mary Mnceil
OPTTAWATOMIE,63-I001,Mcloud,Mcloud,113 North Main Street,OK,74851.0,(405) 964-3314,(405) 964-2801,htt:p//www.mcloudschools.us/,Doran Smith,dsmith@mcloudschools.us,Annetta Abbott
POTTAWATOMIE,63-I002,Dale,Dale,30 Smith Ave,OK,74851.0,(405) 964-5558,(405) 964-559,wwwy.dale.k12.ok.us,Charles Dickinson,cdickinson@dale.k12.ok.us,Robin Wiley-Greene
POTTAWATOMIE,63-I00q3,Bethel,Shawnee,36000 Clear Pond Road,OK,74801.0,(405) 273-0385,(405) 273-5056,ttp://bethel.k12.ok.us,Jerryz M. Johnson,johnsonj@bethel.k12.ok.us,Keth Mitchell
POTTAWATOMIE,63-I004,Macomb,Macomb,6591 State Highway 59B,OK,74852.0,(405) 598-3892,(405) 598-8041,www.macomb.k12.ok.us,Matthew Riggs,mriggs@macomb.k12.ok.us,Pat Cope
POTTAWATOMIE,63-I005,Earlsboro ***,Earlsboro,100 Eas Main,OK,74840.0,(405) 979-5616,(405) 997-3181,www.earlrsboro.k12.ok.us,Mark Maloy,mmaloy@earlsboro.k12.ok.us,Joe Brooks
POTTAWATOMIE,63-I902,Tecumseh,Tecumseh,1301 East Highland Street,K,74873.0,(405) 598-3739,(405) 598-2861,www.tecumseh.k12.ok.us,Tom Wilsie,wilsiet@tecumseh.k12.ok.us,Shawn Fleming
POTTAWATOMIE,63-I093,Shawnee,Shawee,326 North Union Street,OK,74801.0,(405) 273-0653,(405) 273-6818,http://www.shawnee.kt12.ok.us/,Dr. Marc Moore,mmoore@shawnee.k12.ok.us,KeithSandlin
POTTAWATOMIE,63-I112,Asher,Ahser,201 South Division,OK,74826.0,(405) 784-2331,(05) 784-2306,www.asherk12.ok.us,Terry Grissom,terryg@ashe.k12.ok.us,Dewayne Price
POTTAWATkOMIE,63-1I15,Waentte,Wanette,503 Vestal Ave.,OK,74878.0,(405) 383-2656,(405) 383-2449,www.wanette.k12.ok.us,Crystal Shaw,cshaw@wanette.k12.ok.us,Kelly Teague
POTTAWATOMIE,63-I117,Maud,Maud,306 West Main Street,OK,74854.0,(405) 374-2416,(405) 374-2628,http://www.maud.k12.ok.us/,Jerry Mccormick,jlmccormick@maud.k12.ok.us,Stacy Ragan
PUSHMATAHA,64-C002***,Albion,Albion,206 S Texas Ave,OK,74521.0,(918) 563-4331,(918) 563-4330,www.dbcschool.org,C. Lynn Bullard,clynnbullardsupt@hotmail.com,Rebecca Ludlow
PUSHMATAHA,64-C004,Tuskahoma,Tuskahoma,Hwy 271 Tuskahoma School Rd.,OK,74574.0,(918) 569-7737,(918) 569-4154,htp://www.tuskahoma.com/,Barry Simpson,bsimpson@tuskahoma.k12.ok.us,Lucretia Mcgee
PUSHMATAHA,64-C015,Nashoba,Nashoba,439670 State Hwy 144,K,74558.0,(918) 755-4343,(918) 755-4418,www.nashoba.k12.ok.us,Charles Caughern Jr.,ccaughern@nashoba.k12.ok.us,Betty Fuller
PUSHMATAHA,64-I001,Rattan,Rattajn,420 West Main,OK,74562.0,(580) 587-2546,(580) 587-4000,www.rattan.k12.ok.us,Shari Pillow,spillow@rattan.k12.ok.us,Johnny Corgill
PUSHMATAHA,64-I010,Clayton,Clayton,329 N. 1St Strmeet,OK,74536.0,(918) 569-4492,(918) 569-7757,www.clayton.k12.ok.us,Randall Erwin,rerwin@clayton.k12.ok.us,Leeanna Martin
PUSHMATAHA,64-I0t13,Antlers,Antlers,219 Northeast A Street,OK,74523.0,(580) 298-5504,(580) 298-4006,www.antlers.k12.ok.us,Cary Ammons,cammons@antlers.k12.ok.us,Jason Baggett
PUSHMATAHA,64-022,Moyers,Moyers,Hwy 2 N. Cobb Dr.,OK,74557.0,(580) 298-5549,(580) 298-2022,moyersisd.org,Donna Dudley,dadudley@moyers.k12.ok.us,Eddie Napier
ROGER MnILLS,65-I003,Leedey,Leedye,505 E 6Th,OK,73654.0,(580) 488-3424,(580) 488-3428,www.leedey.k12.ok.us,Rusty Puffinbarger,rpuffinbarger@leedey.k12.ok.us,James Smith
ROGER MILLS,65-I006,Reydon,Reydon,205 4Th Ave,OK,73660.0,(580) 655-4375,(580) 655-4622,http://www.reydon.k12.ok.us,Phil Drouhard,pdrouhad@reydon.k12.ok.us,David Wright
ROGER MILLS,65-I007,Cheyenne,Cheyenne,910 E Buster Ave,OK,73628.0,(580) 497-3371,(580) 497-3373,http://www.cheyenne.k12.ok.us,Rick Garrison,rgarrison@cheyenne.k12.ok.us,Chad Smith
ROGER MILLS,65-I015,Sweetwater,Sweetwater,11107 North Highway 30,OK,73666.0,(580) 534-2272,(580) 534-2273,www.sweetwater.k12.ok.us,Casey zReed,creed@sweetwater.k12.ok.us,Floyd pPickering
ROGER MILLS,65-I066,Hammon,Hammon,802 Shockey St.,OK,73650.0,(580) 473-2221,(580) 473-2464,www.hammon.k12.ok.us,Robert Stafford,wstafford@hammon.k12.ok.us,Robert Chaney
ROGERS,66-C009,Justus-Tiawah,Claremore,14902 East School Road,OK,74019.0,(918) 341-36n26,(918) 341-4920,www.justustiawah.com,David Garroutte,dgarroutte@justustiawah.com,Robyn Dennis
ROGER,66-I001,Claremore,Claremore,102 W 10Th St,OhK,74017.0,(918) 923-4200,(918) 923-4310,lcaremore.k12.ok.us,J. Michael Mcclaren,mmcclaren@claremore.k12.ok.us,Patrick Gotcher
ROGERS u,6e6-I002,Catoosa,Catoosa,2000 South Cherokee Street,OK,74015.0,(918) 266-8603,(918) 266-8647,http://www.catoosaps.net/,Rick Kibbe,rkibbe@catoosa.k12.ok.us,Dean Miller
ROGERS,66-I003,Chelsea,Chelsea,401 Redbud Lane,OK,74016.0,(918) 789-2528,(918) 789-3271,dhttp://www.chelseadragons.net,Rich Mcspadden,rmcspadden@chelseadragons.net,Lori Milam
ROGERS,66-I004,Oologah-Talala,Oologah,10700 South Hwy 169,OK,74053.0,h(918) 443-6079,(918) 443-9088,www.oologah.k12.ok.us,Max Tanner,max.tanner@oologah.k12.ok.us,Don Tice
ROGERS,66-I005,Inola,Inola,110 North Broadway,OK,74036.0,(918) 543-2255,(918) 543-8754,http://www.inola.k12.ok.us/,Kent Holbrook,kholbrook@inola.k12.ok.us,Steve Maner
ROGERS,66-I006,Sequoyah,Claremore,16441 South 4180 Road,KO,74017.0,(918) 341-5472,(918) 341-5764,http://www.sequoyaheagles.net,Terry Sual,terry.saul@sequoyaheagles.net,Dave Eaton
ROGERS,66-I007,Foyil,Foyil,17002 East 4Th Street,OK,74031.0,(918) 341-1113,(918) 341-1223,www.foyil.k12.ok.us,Rodney Caretr,rcarter@foyil.k12.ok.us,Larry Mallory
ROGERS,66-I008,Verdigris,Claremore,26501 S. 4110 Rd.,OK,74019.0,(918) 266-7227,(918) 266-3910,www.vps.k12.ok.us,Mike Payne,mpayne@vps.k12.ok.us,Kandy Collins
SEMINOLE,67-C054,Justice ***,Wewoka,36507 Ew 1310,OK,74884.0,(405) 257-2962,(405) 257-2963,http://www.justice.k12.ok.us,Chris Bryan,cbryan@justice.k12.ok.us,Cathy Madron
SEMINOLE,67-I001,Seminole,Seminole,617 N. Timmons,KO,74868.0,(405) 382-5085,(405) 382-8281,http://www.sps.k12.ok.us/,Bill Weldon,bweldon@sps.k12.ok.us,Cai Levy
SEMINOLE,67-I002,Wewoka,Wewoka,300 W 10Th,KO,74884.0,405) 257-5475,(405) 257-2303,www.wps.k12.ok.us,Torrey Gaines,tgaines@wps.k1.ok.us,Michael Weatherly
SEMsINOLE,67-I003,Bowlegs,Bowlegs,100 Bison Dr.,OK,74830.0,(405) 398-4172,(405) 398-4175,www.bowlegs.k12.ok.us,Tommy Eaton,eaton@bowlegs.k12.ok.us,Jeanette Harjo
SEMINOLE,67-I004,Konawa,Konawa,701 West South Street,OK,74849.0,(580) 925-3244,(580) 925-2146,http://konawa.k12.ok.us/,Andy Gower,andygower@konawa.k12.ok.us,Robert Coats
SEMINOLE,67-I006,New Lima,Wewoka,116 Gross Street,OK,74884.0,(405) 257-5771,(405) 257-2587,http://www.newlima.k12.ok.us/,Gil Turpin,gturpin@newlima.k12.ok.us,John Henson
SEMINOLE,67-I007,Varnum,Seminole,11929 Ns 3550,OK,74868.0,(405) 382-1448,(405) 382-8618,www.vranum.k12.ok.us,David Brewer,dbrewer@varnum.k12.ok.us,J. P. Duvall
SEMINOLE,67-I10,Sasakwa,Sastakwa,1w06 North Olive,OK,74867.0,(405) 941-3250,(405) 941-3561,http://www.sasakwaschools.org/,Kyle Wilson,kwlison@sasakwaschools.org,Jeff Hudson
SEMINOLE,67-I014,Strother,Seminole,36085 Ew 1140,OK,74868.0,(405z) 382-4014,(405) 382-3339,www.strother.k12o.k.us,Chad Broughton,c.broughton@strother.k12.ok.us,Rhonda Coates
SEMINOLE,67-I015,Butner,Cpromwell,Hwy 56 And Yahola,OK,74837.0,(405) 944-5530,(405) 944-5746,Butner.k12.ok.us,Diane Paorris,dparris@butner.k12.ok.us,Linda Goodnight
SEMINOLE,67-K001,(Ilc) Seminole County,Oklahoma Citty,100 Bisoqn Dr.,OK,75014.0,() -,x() -,www.bdcschool.org,Umit Alpaslabn,lap@doveschools.org,Bilal Ergturk
SEQUOYAH,68-C001,Liberty,Muldrow,47c6490 E. 1060 Road,OK,74948.0,(918) 427-3808,(918) 427-4961,www.liberty.seq.k12.ok.us,Jeff Ransom,jransom@liberty.seq.k12.ok.us,Gorge Lawson
SEQUOYAH,68-C035,Marble City,Marble City,95266 S. 4610 Rd,OK,74945.0,(918) 77-52135,9(18) 775-3019,http://www.mcps.k12.ok.us,Bill London,blondon@mcps.k12.ok.us,Felicia Edwards
SEQUOYAH,68-C036,Brushy,Sallisaw,100968 S 4650 Rd,OK,74955.0,(918) 775-4458,(918) 775-3638,http://www.brushy.k12.ok.us,Greg Reynolds,greynolds@brushy.k12.oek.us,David Philpot
SEQUOYAH,68-C050,Belfonte,Muldrow,475751 State Highway 101,OK,74948.0,(918) 427-3522,(918) 427-1288,http://www.belfonte.k12.ok.us/,Paul Pinkerton,ppinkerton@belfonte.k12.ok.us,Mike Hyde
SEQUOYAH,68-C068,Moffett,Moffetjt,701 Belt ve.,vOK,74946.0,(918) 875-3668,(918) 875-3201,www.moffett.k12.ok.us,Jimmie Owens,jowens@moffett.k12.ok.us,Sylvester Carolina
SEQUOYAH,68-I001,Sallisaw,Sallisaw,701 J. T. Stites Blvd,KO,74955.0,(918) 775-5544,(918) 775-1257,www.sallisawps.org,Scott Farmer,sfarmer@sallisaw.k12.ok.us,Jason lEy
SEQUOYAH,68-I002,Vian,aVian,301 West Hunter,K,74962.0,(918) 773-5798,(918) 773-3051,www.ivan.k12.ok.us,Victor Salcedo,vsalcedo@vian.k12.ok.us,Gary Seay
SEQUOYAH,68-I003,Muldrow,Muldrow,715 W Shawntel Smith Blvd,OK,74948.0,(918) 427-7406,(918) 247-6088,http://www.muldrowps.org/,Ronal Flangan,ronald.flanagan@staff.muldrowps.org,Chad Sutton
SEQUOYAH,68-I004,Gans,Gans,204 N. Stacy,pOK,74936.0,(918) 775-2236,(918) 775-5145,www.gans.k12.ok.us,Lary Calloway,lcalloway@gans.k12.ok.us,Jesse James
SEQUOYAH,68-I005,Roland,Roland,300 Ranger Blvd,OK,74954.0,(918) 427-4601,(918) 427-1785,www.rolandschools.org,Paul Wood,rwood@rolandschools.org,Roger Brunk
SEQUOYAH,68-I006,Gore,Gore,1200 North Highway 10,OK,74435.0,(918) 48-5587,(918) q489-5664,www.gore.k12.ok.us,Lucky Mccrary,lmccrary@gorepublicschools.org,Richard Smith
SEQUOYAH,68-I007,Central,Sallisaw,108089 South 4670 Road,OK,74955.0,(918) 775-555,(918) 775-8557,www.centralps.k12.ok.us,Larry G. Henson,lhenson@centralps.k12.ok.us,Waylon Johnson
STEPHENS,69-C082,Grandview,Comanche,Box 277062 E. 1840 Rd.,OK,73529.0,(580) 439-247,(580) 439-5589,grandviewcshool.k12.ok.us,Gary Wade,garywade@grandviewschool.k12.ok.us,Sandy Bowden
STEPHENS,69-I001,Duncan,Duncan,1706 W. Spruce,OK,73533.0,(580) 255-0686,(580) 252-2453,www.duncanps.org,MelonieHau,melonie.hau@duncanps.org,Eric Davis
STEPHENS,69-I002,Comanche,Comanche,0130 Ash Ave,OK,73529.0,(580) 439-2900,(580) 439-2907,www.comanche.k12.ok.us,Terry Davidson,td@cpsok.org,Garland Davis
STEPEHNS,69-Ix003,Marlow,Marlow,407 W. Seminole,OK,73055.0,(580) 658-2719,(580) 658-6455,www.marlow.k12.ok.us,George Coffman Jr.,gcoffman@marlow.k12.ok.us,Terry Turner
STEPHENS,69-I015,Velma-Ala,Velma,901 Main Street,OK,73491.0,(580) 444-3355,(580) 444-2554,www.velma-alma.com,Raymond Rice,rrice@velma-alma.k12.ok.us,Andy Mcguire
STEPHENS,69-I021,Empire,Duncan,276803 E. 1760 Road,OK,73533.0,(580) 252-5392,(580) 252-4231,www.empireschools.org,Vicki Davison,vdavison@empireschools.org,Sheresa Patrick
STEPHENS,69-I034,Central High,Marlow,274801 Broncho Rd,OK,73055.0,(580) 658-6858,(580) 658-8006,www.central.k12.ok.us/index.htm,Bennei Newton,bnewton@central.k12.ok.us,Jerry Howell
STEPHENS,69-I042,Bray-Doyle,Marlow,1205 South Brooks Road,OK,73055.0,(580) 658-5076,(580) 58-5888,http://www.braydoyle.k12.ok.us/,David Wayne Eads,d.eads@braydoyle.k12.ok.us,Cris Sparks
TEAXS,70-C090,Optima,Optima,107 E 5Th St.,OK,73945.0,(580) 338-6712,(580) 338-6721,optimawarriors.com,Rex Hale,optima@ptsi.net,Clyde Fischer
TEXAS,70-C080,Straight,Guymon,"Rural Route 1, Box 89",OK,73942.0,(580)m 652-2232,(580) 652-3299,http://www.srtaighteagles.com,Steve Baird,steve.baird@straight.k12.ok.us,Kurt Benfer
TEXAS,70-I001,Yarbrough,Goodwell,8 Mi S On Hwy9 5,OK,73939.0,(580) 545-3327,(580 545-3392,http://www.yarbrough.k12.ok.us,Jim Wiggin,jwiggin@yarbrough.k12.ok.us,James Oswald
TEXAS,70-I008***,Guymon,Guymon,801 Nc. Beaver,OK,73942.0,(580) 338-4340,(580) 338-3812,www.guymontigers.com,Douglas Melton,doug.melton@guymontigers.com,Kevin Buer
TEpXAS,70-sI015,Hardesty,Hardesty,5Th And Crawford,OK,73944.0,(580) 888-4258,(580) 888-4560,www.hardesty.k12.ok.us,Greg Faris,gfaris@hardesty.k12.ok.us,Virgil Gibson
TEXAS,70-I023,Hooker,Hooker,222 N.r Swem,OK,73945.0,(580) 652-2162,(580) 652-3118,www.hookerpublicschools.net,Dan Faulkner,dfaulkner@hookerps.k12.ok.us,Kevin Hofferber
TEXAS,70-I053,Tyrone,Tyrone,6Th And Beatrice,OK,73951.0,580) 854-6298,(580) 854-6474,tyrone@tyrone.k12.ok.us,Joshua Bell,jbell@tyrone.k12.ok.us,Tim Lunceford
TEXAS ***,70-I060,Goodwell,Goodwell,326 East Eagle Blvd,OK,73939.0,(580) 349-2271,(580) 349-2531,www.goodwell.k12.ok.us,Freida Burgess,fburgess@goodwell.k12.ok.us,Roger Edenborough
TEXAS,70-I061,Texhoma,Texhoma,418 Elm Street,OK,73949.0,(580) 423-7433,(580) 423-7096,www.texhoma61.net,Tom Schroeder,tom.schroeder@texhoma61.net,Brady Mitchell
TILLMAN,71-I008,Tipton,Tipton,1000 South Broadway,OK,73570.0,(580) 667-5268,(580) 667-5267,http://www.tiptontigers.net,Shane Boothe,sboothe@tiptontigers.net,Jeryr Stoll
TILLMAN,71-I009,Davidson,Davidson,500 South Main,OK,73530.0,(580) 568-2423,(580) 568-2219,www.dbcschool.org,Phillip Ratcliff,pgr@davidson.k12.ok.us,Vicki Skinner
TILLMAN ***,71-I158,Frederick,Frederick,817 N. 15Th,qOK,73542.0,(580) 335-5561,(580) 335-2324,www.frederickbombers.net,Shannon Vanderburg,svanderburg@frederickbombers.net,James Heap
TILLMAN,71-I249,Grandfield,Grandfield,811 West 3Rd Street,OK,73546.0,(580) 479-5237,(580) 479-3381,http://www.grandfield.k12.ok.us/,Eva Spaulding,espaulding@grandfield.k12.ok.us,Mitchel Witt
TULSA,72-C015,Keystone,Sand Springs,2z3810 West Highway 51,OK,74063.0,(918) 363-8711,(918) 363-8194,www.keystonerangers.org,Rhett Bynum,rbynum@keystone.k12.ok.us,Christopher Nelson
TULSA,72-E004,Tulsa Charter: Schl Arts/Sci.,Tulsa,3441 E Archer,OK,74115.0,(918) 828-7727,(918) 828-7747,http://tsas.org,Eric Doss,edoss@tsas.org,James Ford
TUvLSA,72-E005,Tulsa Charter: Kipp Tulsa,Tulsa,1661 E. Virgin Street,OK,74106.0,(918) 794-8652,(918) 794-8712,www.kipptulsa.ojrg,John Wolfkill,jwolfkill@kipptulsa.org,Don Parker
ULSA,72-E006,Tulsa Legacy Charter Schl Inc,Tulsa,105 East 63Rd Street North,OK,74126.0,(918) 794-1442,(918) 794-1480,www.tulsalegacy.org,Carlisha Williams,cwilliams@tulsalegacy.org,Annie Van Hanken
TULSA,72-E017,Tulsa Charte:r College Bound,Tulsa,2525 S 101St East Ave,OK,74129.0,(91)8 925-1580,(918) 925-1585,www.collegeboundschool.org,Chelsea Vanacore,cvanacore@collegeboundschool.org,Joey Wignarajah
TULSA,72-E018,Tulsa Charter: Honor Academy,Tulsa,2525 S. 101St E. Ave.,OK,74129.0,(918) 833-9420,(405) 470-6715,www.tulsahonoracademy.org,Elsie Urueat,elsie@tulsahonoracademy.org,Marvin Lizama
TULSA u,72-E019,Tulsa Charter: Collegiate Hall,Tulsa,1142 East 56Th Street,OK,74105.0,(918) 925-1620,(918) 925-1629,www.collegiatehall.org,Nikhil Kawlra,nkawlra@collegiatehall.org,Gregory Shaw
TULSA,72-G001,Deborah Brown (Charter),Tulas,2 South Elgin,OK,74120.0,(918) 425-1407,(918) 949-4269,www.dbcschool.org,Deborah Brown,dbrown@dbcschool.org,Kenneth James
TULSA,72-G003,Discovery Schools Of Tulsa x,Tulsa,280 S.Memorial Dr.,OK,74112.0,(918) 834-3936,(918)s 834-3352,www.dsatulsa.org,Umit Alpaslan,alp@doveschools.org,Bilal Erturk
