OBJECTID,PLY_FEATYPE_CODE,PLY_FEATYPE_TEXT,PLY_DWW_FEATYPE_CODE,PLY_DWW_FEATYPE_TEXT,PLY_DESC_TEXT,PLY_MXM_DESC_TEXT,PLY_FEA_KEY,PLY_DWW_FEATURE_KEY,PLY_DWW_FEATURE_EQNUM_ID,PLY_DWW_ROLE_CODE,PLY_DWW_ROLE_TEXT,PLY_OWNER_CODE,PLY_OWNER_NAME,PLY_LIFECYCLE_CODE,PLY_LIFECYCLE_STAT,PLY_DWW_GEOMTR_TYPE,PLY_AREA_SQFT_NBR,PLY_AREA_ACRES_NBR,PLY_LENGTH_FT_NBR,PLY_MXM_ADRS_TEXT,PLY_WIDTH_FT_NBR,PLY_HEIGHT_FT_NBR,SHAPE_Length,SHAPE_Area
23081,PNT,Point Representations,FCM,Flow Control MH,Structure - CSO 8A - Flow Control MH,FLOW CONTROL MH - 067-272 - CSO08 - NPDES44,7811629,1723644,700172,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,59.45,0,,5926 SEWARD PARK AVE S,,,27.3327620370059,59.4507279386313
23082,PNT,Point Representations,FCM,Flow Control MH,Structure - Flow Control MH,FLOW CONTROL MH - D232-306,7819254,7335887,985244,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,118.07,0,,921 N 105TH ST,,,38.5186333411763,118.06790998004
23095,PNT,Point Representations,FCM,Flow Control MH,Structure - Flow Control MH,FLOW CONTROL MH - NPDES 99 - CSO 34 - 055-478,8057761,1520646,712848,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,67.63,0,,2424 SW ANDOVER ST,,,29.1531105381486,67.6331997619787
23117,PNT,Point Representations,OF,Overflow MH,Structure - Overflow MH,FLOW CONTROL STRUCTURE - NPDES 150 - 011-184,7846708,667011,786221,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,40.87,0,,2325 NW MARKET ST,,,22.6632589610416,40.8728440767883
23123,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,DRAINAGE MAINTENANCE HOLE - D039-579,7706041,7705555,1028483,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,99.34,0,0,MAP 040 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,0,0,35.3321954080477,99.3416532635126
23133,PNT,Point Representations,OF,Overflow MH,Structure - Overflow ,FLOW CONTROL STRUCTURE - NPDES 13A - CSO 22 - 017-,3989971,723045,786278,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,194.02,0,,5560 NE AMBLESIDE RD,,,59.8736331612861,194.021711603626
23139,PNT,Point Representations,OF,Overflow MH,Structure - Diversion,FLOW CONTROL STRUCTURE - NPDES 71A - 039-523,3991823,1283771,786619,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,293.22,0.01,,929 ALASKAN WAY,,,73.6758290161324,293.222564823146
23140,PNT,Point Representations,OF,Overflow MH,Structure - Overflow Chamber,FLOW CONTROL STRUCTURE - NPDES 174 - 021-052,8046639,869224,786373,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,261.17,0.01,,226 NW 36TH ST,,,67.7852325781542,261.173525456749
23142,PNT,Point Representations,FCM,Flow Control MH,Structure - FCMH,FLOW CONTROL MH - SITE 90 - D226-091,8105866,163903,708640,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,54.5,0,,500 NE NORTHGATE WAY,,,26.1692963344814,54.4971967337814
23960,PNT,Point Representations,MST,Misc Structures,Structure - Transition Structure (Metro KC),,3991421,1195047,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,130.68,0,,,,,45.8581570765851,130.678929958947
23969,PNT,Point Representations,OF,Overflow MH,Structure - Overflow / Diversion MH,OVERFLOW STRUCTURE - NPDES 111A - 056-195,4247953,1571110,786695,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,301.72,0.01,,4501 EAST MARGINAL WAY S,,,69.5739887893336,301.718865774012
24139,PNT,Point Representations,OUT,Outfall,Structure - Outlet,DRAINAGE MAINTENANCE HOLE - D224-064,3987423,177226,708707,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,1101.04,0.03,,10456 ALDERBROOK PL NW,,,282.656989044227,1101.03718855428
24187,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,DRAINAGE MAINTENANCE HOLE - D035-645,7751833,7719458,1033340,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,151.75,0,,DETENTION SITE 252 - ROY ST/5TH AVE N,,,43.6688266506574,151.75156030213
24199,PNT,Point Representations,MST,Misc Structures,Structure - Inlet/Outlet Structure,INTAKE STRUCTURE - BLUEDOG DETENTION POND - D052-4,7813448,1355909,712062,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,435.22,0.01,,1701 M L KING JR WAY S,,,82.4298989918347,435.215428840491
24262,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,DRAINAGE MAINTENANCE HOLE - D225-175,8196803,7472132,990990,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,82.5,0,,12270 ASHWORTH AVE N,,,32.198029592948,82.4990079859286
24266,PNT,Point Representations,FCM,Flow Control MH,Structure - Flow Control MH,FLOW CONTROL MH - JPGC POND 2 - D220-099,8232880,79978,880388,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,110.17,0,,13354 10TH AVE NE,,,37.2087211487212,110.174128394814
24287,PNT,Point Representations,MST,Misc Structures,Structure - Alki Sewage Treatment Plant - Metro KC,,8294384,1452112,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,29599.29,0.68,,,,,779.204700565087,29599.2949039508
24289,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,DRAINAGE MAINTENANCE HOLE - D043-230,8320646,7416530,985153,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,58.94,0,,MAP 043 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,,,27.2140936927468,58.9356241546761
24311,PNT,Point Representations,MST,Misc Structures,Other - Lamp Hole,WASTEWATER MAINTENANCE HOLE - 231-322,5553391,278965,673635,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,10.33,0,0,8536 10TH AVE NW,0,0,11.3952984865391,10.3333596932866
24316,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,DRAINAGE MAINTENANCE HOLE - D029-105,8030281,7499822,1002546,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,47.77,0,,DETENTION SITE 315 - DEXTER AVE N/GARFIELD ST,,,24.5010837919252,47.7706034145605
24321,PNT,Point Representations,SED,"Sedimentation Chamber;Sand Catcher;Sand ",Other - Sandcatcher,WW SEDIMENTATION CHAMBER - 047-174,4301500,1371292,693197,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,29.49,0,,MAP 047 - WASTEWATER MAINTENANCE HOLES / APPURTENA,,,19.2495156488647,29.4869428960185
24345,PNT,Point Representations,MST,Misc Structures,Structure - Low Head Structure,DRAINAGE MAINTENANCE HOLE - D023-197,3990263,849906,710188,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,44.56,0,,659 NE NORTHLAKE PL,,,29.8733585056233,44.5611079665866
24362,PNT,Point Representations,MST,Misc Structures,Structure - King County Crossing Structure,,4247329,1455390,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,371.91,0.01,,,,,77.2049090641915,371.90623967943
24419,PNT,Point Representations,MST,Misc Structures,Structure - Regulator Control Structure (Metro KC),,3995392,1995945,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,774.77,0.02,,,,,130.727302714947,774.767250451866
24570,PNT,Point Representations,OUT,Outfall,Structure - Storm Outfall Structure,DRAINAGE MAINTENANCE HOLE - D228-002,3986637,125708,708484,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,51.06,0,,3518 NE 123RD ST,,,28.7362209759945,51.0591328721609
25322,PNT,Point Representations,MH,Maintenance Hole,Vault,WASTEWATER MAINTENANCE HOLE - 081-387,7151950,7124431,968261,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,48.22,0,0,MAP 081 - WASTEWATER MAINTENANCE HOLES / APPURTENA,0,0,29.0387861828052,48.2231946064219
25341,PNT,Point Representations,MST,Misc Structures,Structure - Diversion,DIVERSION STRUCTURE - 076-449,7405588,7405564,985116,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,596.18,0.01,0,DIVERSION STRUCTURE - 076-449,0,0,105.768905493565,596.179173855765
25391,PNT,Point Representations,MST,Misc Structures,Structure - Bend Structure,LARGE BEND #2 - D055-185,3992505,1475481,596772,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,127.89,0,,MAP 055 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,,,46.1699170489521,127.892248812948
25504,PNT,Point Representations,MH,Maintenance Hole,Structure - Diversion Structure MH,DRAINAGE MAINTENANCE HOLE - DIVERSION STRUCTURE - ,7827401,7782846,1054193,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,299.47,0.01,,FLOW CONTROL & OVERFLOW STRUCTURES - JACK1,,,67.2616778212664,299.465626864677
25612,PNT,Point Representations,OF,Overflow MH,Structure - Junction Chamber,FLOW CONTROL STRUCTURE - NPDES 60 - 010-159,7877821,674370,786231,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,67.04,0,,5400 38TH AVE W,,,33.282778021612,67.03836496362
25630,PNT,Point Representations,MST,Misc Structures,Wet Vault,,7830823,157855,,ENDPT,Mainline End Point,DPR,Parks and Recreation,C,Connected,PNT,459.54,0.01,,,,,85.5689431996319,459.541001251178
25648,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,DRAINAGE MAINTENANCE HOLE - D055-131,8057747,1521130,597216,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,113.24,0,,2424 SW ANDOVER ST,,,37.7221911857536,113.235853972605
25697,PNT,Point Representations,JMH,Junction Chamber MH,Structure - Junction MH,,8027517,4032100,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,867.23,0.02,,,,,119.447120297655,867.225756863981
25892,PNT,Point Representations,DMH,Drop MH,Structure - Drop MH,WASTEWATER MAINTENANCE HOLE - 036-431,8144073,1118048,687069,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,167.57,0,,1000 EASTLAKE AVE E,,,45.8878424427722,167.565811058025
26152,PNT,Point Representations,MST,Misc Structures,Ballard Regulator (KC),,8280481,8264994,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,1413.6,0.03,,,,,182.275978573724,1413.60461268123
26205,PNT,Point Representations,MST,Misc Structures,Structure - Bypass Structure (Metro KC),WASTEWATER MAINTENANCE HOLE - 043-102,3992021,1334216,927906,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,383.11,0.01,,1201 ALASKAN WAY S,,,87.0896907250188,383.109680414561
26515,PNT,Point Representations,MST,Misc Structures,Structure - MST,DRAINAGE MAINTENANCE HOLE - D227-095,7874572,176674,708702,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,103.94,0,,10546 35TH AVE NE,,,40.8321572228119,103.938987279876
26667,PNT,Point Representations,MST,Misc Structures,Structure - Junction Structure,,3993858,1759451,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,29.83,0,,,,,22.1344510449699,29.8312017642683
26733,PNT,Point Representations,MST,Misc Structures,"Structure - Metro Regulator
",,3992415,1450634,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,19.19,0,,,,,18.2523650474902,19.1948148936863
26791,PNT,Point Representations,OF,Overflow MH,Structure - Overflow / Bypass,,4247079,524361,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,245.62,0.01,,,,,62.7844720429991,245.618732853026
26794,PNT,Point Representations,MST,Misc Structures,Structure - Regulator (Metro KC),,3990254,840142,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,276.23,0.01,,,,,67.6373307262605,276.226991402791
27111,PNT,Point Representations,MST,Misc Structures,Structure - Junction Box,,7779768,7779607,,ENDPT,Mainline End Point,UW,University of Washington,C,Connected,PNT,89.73,0,,,,,39.9927971033309,89.7326612907499
27394,PNT,Point Representations,FCM,Flow Control MH,Structure - FCMH,FLOW CONTROL MH - D044-619,8272055,7460187,989802,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,61.61,0,,DETENTION SITE 316 - S MAIN ST/BOREN AVE N,,,27.8238792738981,61.6063525106509
27540,PNT,Point Representations,MH,Maintenance Hole,Structure - Brick Chamber MH,WASTEWATER MAINTENANCE HOLE - 051-562,4301504,1372761,693219,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,39.89,0,,MAP 051 - WASTEWATER MAINTENANCE HOLES / APPURTENA,,,22.3884860527047,39.8877546361237
27615,PNT,Point Representations,JMH,Junction Chamber MH,Structure - Fremont Siphon Junction Chamber,,7411268,7411266,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,581.14,0.01,0,,0,0,93.6879343451338,581.139109479798
27660,PNT,Point Representations,SED,"Sedimentation Chamber;Sand Catcher;Sand ",Structure - Grit Chamber,,3987412,176555,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,997.45,0.02,,,,,191.638725384903,997.445114234455
27661,PNT,Point Representations,MST,Misc Structures,Structure - Unknown (Metro KC),,3992575,1492762,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,90.34,0,,,,,38.8496167419706,90.3434715144872
27680,PNT,Point Representations,MST,Misc Structures,Structure - Bend MH,DRAINAGE MAINTENANCE HOLE - D059-209,3992933,1574188,713041,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,162.53,0,,4207 S GENESEE ST,,,52.0039083027569,162.534825135451
27750,PNT,Point Representations,MST,Misc Structures,Structure - Kenmore Landfall Structure,,4247070,239424,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,281.75,0.01,,,,,67.2635266875986,281.74597135886
27763,PNT,Point Representations,MST,Misc Structures,Structure - Overflow Chamber,,4038702,1580509,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,394.83,0.01,,,,,86.4504813139808,394.829839808035
27798,PNT,Point Representations,MST,Misc Structures,Structure - Shaft House (Metro KC),,3990361,880980,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,602.04,0.01,,,,,98.2408483360175,602.036209771584
27997,PNT,Point Representations,PMH,Pump MH,Structure - Emergency Pumping MH,WASTEWATER MAINTENANCE HOLE - 023-417,7633261,886852,682808,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,16.29,0,0,3710 BROOKLYN AVE NE,0,0,16.1459200084209,16.291287942154
28014,PNT,Point Representations,OF,Overflow MH,Structure - Diversion and Discharge Structure,DIVERSION & DISCHARGE STRUCTURE - 017-343 - NPDES1,7660604,5556305,961124,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,113.51,0,0,CSO 23 - NPDES 13,0,0,37.7683633035129,113.513225924245
28021,PNT,Point Representations,MST,Misc Structures,Structure - Hydraulic Control Chamber,HYDRAULIC CONTROL CHAMBER - NPDES 168 - CSO 2 - 06,7688747,1813270,785734,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,248.97,0.01,0,7200 DELRIDGE WAY SW,0,0,63.2505081034394,248.971833448614
28066,PNT,Point Representations,MH,Maintenance Hole,Other - Special Crossing Structure MH,DRAINAGE MAINTENANCE HOLE - D078-235,7163346,7140308,970467,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,50.65,0,0,MAP 078 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,0,0,25.2282460693395,50.648227659931
28072,PNT,Point Representations,JMH,Junction Chamber MH,Structure - Junction Chamber,WASTEWATER MAINTENANCE HOLE - 068-501,7768792,1793082,881404,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,144.36,0,,7031 BEACH DR SW,,,47.3221339304685,144.36004679746
28289,PNT,Point Representations,FCM,Flow Control MH,Structure - Flow Control MH,FLOW CONTROL MH - JPGC POND 1 - D220-095,8232796,76931,880387,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,182.57,0,,13303 5TH AVE NE,,,47.898743899515,182.573770704881
28314,PNT,Point Representations,FCM,Flow Control MH,Structure - FCM,FLOW CONTROL MH - D039-582,7708038,7707947,1028511,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,70.87,0,0,SEC 8TH AVE/STEWART ST,0,0,29.8424656792431,70.8695282945045
28414,PNT,Point Representations,MST,Misc Structures,Structure - Regulator (Metro KC),DRAINAGE MAINTENANCE HOLE - D043-063,8430357,1309710,927927,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,283.49,0.01,,327 ALASKAN WAY S,,,79.8141495470348,283.491384298037
28455,PNT,Point Representations,MST,Misc Structures,Other - Cleanout Mainline Endpoint,WASTEWATER MAINTENANCE HOLE - 028-576,4258671,4258637,941659,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,4.06,0,,2601 14TH AVE W,,,7.14555660635702,4.06314446561914
28466,PNT,Point Representations,MH,Maintenance Hole,,WASTEWATER MAINTENANCE HOLE - 011-399,8181276,8181241,1177527,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,101.42,0,,MAP 011 - WASTEWATER MAINTENANCE HOLES / APPURTENA,,,35.7002386081968,101.422024984193
28467,PNT,Point Representations,DMH,Drop MH,Structure - Drop MH,DRAINAGE MAINTENANCE HOLE - D022-140,8200009,899335,710362,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,65.43,0,,3601 STONE WAY N,,,28.6749054229828,65.4325919749993
28580,PNT,Point Representations,MST,Misc Structures,Structure - Bifurcation - King County ,DRAINAGE MAINTENANCE HOLE - D057-307,4250055,1457354,712601,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,460.98,0.01,,3209 AIRPORT WAY S,,,88.9184647810154,460.984177262361
28603,PNT,Point Representations,FCM,Flow Control MH,Structure - Storage Chamber,FLOW CONTROL MH - NPDES42 - CSO 10 - 060W-045,3992996,1588860,697616,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,155.3,0,,4603 LAKE WASHINGTON BLVD S,,,51.5285854633371,155.299311213009
28604,PNT,Point Representations,FCM,Flow Control MH,Structure - Flow Control MH,FLOW CONTROL MH - NPDES 49 - CSO 4 - 306-428,7733963,1990312,706191,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,100.96,0,0,9720 RAINIER AVE S,0,0,35.6193106218595,100.962746373112
30838,PNT,Point Representations,SED,"Sedimentation Chamber;Sand Catcher;Sand ",Structure - Sand Catcher,,4050503,623526,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,625.26,0.01,,,,,115.038964810813,625.260022418893
30869,PNT,Point Representations,MST,Misc Structures,"Structure - Drop MH w/grate lid, 18"" drop, steel",,4229201,1994418,,ENDPT,Mainline End Point,PRI,Private,C,Connected,PNT,14.28,0,,,,,15.6199433549216,14.2848405526692
30900,PNT,Point Representations,PMH,Pump MH,Structure - Sewage Pump Pit,,3990731,1009168,,ENDPT,Mainline End Point,PRI,Private,C,Connected,PNT,24.42,0,,,,,20.2286080121994,24.4201071851436
31052,PNT,Point Representations,JMH,Junction Chamber MH,Structure - Junction Structure,DRAINAGE MAINTENANCE HOLE - D056-137,3992857,1559665,597460,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,484.62,0.01,,4169 1ST AVE S,,,88.4259617199655,484.620406958995
31215,PNT,Point Representations,OF,Overflow MH,Structure - Overflow Chamber,"FLOW CONTROL STRUCTURE - NPDES 47C - CSO 5,6,7 - 0",7588897,1944925,786761,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,372.2,0.01,0,8834 RAINIER AVE S,0,0,90.0053971393315,372.19879520095
31286,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,,7825496,7446950,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,82.58,0,,,,,32.2142184617042,82.5819883039725
31309,PNT,Point Representations,OF,Overflow MH,Structure - Overflow MH,FLOW CONTROL STRUCTURE - NPDES 72 - 043-046,8046253,1299529,785730,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,132.53,0,,65 S WASHINGTON ST,,,51.4906543593264,132.533426969812
31395,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,WASTEWATER MAINTENANCE HOLE - 044-666,8272068,7460185,989803,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,59.74,0,,MAP 044 - WASTEWATER MAINTENANCE HOLES / APPURTENA,,,27.3991753732811,59.739986512988
31398,PNT,Point Representations,MH,Maintenance Hole,Structure - MH (Metro KC),,8266001,8265987,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,108.37,0,,,,,40.0922417870071,108.367225486344
31410,PNT,Point Representations,PMH,Pump MH,Structure - Pump MH,DRAINAGE MAINTENANCE HOLE - D043-251,8321173,7416783,999852,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,68.07,0,,MAP 043 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,,,29.2472244883853,68.0705803224485
31452,PNT,Point Representations,MST,Misc Structures,Structure - Jet Chamber,DRAINAGE MAINTENANCE HOLE - D232-079,3988365,259722,709138,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,88.9,0,,8855 ASHWORTH AVE N,,,37.4394030034924,88.8955827892926
31454,PNT,Point Representations,PMH,Pump MH,Structure - Emergency Pumping MH,WASTEWATER MAINTENANCE HOLE - 031-494,7634986,7634982,1012383,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,17.61,0,0,MAP 031 - WASTEWATER MAINTENANCE HOLES / APPURTENA,0,0,17.5568797841657,17.6109317938446
31455,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,DRAINAGE MAINTENANCE HOLE - D300-057,7772112,7639689,1013947,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,73.74,0,,DETENTION SITE 254 - SW 104TH ST/27TH PL SW - MS4,,,30.4410808343454,73.7412122243385
31456,PNT,Point Representations,MH,Maintenance Hole,Structure - Misc Structure,WASTEWATER MAINTENANCE HOLE - 022-188,7858900,919047,683413,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,60.42,0,,3410 STONE WAY N,,,32.9983738191362,60.4230724046315
31457,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,DRAINAGE MAINTENANCE HOLE - D039-077,8045417,1267703,595031,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,68.15,0,,1415 ALASKAN WAY,,,29.2634261207784,68.1460172237058
31460,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,WASTEWATER MAINTENANCE HOLE - 036-466,8232804,1108460,686864,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,154.86,0,,1179 EASTLAKE AVE E,,,44.1132442413816,154.856034187122
31461,PNT,Point Representations,MST,Misc Structures,Structure - Flow Split Structure,DRAINAGE MAINTENANCE HOLE - D015-539,8422223,4866264,949459,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,111.89,0,,MAP 015 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,,,37.4981090147508,111.894533659082
31462,PNT,Point Representations,MH,Maintenance Hole,Structure - Saddle MH,DRAINAGE MAINTENANCE HOLE - D022-315,8108484,7407181,984359,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,64.81,0,,MAP 022 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,,,28.5381992099878,64.8101857835881
31466,PNT,Point Representations,OF,Overflow MH,Structure - Overflow MH,OVERFLOW STRUCTURE - NPDES 40 - CSO 11 - 059-491/D,7728492,1551464,786693,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,126.13,0,0,4102 49TH AVE S,0,0,39.8114606437233,126.126497285371
31467,PNT,Point Representations,FCM,Flow Control MH,Structure - Flow Control,FLOW CONTROL MH - D052-189 - BLUEDOG DETENTION PON,7813422,1356887,712065,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,186.03,0,,1701 M L KING JR WAY S,,,55.2610717548179,186.025278575355
31488,PNT,Point Representations,OF,Overflow MH,"Structure - Overflow, Meadowbrook Det. Pond",OVERFLOW DRAINAGE MAINTENANCE HOLE - D228-034,4250039,180105,708729,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,426.95,0.01,,10540 39TH AVE NE,,,84.4733453088117,426.953549165227
31520,PNT,Point Representations,JMH,Junction Chamber MH,Structure - Junction Chamber MH,,8223225,885395,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,440.77,0.01,,,,,84.6667601034802,440.773127122111
31606,PNT,Point Representations,OF,Overflow MH,Structure - Overflow MH,DRAINAGE MAINTENANCE HOLE - D056-219,7776154,1573442,597575,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,152.85,0,,4600 EAST MARGINAL WAY S,,,53.6161466168566,152.84853548399
31609,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,DRAINAGE MAINTENANCE HOLE - D011-016,7846651,726992,592582,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,76.6,0,,5110 SHILSHOLE AVE NW,,,31.0265314644058,76.6049071961292
31639,PNT,Point Representations,DCN,Drop Connection MH,Structure - Drop MH,,8421221,692517,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,50.56,0,,,,,25.2066670751781,50.5616207287668
31641,PNT,Point Representations,SED,"Sedimentation Chamber;Sand Catcher;Sand ",Other - Sandcatcher,WASTEWATER SEDIMENTATION CHAMBER - 028-413,4301494,983915,684621,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,36.21,0,,MAP 028 - WASTEWATER MAINTENANCE HOLES / APPURTENA,,,21.331975322767,36.2119807800774
31661,PNT,Point Representations,MST,Misc Structures,Structure - Jet Chamber,DRAINAGE MAINTENANCE HOLE - D232-124,3988797,299354,709243,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,66.04,0,,8256 ASHWORTH AVE N,,,31.7968388601003,66.0408748385588
31684,PNT,Point Representations,MST,Misc Structures,Structure - Miscellaneous,DRAINAGE MAINTENANCE HOLE - D055-011,8082258,1486733,712718,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,45.4,0,,2900 SW SPOKANE ST,,,26.757609019519,45.4036039428829
31691,PNT,Point Representations,MST,Misc Structures,Gate Chamber (KC),,8280424,8276240,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,275.11,0.01,,,,,68.1809841845761,275.106016234789
31707,PNT,Point Representations,MST,Misc Structures,Structure - Siphon Inlet w/ Overflow (Metro KC),,3992290,1407835,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,209.48,0,,,,,58.0402115958576,209.480994877412
