HCPCS_Cd,RBCS_ID,RBCS_Cat,RBCS_Cat_Desc,RBCS_Cat_Subcat,RBCS_Subcat_Desc,RBCS_FamNumb,RBCS_Family_Desc,RBCS_Major_Ind,HCPCS_Cd_Add_Dt,HCPCS_Cd_End_Dt,RBCS_Assignment_Eff_Dt
A9800,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,10/01/2022,12/31/9999,01/01/2017
A9900,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,01/01/2000,12/31/9999,01/01/2014
A9901,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,01/01/2000,12/31/9999,01/01/2014
A9999,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2004,12/31/9999,01/01/2014
B4034,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/1986,12/31/9999,01/01/2014
B4035,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/1986,12/31/9999,01/01/2014
B4036,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/1986,12/31/9999,01/01/2014
B4081,OB000N,O,Other,OB,Enteral and Parenteral,000,No RBCS Family,N,01/01/1986,12/31/9999,01/01/2014
B4082,OB000N,O,Other,OB,Enteral and Parenteral,000,No RBCS Family,N,01/01/1986,12/31/9999,01/01/2014
B4083,OB000N,O,Other,OB,Enteral and Parenteral,000,No RBCS Family,N,01/01/1986,12/31/9999,01/01/2014
B4087,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/2008,12/31/9999,01/01/2014
B4088,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/2008,12/31/9999,01/01/2014
B4105,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/2019,12/31/9999,01/01/2015
B4149,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/2005,12/31/9999,01/01/2014
B4150,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/1986,12/31/9999,01/01/2014
B4152,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/1984,12/31/9999,01/01/2014
B4153,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/1986,12/31/9999,01/01/2014
B4154,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/1984,12/31/9999,01/01/2014
B4155,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/1986,12/31/9999,01/01/2014
B4157,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/2005,12/31/9999,01/01/2014
B4158,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/2005,12/31/9999,01/01/2014
B4159,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/2005,12/31/9999,01/01/2014
B4160,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/2005,12/31/9999,01/01/2014
B4161,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/2005,12/31/9999,01/01/2014
B4162,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/2005,12/31/9999,01/01/2014
B4164,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1986,12/31/9999,01/01/2014
B4168,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1984,12/31/9999,01/01/2014
B4176,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1986,12/31/9999,01/01/2017
B4178,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1988,12/31/9999,01/01/2014
B4180,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1986,12/31/9999,01/01/2014
B4185,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/2006,12/31/9999,01/01/2014
B4187,RI000N,R,Treatment,RI,Injections and Infusions (nononcologic),000,No RBCS Family,N,01/01/2020,12/31/9999,01/01/2016
B4189,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1988,12/31/9999,01/01/2014
B4193,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1988,12/31/9999,01/01/2014
B4197,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1988,12/31/9999,01/01/2014
B4199,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1988,12/31/9999,01/01/2014
B4216,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1984,12/31/9999,01/01/2014
B4220,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1984,12/31/9999,01/01/2014
B4222,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1986,12/31/9999,01/01/2014
B4224,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1986,12/31/9999,01/01/2014
B5000,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1988,12/31/9999,01/01/2014
B5100,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1988,12/31/9999,01/01/2017
B9000,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1988,12/31/2016,01/01/2014
B9002,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1988,12/31/9999,01/01/2014
B9004,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1988,12/31/9999,01/01/2014
B9006,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1988,12/31/9999,01/01/2014
B9998,OB006N,O,Other,OB,Enteral and Parenteral,006,Enteral Feeding and Formula,N,01/01/1985,12/31/9999,01/01/2014
B9999,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1985,12/31/9999,01/01/2014
B9999,OB005N,O,Other,OB,Enteral and Parenteral,005,Parenteral Feeding and Formula,N,01/01/1985,12/31/9999,01/01/2017
C1052,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2021,12/31/9999,01/01/2017
C1062,PM020O,P,Procedure,PM,Musculoskeletal,020,Arthrodesis - Spine,O,01/01/2021,12/31/9999,01/01/2017
C1300,RX034N,R,Treatment,RX,Treatment - Miscellaneous,034,Hyperbaric Oxygen,N,08/01/2000,12/31/2014,01/01/2014
C1713,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1713,DE022N,D,DME,DE,Other DME,022,Orthopedic Screw,N,04/01/2001,12/31/9999,01/01/2016
C1714,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1715,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1716,RR009N,R,Treatment,RR,Radiation Oncology,009,Conventional Radiation Treatment,N,04/01/2001,12/31/9999,01/01/2014
C1717,RR009N,R,Treatment,RR,Radiation Oncology,009,Conventional Radiation Treatment,N,04/01/2001,12/31/9999,01/01/2014
C1719,RR009N,R,Treatment,RR,Radiation Oncology,009,Conventional Radiation Treatment,N,04/01/2001,12/31/9999,01/01/2014
C1721,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1721,DE013N,D,DME,DE,Other DME,013,Cardioverter - Defibrillator,N,04/01/2001,12/31/9999,01/01/2016
C1722,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1722,DE013N,D,DME,DE,Other DME,013,Cardioverter - Defibrillator,N,04/01/2001,12/31/9999,01/01/2016
C1724,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1724,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,04/01/2001,12/31/9999,01/01/2016
C1725,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1725,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,04/01/2001,12/31/9999,01/01/2016
C1726,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1726,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,04/01/2001,12/31/9999,01/01/2016
C1727,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1727,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,04/01/2001,12/31/9999,01/01/2016
C1728,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1729,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1730,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1730,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,04/01/2001,12/31/9999,01/01/2016
C1731,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1731,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,04/01/2001,12/31/9999,01/01/2016
C1732,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1732,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,04/01/2001,12/31/9999,01/01/2016
C1733,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1733,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,04/01/2001,12/31/9999,01/01/2016
C1734,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2020,12/31/9999,01/01/2016
C1748,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2020,12/31/9999,01/01/2016
C1749,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,10/01/2010,12/31/9999,01/01/2014
C1750,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1751,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1752,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1753,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1754,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1755,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1756,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1757,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1758,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1759,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1759,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,04/01/2001,12/31/9999,01/01/2016
C1760,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1761,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2021,12/31/9999,01/01/2017
C1762,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1763,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1764,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1765,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2001,12/31/9999,01/01/2014
C1766,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1767,DE015N,D,DME,DE,Other DME,015,Implantable Neurostimulator,N,04/01/2001,12/31/9999,01/01/2016
C1767,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1768,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1769,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,04/01/2001,12/31/9999,01/01/2016
C1769,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1770,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1771,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1772,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1773,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1776,DF019N,D,DME,DF,Orthotic Devices,019,Implantable Joint Device,N,04/01/2001,12/31/9999,01/01/2016
C1776,DF000N,D,DME,DF,Orthotic Devices,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1777,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1777,DE013N,D,DME,DE,Other DME,013,Cardioverter - Defibrillator,N,04/01/2001,12/31/9999,01/01/2016
C1778,DE015N,D,DME,DE,Other DME,015,Implantable Neurostimulator,N,04/01/2001,12/31/9999,01/01/2016
C1778,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1779,DE016N,D,DME,DE,Other DME,016,Pacemaker,N,04/01/2001,12/31/9999,01/01/2016
C1779,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1780,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1781,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1782,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1783,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,07/01/2002,12/31/9999,01/01/2014
C1784,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1785,DE016N,D,DME,DE,Other DME,016,Pacemaker,N,04/01/2001,12/31/9999,01/01/2016
C1785,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1786,DE016N,D,DME,DE,Other DME,016,Pacemaker,N,04/01/2001,12/31/9999,01/01/2016
C1786,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1787,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1788,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1789,DF000N,D,DME,DF,Orthotic Devices,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1813,DF000N,D,DME,DF,Orthotic Devices,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1814,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2003,12/31/9999,01/01/2014
C1815,DF000N,D,DME,DF,Orthotic Devices,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1816,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1817,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1818,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,07/01/2003,12/31/9999,01/01/2015
C1819,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,01/01/2004,12/31/9999,01/01/2014
C1820,DE015N,D,DME,DE,Other DME,015,Implantable Neurostimulator,N,01/01/2006,12/31/9999,01/01/2016
C1820,DF000N,D,DME,DF,Orthotic Devices,000,No RBCS Family,N,01/01/2006,12/31/9999,01/01/2014
C1821,DF000N,D,DME,DF,Orthotic Devices,000,No RBCS Family,N,01/01/2007,12/31/9999,01/01/2014
C1822,DE015N,D,DME,DE,Other DME,015,Implantable Neurostimulator,N,01/01/2016,12/31/9999,01/01/2016
C1822,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,01/01/2016,12/31/9999,01/01/2014
C1823,DE001N,D,DME,DE,Other DME,001,CPAP (sleep apnea),N,01/01/2019,12/31/9999,01/01/2015
C1824,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2020,12/31/9999,01/01/2016
C1825,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2021,12/31/9999,01/01/2017
C1830,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,10/01/2011,12/31/9999,01/01/2014
C1831,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,10/01/2021,12/31/9999,01/01/2017
C1832,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,01/01/2022,12/31/9999,01/01/2017
C1833,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2022,12/31/9999,01/01/2017
C1834,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,10/01/2022,12/31/9999,01/01/2017
C1839,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2020,12/31/9999,01/01/2016
C1840,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,10/01/2011,12/31/9999,01/01/2014
C1841,DF000N,D,DME,DF,Orthotic Devices,000,No RBCS Family,N,10/01/2013,12/31/2022,01/01/2014
C1842,DF000N,D,DME,DF,Orthotic Devices,000,No RBCS Family,N,01/01/2017,12/31/2022,01/01/2014
C1849,DA018N,D,DME,DA,Medical/Surgical Supplies,018,Skin Allograft,N,07/01/2020,12/31/2022,01/01/2017
C1849,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,07/01/2020,12/31/2022,01/01/2016
C1874,DE020N,D,DME,DE,Other DME,020,Cardiac Stent,N,04/01/2001,12/31/9999,01/01/2016
C1874,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1875,DE020N,D,DME,DE,Other DME,020,Cardiac Stent,N,04/01/2001,12/31/9999,01/01/2016
C1875,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1876,DE020N,D,DME,DE,Other DME,020,Cardiac Stent,N,04/01/2001,12/31/9999,01/01/2016
C1876,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1877,DE020N,D,DME,DE,Other DME,020,Cardiac Stent,N,04/01/2001,12/31/9999,01/01/2016
C1877,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1878,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1880,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1881,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1882,DE013N,D,DME,DE,Other DME,013,Cardioverter - Defibrillator,N,04/01/2001,12/31/9999,01/01/2016
C1882,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1883,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1884,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,01/01/2003,12/31/9999,01/01/2014
C1885,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1885,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,04/01/2001,12/31/9999,01/01/2016
C1886,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,01/01/2012,12/31/9999,01/01/2016
C1886,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,01/01/2012,12/31/9999,01/01/2014
C1887,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,04/01/2001,12/31/9999,01/01/2016
C1887,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1888,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,07/01/2002,12/31/9999,01/01/2016
C1888,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,07/01/2002,12/31/9999,01/01/2014
C1889,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,01/01/2017,12/31/9999,01/01/2014
C1890,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,01/01/2019,12/31/9999,01/01/2017
C1891,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1892,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1892,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,04/01/2001,12/31/9999,01/01/2016
C1893,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,04/01/2001,12/31/9999,01/01/2016
C1893,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1894,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,04/01/2001,12/31/9999,01/01/2016
C1894,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1895,DE013N,D,DME,DE,Other DME,013,Cardioverter - Defibrillator,N,04/01/2001,12/31/9999,01/01/2016
C1895,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1896,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1896,DE013N,D,DME,DE,Other DME,013,Cardioverter - Defibrillator,N,04/01/2001,12/31/9999,01/01/2016
C1897,DE015N,D,DME,DE,Other DME,015,Implantable Neurostimulator,N,04/01/2001,12/31/9999,01/01/2016
C1897,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1898,DE016N,D,DME,DE,Other DME,016,Pacemaker,N,04/01/2001,12/31/9999,01/01/2016
C1898,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1899,DE016N,D,DME,DE,Other DME,016,Pacemaker,N,04/01/2001,12/31/9999,01/01/2016
C1899,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C1900,DE016N,D,DME,DE,Other DME,016,Pacemaker,N,07/01/2002,12/31/9999,01/01/2016
C1900,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,07/01/2002,12/31/9999,01/01/2014
C1982,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2020,12/31/9999,01/01/2016
C2596,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2020,12/31/9999,01/01/2016
C2613,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,07/01/2015,12/31/9999,01/01/2014
C2614,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,01/01/2003,12/31/9999,01/01/2014
C2615,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C2616,RR009N,R,Treatment,RR,Radiation Oncology,009,Conventional Radiation Treatment,N,04/01/2001,12/31/9999,01/01/2014
C2617,DE020N,D,DME,DE,Other DME,020,Cardiac Stent,N,04/01/2001,12/31/9999,01/01/2016
C2617,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C2618,DA000N,D,DME,DA,Medical/Surgical Supplies,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C2619,DE016N,D,DME,DE,Other DME,016,Pacemaker,N,04/01/2001,12/31/9999,01/01/2016
C2619,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C2620,DE016N,D,DME,DE,Other DME,016,Pacemaker,N,04/01/2001,12/31/9999,01/01/2016
C2620,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C2621,DE016N,D,DME,DE,Other DME,016,Pacemaker,N,04/01/2001,12/31/9999,01/01/2016
C2621,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C2622,DF000N,D,DME,DF,Orthotic Devices,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C2623,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,04/01/2015,12/31/9999,01/01/2016
C2623,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2015,12/31/9999,01/01/2014
C2624,DE014N,D,DME,DE,Other DME,014,Cardiac Catheter,N,01/01/2015,12/31/9999,01/01/2016
C2624,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,01/01/2015,12/31/9999,01/01/2014
C2625,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C2626,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C2627,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C2628,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C2629,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C2630,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C2631,DE000N,D,DME,DE,Other DME,000,No RBCS Family,N,04/01/2001,12/31/9999,01/01/2014
C2634,RR009N,R,Treatment,RR,Radiation Oncology,009,Conventional Radiation Treatment,N,01/01/2005,12/31/9999,01/01/2014
C2635,RR009N,R,Treatment,RR,Radiation Oncology,009,Conventional Radiation Treatment,N,01/01/2005,12/31/9999,01/01/2014
C2636,RR009N,R,Treatment,RR,Radiation Oncology,009,Conventional Radiation Treatment,N,01/01/2005,12/31/9999,01/01/2014
C2638,RR009N,R,Treatment,RR,Radiation Oncology,009,Conventional Radiation Treatment,N,07/01/2007,12/31/9999,01/01/2014
C2639,RR009N,R,Treatment,RR,Radiation Oncology,009,Conventional Radiation Treatment,N,07/01/2007,12/31/9999,01/01/2014
C2640,RR009N,R,Treatment,RR,Radiation Oncology,009,Conventional Radiation Treatment,N,07/01/2007,12/31/9999,01/01/2014
