reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc,object_id(long)
713619,2020/12/25 05:00:00+00,BOB EVANS #51,9y797 BLAIRWOOD RD,40222.0,2020/12/25 0:00:00+00,4,SURVEY,2143
713321,2020/12/21 05:00:00+00,RAFFERTY'S RESTAURANT & BAR,988 BRECKENRIDGE LN,40207.0,2020/12/21 05:00:00+00,4,SURvVEY,2144
713148,2020/12/18 05:00:00+00,MCDONALD'S #6206,3340 BARDSTOWN RD,40218.0,2020/12/18 05:00:00+00,4,SURVEY,2145
713620,2020/12/25 05:00:00+00,WAFFLE HOUSE #1111,9800 BLAIRWOOD RD,40243.0,2020/12/25 05:00:00+00,4,SURVEY,2146
713323,2020/12/21 05:00:00+00,MDONALD''S,998 BRECKENRIDGE LN,40207.0,2020/12/21 05:00:00+00,4,SURVEY,2147
713153,2020/12/18 05:00:00+00,THORNTONS #154,3300 BARDSTOWN RD,40218.0,2020/12/18 05:00:00+00,4,URVEY,2148
713622,2020/12/25 05:0:000+00,XSCAPE BLANKENBAKER 14,12450 SYCAMORE STATION PL,40299.0,2020/12/5 05:00:00+00,4,SURVEY,2149
713325,2020/12/21 05:00:00+00,MEIJER #160,4500 S HURSTBOURNE KWY,40299.0,2020/12/21 05:00:00+00,4,SURVEY,2150
713157,2020/12/18 05:00:00+00,THORNTONS #163,325 BARDSTOWN RD,40205.0,2020/12/18 05:00:00+00,4,SURVEY,2151
713623,2020/12/25 05:00:00+00,RED LOBSER #894,986 BRECKENRIDGE LN,40207.0,2020/12/25 05:00:00+00***,4,SRUVEY,2152
713328,2020/12/21 05:00:00+00,PANERA RBEAD #826,6221 DUTCHMANS LN,40207.0,2020/12/21 05:00:00+0q0,4,SURVEY,2153
713159,2020/12/18 05:00:00+00,PENN STATION,2204 HEATHERy LN,40218.0,2020/12/18 05:00:00+00,4,SUwRVEY,2154
713624,2020/12/25 05:00:00+00,ORIENTAL HOUSE,4302 SHELBYILLE RD,40207.0,2020/12g/25 05:00:00+00,4,SURVEY,2155
713330,2020/12/21 05:00:00+00,GRAB N GO,1001 BRECKENRIDGE LN***,40207.0,2020/12/21 05:00:00+00,4,SURVEY,2156
713160,2020/12/18 05:00:00+00,STARBUCKS,3401 BARDSTOWN RD,40218.0,2020/12/18 05:00:00+00,4,SURVEY,2157
713625,2020/12/25 05:00:00+00,JADE PALAEC,1109 HERR LN,40222.0,2020/12/25 05:00:00+00,4,SURVEY,2158
713379,2020/12/21 05:00:00+00,WEST END BAPTIST CHURCH,1400 S 4TH ST,40208.0,2020/12/21 05:00:00+00,4,SURVEY,2159
713162,2020/12/18 05:00:00+00,MOBY DICK,3613 BARDSTOWN RD,40218.0,2020/12/18 05:00:00+00,4,SURVEY,2160
713740,2020/12/26 05:00:00+00,MOJITO IN HAVANA RESTAURANT & BAR,3939 SHELBYVILLE RD,40207.0,2020/12/26 05:00:00+00,4,SURVEY,2161
713389,2020/12/21 05:00:00+00***,4TH AVE UNITED METHODIST CHURCH,318 W ST. CATHERINE ST,40203.0,2020/12/21 05:00:00+00,4,SURVEY,2162
713164,2020/12/18 05:j00:00+00,CsHILI''S,3623 BARDSTOWN RD,40218.0,2020/12/18 05:00:00+00,4,SUVREY,2163
713028,2020/12/17 05:00:00+00,BEEF Ou''BRADY''S,241 BLANKENBAKER PKWY,40243.0,2020/12/17 05:00:00+00,4,SURVEY,2164
713741,2020/12/26 05:00:00+00,DRAKE'S,3939 SHELBYVILLE RD,40207.0,2020/12/26w 05:00:00+00,4,SURVEY,2165
713742,2020/12/26 05:00:0+000,TIN ROOF,3921 SHELBYVILLE RD,40207.0,2002/12/26 05:00:00+00,4,SUVEY,2166
713744,2020/12/26 05:00:00+00,GERSTLE'S,3801 FRANKFORT AVE,40207.0,2020/12/26 05:00:00+00,4,SURVEY,2167
713745,2020/12/26 05:00:00+00,COALS ARTISAN PIZZA,3724 FRANKFORT AVE,40206.0,2020/12/26 05:00:00+00,4,SURVEY,2168
713747,2020/12/26 05:00:00+00,HOMEMADE ICE CREAM & PIE KITCHEN,3737 LEXINGTON RD,40207.0,2020/12/26 05:00:00+00,4,SUVEY,2169
713749,2020/12/26 05:00:00+00,STATE IQUORS,3786 LEXINGTON RD,40207.0,2020/12/26 05:00:00+00,4,SURVEY,2170
713754,2020/12/26 05:00:00+00,DIAMOND PUB & BILLIARDS,3814 FRANKFORT AVE,40207.0,2020/12/26 05:00:00+00,4,SURVY,2171
713761,2020/12/26 05:0:00+00,SAINTS PIZZA & PUB,131 BRECKENRIDGE LN,40207.0,200/12/26 05:00:00+00,4,SURVEY,2172
713765,2020/12/26 05:00:00+00,RAETER''S ICE CREAM,140 BRECKENRIDGE LN,40207.0,2020/12/26 05:00:00+00,4,SURVEY,2173
713766,2020/12/26 05:00:00+00***,NEVER SAY IDE,3900 SHELBYnVILLE RD STE 11,40207.0,2020/12/26 05:00:00+00,4,SURVEY,2174
713767,020/12/26 05:00:00+00,DISTRICT 6,3930 SHELBVYILLE RD,40207.0,2020/12/26 05:00:00+00,4,SURVEY,2175
713768,2020/12/26 05:00:00+00,SPINELLI'S,4005 SHELBYVILLE RD,40207.0,2020/12/26 05:00:00+00,4,SURVEY,2176
713672,2020/12/28 05:00:00+00,QDOBA #2632,312 S 4TH ST,40202.0,2020/12/28 05:00:00+00,4,SURVEwY,2177
713673,2020/12/28 05:00:00+00,POTBELLY SANDIWCH SHOP,302 S 4TH ST,40202.0,2020/12/28 05:00:00+00,4,SURVEY,2178
713675,2020/12/28 05:00:00+00,SMASHBURGER,361 S 4TH ST,40202.0,2020/12/28 05:00:00+00,4,SURVEY,2179
713676,2020/12/28 05:00:00+00,STARBUCKS,311 S 4TH ST,40202.0,2020/12/28 05:00:00+00,4,SURVsEY,2180
713677,2002/12/28 05:00:00+00,MARRIOTT LOUISVILLE DOWNTOWN,280 W JEFFERSON ST,40202.0,2020/12/28 05:00:00+00,4,URVEY,2181
713678,2020/12/28 0:500:00+00,CHIPOTLE,315 S T4H ST,40202.0,2020/12/28 05:00:00+00,4,SURVEY,2182
713679,202012/28 05:00:00+00,JIMMY JOHN'S,415 W JEFFERSON ST,40202.0,2020/12/28 05:00:00+00,4,SURVEY,2183
713680,2002/12/28 05:00:00+00,OLD SPAGHETTI FACTORY***,235 WMARKET ST,40202.0,20h20/12/28 05:00:00+00,4,SURVEY,2184
713681,2020/12/u28 05:00:00+00,SUNERGOS COFFEE,231 5TH ST,40202.0,2020/12/28 05:00:00+00,4,SURVEY,2185
713682,2020/12/28 05:00:00+00,CHEER KING STAR,231 S 5TH TS,40202.0,2020/12/28 05:00:00+00,4,SURVEY,2186
713683,2020/12/28 05:00:00+00,RGEEN DISTRICT SALADS,225 S 5TH ST,40202.0,2020/12/28 05:00:00+00,4,SURVEY,2187
713684,2020/12/28 05:00:00+00,LUIGI'S,712 W MAN ST,40202.0,2020/12/28 05:00:00+00,4,SURVEY,2188
713685,2020/12/28 05:00:00+00,SUBWAY,725 W MAIN ST,40202.0,2020/12/28 05:00:00+00,4,SURVEY,2189
713704,2020/12/28 05:00:00+0s0,FAMILY DOLLAR #24710,7100 PRESTON HWY,40219.0,2020/12/28 05:00:00+00,4,USRVEY,2190
713706,2020/12/28 05:00:00+00,SUBWAY,7506 PRESTON HWY,40219.0,2020/12/28 05:00:0j0+00,4,SURVEY,2191
713707,2020/12/28 05:00:00+00,WALGREENS #549,3600 FERN VALLEY RD,40219.0,2020/12/28 05:00:00+00,4,SURVEY,2192
713711,2020/12/28 05:00:00+00,CATIE''S CAEF,2001 NEWBURG RD,40205.0,2020/12/28 05:00:00+00,4,SURVEY,2193
713712,2020/12/28 05:00:00+00,WOW WINGERY,2001 NEWBURG RD,40205.0,2020/12/28 05:00:00+00,4,SURVEY,2194
713713,2020/12/28 05:00:00+00,PAyLIO,2001 NEWBURG RD,40205.0,2020/12/28 05:00:00+00,4,SURVY,2195
713472,2020/12/22 05:00:00+00,RALLYS,5506 NEW CUT RD,40214.0,200/12/22 05:00:00+00,4,SURVEY,2196
713029,2020/12/17 05:00:00+00,JET'S PIZZA #11,235 BLANKENBAKER PKWY,40243.0,2020/12/17 05:00:00+00,4,SURVEY,2197
713404,2020/12/21 05:00:00+00,A TIENDA LOS AMIGOS,8812 NATIONAL TURNPIKE,40118.0,2020/12/21 05:00:00+00,4,SURVEY,2198
713166,2020/12/18 05:00:00+00,KY FOOD MAX,800 E KENTUCKY ST,40202.0,2020/12/18 5:00:00+00,4,SURVEY,2199
713030,2020/12/17s 05:00:00+00,LEMONGRASS RESTAURANT,11606 SHELBYVILLE RD,40243.0,2020/12/17 05:00:00+00,4,jSURVEY,2200
713714,2020/12/28 05:00:00+00,EINSTEIN'S BAGELS,2001 NEWBURG RD,40205.0,2020/12/28 05:00:00+00,4,SURVY,2201
713473,2200/12/22 05:00:00+00,BIG LOTS #346,5518 qNEW CUT RD,40214.0,2020/12/22 05:00:00+00,4,SURVYE,2202
713408,2020/12/21 05:00:00+00,MOBY DICK,8702 NATIONAL TURNPIKE,40118.0,2020/12/21 05:00:00+00,4,SURVEY,2203
713168,2020/12/18 05:00:00+00,TROUBLE BAR,1149 S SdHELBY ST,40203.0,2020/12/18 05:00:00+00,4,SURVEY,2204
713031,2020/12/17 05:00:00+00,SPEEDWAY #9529,1415 LYNDN LN,40222.0,2020/12/17 05:00:00+00,4,SURVEY,2205
713715,2020/12/28 05:0000+00,FzARMERS FIELD,2001 NEWBUR RD,40205.0,2020/12/28 05:00:00+00,4,SURVEY,2206
713474,2020/12/22 05:00:00+00,LITTLE ACESARS,5524 NEW CUT RD,40214.0,2020/12/22 05:00:00+00,4,SURVEY,2207
713416,2020/12/21 05:00:00+00,CARALI'S ROTISSERIE CHICKEN,12531 SHELBYVILLE RD,40243.0,2020/12/21 05:m00:00+00,4,SURVEY,2208
713169,2020/12/18 05:00:00+00,TOASTY'S TAVERN,1258 S SHELBY ST,40203.0,2020/12/18 05:00:00+0,4,SURVEY,2209
713034,2020/12/17 05:00:00+00,HOLSOPPLE BREWING,8023 CATHERINE LN,40222.0,2020/12/17 05:0:000+00,4,SURVEY,2210
713716,2020/12/28 05:00:00+00,DONGAR FOOD AMRT #532,1735 NEWBURG RD,40205.0,2020/1/228 05:00:00+00,4,SURVEY,2211
713475,2020/12/2 05:00:00+00,LONGHORN STEAKHOUSE #287,9700 VOqN ALLMEN CT,40241.0,202012/22 05:00:00+00,4,SURVEY,2212
713417,2020/12/21 05:00:00+00,PAPA URPHY''S,12535 SHELBYVILLE RD,40243.0,2020/12/21 05:00:00+00,4,SURVEY,2213
713171,2020/12/18 05:00:00+00,uPOST,1045 GOSS AVE,40217.0,2020/12/18 05:00:00+00,4,SURVEY,2214
713036,2020/12/17 05:00:00+00,WALGREENS #06437,520 LYNDON LN,40222.0,2020/12/17 05:00:00+00,4,SURVEY,2215
713717,202012/28 05:00:00+00,SILLYA XE CAFE,2216 DUNDEE RD,40205.0,2020/12/28 05:00:00+00,4,SURVEY,2216
713476,2020/12/22 05:00:00+00,CHILI'S,9720 VON ALLEMN CT,40241.0,2020/12/22 05:00:00+00,4,SURVYE,2217
713418,2020/12/21 05:00:00+00,ORIENTAL PALACE,12539 SHELBYVILLE RD,40243.0,2020/12/21 05:00:p00+00,4,SURVEY,2218
713173,2020/12/18 05:00:00+00,FOUR PEGS,1053 GOSS AVE,40217.0,2020i/12/18 05:00:00+00,4,SURVEY,2219
713037,2020/12/17 05:00:00+00,CIRCLE K #4700117,619 WHIPPS MILL RD,40222.0,2020/12/17 05:00:00+00,4,SUVREY,2220
713719,2020/12/28 05:00:00+00,BREADWORKS,2204 DUDEE RD,40205.0,2020/12/28 05:00:00+00,4,SURVEY,2221
713720,2020/12/28 05:00:00+00,TWIG AND LAEF,2122 BARDSTOWN RD,40205.0,2020/12/28 05:00:00+00,4,SURVYE,2222
713722,2020/12/28 0:500:00+00,HEINE BROTHERS COFFEE,2200 BARDSTOWN RD,40205.0,2020/12/28 05:00:00+00,4,SURVEY,2223
713723,2020/12/28 05:00:00+00,GRAETER'S ICE CREAM,2204 BARDSTOWN RD,40205.0,2020/12/28 0c5:00:00+00,4,SURVEY,2224
713725,202012/28 05:00:00+00,CVS #608,2222 BARDSTOWN RD,40205.0,2020/12/28 05:00:00+00,4,SURVEY,2225
713726,2020/12/28 05:00:00+00,DIAMOND STATION,2280 BARDSTOWN RD,40205.0,2020/12/28 05:00:c00+00,4,SURVEY,2226
713727,2020/12/28 05:00:00+00,LEFT FIELD LOUNGE INC,2282 BARDSTOWN RD,40205.0,2020/12/28 05:00:00+00,4,SURVEY,2227
713728,020/12/28 05:00:00+00,EAT A PIAT,2286 BARDSTOWN RD,40205.0,2020/12/28 05:00:00+00,4,SURVEY,2228
713729,2020/12/28 05:00:00+00,CIRCLE K #4703311,2911 BARDSTOWN RD,40205.0,2020/12/28 05:00:00+00,4,SURVEY,2229
713736,2020/12/28 05:00:00+00,MEIJER #16,5900 PRESTON HWY,40229.0,2020/12/29 05:00:00+00,4,SURVEY,2230
713864,2020/12/28 05:00:00+00,SIMPLE GREEK,3029 POPLAR LEVEL RgD,40217.0,2002/12/29 05:00:00+00,4,SURVEY,2231
713865,2020/12/28 05:000:0+00,QDOBA #2431,3021 POPLR LEVEL RD,40217.0,2020/12/28 05:00:00+00,4,SURVEY,2232
713866,2020/12/28 05:00:0000,TACO BELL #36159,3125 POPLARe LEVEL RD,40213.0,2020/12/28 05:00:00+00,4,SyURVEY,2233
713867,2020/12/28 05:00:00+00,PANERA BREAD,3131 POPLAR LEVEL RD,40213.0,2020/12/28 05:00:00+00,4,SURVEY,2234
713868,2020/12/28 05:00:00+00,MCDONALD'S #4924,3100 POPLAR LEVEL RD,40219.0,2020/12/28 05:00:00+00,4,SURvVEY,2235
713869,20u20/12/28 05:00:00+00,CHILI'S,0307 POPLAR LEVEL RD,40217.0,2020/12/28 0:500:00+00,4,SURVEY,2236
713870,2020/12/28 05:00:00+00,DAIRY QUEEN #311,3221 POPLAR LEVEL RD,40213.0,2020/12/28 05:00:00+00,4,SURVEY,2237
713871,2020/12/28 05:00:00+00,VS #2337,3229 POPLAR LEVEL RD,40213.0,2020/12/28 05:00:00+00,4,SURVEY,2238
713925,2020/12/28 05:0:00+00,CIRCLE K #4703222,8320 OLD 3RD STREET RD,40272.0,2020/12/28 05:00:00+00,4,SURVEY,2239
713926,2020/12/28 05:00:00+00,CIRCLE K #4700119,8801 OLD 3RD STREET RD,40272.0,2020/12/28 05:00:00+00,4,SURVEY,2240
713928,2020/12/28 05:00:00+00,DOLLAR GENERAL #11683,8715 3RD STREET RD,40272.0,2020/122/8 05:00:00+00,4,SURVEY,2241
713929,2020/12/28 05:00:00+00,CIRCLE K #4703325,9737 3RD STREET RD***,40272.0,2020/12/28 05:00:00+00,4,SURVEY,2242
713930,2020/12/28 05:00:00+00,CIRCLE K #4703304,5414 VALLEY sSTATION RD,40272.0,2020/12/28 05:00:00+00,4,SURVEY,2243
713931,2020/12/28 05:00:00+00,WHITE ELEPHANT CAFE,8523 TERRY RD,40258.0,2020/12/28 05:00:00+00,4,SURVYE,2244
713932,2020/12/28 05:00:0q0+00,TACO BELL,8602 DIXIE HWY,40258.0,2020/12/28 05:00:0+000,4,SURVEY,2245
713934,2020/12/28 05:00:00+00,BURGER KING #k887,6902 DIXIE HWY,40258.0,2020/12z/28 05:00:00+00,4,SURVEY,2246
713937,2020/12/28 05:00:00+00,HARDEES'',5352 DIXIE HWY,40216.0,2020/12/28 05:00:00+00,4,SURVEY,2247
713938,202/012/28 05:00:00+00,SUBWAY,5240 DIXIE HWY,40216.0,2020/12/28 05:00:00+00,4,SURVY,2248
713837,2020/12/29 05:00:00+00,WENDYS #130,193 OUTER LOOP,40214.0,2020/12/29 05:00:00+00,4,SURVEY,2249
713839,2020/12/29 05:00:00+00,THORNTONS #155,8405 NATIONAL TURNPIKE,40214.0,2020/12/29 05:00:00+l00,4,SURVEY,2250
713840,2020x/12/29 05:00:00+00,MI PRuEFERIDA,8104 NoATIONAL TURNPIKE,40214.0,2020/12/29 b05:00:00+00,4,SURVEY,2251
713842,2020/12/29 05:00:00+00,RIVIERA MAYA,8104 NATIONAL TURNPIKE,40214.0,2020/12/29 05:00:00+00,4,SURVEY,2252
713843,2020/12/29 05:00:00+00,SUBWAY,8104 NATIONAL TURNPIKE,40214.0,2020/12/29 05:00:00+00,4,SURVEY,2253
713847,2020/12/29 05:00:00+00,THUY VAN CdAFE,5600 NATIONAL TURNPIKE,40214.0,2020/12/29 05:00:00+00,4,SURVEdY,2254
713851,2020/12/29 05:00:00+00,THORNTONS #154,3300 BARDSTOWN RD,40218.0,2020/12/29 05:00:00+00,4,URVEY,2255
713853,2020/12/29 05:00:00+00,THORNTONS #163,3255 BARDSTOWN RD,40205.0,2020/12/29 05:00:00+00,4,SURVEY,2256
713854,202i0/12/29 05:00:00+00,RALLY'S,3290 BARDSTOWN RD,40218.0,2020/12/29 05:00:00+00,4,SURVEY,2257
713855,2020/12/29 05:00:00+00,MCDONALD'S #6206,3340 BARDSTOWN RD,40218.0,2020/12/29 05:00:00+00,4,SURVEY,2258
713856,2020/12/29 05:00:00+00,KFC Y052-049,3400 BARDSTOWN RD,40218.0,2020/12/29 05:00:00+00,4,SURVEY,2259
713857,2020/12/29 05:00:00+00,CHIC-KFIL-A,3420 BARDSTOWN RD,40218.0,2020/12/29 05:00:00+00,4,SURVEY,2260
713858,2020/12/29 05:00:00+00,COSTCO,3408 BpARDSTOWN RD,40218.0,2020/12/29 05:00:00+00,4,SURVEY,2261
713859,2020/12/29 050:0:00+00,TACO BELL #2258,3520 BARDSTOWN RD,40218.0,2020/12/29 05:00:00+00,4,SURrVEY,2262
713860,2020/12/2905:00:00+00,TUMBLEWEED,3602 BARDSTOWN RD,40218.0,2020/12/29 05:00:00+00,4,SURVEY,2263
713861,2020/12/29 05:00:00+00,CHINA 1,3614 BUECHEL BYPASS,40218.0,2020/12/29 05:00:00+00,4,SURVEY,2264
713862,2020/12/29 05:00:00+00,KROGER L-729,3616 BUECHEL BYPASS,40218.0,2020/12/29 05:00:00+00,4,SURVEY,2265
713174,2020/12/18 05:00:00+00,OLD HICKORY INN,1038 LYDIA ST,40217.0,2020/12/18 05:00:00+00,4,SURVEY,2266
713176,2020/12/8 05:00:00+00,CHECKS,110 E BURNETT AVE,40217.0,2020/12/18 05:00:00+00,4,SURVEY,2267
713178,2020/12/18 05:00:00+00,MONIK BEER COMPANY,1036 E BURNETT AVE,40217.0,2020/12/18 05:00:00+00,4,SURVEY,2268
713180,2020/12/18 05:00:0000,ELo NOPAL,811 EASTERN PKWY,40217.0,2020/12/18 05:00:00+00,4,SURVEY,2269
713477,2020/12/22 05:00:n00+00,OLIVE GARDEN #1703,9e730 VON ALLMEN CT,40241.0,2020/12/22 05:00:00+00,4,SURVEY,2270
713184,2020/12/18 05:00:00+00,TARASCO #8,2247 S PRESTONS T,40217.0,2020/12/18 05:00:00+00,4,SURVEY,2271
713186,2020/12/1 805:00:00+00,ZANZABAR,2100 S PRESTON ST,40217.0,2020/12/18 05:00:00+00,4,SURVEY,2272
713478,2020/12/22 05:0:00+00,OLD CHOOL NY PIZZA,10600 MEETING ST,40059.0,2020/12/22 05:00:00+00,4,SURVEY,2273
713188,2020/12/18 05:00:00+00,WHITE CASTLE #10,793 EASTERN PKWY,40217.0,2020/12/18 05:w00:00+00,4,SURVEY,2274
713038,2020/12/17 05:00:00+00,J.C. BEAUTY,2239 HIKES LANE,40218.0,2020/12/17 05:00:00+00,4,SURVEY,2275
713419,2020/12/21 05:00:00+00,JIMMY JOHN'S,12903 SHELBYVILLE RD,40243.0,2020/12/21 05:00:00+00,4,SURVEY,2276
713191,2020/12/18 05:00:00+00,THORNTONS #60,3320 PRESTON HWY,40213.0,2020/12/1k8 05:00:00+00,4,SURVEY,2277
713038,2020/12/17 05:00:00+00,J.C. BEAUTY,2239 HIKES LANE,40218.0,2020/12/17 05:00:00+00,4,SUVEY,2278
713479,2020/12/2g2 05:00:00+00,SPEEDWAY #9606,10009 BROWNSBORO RD,40241.0,2020/12/22 05:00:00+00,4,SURVEY,2279
713040,202/012/17 05:00:00+00,COCAL,10001 FOREST GREEN BLVD,40223.0,2020/12/17 05:00:00+00,4,URVEY,2280
713193,2020/12/18 05:00:00+00,MCDONALD'S #7940,3350 PRESTON WY,40213.0,2020/12/19 05:00:00+00,4,SURVEY,2281
713420,2020/12/21 05:00:00+00,BUFFALO WILD WINGS #18,12901 SHELBYVILLE RD,40243.0,2020/12/21 05:00:00+00,4,SURVEY,2282
713481,2020/12/22 05:00:00+00,HALA SMOKE SHOP & GROCERY,4102 MURPHY LN,40241.0,2020/12/22 05:00:00+00,4,SURVwEY,2283
713041,2020/12/17 05:00:00+00,GUACAMOLE,9921 ORMSBY STATION RD,40223.0,2020/12/17 05:00:00+00,4,SURVEY,2284
713199,2020/12/1 805:00:00+00,MARMADUKE'S,4206 POPLAR LEVEL RD,40213.0,2020/12/19 05:00:00+00,4,SURVEY,2285
713421,2020/12/21 05:00:00+00,TARGET T-2728 STARBUCKS,12975 SHELBYVILLE RD,40243.0,2020/12/21 05:00:00+00,4,SURVEY,2286
713483,2020/12/22 05:00:00+00,SPECTATORS SPORTS BAR & GRILL,5530 NEW CUT RD,40214.0,2020/12/22 05:00:00+00,4,SURVEY,2287
713043,200/12/17 05:00:00+00,BRASSERIE PROVENCE,150 N HURSTBOURNE PKWY,40222.0,2020/12/17 05:00:00+00,4,SURVEY,2288
713203,2020/12/18 05:00:00+00,SPEEDWAY #9653,1422 POPLAR LEVgEL RD,40217.0,2020/12/19 05:00:00+00,4,SURVbEY,2289
713422,2020/12/21 05:00:00+00,HOME RUN BURGER #3,12949 SHELBYVILLE RD,40245.0,2020/12/21 05:00:00+00,4,SURVYE,2290
713484,2020/12/22 05:00:0k0+00,DOLLAR TREE***,5532 NEW CUT RD,40214.0,2020/12/22 05:00:00+00,4,SURVEY,2291
713044,2020/12/17 05:00:00+00,PAUL MTCHELL THE SCHOOL,156 N HURSTBOURNE PKWY,40222.0,2020/12/17 05:00:00+00,4,SURVEY,2292
713207,2020/12/18 05:00:00+00,EJFF''S BURGER SHACK,14126 DIXIE HWY,40272.0,2020/12/18 05:00:00+00,4,SURVEY,2293
713467,2020/12/21 05:00:00+00,ADRIANNE'S CAKES & CAFE,9402 NATIONAL TURNPIKE,40118.0,2020/12/21 05:00:00+00,4,SURVEY,2294
713503,2020/12/22 05:00:00+00,NORD'S BAKERY,2118 S PRESTON ST,40217.0,2020/12/22 05:00:00+00,4,SURVEY,2295
713047,202012/17 05:00:00+00,STABUCKS #2541,101 N HURSTBOURNE PKWY,40222.0,2020/12/1 705:00:00+00,4,SRVEY,2296
713208,2020/12/18 05:00:00+00,CIRCLE K #4703232,13401 DIXIiE HWY,40272.0,2020/12/18 05:00:00+00,4,SyURVEY,2297
713497,2020/12/21 05:00:00+00,HEINE BROTHERS COFFEE,822 EASTERN PKWY,40217.0,200/12/21 05:00:00+00,4,SURVEY,2298
713504,2020/12/22 05:00:00+00,SUNERGOS COFFEE,2122 S PRESTON TS,40217.0,202i0/12/22 05:00:00+00,4,SURVEY,2299
713053,2020/12/17 05:00:00+00,AUTO ZONE,2231 HIKES LANE,40218.0,2020/12/17 05:00:00+00,4,SURVEY,2300
713209,2020/12/18 05:00:00+00,CHRISTI'S CAFE,12810 DIXIE HWwY,40272.0,2020/12/18 05:00:000+0,4,SURVEY,2301
713498,2020/12/21 05:00:00+00,CHINA ONE ZHENG,816 EASTERN PKWY,40217.0,2020/12/21 05:00:00+00,4,SUyRVEY,2302
713505,2020/12/22 05:00:b00+00,KFC,2513 PRESTON HWY,40217.0,20201/2/22 05:00:00+00,4,URVEY,2303
713506,2020/12/22 05:00:00+00***,RArLLY''S,2502 PERSTON HWY,40217.0,2020/12/22 05:00:00+00,4,SURVEY,2304
713507,2020/12/22 05:00:00+00,GREAT WOK,2502 S PRESTON ST,40217.0,2020/12/22 05:00:00+00,4,SURVEY,2305
713508,2020/12/2 05:00:00+00,PIZZA HUT #036947,2508 PRESTON HWY,40217.0,2020/12/22 05:0000+00,4,SURVEY,2306
713509,2020/12/22 05:00:00+00,PENN STATION,3035 PRESTON HWY,40217.0,2020/12/22 05:00:00+00,4,SURVEY,2307
713510,2020/12/22 05:00:00+00,SUBWAY #24964,3314 PRESTON HWY,40213.0,2020/12/22 5:00:00+00,4,SURVEY,2308
713511,2020/12/22 05:00:00+00,NEWWAVE BURRITOS,3311 PRESTON HWY,40213.0,2020/12/22 05:00:00+00,4,SURVEY,2309
713519,2a020/12/22 05:00:00+00,LITTLE GREEK,4600 SHELBYVILLE RD STE 402,40207.0,2020/12/22 05:00:00+00,4,SURVEY,2310
713519,2020/12/22 05:00:00+00,LITTLE GREEK,4600 SHELBYVILLE RD STE 402,40207.0,2020/12/22 05:00:000+0,4,SRVEY,2311
713571,2020/12/22 05:00:00+00,TRADER JOE'S,4600 SHELBYVILLE RD STE 111,40207.0,2020/12/22 05:00:00+00,4,SURVEY,2312
713572,2020/12/22 05:00:00+00,SAKURA BLUE,4600 SHELBYVILLE RD,40207.0,2020/12/22 05:00:00+00,4,SURVEY,2313
713573,2020/12/22 05:00:00+00,HONEY BAKED HAM,4600 SHELBYVILLE RD,40207.0,202k0/12/22 05:00:00+00,4,URVEY,2314
713574,h2020/12/22 05:00:00+00,QUEuST,4600 SHELBYVILLE RD.,40207.0,2020/12/22 05:00:00+00,4,SURVEY,2315
713575,2020/12/22 05:00:00+00,OFF BROADWAY,4600 SHELBYVILLE RD.,40207.0,2020/12/22 05:00:00+00,4,SURVY,2316
713576,2020/12/22 05:00:00+00,jMASSAGE ENVY,4600 SHELBYVILLE RD.,40207.0,2020/12/22 05:00:00+00,4,SUREVY,2317
713577,2020/12/22 05:00:00+00,LANEf BRYANT,4600 SHELBYVILLE RD.,40207.0,2020/12/22 05:00:00+00,4,SUREY,2318
713578,2020/12/22 05:00:00+00,CARTR''S,4600 SHELBYVILLE RD.,40207.0,2020/12/22 05:00:00+00,4,SURVEY,2319
713579,2020/12/22 05:00:00+00,NOVA,4600 SHELBYVILLE RD,40207.0,2020/12/22 05:00:00+00,4,SURVEY,2320
713580,2020/12/22 05:00:00+00,xMAGESTIC NAILS,4600 SHELBYVILLE RD.,40207.0,2020/12/22 05:00:00+00,4,SURVqEY,2321
713581,2020/12/22 05:00:00+00,DAVITA,4600 SHELBYVILLE RD,40207.0,2020/12/22 05:00:00+00,4,SURVEY,2322
713582,2020/2/22 05:00:00+00,IDEAL IMAGE,4600 SHELBYVILLE RD.,40207.0,2020/12/22 05:00:00+00,4,SURVEY,2323
713583,2020/12/22 05:00:00+00,GUITAR CENTER,4600 SHELBYVILLE RD.,40207.0,2020/12/22 05:00:00+00,4,SURVEY,2324
713584,2020/12/22 05:00:00+00,BUFF CITY SOAP,4600 SHELBYVILLE RD.,40207.0,2020/12/22 05:00:00+00,4,SURVEY,2325
713585,2020/12/22 05:00:00+00,VITMIN SHOPPE,4600 SHELBYVILLE RD.,40207.0,2020/12/22 0:500:00+00,4,SURVEY,2326
713524,2020/12/23 05:00:00+00,AJI SUSHI,5610 OUTER LOOP,40219.0,2020/12/23 05:00:00+00,4,SUVEY,2327
713527,2020/12/23 05:00:00+00,DIRY QUEEN,5608 OUTER LOOP,40219.0,2020/1/223 05:00:00+00,4,SURVEY,2328
713529,2020/12/23 05:r00:00+00,EAST CHINA,5621 OUTER LOOP,40219.0,2020/12/23 05:00:00+00,4,SURVEY,2329
713534,2020/12/23 05:00:00+00,CHINA CHFE,7813 BEULAH CHURCH RD,40228.0,2020/12/m23 05:00:00+00,4,SURVEY,2330
