Citing Patent,Filing date,Publication date,Applicant,Title
US8018443,5 Apr 2009,13 Sep 2011,Silverbrook Research Pty Ltd,System for interaction with computer system using printed surface
US8018605,2 Aug 2010,13 Sep 2011,Silverbrook Research Pty Ltd,Document copier printing a copy of an input sheet by retrieving an electronic document containing content of the input sheet
US8019160,12 Jan 2011,13 Sep 2011,Silverbrook Research Pty Ltd,Method of modifying classification scheme for hand-written characters
US8019184,25 May 2010,13 Sep 2011,Silverbrook Research Pty Ltd,Pen system for recording handwritten information
US8022943,8 May 2008,20 Sep 2011,Silverbrook Research Pty Ltd,Controller arrangement for an optical sensing pen
US8023138,31 May 2009,20 Sep 2011,Silverbrook Research Pty Ltd,Method of generating interactive substrate from interaction with another interactive substrate
US8023140,30 Mar 2010,20 Sep 2011,Silverbrook Research Pty Ltd,Handheld display device for magnifying printed information
US8023141,17 Jun 2010,20 Sep 2011,Silverbrook Research Pty Ltd,Facsimile delivery through interaction with printed document
US8024057,6 May 2009,20 Sep 2011,Silverbrook Research Pty Ltd,Audio recording and playback system
US8024058,,20 Sep 2011,Silverbrook Research Pty Ltd,Handheld electronic pen with recording and playback modes
US8028170,,27 Sep 2011,Silverbrook Research Pty Ltd,Method of authenticating print media using a mobile telephone
US8028220,4 May 2008,27 Sep 2011,Silverbrook Research Pty Ltd,Method of determining coordinate values of a position on a printed document with respect to a plurality of patterns printed on the document
US8028898,20 Jul 2009,4 Oct 2011,Silverbrook Research Pty Ltd,Double conversion cheque-clearing process and system
US8028921,13 Aug 2008,4 Oct 2011,Silverbrook Research Pty Ltd,Optical imaging pen with a radio antenna and orthogonal accelerometers
US8028925,5 Feb 2008,4 Oct 2011,Silverbrook Researcyh Pty Ltd,Coding pattern with optimal number of target elements in each tag
US8029611,14 May 2009,4 Oct 2011,Silverbrook Research Pty Ltd,Inkjet dyes exhibiting reduced kogation
US8031177,22 Dec 2008,4 Oct 2011,Silverbrook Research Pty Ltd,Electronic pen with retractable nib
US8031185,13 Apr 2008,4 Oct 2011,Silverbrook Research Pty Ltd,System for printing coded data providing interaction with computer software
US8031187,17 Sep 2008,4 Oct 2011,Silverbrook Research Pty Ltd,Method for managing information
US8031357,,4 Oct 2011,Silverbrook Research Pty Ltd,Handheld display device for interacting with printed substrate
US8031982,7 Feb 2011,4 Oct 2011,Silverbrook Research Pty Ltd,Pen-shaped sensing device for sensing surface regions
US8032464 *,31 Aug 2005,4 Oct 2011,Canon Kabushiki Kaisha,"Server printing apparatus and its control method, and computer program"
US8035847,30 Mar 2010,11 Oct 2011,Silverbrook Research Pty Ltd,Handheld display device for revealing hidden content on a printed substrate
US8035848,30 Mar 2010,11 Oct 2011,Silverbrook Research Pty Ltd,Method of filling in form using handheld display device
US8035849,,11 Oct 2011,Silverbrook Research Pty Ltd,Handheld display device for filling in forms
US8035850,30 Mar 2010,11 Oct 2011,Silverbrook Research Pty Ltd,Method and system for retrieving display data
US8038737,10 Feb 2009,18 Oct 2011,Silverbrook Research Pty Ltd,Method of modulating stability of sulfonated dye
US8040554,,18 Oct 2011,Silverbrook Research Pty Ltd,Method of revealing hidden content on a printed substrate using handheld display device
US8045208,,25 Oct 2011,Silverbrook Research Pty Ltd,Method of translating printed text using handheld display device
US8050451,11 Jun 2010,1 Nov 2011,Digimarc Corporation,"Electronic forms using indicia, sometimes hidden indicia"
US8059106,6 Nov 2008,15 Nov 2011,Silverbrook Research Pty Ltd,System for interaction with computer system
US8059305,,15 Nov 2011,Silverbrook Research Pty Ltd,Handheld display device for playing and controlling audio associated with printed substrate
US8061916,12 May 2010,22 Nov 2011,Silverbrook Research Pty Ltd,Printing device having retractable nib actuated printer
US8064086,12 Jul 2010,22 Nov 2011,Silverbrook Research Pty Ltd,System for electronically capturing information
US8064091,30 Mar 2010,22 Nov 2011,Silverbrook Research Pty Ltd,Handheld display device for playing and controlling video associated with printed substrate
US8064092,30 Mar 2010,22 Nov 2011,Silverbrook Research Pty Ltd,System for retrieving display data for handheld display device
US8064956,27 Jul 2007,22 Nov 2011,"Onepin, Inc.",Event sharing
US8065201,11 May 2009,22 Nov 2011,"Ipf, Inc.",Internet-based method of and system for managing and delivering consumer product information at points along the world wide web using consumer product information (CPI) requesting and graphical user interface (GUI) displaying subsystems driven by server-side components and managed by consumer product manufactures and/or authorized parties
US8068250,4 May 2010,29 Nov 2011,Silverbrook Research Pty Ltd,System for allowing handwritten interaction with a computer
US8070071,24 Jul 2008,6 Dec 2011,Silverbrook Research Pty Ltd,Method of imaging a coding pattern with data elements encoding by multi-pulse position modulation
US8072625,3 Apr 2011,6 Dec 2011,Silverbrook Research Pty Ltd,Computer system for generating print data for printing interactive document
US8079517,8 Jul 2008,20 Dec 2011,Silverbrook Research Pty Ltd,Method of maintaining product item status using computer system
US8079769,21 Feb 2010,20 Dec 2011,Silverbrook Research Pty Ltd,Ink cartridge comprising weakly acidic naphthalocyanine ink formulation
US8081340,22 Dec 2008,20 Dec 2011,Silverbrook Research Pty Ltd,Mobile phone for displaying hyperlinked information
US8081341,,20 Dec 2011,Silverbrook Research Pty Ltd,Method of displaying hyperlinked information using mobile phone
US8081349,30 May 2011,20 Dec 2011,Silverbrook Research Pty Ltd,Printer having coded tag generator and controller for printing coded interface
US8081849,6 Feb 2007,20 Dec 2011,Google Inc.,Portable scanning and memory device
US8087583,15 Mar 2005,3 Jan 2012,Digimarc Corporation,Associating media through encoding
US8089654,30 Mar 2010,3 Jan 2012,Silverbrook Research Pty Ltd,Interactive application for retrieving content via imaging of printed substrate
US8090203,9 Jan 2011,3 Jan 2012,Silverbrook Research Pty Ltd,System for determining digital ink orientation
US8090224,24 Jul 2008,3 Jan 2012,Silverbrook Research Pty Ltd,Handheld scanner
US8090225,24 Jul 2008,3 Jan 2012,Silverbrook Research Pty Ltd,Interactive handheld scanner
US8091771,7 Aug 2008,10 Jan 2012,Silverbrook Research Pty Ltd,Method for managing competition entry with printed labels
US8091787,29 Mar 2011,10 Jan 2012,Silverbrook Research Pty Ltd,Processing system for digitizing freehand graphics
US8091792,24 Jul 2008,10 Jan 2012,Silverbrook Research Pty Ltd,Coding pattern comprising direction codes
US8094325,26 May 2011,10 Jan 2012,Silverbrook Research Pty Ltd,Interactive system including substrate and electronic pen with retractable nib
US8094347,24 Jul 2008,10 Jan 2012,Silverbrook Research Pty Ltd.,Method of scanning regions larger than the scan swath using a handheld scanner
US8095110,,10 Jan 2012,Silverbrook Research Pty Ltd,Method for a device to perform a function in response to a command from a printer
US8096466,27 May 2010,17 Jan 2012,Silverbrook Research Pty Ltd,Transaction recordal system
US8098396,,17 Jan 2012,Silverbrook Research Pty Ltd,Handheld display device for playing video associated with printed substrate
US8100329,11 May 2010,24 Jan 2012,Silverbrook Research Pty Ltd,Method of interacting with printed substrate
US8100340,31 Jan 2011,24 Jan 2012,Silverbrook Research Pty Ltd,Process for decoding machine readable coded data
US8102554,11 Jul 2008,24 Jan 2012,Silverbrook Research Pty Ltd,Optical imaging pen having a force sensor
US8102561,30 Mar 2010,24 Jan 2012,Silverbrook Research Pty Ltd,Method of playing and controlling video using handheld display device
US8103133,24 Jul 2008,24 Jan 2012,Silverbrook Research Pty Ltd,Method of enabling interactivity to be conferred on a pre-printed graphic image
US8103371,,24 Jan 2012,Silverbrook Research Pty Ltd,Method of retrieving audio data via coded medium
US8103877,25 Oct 2004,24 Jan 2012,Digimarc Corporation,"Content identification and electronic tickets, coupons and credits"
US8107110,24 Jul 2008,31 Jan 2012,Silverbrook Research Pty Ltd,Computer system for printing a page and generating interactive elements
US8107114,23 Aug 2011,31 Jan 2012,Silverbrook Research Pty Ltd,Facsimile delivery through interaction with printed document
US8107732,5 Feb 2008,31 Jan 2012,Silverbrook Research Pty Ltd,Method of imaging coding pattern comprising tags with divided x and y coordinate data
US8107733,5 Feb 2008,31 Jan 2012,Silverbrook Research Pty Ltd,Method of imaging coding pattern comprising replicated and non-replicated coordinate data
US8110030,30 May 2011,7 Feb 2012,Silverbrook Research Pty Ltd,Method of formulating ink having minimal visible coloration
US8111408,,7 Feb 2012,Silverbrook Research Pty Ltd,Mobile phone for interacting with underlying substrate
US8111431,28 Sep 2007,7 Feb 2012,Silverbrook Research Pty Ltd,Printer for printing packaging
US8112072 *,,7 Feb 2012,Silverbrook Research Pty Ltd,Control of a communications device
US8112339,16 Jun 2011,7 Feb 2012,Silverbrook Research Pty Ltd,Optically imaging pen configured for calculating accurate nib positions
US8112363,7 Aug 2009,7 Feb 2012,International Business Machines Corporation,"Selecting, ordering and accessing copyrighted information from physical documents"
US8113950,2 Apr 2004,14 Feb 2012,Silverbrook Research Pty Ltd,Competition entry with limited return messaging
US8115439,3 Jan 2011,14 Feb 2012,Silverbrook Research Pty Ltd,System for moving mobile robots in accordance with predetermined algorithm
US8115948 *,21 Apr 2006,14 Feb 2012,Microsoft Corporation,Interactive paper system
US8115962,30 Mar 2010,14 Feb 2012,Silverbrook Research Pty Ltd,Method of displaying hyperlinked information using handheld display device
US8117455,10 Jun 2009,14 Feb 2012,Silverbrook Research Pty Ltd,Object authentication from a signature part
US8118234,5 Feb 2008,21 Feb 2012,Silverbrook Research Pty Ltd,Coding pattern comprising translation symbols for aligning cells with tags
US8119820,27 Jan 2011,21 Feb 2012,Silverbrook Research Pty Ltd,Method of preparing sultines
US8120820,24 Jul 2008,21 Feb 2012,Silverbrook Research Pty Ltd,Method of scanning images larger than the scan swath using coded surfaces
US8121782,9 Mar 2010,21 Feb 2012,Silverbrook Research Pty Ltd,System for providing information through interaction with a printed page
US8121919,3 Jun 2009,21 Feb 2012,Silverbrook Research Pty Ltd,Method and system for banking using coded forms
US8125689 *,17 Mar 2008,28 Feb 2012,Canon Kabushiki Kaisha,Image processing apparatus and method for associating a plurality of pieces of content data
US8126196,24 Jul 2008,28 Feb 2012,Silverbrook Research Pty Ltd,Method of imaging a coding pattern comprising reed-solomon codewords encoded by mixed multi-pulse position modulation
US8132729,26 Nov 2008,13 Mar 2012,Silverbrook Research Pty Ltd,Sensing device
US8135637,7 Feb 2005,13 Mar 2012,Silverbrook Research Pty Ltd,Method of allowing a user to participate in an auction
US8136720,22 Sep 2008,20 Mar 2012,Silverbrook Research Pty Ltd,Method of recording mail transactions
US8139253,24 Jul 2008,20 Mar 2012,Silverbrook Research Pty Ltd,Interactive printer/scanner
US8139254,26 May 2011,20 Mar 2012,Silverbrook Research Pty Ltd,System for generating form for delivery of greeting cards
US8139260,30 Mar 2010,20 Mar 2012,Silverbrook Research Pty Ltd,Handheld display device for associating multimedia objects with printed substrates
US8139261,24 Jul 2008,20 Mar 2012,Silverbrook Research Pty Ltd,Interactive flatbed scanner
US8139902 *,24 Jul 2008,20 Mar 2012,Silverbrook Research Pty Ltd,Method of conferring interactivity on previously printed graphic containing text
US8152072,18 Nov 2008,10 Apr 2012,Silverbrook Research Pty Ltd,Computer system with wireless pen and relay pairing
US8156153,25 Jul 2008,10 Apr 2012,Microsoft Corporation,Global metadata embedding and decoding
US8162220,6 Aug 2009,24 Apr 2012,Anoto Ab,Product provided with a coding pattern and apparatus and method for reading the pattern
US8169436,27 Jan 2009,1 May 2012,"Citrix Systems, Inc.",Methods and systems for remoting three dimensional graphics
US8180193,,15 May 2012,Silverbrook Research Pty Ltd,Video player with code sensor and memory for video data retrieval
US8181885,24 Jul 2008,22 May 2012,Silverbrook Research Pty Ltd,Method of imaging a coding pattern having an orientation identified via a plurality of direction components
US8196041,21 Aug 2007,5 Jun 2012,International Business Machines Corporation,Method and system for processing information relating to active regions of a page of physical document
US8204307,5 Feb 2008,19 Jun 2012,Silverbrook Research Pty Ltd,Method of imaging a coding pattern and calculating a perspective transform using optimal numbers of target elements
US8215566,16 Jun 2011,10 Jul 2012,Silverbrook Research Pty Ltd,System for imaging and decoding coded data pattern using redundantly-encoded orientation
US8218195,8 Feb 2010,10 Jul 2012,Silverbrook Research Pty Ltd,Cartridge for use in printer for printing coded data
US8219908,15 Oct 2002,10 Jul 2012,Silverbrook Research Pty Ltd,Digital ink database searching using handwriting feature synthesis
US8223380,29 Jan 2012,17 Jul 2012,Silverbrook Research Pty Ltd,Electronically transmitted document delivery through interaction with printed document
US8256676,31 May 2011,4 Sep 2012,Silverbrook Research Pty Ltd,Decoupled applications for printed materials
US8274569,28 Nov 2010,25 Sep 2012,Silverbrook Research Pty Ltd,Printing system utilizing cartridge pre-stored with identifiers with identifying printed pages
US8274694,,25 Sep 2012,Silverbrook Research Pty Ltd.,Method for accessing hyperlinks and hyperlinked content via mobile phone
US8276827,27 Jan 2010,2 Oct 2012,Silverbrook Research Pty Ltd,Coding pattern comprising control symbols
US8276828,27 Jan 2010,2 Oct 2012,Silverbrook Research Pty Ltd,Method of decoding coding pattern comprising control symbols
US8279460,21 Nov 2011,2 Oct 2012,Silverbrook Research Pty Ltd,Application for generating interactive document containing advertising material
US8280168,7 Aug 2011,2 Oct 2012,Silverbrook Research Pty Ltd,Handwritten character recognition system
US8282016,11 Aug 2009,9 Oct 2012,Silverbrook Research Pty Ltd,Position-coding pattern having tag coordinates encoded by successive subsequences of cyclic position code
US8282722,5 Sep 2011,9 Oct 2012,Silverbrook Research Pty Ltd,Gallium naphthalocyanine salts exhibiting reduced kogation
US8284409,9 Jan 2012,9 Oct 2012,Silverbrook Research Pty Ltd,Electronic pen for interacting with substrate
US8284428,24 Jul 2008,9 Oct 2012,Silverbrook Research Pty Ltd,Printer driver for interactive printer
US8284440,21 Jul 2011,9 Oct 2012,Silverbrook Research Pty Ltd,Interactive document retrieval method
US8284461,8 Apr 2010,9 Oct 2012,Silverbrook Research Pty Ltd,Scanner for scanning items marked with tags
US8285047 *,3 Oct 2007,9 Oct 2012,Xerox Corporation,Automated method and system for naming documents from a scanned source based on manually marked text
US8285048,7 Aug 2011,9 Oct 2012,Silverbrook Research Pty Ltd,Classifying a string formed from hand-written characters
US8285561,17 May 2011,9 Oct 2012,Silverbrook Research Pty Ltd,Method of dispensing a product
US8286222,26 Mar 2008,9 Oct 2012,Silverbrook Research Pty Ltd,Authentication method for pharmaceutical products having coded packaging
US8286890,14 Nov 2011,16 Oct 2012,Silverbrook Research Pty Ltd,Substrate having coding pattern encoding Reed-Solomon symbols
US8287204,3 Jun 2009,16 Oct 2012,Silverbrook Research Pty Ltd,Electronic pen with retractable and replaceable cartridge
US8292190,27 Jan 2010,23 Oct 2012,Silverbrook Research Pty Ltd,Coding pattern comprising registration codeword having variants corresponding to possible registrations
US8292527,,23 Oct 2012,Silverbrook Research Pty Ltd,Pen-shaped printing device
US8292995,10 Feb 2009,23 Oct 2012,Silverbrook Research Pty Ltd,Sulfonated dye salts having improved stability
US8295653,19 Sep 2011,23 Oct 2012,Silverbrook Research Pty Ltd,Sensing device for sensing surface regions
US8297868,3 Jun 2009,30 Oct 2012,Silverbrook Research Pty Ltd,Retractable electronic pen comprising actuator button decoupled from force sensor
US8300262,,30 Oct 2012,Silverbrook Research Pty Ltd,Method of playing video using handheld display device
US8308387,5 Jul 2009,13 Nov 2012,Silverbrook Research Pty Ltd,Force-sensing electronic pen with user-replaceable cartridge
US8312281,18 Nov 2008,13 Nov 2012,Silverbrook Research Pty Ltd,Computer system incorporating a target and symbol data sensing arrangement
US8314967,30 Mar 2010,20 Nov 2012,Silverbrook Research Pty Ltd,Handheld display device for interacting with printed hyperlinks
US8320678,5 Feb 2008,27 Nov 2012,Silverbrook Research Pty Ltd,Coding pattern comprising tags with X and Y coordinate data divided into respective halves of each tag
US8322607,,4 Dec 2012,Silverbrook Research Pty Ltd,Method of interacting with substrate in cursor and hyperlinking modes
US8322612,11 May 2010,4 Dec 2012,Silverbrook Research Pty Ltd,Method of maintaining product status using coded tags
US8325359,24 Jul 2008,4 Dec 2012,Silverbrook Research Pty Ltd,Handheld printer for printing both an image and position-coding pattern
US8326093 *,24 Jul 2008,4 Dec 2012,Silverbrook Research Pty Ltd,System for conferring interactivity on previously printed text
US8326361,4 Nov 2011,4 Dec 2012,Lupine Investments Llc,Phone to phone data exchange
US8328088,13 Jul 2010,11 Dec 2012,Silverbrook Research Pty Ltd,System for providing information via context searching of printed substrate
US8328109,11 Aug 2009,11 Dec 2012,Silverbrook Research Pty Ltd,Coding pattern comprising registration symbols for identifying the coding pattern
US8330981 *,27 Feb 2009,11 Dec 2012,Oki Data Corporation,Image processing apparatus and image processing method
US8332740,7 Dec 2009,11 Dec 2012,Graham John D,Systems and method for management of intangible assets
US8345997,13 Feb 2012,1 Jan 2013,Silverbrook Research Pty Ltd,Method of compressing sequence of strokes
US8346024,28 Jul 2009,1 Jan 2013,Silverbrook Research Pty Ltd,Method of initiating requested action via substrate printed with naphthalocyanine dye
US8347097,18 Jul 2006,1 Jan 2013,Silverbrook Research Pty Ltd,Object identifier protected from tampering
US8350863,27 Jan 2009,8 Jan 2013,"Citrix Systems, Inc.",Methods and systems for improving resource utilization by delaying rendering of three dimensional graphics
US8358289,,22 Jan 2013,Silverbrook Research Pty Ltd,Controller arrangement for an optical sensing pen with an infrared data association (IRDA) interface
US8358429,,22 Jan 2013,Silverbrook Research Pty Ltd,Method of interacting with printed content via handheld display device
US8358430,,22 Jan 2013,Silverbrook Research Pty Ltd,Method of displaying hyperlinked information via handheld display device
US8358432,30 Mar 2010,22 Jan 2013,Silverbrook Research Pty Ltd,Method of playing and controlling audio using handheld display device
US8358433,2 Sep 2011,22 Jan 2013,Silverbrook Research Pty Ltd,Method of revealing hidden content via handheld display device
US8360669,3 Jun 2009,29 Jan 2013,Silverbrook Research Pty Ltd,Retractable electronic pen with sensing arrangement
US8363249,24 Jul 2008,29 Jan 2013,Silverbrook Research Pty Ltd,Method of printing regions larger than the print swath using a handheld printer
US8363948,21 Aug 2011,29 Jan 2013,Silverbrook Research Pty Ltd,Classification scheme and system for modifying character allographs contained therein
US8365038,2 Sep 2011,29 Jan 2013,Silverbrook Research Pty Ltd,Method of determining a coordinate value with respect to patterns printed on a document
US8366338,3 Jun 2009,5 Feb 2013,Silverbrook Research Pty Ltd,Electronic pen having fast response time
US8387889,2 Aug 2011,5 Mar 2013,Silverbrook Research Pty Ltd,Object comprising coded data and randomly dispersed ink taggant
US8397141,24 Jul 2008,12 Mar 2013,Silverbrook Research Pty Ltd,Coding pattern comprising Reed-Solomon codewords encoded by mixed multi-pulse position modulation
US8403207,15 Jan 2012,26 Mar 2013,Silverbrook Research Pty Ltd,Transaction recordal method
US8405654,30 Apr 2012,26 Mar 2013,"Citrix Systems, Inc.",Methods and systems for remoting three dimensional graphics
US8412710,28 Feb 2011,2 Apr 2013,Silverbrook Research Pty Ltd,Searching for handwritten annotations appearing a given distance from document content
US8413027,27 Jan 2010,2 Apr 2013,Silverbrook Research Pty Ltd,Method of decoding a pattern-encoded coordinate
US8414210,3 Jun 2009,9 Apr 2013,Silverbrook Research Pty Ltd,Electronic pen with retractable nib and force sensor
US8416188,17 Jan 2008,9 Apr 2013,Silverbrook Research Pty Ltd,System for controlling movement of a cursor on a display device
US8416468,28 Sep 2009,9 Apr 2013,Silverbrook Research Pty Ltd,Sensing device for subsampling imaged coded data
US8424774,24 Jan 2012,23 Apr 2013,Silverbrook Research Pty Ltd,Process for decoding coded data
US8458055,9 Nov 2011,4 Jun 2013,"Ipf, Inc.",Internet-based method of and system for managing and delivering consumer product information at points along the world wide web using consumer product information (CPI) requesting and graphical user interface (GUI) displaying subsystems driven by server-side objects and managed by consumer product manufacturers and/or authorized parties
US8467816,28 Jan 2011,18 Jun 2013,Lupine Investments Llc,Short message service network plug-in
US8488173,14 Jul 2011,16 Jul 2013,"Mphj Technology Investments, Llc",Distributed computer architecture and process for document management
US8511565,8 Feb 2007,20 Aug 2013,Silverbrook Research Pty Ltd,Method of providing information via context searching of a printed graphic image
US8534566,5 Apr 2012,17 Sep 2013,Anoto Ab,Product provided with a coding pattern and apparatus and method for reading the pattern
US8600196,6 Jul 2010,3 Dec 2013,Google Inc.,"Optical scanners, such as hand-held optical scanners"
US8606046 *,21 Jun 2010,10 Dec 2013,Palo Alto Research Center Incorporated,System and method for clean document reconstruction from annotated document images
US8655011,13 Jan 2012,18 Feb 2014,Digimarc Corporation,"Content identification and electronic tickets, coupons and credits"
US8665265,18 Mar 2013,4 Mar 2014,"Citrix Systems, Inc.",Methods and systems for remoting three dimensional graphics
US8713418,12 Apr 2005,29 Apr 2014,Google Inc.,Adding value to a rendered document
US8750556,10 Oct 2006,10 Jun 2014,Digimarc Corporation,Watermark systems and methods
US8761744,18 Apr 2008,24 Jun 2014,Lupine Investments Llc,Mobile virtual communication invitations
US8797579,3 Feb 2012,5 Aug 2014,Microsoft Corporation,Interactive paper system
US8818336,8 Nov 2012,26 Aug 2014,Lupine Investments Llc,Phone to phone data exchange
US9008447,1 Apr 2005,14 Apr 2015,Google Inc.,Method and system for character recognition
US9075779,22 Apr 2013,7 Jul 2015,Google Inc.,"Performing actions based on capturing information from rendered documents, such as documents under copyright"
US9081799,6 Dec 2010,14 Jul 2015,Google Inc.,Using gestalt information to identify locations in printed information
US9087422 *,4 Feb 2011,21 Jul 2015,Robert K. Runbeck,Method of operating an election ballot printing system
US20010056439 *,13 Feb 2001,27 Dec 2001,International Business Machines Corporation,Method and system for accessing interactive multimedia information or services by touching marked items on physical documents
US20020006212 *,24 Apr 2001,17 Jan 2002,Rhoads Geoffrey B.,Digital watermarking apparatus and methods
US20020066788 *,26 Nov 2001,6 Jun 2002,"Metrologic Instruments, Inc.",Transportable scanning integrated WWW access terminal
US20020078088 *,19 Dec 2000,20 Jun 2002,Xerox Corporation,Method and apparatus for collaborative annotation of a document
US20020080396 *,10 Aug 2001,27 Jun 2002,Kia Silverbrook,Interface surface printer using invisible ink
US20020136972 *,10 Aug 2001,26 Sep 2002,Hall Lachlan Everett,Infrared chromophores
US20040064400 *,16 Oct 2003,1 Apr 2004,Paul Lapstun,Method and system for submitting bids using coded self-identifying forms
US20040064414 *,16 Oct 2003,1 Apr 2004,Kia Silverbrook,Method and system for banking coded self-identifying forms
US20040066531 *,16 Apr 2003,8 Apr 2004,"Samsung Electronics Co., Ltd",Method of printing web page and apparatus therefor
US20040079807 *,9 Apr 2003,29 Apr 2004,Paul Lapstun,Orientation-indicating cyclic position codes
US20040083138 *,9 Apr 2003,29 Apr 2004,Kia Silverbrook,Methods and systems for object identification and interaction
US20040083141 *,16 Oct 2003,29 Apr 2004,Paul Lapstun,Method and system for submitting bids using coded forms
US20040083174 *,16 Oct 2003,29 Apr 2004,Kia Silverbrook,Method and system for banking using coded forms
US20040092266 *,25 Jul 2001,13 May 2004,Olrik Jakob Christian,Mobile telecommunications data service
US20040105584 *,14 Oct 2003,3 Jun 2004,Napper Jonathon Leigh,Method/system for estimating the orientation of a segment of digital ink
US20040119762 *,24 Dec 2002,24 Jun 2004,"Fuji Xerox Co., Ltd.",Systems and methods for freeform pasting
US20040138951 *,24 Dec 2003,15 Jul 2004,Kia Silverbrook,Interactive paper publisher
US20040139391 *,15 Jan 2003,15 Jul 2004,Xerox Corporation,Integration of handwritten annotations into an electronic original
US20040148558 *,11 Oct 2001,29 Jul 2004,Paul Lapstun,Cyclic position codes
US20040153367 *,15 Jan 2004,5 Aug 2004,Paul Lapstun,Method and system for searching classified advertising
US20040164696 *,23 Feb 2004,26 Aug 2004,Yourlo Zhenya Alexander,Marking robot
US20040165774 *,17 Feb 2004,26 Aug 2004,Dimitrios Koubaroulis,Line extraction in digital ink
US20040167895 *,25 Feb 2004,26 Aug 2004,International Business Machines Corporation,Method and system for accessing interactive multimedia information or services by touching marked items on physical documents
US20040169682 *,8 Mar 2004,2 Sep 2004,Kia Silverbrook,Device for use in a method and system for object selection
US20040172166 *,23 Feb 2004,2 Sep 2004,Paul Lapstun,Robot
US20040174556 *,19 Mar 2004,9 Sep 2004,Paul Lapstun,Copier
US20040174577 *,26 Feb 2004,9 Sep 2004,Paul Lapstun,Symmetric tags
US20040183748 *,2 Apr 2004,23 Sep 2004,Silverbrook Research Pty Ltd,Competition entry via label
US20040184111 *,2 Apr 2004,23 Sep 2004,Paul Lapstun,Limited return messaging
US20040190085 *,2 Apr 2004,30 Sep 2004,Silverbrook Research Pty Ltd,Sensing device for coded data
US20040190092 *,2 Apr 2004,30 Sep 2004,Kia Silverbrook,Scanning device for coded data
US20040194021 *,14 Sep 2001,30 Sep 2004,"Fuji Xerox Co., Ltd.",Systems and methods for sharing high value annotations
US20040195311 *,2 Apr 2004,7 Oct 2004,Kia Silverbrook,Token redemption
US20040195317 *,2 Apr 2004,7 Oct 2004,Silverbrook Research Pty Ltd,Shopping receptacle with in-built scales
US20040195329 *,2 Apr 2004,7 Oct 2004,Kia Silverbrook,Face determination
US20040195330 *,2 Apr 2004,7 Oct 2004,Kia Silverbrook,Orientation determination
US20040195333 *,2 Apr 2004,7 Oct 2004,Silverbrook Research Pty Ltd,Combined sensing device
US20040195334 *,2 Apr 2004,7 Oct 2004,Silverbrook Research Pty Ltd,Multi-angle laser scanner
US20040195336 *,2 Apr 2004,7 Oct 2004,Silverbrook Research Pty Ltd,Transparent conveyor for check-out scanning
US20040195337 *,2 Apr 2004,7 Oct 2004,Silverbrook Research Pty Ltd,Laser scanner using rotating holographic optical element
US20040195341 *,2 Apr 2004,7 Oct 2004,Silverbrook Research Pty Ltd,Symmetric data tags
US20040195342 *,2 Apr 2004,7 Oct 2004,Silverbrook Research Pty Ltd,Product identity data
US20040196344 *,2 Apr 2004,7 Oct 2004,Silverbrook Research Pty Ltd,Water-based dithiolene infrared inkjet inks
US20040196345 *,2 Apr 2004,7 Oct 2004,Silverbrook Research Pty Ltd,Method of minimizing absorption of visible light in ink compositions comprising infrared metal-dithiolene dyes
US20040196489 *,2 Apr 2004,7 Oct 2004,Kia Silverbrook,Coupon redemption
US20040196490 *,26 Apr 2004,7 Oct 2004,Silverbrook Research Pty Ltd,Method of printing a copy of a document from an original printed document
US20040196501 *,2 Apr 2004,7 Oct 2004,Silverbrook Research Pty Ltd,Laser scanning device for printed product identification codes
US20040199414 *,2 Apr 2004,7 Oct 2004,Silverbrook Research Pty Ltd,Anonymous competition entry
US20040199424 *,2 Apr 2004,7 Oct 2004,Silverbrook Research Pty Ltd,Dynamic user registration
US20040205537 *,19 Jan 2001,14 Oct 2004,Iddex Corporation.,System and method for managing intellectual property assets
US20040205662 *,30 May 2002,14 Oct 2004,Brad Anderson,Image preservation and reconstruction
US20040206827 *,2 Apr 2004,21 Oct 2004,Silverbrook Research Pty Ltd,Handheld laser scanner
US20040210319 *,2 Apr 2004,21 Oct 2004,Silverbrook Research Pty Ltd,Printing coded data
US20040210397 *,2 Apr 2004,21 Oct 2004,Silverbrook Research Pty Ltd,Competition entry
US20040212848 *,2 Apr 2004,28 Oct 2004,Silverbrook Research Pty Ltd,Handheld coded data reader
US20040215562 *,2 Apr 2004,28 Oct 2004,Silverbrook Research Pty Ltd,Anonymous communication
US20040217160 *,26 May 2004,4 Nov 2004,Kia Silverbrook,Computer system for collaborative document markup
US20040217161 *,26 May 2004,4 Nov 2004,Kia Silverbrook,Computer software for interaction with coded surface
US20040217164 *,26 May 2004,4 Nov 2004,Kia Silverbrook,Computer system for interfacing with a coded surface
US20040220857 *,2 Apr 2004,4 Nov 2004,Silverbrook Research Pty Ltd,Electronic token redemption
US20040232243 *,2 Apr 2004,25 Nov 2004,Silverbrook Research Pty Ltd,Laser scanner using acousto-optic deflectors
US20040233163 *,17 May 2004,25 Nov 2004,Paul Lapstun,System for remotely controlling an aspect of a function of apparatus
US20040236792 *,29 Jun 2004,25 Nov 2004,Feyzi Celik,Method and apparatus for storing and retrieving business contact information in a computer system
US20040238627 *,2 Apr 2004,2 Dec 2004,Silverbrook Research Pty Ltd,Card for facilitating user interaction
