year,state,hai,operative_procedure,facid_one,facility_name_one,facid_two,facility_name_two,facid_three,facility_name_three,county,procedure_count,infection_count,sir,comparison,sir_nine_fivecill,sir_nine_fiveciul,notes
2013,California,SSI,Exploratory laparotomy,630012971,Loma Linda University Medical Center - Murrieta,.,.,.,.,Riverside,53.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,50000018,Lompoc Valley Medical Center,.,.,.,.,Santa Barbara,20.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,930000095,"Long Beach Memorial Medical Center, Long Beach",.,.,.,.,Los Angeles,88.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,60000025,Los Alamitos Medical Center,.,.,.,.,Orange,116.0,1.0,1.34,No Difference,0.03,7.45,NULL
2013,California,SSI,Exploratory laparotomy,60000038,"Los Angeles Co Olive View-UCLA Medical Center, Sylmar",.,.,.,.,Los Angeles,292.0,0.0,0.0,No Difference,0.0,1.2,NULL
2013,California,SSI,Exploratory laparotomy,930000085,Los Angeles Community Hospital,930000112,Norwalk Community Hospital,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,50000020,"Los Robles Hospital & Medical Center, Thousand Oaks",050000553,"Los Robles Hospital & Medical Center, E  , Thousand Oaks",050001468,Thousand Oaks Surgical Hospital,Ventura,355.0,2.0,0.78,No Difference,0.13,2.56,† See data dictionary
2013,California,SSI,Exploratory laparotomy,70001349,"Lucile Salter Packard Children's Hospital at Stanford, Palo Alto",.,.,.,.,Santa Clara,199.0,1.0,0.74,No Difference,0.04,3.65,NULL
2013,California,SSI,Exploratory laparotomy,110000021,"Mad River Community Hospital, Arcata",.,.,.,.,Humboldt,25.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,40000111,Madera Community Hospital,.,.,.,.,Madera,89.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,240000005,Mammoth Hospital,.,.,.,.,Mono,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,50000021,Marian Regional Medical Center,.,.,.,.,Santa Barbara,241.0,1.0,0.74,No Difference,0.04,3.66,NULL
2013,California,SSI,Exploratory laparotomy,50000009,"Marian Regional Medical Center, Arroyo Grande",.,.,.,.,San Luis Obispo,22.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,110000953,"Marin General Hospital, Greenbrae",.,.,.,.,Marin,38.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,930000044,Marina Del Rey Hospital,.,.,.,.,Los Angeles,231.0,0.0,0.0,No Difference,0.0,2.23,NULL
2013,California,SSI,Exploratory laparotomy,30000120,"Mark Twain Medical Center, San andreas",.,.,.,.,Calaveras,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,30000121,"Marshall Medical Center (1-Rh), Placerville",.,.,.,.,El Dorado,26.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,40000110,Memorial Hospital Los Banos,.,.,.,.,Merced,23.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,930000092,Memorial Hospital of Gardena,.,.,.,.,Los Angeles,34.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,30000123,"Memorial Medical Center, Modesto",.,.,.,.,Stanislaus,487.0,1.0,0.33,No Difference,0.02,1.65,NULL
2013,California,SSI,Exploratory laparotomy,110000023,"Mendocino Coast District Hospital, fort Bragg",.,.,.,.,Mendocino,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,250000727,"Menifee Valley Medical Center, Sun City",.,.,.,.,Riverside,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,220000716,Menlo Park Surgical Hospital,.,.,.,.,San Mateo,31.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,30000124,"Mercy General Hospital, Sacramento",.,.,.,.,Sacramento,146.0,2.0,1.84,No Difference,0.31,6.07,NULL
2013,California,SSI,Exploratory laparotomy,30000901,Mercy Hospital of Folsom,.,.,.,.,Sacramento,106.0,1.0,1.62,No Difference,0.04,9.0,NULL
2013,California,SSI,Exploratory laparotomy,120000404,"Mercy Hospital, Bakersfield",120000701,"Mercy Southwest Hospital, Bakersfield",.,.,Kern,273.0,1.0,0.59,No Difference,0.03,2.91,† See data dictionary
2013,California,SSI,Exploratory laparotomy,40000113,Mercy Medical Center Merced,.,.,.,.,Merced,121.0,1.0,1.51,No Difference,0.04,8.42,NULL
2013,California,SSI,Exploratory laparotomy,230000012,Mercy Medical Center Mt. Shasta,.,.,.,.,Siskiyou,20.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,230000010,Mercy Medical Center Redding,.,.,.,.,Shasta,93.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,30000127,"Mercy San Juan Medical Center, Carmichael",.,.,.,.,Sacramento,407.0,0.0,0.0,No Difference,0.0,1.16,NULL
2013,California,SSI,Exploratory laparotomy,30000037,Methodist Hospital of Sacramento,.,.,.,.,Sacramento,159.0,0.0,0.0,No Difference,0.0,3.97,NULL
2013,California,SSI,Exploratory laparotomy,930000096,"Methodist Hospital of Southern CA, Arcadia",.,.,.,.,Los Angeles,66.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,220000017,"Mills-Peninsula Medical Center, Burlingame",220000004,"Mills Health Center, San Mateo",.,.,San Mateo,220.0,1.0,0.64,No Difference,0.03,3.15,† See data dictionary
2013,California,SSI,Exploratory laparotomy,930000027,"Mission Community Hospital, Panorama",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,60000066,Mission Hospital Laguna Beach,.,.,.,.,Orange,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,60000060,"Mission Hospital Regional Medical Center, Mission Viejo",.,.,.,.,Orange,65.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,240000009,Montclair Hospital Medical Center,.,.,.,.,San Bernardino,28.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,930000108,Monterey Park Hospital,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,70000145,"Natividad Medical Center, Salinas",.,.,.,.,Monterey,153.0,0.0,0.0,No Difference,0.0,3.88,NULL
2013,California,SSI,Exploratory laparotomy,110000010,"Northbay Medical Center, Fairfield",.,.,.,.,Solano,79.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,110000378,"Northbay Vacavalley Hospital, Vacaville",.,.,.,.,Solano,26.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,240000037,"Northern Inyo Hospital, Bishop",.,.,.,.,Inyo,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,930000111,Northridge Hospital Medical Center,.,.,.,.,Los Angeles,25.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,110000982,Novato Community Hospital,.,.,.,.,Marin,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,70000146,"O'connor Hospital, San Jose",.,.,.,.,Santa Clara,207.0,1.0,0.67,No Difference,0.03,3.29,NULL
2013,California,SSI,Exploratory laparotomy,30000131,"Oak Valley Hospital District   (2-Rh), Oakdale",.,.,.,.,Stanislaus,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,50000023,"Ojai Valley Community Hospital, Ojai",.,.,.,.,Ventura,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,930000105,"Olympia Medical Center, Los Angeles",.,.,.,.,Los Angeles,44.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,60000208,"Orange Coast Memorial Medical Center, Fountain Valley",.,.,.,.,Orange,134.0,10.0,10.68,High,5.12,19.65,NULL
2013,California,SSI,Exploratory laparotomy,230000014,Oroville Hospital,.,.,.,.,Butte,80.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,930000057,Pacific Alliance Medical Center,.,.,.,.,Los Angeles,32.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,930000133,"Pacifica Hospital of The Valley, Sun Valley",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,930000077,Palmdale Regional Medical Center,.,.,.,.,Los Angeles,34.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,250000042,"Palo Verde Hospital, Blythe",.,.,.,.,Riverside,32.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,80000142,"Palomar Health Downtown Campus, Escondido",630013873,"Palomar Medical Center, Escondido",.,.,San Diego,243.0,0.0,0.0,No Difference,0.0,2.04,† See data dictionary
2013,California,SSI,Exploratory laparotomy,90000145,"Paradise Valley Hospital, National City",.,.,.,.,San Diego,29.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,250000044,"Parkview Community Hospital Medical Center, Riverside",.,.,.,.,Riverside,48.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,230000444,Patients' Hospital of Redding,.,.,.,.,Shasta,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,110000040,"Petaluma Valley Hospital, Petaluma",.,.,.,.,Sonoma,30.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,90000146,"Pioneers Memorial Healthcare District, Brawley",.,.,.,.,Imperial,45.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,60000062,Placentia Linda Hospital,.,.,.,.,Orange,46.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,230000015,"Plumas District Hospital, Quincy",.,.,.,.,Plumas,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,80000147,"Pomerado Hospital, Poway",.,.,.,.,San Diego,83.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,930000123,"Pomona Valley Hospital Medical Center, Pomona",.,.,.,.,Los Angeles,268.0,2.0,1.31,No Difference,0.22,4.34,NULL
2013,California,SSI,Exploratory laparotomy,930000099,"Presbyterian Intercommunity Hospital, Whittier",.,.,.,.,Los Angeles,221.0,2.0,1.47,No Difference,0.25,4.86,NULL
2013,California,SSI,Exploratory laparotomy,930000066,"Providence Holy Cross Medical Center, Mission Hills",.,.,.,.,Los Angeles,218.0,0.0,0.0,No Difference,0.0,2.3,NULL
2013,California,SSI,Exploratory laparotomy,930000157,"Providence Little Company of Mary Medical Center, San Pedro",.,.,.,.,Los Angeles,29.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,930000081,"Providence Little Company of Mary Medical Center, Torrance",.,.,.,.,Los Angeles,317.0,1.0,0.51,No Difference,0.03,2.51,NULL
2013,California,SSI,Exploratory laparotomy,930000101,"Providence Saint Joseph Medical Center, Burbank",.,.,.,.,Los Angeles,417.0,1.0,0.42,No Difference,0.02,2.08,NULL
2013,California,SSI,Exploratory laparotomy,930000091,"Providence Tarzana Medical Center, Tarzana",.,.,.,.,Los Angeles,264.0,0.0,0.0,No Difference,0.0,1.43,NULL
2013,California,SSI,Exploratory laparotomy,110000041,"Queen of The Valley Medical Center, Napa",.,.,.,.,Napa,40.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,80000023,"Rady Children's Hospital, San Diego",.,.,.,.,San Diego,149.0,0.0,0.0,No Difference,0.0,4.19,NULL
2013,California,SSI,Exploratory laparotomy,240000046,Redlands Community Hospital,.,.,.,.,San Bernardino,215.0,2.0,1.55,No Difference,0.26,5.13,NULL
2013,California,SSI,Exploratory laparotomy,110000045,"Redwood Memorial Hospital, fortuna",.,.,.,.,Humboldt,32.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,70000133,Regional Medical Center of San Jose,.,.,.,.,Santa Clara,84.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,120000409,Ridgecrest Regional Hospital,.,.,.,.,Kern,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,250000049,Riverside Community Hospital,.,.,.,.,Riverside,149.0,2.0,2.24,No Difference,0.27,8.1,NULL
2013,California,SSI,Exploratory laparotomy,250000050,"Riverside County Regional Medical Center, Moreno Valley",.,.,.,.,Riverside,70.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,930000162,"Ronald Reagan UCLA Medical Center, Los Angeles",.,.,.,.,Los Angeles,842.0,7.0,0.86,No Difference,0.38,1.7,NULL
2013,California,SSI,Exploratory laparotomy,60000063,"Saddleback Memorial Medical Center, Laguna Hills",060000064,Saddleback Memorial Medical Center-San Clemente,.,.,Orange,206.0,1.0,0.67,No Difference,0.03,3.29,† See data dictionary
2013,California,SSI,Exploratory laparotomy,40000126,"Saint Agnes Medical Center, Fresno",.,.,.,.,Fresno,185.0,0.0,0.0,No Difference,0.0,2.84,NULL
2013,California,SSI,Exploratory laparotomy,930000128,"Saint Francis Medical Center, Lynwood",.,.,.,.,Los Angeles,139.0,0.0,0.0,No Difference,0.0,4.44,NULL
2013,California,SSI,Exploratory laparotomy,220000029,"Saint Francis Memorial Hospital, San Francisco",.,.,.,.,San Francisco,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,930000100,"Saint John's Health Center, Santa Monica",.,.,.,.,Los Angeles,40.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,70000635,"Saint Louise Regional Hospital, Gilroy",.,.,.,.,Santa Clara,37.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,930000104,"Saint Vincent Medical Center, Los Angeles",.,.,.,.,Los Angeles,117.0,0.0,0.0,No Difference,0.0,4.54,NULL
2013,California,SSI,Exploratory laparotomy,70000147,Salinas Valley Memorial Hospital,.,.,.,.,Monterey,206.0,0.0,0.0,No Difference,0.0,2.35,NULL
2013,California,SSI,Exploratory laparotomy,240000053,"San Antonio Community Hospital, Upland",.,.,.,.,San Bernardino,335.0,1.0,0.54,No Difference,0.03,2.64,NULL
2013,California,SSI,Exploratory laparotomy,930000125,San Dimas Community Hospital,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,220000019,San Francisco General Hospital,.,.,.,.,San Francisco,178.0,2.0,1.11,No Difference,0.19,3.66,NULL
2013,California,SSI,Exploratory laparotomy,930000041,"San Gabriel Valley Medical Center, San Gabriel",.,.,.,.,Los Angeles,79.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,250000101,"San Gorgonio Memorial Hospital, Banning",.,.,.,.,Riverside,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,120000411,"San Joaquin Community Hospital, Bakersfield",.,.,.,.,Kern,377.0,2.0,0.92,No Difference,0.16,3.05,NULL
2013,California,SSI,Exploratory laparotomy,30000135,"San Joaquin General Hospital, French Camp",.,.,.,.,San Joaquin,48.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,630013913,San Leandro Hospital,.,.,.,.,Alameda,27.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,220000007,San Mateo Medical Center,.,.,.,.,San Mateo,22.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,140000704,San Ramon Regional Medical Center,140000683,San Ramon Regional Medical Center South Building,.,.,Contra Costa,38.0,2.0,NULL,NULL,NULL,NULL,† See data dictionary
2013,California,SSI,Exploratory laparotomy,50000280,Santa Barbara Cottage Hospital,050000022,Cottage Rehabilitation Hospital at Santa Barbara,.,.,Santa Barbara,412.0,6.0,2.09,No Difference,0.85,4.35,† See data dictionary
2013,California,SSI,Exploratory laparotomy,70000149,"Santa Clara Valley Medical Center, San Jose",.,.,.,.,Santa Clara,197.0,1.0,0.75,No Difference,0.04,3.69,NULL
2013,California,SSI,Exploratory laparotomy,930000049,"Santa Monica, UCLA Medical Center and Orthopaedic",.,.,.,.,Los Angeles,245.0,1.0,0.5,No Difference,0.03,2.49,NULL
2013,California,SSI,Exploratory laparotomy,140001268,Santa Rosa Memorial Hospital,.,.,.,.,Sonoma,131.0,0.0,0.0,No Difference,0.0,5.07,NULL
2013,California,SSI,Exploratory laparotomy,80000022,"Scripps Green Hospital, La Jolla",.,.,.,.,San Diego,71.0,2.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,80000150,"Scripps Memorial Hospital, Encinitas",.,.,.,.,San Diego,75.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,80000149,"Scripps Memorial Hospital, La Jolla",.,.,.,.,San Diego,143.0,0.0,0.0,No Difference,0.0,4.35,NULL
2013,California,SSI,Exploratory laparotomy,90000025,"Scripps Mercy Hospital, San Diego",090000016,Scripps Mercy Hospital Chula Vista,.,.,San Diego,115.0,3.0,4.46,No Difference,0.92,13.05,† See data dictionary
2013,California,SSI,Exploratory laparotomy,220000025,"Sequoia Hospital, Redwood City",.,.,.,.,San Mateo,99.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,220000026,"Seton Medical Center, Daly City",220000028,"Seton Medical Center-Coastside, Moss Beach",.,.,San Mateo,73.0,0.0,NULL,NULL,NULL,NULL,† See data dictionary
2013,California,SSI,Exploratory laparotomy,90000021,Sharp Chula Vista Medical Center,.,.,.,.,San Diego,64.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,90000033,Sharp Coronado Hospital and Healthcare Center,.,.,.,.,San Diego,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,80001470,"Sharp Mary Birch for Women & Newborns, San Diego",.,.,.,.,San Diego,21.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,80000036,"Sharp Memorial Hospital, San Diego",.,.,.,.,San Diego,169.0,0.0,0.0,No Difference,0.0,2.64,NULL
2013,California,SSI,Exploratory laparotomy,230000016,"Shasta Regional Medical Center, Redding",.,.,.,.,Shasta,34.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,930000140,Sherman Oaks Hospital,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,230000262,"Sierra Nevada Memorial Hospital, Grass Valley",.,.,.,.,Nevada,67.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,120001464,"Sierra View District Hospital, Porterville",.,.,.,.,Tulare,91.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,50000031,"Sierra Vista Regional Medical Center, San Luis Obispo",.,.,.,.,San Luis Obispo,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,930000035,"Silver Lake Medical Center, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,50000455,Simi Valley Hospital & Health Care Services,.,.,.,.,Ventura,166.0,0.0,0.0,No Difference,0.0,3.75,NULL
2013,California,SSI,Exploratory laparotomy,110000056,Sonoma Valley Hospital,.,.,.,.,Sonoma,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,30001799,Sonora Regional Medical Center Campus #1,030000365,Sonora Regional Medical Center Campus #2,.,.,Tuolumne,53.0,0.0,NULL,NULL,NULL,NULL,† See data dictionary
2013,California,SSI,Exploratory laparotomy,930000015,Southern California Hospital at Culiver City,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,930000064,Southern California Hospital at Hollywood,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,250000507,"Southwest Healthcare Systems, Murrieta",250000344,"Southwest Healthcare Systems, Wildomar",.,.,Riverside,160.0,0.0,0.0,No Difference,0.0,3.79,† See data dictionary
2013,California,SSI,Exploratory laparotomy,240000103,St Bernardine Medical Center,.,.,.,.,San Bernardino,37.0,2.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,230000020,"St Elizabeth Community Hospital, Red Bluff",.,.,.,.,Tehama,33.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,110000044,"St Helena Hospital, Clearlake",.,.,.,.,Lake,22.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,110000058,"St Helena Hospital, St Helena",.,.,.,.,Napa,40.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,50000026,"St John's Pleasant Valley Hospital, Arillo",.,.,.,.,Ventura,48.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,50000035,"St John's Regional Medical Center, Oxnard",.,.,.,.,Ventura,274.0,0.0,0.0,No Difference,0.0,1.88,NULL
2013,California,SSI,Exploratory laparotomy,110000067,"St Joseph Hospital, Eureka",.,.,.,.,Humboldt,160.0,1.0,1.12,No Difference,0.03,6.22,NULL
2013,California,SSI,Exploratory laparotomy,60000067,"St Joseph Hospital, Orange",.,.,.,.,Orange,457.0,0.0,0.0,Low,0.0,0.89,NULL
2013,California,SSI,Exploratory laparotomy,30000143,St Joseph's Medical Center of Stockton,.,.,.,.,San Joaquin,68.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,60000068,"St Jude Medical Center, Fullerton",.,.,.,.,Orange,213.0,0.0,0.0,No Difference,0.0,2.53,NULL
2013,California,SSI,Exploratory laparotomy,240000104,"St Mary Medical Center, Apple Valley",.,.,.,.,San Bernardino,338.0,1.0,0.49,No Difference,0.03,2.43,NULL
2013,California,SSI,Exploratory laparotomy,930000103,"St Mary Medical Center, Long Beach",.,.,.,.,Los Angeles,175.0,0.0,0.0,No Difference,0.0,3.85,NULL
2013,California,SSI,Exploratory laparotomy,220000030,"St Mary's Medical Center, San Francisco",.,.,.,.,San Francisco,51.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,140000041,"St Rose Hospital, Hayward",.,.,.,.,Alameda,82.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,70001357,"Stanford Hospital, Stanford",.,.,.,.,Santa Clara,815.0,11.0,1.46,No Difference,0.77,2.53,NULL
2013,California,SSI,Exploratory laparotomy,30001661,"Stanislaus Surgical Hospital, Modesto",.,.,.,.,Stanislaus,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,30000108,"Sutter Amador Hospital, Jackson",.,.,.,.,Amador,49.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,30000109,"Sutter Auburn Faith Hospital, Auburn",.,.,.,.,Placer,61.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,110000049,"Sutter Coast Hospital, Crescent City",.,.,.,.,Del Norte,31.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,30000149,"Sutter Davis Hospital, Davis",.,.,.,.,Yolo,51.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,140000016,"Sutter Delta Medical Center, Antioch",.,.,.,.,Contra Costa,81.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,30000151,"Sutter General Hospital, Sacramento",030000112,"Sutter Memorial Hospital, Sacramento",.,.,Sacramento,460.0,0.0,0.0,Low,0.0,0.93,† See data dictionary
2013,California,SSI,Exploratory laparotomy,110000019,"Sutter Lakeside Hospital, Lakeport",.,.,.,.,Lake,22.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,70000959,Sutter Maternity & Surgery Center of Santa Cruz,.,.,.,.,Santa Cruz,24.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,110000007,Sutter Medical Center of Santa Rosa,l.,,***,,Sonoma,102.0,0.0,0.0,No Difference,0.0,5.56,NULL
2013,California,SSI,Exploratory laparotomy,30000134,Sutter Roseville Medical Center,.,.,.,.,Placer,303.0,0.0,0.0,No Difference,0.0,1.45,NULL
2013,California,SSI,Exploratory laparotomy,110000068,"Sutter Solano Medical Center, Vallejo",.,.,.,.,Solano,96.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,630011844,"Sutter Surgical Hospital, North Valley, Yuba City",.,.,.,.,Sutter,21.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,30000141,Sutter Tracy Community Hospital,.,.,.,.,San Joaquin,39.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,230000265,"Tahoe forest Hospital, Truckee",.,.,.,.,Nevada,31.0,2.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI,Exploratory laparotomy,930000143,"Temple Community Hospital, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,930000127,"Torrance Memorial Medical Center, Torrance",.,.,.,.,Los Angeles,116.0,2.0,3.01,No Difference,0.36,10.86,NULL
2013,California,SSI,Exploratory laparotomy,80000152,"Tri-City Medical Center, Oceanside",.,.,.,.,San Diego,299.0,3.0,1.62,No Difference,0.41,4.41,NULL
2013,California,SSI,Exploratory laparotomy,930000032,"Tri-City Regional Medical Center, Hawaiian Gardens",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI,Exploratory laparotomy,230000022,"Trinity Hospital, Weaverville",.,.,.,.,Trinity,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
