yearvalue(long),statevalue,hai,facilityid(double precision),facilityname,county,hospitalcategoryriskadjustment,hospitaltype,infectionsreported(double precision),infectionspredicted(double precision),patientdays(double precision),sir(double precision),sircininefivelowerlimit(double precision),sircininefiveupperlimit(double precision),comparison,mettwozerotwozerogoal,months(double precision),sirtwozeroonefive(double precision),notes
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000124.0,Washington Hospital,Sacramento,Rehabilitation Hospital or Unit,Major Teaching,0.0,0.12,6289.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000901.0,Garfield Medical Center,Sacramento,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,1.0,1.1,29148.0,0.91,0.05,4.47,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodsteram Infections (MRSA BSI),30000127.0,Marshall Medical Center,Sacramento,Acute Care Hospital,Rehabilitation Unit,6.0,7.86,94044.0,0.76,0.31,1.59,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000037.0,Adventist Health Selma,Sacramento,Acute Care Hospital,Critical Access,0.0,1.72,29395.0,0.0,0.0,1.75,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus ureus Bloodstream Infections (MRSA BSI),30001506.0,"John Muir Medical Center, Walnut Creek Campus",Sacramento,Acute Care Hospital,Long-Term Acute Care,0.0,0.2,7154.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000151.0,Lakewood Regional Medical Center,Sacramento,Acute Care Hospital,Rehabilitation Unit,11.0,11.06,150361.0,1.0,0.52,1.73,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000113.0,"John Muir Medical Center, Concord Campus",Sacramento,Acute Care Hospital,Critical Access,20.0,17.65,210058.0,1.13,0.71,1.72,Same,No,12.0,0.0,¥ See Data Dictionary
2728,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000113.0,Emanate Health Queen of the Valley Hospital,Sacramento,Rehabilitation Hospital or Unit,Critical Access,0.0,0.12,6362.0,0.0,0.0,1.38,Same,o,12.0,0.0,¥ See Data Dictionary
1114,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000907.0,Community Hospital of The Monterey Peninsula,Sacramento,Long-Term Acute Care Hospital,Major Teaching,2.0,3.49,17631.0,0.57,0.1,1.89,Same,No,12.0,0.0,¥ See ata Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000142.0,"Providence St. Joseph Hospital, Eureka",San Beniot,Critical Access Hospital,Critical Access,0.0,0.17,8018.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000100.0,College Medical Center,San Bernardino,Acute Care Hospital,Major Teaching,10.0,8.85,102025.0,1.13,0.57,2.01,Same,No,12.0,1.63,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001218.0,"Kaiser Foundation Hospital, Oakland/Richmond",San Bernardino,Rehabilitation Hospital or Unit,Major Teaching,0.0,0.24,12770.0,0.0,0.0,15.19,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,Califonia,Methicillin-Resistant Staphylococcus arueus Bloodstream Infections (MRSA BSI),240000001.0,"Providence St. Joseph Hospital, Eureka",San Bernardino,Acute Care Hospital,Free-Standing Rehabilitation,0.0,0.39,12934.0,0.0,0.0,9.38,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000002.0,"Kaiser Foundation Hospital, Oakland/Richmond",San Bernardino,Critical Access Hospital,Critical Access,0.0,0.02,1007.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000003.0,"Kindred Hospital, Westminster",San Bernardino,Acute Care Hospital,Long-Term Acute Care,1.0,0.72,18324.0,1.39,0.04,7.75,ame,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000034.0,Loma Linda University Medical Center East Campus Hospital,San Bernardino,Critical Access Hospital,Rehabilitation Unit,0.0,0.02,745.0,0.0,0.0,1.38,ame,oN,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000082.0,"John Muir Medical Center, Walnut Creek Campus",San Bernardino,Acute Care Hospital,Critical Access,4.0,1.42,32331.0,2.82,0.9,6.8,aSme,No,12.0,0.64,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001330.0,Beverly Hospital,an Bernardino,Acute Care Hospital,Free-Standing Rehabilitation,0.0,1.85,41077.0,0.0,0.0,1.62,Same,Yes,12.0,1.98,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000014.0,MemorialCare Long Beach Medical Center,San Bernardino,Acute Care Hospital,Critical Access,0.0,0.12,6055.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Cxalifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000024.0,"John Muir Medical Center, Concord Campus",San Bernardino,Acute Care Hospital,Rehabilitation Unit,3.0,5.04,95617.0,0.6,0.15,1.62,Same,Nfo,12.0,0.45,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013398.0,Beverly Hospital,San Bernardino,Acute Care Hospital,Critical Access,1.0,2.4,52143.0,0.42,0.02,2.05,Same,Yes,12.0,0.74,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000040.0,"Kindred Hospital, Ontario",San Bernardino,Long-Term Acute Care Hospital,Long-Term Acute Care,1.0,5.09,26371.0,0.2,0.01,0.97,Better,Yes,12.0,1.66,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240001515.0,"Kindred Hospital, South Bay",San Bernardino,Long-Term Acute Care Hospital,Critical Access,1.0,3.52,18409.0,0.28,0.01,1.4,Same,Yes,12.0,1.46,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015551.0,Stanford Health Care - ValleyCare,San Bernadino,Acute Care Hospital,Rehabilitation Unit,1.0,4.59,90914.0,0.22,0.01,1.07,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000027.0,Beverly Hospital,San Bernardino,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,8.0,11.04,109546.0,0.73,0.34,1.38,Same,No,12.0,1.89,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025.0,Loma Linda University Medical Center East Campus Hospital,San Bernardino,Rehabilitation Hospital or Unit,Critical Access,1.0,0.28,14572.0,3.61,0.09,20.11,Same,No,12.0,3.97,¥ See Data Dictionary
2021,Calfiornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025.0,San Leandro Hospital,San Bernardino,Acute Care Hospital,Free-Standing Rehabilitation,0.0,1.07,19933.0,0.0,0.0,2.81,Same,Yes,12.0,0.0,¥ See Data Dictionary
1657,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012294.0,"Kindred Hospital, Westminster",San Bernardino,Acute Care Hospital,Critical Access,0.0,0.1,4397.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000009.0,Alta Bates Summit Medical Center,San Bernardino,Acute Care Hospital,Critical Access,0.0,0.31,10205.0,0.0,0.0,11.73,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000052.0,"John Muir Medical Center, Concord Campus",San Bernardino,Critical Access Hospital,Rehabilitation Unit,0.0,0.02,1077.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Calfornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000104.0,Fresno Surgical Hospital,San Bernardino,Acute Care Hospital,Critical Access,5.0,4.35,63702.0,1.15,0.42,2.55,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000046.0,Saint Francis Memorial Hospital,San Bernardino,Acute Care Hospital,Critical Access,4.0,1.89,44746.0,2.12,0.67,5.12,Sae,No,12.0,0.0,¥ See Datua Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000053.0,Alhambra Hospital Medical Center,San Bernardino,Acute Care Hospital,Critical Access,5.0,3.81,76390.0,1.31,0.48,2.91,Same,No,12.0,0.41,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000103.0,Grossmont Hospital,San Bernardino,Acute Care Hospital,Critical Access,5.0,5.66,74929.0,0.88,0.32,1.96,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Claifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012380.0,Washington Hospital,San Bernardino,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0.0,0.06,2919.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictiomnary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000054.0,"Kaiser Foundation Hospital, San Jose",San Bernardino,Acute Care Hospital,Rehabilitation Unit,2.0,0.57,22310.0,3.51,0.43,12.66,Same,No,12.0,1.07,¥ See Data Dictionary
2021,Canlifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000013.0,"Kaiser Foundation Hospital, Oakland/Richmond",San Diego,Acute Care Hospital,Long-Term Acute Care,4.0,1.15,22995.0,3.47,1.1,8.38,Worse,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000045.0,Grossmont Hospital,San Diego,Acute Care Hospital,Critical Access,9.0,8.07,128313.0,1.12,0.54,2.05,Same,No,12.0,0.0,¥ See Data Dictionary
1284,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000045.0,Paradise Valley Hospital,San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.09,4488.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2090,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017096.0,San Ramon Regional Medical Center,San Diego,Acute Care Hospital,Rehabilitation Unit,1.0,3.59,71736.0,0.28,0.01,1.38,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000144.0,College Medical Center,San Diego,Acute Care Hospital,Rehabilitation Unit,2.0,2.72,44387.0,0.74,0.12,2.43,Same,No,12.0,0.0,¥ See Data Dictionary
2021,aClifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSABSI),90000048.0,Henry Mayo Newhall Hospital,San Diego,Long-Term Acute Care Hospital,Long-Term Acute Care,7.0,2.73,18269.0,2.57,1.12,5.08,Worse,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicililin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013873.0,San Joaquin Valley Rehabilitation Hospital,San Diego,Acute Care Hospital,Rehabilitation Unit,6.0,4.61,93025.0,1.3,0.53,2.71,Same,No,12.0,1.82,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000147.0,Adventist Health Tehachapi Valley,San Diego,Acute Care Hospital,Long-Term Acute Care,1.0,0.74,20309.0,1.34,0.03,7.49,Samhe,oN,12.0,0.0,¥ See Data Dictionary
1643,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000147.0,"Kindred Hospital, Los Angeles",San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.03,1352.0,0.0,0.0,1.38,Same,No,4.0,0.0,¥ See Data Dictionary
2021,Caolifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000145.0,Marshall Medical Center,San Diego,Acute Care Hospital,Rehabilitation Unit,2.0,1.61,24655.0,1.24,0.21,4.1,ame,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aurieus Bloodstream Infections (MRSA BSI),90000145.0,Paradise Valley Hospital,San Diego,Rehabilitation Hospital or Unit,"Community, 125-250 Beds",0.0,0.11,5715.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000023.0,Community Regional Medical Center,San Dego,Acute Care Hospital,Rehabilitation Unit,3.0,2.61,75588.0,1.15,0.29,3.13,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000022.0,"John Muir Medical Center, Concord Campus",San Diego,Acute Care Hospital,Rehabilitation Unit,0.0,1.52,33490.0,0.0,0.0,1.97,Saem,Yes,11.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000150.0,Sharp Memorial Hospital,San Diego,Acute Care Hospital,Rehabilitation Unit,1.0,1.72,55350.0,0.58,0.03,2.87,Same,No,11.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000149.0,Community Regional Medical Center,San Diego,Acute Care Hospital,Critical Access,2.0,4.59,102366.0,0.44,0.07,1.44,Same,Yes,11.0,0.0,¥ See Data Dictionary
2021,Clifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000025.0,San Leandro Hospital,San Diego,Acute Care Hospitjal,Major Teaching,2.0,6.3,94213.0,0.32,0.05,1.05,Same,Yes,11.0,0.0,¥ See Data iDctionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000016.0,Kern Medical Center,San Diego,Acute Care Hospital,"Community, 125-250 Beds",3.0,1.63,40995.0,1.84,0.47,5.01,Same,No,11.0,0.0,¥ See Data Dictionary
2152,Californioa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000977.0,San Leandro Hospital,San Diego,Long-Term Acute Care Hospital,Free-Standing Rehabilitation,3.0,4.94,26162.0,0.61,0.15,1.65,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Caliornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000021.0,"Kaiser Foundation Hospital, South Bay",San Diego,Acute Care Hospital,Rehabilitation Unit,5.0,5.16,89803.0,0.97,0.36,2.15,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000033.0,El Centro Regional Medical Center,San Diego,Acute Care Hospital,Critical Access,0.0,0.76,12530.0,0.0,0.0,4.88,Same,Yes,12.0,0.0,¥ See Data Dictionary
1718,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80001470.0,"Kaiser Foundation Hospital, Redwood City",San Diego,Acute Care Hospital,Long-Term Acute Care,0.0,1.45,55402.0,0.0,0.0,2.07,Saume,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000129.0,Sharp Memorial Hospital,San Dieog,Acute Care Hospital,Critical Access,3.0,8.07,106114.0,0.37,0.1,1.01,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000036.0,Sharp Memorial Hospital,San Diego,Rehabilitation Hospital or Unit,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,0.0,0.14,7511.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictinary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000152.0,Tri-City Medical Center,Sna Diego,Acute Care Hospital,Free-Standing Rehabilitation,2.0,2.92,62066.0,0.68,0.12,2.26,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Califoria,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000160.0,Tri-City Medical Center,San Diego,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.05,2608.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictioanry
1732,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000154.0,Alta Bates Summit Medical Center,San Diego,Acute Care Hospital,Critical Access,11.0,7.78,84412.0,1.41,0.74,2.46,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureusB loodstream Infections (MRSA BSI),90001116.0,Fresno Surgical Hospital,San Diego,Acute Care Hospital,Long-Term Acute Care,5.0,10.52,133026.0,0.48,0.17,1.05,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000023.0,"California Pacific Medical Center, Davies Campus Hospital",San Francisco,Acute Care Hospital,Rehabilitation Unit,1.0,0.98,14449.0,1.02,0.03,5.67,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000100.0,"California Pacific Medical Center, Davies Campus Hospital",San Francisoc,Rehabilitation Hospital or Unit,Critical Access,0.0,0.17,8856.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000018.0,Marshall Medical Center,San Francisco,Acute Care Hospital,Critical Access,1.0,1.64,22005.0,0.61,0.03,3.01,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Califonia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000022.0,Alhambra Hospital Medical Center,San Francisco,Acute Care Hospital,Critical Access,2.0,7.93,90009.0,0.25,0.04,0.83,Better***,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillni-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000003.0,"John Muir Medical Center, Concord Campus",San Francisco,Acute Care Hospital,Critical Access,0.0,0.15,6309.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Metheicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000008.0,Adventist Health Selma,San Francisco,Acute Care Hospital,Rehabilitation Unit,1.0,3.43,68310.0,0.29,0.02,1.44,Same,Yes,12.0,0.27,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BI),630016625.0,"Good Samaritan Hospital, Bakersfield",San Francisco,Long-Term Acute Care Hospitl,Long-Term Acute Care,0.0,1.43,9910.0,0.0,0.0,2.1,Same,Ys,9.0,0.0,"Incomplete Reporter, interpret with caution"
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000041.0,Laguna Honda Hospital & Rehabilitation Center,San Francisco,Acute Care Hospital,"Community, <125 Beds",0.0,0.03,1129.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,mCalifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000012.0,Laguna Honda Hospital & Rehabilitation Center,San Franxcisco,Rehabiiltation Hospital or Unit,Rehabilitation Unit,0.0,0.01,464.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000038.0,Saint Francis Memorial Hospital,SanF rancisco,Acute Care Hopital,"Community, 125-250 Beds",1.0,0.9,16740.0,1.12,0.03,6.22,Saem,No,12.0,1.5,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000029.0,Saint Francis Memorial Hospital,San Francisco,Rehbailitation Hospital or Unit,Rehabilitation Unit,1.0,0.08,4176.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000030.0,St. Mary's Medical Center,San rancisco,Acxute Care Hospital,"Community, 125-250 Beds",0.0,1.06,17543.0,0.0,0.0,2.83,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000120.0,St. Mary's Medical Center,San Francisco,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.06,3063.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000031.0,"John Muir Medical Center, Concord Campus",San Francisco,Acute cCare Hospital,Major Teaching,12.0,15.76,157055.0,0.76,0.41,1.3,Same,No,12.0,0.5,¥ See Data Dictionary
1215,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015778.0,"Adventist Health White Memorial, Rehabilitation Unit",San Francisco,Acute Care Hofspital,Major Teaching,2.0,4.85,88281.0,0.41,0.07,1.36,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000015.0,Palmdale Regional Medical Center,San Francisco,Acute Care Hospital,Major Teaching,2.0,0.39,9506.0,5.07,0.61,18.32,Same,No,12.0,0.0,See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000019.0,Alta Bates Summit Medical Center,San Francisco,Acute Care Hspital,Major Teaching,3.0,6.4,89545.0,0.47,0.12,1.28,Same,Yes,12.0,0.67,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000195.0,Adventist Health Lodi Memorial,San Joaquin,Acute Care Hospital,"Community, 125-250 Beds",4.0,1.46,30571.0,2.74,0.87,6.6,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000139.0,Adventist Health Lodi Memorial,San Joxaquin,Rhabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.04,2065.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000117.0,"Kindred Hospital, Ontario",San Joaquin,Acut eCare Hospital,"Community, >250 Beds",2.0,0.86,14253.0,2.34,0.28,8.45,Same,No,12.0,0.0,¥ See Data Dictionary***
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000118.0,Centinela Hospital Medical Center,San Joaquin,Acute Cae Hospital,"Community, <125 Beds",1.0,0.8,16210.0,1.24,0.03,6.92,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000973.0,San Leandro Hospital,San Joaquin,Acutew Care Hospital,"Community, <125 Beds",1.0,0.22,10174.0,4.56,0.12,25.4,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000135.0,Community Regional Medical Center,San Joaquin,Acute Care Hospitaul,Major Teaching,7.0,4.1,60208.0,1.71,0.75,3.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Califorina,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000143.0,Kindred Hospital Paramount,San Joaquin,Acute aCre Hospital,"Community, >250 Beds",10.0,8.08,100682.0,1.24,0.63,2.21,ame,Nyo,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000141.0,Adventist Health Selma,San Joaquin,AcuteC are Hospital,"Community, <125 Beds",0.0,0.49,14367.0,0.0,0.0,7.54,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000016.0,Lakewood Regional Medical Center,San Luis Obispo,Acute Care Hopsital,"Community, <125 Beds",0.0,0.64,20787.0,0.0,0.0,5.8,aSme,Yes,12.0,0.0,¥ See Data Dictionary
2021,alifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000047.0,"Marian Regional Medical Center, Arroyo Grande",San Luis Obispo,Acute Care Hoscpital,"Community, <125 Beds",0.0,0.22,7230.0,0.0,0.0,17.02,ame,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus oBloodstream Infections (MRSA BSI),50000009.0,"Marian Regional Medical Center, Arroyo Grande",San Lusi Obispo,Rehabilittion Hospital or Unit,Rehabilitation Unit,0.0,0.13,6681.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000031.0,Paradise Valley Hospital,San Luis Obispo,Acute Care Hospital,"Community, 125-250 Beds",2.0,0.99,23968.0,2.03,0.25,7.32,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000037.0,"Providence St. Joseph Hospital, Eureka",San Luis Obispo,Ascute Care Hospital,"Community, <125 Beds",0.0,0.52,16762.0,0.0,0.0,7.13,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000026.0,San Leandro Hospital,San Mateo,Acute Cakre Hospital,"Community, 125-250 Beds",1.0,1.36,19123.0,0.73,0.04,3.62,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000010.0,"Kaiser Foundation Hospital, Redwood City",San Mateo,Acute Car eHospital,Major Teaching,1.0,1.43,32513.0,0.7,0.04,3.45,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000009.0,Washington Hospital,San Mateo,Acute Care ospital,"Community, <125 Beds",2.0,0.8,25765.0,2.5,0.3,9.03,aSme,No,12.0,0.0,¥ See Data Dictionary
