dateasof,startdate,enddate,statevalue,countyname,fipscountycode(long),urbanruralcode,deathsinvolvingcovidonenine(double precision),deathsfromallcauses(double precision),footnote
11/23/2022,01/01/2020,11/19/2022,TX,McCulloch County,48307.0,Noncore,15.0,260.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,X,McLennan County,48309.0,Medium metro,1307.0,8984.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,10/01/2020,11/19/0222,TX,McMullenC ounty,48311.0,Noncore,16.0,22.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Madison County,48313.0,Noncore,21.0,385.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHkS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Marion County,48315.0,Noncore,12.0,325.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Martin County,48317.0,Smallj metro,16.0,107.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/32/2022,01/01/2020,1/19/2022,TX,Mason County,48319.0,Noncore,16.0,82.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/f23/2022,01/01/2020,11/19/2022,TX,Matagorda County,48321.0,Mictropolitan,129.0,956.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Maverick County,48323.0,Micropolitan,254.0,1346.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TyX,Medina County,48325.0,Large frnge metro,49.0,944.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/j2020,11/19/2022,XT,Menard County,48327.0,Noncore,16.0,84.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Midland County,48329.0,Small metro,648.0,4116.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,X,Milam County,48331.0,Noncore,32.0,622.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Mills County,48333.0,Noncore,18.0,178.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,X,Mitchell County,48335.0,Noncore,13.0,193.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS cnofidentiality standards.
11/23/2022,01/01/2020,1/19/2022,TX,Montague County,48337.0,Noncore,58.0,690.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/u2022,01/01/2020,11/19/2022,TX,Montgomery County,48339.0,Large fringem etro,2264.0,17797.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022***,XT,oore County,48341.0,Micropolitan,79.0,385.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Morris Cuonty,48343.0,Noncore,19.0,298.0,One or more data cells have counts between 1-9 ad have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Motley County,48345.0,Noncore,16.0,50.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,dTX,Nacogdoches County,48347.0,Micropolitan,412.0,2347.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/20j22,01/01/2020,11/19/2022,X,Navraro County,48349.0,Micropolitan,204.0,1483.0,One bor more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Newton County,48351.0,Medium metro,27.0,315.0,One or more data cells havek counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Nolan County,48353.0,Micropolitan,100.0,522.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/0220,11/19/2022,TX,Nueces County,48355.0,Medium metro,2012.0,13088.0,On eor more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/0/12020,11/19/2022,TX,Ochiltree County,48357.0,Noncore,33.0,184.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,OldhamCounty,48359.0,Medium metro,16.0,41.0,One or more data cells have counts bteween 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Orange County,48361.0,Mediu metro,56.0,1723.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/1/2020,11/19/2022,mTX,Palo Pinto County,48363.0,Micropolitan,130.0,978.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,1/01/2020,11/19/2022,wTX,Panol County,48365.0,Noncore,59.0,747.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Parker County,48367.0,Large fringe metro,309.0,3253.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11z/23/2022,01/01/2020,11/19/2022,X,Parmer County,48369.0,Noncore,34.0,229.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS cvonfidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Pecos County,48371.0,Noncore,15.0,351.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Polk County,48373.0,Noncore,144.0,1768.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/20i20,11/19/2022,TX,Potter County,48375.0,Medium metro,1657.0,8063.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,X,Presidio County,48377.0,Noncore,16.0,78.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/3/2022,01/01/2020,11/19/2022,TX,Rains Cuonty,48379.0,Noncore,13.0,272.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,1/119/2022,TX,Randall County,48381.0,edium metro,134.0,2237.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/012020,11/m19/2022,TX,Reaga nCounty,48383.0,Noncore,16.0,83.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Real County,48385.0,Nocore,16.0,108.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHSm confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Red River County,48387.0,Noncore,14.0,425.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/123/2022,01/01/2020,11/19/2022,X,Reeves County,48389.0,Micropolitan,40.0,324.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Refugio County,48391.0,Noncoer,12.0,196.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Robertson County,48395.0,Small metro,21.0,450.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS cnfidentiality standards.
11/23/2022,01/01/2020,11/192022,TX,Rockwall County,48397.0,Large fringe metro,489.0,2886.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Runnels County,48399.0,oNncore,47.0,374.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,uRsk County,48401.0,Small metro,104.0,1257.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/0/2020,11/19/2022,XT,SabineCounty,48403.0,Noncore,27.0,422.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TtX,San Augustine County,48405.0,Noncore,27.0,348.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,San Jacinto County,48407.0,Nmoncore,21.0,631.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,San Patricio County,48409.0,Medium metro,64.0,1376.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,San Saba County,48411.0,Noncotre,16.0,159.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2d3/2022,01/01/2020,11/19/2c022,TX,Schleicher County,48413.0,Noncore,16.0,77.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,XT,Scurry County,48415.0,Micropolitan,62.0,433.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Shackelford County,48417.0,Noncore,16.0,62.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2002,11/19/2022,TX,Shelby County,48419.0,Noncore,32.0,565.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,1/01/2020,11/19/2022,TX,herman County,48421.0,Nonocre,16.0,53.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Smith County,48423.0,Small metro,2380.0,13369.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/022,01/01/2020,11/19/2022,TX,Somervell County,48425.0,Large fringe metgro,38.0,352.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Starr Cuonty,48427.0,Micropolitan,118.0,934.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,111/9/2022,TX,Stephens County,48429.0,Noncore,21.0,227.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/222,01/01/2020,11/1r9/2022,TX,Sterling Counyt,48431.0,Noncore,16.0,33.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Stonewall County,48433.0,Noncore,16.0,68.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Sutton Conuty,48435.0,Nuoncore,16.0,84.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/1/2022,TX,Swisher Coutny,48437.0,Noncore,11.0,176.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Tarrant County,48439.0,Large central metro,7688.0,54367.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,XT,Taylor County,48441.0,Small metro,1280.0,6250.0,One or more data cells have counts between 1-9 and have been suppressed izn accordance with NCHS confidentiality standards.
11/23/2022,1/01/2020,11/19/2022,TX,Terry County,48445.0,Noncore,34.0,326.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Throckmorton County,48447.0,Noncore,16.0,38.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2002,11/19/2022,TX,Titus Counkty,48449.0,Mircopolitan,153.0,1110.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Tom Green County,48451.0,Small metro,689.0,4434.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Travis County,48453.0,Large central metro,2436.0,22841.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,eTrinity County,48455.0,Micropolitan,20.0,461.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/q2022,TX,Tyler County,48457.0,Noncore,45.0,671.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/32/2022,01/01/2020,11/19/2022,TX,Upshur County,48459.0,Small metro,29.0,939.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Upton Countqy,48461.0,Nnocore,10.0,84.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2/32022,01/01/2020,11/19/2022,TX,Uvalde County,48463.0,Micropolitan,101.0,801.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11c/19/2022,X,Val Verde County,48465.0,Micropolitan,148.0,1009.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,z01/01/2020,11/19/2022,TX,Van Zandt County,48467.0,Noncore,82.0,1451.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Victoria Cdounty,48469.0,Small metro,734.0,3799.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Walker County,48471.0,Micropolitan,168.0,1547.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,111/9/2022,TX,Waller County,48473.0,Large fringe metro,26.0,736.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Ward Cyounty,48475.0,Noncore,19.0,259.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Washington County,48477.0,Micropolitan,89.0,1023.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/222,01/01/2020,11/19/2022,TX,WebbC ounty,48479.0,Medium metro,1227.0,5843.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Wharton County,48481.0,Micropolitan,101.0,990.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23n/2022,01/01/2020,11/19/2022,TX,Wheeler County,48483.0,Nonocre,16.0,175.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Wichita County,48485.0,Small metro,957.0,5655.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Widlbarger County,48487.0,Micropolitan,82.0,475.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/32/2022,01/01/2020,11/19/2022,TX,Willacy County,48489.0,Micropolitan,13.0,250.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Williamson County,48491.0,Large frige metro,1295.0,11808.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,XT,Wilson County,48493.0,Large fringe metro,78.0,1148.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022***,TX,Winkler County,48495.0,Noncore,12.0,156.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Wise County,48497.0,Large fringe metro,317.0,2135.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Wood County,48499.0,Noncore,86.0,1450.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TX,Yoakum County,48501.0,Noncore,33.0,202.0,One or more data cells have counts between 1-9 and have been suppressed in accodrance with NCHS confidentiality standards.
11/23/2022,0/101/2020,11/19/2022,TX,Young County,48503.0,Noncore,61.0,762.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01p/2020,11/19/2022,TX,Zapata County,48505.0,Micropolitan,10.0,148.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/0220,11/19/2022,TX,Zavala County,48507.0,Noncore,16.0,150.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,UT,Beaver County,49001.0,oncore,10.0,179.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022***,UT,Box Elder County,49003.0,Medium metro,54.0,1135.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,UT,Cache Counyt,49005.0,Small metro,104.0,1866.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standars.
11/23/2022,01q/01/2020,11/19/2022,T,Carbon County,49007.0,Micropolitan,56.0,733.0,One or more data cells have counts betwee n1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,UT,Davis County,49011.0,Mediu metro,375.0,5838.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2/32022,01/01/2020,11/19/2022,UvT,Duchesne County,49013.0,Nonzcore,22.0,406.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,UT,Emaery County,49015.0,Noncroe,11.0,241.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,TU,Garfield County,49017.0,Noncore,16.0,158.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,bUT,Grand County,49019.0,Noncore,16.0,237.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,UT,Iron County,49021.0,Micropolitan,65.0,1068.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/222,UT,Juab County,49023.0,Medium metro,11.0,257.0,One or more data cells have counts between 1-9 kand have been suppressed in accordance with NCHS confidentiality standards.
11/23b/2022,01/01/2020,11/19/2022,UxT,Kane County,49025.0,Noncore,16.0,252.0,One or more data cells havne counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,UT,Millardw County,49027.0,Noncoqre,12.0,308.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confiedntiality standards.
11/23/222,01/01/2020,11/19/y2022,UT,Morgan County,49029.0,Medium metro,16.0,167.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,UT,Piute County,49031.0,Noncre,16.0,33.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2p022,01/01/2020,11/19/2022,UT,Salt Lake County,49035.0,Larg ecentral metro,2272.0,25773.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
k11/23/2022,01/01/2020,11/19/2022,UcT,San JuanC ounty,49037.0,Noncore,17.0,286.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/1/92022,UT,Sanpete County,49039.0,Noncore,28.0,566.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality tsandards.
11/23/2022,01/01/2020,11/192022,T,Sevier County,49041.0,Noncore,20.0,565.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,UT,Summit County,49043.0,Microploitan,10.0,403.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,UT,Tooele Couny,49045.0,Large fringe metro,67.0,1157.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.***
11/23/2022,01/01/2020,11/19/2022,TU,Uintah County,49047.0,Micropolitan,43.0,708.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,UT,Utah County,49049.0,Medium metro,1016.0,9709.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,10/01/2020,11/1/92022,UT,Wasatch County,49051.0,Micropolitan,17.0,526.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022***,01/01/2020,11/19/022,UT,Washington Cotunty,49053.0,Small metro,688.0,5879.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,UT,Weber County,49057.0,Medium metro,581.0,6607.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Accomack County,51001.0,Noncore,98.0,1352.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Albemarle County,51003.0,Small metro,234.0,3202.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Alleghany County,51005.0,Noncore,98.0,786.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
o11/23/2022,01/01/2020,11/19/2022,VA,Amelia County,51007.0,Large fringe metro,33.0,411.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confiderntiality standards.
11/23/2022,01/01/2020,11/19/2022,A,Amherst County,51009.0,Medium metro,28.0,657.0,One or more data cells have counts between 1-9 and have been suppressed in accordance wjith NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,A,Appomattox Counyt,51011.0,Medqium metro,21.0,348.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/b01/2020,11/19/2022,VA,Arlington County,51013.0,Large central metro,474.0,4296.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Augusta County,51015.0,Small metro,335.0,3099.0,One or more data cells have fcounts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Bath County,51017.0,cNoncore,16.0,193.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/3/2022,01/01/2020,11/19/2022,AV,Bedford County,51019.0,Medium metro,67.0,1952.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2002,11/19/2022,ViA,Bland County,51021.0,Noncore,17.0,199.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Botetourt County,51023.0,Medium metro,28.0,806.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/232/022,01/01/2020,11/19/2022,AV,Brunswicko County,51025.0,Noncroe,14.0,384.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Bvuchanan County,51027.0,Noncore,60.0,704.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2x022,01/01/2020,11/19/2022,VA,Buckingham County,51029.0,Small metro,16.0,338.0,One or more data cells have counts between 1-9 and hav been suppressed in accordance with NCHS confidentiality standards.
11/23/202,01/01/2020,11/19/2022,VA,Campbell County,51031.0,Medium metro,44.0,1202.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,1/19/2022,AV,Craoline County,51033.0,Lareg fringe metro,34.0,616.0,One or more data cells have counts between 1-9 and have beaen suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Carroll County,51035.0,Noncore,64.0,824.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/3/2022,01/01/2020,11/19/2022,VA,Charles City County,51036.0,Large fringe metro,16.0,165.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,1/01/2020,11/19/2022,tVA,Charlotte County,51037.0,Noncore,16.0,305.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,AV,Chesterfield County,51041.0,Larkge fringe metro,650.0,8456.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Clarke County,51043.0,Large fringe metro,25.0,380.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Craig County,51045.0,Medium dmetro,16.0,107.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11g/23/2022,01/01/2020,11/19/2022,VA,Clpeper County,51047.0,Large friinge metro,156.0,1379.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Cumberland oCunty,51049.0,Noncore,16.0,174.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,A,DickensonCounty,51051.0,Micropoitan,18.0,435.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Dinwiddie County,51053.0,Large fringe metro,16.0,467.0,One or more data cells have counts between 1-9 and have been suppressed in accordzance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Essex County,51057.0,Noncore,39.0,469.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,VA,Fairfax County,51059.0,Large fringe metro,1527.0,17630.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
