OBJECTID,ElmType,SciName,CommonName,ElmCode,FedStatus,CalStatus,CDFWStatus,RPlantRank,CountyName,CountyCode,DataStatus,TaxonSort
13050,Plants - Vascular,Ceanothus confusus,Rincon Ridge ceanothus,PDRHA04220,None,None,-,1B.1,Sonoma,SON,Mapped and Unprocessed,Plants - Vascular - Rhamnaceae - Ceanothus confusus
13051,Plants - Vascular,Ceanothus divergens,Calistoga ceanothus,PDRHA04240,None,None,-,1B.2,Sonoma,SON,Mapped and Unprocessed,Plants - Vascular - Rhamnaceae - Ceanothus divergens
13052,Plants - Vascular,Ceanothus sonomensis,Sonoma ceanothus,PDRHA04420,None,None,-,1B.2,Sonoma,SON,Mapped and Unprocessed,Plants - Vascular - Rhamnaceae - Ceanothus sonomensis
13053,Plants - Vascular,Horkelia marinensis,Point Reyes horkelia,PDROS0W0B0,None,None,-,1B.2,Sonoma,SON,Mapped,Plants - Vascular - Rosaceae - Horkelia marinensis
13054,Plants - Vascular,Horkelia tenuiloba,thin-lobed horkelia,PDROS0W0E0,None,None,-,1B.2,Sonoma,SON,Mapped and Unprocessed,Plants - Vascular - Rosaceae - Horkelia tenuiloba
13055,Plants - Vascular,Potentilla uliginosa,Cunningham Marsh cinquefoil,PDROS1B4A0,None,None,-,1A,Sonoma,SON,Mapped,Plants - Vascular - Rosaceae - Potentilla uliginosa
13056,Plants - Vascular,Castilleja latifolia,Monterey Coast paintbrush,PDSCR0D1P0,None,None,-,4.3,Sonoma,SON,Unprocessed,Plants - Vascular - Orobanchaceae - Castilleja latifolia
13057,Plants - Vascular,Castilleja uliginosa,Pitkin Marsh paintbrush,PDSCR0D380,None,Endangered,-,1A,Sonoma,SON,Mapped,Plants - Vascular - Orobanchaceae - Castilleja uliginosa
13058,Plants - Vascular,Castilleja mendocinensis,Mendocino Coast paintbrush,PDSCR0D3N0,None,None,-,1B.2,Sonoma,SON,Mapped,Plants - Vascular - Orobanchaceae - Castilleja mendocinensis
13059,Plants - Vascular,Castilleja ambigua var. ambigua,johnny-nip,PDSCR0D401,None,None,-,4.2,Sonoma,SON,Unprocessed,Plants - Vascular - Orobanchaceae - Castilleja ambigua var. ambigua
13060,Plants - Vascular,Chloropyron maritimum ssp. palustre,Point Reyes salty bird's-beak,PDSCR0J0C3,None,None,-,1B.2,Sonoma,SON,Mapped,Plants - Vascular - Orobanchaceae - Chloropyron maritimum ssp. palustre
13061,Plants - Vascular,Chloropyron molle ssp. molle,soft salty bird's-beak,PDSCR0J0D2,Endangered,Rare,-,1B.2,Sonoma,SON,Mapped,Plants - Vascular - Orobanchaceae - Chloropyron molle ssp. molle
13062,Plants - Vascular,Cordylanthus tenuis ssp. brunneus,serpentine bird's-beak,PDSCR0J0S1,None,None,-,4.3,Sonoma,SON,Unprocessed,Plants - Vascular - Orobanchaceae - Cordylanthus tenuis ssp. brunneus
13063,Plants - Vascular,Cordylanthus tenuis ssp. capillaris,Pennell's bird's-beak,PDSCR0J0S2,Endangered,Rare,-,1B.2,Sonoma,SON,Mapped and Unprocessed,Plants - Vascular - Orobanchaceae - Cordylanthus tenuis ssp. capillaris
13064,Plants - Vascular,Gratiola heterosepala,Boggs Lake hedge-hyssop,PDSCR0R060,None,Endangered,-,1B.2,Sonoma,SON,Mapped,Plants - Vascular - Plantaginaceae - Gratiola heterosepala
13065,Plants - Vascular,Erythranthe nudata,bare monkeyflower,PDSCR1B200,None,None,-,4.3,Sonoma,SON,Unprocessed,Plants - Vascular - Phrymaceae - Erythranthe nudata
13066,Plants - Vascular,Penstemon newberryi var. sonomensis,Sonoma beardtongue,PDSCR1L483,None,None,-,1B.3,Sonoma,SON,Mapped,Plants - Vascular - Plantaginaceae - Penstemon newberryi var. sonomensis
13067,Plants - Vascular,Antirrhinum virga,twig-like snapdragon,PDSCR2S090,None,None,-,4.3,Sonoma,SON,Unprocessed,Plants - Vascular - Plantaginaceae - Antirrhinum virga
13068,Plants - Vascular,Dirca occidentalis,western leatherwood,PDTHY03010,None,None,-,1B.2,Sonoma,SON,Mapped,Plants - Vascular - Thymelaeaceae - Dirca occidentalis
13069,Plants - Vascular,Hesperocyparis pygmaea,pygmy cypress,PGCUP04032,None,None,-,1B.2,Sonoma,SON,Mapped and Unprocessed,Plants - Vascular - Cupressaceae - Hesperocyparis pygmaea
13070,Plants - Vascular,Carex californica,California sedge,PMCYP032D0,None,None,-,2B.2,Sonoma,SON,Mapped and Unprocessed,Plants - Vascular - Cyperaceae - Carex californica
13071,Plants - Vascular,Carex comosa,bristly sedge,PMCYP032Y0,None,None,-,2B.1,Sonoma,SON,Mapped,Plants - Vascular - Cyperaceae - Carex comosa
13072,Plants - Vascular,Carex saliniformis,deceiving sedge,PMCYP03BY0,None,None,-,1B.2,Sonoma,SON,Mapped,Plants - Vascular - Cyperaceae - Carex saliniformis
13073,Plants - Vascular,Eleocharis parvula,small spikerush,PMCYP091G0,None,None,-,4.3,Sonoma,SON,Unprocessed,Plants - Vascular - Cyperaceae - Eleocharis parvula
13074,Plants - Vascular,Eriophorum gracile,slender cottongrass,PMCYP0A080,None,None,-,4.3,Sonoma,SON,Unprocessed,Plants - Vascular - Cyperaceae - Eriophorum gracile
13075,Plants - Vascular,Rhynchospora alba,white beaked-rush,PMCYP0N010,None,None,-,2B.2,Sonoma,SON,Mapped,Plants - Vascular - Cyperaceae - Rhynchospora alba
13076,Plants - Vascular,Rhynchospora californica,California beaked-rush,PMCYP0N060,None,None,-,1B.1,Sonoma,SON,Mapped,Plants - Vascular - Cyperaceae - Rhynchospora californica
13077,Plants - Vascular,Rhynchospora capitellata,brownish beaked-rush,PMCYP0N080,None,None,-,2B.2,Sonoma,SON,Mapped,Plants - Vascular - Cyperaceae - Rhynchospora capitellata
13078,Plants - Vascular,Rhynchospora globularis,round-headed beaked-rush,PMCYP0N0W0,None,None,-,2B.1,Sonoma,SON,Mapped and Unprocessed,Plants - Vascular - Cyperaceae - Rhynchospora globularis
13079,Plants - Vascular,Iris longipetala,coast iris,PMIRI092E0,None,None,-,4.2,Sonoma,SON,Unprocessed,Plants - Vascular - Iridaceae - Iris longipetala
13080,Plants - Vascular,Allium peninsulare var. franciscanum,Franciscan onion,PMLIL021R1,None,None,-,1B.2,Sonoma,SON,Mapped,Plants - Vascular - Alliaceae - Allium peninsulare var. franciscanum
13081,Plants - Vascular,Brodiaea leptandra,narrow-anthered brodiaea,PMLIL0C022,None,None,-,1B.2,Sonoma,SON,Mapped and Unprocessed,Plants - Vascular - Themidaceae - Brodiaea leptandra
13082,Plants - Vascular,Calochortus uniflorus,pink star-tulip,PMLIL0D1F0,None,None,-,4.2,Sonoma,SON,Unprocessed,Plants - Vascular - Liliaceae - Calochortus uniflorus
13083,Plants - Vascular,Calochortus raichei,Cedars fairy-lantern,PMLIL0D1L0,None,None,-,1B.2,Sonoma,SON,Mapped and Unprocessed,Plants - Vascular - Liliaceae - Calochortus raichei
13084,Plants - Vascular,Chlorogalum pomeridianum var. minus,dwarf soaproot,PMLIL0G042,None,None,-,1B.2,Sonoma,SON,Mapped,Plants - Vascular - Agavaceae - Chlorogalum pomeridianum var. minus
13085,Plants - Vascular,Erythronium helenae,St. Helena fawn lily,PMLIL0U060,None,None,-,4.2,Sonoma,SON,Unprocessed,Plants - Vascular - Liliaceae - Erythronium helenae
13086,Plants - Vascular,Fritillaria liliacea,fragrant fritillary,PMLIL0V0C0,None,None,-,1B.2,Sonoma,SON,Mapped,Plants - Vascular - Liliaceae - Fritillaria liliacea
13087,Plants - Vascular,Fritillaria purdyi,Purdy's fritillary,PMLIL0V0H0,None,None,-,4.3,Sonoma,SON,Unprocessed,Plants - Vascular - Liliaceae - Fritillaria purdyi
13088,Plants - Vascular,Fritillaria roderickii,Roderick's fritillary,PMLIL0V0M0,None,Endangered,-,1B.1,Sonoma,SON,Mapped,Plants - Vascular - Liliaceae - Fritillaria roderickii
13089,Plants - Vascular,Lilium maritimum,coast lily,PMLIL1A0C0,None,None,-,1B.1,Sonoma,SON,Mapped and Unprocessed,Plants - Vascular - Liliaceae - Lilium maritimum
13090,Plants - Vascular,Lilium pardalinum ssp. pitkinense,Pitkin Marsh lily,PMLIL1A0H3,Endangered,Endangered,-,1B.1,Sonoma,SON,Mapped and Unprocessed,Plants - Vascular - Liliaceae - Lilium pardalinum ssp. pitkinense
13091,Plants - Vascular,Lilium rubescens,redwood lily,PMLIL1A0N0,None,None,-,4.2,Sonoma,SON,Unprocessed,Plants - Vascular - Liliaceae - Lilium rubescens
13092,Plants - Vascular,Triteleia lugens,dark-mouthed triteleia,PMLIL210D0,None,None,-,4.3,Sonoma,SON,Unprocessed,Plants - Vascular - Themidaceae - Triteleia lugens
13093,Plants - Vascular,Veratrum fimbriatum,fringed false-hellebore,PMLIL25030,None,None,-,4.3,Sonoma,SON,Unprocessed,Plants - Vascular - Melanthiaceae - Veratrum fimbriatum
13094,Plants - Vascular,Cypripedium californicum,California lady's-slipper,PMORC0Q040,None,None,-,4.2,Sonoma,SON,Unprocessed,Plants - Vascular - Orchidaceae - Cypripedium californicum
13095,Plants - Vascular,Cypripedium montanum,mountain lady's-slipper,PMORC0Q080,None,None,-,4.2,Sonoma,SON,Unprocessed,Plants - Vascular - Orchidaceae - Cypripedium montanum
13096,Plants - Vascular,Piperia candida,white-flowered rein orchid,PMORC1X050,None,None,-,1B.2,Sonoma,SON,Mapped,Plants - Vascular - Orchidaceae - Piperia candida
13097,Plants - Vascular,Piperia leptopetala,narrow-petaled rein orchid,PMORC1X100,None,None,-,4.3,Sonoma,SON,Unprocessed,Plants - Vascular - Orchidaceae - Piperia leptopetala
13098,Plants - Vascular,Agrostis blasdalei,Blasdale's bent grass,PMPOA04060,None,None,-,1B.2,Sonoma,SON,Mapped and Unprocessed,Plants - Vascular - Poaceae - Agrostis blasdalei
13099,Plants - Vascular,Alopecurus aequalis var. sonomensis,Sonoma alopecurus,PMPOA07012,Endangered,None,-,1B.1,Sonoma,SON,Mapped,Plants - Vascular - Poaceae - Alopecurus aequalis var. sonomensis
13100,Plants - Vascular,Calamagrostis bolanderi,Bolander's reed grass,PMPOA17010,None,None,-,4.2,Sonoma,SON,Unprocessed,Plants - Vascular - Poaceae - Calamagrostis bolanderi
13101,Plants - Vascular,Calamagrostis crassiglumis,Thurber's reed grass,PMPOA17070,None,None,-,2B.1,Sonoma,SON,Mapped,Plants - Vascular - Poaceae - Calamagrostis crassiglumis
13102,Plants - Vascular,Calamagrostis ophitidis,serpentine reed grass,PMPOA170V0,None,None,-,4.3,Sonoma,SON,Unprocessed,Plants - Vascular - Poaceae - Calamagrostis ophitidis
13103,Plants - Vascular,Panicum acuminatum var. thermale,Geysers panicum,PMPOA24028,None,Endangered,-,1B.2,Sonoma,SON,Mapped,Plants - Vascular - Poaceae - Panicum acuminatum var. thermale
13104,Plants - Vascular,Elymus californicus,California bottle-brush grass,PMPOA2H0W0,None,None,-,4.3,Sonoma,SON,Unprocessed,Plants - Vascular - Poaceae - Elymus californicus
13105,Plants - Vascular,Pleuropogon hooverianus,North Coast semaphore grass,PMPOA4Y070,None,Threatened,-,1B.1,Sonoma,SON,Mapped,Plants - Vascular - Poaceae - Pleuropogon hooverianus
13106,Plants - Vascular,Pleuropogon refractus,nodding semaphore grass,PMPOA4Y080,None,None,-,4.2,Sonoma,SON,Unprocessed,Plants - Vascular - Poaceae - Pleuropogon refractus
13107,Plants - Vascular,Stuckenia filiformis ssp. alpina,northern slender pondweed,PMPOT03091,None,None,-,2B.2,Sonoma,SON,Mapped,Plants - Vascular - Potamogetonaceae - Stuckenia filiformis ssp. alpina
13108,Plants - Vascular,Lycopodium clavatum,running-pine,PPLYC01080,None,None,-,4.1,Sonoma,SON,Mapped,Plants - Vascular - Lycopodiaceae - Lycopodium clavatum
13109,Animals - Amphibians,Ambystoma californiense pop. 1,California tiger salamander - central California DPS,AAAAA01181,Threatened,Threatened,WL,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Amphibians - Ambystomatidae - Ambystoma californiense pop. 1
13110,Animals - Amphibians,Batrachoseps diabolicus,Hell Hollow slender salamander,AAAAD02130,None,None,-,-,Stanislaus,STA,Unprocessed,Animals - Amphibians - Plethodontidae - Batrachoseps diabolicus
13111,Animals - Amphibians,Spea hammondii,western spadefoot,AAABF02020,None,None,SSC,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Amphibians - Scaphiopodidae - Spea hammondii
13112,Animals - Amphibians,Rana draytonii,California red-legged frog,AAABH01022,Threatened,None,SSC,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Amphibians - Ranidae - Rana draytonii
13113,Animals - Amphibians,Rana boylii pop. 4,foothill yellow-legged frog - central coast DPS,AAABH01054,Threatened,Endangered,-,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Amphibians - Ranidae - Rana boylii pop. 4
13114,Animals - Birds,Pelecanus occidentalis californicus,California brown pelican,ABNFC01021,Delisted,Delisted,-,-,Stanislaus,STA,Unprocessed,Animals - Birds - Pelecanidae - Pelecanus occidentalis californicus
13115,Animals - Birds,Nannopterum auritum,double-crested cormorant,ABNFD01020,None,None,WL,-,Stanislaus,STA,Unprocessed,Animals - Birds - Phalacrocoracidae - Nannopterum auritum
13116,Animals - Birds,Ardea herodias,great blue heron,ABNGA04010,None,None,-,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Birds - Ardeidae - Ardea herodias
13117,Animals - Birds,Ardea alba,great egret,ABNGA04040,None,None,-,-,Stanislaus,STA,Unprocessed,Animals - Birds - Ardeidae - Ardea alba
13118,Animals - Birds,Egretta thula,snowy egret,ABNGA06030,None,None,-,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Birds - Ardeidae - Egretta thula
13119,Animals - Birds,Nycticorax nycticorax,black-crowned night heron,ABNGA11010,None,None,-,-,Stanislaus,STA,Unprocessed,Animals - Birds - Ardeidae - Nycticorax nycticorax
13120,Animals - Birds,Plegadis chihi,white-faced ibis,ABNGE02020,None,None,WL,-,Stanislaus,STA,Unprocessed,Animals - Birds - Threskiornithidae - Plegadis chihi
13121,Animals - Birds,Branta hutchinsii leucopareia,cackling (=Aleutian Canada) goose,ABNJB05035,Delisted,None,WL,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Birds - Anatidae - Branta hutchinsii leucopareia
13122,Animals - Birds,Histrionicus histrionicus,harlequin duck,ABNJB15010,None,None,SSC,-,Stanislaus,STA,Unprocessed,Animals - Birds - Anatidae - Histrionicus histrionicus
13123,Animals - Birds,Pandion haliaetus,osprey,ABNKC01010,None,None,WL,-,Stanislaus,STA,Unprocessed,Animals - Birds - Pandionidae - Pandion haliaetus
13124,Animals - Birds,Elanus leucurus,white-tailed kite,ABNKC06010,None,None,FP,-,Stanislaus,STA,Unprocessed,Animals - Birds - Accipitridae - Elanus leucurus
13125,Animals - Birds,Haliaeetus leucocephalus,bald eagle,ABNKC10010,Delisted,Endangered,FP,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Birds - Accipitridae - Haliaeetus leucocephalus
13126,Animals - Birds,Circus hudsonius,northern harrier,ABNKC11011,None,None,SSC,-,Stanislaus,STA,Unprocessed,Animals - Birds - Accipitridae - Circus hudsonius
13127,Animals - Birds,Accipiter striatus,sharp-shinned hawk,ABNKC12020,None,None,WL,-,Stanislaus,STA,Unprocessed,Animals - Birds - Accipitridae - Accipiter striatus
13128,Animals - Birds,Accipiter cooperii,Cooper's hawk,ABNKC12040,None,None,WL,-,Stanislaus,STA,Unprocessed,Animals - Birds - Accipitridae - Accipiter cooperii
13129,Animals - Birds,Buteo swainsoni,Swainson's hawk,ABNKC19070,None,Threatened,-,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Birds - Accipitridae - Buteo swainsoni
13130,Animals - Birds,Buteo regalis,ferruginous hawk,ABNKC19120,None,None,WL,-,Stanislaus,STA,Unprocessed,Animals - Birds - Accipitridae - Buteo regalis
13131,Animals - Birds,Aquila chrysaetos,golden eagle,ABNKC22010,None,None,FP | WL,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Birds - Accipitridae - Aquila chrysaetos
13132,Animals - Birds,Falco columbarius,merlin,ABNKD06030,None,None,WL,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Birds - Falconidae - Falco columbarius
13133,Animals - Birds,Falco mexicanus,prairie falcon,ABNKD06090,None,None,WL,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Birds - Falconidae - Falco mexicanus
13134,Animals - Birds,Rallus obsoletus obsoletus,California Ridgway's rail,ABNME05011,Endangered,Endangered,FP,-,Stanislaus,STA,Unprocessed,Animals - Birds - Rallidae - Rallus obsoletus obsoletus
13135,Animals - Birds,Charadrius montanus,mountain plover,ABNNB03100,None,None,SSC,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Birds - Charadriidae - Charadrius montanus
13136,Animals - Birds,Numenius americanus,long-billed curlew,ABNNF07070,None,None,WL,-,Stanislaus,STA,Unprocessed,Animals - Birds - Scolopacidae - Numenius americanus
13137,Animals - Birds,Coccyzus americanus occidentalis,western yellow-billed cuckoo,ABNRB02022,Threatened,Endangered,-,-,Stanislaus,STA,Mapped,Animals - Birds - Cuculidae - Coccyzus americanus occidentalis
13138,Animals - Birds,Athene cunicularia,burrowing owl,ABNSB10010,None,None,SSC,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Birds - Strigidae - Athene cunicularia
13139,Animals - Birds,Asio flammeus,short-eared owl,ABNSB13040,None,None,SSC,-,Stanislaus,STA,Unprocessed,Animals - Birds - Strigidae - Asio flammeus
13140,Animals - Birds,Chaetura vauxi,Vaux's swift,ABNUA03020,None,None,SSC,-,Stanislaus,STA,Unprocessed,Animals - Birds - Apodidae - Chaetura vauxi
13141,Animals - Birds,Empidonax traillii,willow flycatcher,ABPAE33040,None,Endangered,-,-,Stanislaus,STA,Unprocessed,Animals - Birds - Tyrannidae - Empidonax traillii
13142,Animals - Birds,Eremophila alpestris actia,California horned lark,ABPAT02011,None,None,WL,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Birds - Alaudidae - Eremophila alpestris actia
13143,Animals - Birds,Pica nuttalli,yellow-billed magpie,ABPAV09020,None,None,-,-,Stanislaus,STA,Unprocessed,Animals - Birds - Corvidae - Pica nuttalli
13144,Animals - Birds,Lanius ludovicianus,loggerhead shrike,ABPBR01030,None,None,SSC,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Birds - Laniidae - Lanius ludovicianus
13145,Animals - Birds,Vireo bellii pusillus,least Bell's vireo,ABPBW01114,Endangered,Endangered,-,-,Stanislaus,STA,Mapped,Animals - Birds - Vireonidae - Vireo bellii pusillus
13146,Animals - Birds,Setophaga petechia,yellow warbler,ABPBX03010,None,None,SSC,-,Stanislaus,STA,Unprocessed,Animals - Birds - Parulidae - Setophaga petechia
13147,Animals - Birds,Icteria virens,yellow-breasted chat,ABPBX24010,None,None,SSC,-,Stanislaus,STA,Mapped,Animals - Birds - Icteriidae - Icteria virens
13148,Animals - Birds,Ammodramus savannarum,grasshopper sparrow,ABPBXA0020,None,None,SSC,-,Stanislaus,STA,Unprocessed,Animals - Birds - Passerellidae - Ammodramus savannarum
13149,Animals - Birds,Melospiza melodia pop. 1,"song sparrow (""Modesto"" population)",ABPBXA3013,None,None,SSC,-,Stanislaus,STA,Mapped,Animals - Birds - Passerellidae - Melospiza melodia pop. 1
13150,Animals - Birds,Agelaius tricolor,tricolored blackbird,ABPBXB0020,None,Threatened,SSC,-,Stanislaus,STA,Mapped,Animals - Birds - Icteridae - Agelaius tricolor
13151,Animals - Birds,Spinus lawrencei,Lawrence's goldfinch,ABPBY06100,None,None,-,-,Stanislaus,STA,Unprocessed,Animals - Birds - Fringillidae - Spinus lawrencei
13152,Animals - Fish,Entosphenus tridentatus,Pacific lamprey,AFBAA02100,None,None,SSC,-,Stanislaus,STA,Unprocessed,Animals - Fish - Petromyzontidae - Entosphenus tridentatus
13153,Animals - Fish,Cottus gulosus,riffle sculpin,AFC4E02140,None,None,SSC,-,Stanislaus,STA,Unprocessed,Animals - Fish - Cottidae - Cottus gulosus
13154,Animals - Fish,Acipenser medirostris pop. 1,green sturgeon - southern DPS,AFCAA01031,Threatened,None,-,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Fish - Acipenseridae - Acipenser medirostris pop. 1
13155,Animals - Fish,Acipenser transmontanus,white sturgeon,AFCAA01050,None,None,SSC,-,Stanislaus,STA,Unprocessed,Animals - Fish - Acipenseridae - Acipenser transmontanus
13156,Animals - Fish,Oncorhynchus keta,chum salmon,AFCHA02020,None,None,-,-,Stanislaus,STA,Unprocessed,Animals - Fish - Salmonidae - Oncorhynchus keta
13157,Animals - Fish,Oncorhynchus tshawytscha pop. 11,chinook salmon - Central Valley spring-run ESU,AFCHA0205L,Threatened,Threatened,-,-,Stanislaus,STA,Unprocessed,Animals - Fish - Salmonidae - Oncorhynchus tshawytscha pop. 11
13158,Animals - Fish,Oncorhynchus tshawytscha pop. 13,chinook salmon - Central Valley fall / late fall-run ESU,AFCHA0205N,None,None,SSC,-,Stanislaus,STA,Unprocessed,Animals - Fish - Salmonidae - Oncorhynchus tshawytscha pop. 13
13159,Animals - Fish,Oncorhynchus mykiss irideus pop. 11,steelhead - Central Valley DPS,AFCHA0209K,Threatened,None,-,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Fish - Salmonidae - Oncorhynchus mykiss irideus pop. 11
13160,Animals - Fish,Lavinia exilicauda exilicauda,Sacramento hitch,AFCJB19012,None,None,SSC,-,Stanislaus,STA,Unprocessed,Animals - Fish - Cyprinidae - Lavinia exilicauda exilicauda
13161,Animals - Fish,Hesperoleucus symmetricus symmetricus,central California roach,AFCJB19021,None,None,SSC,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Fish - Cyprinidae - Hesperoleucus symmetricus symmetricus
13162,Animals - Fish,Mylopharodon conocephalus,hardhead,AFCJB25010,None,None,SSC,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Fish - Cyprinidae - Mylopharodon conocephalus
13163,Animals - Fish,Pogonichthys macrolepidotus,Sacramento splittail,AFCJB34020,None,None,SSC,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Fish - Cyprinidae - Pogonichthys macrolepidotus
13164,Animals - Fish,Archoplites interruptus,Sacramento perch,AFCQB07010,None,None,SSC,-,Stanislaus,STA,Unprocessed,Animals - Fish - Centrarchidae - Archoplites interruptus
13165,Animals - Fish,Hysterocarpus traskii traskii,Sacramento-San Joaquin tule perch,AFCQK02012,None,None,-,-,Stanislaus,STA,Unprocessed,Animals - Fish - Embiotocidae - Hysterocarpus traskii traskii
13166,Animals - Mammals,Myotis yumanensis,Yuma myotis,AMACC01020,None,None,-,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Mammals - Vespertilionidae - Myotis yumanensis
13167,Animals - Mammals,Lasionycteris noctivagans,silver-haired bat,AMACC02010,None,None,-,-,Stanislaus,STA,Mapped,Animals - Mammals - Vespertilionidae - Lasionycteris noctivagans
13168,Animals - Mammals,Lasiurus cinereus,hoary bat,AMACC05032,None,None,-,-,Stanislaus,STA,Mapped,Animals - Mammals - Vespertilionidae - Lasiurus cinereus
13169,Animals - Mammals,Lasiurus frantzii,western red bat,AMACC05080,None,None,SSC,-,Stanislaus,STA,Mapped,Animals - Mammals - Vespertilionidae - Lasiurus frantzii
13170,Animals - Mammals,Corynorhinus townsendii,Townsend's big-eared bat,AMACC08010,None,None,SSC,-,Stanislaus,STA,Mapped,Animals - Mammals - Vespertilionidae - Corynorhinus townsendii
13171,Animals - Mammals,Antrozous pallidus,pallid bat,AMACC10010,None,None,SSC,-,Stanislaus,STA,Mapped,Animals - Mammals - Vespertilionidae - Antrozous pallidus
13172,Animals - Mammals,Eumops perotis californicus,western mastiff bat,AMACD02011,None,None,SSC,-,Stanislaus,STA,Mapped,Animals - Mammals - Molossidae - Eumops perotis californicus
13173,Animals - Mammals,Sylvilagus bachmani riparius,riparian brush rabbit,AMAEB01021,Endangered,Endangered,-,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Mammals - Leporidae - Sylvilagus bachmani riparius
13174,Animals - Mammals,Perognathus inornatus,San Joaquin pocket mouse,AMAFD01060,None,None,-,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Mammals - Heteromyidae - Perognathus inornatus
13175,Animals - Mammals,Dipodomys heermanni dixoni,Merced kangaroo rat,AMAFD03062,None,None,-,-,Stanislaus,STA,Mapped,Animals - Mammals - Heteromyidae - Dipodomys heermanni dixoni
13176,Animals - Mammals,Neotoma fuscipes riparia,riparian (=San Joaquin Valley) woodrat,AMAFF08081,Endangered,None,SSC,-,Stanislaus,STA,Mapped,Animals - Mammals - Cricetidae - Neotoma fuscipes riparia
13177,Animals - Mammals,Vulpes macrotis mutica,San Joaquin kit fox,AMAJA03041,Endangered,Threatened,-,-,Stanislaus,STA,Mapped,Animals - Mammals - Canidae - Vulpes macrotis mutica
13178,Animals - Mammals,Mustela frenata xanthogenys,San Joaquin long-tailed weasel,AMAJF02038,None,None,-,-,Stanislaus,STA,Unprocessed,Animals - Mammals - Mustelidae - Mustela frenata xanthogenys
13179,Animals - Mammals,Taxidea taxus,American badger,AMAJF04010,None,None,SSC,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Mammals - Mustelidae - Taxidea taxus
13180,Animals - Reptiles,Emys marmorata,western pond turtle,ARAAD02030,Proposed Threatened,None,SSC,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Reptiles - Emydidae - Emys marmorata
13181,Animals - Reptiles,Anniella pulchra,Northern California legless lizard,ARACC01020,None,None,SSC,-,Stanislaus,STA,Mapped,Animals - Reptiles - Anniellidae - Anniella pulchra
13182,Animals - Reptiles,Phrynosoma blainvillii,coast horned lizard,ARACF12100,None,None,SSC,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Reptiles - Phrynosomatidae - Phrynosoma blainvillii
13183,Animals - Reptiles,Arizona elegans occidentalis,California glossy snake,ARADB01017,None,None,SSC,-,Stanislaus,STA,Unprocessed,Animals - Reptiles - Colubridae - Arizona elegans occidentalis
13184,Animals - Reptiles,Masticophis flagellum ruddocki,San Joaquin coachwhip,ARADB21021,None,None,SSC,-,Stanislaus,STA,Mapped and Unprocessed,Animals - Reptiles - Colubridae - Masticophis flagellum ruddocki
13185,Animals - Reptiles,Masticophis lateralis euryxanthus,Alameda whipsnake,ARADB21031,Threatened,Threatened,-,-,Stanislaus,STA,Mapped,Animals - Reptiles - Colubridae - Masticophis lateralis euryxanthus
13186,Community - Terrestrial,Northern Hardpan Vernal Pool,Northern Hardpan Vernal Pool,CTT44110CA,None,None,-,-,Stanislaus,STA,Mapped and Unprocessed,Community - Terrestrial - Northern Hardpan Vernal Pool
13187,Community - Terrestrial,Coastal and Valley Freshwater Marsh,Coastal and Valley Freshwater Marsh,CTT52410CA,None,None,-,-,Stanislaus,STA,Mapped,Community - Terrestrial - Coastal and Valley Freshwater Marsh
13188,Community - Terrestrial,Great Valley Cottonwood Riparian Forest,Great Valley Cottonwood Riparian Forest,CTT61410CA,None,None,-,-,Stanislaus,STA,Mapped,Community - Terrestrial - Great Valley Cottonwood Riparian Forest
13189,Community - Terrestrial,Great Valley Mixed Riparian Forest,Great Valley Mixed Riparian Forest,CTT61420CA,None,None,-,-,Stanislaus,STA,Mapped,Community - Terrestrial - Great Valley Mixed Riparian Forest
13190,Community - Terrestrial,Great Valley Valley Oak Riparian Forest,Great Valley Valley Oak Riparian Forest,CTT61430CA,None,None,-,-,Stanislaus,STA,Mapped,Community - Terrestrial - Great Valley Valley Oak Riparian Forest
