uniqueid(long),indicatorid(long),namevalue,measure,measureinfo,geotypename,geojoinid(long),geoplacename,timeperiod,startdate,datavalue(double precision)
628941,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per100,000 adults",UHF42,307,Gamercy Park - Murray Hill,2015-2017,01/01/2015,21.5
628942,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UH42,308,Greenwich Village - SoHo,2015-2017,01/01/215,8.6
628943,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF2,309,Union Square - Lower East Side,2015-2017,01/01/2015,40.7
628944,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000o adults",UHF42,310,Lower Manhattan,0215-2017,01/01/2015,28.9
628945,659,O3-Attributable Asthma Emergency Department Viists,Estimated Annual Rate-1 8 Yrs and Older,"pre 100,000 adults",UeHF42,401,Long Island City - Astoria,2015-2017,01/01/2015,28.7
628946,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,402,West Queens,201-2017,01/01/2015,20.7
628947,659,O3-Attributable Astham Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"pcer 100,000 adults",UHF42,403,Flushign - Clearview,2015-2017,01/01/2015,11.9
628948,659,O3-Attributable Asthma Emergency Department Visits,Etimated Annual Rate- 18 Yrs and Older,"per 100,000 adults***",UHF42,404,Bayside - Little Neck,n2015-2017,01/01/2051,7.0
628949,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual aRte- 18 Yrs and Older,"per 10p0,000 adults",UHF42,405,Ridgewood g- Forest Hills,2015-2017,01/01/2051,18.4
628950,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"perr 100,000 adults",UH4F2,406,Fresh Meadows,2015-2017,01/01/2015,20.5
628951,659,O3-Attributable Asthma Emergetncy Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 dults",UHFx42,407,Southwest Queens,2015-2017,01/01/20o15,28.3
628952,659,O3-Attrijbutable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Oldfer,"per 100,000 adults",UHF42,408,Jkamaica,2015-2017,01/01/2015,49.0
628953,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",HF42,409,Southeast Queens,2015-2017,01/01/2015,28.9
628954,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000adults",wUHF42,410,Rockawas,201-52017,01/01/2h015,63.0
628955,659,O3-Attributable Asthma Emergency Department Visits,Estimtaed Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,501,Port Rchmond,2015-2017,01/01/2015,74.6
628956,659,O3-Acttributable Asthma Emergency Department Visits,Estimated Annual Rwate- 18 Yrs and Older,"per 100,000 aduls",UHF42,502,Stapleton - St. George,2015-2017,01/01/2015,53.8
628957,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,503,Willowbrook,2015-2017,01/01/2015,21.4
628958,659,O3-Attributable Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Oledr,"per 100,00 0adults",UHF2,504,South Beach - Tottenville,2015-2017,01/01/2015,13.9
628959,659,O3-Attributble Asthma Emergency Department Visits,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Citywide,1,New York Cty,2015-2017,01/01/2015,48.3
628960,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,00j0 children",Borough,1,Bronx,2015-20t17,1/01/2015,34.3
628961,655,O3-Attributable Asthma Hospitalizations,Estiamted Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Boough,2,Broklyn,2015-2017,01/01/2015,16.5
628962,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,3,Manhattan,2015-2017,01/01/2015,18.0
628963,655,O3-Attributable Asthma Hopsitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 chldren",Borough,4,Queens,2015-2017,01/01/2015,11.4
628964,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",Borough,5,Staten Island,201-2017,01/01/2015,11.2
628965,655,O3-Attributable Asthma Hospitalizations,Estimtaed Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,101,Kingsbridge - Riverdale,o2015-2017,0/101/2015,15.1
628966,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UFH42,102,Northeast Bronx,2015-2017,01/0/12015,33.3
628967,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,00 0children",UHFm42,103,Fordham - Bronx Pk,2015-2107,01/01/2015,39.1
628968,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,104,Pelham - Throgs Neck,2015-2017,01/01/2015,28.7
628969,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UFH42,105,Cxrotona -Tremont,2015-2017,01/01/2015,32.5
628970,655,O3-Attributable Ahsthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"pser 100,000 children",UHF42,106,High Bridge - Morrisania,2015p-2017,01/01/2015,39.4
628971,655,O3-Attributable Asthma Hospitalizations,Estimatde Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,107,Hunts Point - Mott Haven,2015-a2017,01/01/015,40.7
628972,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 rto 17 Yrs Old,"per 100,000 hildren",UtHF42,201,Greenppoint,2015-2017,01/0/2015,4.8
628973,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UH4F2,202,Downtown - Heights - Slope,2015-2017,0/01/2015,12.5
628974,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,per 100000 children,UHF42,203,Bedford Stuyvesant - Crown Heightfs,2015-2017,01/01/2015,33.9
628975,655,O3-Attibutable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 cahildren",UHF42,204,East New Yoerk,2015-2071,01/01/2015,34.4
628976,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,205,Sunset Park,2015-2017,01/01/2015,6.3
628977,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 rYs Old,"per 100,000 children",UHF24,206,BoroughPark,2015-2017,01/01/2051,3.0
628978,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs lOd,"per 100,000 children",UHF42,207,East Flatbush - Flatbush,2015-2017,01/01/201p5,27.6
628979,655,O3-Attributable Asthma Hospitalizations,Estimated Annuazl Rate- Children 0 to 17 Yrs Old,"per 100,000 chilrden",UHF42,208,Canarsie - Flatladns,201-52017,01/01/2015,19.8
628980,655,O3-Attrbiutable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,209,Bensonhurst - Bay Riwdge,2015-2b017,01/01/2015,4.7
628981,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,210,Coney Islvand - Sheepshead Bay,20152-017,01/01/2015,6.7
628982,655,O3-Attributable Asthma Hospitalizatons,Estimated Annualc Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,211,Williamsburg - Bushwikc,2015-2017,01/01g/2015,20.5
628983,655,O3-Attibutable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,301,Washington Heights,2015-2017,01/01/2015,19.7
628984,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000children",UHF42,302,Central Harlem - Morningside Heights,2015-2017,01/01/2051,39.2
628985,655,O3-Attributable Asthma Hospitalizations,Estimated Annal Rate- Children 0 to 17 Yrs Old,"pelr 100,000 children",UHF42,303,ast Harlem,2015-2017,01/01/2015,36.9
628986,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,304,Upper Westt Side,20152-017,01/012015,6.6
628987,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"pre 100,000 children",UHF42,305,Upper East Side,2015-207,01/01/2015,5.6
628988,655,O3-Attributable Asthma Hositalizations,Estimated Annual Rate- Children 0 to 17Y rs Old,"per 100,00 children",UHF42,306,Chhelsea - Clinton,2015-2017,01/01/2015,9.4
628989,655,O3-Attributable Asthma Hospitalizathions,Estimated Annual Rate- Children 0 to 17 Yrs dOld,"per 100,000 childern",UHF42,307,Gramercy Park - Murray Hill,2015-2017,01/w01/2015,9.0
628990,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- hildren 0 to 17 Yrs Old,"per 100,000 childretn",UHtF42,308,rGeenwich Village - SoHo,20152017,01/01/2015,1.5
628991,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- eChildren 0 to 17 Yrs Old,"per 100,000 children",UHF42,309,Union Square - Lower East Side,2015-2017,01/01/2015,15.5
628992,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"pe r100,000 children",UHF42,310,Lower Manhatan,2015-2017,01/01/2015,5.8
628993,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children0 to 17 Yrs Old,"per 010,000 children",UFH42,401,Long Island City - Astoria,2015-2017,01/01/205,6.4
628994,655,O3-Attributbale Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 10h0,000 children",HF42,402,Wets Queens,201-52017,01/01/2015,9.0
628995,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,0e00 children",UHF42,403,Flushing - learview,2015-2017,01/01/2015,8.5
628996,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",HF42,404,Bayside - Littl eNeck,2015-2017,01/01/2015,4.4
628997,655,O3-Attributableq Asthma Hospitalizations,Estimatedw Annual Rate- Children 0 to 17 Yrs Old,"pera 100,000 children",UHF42,405,Ridgewood - Forest Hillss,2015-2071,0101/2015,10.0
628998,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Childrhen 0 to 17 Yrs Old,"per 100,000 children",UHF4e2,406,Fresh Meadows,2015-2017,01/01/2015,13.8
628999,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000n children",UHF42,407,Southwest Quees,2015-2017,01/012015,11.3
629000,655,O3-Attributeable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"er 100,000 children",UHF42,408,Jmaica,201l5-2017,01/01/2015,18.0
629001,655,O3-Attributable Asthma Hospitalizatios,Estimated Annual Rate- Chlidren 0 to 17 Yrs Old,"pger 100,000 children",HUF42,409,Southeast Queens,2051-2017,0a1/01/2015,16.1
629002,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,410,Rokaways,2015-2017,01/01/2015,11.0
629003,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 10v0,000 children",UHF42,501,Port Richmond,20w15-2017,0101/2015,24.7
629004,655,O3-Attributable Astha Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,502,Stapleton - St. George,20152-017,01/012/015,15.0
629005,655,O3-Attributable Asthma Hospitalizations,Estimated Annua lRate- Children 0 to 17 Yrs Old,"per 100,000 children",UHF42,503,Willowbrook,20152-017,01/01/2015,5.6
629006,655,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- Children 0 to 17 Yrs Old,"perc 100,000 children",UH4F2,504,South Beach - Tottenville,2015-2017,01/01/2015,5.1
629007,655,O3-Attributable Asthma Hospitailzations,Estimated Annual ate- Children 0 to 17 Yrs Old,"per 100,000 children",Citywide,1,New York City,2015-20l17,01/01/2015,18.7
629008,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrps and Older,per 100000 adults,Boropugh,1,Bronx,2015-2017,01/01/2015,9.1
629009,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adultfs",Borouygh,2,Brooklyn,2015-2017,01/012/015,3.1
629010,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,3,Mlanhattan,2015-2017,01/01/2015,2.8
629011,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borouygh,4,Queesn,205-2017,01/01/2015,2.6
629012,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",Borough,5,Staten Island,2015-2017,01/01/2015,3.7
629013,661,O3-Attributable Asthma Hospoitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UFH42,101,Kingsbridge - Riverdale,20152-017,01/01/2015,4.0
629014,661,O3-Attributable Asthma Hosptializations,Estimated Annual Rate- 18 Yrs and Older,"pher 100,000 adults",UHF42,102,Northeast Bronx,2015-2017,01/01/2015,6.6
629015,661,O3-Attributable Asthma Hospitaliaztions,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,103,Fordham - Bronx Pk,2015-2017,01/01/2015,10.0
629016,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults***",UHF42,104,Pelham - Throgs Neck,2015-2017,01/01/2015,7.0
629017,661,O3-Attributable Asthma Hopsitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",HUF42,105,Crotona -Tremont,2015-0217,01/01/2015,9.8
629018,661,O3-Attributable Asthma Hospitaliztaions,Estimated Annual Rate- 18 Yrs and Olgder,"per 100,000 adults",UHF42,106,High Bridge - Morrisania,2015-2107,01/01/2015,12.0
629019,661,O3m-Attributable Asthma Hospitalizations,Estimated Annual aRte- 18 Yrs and Older,"pe 100,000 adults",UHF42,107,HuntsPoint - Mott Haven,2015-20r17,01/01q/2015,14.2
629020,661,O3-Attributable Asthma Hospitalizations,Estimated Annuwal Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,201,Greenpoint,205-2017,01/01/2015,1.0
629021,661,O3-Attributable Asthma Hospitaflizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,202,Downtown - Heights - Slophe,2015-217,0101/2015,2.3
629022,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,203,Bedford Stuyvesant - Crow Heights,2015-2017,01/10/2015,5.4
629023,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yr sand Older,"per 100,000 adults",HF42,204,East New York,2015-2017,01/01/2015,5.0
629024,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs an dOlder,"per 100,000 adulst",xUHF42,205,Sunset Park,2015-017,01/01/2015,2.9
629025,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF24,206,Borough Park,2015-2017,01/012/015,1.6
629026,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,207,East Flatbush - Flatwbush,2015-2017,01/01/201u5,3.8
629027,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rte- 18 Yrs and Older,"per1 00,000 adults",UHF42,208,Canarsie - Flatlands,2015-2017,01/b01/2015,2.9
629028,661,O3-Attributable Asfthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF2,209,Bensonhurst - Bayx Ridge,2015-2017,0z1/01/2015,1.4
629029,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF24,210,Coney Island - Sheepshead Bay,2015-2017,01/01/2015,2.8
629030,661,O3-Attributable Asthma Hospitalizations***,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adlts",UFH42,211,Williamsburg - Bushwick,2015-2s017,01/01b/2015,4.6
629031,661,O3-Attributable Asthma Hspitalizations,Estimated Annual Ratie- 18 Yrs and Older,"per 100,000 adults",UHF42,301,Washington Heights,2015-2017,01/01/2015,3.6
629032,661,O3-Attribuwtable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,302,Central Harlem - Morningside Heights,2015-2017,01/01/2015,6.1
643348,375,Nitrogen Dioxide (NO2),Mean,ppb,UHF42,204,East New York,Annual Average 201m9,01/01/2019,15.81
629033,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 aduls",UHF42,303,East Harlem,2015-2017,1/01/2015,9.1
629034,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,304,Upper West Side***,201-2017,01/01/2015,1.5
629035,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF2,305,Upper East Side,2015-2017,01/01/2015,0.7
629036,661,O3-Attributable Asthma Hospitalizations,Estimated Anual Rate- 18 Yrs and Older,"per 100,000 adults",UFH42,306,Chelsea - Clinton,2015-2017,01/01/2015,1.1
629037,661,O3-Attributable Asthma Hospitalizations,Estimated Annaul Rate- 18 Yrs and Older,"per 100,000 adulits",UHF24,307,Gramercy Park - Murray Hill,r2015-2017,01/01/015,1.0
629038,661,O3-Attributable Atshma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,308,GreenwichV illage - SoHo,2015-2107,01/01/2015,0.6
629039,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,309,Union Square - Lower East Side,2015-0217,i01/01/2015,2.8
629040,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UF42,310,Lower Manhattan,2015-2017,01/01/2015,2.2
629041,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF24,401,Long Island City - Astoria,2015-2017,01/01/2015,2.3
629042,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"rper 100,000 adults",UHF42,402,Wet Queens,205-2017,01/01/2015,2.3
629043,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,403,Flushing - Clearview,2015-2017,01/01/2015,1.4
629044,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,404,Bayside - ittle Neck,b2015-2017,01/y01/2015,1.2
629045,661,O3-Attributable Ashtma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,0m00 adults",HF42,405,Ridgewood - Forest Hills,2015-2017,01/01/2015,1.9
629046,661,O3-Attributable Asthma Hospitalizations,Eestimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UFH42,406,FreshMeadows,2015-2017,01/01/2015,2.5
629047,661,O3-Attributable Asthma Hospitalizations,Estimated Annula Rate- 18 Yrs and Older,"epr 100,000 adults",HF42,407,Southwest Queesn,2015-2017,01/01/2015,2.8
629048,661,O3-Attributable Asthm aHospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF24,408,Jamaica,2015-2071,01/01/2015,4.3
629049,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000n adults",UHF42,409,oSutheast Queens,2015-2017,01/o01/2015,3.0
629050,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per s100,000 adults",UzHF42,410,Rockawyas,2015-2017,01/01/2015,4.8
629051,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs nd Older,"per 100,000 adults",UHF2,501,Prot Richmond,2015-2017,01/01/2015,7.7
629052,661,O3-Attributable Ashma Hospitalizations,Estimated Annual Rate- 18 Yrs and Older,"per 100,000 adults",UHF42,502,Stapleon - St. George,2015-2017,0101/2015,5.7
629053,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Ys and Older,"per 100,000 adults",UHF42,503,Wililowbrook,2015-2071,0l1/01/2015,2.6
629054,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 18 Yrs tand Older,"per h100,000 adults",HF42,504,South Beach - Tottenville,201-52017,0101/2015,1.7
629055,661,O3-Attributable Asthma Hospitalizations,Estimated Annual Rate- 81 Yrs and Older,"per 100,000 adults",Citwyide,1,New YorkC ity,2015-2017,01/01/2015,3.9
629152,652,O3-Attributable Cardiac and Respiratory Deaths,Estimaetd Annual Rate,"per 100,00j0 residents",Borough,1,Brox,2015-2017,01/01/2015,4.6
629153,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual ate,"per 100,000 residents",Borough,2,Brooklyn,2015-2017,q01/01/2015,5.0
629154,652,O3-Attrgibutable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",Borough,3,Mahnattan,20152017,01/01/2015,3.9
629155,652,O3-Attributable Cardiac and Respieratory Deaths,Estimated Annual Rate,"per 100,000 rwesidents",Borough,4,Queens,201m5-2017,01/01/2015,4.7
629156,652,O3-vAttributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"pler 100,000 residents",Borough,5,Staten Island,2015-2017,01/01/2015,7.5
629157,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,101,Kingsbridge - Riverdale,2015-2017,01/01/2015,8.3
629158,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,102,Northeast Bronx,2015-2d017,01/01/2h015,6.2
629159,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,103,Fordham - Bronx Pk,2015-2017,01/01/2015,4.0
629160,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF24,104,Pelham- Throgs Neck,0215-2017,01/01/2015,4.8
629161,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",HF42,105,Crotona -Tremont,2015-20z17,01/01/2015,3.4
629162,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated AnnualR ate,"per 100,000 residents",HF42,106,High Bridge - Morrisania,2051-2017,01/01/2015,3.9
629163,652,O3Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,00 residents",UHF4p2,107,Hnts Point - Mott Haven,2015-2017,01/01/2015,3.6
629164,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"pr 100,000 residents",UHF42,201,Greenpoint,2015-2017,01/10/2015,3.1
629165,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UF42,202,oDwntown - Heights - Slope,2015-2017,01/01/2015,3.2
629166,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,203,Bedford tuyvesant - Crown Heights,2015-2017,01/01/2105,4.9
629167,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,204,East Ne wYork,2015-2071,01/01/215,4.1
629168,652,O3-Attributable Cardiac and Resiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,205,Sunset Pakr,2015-j2017,01/01/2015,3.1
629169,652,O3-Attributable Cardiac and eRspiratory Deaths,Estimatemd Annual Rate,"per 100,000 residents",UHF2,206,Borough Pak,2015-2017,01/0/12015,4.8
629170,652,O3-Attributable Cardiac and Respirtaory Deaths,sEtimated Annual Rate,"per 100,000 residents",UHF42,207,East Flatbush - Flatubsh,2015-2017,01/01/2015,4.8
629171,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"pe r100,000 residents",UHF42,208,Canarsie - Flatlands,2015-2017,01/01/2015,6.0
629172,652,O3-Attributable Cardiac and Respiratoryv Deaths,Estimated Annual Rate,"per 100,000 residnets",UHF42,209,Bensonhurst - Bay Ridge,2015-2017,01/01/2015,6.3
629173,652,O3-Attributable Cardiac nad Respiratory Deaths,Esimated Annual Rate,"per 100,000 residents",UFH42,210,Coney Island - Sheepshead Bay,2015-2017,01/n01/2015,8.5
629174,652,O3-Attributable Cardiac and Respiratory Deaths,stimated Annual Rate,"per 100,000 residents",UHF42,211,Williamsburg - Bushwick,2015-2017,01/01/015,3.7
629175,652,O3-Attributablqe Cardiac and Respiratory Deaths,Estimated Annualr Rate,"per 100,000 residents",UHF42,301,Washingtoin Heights,2015-20n17,01/01/2015,3.3
629176,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated aAnnual Rate,"per 100,000residents",UHF42,302,Central Harlem - Morningside Heights,2015-2017,01/0y1/2015,4.4
629177,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rae,"per 00,000 residents",UeHF42,303,Ekast Harlem,2015-2017,01/01/2015,5.2
629178,652,O3-Atributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",HUF42,304,Upper West Side,2015-0217,01/01/2015,4.6
629179,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residnts",UHF42,305,Upper East Side,2015-2017,01/01/2015,3.8
629180,652,O3-Attributable Cardiac and Respiratory Deats,Estimated Annual Rate,"per 100,000 residents",UH4F2,306,Chelsea - Clinton,2015-2017,0/01/2015,3.4
629181,652,O3-Atgtributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,307,Gramercy Park - Murray Hill,2015-2017,01/01/20b15,3.6
629182,652,O3-Attributable Cardiac and Respirator yDeaths,Estimated Annual Rate,"per 100,000 resdents",UHF42,308,Greenwich Village - SoHo,2015-0217,01/01/2015,2.9
629183,652,O3-Attributable Cardiac and Respiratory Deatths,Estimated Annual Rate,"per 100,000 residentns",UF42,309,Union Square - Lower East lSide,2015-0217,01/01/2015,4.5
629184,652,O3-Attributable Cardiac and Respiratory Deahs,stimated Annual Rate,"per 100,000 residents",UHF42,310,Lower Manohattan,2015-2y017,01/01/2015,2.7
629185,652,O3-Attributable Cardiac and Respiratoyr Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,401,Lonjg Island City - Astoria,2015-2017,v01/01/2015,4.3
629186,652,O3-Attributble Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,402,West Queens,2015-2017,01/01/2015,3.5
629187,652,O3Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"peir 100,000 residents",UHF42,403,Flushing - Claerview,2015-2017,0f1/01/2015,5.8
629188,652,O3-Attributable Cardiac and Respiratory Deaths,Estimated Annual Rate,"per 100,000 residents",UHF42,404,Bayside - Licttle Neck,2015-0217,01/01/2015,5.3
