ID,Q1a_Services_offered_by_Tempe,Q1b_Appearance_of_the_city,Q1c_Image_of_the_city,Q1d_How_well_city_planning_growth,Q1e_Quality_of_life_in_the_city,Q1f_Feeling_of_safety_in_the_city,Q1g_Efforts_to_promote_diversity,Q1h_Direction_city_is_heading,Q1i_Leadership_of_elected_officials,Q1j_Public_involvement-decision_making,Q1k_Ethical_employees_conduct_business,Q1l_Citys_sustainability_programs,Q1m_Efforts_to_keep_residents_informed,Q1n_Opportunities_to_express_ideas/views,Q2a_Condition_streets,Q2b_Condition_sidewalks,Q2c_Maintainence_of_private_property,Q2d_Condition_of_alley,Q2e_Feeling_of_safety,Q2f_Quality_neighborhood_park,Q2g_Adequacy_of_street_lighting,Q2h_Condition_of_neighborhood,Q4_Services/Facility_used_past_12_mo,Q4_2nd,Q4_3rd,Q4_4th,Q4_5th,Q4_6th,Q4_7th,Q4_8th,Q4_9th,Q4_10th,Q4_11th,Q4_12th,Q4_13th,Q4_14th,Q4_15th,Q5a_Quality_of_larger_City_parks,Q5b_Neighborhood_parks,Q5c_Recreation/community_centers,Q5d_City_swimming_pools,Q5e_Outdoor_athletic_fields,Q5f_City_golf_courses,Q5g_Tempe_Center_for_the_Arts,Q5h_Tempe_History_Museum,Q5i_Tempe_Public_Library,Q5j_Disability_access_to_City_programs,Q6a_Condition_of_City_streets,Q6b_Condition_of_City_signs,Q6c_Mgmt_of_traffis_flow-streets,Q6d_Cleanliness_City_streets,Q6e_Landscape_maint-streets/sidewalks,Q6f_Property_maint_envorcement_codes,Q6g_Appearance_residential_property,Q6h_Appearance_commercial_property,Q6i_Transit_sve-bus/rail/Orbit,Q6j_Walking/biking_paths,Q6k_Quality_local_police_services,Q6l_Enforcement_of_traffic_laws,Q6m_Effors_to_prevent_crime,Q6n_Quality_of_fire_services,Q6o_Availability_of_information,Q6p_Arts_&_recreattion_prog/svc,Q6q_Social/Human_services,Q6r_Maint_City_parks,Q6s_Library_services_&_programs,Q6t_Tempe_Center-Arts_programs,Q6u_Before/after_school_programs,Q6v_Residential_trash_collection_svc,Q6w_Recycling_services,Q6x_Bulk_trash_pickup/removal_svc,Q6y_Water/sewer_services,Q7_Social/human_services_used,Q7_2nd,Q7_3rd,Q7_4th,Q7_5th,Q7_6th,Q7_7th,Q7_8th,Q7_9th,Q8_Most_emphasis,Q8_2nd,Q8_3rd,Q9_Which_use_to_get_information,Q9_2nd,Q9_3rd,Q9_4th,Q9_5th,Q9_6th,Q9_7th,Q9_8th,Q9_9th,Q9_10th,Q9_11th,Q10a_Contacted_the_city_past_12_mo,Q10b_How_easy_city_was_to_contact,Q10c_Way_you_were_treated,Q10d_Accuracy_of_information_given,Q10e_How_quickly_responded_to_request,Q10f_How_well_issue_was_handled,Q11_1st_Priority,Q11_2nd,Q13a_How_many_years_lived_in_Tempe,Q13b_What_is_your_age,Q13c_Gender,Q13d_Used_public_transit_past_year,Q13e_Are_you_full-time_student,Q13f_Own_or_rent,Q13g_Does_home_have_alley,Q13h_Highest_level_of_education,Q13i_Describe_your_home,Q13j_Have_cable_TV,Q13j-Have_internet_access_home,Q13j_A_smart_phone,Q13k_Visited_downtown_past_year,Q13l_Race/ethnicity,Q13l_2nd,Q13l_3rd,Q13l_4th,Q13l_5th,Q13l_Other,QA_Are_Arts/Culture_important_to_you,QB_Best_describes_opinion-Arts/Culture,QCa-Variety_of_offering,QCb-Availability_of_offerings,QCc-Quality_of_offerings,QCd-Affordabiity_of_offerings,OBJECTID
812,3,4,5,3,4,2,4,3,9,3,9,9,9,9,2,4,1,4,2,9,4,3,F,,,,,,,,,,,,,,,4,3,3,9,9,9,9,9,9,9,3,4,3,4,3,2,2,4,9,4,3,4,2,9,9,9,9,9,9,9,4,4,5,2,3,Z,,,,,,,,,Z,,,E,G,,,,,,,,,,2,,,,,,Z,,3,2,2,1,2,1,1,2,1,1,1,1,1,5,5,,,,,2,1,9,9,9,9,811
813,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,B,C,D,I,J,N,,,,,,,,,,4,4,9,4,9,9,4,4,5,9,4,5,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,5,4,Z,,,,,,,,,Z,,,E,I,,,,,,,,,,2,,,,,,E,H,4,2,1,2,2,1,2,5,1,1,1,1,1,2,,,,,,1,2,4,4,4,4,812
814,4,4,4,4,5,4,4,4,3,4,4,5,3,4,5,5,5,5,5,5,5,5,C,D,E,F,H,N,,,,,,,,,,5,5,5,5,5,5,9,9,5,5,5,5,5,5,5,5,5,4,9,5,3,4,3,9,4,5,5,5,5,9,3,4,4,2,4,Z,,,,,,,,,Z,,,E,H,I,,,,,,,,,1,4,4,5,9,4,A,J,4,9,1,9,9,9,9,9,2,9,9,9,1,4,,,,,,2,1,9,9,9,9,813
815,4,4,4,9,4,3,4,4,9,9,9,4,3,3,4,4,4,9,3,4,3,4,B,C,D,E,H,J,M,N,,,,,,,,3,4,4,9,4,4,4,9,4,9,4,4,3,9,3,3,4,4,4,4,4,4,3,9,4,4,9,4,4,4,4,3,4,3,4,A,,,,,,,,,Z,,,E,,,,,,,,,,,2,,,,,,Z,,3,2,2,1,2,1,2,5,1,1,1,1,1,1,,,,,,1,3,4,4,3,4,814
816,4,4,4,9,4,2,5,5,4,9,9,4,9,9,4,4,4,3,2,2,4,4,C,D,E,F,G,H,J,K,L,M,,,,,,3,3,4,9,5,4,5,4,9,9,4,4,3,4,5,9,4,3,4,5,4,3,4,9,5,4,9,2,9,5,9,4,4,4,4,G,,,,,,,,,G,,,C,H,K,,,,,,,,,2,,,,,,D,K,2,1,2,1,1,2,2,3,1,1,1,1,1,2,5,,,,,1,1,5,4,4,4,815
817,4,4,4,3,4,3,3,3,4,3,4,3,4,4,4,4,3,3,4,9,3,3,Z,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,4,4,4,4,3,2,3,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,Z,,,,,,,,,Z,,,A,E,,,,,,,,,,1,3,3,3,4,3,B,E,4,2,1,2,2,1,1,4,1,1,1,2,1,2,,,,,,4,6,3,3,3,4,816
818,5,5,5,4,5,5,5,5,4,9,4,9,3,5,5,5,5,9,5,5,4,5,D,C,H,K,,,,,,,,,,,,5,5,5,9,4,4,9,9,5,9,5,5,5,5,5,9,4,4,4,5,4,4,4,5,5,9,9,4,4,9,9,5,5,5,5,Z,,,,,,,,,A,G,H,C,E,H,K,,,,,,,,2,,,,,,A,F,3,1,2,1,1,1,2,5,1,1,1,1,1,2,,,,,,1,1,5,5,5,5,817
819,4,4,4,3,4,4,3,3,4,3,4,4,4,4,4,4,2,3,4,2,5,4,C,D,K,N,,,,,,,,,,,,3,2,9,2,9,9,4,4,4,4,4,4,5,5,5,2,2,4,4,5,3,3,4,4,4,4,4,2,4,4,9,4,5,5,3,Z,,,,,,,,,G,C,B,E,H,,,,,,,,,,1,4,4,4,4,4,B,J,4,2,2,1,2,1,1,4,1,2,1,2,1,2,,,,,,1,2,5,5,5,5,818
820,4,3,3,3,4,4,5,4,4,4,5,4,3,3,1,3,2,9,4,4,4,4,C,K,N,,,,,,,,,,,,,4,4,9,9,9,9,4,4,9,4,1,4,2,2,2,9,3,4,5,9,5,4,4,5,3,4,4,4,9,4,9,5,5,5,3,H,,,,,,,,,G,H,C,B,E,G,,,,,,,,,1,4,4,3,4,4,C,J,4,2,1,1,2,1,2,3,1,1,1,1,1,2,,,,,,1,2,3,4,4,4,819
821,5,5,5,5,5,4,4,4,4,3,3,4,4,3,3,4,4,4,3,4,4,4,B,C,D,K,,,,,,,,,,,,4,4,4,3,4,4,4,3,5,3,4,4,4,4,4,4,4,4,5,5,4,4,4,4,3,3,3,5,5,3,3,4,3,3,4,Z,,,,,,,,,Z,,,B,,,,,,,,,,,2,,,,,,F,,4,2,2,1,2,1,2,4,1,1,1,1,1,4,,,,,,3,3,3,3,3,3,820
822,4,4,4,3,4,5,4,4,4,3,3,4,3,3,4,4,4,4,5,4,5,4,B,C,D,L,N,,,,,,,,,,,5,4,9,3,3,9,5,9,5,9,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,3,4,5,5,3,5,5,5,4,Z,,,,,,,,,A,E,G,E,H,I,,,,,,,,,1,4,4,4,4,4,C,K,4,2,2,2,2,1,1,5,1,2,1,2,1,4,,,,,,1,3,5,5,4,4,821
823,4,4,4,3,3,3,3,3,2,3,3,3,3,3,2,2,2,2,3,3,2,3,C,D,E,F,H,N,,,,,,,,,,4,3,3,3,3,3,4,4,4,4,2,3,3,3,3,9,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,Z,,,,,,,,,B,G,H,B,E,F,G,H,,,,,,,1,5,5,5,5,5,A,F,4,2,2,2,2,1,2,4,1,1,1,1,1,2,,,,,,2,2,4,4,4,4,822
824,4,4,4,4,4,4,2,3,3,2,9,9,1,2,4,4,5,9,4,3,3,4,B,D,F,,,,,,,,,,,,,3,3,3,3,3,3,3,4,4,3,4,3,4,4,3,3,4,4,3,4,3,3,3,3,2,2,2,3,3,3,3,4,3,3,4,B,D,I,,,,,,,B,I,D,E,H,I,,,,,,,,,1,4,3,4,3,3,D,G,4,2,2,2,2,1,2,5,1,2,1,1,1,5,,,,,,1,4,2,3,3,2,823
825,4,3,3,9,4,4,5,4,9,4,9,4,2,3,4,5,5,9,4,5,3,4,A,B,C,D,G,K,M,,,,,,,,,5,5,9,9,9,9,5,5,5,9,4,4,2,4,4,9,3,3,4,4,9,2,9,4,3,4,9,4,9,5,9,3,3,1,4,Z,,,,,,,,,E,G,C,E,F,,,,,,,,,,2,,,,,,A,J,3,2,1,1,2,1,2,5,1,1,1,1,1,5,,,,,,1,3,3,2,4,5,824
826,4,5,5,9,4,5,5,5,4,4,9,4,5,5,2,2,5,9,5,5,4,5,Z,,,,,,,,,,,,,,,5,5,2,9,5,9,4,4,3,9,4,4,3,4,5,9,3,4,9,5,5,3,4,9,5,2,9,9,2,3,9,5,5,5,5,Z,,,,,,,,,Z,,,B,E,G,H,I,,,,,,,1,4,5,5,5,2,D,G,4,4,2,2,2,1,2,4,1,1,9,1,1,2,,,,,,1,3,2,4,3,5,825
827,4,4,4,9,4,3,9,4,3,4,9,9,4,4,3,4,5,9,4,4,5,9,H,N,,,,,,,,,,,,,,5,4,4,5,4,4,4,4,4,4,4,5,5,4,4,3,4,4,5,4,4,9,4,9,4,9,4,5,9,4,4,5,3,4,4,Z,,,,,,,,,H,G,I,A,E,,,,,,,,,,1,5,5,5,5,5,A,C,5,4,1,1,2,2,1,2,1,1,1,1,1,2,,,,,,1,2,9,9,9,9,826
828,4,4,4,2,4,4,3,3,4,2,3,3,3,3,5,5,5,9,5,5,5,5,A,C,E,H,L,N,,,,,,,,,,4,4,9,9,5,4,5,9,9,9,4,4,4,4,4,2,2,2,9,9,4,4,4,4,4,9,9,4,9,4,9,5,5,5,5,Z,,,,,,,,,Z,,,E,I,K,,,,,,,,,1,9,5,5,5,5,C,K,4,2,2,1,2,1,2,3,1,1,1,1,1,2,,,,,,2,3,4,4,4,2,827
829,4,4,4,4,5,4,4,9,4,5,4,9,3,5,4,4,4,9,5,4,4,4,B,C,E,G,I,K,,,,,,,,,,4,4,3,1,4,9,9,4,5,4,4,4,3,4,4,9,4,4,5,4,4,4,4,4,5,4,9,4,5,9,9,3,9,4,4,Z,,,,,,,,,G,C,H,F,G,I,K,,,,,,,,2,,,,,,A,D,4,2,1,1,2,1,2,5,1,1,1,1,1,2,,,,,,2,5,9,9,9,9,828
830,3,3,3,3,4,4,3,2,2,2,3,3,3,2,4,4,4,9,4,4,4,4,B,C,L,N,,,,,,,,,,,,4,3,4,4,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,3,3,3,D,,,,,,,,,D,G,H,E,,,,,,,,,,,1,3,2,3,3,3,G,L,4,2,1,2,2,1,2,5,1,1,1,1,1,2,,,,,,2,3,3,3,3,3,829
831,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,J,K,,,,,,,,,,,,,,5,9,9,9,9,9,9,9,5,9,4,5,4,5,5,4,5,4,5,9,5,5,5,5,5,5,9,9,5,9,9,5,5,4,5,F,,,,,,,,,G,I,C,B,D,E,I,J,,,,,,,1,5,5,5,5,5,E,G,4,9,1,2,2,1,1,5,1,1,1,2,1,4,,,,,,1,2,4,5,5,5,830
832,4,4,5,4,5,4,9,4,4,3,9,4,4,4,4,5,4,5,5,5,4,4,B,C,D,F,J,K,N,,,,,,,,,5,5,5,5,5,5,5,5,5,9,4,4,4,4,4,9,4,4,5,5,5,9,5,9,5,5,9,4,4,9,9,5,5,5,5,Z,,,,,,,,,Z,,,A,B,E,F,G,H,I,,,,,1,4,5,5,4,5,A,C,4,2,1,1,2,1,1,4,1,1,1,2,1,2,4,,,,,1,2,4,4,4,4,831
833,4,4,4,4,4,4,9,9,9,9,9,9,9,9,4,4,3,3,4,4,1,3,Z,,,,,,,,,,,,,,,5,4,9,9,9,9,5,9,4,9,4,4,4,4,4,3,3,3,5,4,4,9,9,9,4,9,9,4,4,4,9,3,3,3,4,Z,,,,,,,,,A,G,B,E,,,,,,,,,,,1,5,5,5,5,5,D,G,4,2,2,1,2,1,1,5,1,2,1,1,1,2,,,,,,1,2,4,4,4,4,832
834,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,C,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Z,,,,,,,,,Z,,,A,E,G,I,,,,,,,,1,5,5,5,5,5,Z,,4,2,1,1,2,1,1,2,1,1,2,2,1,2,,,,,,2,2,5,5,5,5,833
835,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,B,C,D,G,H,N,,,,,,,,,,5,5,5,9,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,C,E,,,,,,,,E,A,I,A,B,E,G,I,,,,,,,1,4,4,4,3,2,C,E,4,2,1,1,2,1,1,5,1,1,1,1,1,2,,,,,,2,2,5,5,5,5,834
836,4,4,4,3,5,2,4,4,3,3,4,3,3,4,2,3,3,4,3,4,1,4,B,C,D,E,F,G,I,J,K,L,M,N,,,,4,4,4,3,4,9,3,4,5,3,2,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,5,3,4,4,4,4,4,A,B,,,,,,,,G,A,B,A,B,E,G,H,,,,,,,1,4,5,4,4,4,A,C,4,2,2,1,2,1,1,4,1,2,1,1,1,5,,,,,,1,1,4,4,4,4,835
837,4,4,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,9,4,4,4,4,B,C,D,F,H,N,,,,,,,,,,4,4,9,9,3,4,9,9,3,9,4,4,3,4,3,3,3,3,3,4,3,3,3,5,4,9,9,4,3,9,9,4,9,2,3,Z,,,,,,,,,Z,,,E,G,H,I,,,,,,,,1,3,3,4,4,3,C,J,4,2,1,1,2,1,2,1,1,2,1,2,1,2,,,,,,4,5,9,9,9,9,836
838,4,4,4,3,4,4,3,3,4,4,3,4,3,4,4,4,4,4,4,5,5,4,C,D,E,F,J,L,M,N,,,,,,,,5,5,5,3,4,3,5,4,3,3,4,2,3,5,5,5,4,4,3,5,5,2,3,3,3,5,3,5,3,5,3,5,5,5,5,B,,,,,,,,,Z,,,B,C,E,G,,,,,,,,1,2,4,4,5,5,D,J,4,2,2,2,2,1,1,3,1,1,1,1,1,2,,,,,,1,1,5,5,5,5,837
839,4,5,5,4,5,5,4,4,3,3,4,4,3,3,4,4,4,4,5,4,5,4,D,E,F,G,K,,,,,,,,,,,5,4,3,3,3,3,9,4,4,9,4,4,4,5,5,4,5,4,5,4,5,5,4,5,4,4,9,3,4,4,9,4,3,9,3,C,,,,,,,,,I,G,D,A,B,C,F,G,K,,,,,,1,4,4,4,4,4,A,B,4,2,1,2,2,2,2,3,1,1,1,1,1,5,,,,,,2,3,3,3,3,4,838
840,4,4,4,3,5,5,4,4,4,4,9,4,4,5,5,5,5,4,5,5,4,5,B,C,D,J,K,,,,,,,,,,,5,5,4,9,3,9,9,9,3,9,5,4,3,4,4,9,4,5,5,5,9,9,4,9,5,9,9,5,9,9,9,4,5,3,3,Z,,,,,,,,,G,A,C,C,E,H,I,K,,,,,,,2,,,,,,A,C,4,1,1,1,1,2,1,3,1,2,1,1,1,2,,,,,,2,3,4,4,3,4,839
841,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,4,C,D,E,I,K,,,,,,,,,,,5,5,5,5,5,9,5,5,5,5,4,5,5,4,5,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,Z,,,,,,,,,G,C,H,B,E,I,K,,,,,,,,2,,,,,,B,D,2,1,2,1,1,1,1,5,1,2,1,1,1,2,,,,,,1,2,5,5,5,5,840
842,4,4,4,3,4,4,3,3,3,3,3,4,4,3,4,3,3,3,4,3,3,3,B,G,K,L,,,,,,,,,,,,3,3,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,3,2,3,2,3,2,3,2,2,2,2,2,2,3,3,3,3,2,Z,,,,,,,,,Z,,,E,,,,,,,,,,,2,,,,,,D,J,4,2,1,1,2,1,1,5,1,1,1,1,1,5,,,,,,1,4,1,1,1,1,841
843,5,5,5,4,5,5,4,4,4,9,4,4,4,4,4,4,9,9,4,4,4,5,B,C,D,F,K,L,N,,,,,,,,,4,4,9,9,9,9,4,4,4,9,4,5,5,5,4,9,4,4,5,4,5,4,4,4,4,9,9,4,4,4,9,5,5,2,4,Z,,,,,,,,,B,A,G,E,G,H,,,,,,,,,2,,,,,,H,M,4,2,1,1,2,1,2,5,1,1,1,1,1,2,,,,,,2,2,3,4,4,4,842
844,4,4,4,3,4,3,3,5,4,4,4,2,4,3,4,4,4,9,3,4,4,5,C,,,,,,,,,,,,,,,9,5,9,9,9,9,9,9,9,9,5,5,2,4,5,3,4,4,2,3,4,4,4,5,4,2,4,5,5,3,5,5,5,5,5,G,,,,,,,,,G,B,C,I,,,,,,,,,,,1,1,2,1,2,5,C,I,3,2,1,1,2,1,2,5,1,1,1,1,1,2,,,,,,3,1,4,5,4,3,843
845,4,3,3,3,3,3,3,2,2,3,3,9,4,4,3,3,3,2,3,4,2,3,B,C,K,N,,,,,,,,,,,,3,3,3,9,3,4,4,3,4,4,3,4,2,3,3,3,3,3,4,9,2,2,2,4,3,3,3,3,4,4,9,1,4,1,3,B,,,,,,,,,Z,,,E,G,,,,,,,,,,2,,,,,,C,M,3,2,1,1,2,1,1,4,1,2,1,2,1,2,,,,,,3,3,4,3,3,2,844
846,4,3,4,9,4,4,4,9,9,9,9,9,3,4,4,4,3,4,4,4,2,4,B,C,D,N,,,,,,,,,,,,4,4,9,9,9,9,9,9,4,9,4,4,3,4,4,3,3,3,9,4,4,9,9,4,9,9,4,9,9,9,3,4,3,4,4,Z,,,,,,,,,G,I,C,E,,,,,,,,,,,2,,,,,,H,M,3,2,2,2,2,1,1,4,1,2,1,2,9,2,,,,,,2,6,5,5,9,9,845
847,4,3,4,9,3,3,4,9,9,9,4,4,9,9,3,3,3,4,3,2,2,3,B,C,F,G,J,,,,,,,,,,,4,3,9,3,9,9,9,4,5,9,4,4,3,4,4,4,4,4,9,9,3,3,3,9,3,9,9,4,4,9,9,4,4,4,4,Z,,,,,,,,,Z,,,B,C,G,H,K,,,,,,,2,,,,,,J,K,2,2,2,1,2,1,2,1,1,1,1,1,1,2,,,,,,1,5,9,9,9,9,846
848,4,3,4,9,4,3,9,9,9,9,9,9,3,3,5,5,5,4,9,4,4,4,B,C,D,L,,,,,,,,,,,,5,4,9,9,9,9,9,9,4,9,4,4,4,4,4,9,4,4,4,4,9,9,9,9,9,9,9,9,4,9,9,4,4,4,4,Z,,,,,,,,,G,A,H,F,G,,,,,,,,,,2,,,,,,F,G,3,2,2,1,2,1,2,5,1,2,1,1,1,2,,,,,,2,2,9,9,9,9,847
849,4,5,5,5,5,3,4,4,4,4,9,4,4,4,5,4,3,4,3,4,4,4,C,D,L,,,,,,,,,,,,,5,4,4,9,9,9,5,9,5,9,5,5,5,4,4,4,4,4,4,5,4,4,4,4,4,9,4,4,5,9,4,4,4,4,4,Z,,,,,,,,,A,G,F,E,I,,,,,,,,,,2,,,,,,A,B,2,1,2,2,1,1,1,4,1,1,1,1,1,1,5,,,,,2,2,5,5,5,5,848
850,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,A,C,D,H,M,N,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Z,,,,,,,,,B,H,G,E,G,I,,,,,,,,,2,,,,,,A,B,3,2,2,1,2,2,1,2,1,1,1,1,1,2,,,,,,1,2,5,5,5,5,849
851,4,3,4,3,4,3,3,4,4,4,4,3,3,3,3,4,3,9,3,3,4,3,K,M,,,,,,,,,,,,,,4,3,3,9,4,9,4,4,4,4,3,4,1,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,9,3,3,3,3,Z,,,,,,,,,B,F,H,E,H,J,,,,,,,,,1,1,1,1,1,1,A,B,2,2,2,1,2,1,2,4,1,1,1,2,1,2,5,,,,,1,2,4,4,4,3,850
852,4,5,5,4,4,3,5,4,5,5,4,4,4,5,4,4,3,9,4,5,4,4,B,C,D,E,H,J,M,N,,,,,,,,9,5,4,4,3,3,5,4,4,9,4,4,2,5,4,4,4,5,9,4,9,9,3,3,4,5,9,5,5,4,9,4,4,4,4,B,C,G,,,,,,,A,B,C,E,H,I,,,,,,,,,1,5,5,5,4,4,A,C,3,2,1,1,2,2,1,2,2,2,1,1,1,2,5,,,,,1,2,4,5,4,3,851
853,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,F,K,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Z,,,,,,,,,Z,,,G,H,,,,,,,,,,2,,,,,,J,,2,2,1,1,2,2,2,1,1,2,1,2,1,2,,,,,,3,3,3,3,3,3,852
854,4,4,4,2,4,4,4,3,2,3,9,3,2,3,4,4,3,9,4,4,4,4,C,D,H,K,,,,,,,,,,,,4,4,4,9,3,3,9,9,3,9,4,4,4,5,3,4,4,4,4,4,4,4,4,4,3,3,4,4,3,9,4,4,3,2,2,Z,,,,,,,,,D,A,F,E,G,I,,,,,,,,,2,,,,,,A,M,3,2,1,1,2,1,2,5,1,1,1,1,1,2,,,,,,3,3,3,3,3,2,853
855,4,5,5,4,5,5,5,4,5,4,4,4,3,4,4,4,4,4,5,2,4,4,C,K,N,,,,,,,,,,,,,4,2,4,2,4,4,4,4,4,9,4,5,4,4,4,4,4,3,5,3,5,4,4,5,4,4,4,2,4,4,2,4,5,4,4,Z,,,,,,,,,B,,,H,I,,,,,,,,,,1,2,4,2,2,2,E,K,3,2,2,1,2,1,1,5,1,2,1,2,1,2,,,,,,3,5,4,4,4,4,854
856,4,4,4,4,4,3,4,4,4,4,3,9,4,4,4,4,4,9,3,9,4,4,D,K,N,,,,,,,,,,,,,4,4,9,9,9,9,9,9,4,4,9,4,3,4,4,9,4,4,4,9,4,4,4,4,4,4,9,4,9,9,9,4,4,9,4,Z,,,,,,,,,A,B,C,D,E,G,H,,,,,,,,1,5,5,5,5,5,A,B,3,2,2,1,2,1,2,5,1,1,1,2,1,2,,,,,,2,5,4,4,4,4,855
857,4,4,4,9,4,4,9,3,3,3,9,4,3,9,4,4,4,4,4,4,4,4,C,D,H,K,,,,,,,,,,,,4,4,4,9,9,4,9,9,9,9,4,4,4,4,3,3,3,3,4,4,9,9,9,9,3,9,9,4,9,9,9,4,4,4,1,Z,,,,,,,,,Z,,,E,H,I,,,,,,,,,1,4,5,5,5,5,C,G,2,2,1,1,2,1,2,1,1,1,1,1,1,2,,,,,,1,3,4,4,4,4,856
858,5,5,5,4,5,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,B,C,D,K,,,,,,,,,,,,4,4,3,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,1,1,1,4,4,4,3,4,4,3,4,4,4,4,4,4,4,Z,,,,,,,,,Z,,,C,E,G,H,,,,,,,,1,5,5,5,5,5,H,J,3,2,1,1,2,1,1,4,1,1,1,2,1,2,,,,,,2,3,4,4,4,4,857
859,4,5,4,4,4,4,4,4,4,4,3,5,4,4,3,4,4,3,4,4,5,4,B,C,D,F,G,J,K,L,M,O,,,,,,2,4,4,3,4,4,4,5,5,5,4,4,5,5,4,4,4,4,5,4,4,4,4,4,4,5,5,2,4,4,3,5,5,5,4,B,,,,,,,,,Z,,,A,B,E,G,H,,,,,,,1,3,4,4,4,4,G,K,3,2,2,1,2,1,2,5,1,2,1,2,1,5,,,,,,1,3,4,4,4,4,858
860,4,2,3,2,2,3,2,3,2,3,3,3,2,3,2,2,3,2,3,4,2,2,C,D,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,Z,,,,,,,,,B,A,G,E,G,I,,,,,,,,,2,,,,,,I,L,3,2,1,1,2,1,1,2,1,1,1,2,1,2,,,,,,3,1,4,4,4,4,859
861,4,2,4,1,4,4,2,1,2,1,2,3,2,2,4,4,3,4,4,4,4,4,A,B,C,F,K,L,N,,,,,,,,,5,4,9,9,9,9,3,9,3,9,4,4,4,4,4,3,3,3,5,3,4,4,3,5,9,9,9,4,3,9,9,5,4,9,4,Z,,,,,,,,,I,F,B,D,G,,,,,,,,,,2,,,,,,I,J,3,2,2,1,2,1,1,4,1,1,1,1,1,2,5,,,,,1,2,3,3,3,2,860
862,3,4,5,4,5,4,5,5,3,2,3,4,2,1,5,5,4,9,5,5,4,5,B,C,D,E,I,J,L,M,,,,,,,,4,5,5,5,4,9,5,9,4,4,4,2,2,4,3,3,4,5,9,4,3,4,4,5,1,5,5,4,4,5,2,3,4,4,4,A,,,,,,,,,D,A,E,F,G,I,K,,,,,,,,2,,,,,,A,D,3,2,1,1,2,2,1,2,1,2,1,1,1,1,,,,,,1,2,4,4,5,5,861
863,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,3,4,4,2,4,C,K,N,O,,,,,,,,,,,,4,4,4,9,9,9,3,3,3,9,3,4,2,3,4,4,4,4,5,4,5,5,5,5,4,4,5,4,4,9,9,4,4,4,4,B,E,,,,,,,,F,B,D,F,H,,,,,,,,,,1,5,5,5,5,5,C,I,3,2,2,1,2,1,1,1,1,1,1,1,1,4,,,,,,3,2,5,4,4,4,862
864,5,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,B,C,D,J,N,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,4,4,3,4,4,4,3,4,4,4,2,4,Z,,,,,,,,,B,C,A,B,E,H,,,,,,,,,2,,,,,,H,L,3,2,1,2,2,1,2,4,1,1,1,1,1,5,,,,,,2,3,4,4,4,4,863
