OBJECTID,COMPKEY,UNITID,UNITDESC_ASSET,OWNERSHIP,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,COMPTYPE,SEGKEY,UNITDESC_SEG,UNITTYPE,INSTALL_DATE,MAINTAINED_BY,MAINTFINANCIALRESP,STRWALLRATING,STRWALLCONDITION,SDWRATING,SDWCONDITION,INSPECTIONKEY,INSPCOMPDATE,STRWALLTYPE,SDWSURFACETYPE,SDWSUPPORTTYPE,ARWWALLMAXHT,ARWWALLMINHT,ARWWALLLENGTH,SDWWIDTH,RDWYSTR_DBID,ARWFUNCTION,OVERRIDEYN,OVERRIDECOMMENT,ARWWIDTH,CURRENT_STATUS_DATE,ADDDTTM,MODDTTM,EXPBY,EXPDATE,ATTACHMENT_1,ATTACHMENT_2,ATTACHMENT_3,ATTACHMENT_4,ATTACHMENT_5,ATTACHMENT_6,ATTACHMENT_7,ATTACHMENT_8,ATTACHMENT_9,NUM_ATTACHMENTS,SHAPE_Length,SHAPE_Area
28118,618706,ARW-367,BELLEVUE AVE BETWEEN E PIKE ST AND E PINE ST at 1500 BELLEVUE AVE,,INSVC,DISTRICT3,,16,9212,BELLEVUE AVE BETWEEN E PIKE ST AND E PINE ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,218.188258294898,1448.89486656738
28119,618707,ARW-368,POST AL BETWEEN PINE ST AND STEWART ST,,INSVC,DISTRICT7,,16,12251,POST AL BETWEEN PINE ST AND STEWART ST,ARW,,,,0,,0,,14752,2023/06/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,65.4256646971528,267.09389382529
28120,618708,ARW-369,PINE ST BETWEEN 1ST AVE AND 2ND AVE at 104 PINE ST,,INSVC,DISTRICT7,,16,12213,PINE ST BETWEEN 1ST AVE AND 2ND AVE,ARW,,,,0,,0,,14753,2023/06/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,248.235710894266,1882.60843401635
28121,618712,ARW-371,PINE ST BETWEEN 2ND AVE AND 3RD AVE at 1619 3RD AVE,,INSVC,DISTRICT7,,16,12214,PINE ST BETWEEN 2ND AVE AND 3RD AVE,ARW,,,,70,Fair,70,Fair,15254,2022/01/17 09:00:00+00,Concrete,Concrete,RC Slab on Reinf Concr Beam,10,9,98,24,,Business,N,,16.33,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/02/16 00:00:00+00,,,,,,,,,,,,0,297.65017424561,3240.23793458187
28122,618656,ARW-319,UNION ST BETWEEN 3RD AVE AND 4TH AVE at 1411 4TH AVE,,INSVC,DISTRICT7,,16,13181,UNION ST BETWEEN 3RD AVE AND 4TH AVE,ARW,,,,0,,0,,14723,2023/03/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,262.805066396199,1874.48110930984
28123,618657,ARW-320,4TH AVE BETWEEN UNION ST AND PIKE ST at 1411 4TH AVE,,INSVC,DISTRICT7,,16,6130,4TH AVE BETWEEN UNION ST AND PIKE ST,ARW,,,,0,,0,,14724,2023/03/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,277.734363708532,2440.57295256133
28124,618662,ARW-325,4TH AVE BETWEEN UNION ST AND PIKE ST,,INSVC,DISTRICT7,,16,6130,4TH AVE BETWEEN UNION ST AND PIKE ST,ARW,,,,73.3,Fair,75,Fair,14729,2022/07/20 11:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/07/22 00:00:00+00,,,,,,,,,,,,0,157.628002135948,1129.79401976169
28125,618663,ARW-326,4TH AVE BETWEEN UNION ST AND PIKE ST at 1408 4TH AVE,,INSVC,DISTRICT7,,16,6130,4TH AVE BETWEEN UNION ST AND PIKE ST,ARW,,,,0,,0,,14730,2023/03/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,276.42847038247,2154.2480445799
28126,618664,ARW-327,4TH AVE BETWEEN UNION ST AND PIKE ST at 1424 4TH AVE,,INSVC,DISTRICT7,,16,6130,4TH AVE BETWEEN UNION ST AND PIKE ST,ARW,,,,85,Good,88.3,Good,14731,2022/08/03 12:36:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/08/05 00:00:00+00,,,,,,,,,,,,0,275.670068622979,1958.17313311503
28127,618665,ARW-328,PIKE ST BETWEEN 4TH AVE AND 5TH AVE at 1424 4TH AVE,,INSVC,DISTRICT7,,16,12200,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,ARW,,,,76.7,Fair,91.7,Good,14732,2022/08/03 12:33:59+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/08/05 00:00:00+00,,,,,,,,,,,,0,273.093610697765,1895.48282913711
28128,618668,ARW-331,UNION ST BETWEEN 6TH AVE AND 7TH AVE at 700 UNION ST,,INSVC,DISTRICT7,,16,13184,UNION ST BETWEEN 6TH AVE AND 7TH AVE,ARW,,,,0,,0,,14735,2023/03/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,133.854664941697,687.170531276844
28129,618666,ARW-329,5TH AVE BETWEEN UNION ST AND PIKE ST 1409 5TH AVE,,INSVC,DISTRICT7,,16,7235,5TH AVE BETWEEN UNION ST AND PIKE ST,ARW,,,,0,,0,,14733,2023/03/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,112.902917333982,618.464807132527
28130,618669,ARW-332,UNION ST BETWEEN 7TH AVE AND CONVENTION PL at 1416 7TH AVE,,INSVC,DISTRICT7,,16,13185,UNION ST BETWEEN 7TH AVE AND CONVENTION PL,ARW,,,,0,,0,,14736,2023/03/31 12:00:00+00,Concrete,Concrete,RC Slab on Reinf Concr Beam,34,34,134,22,,Storage,N,,16.33,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/28 00:00:00+00,,,,,,,,,,,,0,289.508445003233,2542.72290027944
28131,618670,ARW-333,7TH AVE BETWEEN UNION ST AND PIKE ST at 1416 7TH AVE,,INSVC,DISTRICT7,,16,8157,7TH AVE BETWEEN UNION ST AND PIKE ST,ARW,,,,0,,0,,14737,2023/03/31 12:00:00+00,Concrete,Concrete,RC Slab on Steel Beam,19,19,168,14,,Business,N,,16,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/28 00:00:00+00,,,,,,,,,,,,0,401.736755746988,2422.34339890042
28132,618671,ARW-334,HUBBELL PL BETWEEN 9TH AVE AND PIKE ST,,INSVC,DISTRICT7,,16,10970,HUBBELL PL BETWEEN 9TH AVE AND PIKE ST,ARW,,,,0,,0,,14738,2023/03/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,656.105070080676,5182.48917639655
28133,618672,ARW-335,PIKE PL BETWEEN POST AL AND PINE ST,,INSVC,DISTRICT7,,16,12190,PIKE PL BETWEEN POST AL AND PINE ST,ARW,,,,0,,0,,14744,2023/06/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,133.910043778902,297.673649794414
28134,618673,ARW-336,PIKE ST BETWEEN PIKE PL AND 1ST AVE,,INSVC,DISTRICT7,,16,12196,PIKE ST BETWEEN PIKE PL AND 1ST AVE,ARW,,,,0,Not Rated,76.3,Fair,17574,2023/08/28 12:56:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2023/09/26 00:00:00+00,,,,,,,,,,,,0,122.42767739077,445.142231929049
28135,618676,ARW-339,1ST AVE BETWEEN PIKE ST AND PINE ST,,INSVC,DISTRICT7,,16,1009,1ST AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,0,,0,,14748,2023/06/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,137.309535740187,499.672136439139
28136,618674,ARW-337,1ST AVE BETWEEN PIKE ST AND PINE ST at 1501 1ST AVE,,INSVC,DISTRICT7,,16,1009,1ST AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,78.3,Fair,79.3,Fair,17575,2023/08/28 13:05:59+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2023/09/26 00:00:00+00,,,,,,,,,,,,0,206.012524043519,1148.10873181196
28137,618675,ARW-338,1ST AVE BETWEEN PIKE ST AND PINE ST,,INSVC,DISTRICT7,,16,1009,1ST AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,70,Fair,77.5,Fair,14747,2023/06/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2023/09/26 00:00:00+00,,,,,,,,,,,,0,137.79833846973,546.168898659842
28138,618677,ARW-340,2ND AVE BETWEEN PIKE ST AND PINE ST at 1521 2ND AVE,,INSVC,DISTRICT7,,16,2758,2ND AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,0,,0,,14749,2023/06/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,162.169455333628,927.037167503536
28139,618678,ARW-341,2ND AVE BETWEEN PIKE ST AND PINE ST at 1535 2ND AVE,,INSVC,DISTRICT7,,16,2758,2ND AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,0,Not Rated,0,Not Rated,14750,2023/06/30 12:00:00+00,Concrete,Concrete,RC Slab on Reinf Concr Beam,11,11,82,16,,Business,N,,16,2022/04/29 00:00:00+00,2014/07/28 00:00:00+00,2022/05/20 00:00:00+00,,,,,,,,,,,,0,202.72251280594,944.920864067539
28140,618680,ARW-343,2ND AVE BETWEEN PIKE ST AND PINE ST at 1516 2ND AVE,,INSVC,DISTRICT7,,16,2758,2ND AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,0,,0,,14765,2023/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,280.575374016649,2253.04351983179
28141,618681,ARW-344,2ND AVE BETWEEN PIKE ST AND PINE ST at 1530 2ND AVE,,INSVC,DISTRICT7,,16,2758,2ND AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,0,,0,,14766,2023/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,140.686123680165,744.664268405156
28142,618682,ARW-345,PINE ST BETWEEN 2ND AVE AND 3RD AVE,,INSVC,DISTRICT7,,16,12214,PINE ST BETWEEN 2ND AVE AND 3RD AVE,ARW,,,,0,,0,,14767,2023/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,259.298747367392,1588.37984770979
28143,618655,ARW-318,1ST AVE BETWEEN UNION ST AND PIKE ST,,INSVC,DISTRICT7,,16,1008,1ST AVE BETWEEN UNION ST AND PIKE ST,ARW,,,,86.7,Good,95,Good,17314,2023/06/27 10:08:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2023/06/28 00:00:00+00,,,,,,,,,,,,0,151.936699830943,808.920654961244
28144,618751,ARW-383,6TH AVE BETWEEN PINE ST AND OLIVE WAY at 1600 5TH AVE,,INSVC,DISTRICT7,,16,7884,6TH AVE BETWEEN PINE ST AND OLIVE WAY,ARW,,,,85,Good,90,Good,14793,2022/06/10 10:21:00+00,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/08/19 00:00:00+00,,,,,,,,,,,,0,547.479683115679,4272.82365018966
28145,618759,ARW-391,OLIVE WAY BETWEEN TERRY AVE AND BOREN AVE at 1015 OLIVE WY,,INSVC,DISTRICT7,,16,12048,OLIVE WAY BETWEEN TERRY AVE AND BOREN AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,263.695279377504,1338.01140522319
28146,618752,ARW-384,PINE ST BETWEEN 5TH AVE AND 6TH AVE at 1600 5TH AVE,,INSVC,DISTRICT7,,16,12218,PINE ST BETWEEN 5TH AVE AND 6TH AVE,ARW,,,,82.5,Good,86.7,Good,14794,2022/06/10 13:14:00+00,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/08/19 00:00:00+00,,,,,,,,,,,,0,275.404406635017,3298.89680861221
28147,618753,ARW-385,7TH AVE BETWEEN PINE ST AND OLIVE WAY,,INSVC,DISTRICT7,,16,8159,7TH AVE BETWEEN PINE ST AND OLIVE WAY,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,146.339834796095,808.014587071987
28148,618763,ARW-394,11TH AVE BETWEEN E PIKE ST AND E PINE ST at 1535 11TH AVE,,INSVC,DISTRICT3,,16,1382,11TH AVE BETWEEN E PIKE ST AND E PINE ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,147.508759436404,575.005189270004
28149,618754,ARW-386,7TH AVE BETWEEN PINE ST AND OLIVE WAY,,INSVC,DISTRICT7,,16,8159,7TH AVE BETWEEN PINE ST AND OLIVE WAY,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,154.924959917747,906.610093319371
28150,618755,ARW-387,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,,INSVC,DISTRICT7,,16,12044,OLIVE WAY BETWEEN 6TH AVE AND 7TH AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,151.999763823332,743.364193978062
28151,618764,ARW-395,E PINE ST BETWEEN 10TH AVE AND 11TH AVE at 1535 11TH AVE,,INSVC,DISTRICT3,,16,14636,E PINE ST BETWEEN 10TH AVE AND 11TH AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,187.248014058874,1036.53051087449
28152,618691,ARW-354,4TH AVE BETWEEN PIKE ST AND PINE ST,,INSVC,DISTRICT7,,16,6131,4TH AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,0,,0,,14776,2023/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,176.347884716199,894.079719441649
28153,618683,ARW-346,PINE ST BETWEEN 2ND AVE AND 3RD AVE at 217 PINE ST,,INSVC,DISTRICT7,,16,12214,PINE ST BETWEEN 2ND AVE AND 3RD AVE,ARW,,,,0,,0,,14768,2023/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,257.758993595117,2312.04766555282
28154,618684,ARW-347,3RD AVE BETWEEN PIKE ST AND PINE ST at 217 PINE ST,,INSVC,DISTRICT7,,16,4384,3RD AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,0,,0,,14769,2023/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,280.075186141486,2331.64984110698
28155,618688,ARW-351,PIKE ST BETWEEN 4TH AVE AND 5TH AVE at 408 PIKE ST,,INSVC,DISTRICT7,,16,12200,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,ARW,,,,80,Good,73.9,Fair,14773,2022/04/25 14:06:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/04/25 00:00:00+00,,,,,,,,,,,,0,267.645612356174,1913.41327705378
28156,618686,ARW-349,3RD AVE BETWEEN PIKE ST AND PINE ST at 1501 3RD AVE,,INSVC,DISTRICT7,,16,4384,3RD AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,0,,0,,14771,2023/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,270.762632404991,2055.72956717319
28157,618687,ARW-350,3RD AVE BETWEEN PIKE ST AND PINE ST at 1519 3RD AVE,,INSVC,DISTRICT7,,16,4384,3RD AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,0,,0,,14772,2023/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,156.887105173683,1111.2985031175
28158,618701,ARW-363,8TH AVE BETWEEN PIKE ST AND PINE ST at 1512 8TH AVE,,INSVC,DISTRICT7,,16,8280,8TH AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,152.303357137192,741.130287223321
28159,618689,ARW-352,4TH AVE BETWEEN PIKE ST AND PINE ST,,INSVC,DISTRICT7,,16,6131,4TH AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,0,,0,,14774,2023/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,265.669891352972,1627.84819865388
28160,618690,ARW-353,4TH AVE BETWEEN PIKE ST AND PINE ST,,INSVC,DISTRICT7,,16,6131,4TH AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,0,,0,,14775,2023/09/30 12:00:00+00,,,,0,0,0,0,,,N,,,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,297.029774674802,1827.42631983592
28161,618692,ARW-355,PIKE ST BETWEEN 5TH AVE AND 6TH AVE at 500 PIKE ST,,INSVC,DISTRICT7,,16,12201,PIKE ST BETWEEN 5TH AVE AND 6TH AVE,ARW,,,,0,,0,,14777,2023/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,305.914961719721,3622.03106174653
28162,618693,ARW-356,PIKE ST BETWEEN 6TH AVE AND 7TH AVE,,INSVC,DISTRICT7,,16,12202,PIKE ST BETWEEN 6TH AVE AND 7TH AVE,ARW,,,,0,,0,,14739,2023/03/31 12:00:00+00,,,,0,0,0,0,,,N,,,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,146.018224024133,1129.72844386532
28163,618697,ARW-359,PINE ST BETWEEN 6TH AVE AND 7TH AVE at 601 PINE ST,,INSVC,DISTRICT7,,16,12219,PINE ST BETWEEN 6TH AVE AND 7TH AVE,ARW,,,,0,,0,,14780,2023/09/30 12:00:00+00,,,,0,0,77,0,,,N,,16.25,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/02/07 00:00:00+00,,,,,,,,,,,,0,281.97656282792,2244.56513709797
28164,618694,ARW-357,7TH AVE BETWEEN PIKE ST AND PINE ST,,INSVC,DISTRICT7,,16,8158,7TH AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,0,,0,,14778,2023/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,146.575734389206,812.111498242948
28165,618696,ARW-358,6TH AVE BETWEEN PIKE ST AND PINE ST,,INSVC,DISTRICT7,,16,7883,6TH AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,0,,0,,14779,2023/09/30 12:00:00+00,,,,0,0,140,0,,Business,N,,11.5,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/02/07 00:00:00+00,,,,,,,,,,,,0,293.011800729652,1851.99698762646
28166,618711,ARW-370,PINE ST BETWEEN 1ST AVE AND 2ND AVE at 1601 2ND AVE,,INSVC,DISTRICT7,,16,12213,PINE ST BETWEEN 1ST AVE AND 2ND AVE,ARW,,,,0,,0,,14754,2023/06/30 12:00:00+00,RC Reinforced Concrete,Concrete,RC Slab on Reinf Concr Beam,0,0,114,26,,Business,N,,16,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\ARW-370 Plan .pdf,,,,,,,,,1,486.754693978875,4172.76567021201
28167,618698,ARW-360,7TH AVE BETWEEN PIKE ST AND PINE ST at 1531 7TH AVE,,INSVC,DISTRICT7,,16,8158,7TH AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,0,,0,,14781,2023/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,191.430590576493,1063.36838262612
28168,618699,ARW-361,PINE ST BETWEEN 6TH AVE AND 7TH AVE at 1531 7TH AVE,,INSVC,DISTRICT7,,16,12219,PINE ST BETWEEN 6TH AVE AND 7TH AVE,ARW,,,,0,,0,,14782,2023/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,283.506372835234,2472.28070877336
28169,618703,ARW-364,9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST at 901 PINE ST,,INSVC,DISTRICT7,,16,489857,9TH AVE BETWEEN 9TH AV I5 EXPRESS ON RP AND PINE ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,489.284278767233,2932.69769958896
28170,618700,ARW-362,7TH AVE BETWEEN PIKE ST AND PINE ST at 706 PIKE ST on 7th,,INSVC,DISTRICT7,,16,8158,7TH AVE BETWEEN PIKE ST AND PINE ST,ARW,,,,0,,0,,14783,2023/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,261.658363354452,1483.73610149051
28171,618704,ARW-365,PINE ST BETWEEN 9TH AVE AND TERRY AVE at 901 PINE ST,,INSVC,DISTRICT7,,16,12222,PINE ST BETWEEN 9TH AVE AND TERRY AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,387.491545050546,3837.5383416009
28172,618705,ARW-366,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE at 320 E PIKE ST,,INSVC,DISTRICT3,,16,14593,E PIKE ST BETWEEN MELROSE AVE AND BELLEVUE AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,227.429803377184,932.715447124536
28173,618795,ARW-405,3RD AVE BETWEEN STEWART ST AND VIRGINIA ST,,INSVC,DISTRICT7,,16,4386,3RD AVE BETWEEN STEWART ST AND VIRGINIA ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/30 00:00:00+00,2014/07/30 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,124.008434778122,486.780085575895
28174,618815,ARW-416,7TH AVE BETWEEN WESTLAKE AVE AND LENORA ST at 2027 WESTLAKE AVE,,INSVC,DISTRICT7,,16,8163,7TH AVE BETWEEN WESTLAKE AVE AND LENORA ST,ARW,,,,68.3,Fair,77.5,Fair,16994,2023/04/25 13:30:00+00,RC Reinforced Concrete,Concrete,RC Slab,18,17,55,0,,Storage,N,,10.75,2014/06/25 00:00:00+00,2014/07/31 00:00:00+00,2023/05/02 00:00:00+00,,,,,,,,,,,,0,316.185871305766,2370.66535424004
28175,618796,ARW-406,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE at 414 OLIVE WY,,INSVC,DISTRICT7,,16,12042,OLIVE WAY BETWEEN 4TH AVE AND 5TH AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/30 00:00:00+00,2014/07/30 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,517.453308255943,1703.78433844534
28176,618800,ARW-410,4TH AVE BETWEEN STEWART ST AND VIRGINIA ST at 1900 4TH AVE,,INSVC,DISTRICT7,,16,6136,4TH AVE BETWEEN STEWART ST AND VIRGINIA ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/30 00:00:00+00,2014/07/30 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,277.864356246385,2209.10202956282
28177,618855,ARW-418,WESTLAKE AVE BETWEEN 7TH AVE AND 8TH AVE at 2045 Westlake Ave,,INSVC,DISTRICT7,,16,13529,WESTLAKE AVE BETWEEN 7TH AVE AND 8TH AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,147.946250923025,1105.9414430491
28178,618813,ARW-414,1ST AVE BETWEEN VIRGINIA ST AND LENORA ST at 2019 1st ave,,INSVC,DISTRICT7,,16,1012,1ST AVE BETWEEN VIRGINIA ST AND LENORA ST,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/07/31 00:00:00+00,2014/07/31 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,113.652893404316,617.063309115247
28179,618861,ARW-424,BLANCHARD ST BETWEEN WESTERN AVE AND 1ST AVE at 2205 1st Ave,,INSVC,DISTRICT7,,16,9290,BLANCHARD ST BETWEEN WESTERN AVE AND 1ST AVE,ARW,,,,,,,,,,,,,0,0,0,0,,,N,,0,2014/08/04 00:00:00+00,2014/08/04 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,235.050780488861,1061.70929289347
