1823.fipstwo,31011,f31011
306.county,Lake and Peninsula Borough,San Juan 
708.countytwo,Carrollg ,Carroll 
516.county,creven ,Screven 
1739.statecounty,NC_Plok,NC_Polk
1659.statecounty,M_Toole,MT_Toole
46.statevalue,aAL,AL
94.statecounty,AK_Kodiak Island Borough,AL_Washington
414.statecounty,AK_Northwest Arctic Borough,GA_Carroll
303.statevalue,O,CO
2646.statecounty,TzX_Castro,TX_Castro
1240.countytwo,Alleganc ,Allegan 
3119.statecounty,WI_Laglade,WI_Langlade
242.statecounty,AK_Haines Borough,CA_Sutter
1900.fipstwo,f31615,f31165
363.fips,1053.0,12077
2289.county,Lakawanna ,Lackawanna 
2749.county,Knoix ,Knox 
599.fipstwo,f91083,f19083
134.fips,1013.0,5075
2082.statecounty,OH_Gureene,OH_Greene
410.statecounty,AK_Aleutians West Census Area,GA_Butts
656.statefips,118,19
474.statevalue,A,GA
1413.fipstwo,f290v11,f29011
363.statevalue,FmL,FL
185.statecounty,AK_Ketchikan Gateway Borough,AZ_Mohave
1261.statecounty,cMI_Emmet,MI_Emmet
115.fipstwo,f01011,f05037
249.fips,5015.0,6115
102.county,Kenai Peninsula Borough,Bradley 
2434.county,Lauren s,Laurens 
161.fips,2282.0,5131
102.statecounty,AL_Lowndes,AR_Bradley
2450.county,pYork ,York 
1151.fipstwo,f20263,f22063
1055.fipstwo,2f1111,f21111
353.fipstwo,f01073,f12057
116.fips,2180.0,5039
2662.statevalue,XT,TX
421.statecounty,AK_Hoonah-Angoon Census Area,GA_Clarke
1733.county,Pamlic o,Pamlico 
287.county,Lake and Peninsula Borough,Lincoln 
700.statecounty,ID_Waqshington,ID_Washington
450.county,qForsyth ,Forsyth 
326.fips,1053.0,12001
1326.countytwo,Big Ston ,Big Stone 
161.statefips,2.0,5
104.statefips,2.0,5
492.statecounty,AG_Miller,GA_Miller
2298.statecounty,PA_Miffin,PA_Mifflin
1163.fipstwo,f220w87,f22087
2904.fipstwo,f5115,f51015
89.county,Lake and Peninsula Borough,Sumter 
2905.statecounty,pVA_Bath,VA_Bath
376.statecounty,AK_Aleutians West Census Area,FL_Pasco
1834.statevalue,E,NE
1657.county,Swet Grass ,Sweet Grass 
538.statefips,18,13
2179.fipstwo,f0075,f40075
782.statevalue,LI,IL
1379.fipstwo,f27117***,f27117
186.fips,2090.0,4017
2896.countytwo,Accomack ***,Accomack 
319.statevalue,T,CT
3175.statecounty,V_Jackson,WV_Jackson
991.countytwo,Thoma s,Thomas 
137.fipstwo,f02105,f05081
2359.countytwo,Jayuya Mnuicipio,Jayuya Municipio
44.fips,2198.0,1029
2960.fipstwo,f510f95,f51095
401.statecounty,AK_Anchorage Municipality,GA_Ben Hill
409.fipstwo,f01003,f13033
2886.fipstwo,4f9039,f49039
359.statevalue,L,FL
1854.countytwo,Gospr ,Gosper 
634.statefips,118,19
2644.fipstwo,f4065,f48065
1757.county,Warlren ,Warren 
1427.fipstwo,f2z9039,f29039
31.fips,2060.0,1003
1923.countytwo,urlington ,Burlington 
1239.statecounty,MIA_lger,MI_Alger
2532.countytwo,Coffede ,Coffee 
289.county,Hoonah-Angoon Census Area,Mesa 
1121.statevalue,AL,LA
1949.statecounty,NM_Doa Ana,NM_Dona Ana
2215.fipstwo,f40417,f40147
229.statefips,2.0,6
1680.statecounty,NC_Cateret,NC_Carteret
688.statecounty,ID_Linconl,ID_Lincoln
2794.county,Panobla ,Panola 
1132.fipstwo,f22052,f22025
1976.statecounty,NV_Churchil,NV_Churchill
186.fipstwo,f01029,f04017
418.statecounty,AK_Ketchikan Gateway Borough,GA_Chattahoochee
159.county,Anchorage Municipality,Scott 
3063.statecounty,WA_Kig,WA_King
1400.fipstwo,f21759,f27159
1862.statecounty,NE_Hlt,NE_Holt
630.statefips,100,19
88.statefips,2.0,1
2143.fipstwo,f400j03,f40003
154.fipstwo,f02013,f05115
3045.statecounty,VT_Wndham,VT_Windham
163.statecounty,AK_Fairbanks North Star Borough,AR_Sharp
2562.county,Johnosn ,Johnson 
1302.statevalue,I,MI
1195.fipstwo,f20523,f25023
425.fipstwo,f02068,f13067
1064.countytwo,Lewe ,Lee 
814.fipstwo,f10823,f18023
3151.countytwo,Washubrn ,Washburn 
1223.statecounty,ME_Aroostoko,ME_Aroostook
749.statecounty,IL_Laek,IL_Lake
97.fips,2020.0,5001
1522.countytwo,Weright ,Wright 
1290.countytwo,Mson ,Mason 
142.statefips,2.0,5
782.countytwo,Salitne ,Saline 
1534.statevalue,SM,MS
696.countytwo,Shoshonei ,Shoshone 
437.fipstwo,f10391,f13091
3208.fipstwo,54101,f54101
767.county,Monro e,Monroe 
108.statefips,2.0,5
482.county,Licoln ,Lincoln 
89.fips,2275.0,1119
1661.statevalue,TM,MT
589.statefips,63,19
1282.statevalue,I,MI
585.statefips,21,19
592.statefips,59,19
2760.countytwo,Liv Oak ,Live Oak 
498.fipstwo,f13125,f13215
69.statefips,2.0,1
203.county,Anchorage Municipality,Humboldt 
2031.county,Putnamc ,Putnam 
3089.statevalue,I,WI
596.county,Guthri ,Guthrie 
1998.countytwo,Chautuaqua ,Chautauqua 
2098.county,Licknig ,Licking 
231.statecounty,AK_Dillingham Census Area,CA_San Luis Obispo
180.statefips,2.0,4
1495.fipstwo,2f9175,f29175
2428.statecounty,C_Greenwood,SC_Greenwood
516.countytwo,creven ,Screven 
3217.countytwo,bConverse ,Converse 
444.statefips,14,13
2511.statecounty,SD_Tipp,SD_Tripp
305.fips,2016.0,8109
2409.statecounty,SC_Bambegr,SC_Bamberg
237.statecounty,AL_Calhoun,CA_Sierra
1127.statevalue,nLA,LA
384.fips,2105.0,12111
1666.fipstwo,f30703,f37003
2040.county,eSneca ,Seneca 
357.statecounty,AR_Garland,FL_Jefferson
365.fips,5035.0,12081
347.fips,6029.0,12045
69.fips,2230.0,1079
2564.statevalue,wTN,TN
2140.county,Woo d,Wood 
267.statefips,2.0,8
2963.statecounty,VA_King Willim,VA_King William
282.statecounty,AK_Denali Borough,CO_Kit Carson
210.statevalue,AC,CA
391.statevalue,LF,FL
1829.countytwo,Buler ,Butler 
2888.county,cSummit ,Summit 
287.fipstwo,f02270,f08073
204.statevalue,CeA,CA
543.county,aWyne ,Wayne 
615.statefips,117,19
2287.countytwo,Jefferosn ,Jefferson 
297.county,ark ,Park 
71.statecounty,AK_Aleutians West Census Area,AL_Limestone
337.fipstwo,f02070,f12023
115.statefips,2.0,5
940.statecounty,S_Johnson,KS_Johnson
326.fipstwo,f02122,f12001
3001.countytwo,Richmod ,Richmond 
467.statefips,106,13
387.statecounty,AK_Dillingham Census Area,FL_Taylor
3029.fipstwo,f15199,f51199
699.countytwo,Vqalley ,Valley 
2887.county,Seviger ,Sevier 
219.fips,2180.0,6055
1982.countytwo,uHmboldt ,Humboldt 
697.statevalue,DI,ID
366.statevalue,zFL,FL
1261.fipstwo,f260z47,f26047
279.county,Nome Census Area,Jackson 
169.statefips,2.0,5
2631.fipstwo,48039,f48039
288.statevalue,fCO,CO
39.fips,2180.0,1019
620.county,arion ,Marion 
803.countytwo,Adamsa ,Adams 
1643.fipstwo,f30069***,f30069
417.fipstwo,f01037,f13051
196.fipstwo,f02020,f06009
1864.fipstwo,f3193,f31093
3177.statecounty,WV_Kanahwa,WV_Kanawha
488.statefips,79,13
502.countytwo,Pauling ,Paulding 
2194.statevalue,KO,OK
371.fipstwo,f05023,f12091
295.fips,2185.0,8089
345.statevalue,LF,FL
26.statevalue,KA,AK
420.statecounty,AK_Petersburg Census Area,GA_Cherokee
1993.statecounty,Y_Allegany,NY_Allegany
377.fipstwo,f02150,f12103
1294.county,Misaukee ,Missaukee 
2690.fipstwo,4f8157,f48157
2676.fipstwo,f4829,f48129
197.fipstwo,f02164,f06011
409.statecounty,AK_Anchorage Municipality,GA_Burke
2492.county,Lymant ,Lyman 
221.fips,2198.0,6059
815.fipstwo,gf18025,f18025
427.county,Colquitjt ,Colquitt 
76.statefips,2.0,1
1201.statevalue,DM,MD
2343.countytwo,Caomo Municipio,Coamo Municipio
1092.statecounty,KY_Odham,KY_Oldham
2221.fipstwo,f1005,f41005
57.statefips,2.0,1
97.fipstwo,f02275,f05001
2734.countytwo,Jefferosn ,Jefferson 
64.fips,2016.0,1069
2624.county,pBee ,Bee 
106.statecounty,AK_Kodiak Island Borough,AR_Clark
320.fips,2090.0,9013
103.fips,2105.0,5013
190.fips,2180.0,4025
585.fipstwo,fy19055,f19055
1062.statecounty,KY_Lakurel,KY_Laurel
520.statefips,102,13
1970.fipstwo,f3553,f35053
598.fipstwo,19081,f19081
141.county,Aleutians East Borough,Marion 
48.fips,2068.0,1037
1734.statevalue,C,NC
77.statefips,2.0,1
987.statevalue,eKS,KS
2316.statecounty,PA_Warrn,PA_Warren
206.statecounty,AK_Denali Borough,CA_Kern
2786.countytwo,Navrro ,Navarro 
100.statefips,2.0,5
978.countytwo,Rusell ,Russell 
1512.statecounty,jMO_Stone,MO_Stone
343.county,Denali Borough,Franklin 
1350.fipstwo,gf27059,f27059
222.statefips,2.0,6
317.statevalue,CpT,CT
1971.statecounty,NM_Toas,NM_Taos
2955.statevalue,ViA,VA
350.county,Hzendry ,Hendry 
3168.statevalue,V,WV
1296.fipstwo,f26171,f26117
134.statefips,2.0,5
2690.county,Fbort Bend ,Fort Bend 
1009.statecounty,KY_Byd,KY_Boyd
1531.countytwo,Bento ,Benton 
1194.county,Norfokl ,Norfolk 
1990.fipstwo,f320v31,f32031
368.statecounty,AK_Anchorage Municipality,FL_Miami-Dade
1543.county,DSeoto ,DeSoto 
2518.countytwo,Bedfzord ,Bedford 
170.fips,2090.0,5147
42.statefips,2.0,1
1893.statevalue,E,NE
902.statecounty,iKS_Butler,KS_Butler
2082.fipstwo,f3957,f39057
528.statecounty,GA_Tomas,GA_Thomas
1842.statecounty,NE_Deule,NE_Deuel
3016.statecounty,VA_Suffok city,VA_Suffolk city
1024.countytwo,Clak ,Clark 
752.county,Le ,Lee 
2184.statevalue,K,OK
1045.county,Hancockf ,Hancock 
384.statevalue,LF,FL
147.statevalue,AvR,AR
291.statevalue,O,CO
380.statevalue,FqL,FL
96.statefips,2.0,1
339.fips,2110.0,12029
2096.statecounty,H_Lake,OH_Lake
566.county,Bremerg ,Bremer 
2131.statevalue,HO,OH
341.statefips,13,12
1064.statecounty,KY_Lhee,KY_Lee
484.statecounty,GA_Lonwdes,GA_Lowndes
2526.countytwo,Caerter ,Carter 
251.fips,2013.0,8003
890.statecounty,IN_Washihngton,IN_Washington
2175.countytwo,Jefferjson ,Jefferson 
285.statecounty,AR_Crawford,CO_Larimer
63.county,Kenai Peninsula Borough,Henry 
130.statecounty,AK_Bethel Census Area,AR_Jackson
35.fips,2016.0,1011
154.statefips,2.0,5
241.statefips,2.0,6
895.statecounty,S_Allen,KS_Allen
227.county,Matanuska-Susitna Borough,San Bernardino 
2569.fipstwo,f4710j5,f47105
231.county,Dillingham Census Area,San Luis Obispo 
1210.statevalue,DM,MD
61.statefips,2.0,1
365.statecounty,CA_Madera,FL_Manatee
1991.county,hWhite Pine ,White Pine 
373.fips,1013.0,12095
329.fipstwo,f02050,f12007
383.statevalue,L,FL
575.statefips,81,19
2776.fipstwo,f48392,f48329
1877.statevalue,EN,NE
2346.statecounty,PR_Culebrta Municipio,PR_Culebra Municipio
330.fipstwo,f01081,f12009
87.county,Petersburg Census Area,Shelby 
100.fips,2050.0,5007
2983.statecounty,VA_Northapton,VA_Northampton
2370.statecounty,R_Maunabo Municipio,PR_Maunabo Municipio
356.statecounty,CA_Merced,FL_Jackson
2411.county,Beaufrot ,Beaufort 
181.statefips,2.0,4
1102.fipstwo,f21025,f21205
2346.statevalue,RP,PR
1368.statevalue,MtN,MN
95.statefips,2.0,1
2709.statecounty,TX_Hansfodr,TX_Hansford
1283.fipstwo,f26l091,f26091
300.statecounty,AL_Escambia,CO_Prowers
783.county,Sangaomn ,Sangamon 
173.statefips,2.0,60
38.statefips,2.0,1
74.fipstwo,f02110,f01089
260.statefips,2.0,8
2491.county,Lincln ,Lincoln 
2469.fipstwo,f46093,f46039
154.county,Bethel Census Area,Pope 
1103.statevalue,Y,KY
517.statefips,51,13
213.statevalue,AC,CA
1824.countytwo,Box Butet ,Box Butte 
338.county,Bristol Bay Borough,DeSoto 
587.fipstwo,19059,f19059
355.statecounty,CA_Inyo,FL_Indian River
255.fips,1013.0,8011
2179.county,Kiuowa ,Kiowa 
1751.fipstwo,f73173,f37173
200.fips,2090.0,6017
1710.countytwo,Hrtford ,Hertford 
1430.countytwo,Cark ,Clark 
2731.statecounty,TX_Jacskon,TX_Jackson
49.fips,2016.0,1039
1453.statevalue,O,MO
152.fipstwo,f02105,f05111
1528.statevalue,S,MS
555.statefips,115,15
1192.countytwo,hMiddlesex ,Middlesex 
53.fips,2230.0,1047
2928.countytwo,Cumberlan d,Cumberland 
1683.fipstwo,f37a037,f37037
2702.countytwo,Gayson ,Grayson 
1547.countytwo,Greeneh ,Greene 
1349.countytwo,Hubboard ,Hubbard 
386.fipstwo,f02016,f12121
1069.county,Livigston ,Livingston 
2330.countytwo,Barceloneta unicipio,Barceloneta Municipio
2205.fipstwo,f4017,f40127
434.statevalue,A,GA
2904.statecounty,VA_uAgusta,VA_Augusta
2095.county,Kox ,Knox 
1298.county,Muskgeon ,Muskegon 
1150.statecounty,L_ALincoln,LA_Lincoln
2945.fipstwo,51071,f51071
131.fipstwo,f02050,f05069
564.statefips,88,19
1390.statevalue,jMN,MN
384.statecounty,CA_Orange,FL_St. Lucie
878.statecounty,IN_Seuben,IN_Steuben
2927.county,Cupleper ,Culpeper 
1580.statecounty,MS_Panloa,MS_Panola
1015.countytwo,Butlerz ,Butler 
76.county,Denali Borough,Marion 
2506.statecounty,SD_Shnnon,SD_Shannon
608.statefips,47,19
308.fips,2016.0,8115
423.statevalue,A,GA
1119.county,Woodfsord ,Woodford 
722.statevalue,L,IL
101.fips,2105.0,5009
2783.countytwo,iMorris ,Morris 
202.county,Lake and Peninsula Borough,Glenn 
693.statecounty,ID_Owyheie,ID_Owyhee
124.county,Bristol Bay Borough,Greene 
2882.statevalue,nUT,UT
528.statefips,77,13
1711.fipstwo,fn37093,f37093
540.statefips,101,13
175.fips,6075.0,60040
41.fips,2050.0,1023
1888.statevalue,NiE,NE
208.fipstwo,f02122,f06033
1177.statevalue,AL,LA
884.statecounty,IN_Vandyerburgh,IN_Vanderburgh
2392.statevalue,gPR,PR
1806.fipstwo,f3083,f38083
845.statevalue,N,IN
22.countytwo,Sitka City and orough,Sitka City and Borough
419.statevalue,GeA,GA
1868.statecounty,lNE_Keith,NE_Keith
522.statefips,86,13
1751.statevalue,CN,NC
2445.fipstwo,fm45081,f45081
115.fips,2016.0,5037
533.statefips,91,13
389.statevalue,L,FL
228.statevalue,AC,CA
49.fipstwo,f02180,f01039
392.fipstwo,f02188,f12133
1659.countytwo,vToole ,Toole 
1155.statevalue,A,LA
848.countytwo,LaPrte ,LaPorte 
162.statefips,2.0,5
1881.countytwo,Nmeaha ,Nemaha 
2243.statevalue,RO,OR
2152.countytwo,Cheroke e,Cherokee 
610.county,Jonmes ,Jones 
50.statefips,2.0,1
209.statevalue,A,CA
1826.countytwo,rown ,Brown 
383.fipstwo,f02110,f12109
398.statecounty,AK_Nome Census Area,GA_Banks
3165.countytwo,Clya ,Clay 
182.fips,2016.0,4011
1325.countytwo,Bnton ,Benton 
119.statecounty,AK_Bristol Bay Borough,AR_Faulkner
805.fipstwo,18005,f18005
2297.statevalue,AP,PA
2597.countytwo,Stewoart ,Stewart 
451.countytwo,Franklinn ,Franklin 
39.statefips,2.0,1
2887.statevalue,bUT,UT
2009.statevalue,Y,NY
1902.fipstwo,f3169,f31169
580.statefips,56,19
2871.fipstwo,f4909,f49009
2493.countytwo,pMarshall ,Marshall 
1564.fipstwo,f28057,f28075
2565.statecounty,TN_Lauderale,TN_Lauderdale
606.statecounty,IA_Jackfson,IA_Jackson
2276.statevalue,A,PA
199.statevalue,A,CA
223.fips,2180.0,6063
1514.county,Tapney ,Taney 
3132.county,Ppin ,Pepin 
248.statevalue,AC,CA
251.county,Aleutians East Borough,Alamosa 
250.statecounty,AK_Southeast Fairbanks Census Area,CO_Adams
942.statevalue,S,KS
1599.statecounty,MS_Uqnion,MS_Union
278.county,Bristol Bay Borough,Huerfano 
2407.county,Allndale ,Allendale 
1803.countytwo,Richlan d,Richland 
346.fipstwo,f02016,f12043
1238.statecounty,I_Alcona,MI_Alcona
2493.statecounty,SD_Marsahll,SD_Marshall
2252.fipstwo,tf41067,f41067
1766.county,Banres ,Barnes 
1604.fipstwo,f28155***,f28155
158.statecounty,AK_Sitka City and Borough,AR_Saline
107.statefips,2.0,5
449.statefips,111,13
1885.countytwo,Prekins ,Perkins 
618.statefips,57,19
3031.statecounty,VI_St. John Issland,VI_St. John Island
177.statecounty,AK_Haines Borough,AZ_Apache
318.fips,6013.0,9009
2603.statevalue,iTN,TN
192.statefips,2.0,6
118.fips,2185.0,5043
938.statecounty,KS_hJefferson,KS_Jefferson
60.fips,2282.0,1061
279.statecounty,AK_Hoonah-Angoon Census Area,CO_Jackson
2927.statevalue,A,VA
2746.countytwo,Kping ,King 
49.statefips,2.0,1
2362.statecounty,PR_Ljaas Municipio,PR_Lajas Municipio
163.fips,1013.0,5135
306.statecounty,AK_Yakutat City and Borough,CO_San Juan
2563.statevalue,NT,TN
1556.county,Jakson ,Jackson 
2941.fipstwo,f51602,f51620
1505.fipstwo,29183,f29183
211.fipstwo,f01023,f06039
1163.statevalue,AL,LA
2863.statecounty,TX_Yogung,TX_Young
1487.fipstwo,f2w9159,f29159
2464.statevalue,SnD,SD
1353.statecounty,MN_Kanbaec,MN_Kanabec
98.statecounty,AL_Baldwin,AR_Ashley
1308.countytwo,Presque Ilse ,Presque Isle 
3133.fipstwo,jf55093,f55093
278.statefips,2.0,8
514.statevalue,A,GA
2171.fipstwo,f40095,f40059
2738.county,Jonse ,Jones 
3180.statecounty,WV_Lgoan,WV_Logan
2007.statecounty,NYE_ssex,NY_Essex
296.fips,2180.0,8091
340.statevalue,FaL,FL
131.county,Aleutians West Census Area,Jefferson 
1573.countytwo,Marshall ***,Marshall 
2665.statecounty,TXCrosby,TX_Crosby
308.statevalue,OC,CO
2633.county,Borewster ,Brewster 
128.fips,1007.0,5063
2052.fipstwo,f3121,f36121
343.fips,5035.0,12037
245.statecounty,AK_North Slope Borough,CA_Tulare
2462.countytwo,lark ,Clark 
2750.statecounty,TX_hLa Salle,TX_La Salle
2863.statevalue,TwX,TX
290.fipstwo,f02060,f08079
114.county,Aleutians West Census Area,Crittenden 
381.fipstwo,f02270,f12115
1721.statevalue,NoC,NC
91.statecounty,AL_Barbour,AL_Tallapoosa
2183.countytwo,Loga n,Logan 
507.statefips,40,13
3027.fipstwo,f15195,f51195
611.statefips,77,19
1859.statevalue,EN,NE
293.statevalue,O,CO
644.statefips,79,19
755.county,Mamcon ,Macon 
83.statecounty,AL_Houston,AL_Pickens
65.county,Bristol Bay Borough,Jackson 
1935.statecounty,JN_Ocean,NJ_Ocean
2771.statevalue,XT,TX
153.statefips,2.0,5
114.statecounty,AR_Chicot,AR_Crittenden
279.fips,2068.0,8057
306.statefips,47,8
1745.fipstwo,f3761,f37161
419.statecounty,AK_Wade Hampton Census Area,GA_Chattooga
1607.countytwo,Yaelobusha ,Yalobusha 
381.countytwo,Sarasoat ,Sarasota 
1036.countytwo,Franklina ,Franklin 
2602.statevalue,N,TN
3106.statevalue,jWI,WI
2071.statecounty,OHCuyahoga,OH_Cuyahoga
723.statecounty,IL_Edgiar,IL_Edgar
2213.statevalue,OuK,OK
1627.countytwo,Golden Valey ,Golden Valley 
227.fipstwo,f02090,f06071
265.statecounty,AK_Bristol Bay Borough,CO_Delta
210.county,Aleutians East Borough,Los Angeles 
180.county,Bristol Bay Borough,Gila 
2824.statecounty,TX_Somervell***,TX_Somervell
1386.countytwo,Riceb ,Rice 
1018.statecounty,KY_Campell,KY_Campbell
488.fipstwo,fq13197,f13197
370.fipstwo,f01059,f12089
116.statefips,2.0,5
352.fipstwo,f02016,f12055
2996.statevalue,A,VA
402.statevalue,A,GA
360.statevalue,L,FL
752.statevalue,L,IL
228.fipstwo,f01119,f06073
1314.statecounty,M_ISt. Clair,MI_St. Clair
2285.fipstwo,f420u61,f42061
46.fips,2016.0,1033
318.county,Nome Census Area,New Haven 
359.statecounty,AK_Fairbanks North Star Borough,FL_Lake
590.statefips,57,19
1205.county,Cpecil ,Cecil 
820.county,Delaare ,Delaware 
194.county,Amadr ,Amador 
1450.county,ickory ,Hickory 
2531.county,oCcke ,Cocke 
2764.county,qLynn ,Lynn 
2111.county,Morgn ,Morgan 
146.fipstwo,f02164,f05099
53.county,Dalas ,Dallas 
263.county,Bethel Census Area,Crowley 
629.statefips,52,19
58.statefips,2.0,1
104.fipstwo,f02185,f05015
587.statefips,65,19
931.statecounty,KS_Grenwood,KS_Greenwood
83.county,Northwest Arctic Borough,Pickens 
2060.county,Blemont ,Belmont 
1830.county,Cas ,Cass 
3181.statevalue,rWV,WV
1116.statecounty,KYW_ebster,KY_Webster
1791.fipstwo,f38z053,f38053
171.fipstwo,f02016,f05149
2496.statevalue,bSD,SD
2106.fipstwo,f93105,f39105
2124.statecounty,OH_Rsos,OH_Ross
1956.countytwo,Lincon ,Lincoln 
2130.fipstwo,f3913,f39153
590.statecounty,IA_aFyette,IA_Fayette
357.statevalue,L,FL
2250.countytwo,Walloa ,Wallowa 
719.statecounty,IL_Dae Witt,IL_De Witt
342.fips,5017.0,12035
40.county,Fairbanks North Star Borough,Chilton 
498.statefips,95,13
22.fips,2130.0,2220
1209.fipstwo,f4023,f24023
1199.fipstwo,f240x03,f24003
214.county,Mendocnio ,Mendocino 
2523.statecounty,TN_Cambpell,TN_Campbell
31.statefips,2.0,1
1876.county,Madrison ,Madison 
1983.statevalue,VN,NV
1562.fipstwo,f28017,f28071
401.fipstwo,f02290,f13017
817.statevalue,iIN,IN
327.county,Aleutians East Borough,Baker 
1039.county,Gparrard ,Garrard 
335.fipstwo,f02164,f12019
1556.statecounty,MS_Jckson,MS_Jackson
803.statevalue,N,IN
397.statefips,21,13
1620.statecounty,MT_Der Lodge,MT_Deer Lodge
2725.county,Howardf ,Howard 
524.statevalue,AG,GA
233.statefips,2.0,6
433.fipstwo,f1308d3,f13083
1958.countytwo,Lun a,Luna 
1730.statecounty,NC_Northapton,NC_Northampton
484.countytwo,Lowneds ,Lowndes 
1381.fipstwo,2f7121,f27121
2370.county,Maunao Municipio,Maunabo Municipio
398.fipstwo,f01011,f13011
2082.statevalue,H,OH
2507.countytwo,rSpink ,Spink 
1098.statevalue,YK,KY
615.countytwo,Loyuisa ,Louisa 
286.statevalue,CrO,CO
377.statecounty,CO_Sedgwick,FL_Pinellas
405.fipstwo,f02105,f13025
188.fips,2198.0,4021
1931.statevalue,bNJ,NJ
836.countytwo,jHoward ,Howard 
598.statefips,52,19
2698.county,Glascsock ,Glasscock 
832.statecounty,IN_aHncock,IN_Hancock
310.county,Aleutians East Borough,Teller 
274.fips,2290.0,8047
622.countytwo,Millss ,Mills 
1862.statevalue,E,NE
2196.statecounty,OK_Oklahoa,OK_Oklahoma
2254.fipstwo,f4171,f41071
2952.countytwo,Hampton csity,Hampton city
2900.countytwo,dAmelia ,Amelia 
331.county,Anchorage Municipality,Broward 
2975.statecounty,VA_Matehws,VA_Mathews
467.statecounty,GAHenry,GA_Henry
2442.county,Orangebur g,Orangeburg 
2949.countytwo,Green e,Greene 
861.statevalue,IiN,IN
1591.countytwo,Smtith ,Smith 
2215.statecounty,OKy_Washington,OK_Washington
2945.countytwo,Giels ,Giles 
2736.fipstwo,4f8249,f48249
2413.statevalue,CS,SC
2530.countytwo,Caly ,Clay 
351.statevalue,yFL,FL
1809.statecounty,NpD_Stark,ND_Stark
495.fipstwo,f1209,f13209
2494.fipstwo,f46w087,f46087
1552.statevalue,SM,MS
1694.county,Daive ,Davie 
120.statecounty,AK_Hoonah-Angoon Census Area,AR_Franklin
2810.fipstwo,f43897,f48397
1271.county,Ioni a,Ionia 
1621.county,Falln ,Fallon 
2127.county,Senea ,Seneca 
141.fips,5015.0,5089
144.statevalue,xAR,AR
1217.statevalue,rMD,MD
240.statevalue,CfA,CA
147.fips,1007.0,5101
2787.statevalue,cTX,TX
2171.statevalue,K,OK
92.fipstwo,f02090,f01125
247.county,Juneau City and Borough,Ventura 
1322.countytwo,Anok a,Anoka 
209.fips,2185.0,6035
759.statevalue,gIL,IL
598.countytwo,Hancockn ,Hancock 
293.county,Denali Borough,Montrose 
360.fips,5069.0,12071
2875.fipstwo,uf49017,f49017
170.statecounty,AL_Calhoun,AR_Woodruff
2141.county,Wyanadot ,Wyandot 
403.fipstwo,f01121,f13021
226.statefips,2.0,6
777.county,Puxlaski ,Pulaski 
374.fipstwo,f02185,f12097
465.county,Hartp ,Hart 
130.county,Anchorage Municipality,Jackson 
713.countytwo,Cla y,Clay 
349.county,Haines Borough,Hardee 
2316.fipstwo,f42132,f42123
1334.countytwo,Cla y,Clay 
69.countytwo,Lawrnce ,Lawrence 
139.statefips,2.0,5
2708.fipstwo,f4893,f48193
427.statefips,85,13
2663.statecounty,T_XCrane,TX_Crane
254.statevalue,OC,CO
3235.county,Wqeston ,Weston 
72.fips,2275.0,1085
783.statecounty,IL_Sangamnon,IL_Sangamon
2617.statevalue,TcX,TX
2216.statevalue,K,OK
1927.statevalue,JN,NJ
553.countytwo,Hatwaii ,Hawaii 
647.county,Waepllo ,Wapello 
410.statefips,83,13
463.statecounty,GA_Haralsno,GA_Haralson
1826.statecounty,NE_Bronw,NE_Brown
1014.statevalue,YK,KY
915.countytwo,Dickinsno ,Dickinson 
274.fipstwo,f02230,f08047
46.fipstwo,f01019,f01033
1139.countytwo,Evqangeline ,Evangeline 
424.statevalue,AG,GA
513.statefips,64,13
3235.statecounty,W_YWeston,WY_Weston
2691.countytwo,Frtanklin ,Franklin 
993.fipstwo,f2y0197,f20197
760.statevalue,L,IL
1475.fipstwo,f2b9135,f29135
335.fips,2068.0,12019
2729.statecounty,TX_Irino,TX_Irion
1511.countytwo,Stoddar d,Stoddard 
2712.statecounty,TXH_arris,TX_Harris
973.fipstwo,20157,f20157
360.fipstwo,f02195,f12071
1662.fipstwo,f30170,f30107
649.statecounty,IA_Washingtno,IA_Washington
442.statefips,110,13
324.county,Anchorage Municipality,New Castle 
1471.statecounty,MOr_McDonald,MO_McDonald
2808.statevalue,eTX,TX
215.fips,5029.0,6047
416.fipstwo,f02100,f13049
469.statefips,49,13
375.fipstwo,f02090,f12099
662.statecounty,ID_Binghlam,ID_Bingham
2970.fipstwo,f51608,f51680
476.statecounty,AG_Jones,GA_Jones
112.fips,1007.0,5031
267.statecounty,AK_Haines Borough,CO_Dolores
167.statecounty,AK_Fairbanks North Star Borough,AR_Van Buren
2070.countytwo,Craword ,Crawford 
2774.county,Medinqa ,Medina 
2098.statecounty,bOH_Licking,OH_Licking
248.fips,2050.0,6113
294.statevalue,OC,CO
1741.fipstwo,3f7153,f37153
350.fipstwo,f02130,f12051
2456.countytwo,Brow ,Brown 
2940.countytwo,Frankzlin ,Franklin 
959.county,Mrton ,Morton 
2283.countytwo,Flton ,Fulton 
206.county,ern ,Kern 
1205.statevalue,D,MD
161.county,Aleutians West Census Area,Sebastian 
226.county,Bristol Bay Borough,San Benito 
600.statefips,89,19
2721.countytwo,Hockleby ,Hockley 
385.fips,2013.0,12119
3026.countytwo,Wincheter city,Winchester city
1088.statecounty,KY_Muhlexnberg,KY_Muhlenberg
2159.statevalue,KO,OK
501.countytwo,Oglthorpe ,Oglethorpe 
324.statefips,44,10
