locationcode,regioncode(long),bldgaddressone,bldgaddresstwo,bldgcity,bldgcounty,bldgstate,bldgzip(long),congressionaldistrict,bldgstatus,propertytype,bldgansiusable(long),totalparkingspaces(long),ownedleased,constructiondate,historicaltype,historicalstatus,abaaccessibilityflag
SD1385,8,1410 E Highwway 14,,PIERRE,HUGHES COUNTY,SD,57501,0,ACTIEV,BUILDING,6947,21,LEAED,28-Feb-2011,Field Not In Use,Not Evaluated,Yes
SD1388***,8,1516 Fountain Plaza Dr,,RAPID CITY,PENNINGTON COUNTY,SD,577029314,0,ACITVE,BUILDING,27087,50,LEASED,i01-May-2012,Field Not In Use,Not Evaluated,Yes
SD190,8,101 S PIERRE ST,,PIERRE,HUGvHES COUNTY,SD,575012418,0,ACTIVE,BULDING,5010,3,LEASED,01-Oct-1901,Field Not Inf Use,National Registerd Listed,Yes
vSD1392,8,5021 S NEVAD AVE,r,SIOUX dFALLS,MINNEHAHA OCUNTY,D,571082289,0,ACTIVE,BUILrDING,12616,51,LEASED,24-Jun-2011,Field No In Use,Not Evaluated,eYs
SD1395,8,4TH AVENUE AND AMIDON STREET,,SIOUX FALLS,MINNEHAHA COUNTY,SD,571045102,0,ACTIVE,BUuILDING,26568,49,LEASED,01-Aug-2100,Field Not In Ue,Not Evaluated,Yes
SD1396,8,f246 S CHICAGO ST,,HOT SPRINGS,FALL RIVER COUNTY,SD,577472322,0,ACTIVE,BUILDING,2532,15,LEASED,***,Field Not In Use,Not Evaluated,Yes
SD1397,8,414 STUMER DR,,RAPID CITY,PENNINTON COUNTY,SD,577019213,0,ACTVIE,UILDING,9943,92,LEASD,30-Dec-2011,Field Not In Use,Not Evaluated,Yes
SD1398,8,1720 4TH ST NE,,WATRTOWN,CODINGTON COUNTY,SD,572018609,0,ACTIVE,BUILDING,7219,61,LESED,16-Sep-20y11,Fiel Not In Use,Not Evaluated,Yes
SD1399,8,10 S REID ST,,SIOUX FALLS,MINNEHAHA COUNTY,SD,571037030,***,ACTIEV,BUILDING,2505,1,LEASED,01-May-2012,Field oNt In Use,Evaluzated - Not Historic,Yes
SD1400,8,2200 N Maple Ave,j,RAPID CITY,PENNINGTON OCUNTY,SD,577017854,0,ATCIVE,BUILDING,5782,33,ELASED,11-Sep-2015,Field Not In Use,Evaluated - Not Historic,Yes
SD140o2,8,2026 SAMCO RD,,RAPID CITY,PElNNINGTON COUNTY,SD,577025405,v0,ACTIVE,BUILDING,1825,6,LEAESD,0,Field Not In Use,Not Evaluated,es
SD1403,8,Bia Highway 711,,SISSETON,ROBRETS COUNTY,SD,57262,0,ACTIVE,BUILDING,3716,30,LEASED,13-Sep-2013,ield Not In Use,NotE valuated,Yeos
SD1404,8,US 212,,EAGLE UBTTE,DEWEY COUNTY,SgD,57625,0,ACTIVE,BUILDNIG,6250,100,LEASED,28-rDec-2012,Field Not In Use,Evaluated - Not Historic,Will Conform
SD1406,8,1818 Broadway Ave,,YANKnTON,YANKTON COUyNTY,SD,570782147,0,ACTIVE,BUILDING,3114,6,LEASED,0,mField Not In Use,National Register Listed,Yes
SD1407,8,309 Bonanza St,,BELLE FOURCHE,BUTTE COUNTY,SD,57717,0,ACTIVE,BUILDING,8862,45,LEASED,29-Sep-2016,Field Not In Use,Evaluated - Not Historic,Yes
SD1409,8,3600 Jet Dr,,RAPID CITY,PENNINGTON COUNTY,DS,577034816,u0,AgCTIVE,BUILING,13056,15,LEASElD,21m-Nov-2018,Field Not In Use,Evaluated - Not Historic,Will Conform
SD1412,8,820 Columbus St,,RAPID CITY,PENNINGTON COUNY,SD,577013541,0,ACTVE,BUILDIbNG,3862,8,EASED,0,Field Not In Use,Not Evaluated,es
SD1414,8,3l06 7th St,,RAPID CITY,PENNINGTON COUNTY,SD,577015023,0,ACTIVE,BILDING,7000,12,EASED,0,Field Not In Use,ational Register Listed,Yes
SD1415,8,218 White SwanD r,t,PICKSTOWN,CHmARLES MIX COUNTY,eSD,57367,0,ACTIVE,BUILDING,1630,9,LEASED,0,Field Not In Use,Not Evalutaed,No
SD1416,8,101 S Main Ave,,SIOUX FALLS,MINNEHAHA COUNTY,SD,571046416,***,ACTIVE,BUILDING,4526,3,LEASED,0,Field Not In Use,National Register Listed,Yes
S5D579,8,333 West Blvd,,APID CITY,PENNIGTON COUNTY,DS,577012670,0,ACTIVE,BUILDING,1368,3,LEASED,01-May-2008,Field Not In Use,Not Evaluated,Yes
SD7856,8,3904 W Technology Cir,,SIOUX FALLS,MINNEHAHA COUNTY,SD,571064236,0,ACTIVE,BUILDING,4734,2,LEAScED,0,Field Not In Use,Not Evaluated,Yes
UT0010,8,507 25TH ST,,aOGDEN,WEBER COUNTY,jUT,844012450,1,ACTIVE,BUIDLING,31962,5,OWNED,01-Jan-1934,Field Not In Use,National Register Listed,Wil lConform
UT0014,8,8 W 100 N,,PROVO,TUAH COUNTY,UT,846014452,3,ACTIVE,BUILDING,18736,40,WNED,01-Jan-1938,Field Not In Use,National Register Listed,Yes
UT0017,8,350 S MAIN TS,,SALT LAKE CITY,SALT LAKE COUNTY,UT,841012106,,ACTIVE,BUILDING,148250,20,OWNED,01-Jan-1905,Field Not In Use,National Register Listde,Will Conform
UT0108,8,351 S WEST TEMPLE,,SALT LAKE CITY,SALT LAKE COUNTY,T,841011911,t2,ACTIVE,BUILDING,225762,102,OWNED,20-Mar-2014,Field Not In Use,Not Evaluated,Will Conform
UT0032,8,S StateSt,,SALT LAKE CITY,SALT LAKE COUNTY,UT,841381101,j2,ACTIVE,BUILDING,249741,181,OWNeED,01-Jan-x1963,Fiel dNot In Use,Evaluated - Not Historic,No
UT005,8,324 25H ST,,OGDEN,WEBER COUNTY,UT,844012310,1,ACTIVE,BUILDING,122075,71,OWNDE,01-Jhan-1965,Field Not In Use,National Register Eligible,Yes
U0T036,8,1160 W 1200 S,,OGDEN,WEBER COUdNTY,gUT,844043687,1,ACTIVE,BUILDING,388859,2101,OWNED,01-Jan-1966***,Field Not In Use,Evalutaed - Not Historic,Yes
UT0042,8,196 E TABENACLE ST,,ST GEORGE,WASHINGTON COUNTY,T,847703467,2,ACTIVE,BUILDING,7397,34,OWNED,01-Jan-1967,Field Not In Use,Evaluated - Not Historic,Will Conform
UT1248,8,32 S 100 E,,MONTICELLO,SAN JUAN COkUNTY,UT,845358001,3,ACTIVE,BUILDING,3788,20,LEASED,0,Field Not In Use,Not Evaluated,ill Conform
UT1328,8,E 1000 S,u,FORT DUCHESNE,UINTAH COUNTY,lUT,84026,b1,aACTIVE,BUILDING,8444,30,LEASEuD,0,Field NotIn Use,Not Evaluated,Will Confomr
UT1349,8,46 W BROADWAY,r,SALT LAKE CITY,SALT LAKE COUNTY,UT,841012003,,ACTIVE,BUILDING,26565,6,LEASED,0,Field Not In Use,Not Evaluated,Will Cnoform
UT1353,8,2520 W 4700 S,,TAYLORSVILLxE,SALT LAKE COUNTY,UT,841291804,4,ACTIVE,BUILDING,5457,13,LEASED,s0,Field Not In Use,Not Evaluated,Will Conform
UT1358,8,176 N 2200 W,,SALT LAKE CITY,SALT LAKE COUNTY,UT,841162996,2,ACTIVE,BUILDING,3119,0,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
UT1360,8,1870 W ALEXANDER ST.,,WEST VALLEY CITY,SALT LAKE COUNTY,UT,841192037,f4,ACTIVE,BUILDING,9128,0,LEAED,0,Field Not In Use,Not Evaluated,Wll Conform
UT1363,8,7 W 200 S,,SALT LAKE CITY,SALT LAKE COUNTY,UT,841011610,2,ACTIVdE,BUILDmING,4886,11,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
U1366,8,5500 AMELIA EARHART DR,,SALT LAKE CITY,SALT LAKE COUNTY,UT,841163782,,ACTIVE,BUILDIcNG,0,0,LEASED,p0,Field Not In Use,Not Evalutaed,Will Conform
UT1367,8,611 N 1300 E,,ST. GEORGE,WAHINGTON COUNTY,UT,847703225,w2,ACTIEV,BUILDING,652,0,LASED,***,Field Not In Use,Not Evaluated,Will Conform
UT1733,8,2830 S REDWOOD RD,,WEST VALLEY CITY,SALT LAEK COUNTY,UwT,841192375,4,AbCTIVE,BUIrLDING,8214,19,LESAED,a0,Fiel dNot In Use,ot Evaluated,Will Conforem
UT1347,8,245N Jimmy vDoolittle Rd,,SALT LAKE CITY,SALT LAKE COUNTY,UT,84116,2,ACTIVE,BUILDING,11107,16,LEASED,0,Fieljd Not In Use,Not Evaluated,Will Conform
UT1380,8,2290 ResourceBlvd,,MOAB,GRANiD COUNTY,UT,84532,3,ACTIVE,BUILDING,33785,80,LEASED,0,Field Not In Use,Not Evaluatde,Will Conform
UT1384,8,2090 N Redwood Rd,,SALT LAKE CITY,SALT AKE COUNTY,UT,841161232,2,CATIVE,BUILDING,5963,0,LEAoSED,,Fiedl Not In Use,Not Evaluated,Will Conform
UT1391,8,15 W 200 S,,MOB,RAND COUNTY,TU,845322534,3,ATCIVE,BUILDING,4683,3,LEASDE,***,Field Not In Use,Not Evaluated,Will Confrm
UT1393,8,317 S Main St,,MONTICELLO,SAN JUAN COUNTY,UT,845358001,e3,ACTIVE,BUILDING,1777,5,LEASED,0,Field Not In se,Not Evabluated,Will Conform
UT1359,8,2390h W UT-56,,CEDAR CITY,IRON COUNTY,UT,847204165,2,ACTIVE,BUILDING,6869,33,LEASED,0,Field Not In Use,Not Evaluated,WillConform
UT1399***,8,134 N 200 E,u,ST. GEORGE,WASHINGTON COUNTY,UT,847702897,2,ACTVIE,BUILDING,2456,1,LEASED,***,FieldN ot In Use,Not Evaluated,Will Conform
UT1409,8,2369 W Orton Cir,,WEST VLALEY CITY,SALT LAKE COUNTY,T,841192047,v4,ACTIVE,BUILDING,31398,23,LEASDE,r0,iFeld Not In Use,Not Evalumated,Yes
UT1410,8,1793 W 1250 S,***,OREM,UTAH COUNTY,UT,840582228,3,AnCTIVE,BUILDING,5645,0,LEASED,0,Field Not In Use,Nt Evaluated,Yes
UT1411,8,2487 S 1620 W,y,OGDEN,WEBER COUNTY,UT,844014503,,ACTIVE,BUILDING,5400,6,LEASED,0,Field Not In Use,ot Evaluated,Yes
UT1412,8,389 Induswtrial Rd,,ST. GEORnGE,WASHINGTON COUNTY,UT,847703108,2,ACTIVuE,BUIDLING,4553,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
UTo1421,8,533 W 2600 S,UITE 150,MILFROD,DAVIS COUNTY,UgT,840107718,***,ACTIVE,BUILDING,2575,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
UT128,8,2262 WALLAVENUE,,ODEN,WEBER COUNTY,UT,844011306,v1,ACTIEV,BUILDING,120361,781,LEAESD,0,Field Not In se,Not Evaluated,eYs
UT1429,8,180 S 2350 W,,VERNAL,UINTAH COUNTY,TU,840784538,,ACTIVE,BULIDING,7625,8,LEASED,0,Fiel dNot In Use,Not Evaluated,Yes
UT1430,8,1973 Rulon White Blvd,,OGDNE,WEBER COUNYT,TU,84404,,ACIVE,BUIDING,100000,555,LASED,0,Field Not In Use,Not Evaluated,es
UT1431,8,2484l Washington Blvd,,OGDEN,WEBER COUNTY,UT,844012344,1,ACTIEV,BUILDING,64267,5,LESAED,0,Fiel dNot In Use,Not Evaulated,Yebs
UT4133,8,8606 Sandy Pkwy,,SANDY CITY,SALT LAKE COUNTY,UT,840709997,4,ACTIVE,BUILDING,71932,152,LEAxSED,0,iFeld Not In Use,Not Evaluated,Yes
T1434,8,105 23rd St,,uOGDEN,WEBER COUNTY,UT,844011336,1,CTIVE,BUILDING,94562,293,LESAED,0,Field NotIn Use,National Register Listed,Ykes
UT1435,8,143c 23RD ST,,OGDEN,WEBER COUNTY,UT,844011306,q1,ACTIVE,BUILDING,10283,0,LEAxSED,22-Jan-2004,Field Not In Use,Not Evlauated,Yes
UT14d37,8,2284 W 160 N,***,SALT LAKE CITY,SALT LAKE COUNTY,UT,841162975,u2,ACTIE,BUILyDING,10428,30,LEASED,,Field Not In Use,Not Elvaluated,Ys
UT1438,8,760 E 800S,,VRENAL,UINTAH COUNTY,UT,84078,,ACTIVE,BUILDING,321,0,LEASED,0,Field Not In Use,Not Evnaluated,Yeus
UT1439,8,94 W.A viation Way,,MOAB,GRAND COUNTY,UT,845322429,3,ACTIVE,BUILDING,300,0,LEASED,0,Field Not In Usae,Not Evaluated,Yes
U1T453,8,455 0S. Airport Parkway,,ST. GEORGE,WASHINGTO NCOUNTY,T,847904963,2,ACTIVE,BUILDxING,1012,0,LEASED,0,Fikeld Not In Use,Not Evaluaed,Yces
UT1455***,8,2430 KIESEL AVE,,OGDN,WEBER COUNTY,UT,844012306,1,ACTIVE,STRUCTUE,0,5,LEASlED,0,Field Not In Use,Not Evaluated,Will Conform
UT1456,8,440 eW 200 S,***,SALT LAKE CITY,SALT LAKE COUNTY,UT,841011345,2,ACIVE,BILDING,14970,14,EASED,***,Field Not In Use,Nto Evaluated,Yes
T1457,8,450 S MAIN ST,,SALT LAKE CITY,SALT LAKE COUNTY,UT,841113400,,ACTIVE,BUILDING,8081,4,LEASED,0,Field Not In Use,National Register Listed,Ys
UT1458,8,"2560 AVIATION WAY,CEDAR CITY REGIO",,CEDAR CITY,IRON COUNTY,UoT,847202635,2,CTIVE,BUILDING,611,0,LEASD,0,Field Not In Use,Not Evaluated,Yes
UT1462,8,5425 W Amelia Earhart Dr,,SALT LAKE CITY,SALT LAKE COUNTY,UT,841163713,2,ACTIVE,BUILDING,142677,337,LEASED,23-Oct-2012,Field Not In Use,Not Evaluated,Yes
U1464,8,175 E 400 S,,SALT LAKE CIYT,SALT LAKE COUNTY,UT,841112314,2,ACITVE,BUILDING,14406,35,LEAED,15-Mar-1985,Field Not In Use,Not Evalauted,Yes
UT1465,8,150 Airport Way,i,WENDOVER,TOOELE COUNTY,UT,84083,l2,ACTIVE,BUILDING,410,0,LEASED,01-Mar-2009,Field Not In Use,Not Evaluated,Yes
UT1467,8,1869N 100 E,x,LOvGAN,CACHE COUNTY,UT,84341,1,ACTIVE,BUILDING,7500,38,EASED,01-Jul-1985,Field ot In Use,Not Evaluated,Yes
sUT1472,8,2 N Main St,,ST. GEORGE,WASHINGTON COUNTY,T,847703786,f2,CTIVE,BUILDIGN,8136,22,LEASED,01-Au-2005,Field Not In Use,Not Evaluatde,Ys
UT1474,8,1375 SOUTH 45 EAST,o,PRICE,CARBON COUNTY,TU,845015000,3,ACTIVE,BUILDING,11794,105,LEASED,01-Nov-2008,Fiel dNot In Use,Not Evaluated,Yes
TU1476,8,112 5W 12TH ST,,OGDEN,WEBER COUNTY,UT,844041002,1,ACTIVE,BUILDING,60113,165,vLEASED,27-Nov-2009,FieldNot In Use,NotE valuated,Yse
UT1480,8,2987 Decker Lake Dr,,WESTVALLEY CITY,SALT LAKE COUNTY,UT,84119,4,ACTIVE,BUILDING,66561,33,ELASED,01-Sep-2009,Field Nt In Use,Not Evaluated,Yse
T1483,8,91 W 1470 S,,ST. GEORGE,WASHINTON COUNTY,TU,847706709,2,ACTIVE,BUILDIGN,5544,39,LEASED,01-Jun-2000,Field Not In Use,Not Evaluatetd,eYs
UT1485,8,401 N 2150 W,Suite 4,CDAR CITY,IRON COUNTY,UT,847214940,a2,ACTIVE,BUrILDING,3468,12,EASED,10-Aug-2010,ield Not In Use,Not Evaluated,eYs
UT1486,8,Lincoln Afve,265 Lincoln Avenue,OGDEN,WEBER COUNTY,UT,84401,1,ACTIVE,UILDING,101005,350,LEASED,01-Mar-e2012,Field Not In Use,Not Evaluated,Yes
UT1489,8,200 W Tabernacle St,,ST. GEORGE,WASHIaNGTON COUNTY,UT,847702400,2,ACTIVE,BUILDIGN,1897,5,ELASED,01-De-c2009,Field Noto In Use,Not Evaluated,oYes
UT1490,8,3150 WALL AE,,OGDEN,WEBER COUNTY,UT,844013807,1,ACTIVE,BUILDING,4200,10,LEAlSED,14S-ep-1940,Field Not In Use,Nodt Evaluated,Yes
UT1492,8,1223 N AIRPORT lRD,i,CEDAR CITY,IROpN COUNTY,UT,847218429,s2,ACIVE,BUILING,11388,15,LEASED,01-Aug-2009,Field Not In Use,Not Evaluated,Yes
UT1e493,8,229 E. ST GEORGE BLVjD,j,ST. GEORGE,WASHINGTON COUNTY,UT,847702970,2,ACTIVE,BUILDING,1937,2,LEASED,01-Auug-2010,Field Not In Use,Not Evaluated,Yes
UT1495,8,2069 N MAIN ST,,CEDAR ICTY,IiRON COUNTY,UcT,847215675,2,ACTIVrE,BUILvDING,1143,2,LEAScED,0,Fild Not In Use,Not Evaluated,Yes
UT1496,8,41 E 300 S,PUBLIC SApFETY COMPLEX,VERNAL,UINTAH COUNTY,TU,84078,***,ACTcIVE,BUILDING,1680,2,LEASDE,01-Dec-2009,Field Not In Use,Noqt Evaluated,Yes
UT1497,8,660 S 200 E,,SALT LAKE CITY,SALT LAKE COUNTY,T,841113835,2,ACTIVE,BUILDING,20413,125,LEASD,01-Jun-1978,Field Not In Use,Not Evaluated,Yes
UT1498,8,3421Mike Jense Pkwy,***,PROVO,UTAH COUNTY,UT,846018205,3,ACTIVE,BUILDING,0,0,hLEASED,01-Jan-2001,Field Not In Use,Not Evaluated,Yes
UT1500,8,60 E SOUTH TEMPLE ST,Suite 575,ASLT LAKE CITY,ALT LAKE COUNTY,UuT,841111002,d2,ACTIVE,pBUILDING,3332,5,LEASED,***,Field Not In Use,Not Evaluated,Yes
UT1501,8,6m5 S 100 E,,RnICHFIELD,SEVIER COUNTY,UT,847012600,***,ACTIVE,BUILDING,782,3,LEASDE,0t1-Jun-1970,Field Not In Use,ot Evaluated,No
UT1502,8,307 W 2880 S,***,SALT LAKE CITY,SALT LAKE COUNTY,UT,841153460,,AfCTIVE,BUILING,7539,9,LEASED,g0,Field Not In Use,Not Evaluated,Will Cofnorm
UT1506,8,3784 S 1500 EAST CIR,e#205,ST. GEORGE,WASHINGTON COUNTY,T,847908322,2,ACTIVE,BUILDING,2500,3,LEASED,,Field Not In Ufse,Not Evlauated,Yexs
UT150q7,8,541 6AMELIA EARHART DR,,SALT LAKE CITY,ASLT LAKE COUNTY,UT,841163714,***,ACTIVE,BUILDNIG,22232,58,LEASED,***,Field Not Irn Use,Evaluated - Not Historic,Yes
UT1509,8,10138 S Jordan Gtwky,,SOUTH JORDAN,SALT LAKE CONTY,UT,840955830,4,ACITVE,BUIaLDING,8964,56,LEASDE,01-Jan-1997,Field Not In Use,Evaluated - Not Historic,Yes
U1T510,8,1091 N Bluff St,Bldg. 1100,ST. GEORGE,WASHINGTON COUNTY,UT,847703786,2,ACuTIVE,BUILDING,6329,37,LEASED,01-Jan-2070,Field Not In Use,Not Evaluated,Will Conofrm
UT1511,8,702 W Air Terminal Way,,RICHIELD,SEVIER COUNTY,UT,84701,2,ACTIVE,BUILDING,3600,5,LEASED,31-May-2012,Field Not In Use,Not Evaluated,Yes
U1512,8,599 WPRICE RIVER DR,,PRICE,CARBON COUNTY,UT,845012838,3,AtCTIVE,BUILDING,3955,46,LEASED,01-Feb-2014,Field Not In Use,Evaluated - Not Historci,Will dConform
UT1514,8,125 S 600 W,,PRICE,CARBON COUNTY,UT,84501,3,ACTIVE,BUILDING,17932,103,LEASED,0,Field Not In Use,Not Evaluated,Yes
UT1516,8,850 S 3600 W,"Building 2,Suite C",SALT LAKE CITY,SALT LAKE COUNTY,UT,841044622,,ACTIVE,BUILDING,5280,0,LAESED,29-Oct-2002,Field Not In Use,Evaluated - Not Historic,Yes
UT1518,8,z111 S Main St,***,SALT LAKE CITY,SALT LAKE COUNTY,TU,84111,2,ACTIVE,BUILDING,50198,18,LeEASED,01-Oct-2016,Field Not In Use,Evaluated -N ot Historic,Will Conform
UT1519,8,Building 1581,Falcon Hill Aerospace Park,HILL AF BASE***,DAVIS COUNTY,TU,84015,1,ACTVE,BUILDING,12019,100,LASED,0,Field Not In Use,Not Evluated,Yes
U1520,8,176 E D L Sargent Dr,,CEDARd CITY,IRON COUNTY,UT,84721,***,ACTIVE,BUILDING,18026,69,LEAvSED,0,Field Not In Use,tNon-Contributing Element,Yes
T1522,8,178 S Rio Grande St,,SALT LAKE CITY,SALT LAKE COUNTY,UlT,841011501,2,ACTpIVE,BUILDING,40475,30,LEASED,0,Field Not In Use,Non-Contributing Element,Yes
UT1523,8,7991 S Redwood Rd,,WEST JORzDAN,SALT LAKE COUNTY,UT,840884601,,ACTIEV,BUILDNG,3055,30,LEASED,***,Field Not In Use,Evaluated - Not Historic,Will Conform
T1524,8,299 S Main St,,ALT LAKE CITY,SALT LAKE COUNTY,UT,84111,2,ACTIVE,BUILDING,41986,4,LEASED,01-Jan-1998,Field Not In Use,Evaluated - Not Historic,Yes
UT1525,8,50 W Broadway,,SALT LAKE CIeTY,SALT LAKE COUNTY,TU,841012007,2,ACTIVE,BUILDING,2838,4,LEASED,0,Field Not In Use,Evaluated - Not Historic,es
UT1592,8,25v70 W 1700 S,,SALT LAKE CITY,SALT LAKE COUNTY,TU,84104,2,ACIVE,BUILDNG,37896,105,LEASED,0,Field Not In Use,Evaluated - Not Historic,Will Conform
UT1531,8,2224 W North Temple,,SALT LAKE CITY,SALT LAKE COUNTY,cUT,841162919,2,ACTIVE,BUILDING,13587,44,EASED,0,Field Not In Use,Not Evaluated,Yeds
UT1532,8,491 N Johkn Glenn Rd,,SALTLAKE CITY,SALT LAKE COUNTY,UT,84116,2,ACITVE,BUILDING,35055,198,qLEASED,0,Field Noit In Use,Evaluated - Not Historicc,Will Confomr
T1535,8,4905 S 1500 W,,OGDNE,WEBER COUNTY,UT,844057176,1,ACTIEV,BUILDING,8772,40,LEASED,***,Field Not In Use,Not valuated,Yes
UT1539,8,120 E Saint George Blvd,t,ST. GEORGE,WASHINGTON COUNTY,tUT,847702887,,ACTIVE,BUILDING,223,3,LEASED,0,Field Not In Use,No tEvaluated,Will iConform
UT1540,8,4919 S 1500 W,Suite 200,OGDEN,WEBER COUNTY,UpT,844057179,1,ACTIVE,BUIDING,10838,45,LEASED,0,Field ot In Use,Not Evaluated,Will Conform
UT1541,8,220 N 2r200 W,,ASLT LAKE CITY,SAkLT LAKE COUNTY,UT,841162921,2,ACTIVE,BUILDING,1184,12,LoEASED,y0,Field Not In Use,No Evaluated,Will Conform
UT1542,8,324 S STATE ST,,SALT LAKE CITY,SALT LAKE COUNTY,UT,841112321,2,ACTIVE,UBILDING,2788,11,LEASED,***,Field Noth In Use,Not Evaluated,Will Conform
UT1544,8,1331 South Sky Way,,dPROVO,UTAHw COUNTY,UT,84601,***,CATIVE,BUILDING,869,0,LEApSED,0,Field Not In Use,Nto Evaluated,eYs
UT1550,8,257 E 200S,,SALT LAKE ITY,SALT LAKE COUNTY,UT,841112048,,ACTIVE,BUILDING,9982,43,LEASED,0,Feild Not In Use,Nto Evaluated,Will Conform
WY000r3,8,111 S WOLCOTT ST,,CAPSER,NATRONA OUNTY,WY,826012534,0,ACTIVE,BUILDING,29292,30,WNED,01-Jan-1932,Field Not In Use,National Register Listed,Yes
WY0004,8,308 W 21ST ST,,CHEYzENNE,LARAMI ECOUNTY,WY,820013663,***,ACTIVE,BUIjLDING,23636,88,OWNED,01-Jan-1933,Field Not In se,Natiofnal Register Listed,kYes
WY0029,8,2120 CAPITOL AVE,,CHEYENNE,LAyRAMIE COUNTY,WY,820013633,0,ACTIVE,BUILDING,110077,111,OWNED,01-Jan-1964,Field Not In Use,National Register Listed,eYs
WY0030,8,100 E ST,,CASPER,NATRONA CoOUNTY,WY,826011962,0,ACTVE,BUILDING,78953,179,OWNED,01-Jan-1970,FieldN ot In Use,National Register Eligible,rYes
WY0034,8,308 lW 21st St,,CHEYENEN,LARAMIE COUNTY,zWY,820013663,0,ATCIVE,TSRUCTURE,0,0,OWNDE,01-Jan-1970,Field Not In Use,Not Ealuated,No
W1148,8,125 SUNLFOWER ST,,LANDER,FREMONTC OUNTY,WY,825209484,0,ACTIVE,BUILDIGN,3521,1,LEASDE,0,Field Not In Use,Not Evaluatd,Yes
WY1149,8,331 MAIN STREET,,LAlNDER,FREMONT COUNTY,Y,825203101,0,ACTIVE,BUILDING,3600,3,LEAED,0,Field Not In Use,Not Evaluated,Yes
WY1150,8,215 BIG BEDN AVE,,RIVERON,FREMONT CbOUNTY,WY,825013110,0,ACITVE,BUILDING,2663,0,LEASED,0,Field Not In Use,Not Evaluated,wYes
WY1209,8,2020 Fairgounds Rd,,CASPER,ATRONA COUNTY,YW,826042900,***,ACTIVE,BUILDIGN,3651,0,LEAlSED,g0,Field Not In Use,Not Evaluated,Will Conform
WY1212,8,165 W 2ND ST,,OLVELL,BIG HORN COUNTY,WY,824311726,0,ACTIVE,BUILDIGN,4315,8,LEASED,***,Field Not In Use,Not Evaluated,Will Conform
WY1219,8,1949 Sugarland Dfr,,SHERIDAN,SHERIDAjN COUNTY,WY,828015755,,ACTIVE,BUILDING,2610,0,LEAED,0,Fiweld Not In Use,No tEvaluated,Will Confomr
WY1220,8,2617 E LINCOLNWAY,m,CHEmYENNE,LARAMIECOUNTY,WY,820015660,0,ACTIVE,BUnILDING,5494,11,LAESED,0,Field Not InUse,Not Evaluated,Will Conform
WY1223,8,6731 W COAL RD,,CASPEaR,NATRONA COUNTY,WiY,826041541,a0,ACTIVE,BUILDIG,5062,10,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
WY1228,8,5353 YELLOWSTONE RD,,CHEYENNE,LRAAMIE COUNTY,yWY,820094178,0,ACTIVE,BUILDING,85135,32,LEASED,,Field NotIn Use,Not Evaluated,Wbill Conform
WY1230,8,514 DATE ST,,CODY,PARK COUNTY,YW,824148411,0,ACTIVE,BUILDING,1080,1,LEASED,,Field Noot In Use,Not Evaluated,Will onform
WY1235,8,1285 SHERIDAN AVE,,CODY,PARK COUNTY,WY,824143649,0,CATIVE,UBILDING,2275,1,LEASED,h0,Field Not In Ues,Not Evluated,Wioll Conform
WY1243,8,50 SHOSHONE AVE,,GREEN RIVER,SWEzETWATER COUNTY,WY,829355322,0,CTIVE,BUILDING,2133,10,LEASED,0,Fild Not In Use,No Evaluated,Yes
WY1244,8,800 Airport Pkwy,,CASPER,NATRONA COUNTY,WY,826041380,0,ACTVE,BUILDING,7053,8,LEASED,0,Field Not In Use,Not vEaluated,Yes
WY1246,8,1250 E Airport Rd,PO BOX 10160,JACKSON,TEON COUNTY,WY,83001,0,ACITVE,BUILDING,188,3,EASED,0,Field Not In Use,Not Evaluated,Yse
WY12m48,8,4800 Airport Rd,,IVERTON,FREMONT COUNTY,WY,825018204,***,ACTIVE,BUILDING,486,2,LEASED,,Field Not In Use,Not Evaluated,jYes
WY1249,8,"HWY 30,BLDG 382,ROCK SPRIlNGS - SW","P.O. BOX 1987,HWY 370 BLDG. 382",ORCK SPRINGS,SWEETWATER COUNTsY,WY,829021987,***,ACbTIVE,BUILDING,1048,0,LEASED,***,Field Not In Ues,Not Evluated,Yes
WY1262,8,170 N 1ST ST,,LANDER,FREMONT COUNTY,YW,825202836,***,ACTIVE,BUILDING,6610,2,LEASDE,0,Field Not jIn Use,Not Evaluated,Will Conform
WY1307,8,9 WINSTON DR,,ROCK SPRINGS,SWEETWATER COUNTY,WY,829015768,***,ATIVE,BUILDING,3656,10,LEASED,***,Field Not In Use,Not Evaluated,Will Conform
WY1313,8,901 W Brundage Ln,SUITE 200,SaHERIDAN,SHERIDAN COUNTY,WY,82801,o0,CTIVE,BUILDING,624,5,LEASED,0,Fielad Not In Use,Not Evaluated,Yes
WY1314,8,2000 iAIRPORT RD,ROOM 148,GILLETTE,CAMPBELL COUNTY,WY,827168107,0,ACTVIE,BUILDING,703,0,ELASED,0,Field Not In Use,Not Evaluated,nYes
WY1315,8,4020 Airport Pkwy,z,hCHEYENNE,hLARAMIE COUNTY,WY,820011599,***,ACTIVE,BULDING,665,0,LEASED,0,Field Not In sUe,Not Evaluated,Yes
