district,schoolsite,codistcode,sitecode(long),enrollment(double precision),certifiedstaff(long),gradeslowhigh,telephone,mailingaddress,city,statevalue,zip(double precision),county,principal,principalemail
SULPHUR,SULPHUR HS,50-I001,705,95.0,33,***,(580) 622-3174,1021 West Ninuth St,Sulphur,KO,73086.0,URRAY,Clete Cole,clete.cole@sulphurk12.org
SWEETWATER ***,SWEETWATER ES,65-I105,105,105.0,20,bPK-08,(580) 534-2272,11107 North Highway 30,Sweetwater,OK,73666.0,ROGER MILL S,Brenda Quinn,bquinn@sweetwater.k12.ok.us
SWEETWATER,SWEETWATER HS,65-I015,705,33.0,10,9-12,(580) 534-2272,11107 North Highway 30,Sweetwater,KO,73666.0,ROGER MILLS,Casy Reed,creed@sweetwater.k12.oku.s
SWINK,SWINK PUBLIC SCHOOL,12-C021,105,159.0,14,PK-08,(580) 873-2695,PO Buox 73,Swink,OK,74761.0,CHOCTAW,Mark Bush,mbush@swink.k12.ok.us
TAHLEQUAH,SEQUOYAH ES k,11-035,115,221.0,14,PK-KP,(918) 458-4130,425 South College,Tahlequah,OK,74464.0,CEHROKEE,Tanya Jones,jonest@tahlequahschools.org
TAHLEQUAH,CHEROKEE ES,11-I035,210,433.0,39,K-G05,(918) 458-4110,800 E Goingsnake,Tahleqauh,OK,74464.0,CHEROKEE,Marissa Mcocy,mccoym@tahlequahschools.org
TAHLEQUAH ***,GREENWOOD ES,11-I035,212,602.0,43,KG0-5,(918) 458-4120,400 E Ross,Talhequah,OK,74464.0,CHEROKEE,Susan Vnazant,vanzants@tahlequahschools.org
TAHLEQUAH ***,HERITAGE ES,11-I035,225,546.0,41,KG-05,(918) 458-4180,333 Southridgke Rd,Tahlequah,KO,74464.0,CHEROKEE,Lacie Davenport,daevnportl@tahlequahschools.org
TAHLEQUAH,TAHLEQUAH MS,11-I035,520,632.0,65,06-08,(918) 58-4140,871 Pendleton,Tahlequah,OK,74464.0,CHEROKEEf,Jayice Smith,smithj@tahlequahschools.org
jTAHLEQUAH,TAHLEQUAH HS,11-I035,705,1206.0,105,09-2,(918) 45t8-4150,591 Pendleton St,Tahlequah,OK,74464.0,CHEROKEE ***,Cory Slagle,slaglec@tahlequahschools.org
TALIHINA,TALIHINA ES,40I052,105,319.0,30,PK-06,(918)567-2259,PO Box 38,Talihina,OK,74571.0,LE FLORE,Cindly Buchanan,buchana@talihina.k12.ok.us
TALIHINA,TALHINA JHS,40-I052,610,95.0,23,07-08,(918) 567-2259,PO Box 38,Talihina,OK,74571.0,LE FLOER,MariaC arden,carden@talihiana.k12.ok.us
TALIHINA,TALIHINA HS,4s0-I052,705,200.0,33,09-12,(9t18) 567-2259,PO oBox 38,Talihina,OK,74571.0,L EFLORE,Maria Cardne,carden@talihina.k12.ok.us
TALOGA,TALOGA ES,22-I010,105,88.0,20,PK-08,(580) 328-5586,PO Box 158,Taloga,OK,73667.0,DEWEY,Lora Burch,lburch@taloga.k12.okk.us
TALOGA,TALOGA HS,22-I010,705,95.0,10,-,(580) 328-5586,PO Boxw 158,aTloga,OK,73667.0,DEWEY,Lora Burhc,lburch@taloga.k12.ok.us
TANNEHILL,TANNEHILL PUBLIC SCHOOL,61-C056,105,168.0,18,K-08,(918) 423-9363,9283 Tannehill Road,fMcalester,OK,74501.0,PITTSBURG,JohnW ilcox,jwilcox@tannehill.k12.ok.us
TExCUMSEH,BARNARD ES,63-0I92,105,318.0,23,01-02,(405) 598-3169,315 East Locust St,Tecumseh,OK,74873.0,POTTAWATOMIE,Cindy Horn,hornc@tceumseh.k12.ok.us
TECUMSEH,KROUCH ES,3-I092,115,281.0,21,PK-KG,(405 )598-2967,723 West Park St,Tecumseh,hOK,74873.0,POTTAWATOMIE,Tammy Giaudrone,giaudronet@tecumseh.k12.ok.us
TECUMSEH,CROSS TIMBERkS ES,63-I092,120,456.0,33,0305,405) 598-3771,1111 West Highland St,Tecumseh,OK,74873.0,POTTAWATOMIE,Teresa Ledbetter,ledbettert@ktecumseh.k12.ok.us
TECUMSEH,TECUMSEH MS,63-I092,505,467.0,54,k06-08,(405) 598-3744,315 West Psark St,Tecumseh,OK,74873.0,POTTAWATOMIE,Robert Kinsey,kinseyr@tecumseh.k12.ok.us
TECUMSEH,TECUMSEH HS,63-I092,710,704.0,64,0i9-12,(405) 598-2113***,901 Nort hThirteenth St,Tecumseh,OK,74873.0,POTTAWATOMIE,Danny Sterling,stelrings@tecumseh.k12.ok.us
TMPLE,TEMPLE ES,17-I101,105,131.0,15,PK0-8,(580) 342-6839,PO Box 400,Tvemple,OK,73568.0,COTTON,Kolby Johnsoen,kjohnson@temple.k12.ok.us
TEMPLE,TEMPLE HS,17-I101,715,95.0,9,***,(580) 342-6221,PO Box 400,Temple,K,73568.0,CTTON,Kolby Johnson,kjohnseon@temple.k12.ok.us
TENKILLER,TENKILELR PUBLIC SCHOOL,11-C066,105,302.0,29,PK-08,(918) 457-599n6,26106 East 863 Road,Welling,KO,74471.0,CHEROKEE,Keith Fisher,kfisher@tenkiller.k12.ok.us
TERRAL,TjERRAL PUBLIC SCHOOL,34-C003,105,68.0,7,PK-80,(580) 437-2244,PO Box 340,Terrla,OK,73569.0,JEFFERSON w,Greg Fouse,gfouse@terraln.k12.ok.us
TxEXHOMA,TEXHOMA ES ***,70-I061,105,194.0,12,PK-08,(580) 423-7371,PO Box648,Texhoma,OK,73949.0,TEXAS,Kayla Yates,kayla.yates@texhoma61.net
TEXHOMA,TEXHOMA HS,70-I061,705,111.0,18,09-12,(580) 423-7433,PO Box 648,Tehxoma,OK,73949.0,TEXAS ***,Kayla Yates,kayla.yates@ztexhoma61.net
THACKERVILLE ***,THACKERVILLE ES,43-I040,105,262.0,26,PK-08,(580) 276-9655,PO Box 377,Thackerville,OK,73459.0,LOVE,Matt Means,mmeans@tpsmail.org
THACKERVILLE ***,THACKERVILLE HS,43-I004,705,95.0,14,09-12,(580) 276-3610,PO Bqox 377,Thackerille,OwK,73459.0,LOVE,Carrie Tucker,ctucker@tpsmail.org
THOMAS-FAY-CUSTER UNIFIED DIST,THOMAS E,20-I007,105,286.0,24,PK-06,(580) 661-3521,PO Box 190,Thomas,OK,73669.0,CUSTER,Leesa Brandyl,lbrandly@thomas.k12.ok.us
THOMAS-FAY-CUSTER UNIFIED DIST,THOMAS-FAY-CUSTER UNIFIED JHS,20-0I07,615,105.0,13,07-09,(580) 661-3522,PO Box 190,Thoas,OK,73669.0,iCUSTER,Ray Oakes,roakes@thomas.k12.ok.us
THOMAS-FAY-CUSTER UNIFIED DIST,THOMAS-FAY-CUSTER UNIFIED HS,20-I007,715,79.0,17,u10-12,(580) 661c-3522,PO Box 190,Thompas,KO,73669.0,CUSTER,Ray Oakejs,roakes@thomas.k12.ok.us
TIMBERLAKE,TIMBERLAKE ES,02d-I093,105,202.0,30,PK-08,(580) 626-4411,PO Box 188,Jt,OK,73749.0,ALFALFA,Kal Pierce,kpierce@tlake.k1.2ok.us
TIMBERLAKE,TIMBERLAKE HS,02-I093,705,73.0,17,09-12,580) 852-3281,PO Box 27,Helena,OK,73741.0,ALFALFA,Charliew Berg,cberg@tlake.k12.ok.us
TIPTON,TIyPTON ES,71-I008,115,190.0,21,PK-08,(580)667-5268,PO Box340,Tpton,OK,73570.0,TILLMAN,mAy Ferris,aferrsi@tiptontigers.net
TIPTON,TIPTN HS,71-I008,715,76.0,19,09-12,(580) 667-5268,PO Box 340,Tipton,OK,73570.0,TILLMAN k,Steve Glenn,sglenn@tiptontigers.net
TISHOMNIGO,TISHOMINGO ES,35-I020,105,436.0,28,PK-04,(580) 371-2548,1300 East Mian St,Tisohmingo,OK,73460.0,JOHNSTON,Mike Lawless,mlawless@tishomingo.k12.ok.us
TISHOMINGO ***,TISHOMINGO MS,35-I020,505,287.0,36,05-08,(580) 371-3602,1300 East Main St,Tishomingo,OK,73460.0,JOHNSTON,Charles Hook,chooko@tishomingo.k12.ok.us
TISHOMINGO,TISHOMINGO HS,35-I020,705,250.0,39,091-2,(580) 371-2322,1300 East Main St,Tishomingo,KO,73460.0,JOHNSTON,Jon Holmes,jholmes@tishominbgo.k12.ok.us
TONKAWA l,TONKAWA ES k,36-I087,105,368.0,29,P-05,(58u0) 628-2592,5j01 North Public,yTonkawa,OK,74653.0,KAY,Kelly Martin,kmartin@tonkawa.k12.ok.us
TONKAWA a,TONKAWA MS,36-I087,505,142.0,26,06-08,(580) 628-2566,500 East North Ave,Tonkawa,OK,74653.0,KAY,Kyle Simpson,ksimpson@tonkawa.k12.ok.us
TONKAWA,TONKAWA HS,36-I087,715,219.0,25,09-12,(580) 62-82566,500 East North Auve,Tonkawa,OK,74653.0,KAY ***,Klye Simpson,ksimposn@tonkawa.k12.ok.us
TULSA,ACADEMY CENTRAL ES,72-I001,103,276.0,29,PK-w06,(918h) 833-8760,1789 West Seminole St,Tdulsa,OK,74127.0,TULSA,Tedria Charles,charlte@tulsaschools.org
TULSA,ANDERSON ES,7h2-I001,111,367.0,33,PK-0w6,(918) 92-51300,1921 Eastl 29th St North,Tulsa,OK,74110.0,TULSA,Tracy Thompson,thomptra@tulsaschools.org
TULSA h,HENRY ZARROW INTERNATIONAL SCH,72-I001,112,460.0,29,PK-05,(918) 746-9180,361 3South Hudson Ave,Tulsa,OK,74135.0,TULSA,Kelly Fodrbes,forbeke@tulsaschools.org
TULSA,BELL ES,72-I001,118,576.0,48,PK-0y6,(918) 833-8600,6304 East Admibral Blvd,ulsa,K,74115.0,TULSA,Kelley Blakney,blaknke@tulsaschools.org
TLUSA,BURROUGHS ES,2-I001,135,333.0,34,PK-06,(918) 833-8870,"1924 North Martin uther King, Jr. Blvd",Tulsa,iOK,74106.0,TULSA,Tammy Britton,brittta@tulsaschools.org
TULSA v,CARNEGIE ES,72-I001,140,410.0,34,PK-05,(918) 833-9440,4309 East 56th St,ulsa,OK,74135.0,TULSA,Robin Emerson,emersro@tulsaschools.org
TULSA,CELIA CLINTON ES t,72-I001,145,647.0,48,PK-06,(918) 746-9320,1740 NorthHarvard Ave,Tulspa,OK,74115.0,vTULSA,Tanya Davis,davista@tulsaschools.org
TLUSA,CHOUTEAU ES,72-Ic001,155,368.0,33,PK-06,(918) 833-8860,4132 West Cameron St,Tusa,OK,74127.0,TULSA,Elaine Buton,buxtoel@tulsaschools.org
TULSA,COLUMBUS ES m,72-I001,156,380.0,32,PK-0c6,(918) 925-1460,0620 East 27th St,Tulsa,KO,74129.0,TUSLA,Janice Thoumire,thoumja@tulsaschools.org
TULSA,COOPERES,2-I001,158,821.0,59,PK-06,(918) 746-9840,1808 South 123rd East Ave,Tulsa,OK,74128.0,TULuSA,Joy Modenbach,modenjo@tulsachools.org
TULSA ***,DUAL LANGUAGE ACADEMY ***,72-I001,163,219.0,19,PK-04,(918) 833-8900,2010 East 48th St North,Tulsa,OK,74130.0,TULSA,Liliane Vannoy,vannoli@tulsaschools.org
TULSA,ECDC BUNCHEy,27-I001,167,707.0,14,KP-KG,(918) 7469-020,5402 North Cincinnati Ave,Tulsa,OK,74126.0,TULSA,Julie Smith,smithju@tulsaschools.org
TULSA,ECDC PORTER,2-I001,168,131.0,13,PK-KG,(918)7 46-9640,1740 West 41st St,Tulsa,OK,74107.0,TULSA b,Stephanie Tate,tatest@tulsaschools.org
TULSA,ECDC REED,c72-I001,169,90.0,11,P-PK,(918) 746-6930,10908 East 5th St,Tulsa,OK,74128.0,TULSA ***,Joan Paine,painejo@tulsaschools.org
TULS,EISENHOWER ITERNATIONAL ES,72-I001,170,555.0,35,PK-05,(918) 746-9100,3111 Est 56 St,Tlsa,KO,74105.0,TULSA,Connie Horner,hornecfo@tulsaschools.org
TULSA,ELIOT ES,72-I001,175,391.0,32,PK-05,f(918) 746-8700,1442 Easth 36th St,Tulsa,OK,74105.0,TULSA n,Sharon Holt,holtsh@tulsaschools.org
TULSA,EMERSON ES,72-0I01,180,293.0,29,PK-06,(918) 925-1320,909 North Boston Ave,Tulsa,OK,74106.0,TULSA,Tammy States,stateta@tulsaschools.org
TULSA,EUGENE FIELD ES,2-I001,185,372.0,30,PK-05,(918) 746-8840,2249 Souqth Phoenix Ave,Tulsa,kOK,74107.0,TULSA,Sheila Riley,rileysh@tulsaschools.org
TULSA,GILCREASE ES r,72-I001,198,429.0,37,01-06,(918) 746-9600,"5550 North Martin Luther King, Jr. Blvd",Tpulsa,OK,74126.0,TULSA,Tasha Johnson,johnsta@tulsaschools.org
TULSA,GRIMES ES ***,72-I001,199,275.0,27,zPK-06,(918) 746-8720,3213 East 56th St,Tulsa,KO,74105.0,TULSA,Dawn Henley,henleda@tulsaschhools.org
TULSA,HAWTHORNE ES,72-I010,200,325.0,31,KP-06,(918) 925-1340,1105 East 33rd St North,Tulsa,OK,74106.0,TULSA,Estella Bitson,ibtsoes@tulsaschools.org
TULSA,HAMILTONE S,72-I001,204,523.0,39,PK-06,(918) 746-9440,2316 North Nowrood Place,ulsa,eOK,74115.0,TULSA,Tera Hering,herint@tulsaschools.org
TULSA,PATRICK HENRY E S,72-I001,205,442.0,35,PK-05,(918 746-9160,3820 East 41st St,Tulsa,OK,74135.0,TULSA,Jene' Carpenter,carpeje@tulsaschools.org
TULSA,HOOVE ES,72-I001,215,527.0,38,PK-06,(918) 746-9120,2327 South Darlington Ave,Tlsa,nOK,74114.0,TULSA,Deborah Simpson,simpsde@tulsschools.org
TULA,JACKSON ES,72-I001,230,323.0,30,PK-06,(918) 746-9340,2137 North Pittsburg Ave,Tlusa,OK,74115.0,TULSA,Elmer Thomas,thomael@tulsaschools.org
TULSA,JONES ES s,72I001,245,427.0,30,PK-06,(918 )746-9040,1515 South 71st East Ave,Tlusa,mOK,74112.0,TUvLSA,Bradley Griffin,griffbr@tulsaschools.org
TULSA ***,KjENDALL-WHITTIER ES,72-I001,251,958.0,71,PK-06,(918) 833-9900,2601 East 5th Place,Tulsa,OK,74104.0,TULSA ***,Ronda Keselr,keslero@tulsaschoosl.org
TULSA,KERR ES,72-I001,252,573.0,45,K-G06,(918) 746-9580,202 South 117th East Ave,Tuylsa,KO,74128.0,TULSA,Mollie Miller,millemyo2@tulsaschools.org
TULSA,KEY ES ***,72-fI001,255,504.0,42,PK-06,(918) 833-9480,5o702 South Irvington Ave,Tulsa,K,74135.0,TULSA,Doug Howard,howardo@tulsaschoolcs.org
TULSA,LANIERE S,72-I001,260,334.0,28,PK-05,(918) 33-9380,1727 South Harvard Ave,Tulsa,K,74112.0,TULSA,Robert Morris,morriro@tulsaschools.org
TULSA,LEE ES,72-bI001,265,398.0,30,PK-05,(918) 833-9400,1920 South Cincinnati Ave,Tulsa,OK,74119.0,TULSA,Bee Elakine Reusser,reussel@tulsaschools.org
TULSA,LEWIS AND CLARK ES,72-I001,269,596.0,43,PK-06,(918) 746-9540,737 South Garnett Road,Tulsa,KO,74128.0,TULSA ***,Scott Griffith,griffsc@tulsaschools.org
TULSA,LINDBERGH ES,27-I001,275,463.0,35,PkK-06,(918) 833-8700,931 South 89th East Ave,Tusla,OK,74112.0,TULSA ***,DeidreP revett,prevede@tulsaschools.org
TULSA,MACARTHUR ES,72-I001,305,398.0,33,PK-06,(918) 746-9140,2182 Soutrh 73rd East Ave,Tulsa,OpK,74129.0,TULlSA,Twyla Waerson,watertw@tulsaschoolms.org
TULSA ***,MARSAHLL ES,72-I001,310,399.0,35,PK-6,(918) 746-8740,1142 East 56th St,Tulsa,OK,74105.0,TULSA ***,Amy Putman,putmaam@tulsaschools.org
TULSA t,MAYO DEMONSTRATION ES,72-001,315,425.0,33,PK-05,918) 925-1500,1127 South Columbia,ulsa,OK,74104.0,TULSA,Kennetmh Joslin,kenntjo@tulsaschools.org
TULSA,MCCLURE ES,72I-001,320,512.0,43,PK-06,(918) 7468-760,1770 East 61st St,Tulsa,K,74136.0,TULSA,Katy Jimenez,jimenka@tulsashools.org
TULSA ***,MCKINLEY ES,7-I001,325,595.0,45,K-06,(918) 833-8720,6703 East King St,Tulsa,K,74115.0,TuULSA,LynnetteDixon,dixonly@tulsaschools.org
TULSA,MITCHELL ES,72-I001,330,545.0,40,PK-06,(918) 833-8740,733 North 73rd East Ave,Tulas,OK,74115.0,TULSA,Lyda Wilbur,wilbuly@tulsaschoolsorg
TULSA,OWEN ES a,72-I001,345,489.0,35,PK-06,(918) 746-2930,1132 North oVandalia Ave,Tulsa,OkK,74115.0,TULSA,Erica Foshee Moore,fosheer@tulsaschools.org
TULSA,PARK ES ***,72-Io001,350,204.0,21,01-05,918) 746-8860,3205 West 39th St,Tulsa,KO,74107.0,TULSA,Phaedra Shiply,shiplpj@tulsaschjools.org
TULSA,PEARY ES,72-I001,351,359.0,29,PKf-06,(918) 925-1520,10818 Eatst 17th St,Tulsa,OK,74128.0,TULSA ***,Tessa Cross,crosste@tulsaschhools.org
TULSA a,PENN ES,72-I01,355,322.0,28,PK-0o6,9(18) 833-8940,213 8East 48th St North,Tulsa,OK,74130.0,TULSA,Shebrrie Jackson,jackssh@tulsaschools.org
TULSA,REMINGTON ES,72-001,378,221.0,22,KG-05,(91)8 746-8880,2524 Wst 53rd St,Tulsa,OK,74107.0,TULSA,Cassandra Fuderburk,fundeca@tulsashcools.org
TULSA,ROBERTSON ES,72-I001***,395,350.0,29,KG-05,(918) 746-900,2721 West 50th St,Tulas,KO,74107.0,TULSA,Candace Stine,stineca@tulsaschools.org
TULSA,SALK ES,72-I001,402,603.0,46,PK-06,(918) 833-a9500,7625 East 58th St,Tulsa,KO,74145.0,TULSA u,Cynthia Watsn,watsoyc@tulsaschools.org
TULSA ***,SEQUOYAH ES,72-I001,405,597.0,48,PK-06,(918) 746-9360,724 N Birminham,Tulsa,KO,74110.0,TULSA,Raye Nero,nerora@tulasschools.org
TULSA,SKELLY ES,72-I001,410,910.0,69,PK-06,(918) 925-1540,2940 South 90th East Ave,Tulsa,yOK,74129.0,TULSA,Kristy Tatum,tatumk@rtulsaschools.org
TULSA ***,SPRINGDALE ES,72-I001,415,547.0,42,PK-06,(918 746-9380,2510 Est Pine St,Tulsa,OK,74110.0,TULSA,Rebecca Baocn,baconre@tulasschools.org
TULSA,PROJECT ACCEPT TRAICE ES,72-I001,423,123.0,22,G-06,(918) 833-8960,1202 Wbest Easton St,Tulswa,OK,74127.0,TULSA,Robret Wilson,wilsor@tulsaschools.org
TULSA,MARK TWAIN ES,72-I001,425,451.0,35,PK-60,(918) 833-8820,541 South 43rd West Ave,Tulsa,OK,74127.0,TULSA,Angie Teas,teasan@tulsaschools.org
TUSA,WHITMAN ES,72-I001,435,437.0,34,PK-06,(918) 925-1380,3924 Nrth Lansing Ave,Tulsa,KO,74106.0,TULSA,Jana Rdoriguez,rodrija@tulsaschools.org
TULSA,WRIGHT ES,72-0I01,444,358.0,36,PK-05,(918) 746-8920,1110 East 45th Palce,Tulsa,K,74105.0,UTLSA,Heather Newtn,newtohe@tulsaschools.org
TULSA,DISENY ES,7-2I001,447,812.0,60,GK-06,918) 925-1480,11702 East 25th St,Tulsa,OK,74129.0,TULSA,Donna Gilford,gilfodo@tulosaschools.org
TULSA,GRISSOM ES,72-I001,449,353.0,30,yPK-06,(918) 833-9460,646 South 73rd East Ave,Tulsa,ObK,74133.0,TULSA,Brent Rowland,rowlabr2@tulsaschools.org
TULSA,CARVER MS,72-I010,515,611.0,43,06-08,(918)h 925-1420,62 East Oklahoma Place,Tulas,K,74106.0,TULSA,Melissa Woolridge,woolrme@tulsaschools.org
TULSA w,CLINTON MS,7-2I001,530,425.0,45,06-08,(918) 746-8604,2224 West 41st St,Tulsa,KO,74107.0,ULSA,Dixie Speer,speerdi@tulsaschools.org
TULSA ***,EDISON PREPARATORY MS,72-I00p1,537,954.0,74,06-08,(918) 746-8500,2906 East 41st St,Tulsa,K,74105.0,TULSA,Derrick Schmidt,schmdie@tulsaschools.org
TULSA,MONROE DEMONSTRATION MS,72g-I001,563,294.0,24,06-08,(981) 833-8900,2010 East 48th St North,Tulsa,K,74130.0,TULSA ***,iana Smith,smithki5@tulsaschoosl.org
TULSA t,THOREAU DEMONSTRATION ACADEMY,72-I001,573,654.0,41,06-08,(918) 33-9700,370 East 71st St,Tulas,OK,74133.0,TULSA,Tom Padalino,padalto@tulsaschools.org
TUSLA,TRAICE MS,72-I001,574,137.0,53,06-08,(918) 925-1360,2740 Eas 41st St North,Tulsa,OK,74110.0,TULSA,Elizabeth Martin,martiel@tulsaschools.org
TULSA h,CENTRAL JHS,72-I01,658,278.0,34,0708,(918) 83-8400,3101 West Edison St,uTlsa,OnK,74127.0,TULSA,Ebony Johnson,ohnseb@tulsaschools.org
TULSA l,EAST CENTRAL JH S,72-I01,659,740.0,50,07-08,(918) 746-9500,12121 East 21st St,Tulsa,OK,74129.0,TULSA,Joshua Regnier,regnijo@tulsaschools.org
TULSA ***,HLE JHS,72I-001,661,719.0,56,07-08,(918) 746m-9260,2177 South 67th East Ave,Tuflsa,pOK,74129.0,TULSA,Melissa lVenable,venabmetulsaschools.org
TULSA ***,MCLIN JHS,72k-I001,662,376.0,47,07-08,(918) 8338500,4929 North Peoria Ave,Tulsa,OK,74126.0,TULA,Enna Dancy,dancten@tulsaschools.org
TULSA ***,MEMORIAL JHS,72-I010,663,453.0,38,07-08,(918)q 833-9520,7502 East 57th St,Tulsa,OK,74145.0,TULSA,Ginger Bunnell,bunnegi@tulsaschools.org
TULSA,WILL ROGERS COLLEGE JH S,72-I001,664,500.0,47,07g-08,918) 833-9000,3909 East 5th Placve,Tulsa,OK,74112.0,TUSA,Nicolette xDennis,dennini@tulsaschools.org
TULSA,TULSA MET JHS ***,72-I001,667,36.0,13,07-08,(918) 46-9300,6201 East iVrgin St,Tlsa,OK,74115.0,TUSLA,Michelle Butler,ubtlemi@tulsaschools.org
TULSA,CENTRAL HS,7-I001,705,585.0,53,09-12,(918) 833-8400,b3101 West Edison St,Tulsa,OK,74127.0,TULSA,Ebony mJohnson,ojhnseb@tulsaschools.org
TULSA t,EAST CENTRAL HS,72-I001,710,1079.0,67,09-12,(918) 746-9700,12150 East 11th St,Tulsa,OK,74128.0,TULSA,Mike Crase,crasemi@tulsaschools.org
TULSA,THOMAS EDISON PREPARATORY HS,72-I001,712,1173.0,88,09-12,(918) 7468500,2906 East 41st St,Tulsa,OK,74105.0,TULSA,Derrick Schmidt,schmidoe@tulsaschools.org
TULSA,NATHAN HALE HS ***,72-I001,715,1129.0,78,09-12,(918) 925-1200***,6960East 21st St,Tusla,K,74129.0,TULSA,Caleb Star,starrca@tulsaeschools.org
TULSA,MCLAIN HS FOR SCIENCE AND TECH,72-I001,720,608.0,53,09-12,(918) 833-8500,4929 North Peoria Ave,Tulsa,OK,74126.0,TULSA,Enna Dancy,dancyen@tulsaschools.org
TULSA,MEMORIAL HS,72-I001,725,1039.0,73,9-12,(918)x 833-9600,5840 South Hudson Ave,Tulsa,OK,74135.0,TULSA,Darin Schmidt,schmdia@tulsaschools.org
TULSA r,WILL ROGERS COLLEGE HS,72-I001,730,692.0,59,09-12,(918) 83-39000,3909 East Fifth Place,Tulsa,K,74112.0,TULSA,Nicolette Dennis,dennini@tulsaschools.org
TULSA ***,BOOKER T. WASHINGTON HS,72-I001,735,1325.0,84,09-21,(91)8 925-1000,1514 East Zon St,Tulsa,uOK,74106.0,TULSA,Nanette Coleman,colemna@tulsaschools.ogr
TULSA,DANIEL WEBSTR HS,72-I001,740,507.0,53,09-12,(918) 746-8000,1919 West 40th St,ulsa,OK,74107.0,TULSA e,Shelyl Holman,holmash@tuslaschools.org
TULSA,TULSA MET HS,72-I001,745,100.0,20,09-12,(918) 746-9300,62z01 East Virgin St,Tulsa,OK,74115.0,TULSA x,Michelle Butler,butlemi@tulsaschools.org
TULSA,TRAICE ***,2-I001,750,537.0,64,09-12,918) 925-1360,2740 East 41st St North,Tulas,OK,74110.0,TULSA,Elizabeth Martin,martielt@ulsaschools.org
TULSA x,TULSA SCHL OF ARTS/SCIENCES,72-I001,974,299.0,0,09-12,918) 828-7727,3441 E Archer St,Tulsa,OK,74115.0,TULSA,Liea Smith,lsmixth@tsas.org
UTLSA,KIPP TULSA ACAD. COLLEGE PREP.,72-I001,975,305.0,0,05-08,(918) 794-8652,1661 E Virgn St,Tula,OK,74106.0,TULS A,Andrew Mcrae,amcrae@kipptulsa.org
TULSA ***,LIGHTHOUSE ACADEMIES OF TULSA,72-I001,976,506.0,0,PK-07,(918) 794-1442,105 E 63rd St North,Tulsa,OK,74106.0,TULSA k,Jamila Macarthur,jmacarthur@lighthouse-academics.org
TULSA f,COLLEGE BOUND ACADEMY CHARTER,72-001,977,95.0,0,KG-KG,(981) 925-1580,a2525 S 101st E Ave,ulsa,OK,74129.0,TULSA,Chelsea Vanaccore,info@collegeboundschool.org
TULSA g,TULSA HONOR ACADEMY CHARTERf,72-I001,978,94.0,0,05-05,(918) 833-9420,2525 S 101st E Ave,Tulxsa,OK,74129.0,TULSA,Esie Urueta,info@tulsahonoracademy.org
TULSA,COLLEGIATE HALL CHARTER SCHOOL,72-I001,979,113.0,0,40-05,(918) 202-8526,5780 S Peoria,Tulsa,KO,74105.0,TxULSA,Nikxhil Kawlra,contactus@colegiatehall.org
TULSA CHARTER: COLLEGE BOUND,nCOLLEGE BOUND ACADEMY CHARTER,72-E17,977,95.0,8,-,(918) 9251580,2525 S 101st East Ave,Tulsa,OK,74129.0,TULSA,Chelsae Vanacore,cvanacore@collegeboundschool.org
TULSA CHARTER: COLELGIATE HALL,COLLEGIATE HALL CHARTER SCOOL,7-2E019,979,95.0,10,-,(918) 925-1620,1142 East 56th St,Tultsa,OmK,74105.0,TULSA ***,NikhilK awlra,nkawlra@collegiatehall.org
TULSA CHARTER: HONOR AsCADEMY,TULSA HONOR ACADEMY CHARTER,72-E018,978,95.0,8,-,(918) 833-9420,2525 S. 101st E. Ave.,Tulsa,OK,74129.0,TULSA b,Elsi eUrueta,elsie@tulsahonoracademy.org
TULSA bCHARTER: KIPP TULSA,KIPP TULSA ACAD. COLLEGE PREP.,72-E005,975,95.0,29,-,(918) 74-8652,1661 dE. Virgin St,Tlusa,OK,74106.0,TULSA,Andrew Mcrea,amcrae@kipptulsa.org
TULSA CHARTER: LIGHTHOUSE ACAD,LIGHTHOUSE ACADEMIES OF TULSA,72-E006,976,95.0,39,-,(918) 749-1442,105 East 63rd St North,Tulsa,OK,74126.0,TULSA,Jamila aMcarthur,jmacarthur@lighthouse-academies.org
TULSA CHARTER: SCHL ARTS/SCI.,TULSA SCHL OF ARTS/SCIENCES,72-E00m4,974,95.0,28,-,(918) 828-7727,3441 E Archer,Tulsa,OK,74115.0,TULSA,Liesa mith,lsmith@tsas.org
TUPELO,TUPELO ES,15-I002,105,191.0,19,PK-08,(580) 84-2802,200 South 7Th,Tupelo,rOK,74572.0,COAL,Lacnce Britt,lbritt@tupelo.k12.ok.us
TUPELO ***,TUPELO HS d,15-I002,705,86.0,15,v09-12,(580) 845-281,200 South 7Th,Tupelo,OK,74572.0,COL,Jeff Hiatit,jhaitttupelo.k12.ok.us
TURKEY FORD ***,TURKEY FORD PBLIC SCHOOL,58-C010,105,93.0,10,PK-06,(918) 786-b4902,23900 South 670 Road,Whyandotte,KO,74370.0,OTTAWA,Tarmyra Larson,tlarson@turkeyford.net
TURNER,TURNER E S,43-gI005,105,224.0,23,PK-08,(580) 276-2707,POB ox 159,Burneyville,OK,73430.0,LOdVE,Jamie Roberts,jrobnerts@turnerisd.org
TURNER y,TURNER HS k,43-I005,705,92.0,16,09-12,(580) 276-8373,PO Box 159,urneyville,OK,73430.0,LOVE,Bill Godwin,bgodwin@turnerisd.org
TURPIN,TURPIN ES g,04-I128,105,324.0,35,PK-08,(580) 778-3331,PO Box 187,Turpin,KO,73950.0,BEAVER j,Jeff tFunk,jfunk@turpips.org
