district,schoolsite,codistcode,sitecode,enrollment,certifiedstaff,gradeslowhigh,telephone,mailingaddress,city,statevalue,zip,county,principal,principalemail
SAPULPA,SAPULPA MS,19-I033,505,517.0,43,06-07,(918) 224-8441,1304 East Cleveland,Sapulpa,OK,74066.0,CREEK,Michael Reid,mreid@sapulpaps.org
SAPULPA,SAPULPA JHS,19-I033,610,625.0,84,08-09,(918) 224-6710,7 South Mission St,Sapulpa,OK,74066.0,CREEK,Johnny Bilby,jbilby@sapulpaps.org
SAPULPA,SAPULPA HS,19-I033,705,1037.0,101,10-12,(918) 224-6560,3 South Mission St,Sapulpa,OK,74066.0,CREEK,Johnny Bilby,jbilby@sapulpaps.org
SASAKWA,SASAKWA ES,67-I010,105,147.0,18,PK-08,(405) 941-3250,PO Box 323,Sasakwa,OK,74867.0,SEMINOLE,Terry Byerly,turk454@hotmail.com
SASAKWA,SASAKWA HS,67-I010,705,67.0,12,09-12,(405) 941-3250,PO Box 323,Sasakwa,OK,74867.0,SEMINOLE,Brent Griffin,brentgriffin13@hotmail.com
SAVANNA,SAVANNA ES,61-I030,105,198.0,22,PK-08,(918) 548-3777,PO Box 266,Savanna,OK,74565.0,PITTSBURG,Brad Kellogg,brad@savanna.k12.ok.us
SAVANNA,SAVANNA HS,61-I030,705,174.0,23,09-12,(918) 548-3777,PO Box 266,Savanna,OK,74565.0,PITTSBURG,Brad Kellogg,brad@savanna.k12.ok.us
SAYRE,SAYRE ES,05-I031,105,394.0,32,PK-05,(580) 928-2013,716 Northeast Highway 66,Sayre,OK,73662.0,BECKHAM,Carmen Holmes,cholmes@sayre.k12.ok.us
SAYRE,SAYRE MS,05-I031,505,160.0,21,06-08,(580) 928-5578,716 Northeast Highway 66,Sayre,OK,73662.0,BECKHAM,Danny Clifton,dclifton@sayre.k12.ok.us
SAYRE,SAYRE HS,05-I031,705,197.0,27,09-12,(580) 928-5576,716 Northeast Highway 66,Sayre,OK,73662.0,BECKHAM,Danny Crabb,dcrabb@sayre.k12.ok.us
SCHULTER,SCHULTER ES,56-I006,105,102.0,17,PK-08,(918) 652-8200,PO Box 203,Schulter,OK,74460.0,OKMULGEE,Jay Fox,jfox@schulter.k12.ok.us
SCHULTER,SCHULTER HS,56-I006,705,35.0,9,09-12,(918) 652-8200,PO Box 203,Schulter,OK,74460.0,OKMULGEE,Allen Callahan,acallahan@schulter.k12.ok.us
SEILING,SEILING ES,22-I008,105,243.0,30,PK-06,(580) 922-7381,PO Box 780,Seiling,OK,73663.0,DEWEY,Brandon Nyberg,bnyberg@seiling.k12.ok.us
SEILING,SEILING JR-SR HS (JR),22-I008,615,103.0,25,07-09,(580) 922-7382,PO Box 780,Seiling,OK,73663.0,DEWEY,Gary Baker,gbaker@seiling.k12.ok.us
SEILING,SEILING JR-SR HS (SR),22-I008,715,90.0,24,10-12,(580) 922-7382,PO Box 780,Seiling,OK,73663.0,DEWEY,Gary Baker,gbaker@seiling.k12.ok.us
SEMINOLE,WILSON ES,67-I001,105,697.0,45,PK-03,(405) 382-1431,PO Box 1031,Seminole,OK,74818.0,SEMINOLE,Denese Cheatwood,dcheatwood@sps.k12.ok.us
SEMINOLE,NORTHWOOD ES,67-I001,110,368.0,32,04-06,(405) 382-5800,PO Box 1031,Seminole,OK,74818.0,SEMINOLE,Michele Sneed,msneed@sps.k12.ok.us
SEMINOLE,SEMINOLE MS,67-I001,505,260.0,34,07-08,(405) 382-5065,PO Box 1031,Seminole,OK,74818.0,SEMINOLE,David Dean,ddean@sps.k12.ok.us
SEMINOLE,SEMINOLE HS,67-I001,715,458.0,54,09-12,(405) 382-1415,PO Box 1031,Seminole,OK,74818.0,SEMINOLE,Steven Osborn,sosborn@sps.k12.ok.us
SENTINEL,MCMURRAY ES,75-I001,105,259.0,32,PK-08,(580) 393-4997,PO Box 640,Sentinel,OK,73664.0,WASHITA,Paula Combs,pcombs@sentinel.k12.ok.us
SENTINEL,BLANCHE THOMAS HS,75-I001,705,92.0,18,09-12,(580) 393-2112,PO Box 640,Sentinel,OK,73664.0,WASHITA,Tony Summers,tsummers@sentinel.k12.ok.us
SEQUOYAH,SEQUOYAH ES,66-I006,105,629.0,43,PK-05,(918) 341-6111,16441 South 4180 Road,Claremore,OK,74017.0,ROGERS,Lisa Tittle,lisa.tittle@sequoyaheagles.net
SEQUOYAH,SEQUOYAH MS,66-I006,510,277.0,35,06-08,(918) 343-5105,16403 South 4180 Road,Claremore,OK,74017.0,ROGERS,Barry Bulman,barry.bulman@sequoyaheagles.net
SEQUOYAH,SEQUOYAH HS,66-I006,705,450.0,43,09-12,(918) 341-0642,16401 South 4180 Road,Claremore,OK,74017.0,ROGERS,Steve Johnson,steve.johnson@sequoyaheagles.net
SHADY GROVE,SHADY GROVE PUBLIC SCHOOL,11-C026,105,145.0,16,PK-08,(918) 772-2511,11042 West Shady Grove Road,Hulbert,OK,74441.0,CHEROKEE,Emmett Thompson,ethompson@shadygrove.k12.ok.us
SHADY POINT,SHADY POINT PUBLIC SCHOOL,40-C004,105,147.0,13,PK-08,(918) 963-2595,22838 Wheelus,Shady Point,OK,74956.0,LE FLORE,Bruce Gillham,bruce.gillham@spk12.org
SHARON-MUTUAL,SHARON-MUTUAL ES,77-I003,105,226.0,24,PK-08,(580) 866-3333,201 S 3rd St,Sharon,OK,73857.0,WOODWARD,Terry Mulbery,tmulbery@smps.k12.ok.us
SHARON-MUTUAL,SHARON-MUTUAL HS,77-I003,705,82.0,17,09-12,(580) 989-3231,210 S Maple St,Mutual,OK,73853.0,WOODWARD,Rustin Donaldson,rdonaldson@smps.k12.ok.us
SHATTUCK,SHATTUCK ES,23-I042,105,258.0,33,PK-08,(580) 938-2222,PO Box 159,Shattuck,OK,73858.0,ELLIS,Camille Holt,cholt@shattuck.k12.ok.us
SHATTUCK,SHATTUCK HS,23-I042,705,95.0,18,09-12,(580) 938-2586,PO Box 159,Shattuck,OK,73858.0,ELLIS,Terry Conder,tconder@shattuck.k12.ok.us
SHAWNEE,SHAWNEE EC CTR,63-I093,110,500.0,33,PK-KG,(405) 273-3388,1831 Airport Drive,Shawnee,OK,74804.0,POTTAWATOMIE,Ann Worden,annworden@shawnee.k12.ok.us
SHAWNEE,HORACE MANN ES,63-I093,120,264.0,27,01-05,(405) 273-1806,412 North Draper St,Shawnee,OK,74801.0,POTTAWATOMIE,Susan Field,sfield@shawnee.k12.ok.us
SHAWNEE,JEFFERSON ES,63-I093,130,353.0,32,01-08,(405) 273-1846,800 North Louisa St,Shawnee,OK,74801.0,POTTAWATOMIE,Vickie Penson,vpenson@shawnee.k12.ok.us
SHAWNEE,SEQUOYAH ES,63-I093,137,355.0,28,01-05,(405) 273-1878,1401 East Independence St,Shawnee,OK,74801.0,POTTAWATOMIE,Terri Lemos,tlemos@shawnee.k12.ok.us
SHAWNEE,WILL ROGERS ES,63-I093,145,376.0,31,01-05,(405) 273-1519,2600 North Union St,Shawnee,OK,74801.0,POTTAWATOMIE,Jackie Noble,jnoble@shawnee.k12.ok.us
SHAWNEE,SHAWNEE MS,63-I093,505,735.0,72,06-08,(405) 273-0403,4300 North Union St,Shawnee,OK,74804.0,POTTAWATOMIE,Colby Cagle,ccagle@shawnee.k12.ok.us
SHAWNEE,SHAWNEE HS,63-I093,705,1332.0,95,09-12,(405) 275-3084,1001 North Kennedy St,Shawnee,OK,74801.0,POTTAWATOMIE,Angela Avila,aavila@shawnee.k12.ok.us
SHIDLER,WARD ES,57-I011,105,106.0,12,PK-04,(918) 793-2051,PO Box 85,Shidler,OK,74652.0,OSAGE,Tonya Lemon,tlemon@shidlerps.org
SHIDLER,SHIDLER MS,57-I011,505,59.0,9,05-08,(580) 269-2911,PO Box 85,Shidler,OK,74652.0,OSAGE,Janice Finton,jfinton@shidlerps.org
SHIDLER,SHIDLER HS,57-I011,715,71.0,11,09-12,(918) 793-2461,PO Box 85,Shidler,OK,74652.0,OSAGE,Cory Smith,csmith@shidlerps.org
SILO,SILO ES,07-I001,110,95.0,33,-,(580) 924-7001,122 West Bourne St,Durant,OK,74701.0,BRYAN,Katie Brister,k.brister@siloisd.org
SILO,SILO MS,07-I001,515,170.0,25,06-08,(580) 924-7000,122 West Bourne St,Durant,OK,74701.0,BRYAN,Mike Lawless,m.lawless@siloisd.org
SILO,SILO HS,07-I001,705,229.0,26,09-12,(580) 924-7000,122 West Bourne St,Durant,OK,74701.0,BRYAN,Jeremy Atwood,j.atwood@siloisd.org
SKIATOOK,MARRS ES,72-I007,110,498.0,37,PK-01,(918) 396-2295,355 South Osage St,Skiatook,OK,74070.0,TULSA,Kristine Thompson,kthompson@skiatookschools.org
SKIATOOK,SKIATOOK INTERMEDIATE ES,72-I007,120,539.0,46,03-05,(918) 396-5745,355 South Osage St,Skiatook,OK,74070.0,TULSA,Tim Buck,tbuck@skiatookschools.org
SKIATOOK,SKIATOOK ES,72-I007,125,198.0,21,02-02,(918) 396-5737,355 South Osage St,Skiatook,OK,74070.0,TULSA,Tim Buck,tbuck@skiatookschools.org
SKIATOOK,NEWMAN MS,72-I007,505,552.0,54,06-08,(918) 396-2307,355 South Osage St,Skiatook,OK,74070.0,TULSA,Steven Cantrell,scantrell@skiatookschools.org
SKIATOOK,SKIATOOK HS,72-I007,705,750.0,80,09-12,(918) 396-1790,355 South Osage St,Skiatook,OK,74070.0,TULSA,William Parker,wparker@skiatookschools.org
SMITHVILLE,SMITHVILLE ES,48-I014,105,143.0,18,PK-05,(580) 244-7212,PO Box 8,Smithville,OK,74957.0,MCCURTAIN,Stacy Nichols,snichols@smithville.k12.ok.us
SMITHVILLE,SMITHVILLE MS,48-I014,505,42.0,12,06-08,(580) 244-7212,PO Box 8,Smithville,OK,74957.0,MCCURTAIN,Stacy Nichols,snichols@smithville.k12.ok.us
SMITHVILLE,SMITHVILLE HS,48-I014,705,94.0,18,09-12,(580) 244-3281,PO Box 8,Smithville,OK,74957.0,MCCURTAIN,Delbert Mcbroom,dmcbroom@smithville.k12.ok.us
SNYDER,SNYDER ES,38-I004,105,165.0,21,04-08,(580) 569-2691,PO Box 368,Snyder,OK,73566.0,KIOWA,Ryan Granger,rgranger@snyder.k12.ok.us
SNYDER,SNYDER ES,38-I004,110,146.0,13,PK-03,(580) 569-2010,PO Box 368,Snyder,OK,73566.0,KIOWA,Tamra Phelan,tphelan@snyder.k12.ok.us
SNYDER,SNYDER HS,38-I004,705,133.0,20,09-12,(580) 569-2730,PO Box 368,Snyder,OK,73566.0,KIOWA,Ken Mckee,kmckee@snyder.k12.ok.us
SOPER,SOPER ES,12-I004,105,260.0,25,PK-08,(580) 345-2211,PO Box 149,Soper,OK,74759.0,CHOCTAW,Tonya Scott,t.scott@soperisd.org
SOPER,SOPER HS,12-I004,705,135.0,18,09-12,(580) 345-2211,PO Box 149,Soper,OK,74759.0,CHOCTAW,James Eberts,j.eberts@soperisd.com
SOUTH COFFEYVILLE,SOUTH COFFEYVILLE ES,53-I051,105,164.0,19,PK-08,(918) 255-6087,PO Box 190,South Coffeyville,OK,74072.0,NOWATA,Steve Johns,sjohns@scps.k12.ok.us
SOUTH COFFEYVILLE,SOUTH COFFEYVILLE HS,53-I051,705,100.0,15,09-12,(918) 255-6087,PO Box 190,South Coffeyville,OK,74072.0,NOWATA,Steve Johns,sjohns@scps.k12.ok.us
SOUTH ROCK CREEK,SOUTH ROCK CREEK PUBLIC SCHOOL,63-C032,105,403.0,30,PK-08,(405) 273-6072,17800 South Rock Creek Road,Shawnee,OK,74801.0,POTTAWATOMIE,Ryan Rosser,rrosser@src.k12.ok.us
SPAVINAW,SPAVINAW PUBLIC SCHOOL,46-C021,105,81.0,7,PK-08,(918) 589-2228,PO Box 108,Spavinaw,OK,74366.0,MAYES,Christine Midgley,cmidgley@spavinawok.net
SPERRY,SPERRY ES,72-I008,105,590.0,46,PK-05,(918) 288-7213,400 West Main St,Sperry,OK,74073.0,TULSA,Richard Akin,rakin@sperry.k12.ok.us
SPERRY,SPERRY MS,72-I008,505,257.0,34,06-08,(918) 288-7213,400 West Main St,Sperry,OK,74073.0,TULSA,Mike Juby,mj@sperry.k12.ok.us
SPERRY,SPERRY HS,72-I008,705,350.0,40,09-12,(918) 288-7213,400 West Main St,Sperry,OK,74073.0,TULSA,Mike Haney,mhaney@sperry.k12.ok.us
SPIRO,SPIRO ES,40-I002,110,581.0,41,PK-05,(918) 962-2413,600 West Broadway St,Spiro,OK,74959.0,LE FLORE,Larry Greenwood,lgreenwood@spiro.k12.ok.us
SPIRO,SPIRO MS,40-I002,505,237.0,30,06-08,(918) 962-2488,600 West Broadway St,Spiro,OK,74959.0,LE FLORE,Nick Carter,ncarter@spiro.k12.ok.us
SPIRO,SPIRO HS,40-I002,705,302.0,38,09-12,(918) 962-2493,600 West Broadway St,Spiro,OK,74959.0,LE FLORE,Tracy Saling,tsaling@spiro.k12.ok.us
SPRINGER,SPRINGER ES,10-I021,105,166.0,22,PK-08,(580) 653-2471,16624 Us Hwy 77,Springer,OK,73458.0,CARTER,Brandi Price,bprice@springer.k12.ok.us
SPRINGER,SPRINGER HS,10-I021,705,50.0,16,09-12,(580) 653-2471,16624 Us Hwy 77,Springer,OK,73458.0,CARTER,Russell Noland,rnoland@springer.k12.ok.us
STERLING,STERLING ES,16-I003,105,295.0,28,PK-08,(580) 365-4166,PO Box 158,Sterling,OK,73567.0,COMANCHE,Sandra Fehring,sfehring@sterling.k12.ok.us
STERLING,STERLING HS,16-I003,705,121.0,16,09-12,(580) 365-4303,PO Box 158,Sterling,OK,73567.0,COMANCHE,Marty Curry,currym@sterling.k12.ok.us
STIDHAM,STIDHAM PUBLIC SCHOOL,49-C016,105,104.0,9,PK-08,(918) 689-5241,113074 S 4110,Eufaula,OK,74432.0,MCINTOSH,Danny Williams,sup@stidham.k12.ok.us
STIGLER,STIGLER ES,31-I020,105,623.0,47,PK-04,(918) 967-8835,309 Northwest 'e' St,Stigler,OK,74462.0,HASKELL,Lana Mayhall,lmayhall@stigler.k12.ok.us
STIGLER,STIGLER MS,31-I020,505,382.0,38,05-08,(918) 967-2521,309 Northwest 'e' St,Stigler,OK,74462.0,HASKELL,Tony Gilmore,tgilmore@stigler.k12.ok.us
STIGLER,STIGLER HS,31-I020,705,392.0,45,09-12,(918) 967-8834,309 Northwest 'e' St,Stigler,OK,74462.0,HASKELL,David Morgan,dmorgan@stigler.12k.ok.us
STILLWATER,HIGHLAND PARK ES,60-I016,105,619.0,49,PK-05,(405) 533-6350,400 South Drury,Stillwater,OK,74074.0,PAYNE,Kurt Baze,kbaze@stillwaterschools.com
STILLWATER,SANGRE RIDGE ES,60-I016,115,635.0,49,PK-05,(405) 533-6360,2500 South Sangre Road,Stillwater,OK,74074.0,PAYNE,Ryan Blake,rblake@stillwaterschools.com
STILLWATER,SKYLINE ES,60-I016,120,511.0,42,PK-05,(405) 533-6390,1402 East Sunrise,Stillwater,OK,74075.0,PAYNE,Andrea Rains,arains@stillwaterschools.com
STILLWATER,WESTWOOD ES,60-I016,125,572.0,40,PK-05,(405) 533-6370,502 Kings Highway,Stillwater,OK,74074.0,PAYNE,Darren Nelson,dnelson@stillwaterschools.com
STILLWATER,WILL ROGERS ES,60-I016,130,540.0,45,PK-05,(405) 533-6380,1211 North Washington,Stillwater,OK,74075.0,PAYNE,Susan Popplewell,spopplewell@stillwaterschools.com
STILLWATER,RICHMOND ES,60-I016,135,447.0,33,PK-05,(405) 533-6400,201 West Richmond Road,Stillwater,OK,74075.0,PAYNE,Kendra Rider,krider@stillwaterschools.com
STILLWATER,STILLWATER MS,60-I016,505,896.0,65,06-07,(405) 533-6430,2200 South Sangre Road,Stillwater,OK,74074.0,PAYNE,Cathy Walker,cewalker@stillwaterschools.com
STILLWATER,STILLWATER JHS,60-I016,610,825.0,65,08-09,(405) 533-6420,1900 North Skyline St,Stillwater,OK,74075.0,PAYNE,John Fields,jfields@stillwaterschools.com
STILLWATER,STILLWATER HS,60-I016,705,1142.0,84,10-12,(405) 533-6450,1224 North Husband,Stillwater,OK,74075.0,PAYNE,Uwe Gordon,ugordon@stillwaterschools.com
STILWELL,STILWELL ES,01-I025,105,411.0,44,PK-04,(918) 696-7656,10 South Sixth St,Stilwell,OK,74960.0,ADAIR,Mark Lea,mlea@stilwellk12.org
STILWELL,STILWELL MS,01-I025,505,257.0,31,05-08,(918) 696-2685,12 North Seventh St,Stilwell,OK,74960.0,ADAIR,Dale Girdner,dgirdner@stilwellk12.org
STILWELL,STILWELL HS,01-I025,705,660.0,59,09-12,(918) 696-7276,1801 West Locust St,Stilwell,OK,74960.0,ADAIR,Ramona Ketcher,rketcher@stilwellk12.org
STONEWALL,STONEWALL ES,62-I030,105,228.0,22,PK-04,(580) 265-4243,600 South Highschool,Stonewall,OK,74871.0,PONTOTOC,Larry Rayburn,rayburn@stonewall.k12.ok.us
STONEWALL,MCLISH MS,62-I030,515,133.0,16,05-08,(580) 777-2221,600 South Highschool,Stonewall,OK,74871.0,PONTOTOC,Jack Wofford,jwofford@stonewall.k12.ok.us
STONEWALL,STONEWALL HS,62-I030,705,118.0,16,09-12,(580) 265-4242,600 South Highschool,Stonewall,OK,74871.0,PONTOTOC,Tamara Newberry,tnewberry@stonewall.k12.ok.us
STRAIGHT,STRAIGHT PUBLIC SCHOOL,70-C080,105,41.0,7,PK-06,(580) 652-2232,"Rural Route 1, Box 89",Guymon,OK,73942.0,TEXAS,Steve Baird,steve.baird@straight.k12.ok.us
STRATFORD,STRATFORD ES,25-I002,105,324.0,24,PK-05,(580) 759-2382,PO Box 589,Stratford,OK,74872.0,GARVIN,Anglea Martin,amartin@stratford.k12.ok.us
STRATFORD,STRATFORD MS,25-I002,505,154.0,22,06-08,(580) 759-3615,PO Box 589,Stratford,OK,74872.0,GARVIN,Tracy Felan,tfelan@stratford.k12.ok.us
STRATFORD,STRATFORD HS,25-I002,715,240.0,25,09-12,(580) 759-2381,PO Box 589,Stratford,OK,74872.0,GARVIN,Paul Savage,psavage@stratford.k12.ok.us
STRINGTOWN,STRINGTOWN ES,03-I007,105,151.0,17,PK-08,(580) 346-7423,PO Box 130,Stringtown,OK,74569.0,ATOKA,Ricky Heard,rheard@stringtownisd.org
STRINGTOWN,STRINGTOWN HS,03-I007,705,103.0,10,09-12,(580) 346-7741,PO Box 130,Stringtown,OK,74569.0,ATOKA,Tony Potts,tpotts@stringtownisd.org
STROTHER,STROTHER ES,67-I014,105,306.0,28,PK-08,(405) 382-4014,36085 Ew 1140,Seminole,OK,74868.0,SEMINOLE,Connie Dotson,c.dotson@strother.k12.ok.us
STROTHER,STROTHER HS,67-I014,705,127.0,16,09-12,(405) 382-4014,36085 Ew 1140,Seminole,OK,74868.0,SEMINOLE,Connie Dotson,c.dotson@strother.k12.ok.us
STROUD,PARKVIEW ES,41-I054,110,415.0,30,PK-05,(918) 968-4711,212 West 7th St,Stroud,OK,74079.0,LINCOLN,Brenda Gooch,bgooch@stroud.k12.ok.us
STROUD,STROUD MS,41-I054,505,177.0,27,06-08,(918) 968-2200,212 West 7th St,Stroud,OK,74079.0,LINCOLN,Betty Wages,bwages@stroud.k12.ok.us
STROUD,STROUD HS,41-I054,705,238.0,31,09-12,(918) 968-2542,212 West 7th St,Stroud,OK,74079.0,LINCOLN,Scott Baade,sbaade@stroud.k12.ok.us
STUART,STUART ES,32-I054,105,180.0,18,PK-08,(918) 546-2627,8837 Fourth St,Stuart,OK,74570.0,HUGHES,Tracy Blasengame,tblas@stuart.k12.ok.us
STUART,STUART HS,32-I054,705,102.0,15,09-12,(918) 546-2474,8837 Fourth St,Stuart,OK,74570.0,HUGHES,Tracy Blasengame,tblas@stuart.k12.ok.us
SULPHUR,SULPHUR ES,50-I001,105,507.0,36,PK-02,(580) 622-3326,1021 West Ninth St,Sulphur,OK,73086.0,MURRAY,Shannon Muck,shannon.muck@sulphurk12.org
SULPHUR,SULPHUR INTERMEDIATE ES,50-I001,110,319.0,28,03-05,(580) 622-6161,1021 West Ninth St,Sulphur,OK,73086.0,MURRAY,John Mann,john.mann@sulphurk12.org
SULPHUR,SULPHUR MS,50-I001,510,301.0,27,06-08,(580) 622-4010,1021 West Ninth St,Sulphur,OK,73086.0,MURRAY,Dub Grisham,dub.grisham@sulphurk12.org
SULPHUR,SULPHUR HS,50-I001,705,95.0,33,-,(580) 622-3174,1021 West Ninth St,Sulphur,OK,73086.0,MURRAY,Clete Cole,clete.cole@sulphurk12.org
SWEETWATER,SWEETWATER ES,65-I015,105,105.0,20,PK-08,(580) 534-2272,11107 North Highway 30,Sweetwater,OK,73666.0,ROGER MILLS,Brenda Quinn,bquinn@sweetwater.k12.ok.us
SWEETWATER,SWEETWATER HS,65-I015,705,33.0,10,09-12,(580) 534-2272,11107 North Highway 30,Sweetwater,OK,73666.0,ROGER MILLS,Casey Reed,creed@sweetwater.k12.ok.us
SWINK,SWINK PUBLIC SCHOOL,12-C021,105,159.0,14,PK-08,(580) 873-2695,PO Box 73,Swink,OK,74761.0,CHOCTAW,Mark Bush,mbush@swink.k12.ok.us
TAHLEQUAH,SEQUOYAH ES,11-I035,115,221.0,14,PK-PK,(918) 458-4130,425 South College,Tahlequah,OK,74464.0,CHEROKEE,Tanya Jones,jonest@tahlequahschools.org
TAHLEQUAH,CHEROKEE ES,11-I035,210,433.0,39,KG-05,(918) 458-4110,800 E Goingsnake,Tahlequah,OK,74464.0,CHEROKEE,Marissa Mccoy,mccoym@tahlequahschools.org
TAHLEQUAH,GREENWOOD ES,11-I035,212,602.0,43,KG-05,(918) 458-4120,400 E Ross,Tahlequah,OK,74464.0,CHEROKEE,Susan Vanzant,vanzants@tahlequahschools.org
TAHLEQUAH,HERITAGE ES,11-I035,225,546.0,41,KG-05,(918) 458-4180,333 Southridge Rd,Tahlequah,OK,74464.0,CHEROKEE,Lacie Davenport,davenportl@tahlequahschools.org
TAHLEQUAH,TAHLEQUAH MS,11-I035,520,632.0,65,06-08,(918) 458-4140,871 Pendleton,Tahlequah,OK,74464.0,CHEROKEE,Jaycie Smith,smithj@tahlequahschools.org
TAHLEQUAH,TAHLEQUAH HS,11-I035,705,1206.0,105,09-12,(918) 458-4150,591 Pendleton St,Tahlequah,OK,74464.0,CHEROKEE,Cory Slagle,slaglec@tahlequahschools.org
TALIHINA,TALIHINA ES,40-I052,105,319.0,30,PK-06,(918) 567-2259,PO Box 38,Talihina,OK,74571.0,LE FLORE,Cindy Buchanan,buchanan@talihina.k12.ok.us
TALIHINA,TALIHINA JHS,40-I052,610,95.0,23,07-08,(918) 567-2259,PO Box 38,Talihina,OK,74571.0,LE FLORE,Maria Carden,carden@talihina.k12.ok.us
TALIHINA,TALIHINA HS,40-I052,705,200.0,33,09-12,(918) 567-2259,PO Box 38,Talihina,OK,74571.0,LE FLORE,Maria Carden,carden@talihina.k12.ok.us
TALOGA,TALOGA ES,22-I010,105,88.0,20,PK-08,(580) 328-5586,PO Box 158,Taloga,OK,73667.0,DEWEY,Lora Burch,lburch@taloga.k12.ok.us
TALOGA,TALOGA HS,22-I010,705,95.0,10,-,(580) 328-5586,PO Box 158,Taloga,OK,73667.0,DEWEY,Lora Burch,lburch@taloga.k12.ok.us
TANNEHILL,TANNEHILL PUBLIC SCHOOL,61-C056,105,168.0,18,PK-08,(918) 423-9363,9283 Tannehill Road,Mcalester,OK,74501.0,PITTSBURG,John Wilcox,jwilcox@tannehill.k12.ok.us
TECUMSEH,BARNARD ES,63-I092,105,318.0,23,01-02,(405) 598-3169,315 East Locust St,Tecumseh,OK,74873.0,POTTAWATOMIE,Cindy Horn,hornc@tecumseh.k12.ok.us
TECUMSEH,KROUCH ES,63-I092,115,281.0,21,PK-KG,(405) 598-2967,723 West Park St,Tecumseh,OK,74873.0,POTTAWATOMIE,Tammy Giaudrone,giaudronet@tecumseh.k12.ok.us
TECUMSEH,CROSS TIMBERS ES,63-I092,120,456.0,33,03-05,(405) 598-3771,1111 West Highland St,Tecumseh,OK,74873.0,POTTAWATOMIE,Teresa Ledbetter,ledbettert@tecumseh.k12.ok.us
TECUMSEH,TECUMSEH MS,63-I092,505,467.0,54,06-08,(405) 598-3744,315 West Park St,Tecumseh,OK,74873.0,POTTAWATOMIE,Robert Kinsey,kinseyr@tecumseh.k12.ok.us
TECUMSEH,TECUMSEH HS,63-I092,710,704.0,64,09-12,(405) 598-2113,901 North Thirteenth St,Tecumseh,OK,74873.0,POTTAWATOMIE,Danny Sterling,sterlings@tecumseh.k12.ok.us
TEMPLE,TEMPLE ES,17-I101,105,131.0,15,PK-08,(580) 342-6839,PO Box 400,Temple,OK,73568.0,COTTON,Kolby Johnson,kjohnson@temple.k12.ok.us
TEMPLE,TEMPLE HS,17-I101,715,95.0,9,-,(580) 342-6221,PO Box 400,Temple,OK,73568.0,COTTON,Kolby Johnson,kjohnson@temple.k12.ok.us
TENKILLER,TENKILLER PUBLIC SCHOOL,11-C066,105,302.0,29,PK-08,(918) 457-5996,26106 East 863 Road,Welling,OK,74471.0,CHEROKEE,Keith Fisher,kfisher@tenkiller.k12.ok.us
TERRAL,TERRAL PUBLIC SCHOOL,34-C003,105,68.0,7,PK-08,(580) 437-2244,PO Box 340,Terral,OK,73569.0,JEFFERSON,Greg Fouse,gfouse@terral.k12.ok.us
TEXHOMA,TEXHOMA ES,70-I061,105,194.0,12,PK-08,(580) 423-7371,PO Box 648,Texhoma,OK,73949.0,TEXAS,Kayla Yates,kayla.yates@texhoma61.net
TEXHOMA,TEXHOMA HS,70-I061,705,111.0,18,09-12,(580) 423-7433,PO Box 648,Texhoma,OK,73949.0,TEXAS,Kayla Yates,kayla.yates@texhoma61.net
THACKERVILLE,THACKERVILLE ES,43-I004,105,262.0,26,PK-08,(580) 276-9655,PO Box 377,Thackerville,OK,73459.0,LOVE,Matt Means,mmeans@tpsmail.org
THACKERVILLE,THACKERVILLE HS,43-I004,705,95.0,14,09-12,(580) 276-3610,PO Box 377,Thackerville,OK,73459.0,LOVE,Carrie Tucker,ctucker@tpsmail.org
THOMAS-FAY-CUSTER UNIFIED DIST,THOMAS ES,20-I007,105,286.0,24,PK-06,(580) 661-3521,PO Box 190,Thomas,OK,73669.0,CUSTER,Leesa Brandly,lbrandly@thomas.k12.ok.us
THOMAS-FAY-CUSTER UNIFIED DIST,THOMAS-FAY-CUSTER UNIFIED JHS,20-I007,615,105.0,13,07-09,(580) 661-3522,PO Box 190,Thomas,OK,73669.0,CUSTER,Ray Oakes,roakes@thomas.k12.ok.us
THOMAS-FAY-CUSTER UNIFIED DIST,THOMAS-FAY-CUSTER UNIFIED HS,20-I007,715,79.0,17,10-12,(580) 661-3522,PO Box 190,Thomas,OK,73669.0,CUSTER,Ray Oakes,roakes@thomas.k12.ok.us
TIMBERLAKE,TIMBERLAKE ES,02-I093,105,202.0,30,PK-08,(580) 626-4411,PO Box 188,Jet,OK,73749.0,ALFALFA,Kale Pierce,kpierce@tlake.k12.ok.us
TIMBERLAKE,TIMBERLAKE HS,02-I093,705,73.0,17,09-12,(580) 852-3281,PO Box 287,Helena,OK,73741.0,ALFALFA,Charlie Berg,cberg@tlake.k12.ok.us
TIPTON,TIPTON ES,71-I008,115,190.0,21,PK-08,(580) 667-5268,PO Box 340,Tipton,OK,73570.0,TILLMAN,Amy Ferris,aferris@tiptontigers.net
TIPTON,TIPTON HS,71-I008,715,76.0,19,09-12,(580) 667-5268,PO Box 340,Tipton,OK,73570.0,TILLMAN,Steve Glenn,sglenn@tiptontigers.net
TISHOMINGO,TISHOMINGO ES,35-I020,105,436.0,28,PK-04,(580) 371-2548,1300 East Main St,Tishomingo,OK,73460.0,JOHNSTON,Mike Lawless,mlawless@tishomingo.k12.ok.us
