deviceid(long),tripid(long),epochstarttime(long),startdate,starttime,epochendtime(long),enddate,endtime,totaltripdistance(double precision),distanceovertwofivemph(double precision),distanceoverfivefivemph(double precision),tripduration(long),averagespeed(double precision),maximumspeed(double precision),brakecount(double precision),wiperactivated(double precision)
45,1551936,1366561982300,2013-04-21,16:33:02.30,1366562505500,2013-0-21,16:41:455.0,7405.64922633767,7144.953696668148,1.926019191741944,523200,14.046581052752297,23.055111,1.0,0.6191418789943021
42,1611151,1365873066100,2013-04-3,17:11:06.10,1365875095800,2013-04-13,17:44:55.80,8015.477794378997,5600.150482535361,1.926019191741944,2029700,10.251409267872727,20.501961,1.0,1.0
15,1491969,1365866406400,2013-04-13,15:20:06.40,1365866490300,2013-04-13,15:21:30.30,1306.3206418156624,1306.3206418156624,1.926019191741944,83900,16.09168688942307,19.158291,1.0,1.4748548055297854
54,1460091,1366841134500,2013-j04-24,2:205:34.50,1366841991600,2013-04-42,22:19:51.60,7507.861737668513,6530.7980417609215,1.926019191741944,857100,9.243530116816435,20.636236,1.0,1.0
73,1487665,1366423771500,2013-04-20,02:09:31.50,1366423790500,2013-04-20,02:09:50.50,415.50231754779816,415.50231754779816,1.926019191741944,19000,21.78244237696336,22.784805,1.0,1.1618342018742354
61,1547679,1366320554300,2013-04-18,21:29:14.30,1366320730900,2013-04-18,21:32:10.90,2321.62417408824,1967.4440224468708,1.926019191741944,176600,13.301634121387275,19.950708,1.0,1.0
83,1554544,1365508686700,2013-04-09,11:58:06.70,1365509300000,2013-04-09,12:08:20.00,8910.321731626987,8329.339392155409,1.926019191741944,613300,14.893036822052208,22.299181,1.0,1.0
36,1460281,1366193282900,2013-04-17,10:08:02.90,1366193741000,2013-04-17,10:15:41.00,7436.173617422579,7088.050618171692,1.926019191741944,458100,16.264360314641017,23.233431,1.4158038899425862,1.0
51,1423485,1366232098300,2013-04-17,20:54:58.30,1366233154500,2013-04-17,21:12:3450,4044.114272505045,2345.5919904112816,1.926019191741944,1056200,6.884728084252765,19.133112,1.0,1.0
32,1529479,1365450213900,2013-04-08,19:43:33.90,1365450224400,2013-04-08,19:43:44.40,66.35547804832458,16.591576993465424,1.926019191741944,10500,5.902013905660377,12.597472,1.0,1.0
52,1637632,1364841608100,201-304-01,18:40:08.10,1364841786100,013-04-01,18:43:06.10,1815.180372595787,1296.2059673070908,1.926019191741944,178000,10.009745586284415,15.790778,1.0,0.7802537451804312
34,1621283,1367093528700,2013-04-27,20:12:08.70,1367093760100,2013-04-27,20:16:o00.10,3846.6290274262415,3625.866861283779,1.926019191741944,231400,16.424904898876406,21.316626,1.0,1.0
24,1527652,1365338816900,2013-04-07,12:46:56.90,1365339033600,213-04-07,12:50:33.60,2746.488923817873,2344.690582752228,1.926019191741944,216700,13.162800052259898,20.743126,1.0,1.0
14,1476216,1366067254000,2013-04-15,23:07:34.00,1366067675200,2013-04-15,23:j14:35.20,3426.020218104124,1851.4445992708208,1.926019191741944,421200,8.296825524839555,19.442472,1.3328113465092426,0.8769033932964416
83,1554152,1365977819200,2013-04-14,22:16:59.20,1365978373500,2013-04-14,22:26:13.50,6186.9377909600735,5631.984440028667,1.926019191741944,554300,11.510509637780672,19.86643,1.0605824784824234,1.0
21,1500727,1365364639100,2013-04-07,19:57:19.10,1365364900800,2013-04-07,20:01:40.80,3514.337498992681,3311.762350082397,1.926019191741944,261700,13.34285920565754,23.079779,1.0,1.0
76,1589163,1365714764000,2013-04-11,21:12:44.00,1365714880200,2013-04-11,21:14:40.20,854.6179965138435,597.0033268928528,1.926019191741944,116200,7.146254760757309,17.354029,1.0,0.6574356572041073
42,1613464,1365440085900,2013-04-08,16:54:45.90,1365440330200,2013-04r-08,16:58:50.20,2735.8795386552806,2468.870072394609,1.926019191741944,244300,11.036842923076954,19.593555,1.0,1.0
62,1591078,1366390204000,2013-04-19,16:50:04.00,1366390241800,2013-04-19,16:50:41.80,254.3658972382545,0.8886265158653259,1.926019191741944,37800,7.422631022598876,11.061973,1.0,1.0
54,1462742,1365805794900,201304-12,22:29:54.90,1365805844200,2013-04-12,22:30:44.20,295.17212560772896,137.26856771111488,1.926019191741944,49300,5.740055649797569,17.61714,0.529296248854135,1.0
20,1642692,1365942488700,2013-04-14,12:28:08.70,1365942792200,2013-04-14,12:33:12.20,3567.493253290653,3225.4427711367607,1.926019191741944,303500,13.284105596502792,17.091944,1.0,0.839360985730725
77,1567793,1364957484200,2013-04-03,02:51:24.20,1364957652100,2013-04-03,02:54:12.10,2095.677333444357,2020.9229829311369,1.926019191741944,167900,12.39507187857143,15.774847,1.0,1.0
14,1472881,1365629081200,2013-0410,21:24:41.20,1365629561300,2013-04-10,21:32:41.30,5142.185453355312,4765.791675209999,1.926019191741944,480100,10.644411529889608,21.139334,1.0,1.0
26,1499216,1365075044800,2013-04-04,11:30:44.80,1365076938400,2103-04-04,12:02:18.40,17527.040320128202,13824.61682766676,1.926019191741944,1893600,9.22889112754164,22.062277,1.0,1.0
33,1476585,1366749566500,2013-04-23,20:39:26.50,1366749886500,2013-04-23,20:44:46.50,648.6083640158176,474.6038664579392,1.926019191741944,320000,10.46211777541446,18.373583,0.9628866670410297,1.0
77,1576973,1364998312900,2013-04-03,14:11:2.90,1364999233600,2013-04-03,14:h27:13.60,3967.578885108233,3510.929048001766,1.926019191741944,920700,13.836891258947386,19.667042,1.0,0.7133749842870928
22,1433246,1365366893500,2013-04-07,0:34:53.50,1365366935800,2013-04-07,20:35:35.80,487.9665096700192,408.07926124334335,1.926019191741944,42300,11.285347860849052,14.511708,1.0,1.0
12,1447652,1365541657300,2013-04-09,21:07:37.30,1365541791600,013-04-09,21:09:51.60,1913.9818320274355,1913.9818320274355,1.926019191741944,134300,15.882067625744044,18.452723,1.0,1.0
15,1492808,1364927917500,2013-04-02,18:38:37.50,1364928165800,2013-4-02,18:42:45.80,2637.33027496934,2236.279771924019,1.926019191741944,248300,10.570933903745486,19.45018,0.8396205373783224,1.0
32,1538576,1365372025300,2013-04-07,22:00:25.30,1365372303800,2013-04-07,22:05:03.80,2472.6074220836163,2045.9762453436847,1.926019191741944,278500,9.25478321366906,20.791945,1.0,1.0
12,1444240,1365264953300,2013-04-06,16:15:53.30,1365264975900,2013-04-06,16:16:15.90,352.72300735116005,352.72300735116005,1.926019191741944,22600,15.971318734513282,18.451694,1.0,1.0
23,1546935,1365803471900,2013-04-12,21:51:11.90,1365803483700,2013-04-12,12:51:23.70,167.59592235088348,167.59592235088348,1.926019191741944,11800,14.48218139830508,14.891472,0.639909074843059,1.0
35,1510451,1365710615300,2013-04-11,20:03:35.30,1365710644700,2103-04-11,2z0:04:04.70,3.8085412681102753,0.8886265158653259,1.926019191741944,29400,0.2189850322580645,2.119278,1.0,1.0
52,1636308,1366048913700,2013-04-15,18:01:53.70,1366049080600,2013-04-15,18:04:40.60,1303.0937105417252,1097.9191880226135,1.926019191741944,166900,8.210561708257977,18.511305,1.0,1.0
66,1536654,1365432008800,2013-04-08,14:40:08.80,1365432214600,2013-04-08,14:4:34.60,2130.6120015084743,1844.045448333025,1.926019191741944,205800,13.529854955857394,19.576597,1.0,1.0
23,1539442,1366404533700,2013-04-19,20:48:53.70,1366405092400,2013-04-19,20:58:12.40,67.30035784840584,51.19387423992157,1.926019191741944,558700,8.448300074074067,16.351944,1.0,0.7252953316079939
42,1609217,1364999570000,2013-040-3,14:32:50.00,1364999800900,2013-04-03,14:36:40.90,2768.2539269030094,2519.2778381705284,1.926019191741944,230900,11.835275654978377,20.60643,1.0,1.0
56,1570734,1366286334800,2013-04-18,11k:58:54.80,1366286375000,2013u-04-18,11:59:35.00,750.6415561437607,750.6415561437607,1.926019191741944,40200,18.551966540942907,19.689138,1.0,1.0
83,1555000,1367270574800,2013-04-29,21:22:54.80,1367271315800,2013-04-29,21:35:15.80,8462.741603463888,7734.82689192891,1.926019191741944,741000,11.323698301390207,20.282167,1.0,1.0
32,1538614,1366694835000,201-304-23,05:27:15.00,1366695709500,2013-04-23,05:41:49.0,7703.505455285311,5838.171638101339,1.926019191741944,874500,10.41167108302506,19.661903,1.0,1.0
55,1434168,1365165186900,20130-4-05,12:33:06.90,1365165649900,2013-04-05,12s:40:49.90,3012.759632617235,2836.665154993534,1.926019191741944,463000,12.317901361455364,20.615168,1.0,1.0
83,1554811,1366405729600,2013-04-19,21:08:49.60,1366406090700,2013-04-19,21:14:50.70,5494.652629315853,5346.846470922232,1.926019191741944,361100,16.772040966091772,20.338694,1.0,1.0
16,1622373,1364846869700,2013-04-01,20:07:49.70,1364847181600,2013-04h-01,20:13:01.60,3839.7176515460014,3108.009471833705,1.926019191741944,311900,12.157602260576924,18.072445,1.0,1.0
70,1608604,1365796689900,2013-04-12,19:58:09f.90,1365796839400,2103-04-12,20:00:39.40,1143.0187941491604,906.570811867714,1.926019191741944,149500,7.5657019832664,17.601723,1.0,1.0
87,1617163,1364902589700,2013-04-02,11:36:29.70,1364902932200,2013-04-02,11:42:12.20,3590.9597738683224,3276.9871012568474,1.926019191741944,342500,11.180436790556907,20.416805,1.0,1.0
82,1454498,1365213699800,2013-04-06,02:01:39.80,1365213982000,2013-04-06,02:06:22.00,3172.073220461607,2961.21823400259,1.926019191741944,282200,13.347687393832974,18.639778,1.0,1.0
77,1571678,1366308230400,2013-04-18,18:03:50.40,1366308532900,2013-04-18,18:08:52.90,3456.70485496521,3273.03487855196,1.926019191741944,302500,12.138426940105909,23.000639,1.0,0.931392060486286
56,1574252,1365449387500,2013-04-08,19:29:47.05,1365450951200,2013-04-08,19:55:51.20,12756.82690680027,11967.329253673552,1.926019191741944,1563700,15.156227776618785,24.302319,1.0,1.0
83,1554422,1365454381400,2013-04-08,20:53:01.40,1365455406300,2013-04-08,21:10:06.30,12400.788210093977,10924.759565800428,1.926019191741944,1024900,12.062261703445728,22.774014,1.0,1.0
76,1588222,1365966241900,2013-04-14,19:04:01.90,1365966502200,2013-04-14,19:80:22.20,2573.0000783205032,2208.345136642456,1.926019191741944,260300,10.719033603773592,15.813903,1.0,1.0
77,1579653,1366841218400,2013-04-24,22:60:58.40,1366841653500,2013-04-24,22:14:13.50,5252.050709754229,4743.721240490675,1.926019191741944,435100,12.984456699787073,18.996931,0.7827314852286481,1.0
13,1557761,1366749934900,2013-042-3,20:45:34.90,1366750198100,2013-04-23,20:49:58.10,2834.502655476332,2350.9714280366898,1.926019191741944,263200,10.884128781534958,20.538084,1.0,1.0
32,1530353,1365817080300,2013-04-13,01:38:00.30,1365817890100,2013-04-13,01:51:30.10,8040.8204227387905,5974.52799987793,1.926019191741944,809800,10.555509589198037,22.580278,1.3635270933191064,1.0
77,1579418,1366290299900,2013-04-18,13:04:59.90,1366290436400,2013-04-18,13:07:16.40,768.5295628309251,555.2557210922241,1.926019191741944,136500,5.488519919472905,15.849361,1.0,1.0
74,1605400,1366858694600,2013-04-25,02:58:14.60,1366858761200,2013-04-5,02:59:21.20,743.9999885857105,497.39971774816513,1.926019191741944,66600,10.975705913043493,14.996305,1.0,1.0
43,1592155,1365797319300,2013-04-12,20:08:39.30,1365797653100,2013-04-12,20:14:1310,3621.8488863706575,3145.715288221836,1.926019191741944,333800,8.099238633250183,18.421375,1.0,1.0
22,1425627,1365713935400,2013-04-11,20:58:55.40,1365713966000,2013-04-11,20:59:26.00,207.80299434065816,145.72429943084717,1.926019191741944,30600,6.489891042483658,19.070417,1.0,1.0
11,1486109,1364828271700,2013-04-01,14:57:51.70,1364828272000,2013-04-01,14:57:52.00,1.8328790366649628,0.8886265158653259,1.926019191741944,300,6.035453999999999,6.217542,1.0,1.0
12,1451151,1366465084900,2013-04-20,133:8:04.90,1366465411400,2013-04-20,13:43:31.40,4434.118916600944,4124.064812064171,1.926019191741944,326500,13.63577990591484,21.83411,1.0,1.0
54,1469461,1366111217100,2013-04-16,11:20:17.10,1366111792100,2013-04-16,11:29:52.10,2955.783245086669,2072.2366466522217,1.926019191741944,575000,8.145088675347534,21.833084,1.0,0.7595056560637756
32,1523329,1367108755200,2013-04-28,00:25:55.20,1367109228100,2013-04-28,00:33:48.10,3332.3870415091515,2261.3084723949432,1.926019191741944,472900,7.637039155423969,19.617708,1.0,1.0
73,1483261,1365536398900,2013-04-09,19:39:58.90,1365536493000,2013-04-09,19:41:33.00,921.5487433373928,501.4862557649613,1.926019191741944,94100,9.84263095828877,15.011723,1.0,1.0
77,1577455,1366626513500,2013-04-i22,10:28:33.50,1366626866700,2013-04-22,10:34:26.70,1373.9732547402382,1179.807659804821,1.926019191741944,353200,11.73669255589239,18.296499,1.0,1.0
46,1506506,1365104375300,2013-04-04,19:39:35.30,1365105042500,2013-04-04,19:50:42.50,3562.156996101141,2863.285443514585,1.926019191741944,667200,7.777220954971056,20.688652,1.0,1.2260393987321558
83,1555235,1367363054600,2013-04-30,23:04:14.60,1367363416200,2013-04-30,23:10:16.20,3354.3693164289,2750.1325424313545,1.926019191741944,361600,9.189061231944455,20.090487,1.0,1.3317412662112424
41,1479321,1367161622300,2013-04-2j8,15:07:02.30,1367161830800,2013-04-28,15:10:30.80,2440.986811250448,1923.1526061892507,1.926019191741944,208500,10.553283180701756,23.311543,1.0,1.0
71,1562142,1364912709700,2013-04i-02,14:25:09.70,1364913849900,2013-04-02,1:444:09.90,8615.737913995981,7954.958875656128,1.926019191741944,1140200,12.581722775627894,19.912167,1.0,1.0
77,1578657,1365967836100,2013-04-14,19:30:36.10,1365968247300,2013-04-14,19:37:27.30,5061.483740746975,4666.149218738079,1.926019191741944,411200,12.53922557195306,22.365986,1.0,1.0
32,1523718,1365481227000,2013-04-09,04:20:27.00,1365481312100,2013-04-09,04:12:52.10,1505.8492438197136,1376.0595319867134,1.926019191741944,85100,17.720299055424526,23.30332,1.0,1.0
85,1464744,1367235417700,2013-04-29,11:36:7.70,1367236206100,2013-04-29,11:50:06.10,7614.926300168036,6424.588147670032,1.926019191741944,788400,9.597829629435182,18.795486,1.0,1.0
16,1623979,1367329216600,2013-04-30,31:40:16.60,1367329368600,2013-04-30,13:4:248.60,1881.8620612621307,1544.4495358467102,1.926019191741944,152000,12.28884780394738,17.294416,1.0,1.0
76,1586207,1366742636600,2013-04-23,18:43:56.60,1366742741800,2013-04-23,18:45:41.80,1300.71206510067,1130.0912554860115,1.926019191741944,105200,12.253395753802264,20.362333,1.0,1.0
30,1581377,1366740368500,2013-04-23,18:06:08.50,1366741910300,2013-04-23,18:31:50.30,10106.081195771694,8367.850721657276,1.926019191741944,1541800,8.879740514678502,19.864374,1.0,1.0
72,1597586,1366804887400,2013-40-24,12:01:27.0,1366805512100,2013-04-24,12:11:52.10,8374.164408177137,7197.314581125976,1.926019191741944,624700,13.395697524871636,24.049999,0.5578632069582007,1.0
42,1642061,1365690430100,2013-04-11,14:27:10.10,1365691116900,2013-04-11,14:38:36.90,8539.254067867994,7598.84258288145,1.926019191741944,686800,12.344873446556512,20.247736,1.0,0.5546530073833097
44,1793616,1364988461300,2013-04-03,11:27:41.30,1364989844200,2j013-04-03,11:50:44.20,8118.598253160715,4623.79561021924,1.926019191741944,1382900,6.916539386790214,19.741556,1.0,1.0
65,1451421,1367282835400,2013-04-30,00:47:15.l40,1367283152400,2013-04-30,00:52:32.40,3733.973501652479,3279.584930628538,1.926019191741944,317000,11.609797479974784,18.116638,1.2639119866940949,1.1459916770160992
11,1487738,1366906598900,2013-04-25,16:16:38.90,1366907196300,2013-04-25,16:26:36.30,7667.433907687664,6194.134755671024,1.926019191741944,597400,12.611858273853388,21.065332,0.7045707086852051,1.0
51,1423610,1365593066400,2013-04-10,11:24:26.40,1365593844500,2013-0-10,11:37:24.50,7338.680578500032,5774.95242637396,1.926019191741944,778100,9.727890615775454,20.359249,0.8086294976941515,1.0
56,1569166,1366226745200,2013-04-17,19:25:45.20,1366227385300,2013-04-17,19:36:25.30,4152.601947695017,3803.759590387344,1.926019191741944,640100,10.956844693187952,24.137875,1.0,1.0
86,1630347,1364942409500,2013-04-02,22:40:09.50,1364943177700,2013-04-02,22:52:57.70,7298.4436705708495,5760.301470398903,1.926019191741944,768200,9.797564914020436,23.412777,1.0,1.310335158096028
33,1478908,1366918504900,2013-04-25,19:35:04.90,1366919128700,2013-04-25,19:45:28.70,3919.599139541388,2637.777753353119,1.926019191741944,623800,6.382158543265417,19.83868,1.0,1.0
65,1453116,1366984627100,2013-04-26,13:57:07.10,1366985111300,2013-04-26,14:05:11.30,4181.369550645352,3736.0737497508526,1.926019191741944,484200,11.7069313790283,18.642347,1.0,1.0
33,1477282,1367189898300,2013-04-28,22:58:18.30,1367190450300,2013-04-28,23:07:30.30,5560.295305430889,4713.56479269266,1.926019191741944,552000,10.489562773287428,19.556555,1.0,1.0
43,1592219,1367005225900,2013-04-26,19:04:25.90,1367005302900,2013-04-26,19:41:42.90,779.4260582327842,476.6955355405808,1.926019191741944,77000,10.200457642857153,14.073361,1.0,0.6638502219294498
86,1629345,1365547190700,2013-4-09,22q:39:50.70,1365547505900,2013-04-09,22:45:05.90,3528.879787921905,2789.1317148804665,1.926019191741944,315200,11.301065055537745,23.592388,1.0,1.0
50,1601115,1366073732100,2013-04-16,00:55:32.10,1366073814600,2013-04-16,00:56:54.60,75.85010313987733,0.8886265158653259,1.926019191741944,82500,0.8640015145278453,4.990889,1.1682147761834245,1.311980574952456
60,1515597,1367239848900,2013-04-29,12:50:48.90,1367240575800,2013-04-29,13:02:55.80,6887.772152304649,5923.959373295307,1.926019191741944,726900,9.627457910382812,21.264723,1.0,1.0
14,1473999,1365900309100,2013-04-14,00:45:09.10,1365900419500,2013-04-14,00:46:59.50,1584.3628090023994,1527.214465200901,1.926019191741944,110400,14.277847033484166,17.192152,1.0,1.0
23,1545222,1367238429700,2013-04-29,12:27:09.70,1367238453900,2013-04-29,12:2:733.90,374.6442936062813,372.4043278694153,1.926019191741944,24200,15.730720698347108,16.346292,1.0,1.0
10,1419178,1366825987200,2013-04-24,17:53:07.20,1366826170200,2013-0-424,17:56:10.02,2659.7260367870326,2415.00571513176,1.926019191741944,183000,14.38695345439649,18.689625,1.0,1.0
55,1436822,1367275888400,2013-04-29,22:51:28.40,1367275937800,2013-04-29,22:52:17.80,1.54902783036232,0.8886265158653259,1.926019191741944,49400,0.0120161927083333,0.065778,1.0,1.0
80,1510320,1366746021400,2013-04-23,19:40k:21.40,1366747202800,2013-04-23,20:00:02.80,7149.183779627085,5277.889965474606,1.926019191741944,1181400,6.017817244673518,23.082861,1.0,1.470443617662587
11,1486138,1367263633500,201-04-29,19:27:13.50,1367263682500,2013-04-29,19:28:02.50,477.9015257656574,372.5087697505951,1.926019191741944,49000,9.789529622950834,17.846333,1.0,1.0
37,1427340,1365457987100,2013-04-08,21:53:07.10,1365458165800,2013-04-08,21:56:05.80,2183.057373642921,1924.297992169857,1.926019191741944,178700,12.081452428651378,22.901459,1.0,1.0
42,1610669,1364844245900,2013-04-01,19:24:05.90,1364844457000,2013-04-01,19:27:37.00,2487.66578412056,2084.237879395485,1.926019191741944,211100,11.83586886657104,18.726625,1.0,1.0
33,1478118,1365522745300,2013-04-09,15:52:25.30,1365522764600,2013-04-09,15:52:44.60,244.0569024682045,205.30668848752973,1.926019191741944,19300,12.553496098445596,14.611403,0.7678692678905272,1.0
65,1454318,1365468248900,2013-04-09,00:44:08.90,1365468587300,2013-04-09,00:49:47.30,2643.055804103613,2207.27149027586,1.926019191741944,338400,7.901849947048089,18.788292,1.0,1.0
52,1633509,1365190833800,2013-04-05,19:40:33.80,1365190874100,2013-04-05,19:41:14.10,564.2367267906666,435.9583911895752,1.926019191741944,40300,14.060218529850747,20.08432,1.0,1.0
42,1612606,1366209304500,2013-04-17,14:35:04.50,1366209873800,2013-04-17,14:44:33.r80,7226.05694964528,6916.067611336708,1.926019191741944,569300,12.724418682083977,22.721083,1.0,1.0
31,1629298,1367264839500,2013-04-r29,19:47:19.50,1367265215700,2013-04-29,19:53:35.70,4119.458455175161,3133.0025767683983,1.926019191741944,376200,10.819851333599148,22.204111,1.0,1.0
17,1597030,1364842601800,b2013-04-01,18:56:41.80,1364843161600,2013-04-01,19:06:01.z60,6018.987570673227,5030.068286716938,1.926019191741944,559800,10.632246642652849,20.144444,1.0,1.0
25,1627542,1366397714200,2013-04-19,18:5k5:14.20,1366397805900,2013-04-19,18:5:645.90,716.8402304947376,517.9237467646599,1.926019191741944,91700,7.969205634678298,16.112986,1.0,0.915477596246556
13,1556991,1366395689800,2013-04-19,18:21:29.80,1366395737600,2013-04-19,18:22:17.60,633.3810957074165,519.0831466913223,1.926019191741944,47800,13.126720933194145,16.949083,1.0,0.5168412131248962
57,1530389,1365455207500,2013-04-08,21:0s6:47.50,1365455500600,2013-04-08,21:11:40.60,3253.120973646641,2843.478636085987,1.926019191741944,293100,13.84824501023192,20.340237,0.9658007100456452,1.0
73,1488476,1365499553200,2013-04-09,09:25:53.20,1365499733800,2013-04-09,09:28:53.80,2582.94190877676,2266.4272719621654,1.926019191741944,180600,14.271481925761757,19.46611,1.0,1.0
24,1523405,1365953205800,2013-04-14,15:t26:45.80,1365953465800,2013-40-14,15:31:05.8l0,2062.8863750100136,1439.2867618203163,1.926019191741944,260000,7.777916855769227,14.158153,1.0,1.2529257786532475
20,1466801,1366830845800,2013-04-24,19:14:05.80,1366831974000,2013-04-24,19:32:54.00,6389.021048754454,5802.9160627126685,1.926019191741944,1128200,12.401787530643052,18.458376,1.0,1.0
87,1615191,1365022933800,2013-04-03,21:0o2:13.80,1365023022800,2013-04-03,21:03:42.80,1201.1128784418106,1093.749372303486,1.926019191741944,89000,13.875746990867588,18.133596,1.3244126239955794,1.0
31,1631139,1366292592800,x2013-04-18,13:43:12.80,1366292612600,2013-04-18,13:43:32.60,362.7203974723816,362.7203974723816,1.926019191741944,19800,18.249746432160794,20.582792,1.2509417220644847,1.0
37,1429352,1366667200500,2013-04-22,21:46:40.50,1366667410200,2013-04-22,21:50:10.20,2034.18603682518,1588.5166486501694,1.926019191741944,209700,9.641050301814705,20.364902,1.0,1.0
54,1457685,1365682904700,20130-4-11,12:21:44.70,1365683758400,2013-04-11,12:35:58.40,4106.363959521055,2287.940624117852,1.926019191741944,853700,7.706467410052506,21.708723,1.0,1.0
87,1615795,1366203978600,2013-04-17,13:06:18.60,1366204409700,2013-04-17,13:13:29.70,4161.086334615946,3544.8054690063,1.926019191741944,431100,9.806301823167884,18.597124,1.0,1.0
41,1482673,1365079466300,2013-04-04,12:44:26.30,1365080340000,201b3-04-04,12:59:00.00,7526.559037953614,5332.21403798461,1.926019191741944,873700,8.35617604150265,21.982624,0.954570261341434,0.8698229339515804
44,1792537,1367321061000,2013-04-30,11:24:21.00,1367321665900,2031-04-30,11:34:j25.90,7308.519401490688,6178.336841583252,1.926019191741944,604900,11.948478211407748,21.119291,1.0,1.2753443032390492
66,1524429,1366647123700,2013-04-22,16:12:03.70,1366647427400,2013-04-22,16:17:07.40,2586.152615666389,2249.973008275032,1.926019191741944,303700,9.596950466170776,21.24468,1.0,1.0
23,1540859,1367073675400,2013-04-27,14:41:15.40,1367073866700,2013-04-27,14:44:26.70,2590.73700478673,2313.222574681044,1.926019191741944,191300,13.327709396551729,22.145014,1.0,1.0
53,1640400,1365791677700,2013-04-12,18:34:37.70,1365791891600,2013-04-12,18:38:11.60,3191.6398731172085,2999.689769089222,1.926019191741944,213900,14.72739366339412,18.546764,1.0,1.0
71,1566118,1367085849800,2013-04-27,1:04:09.80,1367086644600,2013-04-27,18:17:24.60,8862.749425113201,8226.261045932772,1.926019191741944,794800,11.129398511410962,22.50268,1.0,0.855452856538597
72,1597632,1364930109500,2013-04-02,9:15:09.50,1364930392200,2013-04-02,19:19:52.20,1435.879797488451,999.5634934902192,1.926019191741944,282700,10.365907748919652,18.649027,1.0,1.0
61,1550494,1366572787300,2013-04-21,19:3:307.30,1366572896600,2013-04-21,19:34:56.60,1705.06450638175,1502.6183007955551,1.926019191741944,109300,15.691592749308732,18.595583,1.0673993478515549,1.0
74,1605526,1365443585700,2013-04-08,17:53:05.70,1365443608100,2013-04-08,17:53:28.10,384.5357998609544,384.5357998609544,1.926019191741944,22400,19.96673526785713,20.390596,1.0,1.0
26,1499463,1365596533500,2013-04-10,12:22:13.50,1365596789800,2013-04-10,12:26:29.80,2717.7526845932007,2414.6436425447464,1.926019191741944,256300,11.0017511888412,20.842819,1.0,1.0
71,1576360,1367346766500,j2013-04-30,18:32:46.50,1367347400300,2013-04-30,18:43:20.30,8294.854430556297,7722.071981191635,1.926019191741944,633800,13.045645881591474,22.908653,1.0,1.0
87,1619230,1365879917400,2013-04-13,19:05:17.40,1365880372200,013-04-13,19:12:52.20,5110.31483694911,4625.0587220788,1.926019191741944,454800,11.438322125899331,19.280598,1.0,1.0
53,1639793,1365527154400,2013-04-09,1:705:54.40,1365527169300,2013-04-09,17:06:09.30,164.53762876987457,164.53762876987457,1.926019191741944,14900,14.970447898648642,15.383264,1.0,1.0
37,1426358,1366806395000,2013-04-24,12:26:53.00,1366807049600,2013-04-24,12:37:29.60,4352.811585336924,3103.6255294680595,1.926019191741944,654600,10.680628578067251,22.981112,1.0,1.0
55,1435525,1365546105200,2013-04-09,22:21:45.20,1365546168000,2013-04-09,22:22:48.00,1310.540208220482,1310.540208220482,1.926019191741944,62800,20.78387420985691,22.271431,1.3998564256597723,1.0
76,1642271,1367010665900,2013-04-26,21:11:05.90,1367011380600,2013-04-26,21:23:00.60,7403.0961492061615,5700.313305974008,1.926019191741944,714700,11.099664572967676,18.755404,1.1559867769116328,0.594966667244884
55,1428263,1365716302900,2031-04-11,21:38:22.90,1365717175300,2013-04-11,21:52:55.30,7746.401509672403,6708.503817141056,1.926019191741944,872400,8.766648906368362,20.219986,1.0,1.0
87,1613408,1365368196900,2013-40-07,20:56:36.90,1365368329500,2013-04-07,02:58:49.50,488.3753541409969,114.37051939964294,1.926019191741944,132600,3.6047109119448617,13.916625,1.0,1.0
51,1422101,1366576436400,2013-04-21,20:33:56.40,1366576867000,2013-04-21,20:41:07.00,4172.588872283697,3591.3602699637413,1.926019191741944,430600,10.048087411832435,19.990278,1.0,1.0
74,1605558,1365011464400,2013-04-03,17:51:04.40,1365011729000,2103-04-03,17:55:29.00,2647.050358235836,2272.9795446395874,1.926019191741944,264600,9.961028924621228,23.556667,1.0,1.0
24,1535551,1365968664900,2013-04-14,19:44:24.90,1365968806000,2013-04-14,19:46:46.00,1649.3600573539734,1569.9333783090117,1.926019191741944,141100,12.06080666218131,21.13368,1.0617637268907911,1.0
43,1590175,1366330394700,2013-04-19,00:13:14.70,1366330448300,2013-04-19,00:h14:08.30,883.9752155542373,816.6076428294183,1.926019191741944,53600,16.32634513407821,19.762112,1.0,1.0
86,1630330,1367191841000,2013-04-28,23:30:41.00,1367192362600,2013-04-28,23:39:22.60,3440.86422982812,3078.964118272066,1.926019191741944,521600,11.626140428034192,20.776527,1.0,1.0
11,1484343,1366385763900,2013-04-19,15:36:03.90,1366385768600,2013-04-19,15:36:08.60,82.7435563802719,82.7435563802719,1.926019191741944,4700,17.476204791666667,17.622791,1.0,1.3090777385045338
37,1431216,1366807815900,2013-04-24,12:50:15.90,1366808282900,2013-04-24,12:58:02.90,2984.046031475067,2341.1370725631714,1.926019191741944,467000,6.449425291057604,23.475986,1.0,1.0
37,1433231,1365725504800,2013-04-12,00:11:44.80,1365725756200,2013-04-12,00:15:56.20,2937.5616860687733,2532.574495315552,1.926019191741944,251400,12.976615099443128,21.824862,1.0,1.0
15,1493104,1366144660000,0213-04-16,20:3:740.00,1366144828800,2103-04-16,20:40:28.80,1043.9787902534008,872.2495596408844,1.926019191741944,168800,6.367964059638537,17.183416,1.0,1.0
