year,state,county,hai,operative_procedure,facility_id,facility_name,hospital_category_risk_adjustment,facility_type,procedure_count,infections_reported,infections_predicted
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000077.0,Palmdale Regional Medical Center,Acute Care Hospital,Major Teaching,11,0,0.04
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",1339,2,6.91
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",46,0,0.12
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",12,0,0.22
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cardiac surgery,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",18,0,0.06
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",349,0,0.45
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",64,0,1.41
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",43,0,0.24
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",129,0,0.51
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",83,0,0.28
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gastric surgery,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",12,0,0.16
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",45,0,0.19
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, abdominal",930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",71,0,0.42
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, vaginal",930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",4,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Kidney surgery,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",15,0,0.05
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Knee prosthesis,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",87,0,0.37
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",60,0,0.19
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",59,2,0.32
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Ovarian surgery,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",77,0,0.05
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Pacemaker surgery,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",20,0,0.17
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",61,0,1.18
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",44,0,0.41
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Spleen surgery,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",7,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000081.0,Providence Little Company of Mary Medical Center Torrance,Acute Care Hospital,"Community, >250 Beds",32,0,0.07
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000085.0,Los Angeles Community Hospital,Acute Care Hospital,"Community, <125 Beds",79,0,0.24
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000085.0,Los Angeles Community Hospital,Acute Care Hospital,"Community, <125 Beds",11,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000085.0,Los Angeles Community Hospital,Acute Care Hospital,"Community, <125 Beds",9,0,0.05
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000085.0,Los Angeles Community Hospital,Acute Care Hospital,"Community, <125 Beds",41,0,0.06
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000085.0,Los Angeles Community Hospital,Acute Care Hospital,"Community, <125 Beds",18,0,0.11
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1026,9,4.98
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",41,0,0.11
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",9,1,0.07
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cardiac surgery,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",12,0,0.04
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",297,0,0.23
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",67,2,1.5
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",23,0,0.12
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",74,0,0.41
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",87,0,0.31
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gastric surgery,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",65,2,0.37
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, abdominal",930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",43,0,0.26
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, vaginal",930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Kidney surgery,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",14,0,0.05
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Knee prosthesis,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",64,2,0.26
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",29,1,0.1
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",24,0,0.12
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Ovarian surgery,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",39,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Pacemaker surgery,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",37,0,0.06
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",15,0,0.13
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",23,1,0.45
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",48,0,0.32
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Spleen surgery,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000091.0,Providence Cedars-Sinai Tarzana Medical Center,Acute Care Hospital,"Community, 125-250 Beds",7,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000092.0,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",136,1,0.59
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000092.0,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",13,0,0.04
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",930000092.0,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",1,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000092.0,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",58,0,0.05
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000092.0,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",5,0,0.1
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000092.0,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",10,1,0.04
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000092.0,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",9,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gastric surgery,930000092.0,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",3,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000092.0,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",2,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000092.0,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",23,0,0.17
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Ovarian surgery,930000092.0,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",4,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Pacemaker surgery,930000092.0,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000092.0,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",5,0,0.1
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000092.0,Memorial Hospital of Gardena,Acute Care Hospital,"Community, <125 Beds",2,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",753,2,2.19
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",45,0,0.08
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",2,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cardiac surgery,930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",9,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",294,1,0.16
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",22,0,0.44
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",18,1,0.07
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",14,0,0.06
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",64,0,0.37
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gastric surgery,930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",10,0,0.09
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",68,0,0.28
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, abdominal",930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",9,0,0.06
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, vaginal",930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",10,0,0.04
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Knee prosthesis,930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",67,0,0.16
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",16,0,0.05
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",10,0,0.05
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Ovarian surgery,930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",10,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Pacemaker surgery,930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",54,0,0.08
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",2,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",4,0,0.08
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",8,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000093.0,Glendale Memorial Hospital and Health Center,Acute Care Hospital,"Community, >250 Beds",17,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,1743,17,13.57
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,81,0,0.21
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,29,2,0.83
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cardiac surgery,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,85,0,0.53
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,103,3,2.4
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,49,0,0.44
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,68,1,0.5
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,156,1,0.67
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gastric surgery,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,33,1,0.37
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,134,1,1.09
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, abdominal",930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,93,1,0.77
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, vaginal",930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,13,1,0.1
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Kidney surgery,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,5,0,0.02
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Knee prosthesis,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,138,1,0.82
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,67,2,0.23
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,148,0,1.06
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Ovarian surgery,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,68,0,0.04
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Pacemaker surgery,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,74,0,0.13
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,31,1,0.27
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,65,1,1.25
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,197,1,1.39
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Spleen surgery,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,9,0,0.05
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000095.0,MemorialCare Long Beach Medical Center,Acute Care Hospital,Major Teaching,94,0,0.41
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",1744,12,8.57
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",65,0,0.15
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",19,0,0.19
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cardiac surgery,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",8,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",214,0,0.19
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",78,2,1.52
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",18,0,0.11
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",1,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",217,0,0.67
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",102,0,0.42
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gastric surgery,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",97,0,0.52
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",101,1,0.67
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, abdominal",930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",135,2,0.76
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Hysterectomy, vaginal",930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",16,1,0.07
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Kidney surgery,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",2,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Knee prosthesis,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",110,0,0.46
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Laminectomy,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",79,0,0.24
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Open reduction of fracture,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",82,1,0.48
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Ovarian surgery,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",148,0,0.09
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Pacemaker surgery,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",59,2,0.09
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Rectal surgery,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",11,0,0.08
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Small bowel surgery,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",65,0,1.26
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Spinal fusion,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",72,3,0.43
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Spleen surgery,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",3,0,0.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Thoracic surgery,930000096.0,Methodist Hospital of Southern California,Acute Care Hospital,"Community, >250 Beds",42,0,0.08
2020H1,California,Los Angeles,Surgical Site Infections (SSI),All procedures,930000099.0,"PIH Health Hospital, Whittier",Acute Care Hospital,"Community, >250 Beds",1642,5,10.03
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Appendix surgery,930000099.0,"PIH Health Hospital, Whittier",Acute Care Hospital,"Community, >250 Beds",78,0,0.52
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",930000099.0,"PIH Health Hospital, Whittier",Acute Care Hospital,"Community, >250 Beds",41,0,0.34
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cardiac surgery,930000099.0,"PIH Health Hospital, Whittier",Acute Care Hospital,"Community, >250 Beds",52,1,0.19
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Cesarean section,930000099.0,"PIH Health Hospital, Whittier",Acute Care Hospital,"Community, >250 Beds",180,0,0.3
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Colon surgery,930000099.0,"PIH Health Hospital, Whittier",Acute Care Hospital,"Community, >250 Beds",75,1,1.51
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",930000099.0,"PIH Health Hospital, Whittier",Acute Care Hospital,"Community, >250 Beds",46,0,0.5
2020H1,California,Los Angeles,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",930000099.0,"PIH Health Hospital, Whittier",Acute Care Hospital,"Community, >250 Beds",1,0,0.01
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),930000099.0,"PIH Health Hospital, Whittier",Acute Care Hospital,"Community, >250 Beds",113,0,0.55
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gallbladder surgery,930000099.0,"PIH Health Hospital, Whittier",Acute Care Hospital,"Community, >250 Beds",156,0,0.68
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Gastric surgery,930000099.0,"PIH Health Hospital, Whittier",Acute Care Hospital,"Community, >250 Beds",39,0,0.15
2020H1,California,Los Angeles,Surgical Site Infections (SSI),Hip prosthesis,930000099.0,"PIH Health Hospital, Whittier",Acute Care Hospital,"Community, >250 Beds",99,1,0.76
