OBJECTID,CYCLE,ASSESSMENT_UNIT_ID,ASSESSMENT_UNIT_NAME,LOCATION_DESCRIPTION,WATER_TYPE_NAME,WATER_SIZE,UNITS,CLASS_ID,USE_CLASS_NAME,LIS_BASIN,LIS_ZONE,ISLAND,BEACH,Segment_ID,CT2022_AQL_USE_NAME,CT2022_AQL_USE_ATTAINMENT,CT2022_REC_USE_NAME,CT2022_REC_USE_ATTAINMENT,CT2022_FISHCON_USE_NAME,CT2022_FISHCON_USE_ATTAINMENT,CT2022_SHLFSH_USE_NAME,CT2022_SHLFSH_USE_ATTAINMENT,Impaired,SHAPE_Length,SHAPE_Area
134,2022,CT-C2_023,"LIS CB Shore - Walnut Beach, Milford","See Map for Boundaries.  Central portion of LIS from SA/SB WQ line at Milford Point to SA/SB WQ line at Silver Sands State Park Beach area (includes Walnut Beach, all SA, Housatonic River mouth to The Gulf), out approximately 1000 ft offshore, Milford.",ESTUARY,0.577,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Shore,False,True,CT-C2_023,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,34758.0261511459,16085441.7086971
135,2022,CT-W2_022,"LIS WB Shore - Cos Cob Harbor, Greenwich","See Map for Boundaries.  Western portion of LIS from Tweed Island to Todd Point (includes Horse Island, Goose Island, Cos Cob Cove) out approximately 1000 ft offshore, Greenwich.",ESTUARY,0.704,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,True,False,CT-W2_022,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,51878.610272398,19617399.8734771
136,2022,CT-E2_007,"LIS EB Shore - Outer Mumford Cove, Groton","See Map for Boundaries.  Eastern portion of LIS from Mumford Point to eastern most tip of Groton Long Point (includes outer Mumford cove and all of Venetian Harbor), out approximately 1000 ft offshore.",ESTUARY,0.555,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Shore,False,False,CT-E2_007,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,42387.1175579381,15466669.715972
137,2022,CT-C2_014-SB,"LIS CB Shore - Branford Harbor, Branford","See Map for Boundaries.  Central portion of LIS from Johnson Point to Clam Island area (includes Branford Point Beach, Lovers Island, Indian Neck Point, Linden Point), out approximately 1000 ft offshore, Branford.",ESTUARY,0.648,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Central,Shore,True,True,CT-C2_014-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Fully Supporting,No,39633.5932930351,18071382.6259057
138,2022,CT-E2_014,"LIS EB Shore - Niantic Bay (West), East Lyme","See Map for Boundaries.  Eastern portion of LIS from Pond Point to Smith Avenue at junction with Route 156, out approximately 1000 ft offshore.  Waters adjacent to Millstone Power Plant.",ESTUARY,0.302,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Shore,False,True,CT-E2_014,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,19211.1902304137,8425765.35875651
139,2022,CT-E2_019-SB,"LIS EB Shore - CT River Mouth (East), Old Lyme","See Map for Boundaries.  Eastern portion of LIS from Griswold Point to SB/SA water quality boundary at Hawks Nest Beach area (Includes White Sands Beach), out approximately 1000 ft offshore. (SB water)",ESTUARY,0.423,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Eastern,Shore,False,True,CT-E2_019-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Not Assessed,No,25957.4308062695,11805198.7569257
140,2022,CT-W3_004,"LIS WB Midshore - Shoal Point, Fairfield","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Shoal Point and outer Black Rock Harbor area), out to 50 ft contour, Fairfield.",ESTUARY,4.155,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Midshore,False,False,CT-W3_004,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,47630.0906239215,115825404.328531
141,2022,CT-W3_005,"LIS WB Midshore - Southport Harbor, Fairfield","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Frost Point to Pine creek Point area), out to 50 ft contour, Fairfield.",ESTUARY,5.275,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Midshore,False,False,CT-W3_005,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,49068.2849829861,147055583.904747
142,2022,CT-W2_020,"LIS WB Shore - Stamford Harbor (West), Greenwich","See Map for Boundaries.  Western portion of LIS from Greenwich Point to Peck Point (includes Greenwich Point Beach, western potion of Stamford Harbor) out approximately 1000 ft offshore, Greenwich.",ESTUARY,0.54,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,False,True,CT-W2_020,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,41204.5776274016,15057898.790391
143,2022,CT-W1_016-SB,"LIS WB Inner - Holly Pond, Stamford","See Map for Boundaries.  Western portion of LIS, Inner Estuary, from Holly Pond outlet at Brush Island (flows into Cove Harbor), US to saltwater limit at Route 1 crossing (just DS of I95 crossing), Stamford/Darien.",ESTUARY,0.31,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Western,Inner Estuary,True,False,CT-W1_016-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Fully Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Not Supporting,Yes,24183.8112001606,8636172.14401663
144,2022,CT-C3_008,LIS CB Midshore - Branford,"See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (Haycock Point to Smith Island), out to 50 ft contour, Branford.",ESTUARY,8.379,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Midshore,False,False,CT-C3_008,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Fully Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Fully Supporting,No,74542.1105805723,233581056.629101
145,2022,CT-W3_002,"LIS WB Midshore - Bridgeport Hbr, East, Bridgeport","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Inner Bridgeport Harbor, Lewis Gut, Pleasure Beach area), out to 50 ft contour, Bridgeport.",ESTUARY,8.083,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Midshore,False,False,CT-W3_002,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,64536.0880007159,225347723.977011
146,2022,CT-W2_007,"LIS WB Shore - Southport Harbor (West), Fairfield","See Map for Boundaries.  Western portion of LIS from Beachside Lane area to inner Southport Harbor outlet area (includes Southport Beach, Sasco Brook outlet) out approximately 1000 ft offshore, Fairfield.",ESTUARY,0.188,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,False,True,CT-W2_007,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,13135.9202597682,5232367.32101178
147,2022,CT-W2_015,"LIS WB Shore - Fivemile River Estuary, Darien","See Map for Boundaries.  Western portion of LIS from Fish Islands to Norton Point (includes Bell Island Beach, Fish Islands, Contentment Island, Butlers Island, Fivemile River mouth, Roton Point) out approximately 1000 ft offshore, Darien.",ESTUARY,0.342,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,True,True,CT-W2_015,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,28735.9965860973,9541387.1097162
148,2022,CT-W2_002,"LIS WB Shore - Long Beach, Stratford","See Map for Boundaries.  Western portion of LIS from SA/SB WQ line at Pleasure Beach to Point No Point area (includes Long Beach (Proper), SB water is Bridgeport Harbor) out approximately 1000 ft offshore, Stratford.",ESTUARY,0.458,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,False,True,CT-W2_002,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,28274.5769365464,12763318.7768585
149,2022,CT-W2_001,"LIS WB Shore - Lordship, Stratford","See Map for Boundaries.  Western portion of LIS from Point No Point area to SA/SB WQ line at Stratford Point (includes Long Beach (Marnick's), SB water is at mouth of Housatonic River) out approximately 1000 ft offshore, Stratford.",ESTUARY,0.409,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,False,True,CT-W2_001,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,24865.6685676807,11399688.1549483
150,2022,CT-C2_021,"LIS CB Shore - Bayview, Milford","See Map for Boundaries.  Central portion of LIS from SA/SB water quality line at Welches Point to SA/SB water quality line at Pond Point area (includes only SA water between New Haven Harbor and Gulf), out approximately 1000 ft offshore, Milford.",ESTUARY,0.331,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Shore,False,False,CT-C2_021,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Fully Supporting,No,21119.7716114179,9233692.73149634
151,2022,CT-E3_009-SB,"LIS EB Midshore - Old Saybrook, CT River","See Map for Boundaries.  Eastern portion of LIS from SB/SA water quality boundary, Lynde Point in CT river mouth Old Saybrook, to approximately 1000 ft offshore East of White Sands Beach, Old Lyme (Mouth of Connecticut River).",ESTUARY,2.89,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Eastern,Midshore,False,False,CT-E3_009-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Fully Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Not Assessed,No,40344.9720344878,80565918.5522197
152,2022,CT-C2_001,"LIS CB Shore - Westbrook Harbor (East), Westbrook","See Map for Boundaries.  Central portion of LIS from Fiske Lane to Old Saltworks Road (includes Middle Beach), out approximately 1000 ft offshore, Westbrook.",ESTUARY,0.244,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Shore,False,True,CT-C2_001,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,17052.081222719,6789121.2939572
153,2022,CT-C3_002,"LIS CB Midshore - Duck Island area, Clinton","See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (Clinton Beach, includes Duck Island and Menunketesuck Island areas), out to 50 ft contour, Clinton.",ESTUARY,3.619,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Midshore,True,False,CT-C3_002,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Fully Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,62265.2461081424,100894596.084832
154,2022,CT-C2_007,"LIS CB Shore - Madison Beaches (West), Madison","See Map for Boundaries.  Central portion of LIS from Hogshead Point to West Warf area (includes Surf Club Beach, Chipman Point), out approximately 1000 ft offshore, Madison.",ESTUARY,0.482,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Shore,False,True,CT-C2_007,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,29157.8031399161,13432502.855896
155,2022,CT-C3_004,"LIS CB Midshore - Hammonasset Beach area, Madison","See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (Madison Beaches, inlcuding area nearshore Hammonasset Beach State Park), out to 50 ft contour, Madison.",ESTUARY,5.554,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Midshore,False,False,CT-C3_004,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Fully Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,51678.9367296096,154829705.902273
156,2022,CT-C2_015-SB,"LIS CB Shore - Pages Cove, Branford","See Map for Boundaries.  Central portion of LIS from Mansfield Point to Johnson Point area (includes Clark Avenue Beach, Farm River Gut, Kelsey Island, Gull Rocks), out approximately 1000 ft offshore, Branford.",ESTUARY,0.731,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Central,Shore,True,True,CT-C2_015-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Fully Supporting,Yes,53869.8827086084,20383623.9586602
157,2022,CT-C3_012-SB,"LIS CB Midshore - Outer Branford Harbor, Branford","See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (East Haven Town Beach to Clam Island), out to extent of SB water at SA/SB water quality line for outer Branford Harbor, Branford.",ESTUARY,3.83,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Central,Midshore,True,False,CT-C3_012-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Fully Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Fully Supporting,No,51369.0710330299,106761879.51375
158,2022,CT-E1_032,"LIS EB Inner - Oyster River Area, Old Saybrook","See Map for Boundaries.  Eastern portion of LIS, Inner Estuary, Oyster River, Plum Bank Creek, and Back River from mouths on Indian Harbor, US to saltwater limits (Oyster River is to RR crossing above Route 1), Old Saybrook.",ESTUARY,0.098,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Inner Estuary,False,False,CT-E1_032,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,60412.0746499596,2736394.59462016
159,2022,CT-C1_001,LIS CB Inner - Patchogue And Menunketesuck Rivers,"See Map for Boundaries.  Central portion of LIS, Inner Estuary, Patchogue and Menunketesuck Rivers from mouths at Grove Beach Point, US to saltwater limits just above I95 crossing, and at I95 crossing respectively, Westbrook.",ESTUARY,0.182,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Inner Estuary,False,False,CT-C1_001,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,88922.0596383363,5060668.84379386
160,2022,CT-W3_012,"LIS WB Midshore - Outer Stamford Harbor, Greenwich","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Greenwich Point to Shippan Point area), out to 50 ft contour, Greenwich/Stamford.",ESTUARY,2.101,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Midshore,False,False,CT-W3_012,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Insufficient Information,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,32734.2928845522,58581899.7000808
161,2022,CT-W3_011,"LIS WB Midshore - Outer Westcott Cove, Stamford","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Shippan Point to Greenway Island, outer Westcott Cove, Cove Harbor, Darien Cove, Scott Cove areas), out to 50 ft contour, Stamford.",ESTUARY,2.404,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Midshore,False,False,CT-W3_011,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,43044.6330024422,67015564.9382567
162,2022,CT-W2_019,"LIS WB Shore - Stamford Harbor, Stamford","See Map for Boundaries.  Western portion of LIS from Peck Point to near intersection of Hobson Street and Sea Beach Drive (includes Flathead Rocks, Davenport Point, Shippan Point, outer Stamford Harbor) out approximately 1000 ft offshore, Stamford.",ESTUARY,0.524,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,False,False,CT-W2_019,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Fully Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,31564.1899311003,14610225.5738029
163,2022,CT-W1_012-SB,"LIS WB Inner - Norwalk Harbor, Norwalk","See Map for Boundaries.  Western portion of LIS, Inner Estuary, from SA/SB water quality line at mouth of Norwalk Harbor (Calf Pasture Point), US to saltwater limit at Wall Street Crossing (EXCLUDES eastern cove of Marvin Beach), Norwalk.",ESTUARY,0.942,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Western,Inner Estuary,True,False,CT-W1_012-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Supporting,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Not Supporting,Yes,70932.9240956982,26257497.2739537
164,2022,CT-W1_013-SB,"LIS WB Inner - Norwalk Hrbr (MarvinBeach), Norwalk","See Map for Boundaries.  Western portion of LIS, Inner Estuary, eastern embayment of Norwalk Harbor, from Gregory Point to Fitch Point into shore (includes Marvin Beach), Norwalk.",ESTUARY,0.044,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Western,Inner Estuary,False,True,CT-W1_013-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Supporting,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Fully Supporting,Yes,6714.80010757164,1224385.0279087
165,2022,CT-E2_004,"LIS EB Shore - Wilcox Cove (Mason Is.), Stonington","See Map for Boundaries.  Eastern portion of LIS from tip of Mason Island to Mouth of inner Quiambaug Cove, out approximately 1000 ft offshore.",ESTUARY,0.694,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Shore,True,False,CT-E2_004,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,54533.486725476,19353840.7740419
166,2022,CT-E3_003,"LIS EB Midshore - Groton, Mystic River","See Map for Boundaries.  Eastern portion of LIS from approximately 1000 ft offshore, Groton Long Point to Enders Island, out to CT/NY State line.",ESTUARY,2.853,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Eastern,Midshore,True,False,CT-E3_003,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,51645.453069475,79549861.8470054
167,2022,CT-W3_001,"LIS WB Midshore - Lordship, Stratford","See Map for Boundaries.  Western portion of LIS from approximately 1000 ft offshore (Point No Point, Lordship), out to 50 ft contour, Stratford. Odd shape due to 50 ft contour.",ESTUARY,7.916,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Midshore,False,False,CT-W3_001,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,65137.7927317268,220692894.477064
168,2022,CT-C3_011,LIS CB Midshore - East Haven,"See Map for Boundaries.  Central portion of LIS, SA water from SA/SB water boundary along outer New Haven and Branford Harbors out to 50 ft contour, East Haven.",ESTUARY,8.152,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Midshore,False,False,CT-C3_011,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,102225.020796068,227275019.495257
169,2022,CT-C3_006,"LIS CB Midshore - Outer Guilford Harbor, Guilford","See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (Guilford Harbor), out to 50 ft contour, Guilford.",ESTUARY,8.364,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Midshore,True,False,CT-C3_006,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Fully Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,71762.5629232049,233185039.502516
170,2022,CT-C3_005,LIS CB Midshore - Madison,"See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (Hogshead Point), out to 50 ft contour, Madison.",ESTUARY,8.348,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Midshore,False,False,CT-C3_005,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Fully Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,68312.6893275045,232716733.104572
171,2022,CT-E3_005-SB,"LIS EB Midshore - Waterford, Thames River","See Map for Boundaries.  Eastern portion of LIS from SB/SA water quality boundary, approximately 1000 ft offshore of Magonk Point, Waterford to BushyPoint, Groton, out to SB/SA water quality boundary (Thames River mouth).",ESTUARY,5.256,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Eastern,Midshore,False,False,CT-E3_005-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Fully Supporting,Yes,76086.9683476362,146533706.576228
172,2022,CT-C3_015-SB,"LIS CB Midshore - New Haven Harbor, New Haven","See Map for Boundaries.  Central portion of LIS from approximately 1000 ft offshore (West Shore to Morgan Point), from Sandy Point out to segments CT-C3_013/014, outer New Haven Harbor, West Haven/New Haven.",ESTUARY,4.561,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Central,Midshore,False,False,CT-C3_015-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Fully Supporting,Yes,58465.9078673902,127144098.594887
173,2022,CT-W3_014,"LIS WB Midshore - Outer Captain Harbor, Greenwich","See Map for Boundaries.  Western portion of LIS from Connecticut New York state line just beyond Great Captain Island to east of Wee Captain Island, out to 50 ft contour, Greenwich.",ESTUARY,2.007,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Midshore,False,False,CT-W3_014,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Fully Supporting,Yes,31574.7271153362,55938224.128471
174,2022,CT-E1_014-SB,"LIS EB Inner - Thames River (Mouth), New London","See Map for Boundaries.  Eastern portion of LIS, Inner Estuary, mouth of Thames River from Eastern Point (North of Avery Point), US to I95 crossing (Includes Inner New London Harbor), Groton.",ESTUARY,1.994,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Eastern,Inner Estuary,True,True,CT-E1_014-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Commercial Shellfish Harvesting Where Authorized,Not Supporting,Yes,77299.9908392665,55590146.2484415
175,2022,CT-E1_031-SB,"LIS EB Inner - Connecticut River (upper), Chester","See Map for Boundaries.  Eastern portion of LIS, Inner Estuary, Connecticut River from area just above Brockway Island, US to saltwater limit just above Chapman Pond inlet (adjacent to Gillette Castle State Park), East Haddam.",ESTUARY,2.13,Square Miles,52,COASTAL AND MARINE SURFACE WATERS CLASS SB,Eastern,Inner Estuary,True,False,CT-E1_031-SB,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Not Assessed,Fish Consumption,Not Supporting,Shellfish Use Not Viable,Not Evaluated,Yes,199013.731953061,59371835.9432631
176,2022,CT-W3_007,"LIS WB Midshore - Offshore Norwalk Islands,Norwalk","See Map for Boundaries.  Western portion of LIS from line just beyond cluster of Norwalk Islands (Sheffield Island to Cockenoe Island area), out to 50 ft contour, Norwalk.",ESTUARY,5.663,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Midshore,False,False,CT-W3_007,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Fully Supporting,Yes,72857.8609507924,157887389.461176
177,2022,CT-C2_010,"LIS CB Shore - Joshua Cove & Island Bay, Guilford","See Map for Boundaries.  Central portion of LIS from Clark Point to Sachem Head area (includes Horse and Foskett Islands), out approximately 1000 ft offshore, Guilford.",ESTUARY,0.738,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Central,Shore,True,False,CT-C2_010,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Assessed,Recreation,Not Assessed,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,46255.5490125715,20560688.9057505
178,2022,CT-W2_012,"LIS WB Shore - Outer Norwalk Harbor(East), Norwalk","See Map for Boundaries.  Western portion of LIS from midpoint of outer Norwalk Harbor to just west of Canfield Island area (includes Calf Pasture Beach, Shady Beach, Calf Pasture Point) out approximately 1000 ft offshore, Norwalk.",ESTUARY,0.258,Square Miles,51,COASTAL AND MARINE SURFACE WATERS CLASS SA,Western,Shore,False,True,CT-W2_012,"Habitat for Marine Fish, Other Aquatic Life and Wildlife",Not Supporting,Recreation,Fully Supporting,Fish Consumption,Insufficient Information,Shellfish Harvesting for Direct Consumption Where Authorized,Not Supporting,Yes,16017.9391514844,7185558.58465889
