2661.county,Coreyll ,Coryell 
31.statecounty,AL_Baldwni,AL_Baldwin
3222.statecounty,Y_Johnson,WY_Johnson
1475.statevalue,McO,MO
2933.countytwo,vEssex ,Essex 
1961.countytwo,Oetro ,Otero 
1489.statecounty,MvO_Pike,MO_Pike
2471.county,Douglvas ,Douglas 
1201.county,Baltimoer city,Baltimore city
2585.fipstwo,47137,f47137
3047.fipstwo,53001,f53001
98.countytwo,Asheley ,Ashley 
225.statecounty,wCA_Sacramento,CA_Sacramento
2276.countytwo,Dauphi n,Dauphin 
2585.statevalue,lTN,TN
1402.fipstwo,f27136,f27163
1765.county,Adamse ,Adams 
252.statecounty,CO_Aarpahoe,CO_Arapahoe
1770.statevalue,NfD,ND
1693.county,Davidsno ,Davidson 
687.statecounty,ID_Lewsi,ID_Lewis
662.statecounty,vID_Bingham,ID_Bingham
2267.statecounty,P_Carbon,PA_Carbon
477.county,Lamr ,Lamar 
2906.statecounty,VA_eBdford,VA_Bedford
173.statecounty,xAS_Manu'a District,AS_Manu'a District
1637.statevalue,lMT,MT
62.statecounty,A_Hale,AL_Hale
2219.statevalue,OfR,OR
887.statevalue,IpN,IN
2028.countytwo,rleans ,Orleans 
285.statevalue,CoO,CO
488.statevalue,A,GA
2970.statevalue,A,VA
2178.fipstwo,f40l073,f40073
722.statevalue,L,IL
710.statevalue,L,IL
2746.statecounty,X_King,TX_King
1729.county,New Hannover ,New Hanover 
1685.fipstwo,f73041,f37041
1391.statevalue,mMN,MN
3205.countytwo,yler ,Tyler 
430.statevalue,AG,GA
433.statecounty,qGA_Dade,GA_Dade
529.fipstwo,f13277***,f13277
921.fipstwo,f20053***,f20053
2389.statevalue,RP,PR
2399.fipstwo,df72153,f72153
1303.statecounty,MI_Ontjonagon,MI_Ontonagon
963.statecounty,KS_Nortno,KS_Norton
3111.statecounty,WIh_Iron,WI_Iron
2127.county,Sneca ,Seneca 
1009.county,Boy d,Boyd 
3024.statecounty,VA_Westmoerland,VA_Westmoreland
1417.statecounty,MO_Bonoe,MO_Boone
2798.county,Pokl ,Polk 
2078.fipstwo,fs39049,f39049
2980.statevalue,AV,VA
2812.fipstwo,f8401,f48401
779.county,Rnadolph ,Randolph 
142.statevalue,R,AR
218.county,Montere y,Monterey 
3198.fipstwo,f5408k1,f54081
1829.countytwo,Butle r,Butler 
2894.fipstwo,f40955,f49055
2795.countytwo,Praker ,Parker 
2078.countytwo,Frankli n,Franklin 
1962.county,Quy ,Quay 
646.countytwo,Van Bure n,Van Buren 
389.county,Vkolusia ,Volusia 
2568.statecounty,TN_Licoln,TN_Lincoln
1755.statecounty,jNC_Vance,NC_Vance
2590.fipstwo,47147,f47147
3002.county,Ricmond city,Richmond city
263.statecounty,O_Crowley,CO_Crowley
1711.countytwo,Hke ,Hoke 
1129.statecounty,LACalcasieu,LA_Calcasieu
353.county,Hillsbrough ,Hillsborough 
1734.countytwo,Pasquottank ,Pasquotank 
843.countytwo,Johnsoin ,Johnson 
2289.statecounty,PA_Lcakawanna,PA_Lackawanna
2256.statecounty,PA_Alleghenwy,PA_Allegheny
1227.fipstwo,23011,f23011
3216.statecounty,WY_Crbon,WY_Carbon
827.statecounty,IN_Fultn,IN_Fulton
1622.statecounty,T_Fergus,MT_Fergus
350.statevalue,rFL,FL
1493.county,Putlnam ,Putnam 
1324.countytwo,pBeltrami ,Beltrami 
239.countytwo,Solan ,Solano 
2000.fipstwo,f36071,f36017
2793.fipstwo,f483z63,f48363
841.countytwo,Jeferson ,Jefferson 
307.statecounty,CO_Sanq Miguel,CO_San Miguel
2245.fipstwo,f4153,f41053
939.county,Jwell ,Jewell 
2079.statecounty,OHFulton,OH_Fulton
2241.countytwo,Malheu ,Malheur 
575.fipstwo,fi19035,f19035
3203.statecounty,V_Taylor,WV_Taylor
1466.fipstwo,29117,f29117
3233.statevalue,Y,WY
3040.countytwo,Lamoilel ,Lamoille 
2938.statecounty,VA_lFoyd,VA_Floyd
1090.county,Nichola ,Nicholas 
2736.statevalue,X,TX
3089.statevalue,IW,WI
1410.fipstwo,f2900p5,f29005
1608.statevalue,aMS,MS
610.countytwo,Jsones ,Jones 
1907.statevalue,EN,NE
1560.county,Joens ,Jones 
2365.fipstwo,f72805,f72085
1704.countytwo,Green ,Greene 
3131.countytwo,Ozpaukee ,Ozaukee 
1686.county,Clya ,Clay 
1760.statecounty,N_CWayne,NC_Wayne
250.countytwo,Adam s,Adams 
1424.county,Craroll ,Carroll 
2994.fipstwo,f15145,f51145
2297.countytwo,Mexrcer ,Mercer 
663.statevalue,DI,ID
922.county,Finne y,Finney 
1694.statecounty,NC_Davei,NC_Davie
1545.statecounty,MS_Fravnklin,MS_Franklin
1084.county,Metcafle ,Metcalfe 
397.countytwo,Bladwin ,Baldwin 
125.county,eHmpstead ,Hempstead 
20.fipstwo,02195,f02195
961.countytwo,eosho ,Neosho 
2007.statecounty,NYE_ssex,NY_Essex
2131.statecounty,OH_Trumbuljl,OH_Trumbull
2184.countytwo,Loev ,Love 
1136.statecounty,LA_East Baton xRouge,LA_East Baton Rouge
1033.fipstwo,jf21067,f21067
2861.statecounty,X_Wood,TX_Wood
789.fipstwo,f1717,f17177
651.statevalue,AI,IA
2475.countytwo,Grnt ,Grant 
1541.fipstwo,f2829,f28029
2674.statevalue,TyX,TX
3187.county,Minego ,Mingo 
2857.statevalue,nTX,TX
1965.statevalue,MN,NM
2897.statevalue,aVA,VA
1086.county,Montgomeryc ,Montgomery 
1028.statevalue,dKY,KY
2831.countytwo,Tarran t,Tarrant 
2980.fipstwo,f5117,f51127
2623.statecounty,TXe_Baylor,TX_Baylor
1022.statecounty,KY_Csey,KY_Casey
964.statecounty,KeS_Osage,KS_Osage
579.fipstwo,fr19043,f19043
262.fipstwo,f08032,f08023
1891.fipstwo,f13147,f31147
25.statecounty,AK_Valde-Cordova Census Area,AK_Valdez-Cordova Census Area
2859.statevalue,XT,TX
2204.statecounty,OK_Potawatomie,OK_Pottawatomie
1058.statevalue,KmY,KY
950.statevalue,SK,KS
1396.fipstwo,f2151,f27151
1708.fipstwo,f3087,f37087
2118.statecounty,H_Pickaway,OH_Pickaway
2736.statecounty,TX_Jim Wpells,TX_Jim Wells
2833.fipstwo,f4s8443,f48443
3108.countytwo,rGeen ,Green 
1925.countytwo,Cape Mayw ,Cape May 
2574.statecounty,TNM_aury,TN_Maury
938.countytwo,Jeffreson ,Jefferson 
1282.statecounty,MI_Leelaanu,MI_Leelanau
5.statecounty,AK_Bristol Bay Borouhg,AK_Bristol Bay Borough
7.county,Dillingha mCensus Area,Dillingham Census Area
2805.statecounty,TX_Red Rievr,TX_Red River
2518.countytwo,wBedford ,Bedford 
2362.statecounty,PR_Lajas Muxnicipio,PR_Lajas Municipio
59.statecounty,AL_Francklin,AL_Franklin
2976.county,Meckleburg ,Mecklenburg 
72.statevalue,L,AL
732.county,Grundyh ,Grundy 
2911.county,Brunwick ,Brunswick 
230.county,San Jaoquin ,San Joaquin 
550.statevalue,AG,GA
218.statecounty,CA_Montery,CA_Monterey
1843.statevalue,E,NE
1127.statecounty,LA_Bossire,LA_Bossier
589.statevalue,A,IA
1902.statevalue,EN,NE
3148.fipstwo,fn55123,f55123
1879.fipstwo,bf31123,f31123
1892.fipstwo,f3149,f31149
1420.fipstwo,hf29025,f29025
1321.countytwo,Aitknin ,Aitkin 
524.statevalue,AG,GA
3128.fipstwo,f55038,f55083
232.statevalue,A,CA
2228.statevalue,pOR,OR
1928.statecounty,NJ_Gluocester,NJ_Gloucester
2175.countytwo,Jeffersn ,Jefferson 
1258.statevalue,IM,MI
959.county,orton ,Morton 
339.countytwo,Diixie ,Dixie 
1855.statevalue,NeE,NE
1482.statecounty,MO_Oriegon,MO_Oregon
2580.statecounty,N_Moore,TN_Moore
2490.statecounty,SD_Lawrenace,SD_Lawrence
420.countytwo,Cherokbee ,Cherokee 
1412.fipstwo,f29090,f29009
2706.county,Haleb ,Hale 
1851.statevalue,EN,NE
1642.countytwo,Pmark ,Park 
2603.statecounty,TNc_Union,TN_Union
1472.statevalue,O,MO
81.countytwo,Mogrgan ,Morgan 
2113.statecounty,OHM_uskingum,OH_Muskingum
590.statecounty,IA_aFyette,IA_Fayette
370.fipstwo,12089,f12089
735.countytwo,Havrdin ,Hardin 
2895.fipstwo,f4957,f49057
1512.county,Sotne ,Stone 
2836.county,Tituxs ,Titus 
1346.fipstwo,f2701,f27051
1320.fipstwo,f26156,f26165
2381.fipstwo,7f2117,f72117
1607.fipstwo,f281a61,f28161
1064.statevalue,YK,KY
2722.statecounty,X_Hood,TX_Hood
1376.statecounty,MN_Otte Tail,MN_Otter Tail
1074.fipstwo,f21515,f21155
2508.statecounty,SD_tanley,SD_Stanley
2647.statecounty,TXv_Chambers,TX_Chambers
351.statecounty,L_Hernando,FL_Hernando
2674.countytwo,ickens ,Dickens 
2386.statevalue,RP,PR
1450.fipstwo,f2905,f29085
1502.fipstwo,f92201,f29201
1121.statevalue,LnA,LA
2838.fipstwo,f48543,f48453
2291.fipstwo,f42037,f42073
1911.statevalue,H,NH
2304.countytwo,Peryr ,Perry 
1554.county,Issaquen ,Issaquena 
940.statevalue,KwS,KS
3000.county,Rappahanonck ,Rappahannock 
1767.statecounty,N_Benson,ND_Benson
306.statecounty,CjO_San Juan,CO_San Juan
215.fipstwo,f06074,f06047
303.statevalue,O,CO
1268.statevalue,rMI,MI
2461.countytwo,Charlfes Mix ,Charles Mix 
721.fipstwo,f1704a1,f17041
1929.countytwo,udson ,Hudson 
1378.county,yPine ,Pine 
1676.fipstwo,f30723,f37023
1078.county,McCracke ,McCracken 
328.fipstwo,f1s2005,f12005
1707.countytwo,arnett ,Harnett 
3071.statecounty,W_Pacific,WA_Pacific
1469.county,Maryies ,Maries 
3109.fipstwo,f55074,f55047
2757.county,Ligberty ,Liberty 
692.statevalue,aID,ID
1437.county,bDallas ,Dallas 
1684.statecounty,NC_Cheroeke,NC_Cherokee
3108.fipstwo,55045,f55045
809.statevalue,IsN,IN
579.county,Clayzton ,Clayton 
3194.statecounty,WV_Pleasdants,WV_Pleasants
922.fipstwo,20055,f20055
214.fipstwo,f6045,f06045
3181.statevalue,VW,WV
1491.statevalue,O,MO
1384.statevalue,NM,MN
2293.county,Leheigh ,Lehigh 
758.county,Marin ,Marion 
1175.statecounty,LA_Unin,LA_Union
991.county,Tomas ,Thomas 
1983.countytwo,Laner ,Lander 
1973.countytwo,Unon ,Union 
2804.countytwo,Reeal ,Real 
435.countytwo,fDecatur ,Decatur 
522.statecounty,GA_Talbto,GA_Talbot
56.county,Escambiau ,Escambia 
3024.countytwo,Wesmtoreland ,Westmoreland 
2196.statecounty,OK_Oklahoa,OK_Oklahoma
394.statevalue,A,GA
2460.countytwo,ampbell ,Campbell 
868.countytwo,Pgulaski ,Pulaski 
847.countytwo,ake ,Lake 
1656.county,Sitllwater ,Stillwater 
2223.statevalue,R,OR
860.fipstwo,pf18115,f18115
203.county,Hubmoldt ,Humboldt 
2811.fipstwo,4f8399,f48399
2501.statecounty,SD_Pennwington,SD_Pennington
2709.fipstwo,f4195,f48195
3119.countytwo,Lanlglade ,Langlade 
2082.countytwo,Green e,Greene 
410.countytwo,Butyts ,Butts 
1777.fipstwo,3f8025,f38025
1025.fipstwo,f2101,f21051
1342.statevalue,MhN,MN
2589.fipstwo,f47z145,f47145
638.fipstwo,f19116,f19161
898.countytwo,arber ,Barber 
344.countytwo,Gdsden ,Gadsden 
2994.statevalue,AV,VA
926.countytwo,ove ,Gove 
8.countytwo,Fairbanks North StarB orough,Fairbanks North Star Borough
3097.statevalue,aWI,WI
2594.statecounty,TN_Sveier,TN_Sevier
855.statecounty,IN_Monrwoe,IN_Monroe
2019.countytwo,lMonroe ,Monroe 
2622.statecounty,T_XBastrop,TX_Bastrop
551.countytwo,Wort h,Worth 
2974.fipstwo,f56190,f51690
792.statecounty,IL_Vermiglion,IL_Vermilion
663.statecounty,ID_Blaie,ID_Blaine
2198.fipstwo,f04113,f40113
1584.fipstwo,f28151,f28115
1846.county,Dnudy ,Dundy 
2622.county,Bastro p,Bastrop 
264.county,Cutser ,Custer 
1163.county,St. Bernard Pharish,St. Bernard Parish
2356.fipstwo,f7207,f72067
1556.countytwo,Jackso ,Jackson 
451.countytwo,Frnaklin ,Franklin 
490.county,McpIntosh ,McIntosh 
1282.countytwo,Leelnau ,Leelanau 
69.statevalue,L,AL
1139.countytwo,Evangeligne ,Evangeline 
75.statecounty,AL_Marngo,AL_Marengo
1115.county,Wyne ,Wayne 
1484.statecounty,MO_Ozsark,MO_Ozark
2194.fipstwo,fm40105,f40105
242.statevalue,AC,CA
1849.statevalue,EN,NE
474.statecounty,G_Jenkins,GA_Jenkins
1187.county,nDukes ,Dukes 
1049.statecounty,KY_Harot,KY_Hart
1628.statevalue,wMT,MT
2724.statevalue,X,TX
185.statecounty,AZ_Myohave,AZ_Mohave
168.statevalue,AfR,AR
1869.statecounty,EN_Keya Paha,NE_Keya Paha
913.statecounty,KS_Crawwford,KS_Crawford
20.statevalue,K,AK
1364.statecounty,MN_aMrshall,MN_Marshall
1256.fipstwo,fv26037,f26037
582.fipstwo,f1949,f19049
1220.fipstwo,2f4045,f24045
1947.statevalue,MN,NM
1640.statevalue,T,MT
778.countytwo,Putnbam ,Putnam 
2220.fipstwo,f4103,f41003
2722.countytwo,Hoodj ,Hood 
2166.fipstwo,f4o0049,f40049
560.county,Allaakee ,Allamakee 
911.statevalue,SK,KS
3051.countytwo,Clallasm ,Clallam 
1865.fipstwo,fo31095,f31095
954.statecounty,KS_Meaed,KS_Meade
2911.fipstwo,f5105,f51025
3217.statevalue,Y,WY
1897.countytwo,Seawrd ,Seward 
22.fipstwo,f02202,f02220
338.statevalue,FvL,FL
2521.fipstwo,f470g09,f47009
2121.statecounty,OH_Prceble,OH_Preble
3046.statevalue,TV,VT
827.county,Fultown ,Fulton 
309.county,Summti ,Summit 
1509.county,S. Louis city,St. Louis city
1906.county,ashington ,Washington 
233.statevalue,AC,CA
356.county,Jackslon ,Jackson 
3042.statecounty,gVT_Orleans,VT_Orleans
1524.statevalue,qMP,MP
3018.statevalue,kVA,VA
2843.statevalue,TrX,TX
1985.county,Lyn ,Lyon 
3157.statevalue,wWI,WI
1249.statecounty,jMI_Branch,MI_Branch
1218.countytwo,Tabot ,Talbot 
59.countytwo,Franklpin ,Franklin 
32.countytwo,Btarbour ,Barbour 
880.statevalue,IuN,IN
2134.fipstwo,f3911,f39161
2394.county,Vega Alpta Municipio,Vega Alta Municipio
2710.countytwo,Hardoeman ,Hardeman 
1956.statecounty,NM_Licoln,NM_Lincoln
2569.statecounty,TN_Louidon,TN_Loudon
1810.fipstwo,f3o8091,f38091
2250.county,Wlalowa ,Wallowa 
1743.statecounty,NC_Rockinghma,NC_Rockingham
1041.fipstwo,f20183,f21083
1604.statevalue,SM,MS
2459.statecounty,S_Butte,SD_Butte
1923.county,Burlingfton ,Burlington 
2413.fipstwo,f4507,f45017
519.county,Steplhens ,Stephens 
358.statecounty,FLo_Lafayette,FL_Lafayette
1541.countytwo,Coepiah ,Copiah 
279.statecounty,CO_Jckson,CO_Jackson
1683.countytwo,Chathamz ,Chatham 
754.fipstwo,f1707,f17107
364.fipstwo,f12097,f12079
2681.countytwo,El Pgaso ,El Paso 
691.fipstwo,uf16069,f16069
749.statevalue,LI,IL
114.statecounty,AR_rCittenden,AR_Crittenden
2654.statecounty,TX_Colin,TX_Collin
512.county,andolph ,Randolph 
170.statecounty,AR_Woodoruff,AR_Woodruff
1316.county,Tuscol ,Tuscola 
625.fipstwo,1f9135,f19135
1382.countytwo,Ramseya ,Ramsey 
559.countytwo,Adatms ,Adams 
1752.statevalue,C,NC
1490.statecounty,MO_Plate,MO_Platte
2129.fipstwo,f39q151,f39151
2121.county,Peble ,Preble 
242.county,Sutater ,Sutter 
3201.statecounty,WV_Rofane,WV_Roane
2631.statevalue,TpX,TX
2861.fipstwo,f484m99,f48499
127.statevalue,RA,AR
409.county,urke ,Burke 
2590.statevalue,TvN,TN
713.statevalue,LI,IL
2960.statecounty,VA_Jaes City,VA_James City
2313.county,Toiga ,Tioga 
2249.statevalue,RO,OR
1295.county,Mornoe ,Monroe 
3103.statevalue,I,WI
3081.statecounty,WA_Wakhiakum,WA_Wahkiakum
2755.statevalue,kTX,TX
322.county,District ofC olumbia,District of Columbia
2239.statecounty,ORL_incoln,OR_Lincoln
2253.countytwo,Wheaeler ,Wheeler 
2491.statecounty,DS_Lincoln,SD_Lincoln
65.countytwo,Jaczkson ,Jackson 
2646.fipstwo,f4869,f48069
544.statecounty,GA_Websyter,GA_Webster
2726.countytwo,Hudspth ,Hudspeth 
573.statevalue,bIA,IA
1069.statecounty,KYf_Livingston,KY_Livingston
2196.fipstwo,f4109,f40109
682.county,Jeffersono ,Jefferson 
1630.fipstwo,30043,f30043
1529.statevalue,S,MS
517.countytwo,Seeminole ,Seminole 
386.statevalue,oFL,FL
1902.countytwo,Thaye ,Thayer 
1458.statevalue,O,MO
2636.statevalue,TgX,TX
295.statevalue,OC,CO
3194.fipstwo,f54703,f54073
176.statevalue,SA,AS
1148.statecounty,LA_Lafaytte,LA_Lafayette
1779.statevalue,D,ND
2358.countytwo,Isaberla Municipio,Isabela Municipio
1083.statecounty,KY_Mrecer,KY_Mercer
454.statevalue,AG,GA
1052.county,Hickmana ,Hickman 
610.county,Jnes ,Jones 
988.statecounty,KS_Staanton,KS_Stanton
2414.statevalue,SdC,SC
1023.county,Chrkistian ,Christian 
2175.fipstwo,f40067***,f40067
2850.statecounty,TX_Wsashington,TX_Washington
824.county,Floy d,Floyd 
1867.statecounty,E_Kearney,NE_Kearney
2688.statevalue,XT,TX
995.countytwo,Washmington ,Washington 
432.statevalue,A,GA
2006.countytwo,Eire ,Erie 
2242.fipstwo,f1047,f41047
994.county,Wallaec ,Wallace 
1887.county,ierce ,Pierce 
1698.fipstwo,37067,f37067
2135.county,Vtinton ,Vinton 
531.countytwo,Tjowns ,Towns 
397.county,Baldwn ,Baldwin 
912.statecounty,KS_Cowlye,KS_Cowley
1586.statecounty,MS_Quitamn,MS_Quitman
2072.county,Dake ,Darke 
500.statecounty,GA_cOonee,GA_Oconee
1416.statevalue,MvO,MO
2499.statevalue,DS,SD
984.countytwo,Sheriadan ,Sheridan 
47.statecounty,ALConecuh,AL_Conecuh
863.county,iParke ,Parke 
1755.fipstwo,f37118,f37181
1179.statevalue,AL,LA
3188.county,Moncongalia ,Monongalia 
2734.county,Jeffersn ,Jefferson 
2533.statevalue,NT,TN
2858.fipstwo,f8493,f48493
2973.county,Manassas Park cqity,Manassas Park city
77.statevalue,AtL,AL
2085.fipstwo,f390s63,f39063
1959.fipstwo,f3503e1,f35031
1240.county,Alletgan ,Allegan 
2402.statevalue,IR,RI
2092.county,uron ,Huron 
316.fipstwo,f090q05,f09005
2983.statevalue,AV,VA
2447.statecounty,S_Sumter,SC_Sumter
139.county,onoke ,Lonoke 
914.county,Decattur ,Decatur 
2086.countytwo,Harin ,Hardin 
2334.countytwo,aguas Municipio,Caguas Municipio
1182.statecounty,LA_West Felicina,LA_West Feliciana
1149.countytwo,Lafourch ,Lafourche 
1626.countytwo,Glaicer ,Glacier 
2655.statecounty,TX_Cofllingsworth,TX_Collingsworth
2506.statevalue,SjD,SD
1754.statevalue,qNC,NC
2132.countytwo,Tusycarawas ,Tuscarawas 
2509.statevalue,DS,SD
2984.statecounty,VA_Notrhumberland,VA_Northumberland
1313.countytwo,Shaiwassee ,Shiawassee 
2978.statecounty,VA_Montgomergy,VA_Montgomery
1170.countytwo,S.t Mary ,St. Mary 
816.statecounty,IND_aviess,IN_Daviess
119.county,Fgaulkner ,Faulkner 
2984.countytwo,Northumbelrand ,Northumberland 
1582.statecounty,MS_ePrry,MS_Perry
435.fipstwo,fs13087,f13087
2024.countytwo,Oneiad ,Oneida 
977.fipstwo,f2165,f20165
613.countytwo,Le e,Lee 
1347.fipstwo,f7053,f27053
906.statevalue,SK,KS
2777.statevalue,XT,TX
1011.county,Braken ,Bracken 
1590.statevalue,SM,MS
2728.countytwo,Hucthinson ,Hutchinson 
472.countytwo,Jef Davis ,Jeff Davis 
2144.statecounty,OK_Aoka,OK_Atoka
2673.county,Deitt ,DeWitt 
2834.countytwo,nTerry ,Terry 
1296.county,Montwcalm ,Montcalm 
560.statecounty,IA_Allamake,IA_Allamakee
1580.statecounty,MSl_Panola,MS_Panola
2446.statecounty,SC_Spartanbgurg,SC_Spartanburg
2265.county,Cmabria ,Cambria 
339.county,Dixei ,Dixie 
625.county,Mnroe ,Monroe 
709.fipstwo,f17107,f17017
2398.fipstwo,f721c51,f72151
1785.countytwo,Hettniger ,Hettinger 
1352.statecounty,MN_Jcakson,MN_Jackson
2656.fipstwo,f48809,f48089
646.fipstwo,f19717,f19177
821.fipstwo,f81037,f18037
3037.fipstwo,f0009,f50009
1102.fipstwo,f1205,f21205
2112.statevalue,HO,OH
402.county,Berren ,Berrien 
1971.countytwo,Tao s,Taos 
465.statevalue,AG,GA
1114.countytwo,aWshington ,Washington 
746.county,ankakee ,Kankakee 
275.statecounty,CO_Grnd,CO_Grand
2504.county,Roerts ,Roberts 
871.statecounty,IN_Ripey,IN_Ripley
2487.county,Jons ,Jones 
3178.countytwo,Lewisd ,Lewis 
1818.fipstwo,f30101,f31001
1360.fipstwo,f2709,f27079
1347.statevalue,NM,MN
1524.fipstwo,f6910,f69100
1532.fipstwo,f2011,f28011
1433.countytwo,ole ,Cole 
1398.fipstwo,f7155,f27155
1090.fipstwo,f2111,f21181
2758.county,Limaestone ,Limestone 
1442.county,Dumnklin ,Dunklin 
2770.countytwo,Maveirck ,Maverick 
140.fipstwo,f00587,f05087
1946.fipstwo,f3500b7,f35007
1922.countytwo,Beregn ,Bergen 
1936.county,aPssaic ,Passaic 
78.statevalue,LA,AL
1353.fipstwo,f2f7065,f27065
2885.statecounty,UT_San Jaun,UT_San Juan
11.countytwo,Juneau City and Borouzgh,Juneau City and Borough
900.countytwo,dBourbon ,Bourbon 
1257.statevalue,MjI,MI
1941.countytwo,rWarren ,Warren 
802.statecounty,IL_Woodofrd,IL_Woodford
1469.fipstwo,f29152,f29125
121.countytwo,Futlon ,Fulton 
565.statecounty,IA_Bmoone,IA_Boone
1154.statevalue,A,LA
163.statevalue,R,AR
834.statevalue,N,IN
1035.countytwo,Floydt ,Floyd 
219.countytwo,apa ,Napa 
1587.statecounty,MS_qRankin,MS_Rankin
2026.statecounty,NY_Otnario,NY_Ontario
2315.statevalue,qPA,PA
2710.statevalue,TaX,TX
1042.statevalue,KwY,KY
1470.statecounty,M_OMarion,MO_Marion
1176.statevalue,A,LA
835.countytwo,Henrky ,Henry 
1426.county,Cas s,Cass 
2502.countytwo,Prkins ,Perkins 
1064.countytwo,Leye ,Lee 
2242.statevalue,OvR,OR
518.statevalue,A,GA
2901.statecounty,VA_Amehrst,VA_Amherst
871.countytwo,Ripey ,Ripley 
556.fipstwo,f1007,f15007
735.fipstwo,1f7069,f17069
1301.countytwo,Ocean ,Oceana 
299.countytwo,Pitkn ,Pitkin 
1703.statevalue,C,NC
175.fipstwo,fu60040,f60040
675.county,Cster ,Custer 
3235.statevalue,Y,WY
863.countytwo,Prke ,Parke 
654.countytwo,Woodbtury ,Woodbury 
654.county,vWoodbury ,Woodbury 
2769.countytwo,Mataogrda ,Matagorda 
334.statecounty,FL_jCitrus,FL_Citrus
1331.county,Cas ,Cass 
2732.statecounty,TX_Jaspr,TX_Jasper
2039.county,Schuylre ,Schuyler 
508.fipstwo,f132d35,f13235
1604.fipstwo,f2155,f28155
1913.fipstwo,f33050,f33005
1108.statevalue,YK,KY
1984.county,Lincooln ,Lincoln 
2862.countytwo,oYakum ,Yoakum 
2811.statevalue,TwX,TX
1327.fipstwo,27013,f27013
714.countytwo,Clitnon ,Clinton 
2279.fipstwo,42049,f42049
856.fipstwo,f181r07,f18107
1291.statecounty,MI_Mceosta,MI_Mecosta
1415.countytwo,dBenton ,Benton 
336.countytwo,Colier ,Collier 
1767.county,Bensno ,Benson 
1739.countytwo,Polnk ,Polk 
717.statecounty,IL_Craford,IL_Crawford
2353.county,Guaynbao Municipio,Guaynabo Municipio
1144.county,Jacson Parish,Jackson Parish
1888.countytwo,Plattme ,Platte 
1205.fipstwo,fn24015,f24015
2806.county,Reevesb ,Reeves 
3137.fipstwo,f55101***,f55101
1930.county,Hunterfdon ,Hunterdon 
1055.fipstwo,f21111***,f21111
1690.fipstwo,f30751,f37051
1022.countytwo,Caey ,Casey 
212.county,Maarin ,Marin 
2864.countytwo,Zpata ,Zapata 
1093.countytwo,Owewn ,Owen 
844.statecounty,INKnox,IN_Knox
1149.statecounty,L_ALafourche,LA_Lafourche
2076.county,Faiorfield ,Fairfield 
891.county,Wayn e,Wayne 
516.statevalue,AG,GA
1009.statecounty,KY_Byod,KY_Boyd
103.statevalue,vAR,AR
577.fipstwo,f19093,f19039
1140.countytwo,Frankli n,Franklin 
2507.fipstwo,f46115***,f46115
853.statevalue,IxN,IN
830.fipstwo,f1855,f18055
2162.fipstwo,f4i0041,f40041
2699.statevalue,X,TX
2327.county,Anascoo Municipio,Anasco Municipio
1659.countytwo,Tool e,Toole 
2832.county,Taylr ,Taylor 
1807.countytwo,Siox ,Sioux 
3083.county,Wahtcom ,Whatcom 
568.county,Buebna Vista ,Buena Vista 
1125.statevalue,A,LA
2300.county,Montgomer y,Montgomery 
2331.statevalue,RP,PR
2089.countytwo,Highlnd ,Highland 
783.fipstwo,f71167,f17167
2616.county,Arcoher ,Archer 
3202.statecounty,hWV_Summers,WV_Summers
806.statecounty,IN_Bexnton,IN_Benton
269.countytwo,agle ,Eagle 
2216.fipstwo,fa40149,f40149
2638.fipstwo,f84053,f48053
610.statecounty,IA_Joqnes,IA_Jones
778.county,Putam ,Putnam 
3021.statevalue,VpA,VA
2796.county,Parmr ,Parmer 
1638.county,eagher ,Meagher 
973.statecounty,S_Republic,KS_Republic
2594.countytwo,Sevir ,Sevier 
1748.fipstwo,fy37167,f37167
414.fipstwo,f1p3045,f13045
691.countytwo,Nez Perc ,Nez Perce 
1255.county,Clar ,Clare 
1438.county,Daviesse ,Daviess 
2335.fipstwo,7f2027,f72027
1765.fipstwo,f8001,f38001
1146.statecounty,LA_Jeferson Davis,LA_Jefferson Davis
1564.statecounty,MS_Lauderdae,MS_Lauderdale
903.statevalue,S,KS
716.statevalue,L,IL
1647.fipstwo,f300c77,f30077
1226.countytwo,Hacock ,Hancock 
1465.countytwo,Lnn ,Linn 
2194.countytwo,Nwata ,Nowata 
480.county,aLee ,Lee 
1238.statevalue,I,MI
73.statevalue,AgL,AL
1724.countytwo,Meklenburg ,Mecklenburg 
2542.county,Fanklin ,Franklin 
2967.statevalue,A,VA
1271.fipstwo,f2607,f26067
1111.county,Trible ,Trimble 
2366.countytwo,Loiza Munciipio,Loiza Municipio
857.fipstwo,f1109,f18109
51.statecounty,L_Cullman,AL_Cullman
520.countytwo,Steawrt ,Stewart 
2455.county,Brookins ,Brookings 
51.fipstwo,f01034,f01043
2519.county,Beenton ,Benton 
1211.statevalue,dMD,MD
1913.statevalue,H,NH
1872.statevalue,E,NE
601.county,Henrry ,Henry 
2261.fipstwo,f4203,f42013
1010.county,Boye ,Boyle 
1357.county,Lac equi Parle ,Lac qui Parle 
2957.statevalue,AV,VA
1116.statevalue,KsY,KY
2849.statevalue,XT,TX
3031.county,St. Jhon Island,St. John Island
2419.county,Colleton ***,Colleton 
1486.fipstwo,f2917,f29157
416.countytwo,Charlon ,Charlton 
2565.statecounty,TN_Lauderdae,TN_Lauderdale
2791.fipstwo,f4835s9,f48359
2333.fipstwo,f7223,f72023
1853.county,Garfied ,Garfield 
