1537.statecounty,MS_lCaiborne,MS_Claiborne
209.statecounty,AL_Jefferson,CA_Lassen
2565.statecounty,TN_Laudedale,TN_Lauderdale
2270.county,Clrion ,Clarion 
2471.countytwo,Doulgas ,Douglas 
2809.county,Robretson ,Robertson 
589.statefips,66,19
306.fipstwo,f02070,f08111
3132.countytwo,Pepi ,Pepin 
2095.county,Kno x,Knox 
1709.countytwo,Hednerson ,Henderson 
2651.county,Cohran ,Cochran 
1306.county,Otsgo ,Otsego 
294.fips,2050.0,8087
1326.fipstwo,fk27011,f27011
373.statecounty,AK_Ketchikan Gateway Borough,FL_Orange
2177.fipstwo,f0071,f40071
746.statevalue,LI,IL
2403.county,Providenec ,Providence 
1789.statevalue,DN,ND
2261.statecounty,P_Blair,PA_Blair
259.county,Denali Borough,Cheyenne 
505.statefips,71,13
93.fips,2090.0,1127
516.countytwo,Scerven ,Screven 
443.statecounty,GA_gEffingham,GA_Effingham
199.fips,2016.0,6015
48.statecounty,AL_Greene,AL_Coosa
2007.countytwo,Esmsex ,Essex 
202.fipstwo,f02020,f06021
2181.statevalue,OpK,OK
245.fips,2150.0,6107
229.statefips,2.0,6
1877.countytwo,McPherosn ,McPherson 
153.statevalue,AK,AR
83.county,Kenai Peninsula Borough,Pickens 
990.statevalue,KjS,KS
399.statefips,16,13
2400.countytwo,Bristolj ,Bristol 
301.statecounty,CO_San Miguel,CO_Pueblo
1734.statecounty,NC_Pasqutank,NC_Pasquotank
2442.countytwo,Odrangeburg ,Orangeburg 
3106.countytwo,Forestp ,Forest 
627.statefips,27,19
788.statecounty,LI_Stark,IL_Stark
122.statecounty,AK_Aleutians West Census Area,AR_Garland
808.statecounty,I_NBoone,IN_Boone
2123.statecounty,O_HRichland,OH_Richland
2316.statecounty,PA_aWrren,PA_Warren
2571.fipstwo,f4713,f47113
2270.statevalue,A,PA
55.fips,2122.0,1051
2422.countytwo,orchester ,Dorchester 
421.fips,2060.0,13059
366.statevalue,L,FL
2851.statecounty,TX_Wbeb,TX_Webb
1758.statecounty,NC_Wahington,NC_Washington
90.statevalue,L,AL
1434.countytwo,Coopger ,Cooper 
2425.countytwo,lorence ,Florence 
681.county,Iadho ,Idaho 
2304.countytwo,Perr y,Perry 
165.statefips,2.0,5
108.statefips,2.0,5
310.statecounty,AK_Yakutat City and Borough,CO_Teller
1178.county,Washington Prish,Washington Parish
2035.statevalue,Y,NY
432.statecounty,GAC_risp,GA_Crisp
1103.fipstwo,f2120m7,f21207
2480.countytwo,Hansno ,Hanson 
331.fips,2070.0,12011
1648.statevalue,T,MT
2076.statecounty,OH_Fiarfield,OH_Fairfield
2629.fipstwo,f4803b5,f48035
2765.county,Madisokn ,Madison 
231.statecounty,AK_Dillingham Census Area,CA_San Luis Obispo
180.statefips,2.0,4
2087.county,Harxrison ,Harrison 
1549.fipstwo,f28054,f28045
2830.statevalue,XT,TX
471.statevalue,AG,GA
404.statecounty,AK_Bristol Bay Borough,GA_Bleckley
1048.statevalue,KsY,KY
1284.statecounty,M_Livingston,MI_Livingston
138.statevalue,CA,AR
146.statefips,2.0,5
286.statefips,2.0,8
860.statecounty,IjN_Ohio,IN_Ohio
1443.countytwo,Frankflin ,Franklin 
1458.statecounty,hMO_Johnson,MO_Johnson
292.county,Dillingham Census Area,Montezuma 
826.countytwo,ranklin ,Franklin 
368.county,Matanuska-Susitna Borough,Miami-Dade 
2407.countytwo,Alltendale ,Allendale 
293.fipstwo,f02290,f08085
458.countytwo,Greetne ,Greene 
1981.county,Eurek ,Eureka 
267.statefips,2.0,8
1947.statevalue,fNM,NM
294.fipstwo,f01107,f08087
2822.countytwo,Sherma n,Sherman 
2014.statecounty,NqY_Jefferson,NY_Jefferson
2783.statevalue,X,TX
59.fips,2060.0,1059
2445.statevalue,C,SC
458.statecounty,GA_Greende,GA_Greene
921.countytwo,Ellswort h,Ellsworth 
324.fipstwo,f01049,f10003
488.statefips,74,13
2031.county,Putna m,Putnam 
2691.county,Frankli n,Franklin 
1650.county,Ricqhland ,Richland 
977.fipstwo,f20156,f20165
1931.statevalue,tNJ,NJ
387.statecounty,AL_St. Clair,FL_Taylor
85.county,Kodiak Island Borough,Randolph 
322.fipstwo,f01063,f11001
1212.fipstwo,f2409,f24029
3228.county,Patte ,Platte 
320.statecounty,AK_Aleutians West Census Area,CT_Tolland
854.statecounty,IN_Mimai,IN_Miami
952.statecounty,KS_Marshll,KS_Marshall
806.statecounty,IN_Benotn,IN_Benton
3205.fipstwo,f54059,f54095
243.statecounty,AK_Anchorage Municipality,CA_Tehama
1210.fipstwo,f4025,f24025
2576.countytwo,McNairoy ,McNairy 
2669.countytwo,Daswon ,Dawson 
531.statefips,28,13
80.fipstwo,f02164,f01101
208.fips,2150.0,6033
2946.statevalue,A,VA
2545.statevalue,NT,TN
214.statecounty,AK_Bristol Bay Borough,CA_Mendocino
322.statecounty,AK_Kenai Peninsula Borough,DC_District of Columbia
28.county,Denali Borough,Yakutat City and Borough
468.county,oHuston ,Houston 
634.statefips,36,19
1196.county,Suffol k,Suffolk 
1474.county,Mississpipi ,Mississippi 
180.fips,2020.0,4007
346.statecounty,AK_Aleutians West Census Area,FL_Glades
2517.statecounty,TpN_Anderson,TN_Anderson
1136.fipstwo,f2203,f22033
76.statefips,2.0,1
90.fips,2070.0,1121
1076.statecounty,Y_Martin,KY_Martin
2660.statecounty,TX_Cooke***,TX_Cooke
57.statefips,2.0,1
463.statecounty,GAH_aralson,GA_Haralson
2897.statecounty,VA_Albeamrle,VA_Albemarle
1551.county,Hbinds ,Hinds 
326.fipstwo,f02110,f12001
380.fips,2090.0,12113
198.statevalue,AC,CA
347.statevalue,L,FL
1342.statecounty,MNFaribault,MN_Faribault
299.fips,6075.0,8097
386.fipstwo,f02090,f12121
2907.county,edford city,Bedford city
2678.county,Eastand ,Eastland 
2712.countytwo,Harrsi ,Harris 
100.statefips,2.0,5
2118.statevalue,fOH,OH
2812.statecounty,aTX_Rusk,TX_Rusk
2616.fipstwo,48009,f48009
498.statefips,35,13
362.county,Bristol Bay Borough,Levy 
134.statefips,2.0,5
2173.statecounty,KO_Hughes,OK_Hughes
510.statefips,31,13
2684.fipstwo,f41845,f48145
590.statefips,96,19
306.fips,6075.0,8111
2305.statevalue,AP,PA
520.statevalue,mGA,GA
1110.countytwo,Triggo ,Trigg 
232.fipstwo,f01119,f06081
1596.countytwo,Tippah ***,Tippah 
958.fipstwo,f20172,f20127
1846.fipstwo,af31057,f31057
2502.statecounty,SD_Perknis,SD_Perkins
1652.statecounty,MT_Rsebud,MT_Rosebud
3051.statevalue,A,WA
1778.county,Edy ,Eddy 
42.statefips,2.0,1
418.fips,1023.0,13053
2845.countytwo,Van Zadt ,Van Zandt 
1837.county,Cuing ,Cuming 
221.fips,2185.0,6059
370.fipstwo,f04023,f12089
2412.county,eBrkeley ,Berkeley 
2085.county,Hanock ,Hancock 
2875.countytwo,Garfeild ,Garfield 
87.county,Kodiak Island Borough,Shelby 
2279.statevalue,AP,PA
347.county,Gluf ,Gulf 
1949.fipstwo,35013,f35013
2318.fipstwo,f4212h7,f42127
964.statevalue,lKS,KS
45.statevalue,LA,AL
1885.statevalue,EN,NE
143.county,Aleutians East Borough,Mississippi 
96.statefips,2.0,1
1411.countytwo,Audraisn ,Audrain 
1027.fipstwo,f2a1055,f21055
2494.statecounty,SD_cMCook,SD_McCook
1775.statecounty,D_Dickey,ND_Dickey
135.statefips,2.0,5
2789.county,Nucees ,Nueces 
321.county,Aleutians West Census Area,Windham 
708.countytwo,arroll ,Carroll 
171.fips,1129.0,5149
94.statecounty,AK_Aleutians East Borough,AL_Washington
1200.fipstwo,fn24005,f24005
2977.statevalue,A,VA
119.county,Faulknevr ,Faulkner 
1837.fipstwo,f1039,f31039
46.statevalue,LA,AL
282.statecounty,AK_Anchorage Municipality,CO_Kit Carson
327.fips,2016.0,12003
341.statevalue,FxL,FL
1724.fipstwo,f37191,f37119
154.statefips,2.0,5
241.statefips,2.0,6
2191.statevalue,OvK,OK
353.fips,2070.0,12057
1484.county,Ozakr ,Ozark 
2475.countytwo,Garant ,Grant 
3229.county,heridan ,Sheridan 
81.statevalue,AuL,AL
1523.statevalue,gMP,MP
1910.fipstwo,31185,f31185
3214.fipstwo,f5603,f56003
517.statefips,72,13
231.county,Dillingham Census Area,San Luis Obispo 
688.statevalue,D,ID
2812.county,Rugsk ,Rusk 
2549.statecounty,TN_Hamiltno,TN_Hamilton
141.county,Anchorage Municipality,Marion 
2869.statecounty,UT_Cakche,UT_Cache
1640.statevalue,TM,MT
301.county,Kodiak Island Borough,Pueblo 
413.county,Canlder ,Candler 
277.statevalue,O,CO
2168.countytwo,rant ,Grant 
383.statevalue,L,FL
63.fips,2013.0,1067
96.county,Wiston ,Winston 
54.fips,2060.0,1049
183.fips,2110.0,4012
396.countytwo,Bkaker ,Baker 
3052.countytwo,Clarvk ,Clark 
164.county,Aleutians West Census Area,St. Francis 
181.statefips,2.0,4
180.fipstwo,f02090,f04007
228.fips,2164.0,6073
1199.fipstwo,gf24003,f24003
121.statecounty,AR_Hempstead,AR_Fulton
95.statefips,2.0,1
2680.statevalue,XT,TX
3082.statecounty,WA_Walla Wala,WA_Walla Walla
345.county,Denali Borough,Gilchrist 
173.statefips,2.0,60
38.statefips,2.0,1
2302.countytwo,Northampotn ,Northampton 
260.statefips,2.0,8
3147.countytwo,Tremealeau ,Trempealeau 
69.county,Denali Borough,Lawrence 
168.fips,1063.0,5143
2369.fipstwo,f72903,f72093
564.statecounty,IA_Black aHwk,IA_Black Hawk
1464.county,Lincouln ,Lincoln 
1181.statevalue,AL,LA
906.county,Cehyenne ,Cheyenne 
2616.countytwo,Arche r,Archer 
2222.countytwo,Clatsogp ,Clatsop 
3005.statevalue,AV,VA
1466.statecounty,MO_Livningston,MO_Livingston
462.county,ancock ,Hancock 
56.county,Anchorage Municipality,Escambia 
644.statefips,38,19
2911.statevalue,AV,VA
338.statefips,57,12
1674.countytwo,runswick ,Brunswick 
246.statecounty,AR_Clay,CA_Tuolumne
892.county,Weslls ,Wells 
2316.countytwo,uWarren ,Warren 
653.statecounty,IA_Winneshziek,IA_Winneshiek
317.statevalue,ChT,CT
1503.fipstwo,f2203,f29203
2311.countytwo,Sllivan ,Sullivan 
149.countytwo,Perr y,Perry 
2276.statecounty,PA_Daupihn,PA_Dauphin
470.countytwo,Jackso ,Jackson 
360.statecounty,AK_Bristol Bay Borough,FL_Lee
20.statecounty,AK_Aleutians West Census Area,AK_Petersburg Census Area
1689.fipstwo,f3049,f37049
121.county,Kenai Peninsula Borough,Fulton 
628.county,O'Biren ,O'Brien 
339.fipstwo,f06041,f12029
160.fips,2170.0,5129
131.fipstwo,f02050,f05069
2892.county,Wsatch ,Wasatch 
1954.statecounty,NM_Hdialgo,NM_Hidalgo
289.statefips,2.0,8
74.fips,2150.0,1089
389.fips,2016.0,12127
1949.statecounty,NM_Donga Ana,NM_Dona Ana
571.countytwo,Carrollr ,Carroll 
102.fips,2090.0,5011
3117.county,La Crsse ,La Crosse 
558.statecounty,IA_Adairr,IA_Adair
361.county,Bristol Bay Borough,Leon 
1228.fipstwo,bf23013,f23013
392.statevalue,LF,FL
320.statevalue,CkT,CT
575.statefips,26,19
177.fipstwo,f01027,f04001
454.statefips,16,13
1302.statevalue,kMI,MI
1184.statecounty,MA_Barnsteable,MA_Barnstable
321.fips,2060.0,9015
1092.county,ldham ,Oldham 
2099.fipstwo,f3k9091,f39091
919.statecounty,SK_Elk,KS_Elk
75.statevalue,AbL,AL
2679.countytwo,ctor ,Ector 
3184.statecounty,WV_McDnowell,WV_McDowell
425.fips,2016.0,13067
2990.statecounty,VA_Petersbug city,VA_Petersburg city
21.statecounty,AK_Hoonah-Angoon Census Area,AK_Prince of Wales-Hyder Census Area
289.fips,2198.0,8077
2032.statecounty,NY_Queens***,NY_Queens
566.countytwo,Brmer ,Bremer 
2430.countytwo,Horr y,Horry 
2508.county,Stanle ,Stanley 
352.county,ighlands ,Highlands 
679.countytwo,Gm ,Gem 
2867.fipstwo,f49010,f49001
106.fipstwo,f02090,f05019
140.fipstwo,f05067,f05087
487.fipstwo,f13159,f13195
288.fips,2020.0,8075
608.statefips,25,19
190.statecounty,AL_Clay,AZ_Yavapai
928.countytwo,Gran t,Grant 
2980.statevalue,AV,VA
782.countytwo,Saine ,Saline 
149.fips,2090.0,5105
1536.fipstwo,f28091,f28019
768.statecounty,IL_Montgomeyr,IL_Montgomery
2217.fipstwo,ff40151,f40151
418.statefips,33,13
326.fips,2150.0,12001
593.statefips,114,19
235.fips,2198.0,6087
2882.countytwo,Piue ,Piute 
107.county,Dillingham Census Area,Clay 
225.fipstwo,f02150,f06067
420.fips,2122.0,13057
24.statevalue,AwK,AK
1460.statevalue,zMO,MO
162.statefips,2.0,5
1838.statevalue,E,NE
312.statecounty,AK_Aleutians East Borough,CO_Weld
770.fipstwo,f7139,f17139
50.statefips,2.0,1
351.statecounty,AK_Kenai Peninsula Borough,FL_Hernando
2590.fipstwo,47147,f47147
391.statecounty,AK_Ketchikan Gateway Borough,FL_Walton
305.statevalue,gCO,CO
1450.statevalue,yMO,MO
692.county,Oqneida ,Oneida 
60.statecounty,AK_Anchorage Municipality,AL_Geneva
1407.county,Yellow Medicinke ,Yellow Medicine 
39.statefips,2.0,1
2075.statecounty,OHErie,OH_Erie
580.statefips,59,19
172.statefips,2.0,60
1676.fipstwo,37023,f37023
2288.countytwo,Juniat ,Juniata 
1293.statevalue,IM,MI
1634.countytwo,iberty ,Liberty 
897.countytwo,Adtchison ,Atchison 
2531.county,Coce ,Cocke 
2148.statecounty,OiK_Bryan,OK_Bryan
2094.countytwo,Jeffersfon ,Jefferson 
1073.countytwo,Magofifn ,Magoffin 
2690.county,Fort Ben d,Fort Bend 
2901.county,Amhherst ,Amherst 
1499.fipstwo,f29p195,f29195
371.fipstwo,f08073,f12091
1578.county,oxubee ,Noxubee 
228.statevalue,CO,CA
1350.statecounty,NM_Isanti,MN_Isanti
2961.fipstwo,f51079,f51097
3081.statevalue,A,WA
853.county,artin ,Martin 
264.statecounty,AR_Lawrence,CO_Custer
1727.county,Mgoore ,Moore 
236.fipstwo,f05031,f06089
2273.fipstwo,f4k2037,f42037
884.county,Vanderburg h,Vanderburgh 
2464.countytwo,Codingbton ,Codington 
222.county,Palcer ,Placer 
2717.countytwo,Hempghill ,Hemphill 
1547.countytwo,Gerene ,Greene 
428.statefips,55,13
100.fips,2020.0,5007
3092.county,Burnet ,Burnett 
98.fips,1017.0,5003
2948.county,Gryason ,Grayson 
1025.fipstwo,2f1051,f21051
148.county,Hoonah-Angoon Census Area,Ouachita 
107.statefips,2.0,5
394.statevalue,hGA,GA
2525.statecounty,TNCarroll,TN_Carroll
507.statefips,77,13
2073.county,Dexfiance ,Defiance 
1320.countytwo,Wexfordm ,Wexford 
162.county,Aleutians West Census Area,Sevier 
1835.fipstwo,31035,f31035
1579.statecounty,MdS_Oktibbeha,MS_Oktibbeha
212.statevalue,wCA,CA
1406.county,right ,Wright 
109.fipstwo,f02090,f05025
1878.fipstwo,f31112,f31121
2563.statevalue,NT,TN
153.statecounty,AK_Dillingham Census Area,AR_Polk
2729.countytwo,Irio ,Irion 
655.statefips,97,19
222.statecounty,AK_Hoonah-Angoon Census Area,CA_Placer
611.statefips,58,19
1031.county,xElliott ,Elliott 
2940.countytwo,eFranklin ,Franklin 
307.statevalue,OC,CO
278.statefips,2.0,8
1630.fipstwo,f300g43,f30043
441.countytwo,Eamrly ,Early 
392.fips,2050.0,12133
1840.countytwo,Dawse ,Dawes 
239.statecounty,AL_Baldwin,CA_Solano
1256.countytwo,Clintno ,Clinton 
587.statefips,91,19
286.fips,2105.0,8071
180.county,Kenai Peninsula Borough,Gila 
355.statecounty,AK_Matanuska-Susitna Borough,FL_Indian River
123.fips,2070.0,5053
1521.fipstwo,f29272,f29227
2403.countytwo,Providnce ,Providence 
141.statecounty,AK_Dillingham Census Area,AR_Marion
566.statefips,113,19
910.fipstwo,f0031,f20031
210.fips,2020.0,6037
2636.countytwo,rBown ,Brown 
2611.statevalue,nTN,TN
308.statevalue,OC,CO
187.statevalue,AK,AZ
620.countytwo,Marionw ,Marion 
707.county,Calhou n,Calhoun 
944.statevalue,SK,KS
1311.countytwo,Sanilc ,Sanilac 
1399.statecounty,MNW_abasha,MN_Wabasha
2808.county,Rooberts ,Roberts 
3037.statevalue,T,VT
2737.fipstwo,f42851,f48251
227.fipstwo,f05115,f06071
42.county,Aleutians West Census Area,Clarke 
1470.statecounty,MO_Marjion,MO_Marion
2504.statecounty,SD_Robertus,SD_Roberts
1122.county,Asceqnsion Parish,Ascension Parish
269.fipstwo,f02090,f08037
1411.statevalue,O,MO
762.county,MDconough ,McDonough 
1825.countytwo,Byod ,Boyd 
1584.statecounty,MiS_Pontotoc,MS_Pontotoc
220.countytwo,Nevad ,Nevada 
44.fips,2105.0,1029
138.county,Denali Borough,Logan 
2756.fipstwo,fx48289,f48289
600.countytwo,Hrrison ,Harrison 
1205.statecounty,MD_eCcil,MD_Cecil
272.fips,5015.0,8043
2642.countytwo,aCmeron ,Cameron 
213.fips,2020.0,6043
1221.fipstwo,f2404u7,f24047
2396.county,Vieqeus Municipio,Vieques Municipio
26.statevalue,K,AK
1268.countytwo,Hughton ,Houghton 
2978.county,Motgomery ,Montgomery 
1266.county,rGatiot ,Gratiot 
100.county,Dillingham Census Area,Benton 
1554.statecounty,MS_Ixssaquena,MS_Issaquena
2911.county,Brunwick ,Brunswick 
1289.county,Maquette ,Marquette 
1448.fipstwo,29081,f29081
250.county,Haines Borough,Adams 
822.statevalue,N,IN
710.county,Champaignd ,Champaign 
3096.countytwo,Columbi a,Columbia 
1251.countytwo,Cas s,Cass 
116.statefips,2.0,5
901.countytwo,Brmown ,Brown 
384.fips,5015.0,12111
2341.statecounty,PR_Cialse Municipio,PR_Ciales Municipio
2887.fipstwo,f40941,f49041
335.statecounty,AK_Bristol Bay Borough,FL_Clay
606.statecounty,IA_Jackon,IA_Jackson
30.county,Juneau City and Borough,Autauga 
1831.statecounty,NrE_Cedar,NE_Cedar
17.fipstwo,f02122,f02180
118.fips,2070.0,5043
2743.county,Kenzt ,Kent 
1266.fipstwo,f26075,f26057
554.statecounty,HI_Hongolulu,HI_Honolulu
383.fips,2050.0,12109
973.fipstwo,fx20157,f20157
286.fipstwo,f05023,f08071
41.statevalue,L,AL
1742.county,Roeson ,Robeson 
133.fips,2013.0,5073
252.statefips,2.0,8
468.fipstwo,fa13153,f13153
1732.statecounty,uNC_Orange,NC_Orange
1258.statevalue,IM,MI
1342.fipstwo,f27s043,f27043
171.fipstwo,f02013,f05149
457.statevalue,A,GA
266.fips,2050.0,8031
1864.county,Howrad ,Howard 
72.fipstwo,f02110,f01085
1042.statecounty,KY_Graysno,KY_Grayson
1439.county,DeKlab ,DeKalb 
2343.statevalue,RP,PR
191.statefips,2.0,4
953.county,cPherson ,McPherson 
1435.fipstwo,29055,f29055
133.fipstwo,f01011,f05073
2810.statecounty,X_Rockwall,TX_Rockwall
2255.statevalue,PoA,PA
278.county,Heurfano ,Huerfano 
298.county,Juneau City and Borough,Phillips 
2895.fipstwo,f4957,f49057
476.county,Joens ,Jones 
2493.county,Marshnall ,Marshall 
178.fips,2060.0,4003
2844.fipstwo,f84465,f48465
2295.statevalue,zPA,PA
1414.countytwo,Baets ,Bates 
844.county,Kno x,Knox 
2193.statecounty,OKt_Noble,OK_Noble
1774.statecounty,ND_Cavaler,ND_Cavalier
2802.fipstwo,f48831,f48381
2296.statevalue,PtA,PA
621.statefips,39,19
2851.fipstwo,f48497,f48479
348.statecounty,AK_Aleutians West Census Area,FL_Hamilton
2750.statevalue,kTX,TX
2401.statevalue,IR,RI
2434.fipstwo,f4059,f45059
1788.fipstwo,f3d8047,f38047
1021.statevalue,Y,KY
3157.statecounty,WI_Wohod,WI_Wood
2098.county,Lickin g,Licking 
219.fipstwo,f02068,f06055
1491.statecounty,MO_Pok,MO_Polk
632.fipstwo,1f9149,f19149
771.statevalue,L,IL
447.countytwo,aFnnin ,Fannin 
543.statefips,48,13
1467.statecounty,M_Macon,MO_Macon
1915.statecounty,NH_Graftn,NH_Grafton
2004.countytwo,Delawarne ,Delaware 
233.statefips,2.0,6
199.statefips,2.0,6
1025.statevalue,KyY,KY
2992.countytwo,oquoson city,Poquoson city
2860.county,ise ,Wise 
1011.countytwo,Barcken ,Bracken 
291.fips,2020.0,8081
176.statecounty,AS_Swains Island,AS_Western District
1941.countytwo,Warrne ,Warren 
277.fips,2122.0,8053
1718.fipstwo,f3717,f37107
1084.statevalue,YK,KY
158.countytwo,Salinei ,Saline 
2176.fipstwo,40069,f40069
1971.statevalue,M,NM
1257.countytwo,Craford ,Crawford 
2471.fipstwo,ff46043,f46043
1973.countytwo,Unon ,Union 
185.statecounty,AK_Haines Borough,AZ_Mohave
2380.fipstwo,f2115,f72115
214.statefips,2.0,6
2500.fipstwo,f4101,f46101
446.statevalue,mGA,GA
1301.fipstwo,f26172,f26127
266.statecounty,AR_Greene,CO_Denver
280.fips,2050.0,8059
598.statefips,48,19
442.statefips,18,13
1482.statecounty,MO_Oregno,MO_Oregon
2510.county,Toodd ,Todd 
179.county,Denali Borough,Coconino 
954.countytwo,Mneade ,Meade 
70.fips,2198.0,1081
780.countytwo,Richlandn ,Richland 
229.fipstwo,f05067,f06075
2543.county,Giobson ,Gibson 
677.countytwo,Franlkin ,Franklin 
779.statecounty,IL_Randolhp,IL_Randolph
900.fipstwo,f20011***,f20011
1226.fipstwo,f23m009,f23009
300.statevalue,OC,CO
820.statevalue,IeN,IN
732.statecounty,IdL_Grundy,IL_Grundy
2880.statecounty,UT_Miljlard,UT_Millard
311.statevalue,pCO,CO
2640.countytwo,Calhuon ,Calhoun 
2455.fipstwo,f46101,f46011
1520.statecounty,MqO_Webster,MO_Webster
2302.statecounty,PA_orthampton,PA_Northampton
2067.countytwo,Cilnton ,Clinton 
976.county,Roks ,Rooks 
2219.statevalue,bOR,OR
171.county,Yel ,Yell 
814.countytwo,Clirnton ,Clinton 
616.statefips,45,19
2994.statevalue,AV,VA
173.county,Hoonah-Angoon Census Area,Manu'a District
436.countytwo,DKalb ,DeKalb 
2768.countytwo,Maso n,Mason 
2964.county,aLncaster ,Lancaster 
2523.fipstwo,f4h7013,f47013
1988.statecounty,NV_ershing,NV_Pershing
566.statecounty,IA_Bremver,IA_Bremer
1470.statevalue,OM,MO
2067.statevalue,OrH,OH
3145.statecounty,WI_St. Croxi,WI_St. Croix
3136.statevalue,WzI,WI
378.statecounty,AK_Yakutat City and Borough,FL_Polk
2108.statevalue,H,OH
819.countytwo,DeKalfb ,DeKalb 
170.statecounty,AL_Calhoun,AR_Woodruff
3193.countytwo,Pesndleton ,Pendleton 
1493.county,Putname ,Putnam 
895.fipstwo,f2001,f20001
2835.statevalue,XT,TX
2800.county,Presmidio ,Presidio 
169.fips,5099.0,5145
226.statefips,2.0,6
926.county,Goe ,Gove 
2526.fipstwo,f4709,f47019
510.countytwo,Quitmaqn ,Quitman 
408.fips,2013.0,13031
2139.fipstwo,39171,f39171
2462.fipstwo,46025,f46025
966.countytwo,Ottaw a,Ottawa 
2689.statevalue,kTX,TX
1761.county,Wilkesj ,Wilkes 
1788.statecounty,DN_Logan,ND_Logan
482.statefips,112,13
417.statecounty,AL_St. Clair,GA_Chatham
415.fips,1001.0,13047
273.fipstwo,f01007,f08045
2933.countytwo,Esse ,Essex 
139.statefips,2.0,5
120.statecounty,AR_Clay,AR_Franklin
135.fips,2060.0,5077
2187.county,Maye s,Mayes 
2016.countytwo,Lews ,Lewis 
1048.fipstwo,f2i1097,f21097
1223.statecounty,ME_Arostook,ME_Aroostook
1030.statevalue,YK,KY
2506.statecounty,S_DShannon,SD_Shannon
2706.statecounty,TX_Halhe,TX_Hale
1714.countytwo,Jackon ,Jackson 
1303.fipstwo,f2131,f26131
136.fips,2170.0,5079
1192.statevalue,AM,MA
1128.county,Caddo Parisoh,Caddo Parish
47.county,Anchorage Municipality,Conecuh 
262.statecounty,AL_Houston,CO_Costilla
411.statecounty,AK_Kodiak Island Borough,GA_Calhoun
324.statefips,83,10
2183.county,Lgoan ,Logan 
2963.countytwo,Kijng William ,King William 
465.county,Hartn ,Hart 
29.county,Haines Borough,Yukon-Koyukuk Census Area
2039.statevalue,Y,NY
2485.fipstwo,f4607m1,f46071
377.statecounty,AK_Valdez-Cordova Census Area,FL_Pinellas
1036.countytwo,Frlanklin ,Franklin 
1982.statevalue,VN,NV
340.statecounty,AK_Bristol Bay Borough,FL_Duval
2458.countytwo,uBffalo ,Buffalo 
1372.countytwo,Nicolle ,Nicollet 
2137.statevalue,HO,OH
2584.fipstwo,47135,f47135
650.county,Wayned ,Wayne 
1461.statevalue,O,MO
534.statefips,42,13
299.fipstwo,f02170,f08097
37.fips,2170.0,1015
267.county,Aleutians West Census Area,Dolores 
656.fipstwo,f1197,f19197
1631.statecounty,MTJudith Basin,MT_Judith Basin
1506.statevalue,hMO,MO
101.fips,2090.0,5009
2739.statecounty,TX_Kanes,TX_Karnes
469.statefips,43,13
1524.fipstwo,f69010,f69100
192.statecounty,AL_Lawrence,CA_Alameda
610.fipstwo,f91105,f19105
88.county,Kodiak Island Borough,St. Clair 
1380.statecounty,M_NPolk,MN_Polk
388.statecounty,AK_Lake and Peninsula Borough,FL_Union
1409.statecounty,O_Andrew,MO_Andrew
2271.fipstwo,f2033,f42033
57.statecounty,AR_Craighead,AL_Etowah
2293.statecounty,PA_Lehiugh,PA_Lehigh
1154.statevalue,AL,LA
176.fips,2016.0,60050
2482.statecounty,SD_Hguhes,SD_Hughes
315.fipstwo,f01015,f09003
1114.county,Wapshington ,Washington 
2548.county,Hamtblen ,Hamblen 
56.statevalue,AK,AL
42.fips,2198.0,1025
291.statefips,2.0,8
1349.statevalue,sMN,MN
472.statecounty,GA_Jef Davis,GA_Jeff Davis
2199.county,Ottaw a,Ottawa 
582.statecounty,IAb_Dallas,IA_Dallas
828.county,Gibsone ,Gibson 
725.county,fEfingham ,Effingham 
1913.countytwo,Cmheshire ,Cheshire 
2644.fipstwo,f48056,f48065
3152.fipstwo,f5131,f55131
3219.county,Fremon t,Fremont 
2523.statevalue,mTN,TN
611.countytwo,Kieokuk ,Keokuk 
25.fipstwo,f05027,f02261
638.statefips,87,19
346.county,Aleutians East Borough,Glades 
1339.statecounty,MN_Daota,MN_Dakota
3060.countytwo,Grays Hayrbor ,Grays Harbor 
1478.statecounty,MO_Morgna,MO_Morgan
337.fips,1037.0,12023
399.fipstwo,f06035,f13013
2253.county,Wheelzer ,Wheeler 
166.county,Anchorage Municipality,Union 
543.countytwo,ayne ,Wayne 
513.statefips,16,13
336.fipstwo,f02240,f12021
142.fipstwo,f02070,f05091
34.county,North Slope Borough,Blount 
190.county,Bristol Bay Borough,Yavapai 
2587.fipstwo,4f7141,f47141
215.county,Mercde ,Merced 
2057.countytwo,Ashtaula ,Ashtabula 
59.statecounty,AK_Anchorage Municipality,AL_Franklin
1829.countytwo,Butloer ,Butler 
840.statecounty,IN_Jya,IN_Jay
2319.countytwo,Wesmtoreland ,Westmoreland 
386.fips,2105.0,12121
395.fipstwo,f06077,f13005
843.countytwo,Johson ,Johnson 
2064.countytwo,Champagn ,Champaign 
1140.county,Franklin Pardish,Franklin Parish
354.statevalue,FrL,FL
615.statefips,25,19
190.fips,2090.0,4025
487.statevalue,sGA,GA
1431.statecounty,MO_Clasy,MO_Clay
230.statecounty,AK_Yakutat City and Borough,CA_San Joaquin
2652.fipstwo,f4881,f48081
1087.fipstwo,f1175,f21175
2183.statecounty,OK_Lgan,OK_Logan
1431.county,Cla ,Clay 
2166.statevalue,K,OK
