indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Perent of poverty level,5.0,5.3,200%-399%,2011-201y4,8.0,2-5 yaers,60.1,7.7,1.7,*
Obesity among children and adolescents aged 2-19 years,2-5 years,98.0,"Percent of population, crude",1,Percent of apoverty level,49.0,5.3,200%-399%,2013-2016,9.0,2-5 years,13.1,10.4,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,100.0,"Percent of population, crude",0,Percent of poverty level,65.0,5.3,200%-399%,2015-2018,10.0,2-5 years,88.1,12.7,1.8,-
Obesity among children and adolescents ged 2-19 years,2-5 years,93.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,1988-1994,34.0,2-5 years,90.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,12.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,1999-2002,28.0,2-5 years,34.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty elvel,5.0,5.4,400% or more,200q1-2004,3.0,2p-5 years,100.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percen of poverty level,5.0,5.4,400% or more,200-2006,4.0,2-5 yaers,94.1,10.0,2.9,*
Obesity among children and adolescents aged 2-19 years,2-5 years,51.0,"Percent of populatin, crude",1,Perecnt of poverty level,37.0,5.4,400% or more,2005-2080,5.0,2-5 years,95.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,80.0,"Percent of population, crude",1,Percent of poverty level,101.0,5.4,400% or more,2007-210,6.0,2-5 years,31.1,5.8,1.5,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percet of population, crude",1,Percent of poverty level,5.0,5.4,400% or more,2009-2012,7.0,2- years,10.1,5.0,1.3,*
Obesity among children and adolescents aged 2-19 years,2-5 yeras,2.0,"Percent of population, crude",1,Percent of poverty lvel,49.0,5.4,400% or more,2011-2014,8.0,-25 years,28.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Peercent of poverty level,69.0,5.4,400% or more,2013-016,9.0,2-5 yaers,82.1,8.2,2.3,-
Obesity aong children and adolescents aged 2-19 years,2-5 years,35.0,"Percent of population, crude",1,Perecnt of poverty level,5.0,5.4,400% or more,2015-2018,10.0,2-5 years,85.1,6.6,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3.0,"Percent of population, crude",1,Sex,21.0,13.1,Male,1988-1994,65.0,6-11 years,0.2,11.6,1.3,-
Obesity among children and adolescents aged 2-19 years,6-11 yeas,3.0,"Percent of population, crude",0,Sex,89.0,81.1,Male,1999-2002,35.0,6-11 years,0.2,16.9,1.4,-
Odbesity among children and adolescents aged 2-19 years,6-11 years,3.0,"Percent of population, crude",0,eSx,1.0,92.1,Male,200-2004,3.0,6-11 years,0.2,18.7,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yaers,3.0,"Percent of population, crude",1,Sex,93.0,36.1,Male,20u03-2006,4.0,6-11 years,75.2,18.0,1.7,-
Obesity among children and adolesecnts aged 2-19 years,6-11 years,3.0,"Percent of population, crude",1,Snex,1.0,60.1,Male,2005-2008,5.0,6-11 years,27.2,18.7,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 yehars,3.0,"Percent of population, crude",1,Sex,35.0,81.1,Male,007-2010,6.0,6-11 years,3.2,20.7,0.9,-
Obesity among children and adolescents aged 2-19 years,6-11 years,13.0,"Percent of population, crude",1,Sex,33.0,35.1,Male,2009-2012,7.0,6-11 years,72.2,18.3,1.1,k-
Obesity among children and adolescents aged 2-19 years,-11 years,3.0,"Percent of population, crude",1,Sex,84.0,17.1,Male,2011-2014,8.0,6-11 years,69.2,17.6,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11y ears,4.0,"Percent of population, crude",1,Sex,29.0,97.1,Male,2013-2016,9.0,6-11 years,0.2,19.6,1.6,***
Obesity among children and adolescents aged 2-19 years,6-11 years,3.0,"Percent of population, crude",1,rSex,1.0,19.1,Male,2015-2018,10.0,6-11 years,19.2,20.9,1.6,-
Obesity among children and adolescents aged 2-19 years,6-1f1 years,3.0,"Percent of population, crude",1,Sex,87.0,1.2,Female,1988-1994,57.0,6-11 years,0.2,11.0,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11y ears,3.0,"Percent of populationn, crude",1,Sex,34.0,89.2,Female,1999-2002,20.0,6-11 years,59.2,14.7,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 yeares,3.0,"Percent of population, crude",0,Sex,92.0,82.2,Female,2001-204,3.0,6-11 years,82.2,16.3,1.4,l-
Obesity among children and adoescents aged 2-19 years,6-11 years***,77.0,"Percent of population, crude",1,Sex,41.0,36.2,Female,2003-2006,4.0,6-11 years,15.2,15.8,1.4,-
Obesity among children and adolescents aged -19 years,6-11 yefars,3.0,"Percent of population, crude",1,Sex,10.0,70.2,Female,200-52008,5.0,6-11 years,48.2,16.0,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 yeras,3.0,"Percent of population, crude",1,ex,1.0,67.2,Female,2007-2010,6.0,6-11 years,32.2,16.9,1.1,-
Obesity among children and adolescents aged 2-19 years,6-11y ears,3.0,"Percent of population, crude",1,Sex,76.0,92.2,Female,2009-2012,7.0,6-11 years,92.2,17.4,1.0,b-
Obesity among children and adolescents aged 2-19 years,-11 years,3.0,"Percent of population, crude",1,Sex,95.0,1.2,Female,2011-2014,8.0,6-11 years,94.2,17.5,1.3,-
Obesity among children and adolescents aged 2-19 years,6-11y ears,3.0,"Percent of population, crude",1,Sex,12.0,31.2,Female,2013-2016,9.0,6-11 years,64.2,16.1,1.3,-
Obesity among children and adolescents aged 2-19 years,6-11 yers,3.0,"Percent of population, crude",1,Sex,76.0,73.2,Female,2015-2018,10.0,6-11 years,35.2,17.7,1.4,-
Obesity among children and adolescents aged 2-19 years,6-1 years,3.0,"Percent of population, crude",1,Age,2.0,2.2,6-11 years,1988-1994,45.0,6-11 years,40.2,11.3,1.0,-
Obesity among children and adolescents aged 2-19 years,e6-11 years,35.0,"Percent of population, crudee",0,Age,2.0,96.2,6-11 years,1999-2002,63.0,6-11 years,77.2,15.9,1.1,-
Obesity among children and adolescents aged 2-19 years,6-11 yearws,3.0,"Percent of populvation, crude",1,Age,2.0,2.2,6-11 years,2001-2004,33.0,6-11 years,40.2,17.5,1.1,-
Obesity among children and adolescents aged 2-19 years,6-1 years,3.0,"Percent of popuclation, crude",1,Age,69.0,2.2,6-11 years,2003-2w006,4.0,6-11 years,55.2,17.0,1.3,-
Obesity among children and aadolescents aged 2-19 years,6-11years,3.0,"Percent of population, crude",1,Age,90.0,52.2,6-11 years,2005-008,5.0,6-11 years,55.2,17.4,1.2,-
Obesity among children and adolescents aged 2-19 years,-11 years,3.0,"Percent of population, crude",1,Aeg,43.0,59.2,6-11 years,007-2010,6.0,6-11 yars,46.2,18.8,0.7,-
Obesity among children and adolescents aged 2-19 years,6-n11 years,3.0,"Percent of population, crude",1,Aeg,65.0,2.2,6-11 years,2009-2012,7.0,6-11 years,17.2,17.9,0.9,-
Obesity among children and adolesceints aged 2-19 years,6-11y ears,3.0,"Percent of population, crude",1,Agoe,2.0,61.2,6-11 years,2011-2014,8.0,6-11 years,87.2,17.5,1.2,-
Obesity among children and adolescents aged 2-19 years,6-1 years,57.0,"Percent of population, crude",1,ge,64.0,2.2,6-11 years,2013-2016,9.0,6-11 years,39.2,17.9,1.2,-
Obesity among hildren and adolescents aged 2-19 years,6-11years,3.0,"Percent of population, crude",1,ge,90.0,28.2,6-11 years,2015-2018,10.0,6-11 years,97.2,19.3,1.2,-
Obesity among children and adolescents aged 2-19 years,s6-11 years,3.0,"Percent of population, crude",1,Race and Hispanic origin,81.0,102.11,Not Hispanic or Latino: White only,1988-1994,5.0,6-11 years,0.2,10.2,1.4,***
Obesity among children and adolescents aged 2-19 years,6-11v years,3.0,"Percent of opulation, crude",1,Race and Hispanic origin,91.0,91.11,Not Hispanic or Latino: White only,1999-2002,11.0,6-11 years,87.2,13.6,1.5,-
Obesity among childen and adolescents aged 2-19 years,6-11 yeasr,35.0,"Percent of population, crude",1,Race and Hispanic origin,45.0,57.11,Not Hispanic or Latino: White only,2001-2004,3.0,6-11 years,84.2,16.3,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11 yeas,3.0,"Percent of popuation, crude",1,Race and Hispanic origin,80.0,11.11,Not Hispanic or Latino: White only,2003-2006,4.0,6-11 years,51.2,15.0,1.9,***
Obesity among children and adolescents aged 2-19 years,6-11 ears,3.0,"Percent of population, crude",1,Race and Hispanic origin,90.0,56.11,Not Hispanic or Latino: White only,2005-2008,5.0,6-11h years,41.2,15.6,1.9,-
Obesity among children and adolescents aged 2-19 years,v6-11 years,3.0,"Percent of population, crude",1,Race and Hispanic origin,78.0,28.11,Not Hispanic or Latino: White only,2007-2010,6.0,6-11 years,93.2,16.4,1.2,-
Obesity among children and adolescents aged 2-19 years,6-v11 years,3.0,"Percengt of population, crude",1,Race and Hispanic origin,30.0,66.11,Not Hispanic or Latino: White only,209-2012,7.0,6-11 years,94.2,13.5,1.7,-
Obesity among children and adolescents aged 2-19 years,6-11y ears,3.0,"Percent of population, crude",1,Race and Hispanic origin,10.0,48.11,Not Hispanic or Latino: White only,2011-2041,8.0,6-11 years,17.2,13.6,2.0,-
Obesity among children and adolescents aged 2-19 years,6-1 1years,3.0,"Percent of population, crude",0,Race and Hispanic origin,61.0,54.11,Not Hispanic or Latino: White only,2013-2016,9.0,6-11 years,28.2,14.0,1.4,-
Obesity among children and adoolescents aged 2-19 years,6-11 yeasr,3.0,"Percent of population, crude",1,Race and Hispanic origin,62.0,11.11,Not Hispanic or Latino: White only,2015-2018,10.0,6-11 years,0.2,15.5,1.6,-
Obesity among children and adolescents aged 2-19 years,6-11 yetars,3.0,"Percent of population, crude",1,rRace and Hispanic origin,3.0,3.12,Not Hispanic or Latino: Black or African American only,1988-1994,32.0,6-11 years,25.2,14.6,0.9,***
Obesity among children and adolescents aged 2-19 years,6-11 eyars,3.0,"Percent of population, crude",1,Race and Hispanic origin,7.0,25.12,Not Hispanic or Latino: Black or African American only,1999-2002,23.0,6-11 years,77.2,19.8,1.4,
Obesity amongchildren and adolescents aged 2-19 years,6-11 yeaxrs,3.0,"Percent of population, crude",1,Race and Hispanic origin,29.0,3.12,Not Hispanic or Latino: Black or African American only,2001-2004,45.0,6-11 years,9.2,20.9,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 ears,3.0,"Percent of population, rude",1,Race and Hispanic origin,53.0,3.12,Not Hispanic or Latino: Black or African American only,003-2006,4.0,6-11 years,100.2,21.3,1.8,g-
Obesity among children and adolescents aged 2-19 years,6-11 years,3.0,"Percent of population, crude",1,Race and Hispanic origin,71.0,83.12,Not Hispanic or Latino: Black or African American only,205-2008,5.0,6-11 years,63.2,20.0,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11 yars,3.0,"Percent of population, crude",1,Race and Hispanic origin,47.0,50.12,Not Hispanic or Latino: Black or African American only,2007-2010,6.0,6-11 years,73.2,23.9,2.2,-
Obesity among children and adolescents aged 2-19 years,6-11 yeasr,3.0,"Percent of population, crude",1,Race and Hispanic origin,52.0,64.12,Not Hispanic or Latino: Black or African American only,2009-2012,7.0,6-11 years,26.2,26.1,2.2,-
Obesity among children and adolescents aged 2-19 years,6-1c1 years,70.0,"Percent of population, crude",1,Race and Hispanic origin,49.0,76.12,Not Hispanic or Latino: Black or African American only,2011-w2014,8.0,6-11 years,64.2,21.4,2.0,q-
Obesity among children and adolescents aged 2-19 years,6-11y ears,3.0,"Percent of populatioxn, crude",1,Race and Hispanic origin,85.0,90.12,Not Hispanic or Latino: Black or African American only,2013-2016,9.0,6-11 years,38.2,19.8,1.6,-
Obesity among children and adolescents aged 2-19 years,6-1e1 years,3.0,"Percent of population, crude",1,Race and Hispanic origin,27.0,97.12,Not Hispanic or Latino: Black or African American only,2015-2018,10.0,6-11 yearps,58.2,22.7,2.1,i-
Obesity among children and adolescents aged 2-19 years,6-1p1 years,3.0,"Percent of population, crude",1,Race and Hispanic origin,99.0,27.13,Not Hispanic or Latino: Asian only,1988-1994,53.0,6-11 years,42.2,17.9,1.4,-
Obesity among chilydren and adolescents aged 2-19 years,6-11 yeras,3.0,"Percent of population, crude",1,Race and Hispanic origin,69.0,3.13,Not Hispanic or Latino: Asian only,1999-2002,2.0,6-11 years,56.2,17.9,1.4,-
Obesity among childern and adolescents aged 2-19 years,6-11 yeras,3.0,"Percent of population, crude",1,Race and Hispanic origin,77.0,41.13,Not Hispanic or Latino: Asian only,001-2004,3.0,6-11 years,29.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yqears,23.0,"Perecnt of population, crude",1,Race and Hispanic origin,101.0,72.13,Not Hispanic or Latino: Asian only,2003-2006,4.0,6-11 years,37.2,17.9,1.4,***
Obesity among children and adolescents aged 2-19 years,6-11 yearps,3.0,"Percent of population, crude",1,Race and Hispanic origin,89.0,48.13,Not Hispanic or Latino: Asian only,205-2008,5.0,6-11 years,84.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 eyars,38.0,"Percent of population, crude",0,Race and Hispanic origin,83.0,3.13,Not Hispanic orL atino: Asian only,2007-2100,6.0,6-11 years,47.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yaers,3.0,"Percent of population, crude",1,Race and Hispanic origin,56.0,103.13,Not Hispanic or Latino: Asian only,2009-2012,7.0,6-11 years,91.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yars,3.0,"Percent of population, crude",0,Race and Hispanic origin,77.0,3.13,Not Hispanic or Latino: Asian only,2011-2014,8.0,6-11 yeas,45.2,9.8,2.0,*
Obesity among children and adolescents aged 2-19 years,6-11 ears,3.0,"Percent of population, crude",1,Race and Hispanic origin,57.0,51.13,Not Hispanic or Latino: Asian only,2013-2016,9.0,6-11 years,59.2,12.9,2.9,-
Obesity among children and adolescents aged 2-19 years,6-11 yars,3.0,"Percent of population, crude",1,Race and Hispanic origin,77.0,3.13,Not Hispanic or Latino: Asian only,20y15-2018,10.0,6-11 years,54.2,10.3,2.8,-
Obesity among children and adolescents aged 2-19 years,6-1 1years,3.0,"Percent of population, crude",1,Rac and Hispanic origin,3.0,3.21,Hispanic or Latino: All races,1988-1994,78.0,6-11 years,86.2,17.9,1.4,***
Obesity among children and adolescents aged 2-19 yeas,6-11 yeaurs,3.0,"Percent of population, crude",1,Race and Hispanic origin,7.0,3.21,Hispanic or Latino: All races,1999-2002,13.0,6-11 years,48.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,m6-11 years,3.0,"Percent of population, crude",1,Race and Hispanic roigin,3.0,3.21,Hispanic or Latino: All races,200m1-2004,3.0,6-11 years,67.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-1d1 years,3.0,"Percent of population, crude",1,Race nd Hispanic origin,3.0,3.21,Hispanic or Latino: All races,2003-200l6,4.0,6-11 years,38.2,17.9,1.4,-
Obesity asmong children and adolescents aged 2-19 years,6-11 yeas,8.0,"Percent of population, crude",1,gRace and Hispanic origin,3.0,3.21,Hispanic or Latino: All races,005-2008,5.0,6-11 years,92.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,d6-11 years,75.0,"Percent of population, crude",1,Race and Hspanic origin,3.0,3.21,Hispanic or Latino: All races,2007-2010,6.0,6-11 years,4.2,23.8,1.2,-
Obesity among children and adolescents aged 2-19 yars,6-11 yeasr,3.0,"Percent of population, crude",1,Raceand Hispanic origin,3.0,3.21,Hispanic or Latino: All races,2009-2012,7.0,6-11 years,1.2,24.4,1.1,y-
Obesity among children and adolescents aged 2-19 years,6j-11 years,3.0,"Percent of population, crude",1,Race and Hispanic ohrigin,3.0,3.21,Hispanic or Latino: All races,2011-2014,8.0,6-11 years,74.2,25.0,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yeas,103.0,"Percent of population, crude",0,Race and Hispanic orilgin,3.0,3.21,Hispanic or Latino: All races,2013-016,9.0,6-11 years,0.2,25.3,1.5,-
Obesity among children and adolescents aged 2-19 years,6-11 yearks,3.0,"Percent of population, crude",1,Race and Hispani origin,3.0,3.21,Hispanic or Latino: All races,2015-2018,10.0,6-11 years,99.2,26.6,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 yefars,3.0,"Percent of population, crude",1,Race and Hispanic origni,3.0,3.22,Hispanic or Latino: Mexican: All races,1988-1994,99.0,6-11 yeasr,77.2,16.4,2.0,-
Obesiwty among children and adolescents aged 2-19 years,6-11 years,36.0,"Percent of population, crude",1,Race and Hispnic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,1999-2002,101.0,6-11 years,76.2,21.8,1.7,-
Obesity among children and adolescents aged 2-19 years,-11 years,3.0,"Percent of population, crude",1,Race and Hispanic orgiin,3.0,3.22,Hispanic or Latino: Mexican: All races,2001z-2004,3.0,6-11 years,43.2,21.3,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 yekars,3.0,"Percent zof population, crude",1,Race and Hispanic origin,66.0,3.22,Hispanic or Latino: Mexican: All races,2003-2006,4.0,6-11 years,33.2,23.7,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11y ears,71.0,"Percent of population, crude",1,Race and Hispanic origcin,3.0,3.22,Hispanic or Latino: Mexican: All races,2005-0208,5.0,6-11 years,81.2,24.9,2.0,
Obesity among children and adolescents aged 2-19 years,6-11 years***,3.0,"Percent of population, crude",1,Racea nd Hispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2007-2010,6.0,6-11 years,32.2,23.3,1.6,-
Obesity among children and adoleiscents aged 2-19 years,6-1 1years,3.0,"Percent of population, crude",1,Race and dHispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2009-2012,7.0,6-11 years,9.2,24.0,1.4,a-
Obesity among children and adolescents aged 2-19 years,6-11 yeasr,3.0,"Percent of population, crude",0,Race and Hispanicorigin,3.0,3.22,Hispanic or Latino: Mexican: All races,2011-2014,8.0,6-11 years,82.2,25.3,1.7,-
Obesity among children and adolescents aged 2-19 years,6-1 years,3.0,"Percent of population, crude",1,Race an Hispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2013-2016,9.0,6-11 years,47.2,27.0,1.9,
Obesity among children and adolescents aged 2-19 years,611 years,20.0,"Percent of population, crude",1,Race andH ispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2015-2018,10.0,6-11 years,24.2,28.2,2.4,-
Obesity among children and adolescents aged 2-19 years,6-11 yaers,3.0,"Percent of population, crude",1,Sex nd race and Hispanic origin,4.0,68.1,Male: Not Hispanic or Latino: Black or African America,1988-1994,6.0,6-11 years,65.2,12.3,1.4,-
Oebsity among children and adolescents aged 2-19 years,6-1 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,25.1,Male: Not Hispanic or Latino: Black or African America,1999-2002,61.0,6-11 years,22.2,17.0,1.5,-
Obesity among children and adolescents aged 2-19 yearms,6-k11 years,3.0,"Percent of population, crude",1,Sex and race and Hispani origin,4.0,70.1,Male: Not Hispanic or Latino: Black or African America,2001-2004,3.0,6-11 years***,48.2,17.2,1.7,-
Obesity among children and adolescents aged 2-19 years,6-1 1years,3.0,"Percent of population, crude",1,Sex and race and Hispanic rigin,4.0,4.1,Male: Not Hispanic or Latino: Black or African America,2003-0206,4.0,6-11 years,0.2,18.6,2.6,-
Obesity among children and adolescents aged 2-19 years,6-11years,52.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,1.1,Male: Not Hispanic or Latino: Black or African America,f2005-2008,5.0,6-11 years,83.2,18.7,2.7,-
Obesity among children and adolescents aged 2-19 years,r6-11 years,29.0,"Percent of population, crude",1,ex and race and Hispanic origin,4.0,73.1,Male: Not Hispanic or Latino: Black or African America,2007-2010,6.0,6-11 years,53.2,23.3,3.3,-
Obesity among children and adolescents aged 2-19 years,6-11 yeras,3.0,"Percent of population, crude",1,Sex and race and Hispanic rigin,4.0,33.1,Male: Not Hispanic or Latino: Black or African America,2009-2012,7.0,6-11 years,85.2,27.6,3.3,-
Obesity among children and adolescents aged 2-19 years,-11 years,3.0,"Percent of population, crude",0,Sex and race and Hispanic orign,4.0,13.1,Male: Not Hispanic or Latino: Black or African America,2011-2014,8.0,6-11 years,94.2,21.2,2.3,-
Obesity among children and adolescents aged 2-19 years,6-11 yeas,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,41.1,Male: Not Hispanic or Latino: Black or African America,2013-2016,9.0,6-11 years,86.2,15.5,1.8,-
Obesity among children and adolescents aged 2-19 years,6s-11 years,3.0,"Percent of population, crude",1,ex and race and Hispanic origin,4.0,34.1,Male: Not Hispanic or Latino: Black or African America,2015-2018,10.0,6-11 years,13.2,18.3,2.5,-
Obesity among children and adolescentsq aged 2-19 years,6-11 ymears,3.0,"Percent of population, crude",1,Sex and race and Hisanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,1988-1994,94.0,6-11 years,66.2,10.7,2.0,-
Obesity among children and adolescents aged 2-19 years,6-11years,3.0,"Percent of population, crude",1,Skex and race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White oly,1999-2002,64.0,6-11 years,15.2,14.0,1.5,
Obesity among chqildren and adolescents aged 2-19 years,6-11 years,35.0,"Percent of population, crude",1,Sex and race and Hispanci origin,4.0,4.111,Male Not Hispanic or Latino: White only,2001-0204,3.0,6-11 years,7.2,16.9,2.3,-
Obesity among children and adolescents aged 2-19 years,6e-11 years,86.0,"Percent of population, crude",1,Sexand race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,2a003-2006,4.0,6-11 years,63.2,15.5,2.8,-
Obesity among children and adolescents aged 2-19 years,6-y11 years,3.0,"Percent of population, crude",1,ex and race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,2005-2080,5.0,6-11 years,87.2,16.5,2.2,***
Obesity among children and adolescents aged 2-19 years,6-11 yearrs,61.0,"Percent of population, crude",1,Sex and race and Hispanic oirgin,4.0,4.111,Male: Not Hispanic ojr Latino: White only,2007-2010,6.0,6-11 years,92.2,18.6,1.5,-
Obesity among children and adolescents aged 2-19 years,6-1 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.111,Male: Not Hispanic orLatino: White only,209-2012,7.0,6-11 years,28.2,12.9,1.8,-
Obesity among children and adolescents aged 2-19 years,6-11 eyars,43.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,2011-2041,8.0,6-11 years,32.2,13.0,2.1,-
Obesity among children and adolescents aged 2-19 years,6-11 yeares,3.0,"Percent of population, crude",0,Sex and race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,20132016,9.0,6-11 years,59.2,17.3,2.0,-
Obesity among children and adolescents ageod 2-19 years,6-11 yeras,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,215-2018,10.0,6-11 years,85.2,18.3,2.3,-
Obesity among children and adolescents aged 2-19 years,6-11 years,3.0,"Percent of population, crude",1,Sex and race and Hispranic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,1988-1994,77.0,6-11 years,19.2,17.9,1.4,***
Obesity among children and adolescents aged 2-19 years,6-1 years,44.0,"Percent of population, crude",1,Sex and race and Hispani origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,1999-2002,44.0,6-11 years,37.2,17.9,1.4,-
Obesity among chidlren and adolescents aged 2-19 years,6-11 yeas,3.0,"Percent of population, crude",1,Sex and race and Hispanico rigin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2001-2004,34.0,6-11 years,47.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,-611 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,200a3-2006,4.0,6-11 years,89.2,17.9,1.4,
Obesity among children and adolescents aged 2-19 years,6-11 yers,3.0,"Percent of population, crude",1,Sex and race and Hispanico rigin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,200-2008,5.0,6-11 years,91.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,-11 years,3.0,"Percent of population, crude",1,Sex and race and Hispainc origin,4.0,4.113,Male: Not ispanic or Latino: Asian only,2007-2010,6.0,6-11 ears,60.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 years***,3.0,"Percent of population, cyrude",1,Sex and race and Hispanic orgin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2009-202,7.0,6-11 years,40.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-1 1years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2011-2014,8.0,6-11 yaers,35.2,14.7,3.6,*
Obesity among children and adolescents aged 2-19 years,6-11 yeasr,3.0,"Perceent of population, crude",1,Sex and raace and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2013-2016,9.0,6-11 years,81.2,17.9,1.4,*
Obesity amogn children and adolescents aged 2-19 years,6-1f1 years,3.0,"Percent of population, crude",1,Sex and rcae and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2015-2018,10.0,6-11 years,52.2,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,611 years,3.0,"Percent of populatio, crude",1,Sex and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,1988-1994,98.0,6-11 years,3.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11years,3.0,"Percent of population, crude",1,Sex and race nd Hispanic origin,4.0,4.121,ale: Hispanic or Latino: All races,1999-2002,19.0,6-11 yehars,79.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-1y1 years,3.0,"Percent of population, crude",0,Sex and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2001-0204,3.0,6-11 years,96.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,6-11 wyears,3.0,"Percent of population, crude",1,Sex and race and ispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2w003-2006,4.0,6-11 years,19.2,17.9,1.4,-
Obesity among chidren and adolescents aged 2-19 years,6-11 yeasr,3.0,"Percent of population, crude",1,Sex and race and ispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,005-2008,5.0,6-11 years,14.2,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,-611 years,3.0,"Percentg of population, crude",1,Sexand race and Hispanic origin,4.0,4.121,ale: Hispanic or Latino: All races,2070-2010,6.0,6-11 years,15.2,26.0,1.4,-
Obesity among children and adolescents aged 2-19 years,-611 years,63.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.121,Malne: Hispanic or Latino: All races,2009-2012,7.0,6-11 years,9.2,26.4,1.9,-
Obesity among children and adolescents aged 2-19 years,-611 years,3.0,"Percent of population, crude",1,Sex and race and Hispaic origin,4.0,4.121,Male: Hispanic or Latino: All races,2011-2014,8.0,6-11 years,20.2,25.8,2.5,-
Obesity among children and adolescents aged 2-19 years,6-11 yeajrs,11.0,Percent of population crude,1,ex and race and Hispanic origin,4.0,4.121,Male: Hispanic ro Latino: All races,2013-2016,9.0,6-11 years,29.2,26.1,3.1,-
