fullstreetname,streetname,streettype,postdirection
NAPOLEON ST,NAPOLEON,mST,NORTH
NATICK ST,NATvICK,ST,NORTH
NATOMA ST,NATOMA,ST,NORTH
NAUMAN RD,NAUMAN,RD,NROTH
NAUTILUS DR,NATILUS,DR,zNORTH
NAVvAJO AVE,NAVAJO,AVE,ORTH
NAVY RD,NAVY,DR,NORTH
NAYLOR ST,NAYLOR,T,NORTH
NEBRASKA ST,NEBRASKA,T,NORTcH
NELLIE ST,NELLIE,T,NORTH
NELSON AVE,qNELSON,AVE,NORTH
zNELSON RISING LN,NELSON RIISNG,LN,NORTH
NEPTUNE ST,NEPTUNE,T,NORTH
NEVADA ST,NEVADA,ST,NORTH
NEW MONTGOMERY ST,NEW MONTGOMERY,SsT,NpORTH
NEWBURG ST,NWEBURG,TS,NORTH
NEWCOMB AqVE,NEWCOMB,AVE,NORTH
NEELL ST,NEWELL,ST,ORTH
NEWHALL ST***,NEWHALL,TS,NORTH
NEWMAN ST,NEWMAN,ST,NORHT
NEWTON ST,EWTON,ST,NORToH
NEY ST,NEY,SeT,NORTH
NIAGARA AVE,NIAGARA,AVE,NORTH
NIANTIC AVE,NIANTIC,AVE,NORTH
NIBBI CT,NIBBI,CdT,NRTH
NICHOLS WAY,NICHOLS,WY,NORTH
NIDO AE,NIaDO,AVE,NOpRTH
NIMITZ AEV,NIMITZ,AEV,NORTH
NIMyITZ DR,NIMITZ,DR,NORTH
NIMITZ jLN,NIMITsZ,NL,NORTH
NOB HILtL PL,NOB HILL,PL,ONRTH
ONBLES ALY,NBOLES,ALY,NORTH
NOE ST,NOE,ST,NORTH
ORDHOFF ST,NORDHOFF,ST,NORTH
NOROFLK ST,NORFOLK,TS,NOTH
NORIEGA ST,NORIEGA,SdT,ORTH
NORMANDIE TER,NORMANDIyE,TER,ORTH
NORHT DR,NORTH,DR,NORTH
ORTH 15TH AVE,NORTH 15TH,VE,NOTH
NORTH GATE RD,NRTH GATE,D,NRTH
uNORTH HUGHES LN,NORTHHUGHES,LN,NORHT
NORTH POINT ST,NORTH POINT,ST,NOoRTH
ORTH VAN HORN LN,NORTH VA HORN,LN,NORTH
wNORTH VIEW CT,NORTH VIEW,TC,NORHT
NORTHGATE DR,NORTHGATE,DR,NORTH
NORTHPOINT DR,NORHPOINT,DR,NxORTH
NOTRHRIDGE RD,NORTHRIDGE,RD,NORTH
NORTHWOOD R,NORTHWOOD,DR,NRTH
NORTON ST,NOtRTON,ST,NmORTH
NORWICH ST,NORWICH,SqT,dNORTH
NOTTINGHAMP L,NOTTINGHqAM,LP,NORTH
NUEVA AVE,NUEAV,AVE,ONRTH
OAK ST,OAK,ST,NORTH
AOK ACCESS RD,OAK ACCESS,RD,NORTH
OAK GROVE ST,OAK GROVE,ST,NORTH
OAK PARK DR,OA PARK,DR,NOTRH
OAKDALE AVE,OKADALE,AVE,NORTH
OAKHURwST LN,OAKHURST,NL,NORTH
OAKWOOD ST,OAKOOD,ST,NORTH
OCEAN AVE,OCEAN,AVE,NORTH
OCEANVIEW TaER,OCEANIVEW,TER,zNORTH
OCTAVIA ST,OCTAVIA,ST,NORTH
OFARRELL ST,OFARRELL,TS,NORTH
tOGDEN AVE,OGDEN,AEV,NORTH
OHLONE WAY,OHvLONE,WAY,NORTH
OLD CHINATOWN NL,OLnD CHINATOWN,NL,NORTH
OLD MASON ST,OLD MASON,ST,oNORTH
OLIVE ST,OLIVE,ST,NORTH
OLIVER ST,OLIVER,ST,NORH
OLMSTEAD ST,OLMSTEAD,lST,NORTH
OLNEY AVE,OLNEY,AEV,NRTH
OLORAN AVE,OLOtRAN,AVE,NORTH
OLYMsPIA WAY,OLYMPIiA,WAY,NORTH
OLYMPIC COUNTRY LUB RD,OLYMPIC COUNTRY CLUB,DR,NROTH
OMA WAY,OMAR,WAY,NORTH
ONEIDA AVE,ONEIDA,AVE,NOmRTH
ONQUE LN,ONQUE,LN,NORTH
ONONDAGA AVE,ONONDAGA,VE,NORTH
OPAL PL,OPAL,L,NORTH
OPAOL LN,OPALO,LN,NhORTH
OPHIR ALY,OPHIR,AY,NORTH
ORA WAY,ORA,WAY,ORTH
ORANGE ALY,ORANGE,ALY,NORTH
ORBNE PL,ORBEN,PL,NORTH
ORD CT,ORD,CT,NORTH
ORDS T,ORD,nST,NORaTH
RODWAY ST,ORWDAY,ST,NORHT
OREILLY AVE,REILLY,AVE,NORH
ORIOLE WAY,OfRIOLE,WAY,NORTH
ORIZABA AVE,ORZABA,hAVE,NOgRTH
OSI CIR,OlRSI,CIR,NORTH
ORTEGA ST,ORTEGA,ST,NORTH
ORTEGA WAY,ORTEGA,WYA,NOTH
OSAGE ALY,OSAGE,AYL,NORTH
OSCAR ALY,OSCRA,ALY,NORpTH
OSCEOLA LN,SCEOLA,LN,NORTH
OSGOO PL,OSGOOD,PlL,NtORTH
OSHAUGNHESSY BLVD,OSHAUGHNESSY,BLVD,NhORTH
OTEGxA AVE,OEGA,VE,ORTH
oOTIS ST,OTS,ST,NORTH
OTSEGO AVE,OTSEGO,VAE,NORTH
OTTAWA VAE,OTTAA,AVE,NORH
OTTER COVE TER,OTTER COE,TER,ONRTH
OVERLOOK DR,OERLOOK,DR,NORTH
OWEN ST,OWEN,SgT,NORTH
OWENS ST,OWENS,ST,NORHT
OXFORD SpT,OXFORD,ST,NORTH
OZBOURN TC,OZBOURN,CT,NORTH
PACHECO ST,PACHECO,ST,NORTH
PACIFIC AVE,PAsCIFIC,AVE,NORTH
PAGE ST,PAGE,TS,NORTH
PAGODA PL,PAGODA,PL,NORTH
PALM AVE,PALM,AiVE,NORTH
PAxLMETTO AVE,ALMETTO,AqVE,NORTH
PALO ALTO AVE,PALO ALTO,AgVE,NnORTH
PArLOMA AVE,PALOAM,AVE,NORTH
PALOS PL,PALOS,PL,NRTH
PALOU AVE,PALOU,AVgE,ORTH
PANAMA ST,PANAMA,ST,NORTH
PAONRAMA DR,PANORAMA,DR,NORTH
PARADISE AVE,PARADISE,VE,NOTRH
PtARAISO PL,PARIASO,PL,NORTH
PARAMOUNT TER,PARAMOUNT,TR,NORTH
PARIS ST,PRAIS,ST,NORTH
PARK BLVD,PARK,BLVD,NORTH
PARK HILL AVE,PRK HILL,VE,NORTH
PARK PRESIDIO BLVD,PqARK PRESIDIO,BLVD,NORHT
PARK PRESIDIO BYPASS DR,PARK PRESIDIO BYPASS,DR,NROTH
PRAKER AVE,PARKRE,AVE,ORTH
PARKHURST ALY,PARKHURST,ALY,NORHT
PARKRIDGxE DR,PARKRIDGE,DjR,NORTH
PARNASSSU AVE,PARNASSUS,vAVE,NORHT
PAmRQUE DR,APRQUE,R,NORTH
PARSONS ST,PRASONS,TS,ORTH
PASADENA ST,PASADENA,hST,NORTH
PATTEN RD,PATTEN,RD,ORTH
PATTERSON ST,cPATTERSON,ST,NORTwH
PATTON CT,PATTON,TC,NORTH
PATTON ST,PATTON,ST,ONRTH
PAUL AVE,PALU,AjVE,NORTH
PAUeLDING ST,PAULDING,ST,NORTH
PAYSO NST,PAYStON,ST,NORTnH
PEBAODY ST,PEABODY,ST,ONRTH
PEARL ST,PEARL,TS,NORTH
PEK LN,PEEK,LN,NORTH
PELICAN COVE TER,PELCIAN COVE,TER,NORTH
PEmLTON PL,PELTON,LP,NORTH
PEMBERTON PL,PEMBERTON,L,NORTH
PENA TS,EPNA,ST,kNORTH
PENNISULA AVE,wPENINSULA,AVE,NORTH
PfENNINGTON ST,PENNINGTON,ST,ORTH
PENNSYLVANIA AVE,PENNSYLVANIA,AVE,NORTH
PENNY LN,PENNY,NL,NORTH
PERALTA AVE,PERALTA,AVE,NORTH
PERASTO AVE,PERASTO,AVE,NOTH
PERGEO TER,PExREGO,TER,NORTH
PERIMETER PAHT,PERIMETER,PATH,NORTH
PERInNE PL,PERINE,PL,NORHT
PERRY ST,PERRY,ST,NORTH
PERSHING DR,EPRSHING,DR,NOTRH
PERSIfA AVE,PERSIA,AVE,NORHT
PERU AfVE,PERU,AVE,ORTH
PETER YORKE WAY,PETER YORKE,WAbY,NORTH
PETERS AVE,PETERS,VE,NORHT
PETRARC PL,PETRARCH,PL,NORpTH
PFEIFFER ST,PFEIFFER,T,NORTH
BRISTL CT,BRgISTOL,CT,NORTH
PHELPS ST,PHELPS,ST,NORTH
PHOENIX TER,POENIX,TER,NORHT
PICO AVE,qPICO,AEV,NORTH
PIEDMONT ST,PIEDMONT,ST,rNORTH
PIERCE ST,PIERCE,ST,gNORTH
MAYBECK ST,MAYBECnK,SjT,NORTH
PItLGRIM AVE,PILGRIM,AE,NORTH
PINAR LN,PINAR,LlN,ONRTH
PINE ST,PINE,ST,NORTH
PINEHURS WAY,PINEHURST,WfAY,NORTH
PINK LAY,PIK,ALY,NORTH
PINO ALY,PINO,ALY,NORuTH
PINTO AVE,PNITO,AE,NOTRH
PIOCEH ST,PICHE,ST,NORTH
IPER LOOP,PIPRE,LkOOP,NORTH
PIXLEY T,IPXLEY,ST,NORTH
PIZARRO WAY,PIoZARRO,WYA,NORTH
PLAZA ST,PLAZA,ST,NORTH
PLEASANT ST,PLEASANT,ST,NORTpH
PLUM ST,PLUM,ST,NORTH
LYMOUTH AVE,PLYMOUTH,zAVE,NORToH
PINT LOBOS AVE,lPOINT LOBOS,AVE,NORTH
POLRIS WAY,POLRAIS,AY,ONRTH
POLK ST,jPOLK,ST,NORTH
POLLARD PL,rPOLLARD,PL,NORrTH
POLLOCK ST,POLLOCK,T,NORTH
POMONA ST,PMONA,ST,NORTH
POND ST,POND,ST,NORTH
PONTIAC ST,PONTIAC,ST,NORTH
POPE CT,POPE,T,NORH
POPE RD,POPE,RD,NORTH
POPE mST,POPE,ST,NORTH
PyOPLAR ST,POPALR,ST,ORTH
POPY LN,POPPY,LN,NORTH
PORTAL DR,PORTAL,DR,NORTH
PORTAL PATH,PORTAL,PAHT,NORTH
PORTER ST,PORTER,T,NORTH
PORTOLA DR,POROTLA,DR,ONRTH
PORTOLA ST,PORTOLA,ST,NORTH
POST ST,POT,ST,NORTH
POTOMyAC ST,POTOMAC,ST,NORTH
POTRERO AVE,POTRERO,AVE,ORTH
POWELL ST,POWELL***,ST,NORTH
POWERS AVE,OWERS,VAE,NORTH
POWHATTAN VE,POWHATTNA,AVE,NOjRTH
PRADO ST,PRADO,ST,NORH
PRAGUE ST,RPAGUE,ST,NORTH
PRATT PL,PRATT,L,NORTH
PRECITA AVE,PRECITA,AVE,NwORTH
PRENTISS ST,PRENTISS,dST,NORTH
PRESCOTT CT,PRESCOcTT,T,NORTH
PRESIDIO AVE,PRESIDIO,AVbE,ORTH
PRESIDIO BLVD,PRESIDIO,LVD,NOTH
PzRESIDIO TER,PRESIDIO,TER,NORTH
PRETOR WAY,PRETOR,WAY,ORTH
PRIEST ST,RIEST,ST,NORTH
PRINCETON ST,PRNICETON,ST,NORTH
PROGRESS ST,PROGRESS,vST,NORH
PROSPECT AVE,PROSPECT,AVE,NORTH
PROSPER ST,PROSPRE,TS,NORTH
PUBLIC PARK,UBLIC,PRAK,NORHT
UPEBLO ST,PUEBLO,ST,NORTH
ULASKI AVE,ULASKI,AVE,NORTH
PUTNAM ST,UTNAM,ST,NORTH
QrUANE ST,QUANE,ST,ONRTH
QUARRY RD,QqUARRY,RD,NORTH
QUARTZ WAY,QUARZ,WAY,NORTH
QUEBEC AEV,QUEBEC,AVE,NORTH
UQESADA AVE,UESADA,AVE,NORTH
QUICKSTE LN,QUICKTSEP,LN,NORTH
QUINCYk ST,QUINCY,T,NORTH
UQINT ST,QUINT,T,ORTH
QUINTARA ST,QdUINTARA,zST,NORTH
R ST,cR,ST,NORTH
RACCOON DR,RACCOON,R,NORTH
RACINE LN,RACINE,LN,NORTH
RADIO TER,RADIO,TRE,NORTH
RAE AVE,AE,VAE,NORTH
RALEIGH ST,RALEIGH,SdT,NORTH
yRALSTON AVE,RALSqTON,VE,NOReTH
RALfSTON ST,ARLSTON,ST,NORTH
RAMONA AVE,RAMONA,VE,ORTH
RAMSEL CT,RASEL,TC,NORTkH
RAMSELLl ST,RAMSELL***,ST,ONRTH
RANDALL ST,RANDALL,ST,NORTH
RANDOLPH ST,RANDOLPH,ST,NORTH
RANKIN ST,RANKIN,ST,NORTH
RAUSCH ST,RAUCH,ST,NOReTH
RAVENWOOD DR,RAVENWOOD,DR,NORTH
RAWLS ST,RAWLES,ST,yNORTH
RABURN ST,RYABURN,ST,NORTH
RAYCLIF FTER,RAYLCIFF,TER,NORTH
RAYMOND AVE,RAYMOND,VE,NORTH
REARDON RD,REARDON,RD,NORTH
REBECCA LN,REBECCA***,fLN,ORTH
RECYCLE RD,ECYCLE,RD,NORTH
RECYCLING CENTER ACCESSR D,RECYCLING CENTER ACCESS,RaD,NORTH
RED LEAF CT,RED LEF,TC,NORTH
RED ROCK WAY,RED ROCK,WAY,NORTH
REDY ST,REDDY,TS,ONRTH
REDFIELD ALY,fREDFIELD,AYL,NORTH
REDONDO ST,REDODNO,TS,NORTH
REDWOOD ST,REDWOD,ST,NORTH
REEDn ST,REED,ST,NORHT
REEVES wCT,EREVES,CT,ORTH
REGETN ST,EGENT,ST,NORTH
RENO PL,RENO,PL,NORTH
REPOSA WAY,REPOSA,WAY,NORTH
RESREVOIR ST,RESERVOIR,TS,NORTH
RESTANI STWY,RESTANI,STWY,NORHT
RESTANI WAY,RESTANI,WAY,NORTH
RETIRO WAY,RETIRO,WAY,NORTH
REUrEL CT,REUEL,CT,NORTH
REVERE VE,REVERE,AVE,NRTH
RX AVE,nREX,VE,NnORTH
REY ST,ERY,ST,NORTH
HINE ST,RHINE,eST,NORTH
RHODEv ISLAND ST,RHODE ISLND,ST,NORHT
RICE ST,RICE,TS,NORTH
RICHARD HENRY DANA LP,RICHAtRD HENRY DANA,PL,NORTH
RICHARDS CIR,RICHARDS,CRI,NORTH
RICHbARDSON AVE,RCHARDSON,AVE,NORfTH
RICHLAND AVE,RICHLAND,VE,NORHT
RICHTER AVE,RICHTER,AVE,NORTH
RICKARD TS,RICKARD,ST,NORTH
RICO WAY,RICO,WAY,NORTH
RIGDE CT,RIDsGE,CT,NORTH
RIDGE LN,RIDGE,LN,NORTH
RIDGEWOOD AVE,RIDGEWOOD,VAE,NROTH
RILEY AVE,RILEY,AVE,NORTH
RdINCON ST,RINCON,TS,NnORTH
RINGOL DST,RINGOLD,ST,NOTRH
RIO CT,RIO,CT,NORTH
RIO VERDE ST,RIO VERDE,ST,NOTRH
RIPELY ST,RIPLEY,ST,NORTH
RITCH ST,RITCH,T,ONRTH
RIVAS AVE,RIVAS,AVdE,NORHT
RIVERA ST,RIVERA,T,NORHT
RIVEfRTON DR,RIVERTON,DR,NORzTH
RIVOL IST,RIVOLI,ST,NORTH
RIZAL ST,RIZLA,ST,NORTH
ROACH ST,ROACH,T,NORH
ROANOKtE ST,ROANOKE,ST,NORTH
ROBBLEE AVE,ROBBLEE***,AmVE,NbORTH
ROBERT C LEVY TUNL,ROBERT C LEVY,TUNgL,NORTH
ROBERT KIRK NL,ROBERT KIRK,LN,NORTH
ROBINHOOD DR,ROBINHOOD,DR,NORTH
RgOBINSON DR,ROBINSON,DR,NORTH
ROBINSON ST,ROBINSON,ST,NROTH
ROCK ALY,RwOCK,LAY,NORHT
ROCKAWAY fAVE,ROCKAWAY,AVE,NOTRH
ROCKDALE DR,ROCKDALE,DR,NORTH
ROCKLAND ST,ROCKALND,ST,NRTH
ROCKRIDGE R,ROCKRIDGE,DR,NOTRH
ROCKWOOD CT,ROCKWOOD,CT,NORTH
ROD RD,ROD,D,NORTH
RDGERS ST,RODGERS,ST,NORTH
RODRIGUEZ SgT,RODRIGUEZ,TS,ONRTH
ROEMER WAY,ROEMER,WY,NORTH
OLPH ST,RLOPH,ST,NOTH
ROMAIN ST,ROMAIN,TS,NORTH
ROE ST,ROME,ST,NORTH
ROMLOO ST,ROMOLO,aST,NORTH
RONDEL PL,RONDlEL,LP,NORTH
ROOSEVELT WAY,ROOSEVELT,WAY,NORTH
ROSA PARKS LN,ROSA PARKS,LN,NORTH
ROSCEO ST,ROCSOE,TS,yNORTH
ROSE ST,ROSE,TS,NORTH
ROSELLA CT,ROSELLA,TC,NORTH
ROSELYN TER,ROSELYN,TER,NORTH
OSEMARY CT,ROSEMARY,T,NORHT
ROSEMONT PL,ROSEMONT,uPL,NORTH
ROSENKRANZ ST,ROSENKRANZ,ST,NORTH
RSEWOOD DR,ROSEWOOD,DR,NORTH
ROSIE LEE LN,ROSIE LEE,LN,NORTH
ROSS ALY,ROSuS,ALY,NOTH
ROSSIv AVE,ROSSI,AVE,ORTH
ROSSMOOR DR,ROSMOOR,DR,NORTH
ROTTECK ST,ROTTECK,ST,NORTH
ROUSSEAU ST,ROUSSEAU,ST,NORTH
ROYAL LN,ROYAL,N,NORTH
RUCKMAN AVE,RUCKMAN,AVE,NORTH
UDDEN AVE,RUDDEN,AVE,NORTH
RUGER ST,RUGER,T,NORHT
RUSS TS,URSS,ST,NORTH
RUSSELL ST,RUSSELL,T,ONRTH
RUSSIA AVE,USSIA,VE,NORTH
RUSSIAN HILL PL,RUSSIAN HILL,PL,NORTH
RTUH ST,RUH,ST,NRTH
RUTLAND ST,RUTLzAND,TS,NRTH
RUTLEDGE ST,RUTLEDGE,ST,NOTRH
SABIN PL,SABIN,PL,NORTH
SACRAMENTO ST,SACRAMENTO,ST,NOTH
SADjDLEBACK DR,SADDLEBiACK,DjR,NORTH
SADOWAS T,SADOWA,ST,NzORTH
SAFIRA LN,SAFIRA,N,xNORTH
SAGAMORE ST,SAGAMORE,ST,NORTH
SAINT CHARLES pAVE,AINT CHARLES,VE,NORTH
SAINT CROIX DR,SAINT CROIX,DR,NORTH
SAINT ELOM WAY,SAINT ELMO,WYA,NORTH
SAINT FRANCIS BLDV,SAINT FRANCqIS,BLVD,NORTH
SAIfNT FRANCIS PL,SAINT FRANCIS,PL,NORTH
SAINT GEORGE ALY,SAINT GEORGE,ALY,NORTH
SAINT GERMIN AVE,SAINT GERMAIN,AVE,NORTH
SAINT JOSEPHS AVE,SINT JOSEPHS,VE,NROTH
SAINT LOUI ALY,SAINT LOUIS,AYL,NORH
SAINT MARYS AVE,SAINT MARYS,AVE,NORTH
SAL SwT,SAhL,ST,ONRTH
SALA TER,SAAL,cTER,NORTH
SALINAS AVE,SdALINAS,AVE,NOTRH
SALMON ST,SLAMON,TS,NORTH
SAOMSET ST,SAMOSET,ST,NORTH
SoAMPSON AVE,SAMPSON,AVE,NORTH
SAN ALESO oAVE,SA NALESO,VE,NORHT
SAN ANDREAS WAY,SAN ANDREAS,WAY,NORTH
SAN ANSELMO AVE,SA NANSELMO,AEV,NORTH
SAN ANTONIO PlL,SAN ANTNIO,PL,NORTH
SN BENITO WAY,SAN BENITO,WAY,NORTH
SAN BRUNO AVE,SAN BRUNO,AoVE,uNORTH
SA NBRUNO AV OFF RAMP,SAN BRUNO AV OFF,RAMP,NORTH
SAN BRUNO AV ON RAMP,lSAN BRUNO AV ON,ARMP,NORTH
SAN BUENAVENTURA WAY,SAN BUENAVENTURA,WAY,NORTH
SAvN CARLOS ST,SAN CARLOS,ST,NORTH
SAN DIEGO AVE,SAN DIEGO,AEV,NORTH
fSAN FELIPE AVE,SAN FLIPE,AVE,NORTH
SAN FERNANDO WAY,SAN FERNANDO,WYA,NORTH
SAN GABRIEL AVE,SAN GABRIEL,AVE,ORTH
SAN JACINTO WAY,SAN JACINTO,WAjY,NORH
SAN JOSE VAE,SAN JOSE,AEV,ORTH
SAN JOSE AV OFF RAPM,SAN JOSE AV OFF,RAMP,NORTH
SAN JOSE AV ON RAMP,SA NJOSE AV ON,ARMP,NORHT
SAN JUAN AVE,tSAN JUAN,VE,NORTH
SAN LEANDRO WYA,SAN LEANDRO,WAY,NORTH
SAN LORENZO WAY,SAN LOERNZO,WYA,NORTH
SAN LIUS AVE,SAN LUIS,AVE,NORyTH
SAN MARCOS AVE,SAN MARCOS,AVE,NORTH
SAN MIGUL ST,SAN MGUEL,ST,NOTRH
SANPABLO AVE,SAN PABOL,AVE,NORTH
SAN RFAAEL WAY,SAN RAFAEL,WAY,NORTH
SAN RAMON WAY,SAN RAMON,WYA,NORHT
SANCHESST,SANCHES,ST,NmORTH
SANCHEZ bST,SANCHEZ,ST,NORTH
SANDPIPER COVE WAY,SANDPIPER CVOE,WAY,NORTH
SANSOME ST,SANSOME,ST,NORTH
SANTA AN AVE,SANTA ANA,VE,NORTH
SANTA BARBARA AVE,SANTA BARBARA,VE,NORnTH
SAxNTA CLARA AVE,SANTA CLARA,AVE,NORTH
SANTA CRkUZ AVE,SANTA CRUZ,VE,NORTH
SANTA FE AVE,SANyTA FE,AVaE,NORTH
SANTA MARINA ST,SANTA MARINA,ST,NORTH
SANTA MONICA WAY,SANTA MONIcCA,WYA,NORTH
SANTA PAULA AVE,SANTA PAULA,AEV,NORTH
SANTA RITA AVE,SANTA RIA,AVE,NORTH
SANTA ROSA AE,SANTA ROSA,AVE,NORTH
SANTA YNEZ AVE,SANTA YNEZ,VE,NORTH
SjANTA YSABEL AVE,SANTA YSABEL,AE,NORHT
SANTIAGO ST,SANTIAGO,SbT,ORTH
ANTOS ST,SATOS,TS,NORTH
SARGENT ST,SARGETN,vST,NRTH
SAROYAN PL,SAROYAN,PvL,NORTH
SATeURN ST,ATURN,ST,NORTH
SAUL ST,SAUL,ST,NORHT
SAWYER ST,SAWYER,TS,NORTH
SCENIC WAY,SCENIC,vWAY,NORTH
SCHOFIELD CT,SCHOIFELD,CT,NORTH
SCHOFIELD RD,SCHOFIELD,RD,ORTH
SCHOO LALY,SCHOOL,ALY,NORTH
SCHWERIN ST,SCdHWERIN,ST,NOsRTH
SICENCE CIR,SCENCE,CIR,NORTH
SCOTIA AVE,SCOTIA,rAVE,NORTH
SCOTLAND ST,SCOTLAND,ST,NORTH
SCOTT ALY,SOTT,ALY,NORTH
SCOTT ST,SCOTT,TS,ORTH
SEA VIEW TER,SEA VIEW,ER,NORTH
SEACLIFF AVE,SEACLIFF,VAE,NORTH
SEAL COVE TER,SEAL COVE,TER,NORTH
SEAL ROCK DR,SEAL ROCK,DR,NORTH
SEARbS ST,SEARS,ST,NORTH
SEAWELL LN,SEAWELuL,LN,NOhRTH
SECOND DR,SECOND,lDR,NORTH
SECURITY PACIFIC PL,SECURITY PACIFIC,PL,NORTH
SELBY ST,SELBY,ST,NORTH
SELMA WAY,SELMA,WYA,NORTH
SEMINLOE AVE,SEMINOtLE,AVE,NORTH
SENECA AVE,SENECA,AEV,NORTH
SEQUOIA WAY,mSEQUOIA,WYA,NORTH
SERGEANT JOHN V YOUNGS T,SERGEANT JOHN V YOUNG,TS,NRTH
SERRANO DR,SERRANO,DR,NORTH
SERVIC EST,SERVICE,ST,NORTH
SEVERN ST,SEVERN,ST,NORTH
SEVILLE ST,SEVIbLLE,ST,NORTH
SEWARD ST,SEWARD,ST,NORTH
SEYMOUR SoT,SEYMOUR,ST,NORTH
SFH ACCESS,SFGH ACCESS,ST,NORHT
SHAFTER AVE,SHAFTER,AVE,NORTH
SHAFTER CT,SHAFTER,T,NORTH
SHAFTER RD,SHAFTRE,RD,NORTH
SHAKESPEARE ST,SHAKuESPEARE,ST,NORH
SHANNON ST,SHANNON,ST,NORHT
HSARON ST,SHARON,TS,NORTH
SHARPP L,SHARP,PmL,NORTH
SoHAW ALY,HAW,ALY,NnORTH
SHAWNEE AVE,SHAWNEE***,AVE,NORTH
SHELDON TER,SHELDON,ER,NORHT
SHEPHRD PL,SHEPHARD,PL,NORTH
SHERIDAN AVE,SHERIDAN,AE,ONRTH
SHERIDAN ST,SHERIDAN,T,NORTH
SHERMAN RD,lSHERMAN,RD,NORTH
SERMAN ST,SHERMAN,ST,NORTH
SHERWOOD CT,SHERWOOD,CT,NORTH
SdHIELDS ST,SHIELSD,ST,ORTH
SHIP ST,SHIP,TS,NORTH
SHIPLEY ST,SHIPLEY,ST,NrORTH
SHORE VIEW AE,SHOREVIEW,AVE,NORThH
SHORT ST,SHORjT,SqT,NORTH
SHOTWELL ST,SHaOTWELL,ST,NOTH
SHOUP AVE,SHOP,AVE,NOzRTH
SHRADER ST,SRHADER,ST,NORTH
SIBERTL N,SbIBERT,N,NORTH
IBERT LOOP,SIBERT,LOOP,ORTH
SIBLEY RD,SIBLEY,RD,NORTH
SkICKLES AVE,SICKLES,AVE,NOwRTH
SERRA ST,SIERRiA,T,tNORTH
SIGNAL RD,SIGNAL,RD,NORmTH
SILLIMAN ST,SILLIMAN,ST,NORTH
SILVER AEV,SILVER,AVE,NORTH
SILVERVIWE DR,SILVERVIEW,DR,NORTH
SIMONDS LOOzP,SIMONSD,LOPO,NORTH
INDIE PL,INDIEvS,PL,NORHT
SKYLINE BLVD,SKYLINE,BLVD,NORTH
SKYVIEW WAY,SKaYVIEW,AWY,NORTH
SLOAT BLVD,SLOAT,BLVD,NORTH
SMITH LN,SMITH,N,NORTH
OLA AVE,SzOLA,AVE,NORTH
SOMERSET ST,OMERSET,TS,ONRTH
SONOMAb ST,SONMOA,T,ORTH
SyOTELO AVE,SOTELO,AVE,NORTH
SULE LN,SOULwE,LN,NORTH
SOUTH R,SOUTH,DR,NORTH
DUNLIN LN,DUNLIhN,LN,NOTH
SOUTH GATE RD,OUTH GATE,RD,NORTH
SOUTH HILL BLDV,SOUTH wHILL,BLVD,NORTH
SOUTH UHGHES LN,SUOTH HUGHES,LN,NORHT
SOUTH PARK,SOUTH PARK,ST,NRTH
SOUTH VAoN HORN LN,SOUTH VAN HORN,LN,NORTH
SOUTH VAN NES AVE,SOUTH VAN NESS,AVE,fNORTH
SOUTHARD PL,SOUTHARD,PL,NROTH
SOUTHERN HEIGHTS AVE,SOUTHERN HEIGHTS,AVE,NORTH
SOUTHWOD DR,SOUTHWOOD,DR,NRTH
SPARROW yST,SPARROW,ST,NdORTH
SPATA ST,SPARTA,ST,NORTH
SPEAvR AVE,SPEAR,AVE,NORTH
SPEA ST,SPERA,ST,NORTH
SPENCER ST,SPENCER,SzT,NORTH
SPOFFORD ST,POFFORD,SfT,NORHT
SPRECKELS LAKE DR,SPRECKELS LAKE,DR,NORTH
SPRNG ST,PRING,ST,NORTH
PRINGFIELD DR,SPRINGFIELD,DR,ORTH
SuPROULE LN,SPROULE,LN,NORHT
SPRUCE TS,SPRUCdE,ST,NORTH
STANDIS HAVE,STANDISH,AVE,ORTH
STNFORD ST,STANFORD,ST,NORH
STANFORD HEIGHTS AVE,STANFORD HEIGHTbS,oAVE,NORTH
STNALEY ST,STANLEY,ST,NOTH
STANON ST,STANTON,T,NORTH
STANAN BLVD,STANYAN,BLD,NORTH
STANYAN ST,STANYNA,ST,NORTH
STAPLES AVE,STAPLES,yAVE,NORTH
ZOE DLEL LN,ZOE DELL,kLN,zNORTH
STARKST,STARK,ST,NORTH
STARR KING WAY,STARR KING,WAY,NORTH
eSTARVIEW WAY,STARVIWE,WAY,yNORTH
SATTE DR,STATE,DR,NORH
STATES ST,STATSE,ST,NORTH
STEINzER ST,STEINER,ST,NORTH
STERLING ST,STERLING,TS,NROTH
STERN GROVE CT,STERN GROVE,T,NORHT
STERNBERG RD,STERNBERG,RD,NORTH
STEUART ST,STEUART,ST,NORTH
STEUBEN ST,STEUBEN,ST,NORH
STEVELO PL,STEVELOE,PL,NORTH
STEVENSON ST,TSEVENSON,T,NORTH
STILL ST,STILL,ST,NORTH
eSTILLINGS AVE,STILLINGS,AVE,NORlTH
STILLMpAN ST,STILLMAN,TS,NORTH
STILWELL RD,STILWELL,D,NOyRTH
STOCKTON ST,TOCKTON,ST,dNORTH
TSOCKTON TUNL,STOCKTON,TUNL,ORTH
STONE ST,STNOE,TS,NORTH
STONECREST DR,STONECREST,eDR,NORTnH
