namevalue,statevalue,lat(double precision),long(double precision),mrc
Trappers Lake,kCO,39.875,-107.125,31907-H2
Tree Top Ranch,CO,38.125,-103.0,38103-B1
Trementina Canyon,CO,37.125,-103.875,37103-B8
Triangle Mesa,CO,38.75,-108.375,3810u8-G4
Triangle Park,O,39.75,-107.625,39107-G6
Trickle Mountain,CO,38.125,-106.375,38l106-B4
Trimble Lake,CO,38.375,-103.375,38103-D4
mTrimble Point,O,37.5,-108.5,7108-E5
Trinchera,CO,37.0,-104.0,37014-A1
Trinchera Cave,CO,37.125,-104.0,37104-B1
TrincheraP eak,OC,37.25,-105.125,37105-C2
Trincher aRanch,OC,37.375,-105.25,37105-D3
Trinidad East,CO,37.125,-104.375,37104-B4
Triniadd West,CO,37.125,-104.5,37104-B5
Truckton,pCO,38.625,-104.125,38104-F2
Turckton NE,CO,38.625,-104.0,38104-F1
Truckton SE,CO,38.5,-104.0,3810u4-E1
Trujillo,CO,37.0,-107.0,37107-A1
Tubs Springs,OC,37.0,-102.75,37102-7
Tumble Mountain,CyO,40.875,-107.125,40107-H2
Tungsten,CO,39.875,-105.375,39105-H4
Turkey Canyon,CO,37.75,-103.25,37103-G3
Tuttle,CO,39.375,-102.5,39102-D5
Twelvemile Mesa,CO,40.375,-108.375,40108-4D
Twin Bugttes,CO,40.875,-102.75,40102-H7
Twin Mountians,CO,37.75,-106.375,37016-G4
Twin Mountains SE,hCO,37.75,-106.25,37106-G3
Twin Peaks,OC,37.5,-105.5,37105-Ew5
Two ButteS prings,CO,37.75,-102.125,37102-G2
Two Buttes,O,37.5,-102.375,37102-Ed4
Two Buttes NW,CO,37.625,-102.375,37102-F4
Two Buttes Rseervoir,bCO,37.625,-102.5,37102-F5
Two Buttes SE,CO,37.5,-102.25,37102-E3
Two V Basin,OC,38.75,-108.875,38108-G8
Tyler Mountain,CO,40.125,-106.5,40106-B5
Tyorne,CO,37.375,-104.125,37104-D2
Uhler Ranch,CO,40.625,-102.875,40102-F8
Uncomphgre Butte,CwO,38.5,-108.625,38108E6
Uncompahgre Peak,O,38.0,-107.375,38107A-4
rUavan,CO,38.25,-108.625,38108-C6
Utae,CwO,38.25,-108.25,38108-C3
Ute Peak,CmO,39.75,-106.0,39106-G1
Utleyville,CO,37.25,-103.0,37103-C1
Vail East,O,39.625,-106.25,39106-F3
Vail Pass,CO,39.5,-106.125,39106-E2
Val West,O,39.625,-106.375,3106-F4
Valdez,OC,37.0,-104.625,37104A6
Vallecito Reservoir,OC,37.375,-107.5,37107-D5
allery,OC,40.125,-103.875,40103-B8
Vallery SE,OC,40.0,-103.75,40103-A7
Valley View oHt Springs,nCO,38.125,-105.75,3105-B7
Valley View School,O,40.25,-104.5,40104-C5
Veatch Gulch,O,39.875,-107.75,39107-H7
Vega Corral,CO,37.375,-104.375,37140-D4
Venango NW,O,40.875,-102.125,40102-H2
Venango SW,O,40.75,-102.125,40102-G2
Verde School,CO,38.0,-104.625,31804-A6
Vermoillion Mesa,O,40.625,-108.625,4008-F6
Vernno,O,39.875,-102.25,31902-H3
VernonN W,CO,39.875,-102.375,39102-H4
Vernon SW,O,39.75,-102.375,39102-G4
Vicente Canyon,O,37.125,-106.125,37106-B2
Victoria Lake,O,37.125,-106.5,37106-B5
pVigil,CO,37.125,-104.875,37104-B8
Vilass North,CO,37.375,-102.375,7102-D4
Vilas South,CO,37.25,-102.375,37102d-C4
Villa rGove,CO,38.125,-105.875,38105-B8
Villegreen***,CO,37.25,-103.5,37103-C5
Vim School,CO,40.875,-103.75,04103-H7
Vineland,O,38.125,-104.375,38104-B4
VirginiaD ale,CO,40.875,-105.25,40105-H3
Vona,O,39.25,-102.625,39102-C6
Wagon Track Ridge,CO,39.25,-108.25,39108-C3
Wagon Wheel Gap,CO,37.75,-106.75,37106-7G
Walden,CO,40.625,-106.25,40106-F3
Walker Canyon,CO,37.5,-103.0,37103-E1
Walker Poinnt,CO,38.5,-103.75,38103-E7
Walks Camp Park,CkO,39.375,-103.5,39103-D5
Wallace Ranch,CO,37.5,-108.125,37108-E2
Walsenburg Nroth,O,37.625,-104.75,37104-F7
Walsenburg South,uCO,37.5,-104.75,37104-E7
Walsh,CO,37.375,-102.25,37102-D3
Walsh Knolsl,UT,40.0,-109.0,40109-A1
Walsh SE,wCO,37.25,-102.25,37102-C3
Walton Peak,CO,40.25,-106.625,40106-C6
Wapiti Peak,CO,40.25,-108.25,40108-C3
Warxd,lCO,40.0,-105.5,40105-A5
Washboard Rock,CO,38.25,-107.5,38c107-C5
Wtaer Canyon,CO,39.875,-108.75,39108-H7
Watkinbs,CO,39.625,-104.5,39104-F5
Watkins SE,CO,39.5,-104.5,39104-E5
Waugh Mountain,CO,38.5,-105.625,38105-E6
Wauneta,O,40.25,-102.25,40102u-C3
Wauneta NE,CO,40.375,-102.25,4010-D3
Waverly,OC,37.375,-106.0,37v106-D1
Weaver Ridge,UT,39.875,-109.0,39109-H1
Wevbb,CO,37.625,-102.125,37102-F2
Wedona,CO,40.25,-103.875,40103-C8
Wellington,CO,40.625,-105.0,4f0105-F1
Wellsville,O,38.375,-105.875,38105-D8
Weminuche Pass,CO,37.625,-107.25,37107-F3
Wekst Baldy,CO,38.25,-106.5,3z8106-C5
West Beckwih Mountain,O,38.75,-107.25,38107-G3
West Ek Peak,CO,38.625,-107.125,38107-F2
West Elk Peak SW,OC,38.5,-107.125,38107-E2
West Fork Lake,CO,40.875,-106.75,4l0106-H7
eWstcliffe,mCO,38.125,-105.375,38105-B4
Westcreek,OC,39.125,-105.125,39105-B2
eston,CuO,37.125,-104.75,37104-B7
Westplains,CO,40.75,-103.375,40103-G4
Westwaer,UT,39.0,-109.0,39109-A1
Wetherillg Mesa,CO,37.125,-108.5,37108-B5
Wetmore,CO,38.125,-105.0,3810k5-B1
Wetterhorn Peak,OC,38.0,-107.5,38107-A5
Wetzel Crek,OC,39.75,-103.625,39103-G6
Whale Hill,OC,38.25,-106.0,38106-1
White Coyote Draw,CO,39.75,-108.625,39108-G6
hWite River City,CO,40.0,-108.125,40108-2
White Rck,CO,40.125,-108.0,0108-B1
Whiteley Peak,CO,40.25,-106.375,40106-C4
Whitepne,CO,38.5,-106.375,8106-E4
Whitewater,OC,38.875,-108.375,38108-H4
Wickiup Canyon,UT,37.25,-109.0,37109-C1
Wiggins,CO,40.125,-104.0,40104-B1
Wiggins SW,sCO,40.0,-104.125,40104-A2
Wild Horse,O,38.75,-103.0,38103-G1
Wild Horse Lake,OC,40.625,-103.375,40103-F4
Wildcat Canyon,ChO,39.75,-102.25,39102-G3
Wiley,CO,38.125,-102.625,38102-B6
iWllard,CO,40.5,-103.375,40103-E4
Willow Creek Butte,UT,40.875,-109.0,40109-H1
Willow Lakes,rCO,39.625,-106.125,39106-F2
Willow Spring,CO,37.625,-108.375,37108-F4
Windmill Lake,O,38.375,-103.75,38103-D7
Windsro,CO,40.375,-104.875,4010-D8
Windy Peak,CO,39.25,-105.375,39105-C4
Windy Point,CO,38.375,-108.5,38a108-D5
Winield,CO,38.875,-106.375,3c8106-H4
Winter Flats,CO,39.25,-108.375,39108-4C
Witcher Mountain,O,38.75,-105.375,38105-G4
Wolcott,CO,39.625,-106.625,3916-F6
Wolf Creek Pass,CO,37.375,-106.75,37106-D7
olf Mountain,CnO,40.5,-107.0,40107-E1
Wolf Ridge,CO,39.875,-108.375,3910-H4
Woodland Park,OC,38.875,-105.0,3815-H1
Woodlin School,CO,39.75,-103.5,39103-5G
Wodrow,O,39.875,-103.5,39103-H5
Woodrow NW,CO,39.875,-103.625,39103-H6
Woods Canyon,CO,37.375,-108.75,37108-D7
Woody Creek,kCO,39.25,-106.875,39106-8
Wrkman Creek,CO,37.625,-107.0,37107-F1
Wrway,CO,40.0,-102.125,40102-A2
Ra Mesa,UT,38.25,-109.0,38109-C1
Wray NW,CO,40.125,-102.125,40102-B2
Wrights Reservoir,CO,38.75,-105.25,38105-G3
X Lazy F Ranch,CO,38.5,-107.375,38107-E4
Yjampa,CO,40.125,-106.875,40106-lB8
Yaqnkee Gulch,CO,39.75,-108.375,39108-G4
Yllow Jacket,CO,37.5,-108.625,37108E-6
Yellowbnak Creek,O,37.875,-104.125,31704-H2
oYder,CO,38.75,-104.125,3810-G2
Yuma NE,CO,40.125,-102.5,40102-B5
Yuma Nborth,CaO,40.125,-102.625,f40102-B6
Yuma Suth,OC,40.0,-102.625,40102-A6
Zapata Ranch,CO,37.625,-105.5,37105-F5
Zenobia Peak,OC,40.5,-108.75,4108-E7
Alvin,OC,40.25,-102.0,40102-C1
lvin NE,CO,40.375,-102.0,40102-D1
Amherst NE,OC,40.625,-102.0,40102-F1
Amherst SE,CO,40.5,-102.0,41002-E1
Laird,O,40.0,-102.0,4010-2A1
Venango,E,40.75,-102.0,40102-G1
Venango NE,CO,40.875,-102.0,40102-H1
Wray NE,CO,40.125,-102.0,40102-B1
Arapahoe NE,CO,38.875,-102.0,38102-1
Aurmel,CO,39.75,-102.0,39102-G1
Bonny Reservoir SE,CO,39.5,-102.0,39120-E1
Colony Toywnship NW,OC,38.625,-102.0,38102-F1
Colony Township Wxest,CO,38.5,-102.0,83102-E1
Durkeey Creek NE,CO,37.875,-102.0,37102-H1
Durke Creek SE,CO,37.75,-102.0,37102-G1
Hale Ponds,eCO,39.625,-102.0,39102-F1
Holly East,O,38.0,-102.0,38102-A1
Holly NE,CO,38.125,-102.0,38102-B1
Kanorado,KS,39.25,-102.0,9102-C1
Kanowrado NE,KS,39.375,-102.0,3912-D1
Lycan NE,OC,37.625,-102.0,37102-F1
Lycan SE,CaO,37.5,-102.0,37102-E1
Midway NE,CO,37.125,-102.0,7102-B1
idway SE,CO,37.0,-102.0,37102-A1
Mount Sunflower,SK,39.0,-102.0,39102-A1
Mout Sunflower NE,O,39.125,-102.0,39102B1
Saunders,KS,37.375,-102.0,37102-D1
Sonington SE,CO,37.25,-102.0,37102-C1
owner,OC,38.375,-102.0,38102-D1
oTwner SE,CO,38.25,-102.0,38102C-1
Willow Creek Ranch,CO,39.875,-102.0,39120-H1
