year,state,hai,operative_procedure,facility_id_one,facility_name_one,county,procedure_count,infection_count,predicted_infection_count,sir,comparison,sirci_nine_five_lower_limit,sirci_nine_five_upper_limit,notes
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,40000101,Community Regional Medical Center,Fresno,44,0,0.36,0.0,No Difference*,0.0,10.36,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,250000006,Corona Regional Medical Center,Riverside,31,1,0.16,,,,,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,30000117,Dameron Hospital,San Joaquin,402,1,2.5,0.4,No Difference,0.02,1.97,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,120000336,Delano Regional Medical Center,Kern,25,0,0.11,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,250000008,Desert Regional Medical Center,Riverside,218,1,1.49,0.67,No Difference,0.03,3.32,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,240001330,Desert Valley Hospital,San Bernardino,57,0,0.35,0.0,No Difference*,0.0,10.42,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,30000118,Doctors Hospital of Manteca,San Joaquin,107,0,0.6,0.0,No Difference*,0.0,6.11,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,30000122,Doctors Medical Center,Stanislaus,399,1,2.46,0.41,No Difference,0.02,2.01,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,70000139,Dominican Hospital,Santa Cruz,183,2,1.09,1.84,No Difference,0.31,6.06,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,140000183,Eden Medical Center,Alameda,83,1,0.58,1.74,No Difference*,0.04,9.67,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,250000011,Eisenhower Medical Center,Riverside,770,1,7.0,0.14,Lower,0.01,0.71,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,70001351,El Camino Hospital,Santa Clara,258,0,1.84,0.0,No Difference,0.0,1.63,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,70000136,El Camino Hospital Los Gatos,Santa Clara,319,0,1.83,0.0,No Difference,0.0,1.63,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,90000040,El Centro Regional Medical Center,Imperial,122,3,0.6,4.98,Higher*,1.03,14.54,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,30000125,Emanuel Medical Center,Stanislaus,88,0,0.64,0.0,No Difference*,0.0,5.76,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,230000013,Enloe Medical Center - Esplanade,Butte,312,2,1.77,1.13,No Difference,0.19,3.73,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,230000019,Fairchild Medical Center,Siskiyou,63,1,0.4,2.51,No Difference*,0.06,14.0,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,230000005,Feather River Hospital,Butte,67,0,0.31,0.0,No Difference*,0.0,12.06,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000056,Foothill Presbyterian Hospital-Johnston Memorial,Los Angeles,25,0,0.16,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,60000011,Fountain Valley Regional Hospital & Medical Center,Orange,261,0,1.51,0.0,No Difference,0.0,1.98,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,110000008,Frank R. Howard Memorial Hospital,Mendocino,152,0,0.94,0.0,No Difference*,0.0,3.92,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,50000016,French Hospital Medical Center,San Luis Obispo,276,3,1.32,2.27,No Difference,0.58,6.18,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,40000254,Fresno Surgical Hospital,Fresno,947,0,4.25,0.0,Lower,0.0,0.7,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,60000058,Garden Grove Hospital and Medical Center,Orange,24,0,0.11,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000032,Gardens Regional Hospital and Medical Center,Los Angeles,39,0,0.28,0.0,No Difference*,0.0,13.18,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000058,Garfield Medical Center,Los Angeles,2,0,0.02,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,70000141,George L. Mee Memorial Hospital,Monterey,6,0,0.04,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000059,Glendale Adventist Medical Center,Los Angeles,324,4,2.8,1.43,No Difference,0.45,3.45,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000093,Glendale Memorial Hospital and Health Center,Los Angeles,119,0,0.72,0.0,No Difference*,0.0,5.14,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,50000017,Goleta Valley Cottage Hospital,Santa Barbara,424,0,2.65,0.0,No Difference,0.0,1.13,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000068,"Good Samaritan Hospital, Los Angeles",Los Angeles,245,1,2.26,0.44,No Difference,0.02,2.18,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,70000153,"Good Samaritan Hospital, San Jose",Santa Clara,290,0,1.83,0.0,No Difference,0.0,1.64,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,80000045,Grossmont Hospital,San Diego,319,1,2.32,0.43,No Difference,0.02,2.13,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,70000142,Hazel Hawkins Memorial Hospital,San Benito,37,0,0.22,0.0,No Difference*,0.0,16.69,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,110000009,Healdsburg District Hospital,Sonoma,59,0,0.33,0.0,No Difference*,0.0,11.15,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,250000012,Hemet Valley Medical Center,Riverside,42,0,0.28,0.0,No Difference*,0.0,13.18,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000063,Henry Mayo Newhall Hospital,Los Angeles,97,1,0.65,1.55,No Difference*,0.04,8.63,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,240000014,Hi-Desert Medical Center,San Bernardino,34,0,0.15,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,140000034,Highland Hospital,Alameda,48,2,0.43,4.65,No Difference*,0.56,16.8,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,60001022,Hoag Hospital Irvine,Orange,1,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,60000014,Hoag Memorial Hospital Presbyterian,Orange,1,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,630012891,Hoag Orthopedic Institute,Orange,1637,3,6.7,0.45,No Difference,0.11,1.22,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000065,Hollywood Presbyterian Medical Center,Los Angeles,32,0,0.24,0.0,No Difference*,0.0,15.5,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000026,Huntington Memorial Hospital,Los Angeles,536,0,5.47,0.0,Lower,0.0,0.55,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,250000017,John F. Kennedy Memorial Hospital,Riverside,185,0,0.89,0.0,No Difference*,0.0,4.13,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,140000196,John Muir Medical Center - Concord Campus,Contra Costa,282,1,2.01,0.5,No Difference,0.03,2.45,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,140000187,John Muir Medical Center - Walnut Creek Campus,Contra Costa,853,2,6.48,0.31,No Difference,0.05,1.02,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Solano,320,1,2.34,0.43,No Difference,0.02,2.11,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,630011203,"Kaiser Foundation Hospital, Antioch",Contra Costa,983,1,5.21,0.19,Lower,0.01,0.95,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930001543,"Kaiser Foundation Hospital, Baldwin Park",Los Angeles,685,0,3.35,0.0,Lower,0.0,0.89,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000074,"Kaiser Foundation Hospital, Downey",Los Angeles,498,1,2.68,0.37,No Difference,0.02,1.84,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,240000024,"Kaiser Foundation Hospital, Fontana",San Bernardino,245,1,1.49,0.67,No Difference,0.03,3.3,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,140001086,"Kaiser Foundation Hospital, Fremont",Alameda,98,1,0.58,1.72,No Difference*,0.04,9.59,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,40000949,"Kaiser Foundation Hospital, Fresno",Fresno,303,0,1.44,0.0,No Difference,0.0,2.08,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000072,"Kaiser Foundation Hospital, Los Angeles",Los Angeles,483,3,3.02,0.99,No Difference,0.25,2.7,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,30000973,"Kaiser Foundation Hospital, Manteca",San Joaquin,472,2,3.2,0.63,No Difference,0.11,2.06,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,630011959,"Kaiser Foundation Hospital, Moreno Valley",Riverside,109,0,0.42,0.0,No Difference*,0.0,8.87,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Alameda,586,7,4.04,1.73,No Difference,0.76,3.43,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,630013398,"Kaiser Foundation Hospital, Ontario",San Bernardino,420,0,1.81,0.0,No Difference,0.0,1.66,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Orange,763,3,3.98,0.76,No Difference,0.19,2.05,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000050,"Kaiser Foundation Hospital, Panorama City",Los Angeles,460,1,2.12,0.47,No Difference,0.02,2.33,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,220000010,"Kaiser Foundation Hospital, Redwood City",San Mateo,231,1,0.96,1.04,No Difference*,0.03,5.8,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,250000707,"Kaiser Foundation Hospital, Riverside",Riverside,431,0,2.12,0.0,No Difference,0.0,1.41,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,30001370,"Kaiser Foundation Hospital, Roseville",Placer,761,2,4.11,0.49,No Difference,0.08,1.61,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,30000130,"Kaiser Foundation Hospital, Sacramento",Sacramento,386,0,2.67,0.0,No Difference,0.0,1.12,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,80000144,"Kaiser Foundation Hospital, San Diego",San Diego,320,0,2.48,0.0,No Difference,0.0,1.21,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,220000008,"Kaiser Foundation Hospital, San Francisco",San Francisco,306,1,1.89,0.53,No Difference,0.03,2.61,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Refusion of spine,70000139,Dominican Hospital,Santa Cruz,4,0,0.1,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,70000150,"Kaiser Foundation Hospital, San Jose",Santa Clara,325,0,1.55,0.0,No Difference,0.0,1.93,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,630015029,"Kaiser Foundation Hospital, San Leandro",Alameda,451,4,2.3,1.74,No Difference,0.55,4.19,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,110000944,"Kaiser Foundation Hospital, San Rafael",Marin,235,1,0.97,1.04,No Difference*,0.03,5.77,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,70001355,"Kaiser Foundation Hospital, Santa Clara",Santa Clara,525,0,3.1,0.0,Lower,0.0,0.97,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,110000508,"Kaiser Foundation Hospital, Santa Rosa",Sonoma,425,2,2.09,0.96,No Difference,0.16,3.17,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000071,"Kaiser Foundation Hospital, South Bay",Los Angeles,411,0,2.45,0.0,No Difference,0.0,1.22,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,30000133,"Kaiser Foundation Hospital, South Sacramento",Sacramento,386,2,2.35,0.85,No Difference,0.14,2.81,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,220000009,"Kaiser Foundation Hospital, South San Francisco",San Mateo,282,1,1.36,0.74,No Difference,0.04,3.63,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,630012364,"Kaiser Foundation Hospital, Vacaville",Solano,376,0,2.3,0.0,No Difference,0.0,1.3,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,140000190,"Kaiser Foundation Hospital, Walnut Creek",Contra Costa,12,0,0.16,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000076,"Kaiser Foundation Hospital, West LA",Los Angeles,187,1,0.99,1.01,No Difference*,0.03,5.64,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000290,"Kaiser Foundation Hospital, Woodland Hills",Los Angeles,430,0,2.3,0.0,No Difference,0.0,1.3,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,120001444,Kaweah Delta Medical Center,Tulare,317,1,2.23,0.45,No Difference,0.02,2.21,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000912,Keck Hospital of USC,Los Angeles,374,2,4.18,0.48,No Difference,0.08,1.58,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,120000342,Kern Medical Center,Kern,91,0,0.59,0.0,No Difference*,0.0,6.21,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,60000027,LAC/Harbor-UCLA Medical Center,Los Angeles,137,3,1.67,1.8,No Difference,0.46,4.89,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,60000028,LAC/Rancho Los Amigos National Rehabilitation Ctr,Los Angeles,117,0,1.1,0.0,No Difference,0.0,2.74,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,60000024,La Palma Intercommunity Hospital,Orange,3,0,0.02,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000047,Lakewood Regional Medical Center,Los Angeles,193,1,1.2,0.83,No Difference,0.04,4.11,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,30000139,Lodi Memorial Hospital,San Joaquin,72,1,0.35,2.89,No Difference*,0.07,16.1,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,630015551,Loma Linda University Children's Hospital,San Bernardino,1,0,0.02,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,240000027,Loma Linda University Medical Center,San Bernardino,292,5,2.55,1.96,No Difference,0.64,4.58,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,630012971,Loma Linda University Medical Center - Murrieta,Riverside,289,4,1.29,3.11,No Difference,0.99,7.51,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,50000018,Lompoc Valley Medical Center,Santa Barbara,49,0,0.4,0.0,No Difference*,0.0,9.34,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000095,Long Beach Memorial Medical Center,Los Angeles,413,3,3.25,0.92,No Difference,0.24,2.51,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,60000025,Los Alamitos Medical Center,Orange,233,0,1.26,0.0,No Difference,0.0,2.38,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000085,Los Angeles Community Hospital,Los Angeles,33,0,0.18,,,,,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,50000020,Los Robles Hospital & Medical Center,Ventura,193,1,1.24,0.81,No Difference,0.04,3.98,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,70001349,Lucile Packard Children's Hospital Stanford,Santa Clara,2,0,0.04,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,40000111,Madera Community Hospital,Madera,78,0,0.42,0.0,No Difference*,0.0,8.89,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,240000005,Mammoth Hospital,Mono,57,2,0.31,6.54,No Difference*,0.79,23.61,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,50000021,Marian Regional Medical Center,Santa Barbara,176,0,1.27,0.0,No Difference,0.0,2.35,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,50000009,"Marian Regional Medical Center, Arroyo Grande",San Luis Obispo,235,1,1.43,0.7,No Difference,0.04,3.46,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,110000953,Marin General Hospital,Marin,144,2,0.88,2.27,No Difference*,0.28,8.19,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000044,Marina Del Rey Hospital,Los Angeles,42,0,0.26,0.0,No Difference*,0.0,14.41,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,30000120,Mark Twain Medical Center,Calaveras,55,0,0.28,0.0,No Difference*,0.0,13.18,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,30000121,Marshall Medical Center,El Dorado,78,0,0.42,0.0,No Difference*,0.0,8.72,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000092,Memorial Hospital of Gardena,Los Angeles,5,0,0.03,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,30000123,Memorial Medical Center,Stanislaus,307,0,2.2,0.0,No Difference,0.0,1.36,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,110000023,Mendocino Coast District Hospital,Mendocino,52,0,0.27,0.0,No Difference*,0.0,13.61,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,250000727,Menifee Valley Medical Center,Riverside,29,0,0.16,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,30000124,Mercy General Hospital,Sacramento,278,0,2.14,0.0,No Difference,0.0,1.4,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,120000404,Mercy Hospital,Kern,88,1,0.6,1.67,No Difference*,0.04,9.29,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,30000901,Mercy Hospital of Folsom,Sacramento,208,1,1.15,0.87,No Difference,0.04,4.28,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,40000113,Mercy Medical Center,Merced,335,0,1.61,0.0,No Difference,0.0,1.86,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,230000012,Mercy Medical Center Mt. Shasta,Siskiyou,63,0,0.34,0.0,No Difference*,0.0,10.79,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,230000010,Mercy Medical Center Redding,Shasta,503,0,5.16,0.0,Lower,0.0,0.58,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,30000127,Mercy San Juan Medical Center,Sacramento,361,3,2.7,1.11,No Difference,0.28,3.02,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,120000701,Mercy Southwest Hospital,Kern,136,0,0.79,0.0,No Difference*,0.0,4.68,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,30000037,Methodist Hospital of Sacramento,Sacramento,622,0,2.99,0.0,No Difference,0.0,1.0,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000096,Methodist Hospital of Southern California,Los Angeles,331,2,2.33,0.86,No Difference,0.14,2.83,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,220000017,Mills-Peninsula Medical Center,San Mateo,234,0,1.26,0.0,No Difference,0.0,2.37,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000027,Mission Community Hospital,Los Angeles,126,0,0.61,0.0,No Difference*,0.0,6.09,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,60000066,Mission Hospital Laguna Beach,Orange,65,0,0.27,0.0,No Difference*,0.0,13.76,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,60000060,Mission Hospital Regional Medical Center,Orange,235,2,1.44,1.39,No Difference,0.23,4.59,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000108,Monterey Park Hospital,Los Angeles,42,0,0.24,0.0,No Difference*,0.0,15.12,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,70000145,Natividad Medical Center,Monterey,25,0,0.16,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,110000010,Northbay Medical Center,Solano,2,0,0.02,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,110000378,Northbay Vacavalley Hospital,Solano,120,2,0.64,3.13,No Difference*,0.38,11.29,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,240000037,Northern Inyo Hospital,Inyo,32,0,0.19,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000111,Northridge Hospital Medical Center,Los Angeles,329,0,2.96,0.0,No Difference,0.0,1.01,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,110000982,Novato Community Hospital,Marin,111,0,0.62,0.0,No Difference*,0.0,5.99,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,70000146,O'Connor Hospital,Santa Clara,208,0,1.35,0.0,No Difference,0.0,2.23,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,30000131,Oak Valley District Hospital,Stanislaus,3,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,50000023,Ojai Valley Community Hospital,Ventura,17,0,0.09,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000105,Olympia Medical Center,Los Angeles,40,0,0.32,0.0,No Difference*,0.0,11.67,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,60000208,Orange Coast Memorial Medical Center,Orange,278,1,1.66,0.6,No Difference,0.03,2.98,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,60000073,Orange County Global Medical Center,Orange,21,0,0.26,0.0,No Difference*,0.0,14.03,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,230000001,Orchard Hospital,Butte,4,0,0.04,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,230000014,Oroville Hospital,Butte,86,0,0.66,0.0,No Difference*,0.0,5.56,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000052,PIH Hospital - Downey,Los Angeles,223,0,1.43,0.0,No Difference,0.0,2.09,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000057,Pacific Alliance Medical Center,Los Angeles,36,0,0.19,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000133,Pacifica Hospital of the Valley,Los Angeles,1,0,0.0,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,930000077,Palmdale Regional Medical Center,Los Angeles,204,0,1.12,0.0,No Difference,0.0,2.67,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,630013873,Palomar Medical Center,San Diego,1318,1,6.46,0.16,Lower,0.01,0.76,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,90000145,Paradise Valley Hospital,San Diego,18,0,0.12,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,250000044,Parkview Community Hospital Medical Center,Riverside,445,0,2.01,0.0,No Difference,0.0,1.49,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Knee prosthesis,230000444,Patients' Hospital of Redding,Shasta,8,0,0.03,,,,,
