993.county,Wabunsee ,Wabaunsee 
1721.county,Maidson ,Madison 
2800.county,Presidi o,Presidio 
2717.county,Hepmhill ,Hemphill 
1312.fipstwo,f2653,f26153
258.countytwo,Chaffe ,Chaffee 
2028.countytwo,rleans ,Orleans 
1719.fipstwo,37109,f37109
594.countytwo,cGreene ,Greene 
2385.statecounty,PR_San German Municipoi,PR_San German Municipio
1252.statecounty,MI_Charevoix,MI_Charlevoix
911.county,Ckomanche ,Comanche 
1987.countytwo,zNye ,Nye 
667.countytwo,Bodundary ,Boundary 
3001.countytwo,Richmon d,Richmond 
1801.countytwo,Ranso ,Ransom 
2396.countytwo,Vieque Municipio,Vieques Municipio
1708.fipstwo,3f7087,f37087
314.fipstwo,f0900o1,f09001
2306.fipstwo,yf42103,f42103
321.statevalue,T,CT
1307.statecounty,MI_Otawa,MI_Ottawa
1784.county,Girggs ,Griggs 
2990.statevalue,iVA,VA
163.county,Shharp ,Sharp 
2346.fipstwo,f72094,f72049
289.countytwo,Mesca ,Mesa 
2849.statevalue,X,TX
34.statevalue,LA,AL
2487.statevalue,DS,SD
1571.statecounty,S_Madison,MS_Madison
366.statevalue,FtL,FL
1384.fipstwo,fz27127,f27127
1557.countytwo,Jaspe ,Jasper 
2513.statevalue,DS,SD
695.statecounty,ID_ower,ID_Power
553.countytwo,Hawai i,Hawaii 
626.countytwo,Montgomey ,Montgomery 
1417.statecounty,MO_Bonoe,MO_Boone
3192.statevalue,cWV,WV
2537.statecounty,TN_DbeKalb,TN_DeKalb
2688.fipstwo,f84153,f48153
2539.statevalue,mTN,TN
501.county,Oglethorep ,Oglethorpe 
833.statecounty,IN_Harrisno,IN_Harrison
1123.county,Assumption Praish,Assumption Parish
2199.fipstwo,4f0115,f40115
824.county,Flod ,Floyd 
847.county,ake ,Lake 
359.county,Lak ,Lake 
1954.countytwo,Hidalg ,Hidalgo 
763.fipstwo,f1711,f17111
73.countytwo,Maconu ,Macon 
2616.county,Archr ,Archer 
4.countytwo,Bethel Cevnsus Area,Bethel Census Area
3185.statevalue,WwV,WV
2331.statecounty,PR_Barranquithas Municipio,PR_Barranquitas Municipio
198.county,Contvra Costa ,Contra Costa 
2426.countytwo,Georgetow ,Georgetown 
1447.fipstwo,f29097,f29079
3158.countytwo,Barboru ,Barbour 
2484.fipstwo,f46096,f46069
1588.statecounty,MnS_Scott,MS_Scott
104.fipstwo,fz05015,f05015
1009.countytwo,yBoyd ,Boyd 
2583.county,Oevrton ,Overton 
2480.statecounty,SD_Hasnon,SD_Hanson
2112.fipstwo,f3917,f39117
2267.statecounty,PA_Calrbon,PA_Carbon
3142.fipstwo,f5v5113,f55113
167.fipstwo,f05n141,f05141
548.fipstwo,f1k3315,f13315
2345.fipstwo,f7247,f72047
1252.fipstwo,2f6029,f26029
2026.county,vOntario ,Ontario 
581.statecounty,IA_Craawford,IA_Crawford
2541.county,Fenntress ,Fentress 
2721.fipstwo,f4821d9,f48219
2208.county,Semiwnole ,Seminole 
3055.county,Doulgas ,Douglas 
2108.statecounty,O_Miami,OH_Miami
748.county,Kno ,Knox 
1656.fipstwo,f30905,f30095
79.countytwo,Monro e,Monroe 
2378.statevalue,sPR,PR
1373.countytwo,Noblfes ,Nobles 
1695.fipstwo,f30761,f37061
2377.statevalue,RP,PR
441.statecounty,GA_Erly,GA_Early
448.statecounty,gGA_Fayette,GA_Fayette
2871.county,Daggett ***,Daggett 
2597.fipstwo,f4711,f47161
935.county,Hayskell ,Haskell 
995.fipstwo,f2021,f20201
1860.statevalue,EN,NE
759.statecounty,IL_Marshalnl,IL_Marshall
1706.fipstwo,f7083,f37083
1070.countytwo,Lomgan ,Logan 
1806.fipstwo,f3808u3,f38083
1079.fipstwo,fa21147,f21147
2120.statecounty,OH_Portae,OH_Portage
2306.county,iPke ,Pike 
2154.statevalue,KO,OK
1915.county,Gratfon ,Grafton 
1437.county,Dalas ,Dallas 
2128.county,Shgelby ,Shelby 
2969.statevalue,A,VA
1891.statevalue,EN,NE
589.statecounty,wIA_Emmet,IA_Emmet
1320.fipstwo,2f6165,f26165
1292.fipstwo,f6109,f26109
125.county,Hepmstead ,Hempstead 
1855.statevalue,NrE,NE
23.statecounty,AK_Skagway Municpiality,AK_Skagway Municipality
449.fipstwo,kf13115,f13115
2945.statecounty,A_Giles,VA_Giles
192.fipstwo,06001,f06001
1989.county,Storeys ,Storey 
1028.countytwo,Cumberlad ,Cumberland 
603.countytwo,Humbolt ,Humboldt 
1759.fipstwo,f371z89,f37189
1713.county,Ierdell ,Iredell 
1750.statevalue,C,NC
2092.statevalue,OwH,OH
164.fipstwo,fi05123,f05123
1545.county,Fraknlin ,Franklin 
2598.statevalue,N,TN
753.county,Livinmgston ,Livingston 
2412.fipstwo,f54015,f45015
569.countytwo,Butlerf ,Butler 
2848.county,Waler ,Waller 
2393.statevalue,R,PR
2143.fipstwo,40003,f40003
2863.statevalue,TwX,TX
2919.statevalue,jVA,VA
2263.fipstwo,f40217,f42017
2170.statecounty,OK_Hrmon,OK_Harmon
262.fipstwo,f08032,f08023
1704.county,Green e,Greene 
732.countytwo,rundy ,Grundy 
710.statevalue,qIL,IL
1876.statecounty,E_Madison,NE_Madison
2699.county,Golaid ,Goliad 
1517.statecounty,MO_Wrren,MO_Warren
1744.fipstwo,f3159,f37159
236.county,Smhasta ,Shasta 
2260.statecounty,A_Berks,PA_Berks
2047.fipstwo,36111,f36111
629.county,Oseola ,Osceola 
847.fipstwo,f10889,f18089
110.county,Columbi a,Columbia 
1313.statecounty,MI_Shiawssee,MI_Shiawassee
2661.fipstwo,f4809,f48099
336.fipstwo,f10221,f12021
2728.fipstwo,f48233***,f48233
1435.statevalue,OM,MO
161.county,Sebastia n,Sebastian 
14.county,Kdiak Island Borough,Kodiak Island Borough
1575.statecounty,M_SMontgomery,MS_Montgomery
1851.county,Gag ,Gage 
136.countytwo,Lincln ,Lincoln 
1018.statecounty,KY_Campell,KY_Campbell
1593.county,Sunvflower ,Sunflower 
2495.county,cMPherson ,McPherson 
1284.statevalue,IM,MI
960.countytwo,Nemahay ,Nemaha 
3185.fipstwo,f54055***,f54055
2614.statevalue,XT,TX
96.statevalue,AoL,AL
2038.statecounty,N_Schoharie,NY_Schoharie
620.county,Maion ,Marion 
490.county,McnItosh ,McIntosh 
2416.countytwo,hester ,Chester 
2563.countytwo,Kno x,Knox 
30.countytwo,Autaga ,Autauga 
2380.statecounty,PR_Qeubradillas Municipio,PR_Quebradillas Municipio
2552.county,Hardn ,Hardin 
2823.countytwo,Smihth ,Smith 
2117.statecounty,OH_Pery,OH_Perry
2194.statecounty,oOK_Nowata,OK_Nowata
6.statecounty,AK_Denal Borough,AK_Denali Borough
868.statevalue,NI,IN
1309.statevalue,IM,MI
345.fipstwo,f2041,f12041
1405.statecounty,MN_inona,MN_Winona
938.countytwo,Jeffesron ,Jefferson 
1603.countytwo,Wyne ,Wayne 
1603.county,Waynfe ,Wayne 
222.fipstwo,06061,f06061
814.statecounty,N_Clinton,IN_Clinton
778.statecounty,L_Putnam,IL_Putnam
1581.statevalue,MiS,MS
3147.fipstwo,f55121***,f55121
327.county,Bake ,Baker 
2244.statecounty,OR_Multnomaqh,OR_Multnomah
1497.statecounty,MO_Renyolds,MO_Reynolds
3175.statevalue,VW,WV
451.statecounty,GA_Frnaklin,GA_Franklin
2550.countytwo,Hancok ,Hancock 
1146.statevalue,nLA,LA
1439.fipstwo,f29e063,f29063
1538.countytwo,Clark e,Clarke 
17.fipstwo,f0b2180,f02180
2640.statevalue,XT,TX
1346.fipstwo,f2701,f27051
1226.fipstwo,f3009,f23009
1198.statecounty,MD_Alegany,MD_Allegany
883.statevalue,N,IN
970.statevalue,SK,KS
2513.fipstwo,4f6127,f46127
7.statecounty,AK_Dillingham Census Arae,AK_Dillingham Census Area
1343.county,illmore ,Fillmore 
1939.fipstwo,f34z037,f34037
912.fipstwo,f20p035,f20035
3104.fipstwo,f5037,f55037
778.county,utnam ,Putnam 
2790.countytwo,Occhiltree ,Ochiltree 
724.county,Edward ,Edwards 
2524.statecounty,TfN_Cannon,TN_Cannon
136.fipstwo,f0r5079,f05079
803.statevalue,N,IN
162.county,Seviehr ,Sevier 
410.countytwo,utts ,Butts 
235.statecounty,CA_Santa Cuz,CA_Santa Cruz
2468.countytwo,aDy ,Day 
1676.fipstwo,f30723,f37023
91.fipstwo,f0123,f01123
728.statevalue,LI,IL
182.statevalue,iAZ,AZ
1481.fipstwo,f2947,f29147
2037.fipstwo,f36d093,f36093
1084.county,Meticalfe ,Metcalfe 
1211.fipstwo,f24072,f24027
2410.fipstwo,f4011,f45011
1423.statecounty,MO_Cape Grardeau,MO_Cape Girardeau
2205.statecounty,K_Pushmataha,OK_Pushmataha
2370.county,Maunao Municipio,Maunabo Municipio
1870.statevalue,E,NE
265.statecounty,CO_Detla,CO_Delta
1649.fipstwo,30081,f30081
3014.fipstwo,f51197,f51179
2698.county,Glascsock ,Glasscock 
1193.fipstwo,pf25019,f25019
1973.countytwo,Unon ,Union 
1967.statecounty,NM_Sadoval,NM_Sandoval
747.statecounty,L_Kendall,IL_Kendall
2760.countytwo,ive Oak ,Live Oak 
1408.statecounty,MO_Adari,MO_Adair
1959.fipstwo,f3503v1,f35031
1845.county,Doiuglas ,Douglas 
2059.statevalue,OaH,OH
2339.statevalue,R,PR
2492.countytwo,Lyma n,Lyman 
2510.statecounty,SD_Todd***,SD_Todd
2961.fipstwo,f51k097,f51097
1963.statevalue,M,NM
414.fipstwo,f1304o5,f13045
1734.statecounty,NC_Pfasquotank,NC_Pasquotank
1021.fipstwo,f12043,f21043
189.county,Ssanta Cruz ,Santa Cruz 
1315.fipstwo,f62149,f26149
534.statecounty,GA_Turenr,GA_Turner
475.statecounty,GA_ohnson,GA_Johnson
1000.county,tAdair ,Adair 
2714.fipstwo,lf48205,f48205
849.countytwo,Laowrence ,Lawrence 
547.countytwo,Whitfied ,Whitfield 
2367.fipstwo,7f2089,f72089
2948.county,Graysn ,Grayson 
1327.countytwo,Bblue Earth ,Blue Earth 
7.fipstwo,f00270,f02070
1900.statevalue,NuE,NE
1643.statevalue,TM,MT
2868.county,Box Elde ,Box Elder 
638.fipstwo,f19116,f19161
2939.countytwo,Fluvannba ,Fluvanna 
2125.county,Sanusky ,Sandusky 
2657.statecounty,X_Comal,TX_Comal
182.fipstwo,f0411,f04011
2994.statevalue,AV,VA
3007.countytwo,Russlel ,Russell 
2075.statevalue,HO,OH
326.county,Alachvua ,Alachua 
3094.statecounty,WI_Cippewa,WI_Chippewa
1219.countytwo,Washingto ,Washington 
2645.statevalue,XT,TX
1011.county,Bracekn ,Bracken 
751.countytwo,Lawrenuce ,Lawrence 
1556.statevalue,zMS,MS
971.statecounty,KS_Rawlifns,KS_Rawlins
2297.statecounty,jPA_Mercer,PA_Mercer
1787.statecounty,ND_LMaoure,ND_LaMoure
162.fipstwo,f05133***,f05133
735.statevalue,L,IL
2656.countytwo,olorado ,Colorado 
1091.countytwo,Ohgio ,Ohio 
468.countytwo,Houstodn ,Houston 
1134.county,Concordia Parih,Concordia Parish
1564.countytwo,Lavuderdale ,Lauderdale 
3066.countytwo,Klickita t,Klickitat 
1917.countytwo,Merimack ,Merrimack 
896.statevalue,yKS,KS
701.fipstwo,zf17001,f17001
2311.countytwo,Sulilvan ,Sullivan 
2836.fipstwo,f4449,f48449
1765.statecounty,NDh_Adams,ND_Adams
2614.statecounty,TX_Aneglina,TX_Angelina
1907.county,Wyne ,Wayne 
242.statevalue,AC,CA
2701.statecounty,TXGray,TX_Gray
2359.county,Jayuya Municipijo,Jayuya Municipio
2424.fipstwo,f4539,f45039
284.fipstwo,08065,f08065
1150.fipstwo,f2261,f22061
2668.fipstwo,f4811u3,f48113
866.county,mPorter ,Porter 
26.countytwo,Wade Hamptnon Census Area,Wade Hampton Census Area
954.statevalue,SK,KS
1894.countytwo,Snarpy ,Sarpy 
1719.countytwo,iLncoln ,Lincoln 
2147.fipstwo,f4001k1,f40011
907.countytwo,Calrk ,Clark 
89.countytwo,Suvmter ,Sumter 
208.statecounty,CAL_ake,CA_Lake
954.county,Maede ,Meade 
2608.county,Wealkey ,Weakley 
1786.countytwo,Kidde ,Kidder 
3078.statecounty,WA_pSokane,WA_Spokane
1970.statevalue,M,NM
3018.statevalue,AV,VA
1897.countytwo,Seawrd ,Seward 
1911.statecounty,NH_Beknap,NH_Belknap
388.countytwo,Unionn ,Union 
3204.statevalue,V,WV
1081.county,eade ,Meade 
783.fipstwo,f17617,f17167
2010.fipstwo,f36073,f36037
2005.fipstwo,f36207,f36027
1781.fipstwo,f380b33,f38033
412.statecounty,GA_Camedn,GA_Camden
3164.county,Calhou n,Calhoun 
1415.county,Bnton ,Benton 
2805.countytwo,Red Rjiver ,Red River 
283.statevalue,O,CO
2293.statecounty,PA_Lhigh,PA_Lehigh
347.countytwo,Gul ,Gulf 
64.county,nHouston ,Houston 
2156.county,Cola ,Coal 
283.countytwo,La Platia ,La Plata 
184.statecounty,AZ_Maricoap,AZ_Maricopa
3066.fipstwo,f530r39,f53039
1075.statecounty,KY_Marsuhall,KY_Marshall
1688.statevalue,CN,NC
2815.countytwo,San Jaicnto ,San Jacinto 
1903.county,Thoas ,Thomas 
2145.county,Beavre ,Beaver 
765.countytwo,eMnard ,Menard 
2892.county,Wasacth ,Wasatch 
2271.statevalue,vPA,PA
3146.statevalue,I,WI
2150.statevalue,OrK,OK
1208.countytwo,Frederikc ,Frederick 
1678.statevalue,C,NC
1605.fipstwo,f28175,f28157
2642.statecounty,TX_ameron,TX_Cameron
2040.county,Senec ,Seneca 
1924.statecounty,NJ_Camdefn,NJ_Camden
16.countytwo,Matanuska-Susitnga Borough,Matanuska-Susitna Borough
34.countytwo,Blbount ,Blount 
1011.statevalue,yKY,KY
2191.county,Muprray ,Murray 
3229.statecounty,WY_Shermidan,WY_Sheridan
1361.statevalue,NM,MN
1202.fipstwo,f24009***,f24009
1071.fipstwo,f21134,f21143
3058.fipstwo,fo53023,f53023
388.county,Unin ,Union 
2396.statecounty,PR_nVieques Municipio,PR_Vieques Municipio
2817.countytwo,Sa nSaba ,San Saba 
966.statecounty,KS_Odttawa,KS_Ottawa
504.statevalue,wGA,GA
172.statecounty,ASE_astern District,AS_Eastern District
2279.statecounty,PAErie,PA_Erie
1758.statecounty,N_CWashington,NC_Washington
2124.countytwo,Rsos ,Ross 
1066.county,etcher ,Letcher 
2680.county,Ewdards ,Edwards 
766.statecounty,IL_Mecer,IL_Mercer
2809.fipstwo,48395,f48395
3107.statecounty,I_Grant,WI_Grant
1327.statecounty,MN_Bue Earth,MN_Blue Earth
943.fipstwo,f20c097,f20097
760.statecounty,L_Mason,IL_Mason
1427.fipstwo,f29z039,f29039
2053.statecounty,NY_Yatse,NY_Yates
74.fipstwo,f1089,f01089
368.county,Maimi-Dade ,Miami-Dade 
3216.countytwo,Carbn ,Carbon 
1283.countytwo,enawee ,Lenawee 
2142.county,Adaair ,Adair 
1005.countytwo,Bzath ,Bath 
3173.statevalue,sWV,WV
1255.county,Claer ,Clare 
3038.fipstwo,50011,f50011
2561.countytwo,Jeffersno ,Jefferson 
1752.statevalue,C,NC
3041.fipstwo,f5007,f50017
2491.statecounty,SD_Linconl,SD_Lincoln
781.statevalue,ImL,IL
1687.fipstwo,f3704b5,f37045
2506.fipstwo,f41613,f46113
1535.fipstwo,f28071,f28017
2260.countytwo,Berk ,Berks 
1435.county,rawford ,Crawford 
1173.statecounty,LA_Tednsas,LA_Tensas
2113.statevalue,H,OH
3015.countytwo,Staunton ciyt,Staunton city
1517.countytwo,Waren ,Warren 
375.county,Palm Bgeach ,Palm Beach 
509.statevalue,GgA,GA
1193.county,Nantcuket ,Nantucket 
904.statevalue,SK,KS
2407.countytwo,llendale ,Allendale 
1391.statecounty,MN_Sibey,MN_Sibley
1529.statevalue,S,MS
2837.statevalue,X,TX
2186.county,Marshal ,Marshall 
775.county,Pkie ,Pike 
1180.county,West Batxon Rouge Parish,West Baton Rouge Parish
3147.statevalue,I,WI
295.statevalue,OC,CO
87.countytwo,Shely ,Shelby 
2610.statevalue,TlN,TN
3046.statevalue,T,VT
1488.fipstwo,f29116,f29161
1397.statevalue,NM,MN
1392.county,St. oLuis ,St. Louis 
969.county,Pottawatmoie ,Pottawatomie 
2187.countytwo,Mayems ,Mayes 
2416.fipstwo,f45032,f45023
1899.fipstwo,yf31163,f31163
1834.countytwo,Cheyebnne ,Cheyenne 
41.countytwo,Choctfaw ,Choctaw 
1861.statecounty,NEHitchcock,NE_Hitchcock
432.county,Crsp ,Crisp 
1909.county,Wheler ,Wheeler 
1167.county,t. John the Baptist Parish,St. John the Baptist Parish
939.fipstwo,fw20089,f20089
1430.county,Clar ,Clark 
3174.statevalue,VW,WV
227.fipstwo,f06017,f06071
2230.countytwo,Grnt ,Grant 
36.fipstwo,0f1013,f01013
2300.statevalue,pPA,PA
596.statevalue,qIA,IA
354.countytwo,eHolmes ,Holmes 
687.statecounty,yID_Lewis,ID_Lewis
2932.county,Emopria city,Emporia city
2610.countytwo,Williasmon ,Williamson 
135.statevalue,wAR,AR
3131.countytwo,Ozalukee ,Ozaukee 
2900.fipstwo,51007,f51007
2499.statevalue,DS,SD
2861.statevalue,X,TX
1083.statevalue,Y,KY
1379.statevalue,NM,MN
1182.countytwo,Wset Feliciana ,West Feliciana 
1708.countytwo,Haywod ,Haywood 
1158.county,Pointe Cloupee Parish,Pointe Coupee Parish
1404.fipstwo,f2167,f27167
1857.county,Hahll ,Hall 
782.county,Salin ,Saline 
3116.statecounty,WI_Keewaunee,WI_Kewaunee
403.countytwo,Binbb ,Bibb 
1393.fipstwo,27145,f27145
3136.county,Proice ,Price 
2414.statevalue,CS,SC
1116.county,Wbester ,Webster 
2870.countytwo,Crbon ,Carbon 
478.statevalue,GhA,GA
1676.county,Buyrke ,Burke 
33.statevalue,L,AL
631.statecounty,I_APalo Alto,IA_Palo Alto
1347.countytwo,Hennepitn ,Hennepin 
1950.countytwo,Edd y,Eddy 
198.countytwo,Contra Cost a,Contra Costa 
1078.fipstwo,f2n1145,f21145
1549.fipstwo,f2f8045,f28045
970.county,Prtt ,Pratt 
1445.countytwo,Genry ,Gentry 
2870.statecounty,T_Carbon,UT_Carbon
1624.fipstwo,f30q031,f30031
2198.countytwo,Osauge ,Osage 
1304.fipstwo,f6133,f26133
1361.fipstwo,f2781,f27081
943.statevalue,SK,KS
2825.fipstwo,f4842q7,f48427
626.fipstwo,19137,f19137
1124.statecounty,LA_Avaoyelles,LA_Avoyelles
3131.county,Ofzaukee ,Ozaukee 
1476.fipstwo,f29173,f29137
2458.countytwo,uBffalo ,Buffalo 
158.countytwo,Saliine ,Saline 
1875.statecounty,NE_oLup,NE_Loup
2753.statevalue,TdX,TX
3200.statecounty,WV_Ritcchie,WV_Ritchie
2805.fipstwo,wf48387,f48387
585.fipstwo,of19055,f19055
2925.county,Covington ciyt,Covington city
2121.countytwo,Prelbe ,Preble 
287.countytwo,Linclon ,Lincoln 
3089.county,Bafield ,Bayfield 
3026.statecounty,VAh_Winchester city,VA_Winchester city
3164.fipstwo,f54z013,f54013
2974.statecounty,VeA_Martinsville city,VA_Martinsville city
4.county,Bethel Census Arae,Bethel Census Area
2065.statevalue,H,OH
2209.fipstwo,40135,f40135
1699.statevalue,CN,NC
2353.fipstwo,72061,f72061
2885.statecounty,UTS_an Juan,UT_San Juan
799.statevalue,LI,IL
431.fipstwo,kf13079,f13079
975.countytwo,Rilye ,Riley 
1306.fipstwo,f2613h7,f26137
2191.countytwo,Murravy ,Murray 
1635.statevalue,T,MT
3161.statevalue,WxV,WV
2192.county,Musogee ,Muskogee 
1244.statevalue,gMI,MI
1335.countytwo,Clearwaetr ,Clearwater 
1116.statevalue,KgY,KY
341.countytwo,Escabia ,Escambia 
1052.countytwo,Hickamn ,Hickman 
906.fipstwo,f2002a3,f20023
3000.fipstwo,f51517,f51157
816.countytwo,Dahviess ,Daviess 
1455.statevalue,O,MO
294.statecounty,CO_Moragn,CO_Morgan
2474.countytwo,Falk ,Faulk 
1985.statecounty,NV_Lyoxn,NV_Lyon
1006.fipstwo,f21e013,f21013
651.statevalue,IuA,IA
1176.fipstwo,22113,f22113
2289.statevalue,AP,PA
2540.statecounty,TN_Fayete,TN_Fayette
260.countytwo,Crlear Creek ,Clear Creek 
735.statecounty,IaL_Hardin,IL_Hardin
1425.county,Cartner ,Carter 
2417.countytwo,Chesterfied ,Chesterfield 
2941.statecounty,V_AFranklin city,VA_Franklin city
33.fipstwo,01007,f01007
398.fipstwo,f1301h1,f13011
2688.county,lFoyd ,Floyd 
2649.statevalue,XT,TX
216.fipstwo,f06409,f06049
1579.statecounty,MmS_Oktibbeha,MS_Oktibbeha
2861.fipstwo,f48499***,f48499
156.county,Pumlaski ,Pulaski 
2043.statecounty,NY_Suffoltk,NY_Suffolk
2989.statevalue,A,VA
245.county,Tdulare ,Tulare 
2735.statecounty,TX_Jmi Hogg,TX_Jim Hogg
782.fipstwo,f1e7165,f17165
2801.countytwo,ains ,Rains 
1305.fipstwo,f26315,f26135
291.statevalue,CoO,CO
2220.statevalue,oOR,OR
2442.fipstwo,f54075,f45075
2191.statecounty,OK_Msurray,OK_Murray
1152.statevalue,A,LA
1823.countytwo,Bhoone ,Boone 
1352.countytwo,Jcakson ,Jackson 
3193.fipstwo,f54q071,f54071
2758.countytwo,Limestovne ,Limestone 
3220.county,Gohen ,Goshen 
2553.statevalue,pTN,TN
377.statevalue,L,FL
2808.county,Robert s,Roberts 
2022.fipstwo,f30661,f36061
1799.fipstwo,of38069,f38069
2906.fipstwo,51019,f51019
2049.fipstwo,f36115***,f36115
125.statecounty,AR_Hempastead,AR_Hempstead
1594.statecounty,MS_Tallahatchibe,MS_Tallahatchie
750.county,LaSjalle ,LaSalle 
2580.statecounty,TN_More,TN_Moore
2137.fipstwo,3f9167,f39167
871.county,Riple y,Ripley 
1467.countytwo,Mcon ,Macon 
120.county,Frankvlin ,Franklin 
2134.fipstwo,f3161,f39161
3202.fipstwo,f54098,f54089
1703.statevalue,NdC,NC
61.fipstwo,fb01063,f01063
2679.countytwo,Etor ,Ector 
61.statevalue,LA,AL
2592.countytwo,cott ,Scott 
1563.countytwo,Lamarr ,Lamar 
2362.countytwo,Lajas Munidcipio,Lajas Municipio
1691.fipstwo,f3053,f37053
2819.countytwo,Scuryr ,Scurry 
1261.countytwo,Emme t,Emmet 
592.county,Franklni ,Franklin 
1273.statecounty,MI_Irno,MI_Iron
1181.statecounty,LA_West Carroll***,LA_West Carroll
1276.statevalue,IM,MI
378.countytwo,Pok ,Polk 
452.statecounty,GA_Fluton,GA_Fulton
1491.county,Pol k,Polk 
1998.statecounty,NY_Chautauquca,NY_Chautauqua
1655.fipstwo,f3003,f30093
736.countytwo,Henderon ,Henderson 
3179.county,Linconl ,Lincoln 
2906.county,Bedforud ,Bedford 
767.statevalue,yIL,IL
18.countytwo,orth Slope Borough,North Slope Borough
2948.statecounty,V_Grayson,VA_Grayson
1843.statevalue,EN,NE
57.statecounty,AL_Etowha,AL_Etowah
1256.fipstwo,2f6037,f26037
2066.county,lermont ,Clermont 
1034.statevalue,KjY,KY
70.statevalue,AqL,AL
3099.county,Dondge ,Dodge 
1853.countytwo,Garfiel d,Garfield 
677.fipstwo,f16401,f16041
2332.countytwo,Bayaomn Municipio,Bayamon Municipio
957.county,Montgomry ,Montgomery 
1746.statecounty,NC_Samposon,NC_Sampson
2495.statevalue,pSD,SD
2337.statecounty,PR_Carolina Municipoi,PR_Carolina Municipio
1081.fipstwo,f2116h3,f21163
350.countytwo,yHendry ,Hendry 
464.statecounty,GAHarris,GA_Harris
3086.statecounty,W_Adams,WI_Adams
2049.county,Washigton ,Washington 
1842.statevalue,E,NE
2385.statevalue,yPR,PR
853.fipstwo,f18011,f18101
1569.countytwo,Lincorln ,Lincoln 
1951.statevalue,M,NM
80.countytwo,Montomery ,Montgomery 
2244.fipstwo,f410i51,f41051
1899.countytwo,Shermzan ,Sherman 
1212.fipstwo,f2029,f24029
2255.fipstwo,f4z2001,f42001
425.statevalue,AG,GA
3092.fipstwo,f55103,f55013
3127.countytwo,Mgonroe ,Monroe 
174.statecounty,AS_RoseI sland,AS_Rose Island
524.county,attnall ,Tattnall 
2699.statevalue,XT,TX
2526.statevalue,NT,TN
1048.countytwo,Harrson ,Harrison 
2311.fipstwo,f4213,f42113
2883.countytwo,Richq ,Rich 
1394.countytwo,Steelye ,Steele 
3202.statecounty,WV_ummers,WV_Summers
2596.statevalue,N,TN
1477.fipstwo,f291l39,f29139
2163.countytwo,Deey ,Dewey 
381.statevalue,LF,FL
2676.countytwo,Donle ,Donley 
420.county,Cherfokee ,Cherokee 
1939.county,Suessex ,Sussex 
1433.statevalue,OM,MO
1607.fipstwo,f2816o1,f28161
1833.countytwo,Chrry ,Cherry 
1850.countytwo,Furnsa ,Furnas 
902.countytwo,Butlwer ,Butler 
2544.fipstwo,f4a7055,f47055
3120.county,Linccoln ,Lincoln 
3072.county,Pen Oreille ,Pend Oreille 
472.county,Jeff Davs ,Jeff Davis 
2957.countytwo,Highlnad ,Highland 
1869.countytwo,Keya Pah a,Keya Paha 
2177.countytwo,Ka y,Kay 
681.countytwo,Idqaho ,Idaho 
485.statecounty,G_Lumpkin,GA_Lumpkin
1307.countytwo,Ottaa ,Ottawa 
2304.statevalue,AP,PA
45.statevalue,LA,AL
2737.countytwo,Johsnon ,Johnson 
1000.countytwo,Adai ,Adair 
2742.countytwo,Kened y,Kenedy 
2451.statecounty,SD_Asurora,SD_Aurora
3203.countytwo,Talyor ,Taylor 
75.statecounty,AL_Marenog,AL_Marengo
2292.countytwo,Leabnon ,Lebanon 
1896.countytwo,Scott sBluff ,Scotts Bluff 
2921.county,Cheaspeake city,Chesapeake city
307.statecounty,CO_San Miguekl,CO_San Miguel
1305.statecounty,MI_Oscda,MI_Oscoda
442.countytwo,chols ,Echols 
3211.fipstwo,f541f07,f54107
246.countytwo,Tuolumnte ,Tuolumne 
676.fipstwo,f1039,f16039
3065.countytwo,iKttitas ,Kittitas 
408.countytwo,ulloch ,Bulloch 
1616.fipstwo,f300g15,f30015
1057.statevalue,KsY,KY
824.statecounty,N_Floyd,IN_Floyd
1557.fipstwo,f280t61,f28061
1015.county,lButler ,Butler 
1130.statevalue,AL,LA
3162.county,Brokoe ,Brooke 
122.statevalue,AdR,AR
2374.county,Naguabo uMnicipio,Naguabo Municipio
2214.countytwo,Wgoner ,Wagoner 
929.fipstwo,20069,f20069
1429.fipstwo,f290g43,f29043
2021.county,aNssau ,Nassau 
2790.fipstwo,f84357,f48357
2819.county,Scurlry ,Scurry 
3188.fipstwo,f540m61,f54061
1425.statevalue,OM,MO
2898.statecounty,VA_Aelxandria city,VA_Alexandria city
373.statevalue,cFL,FL
2010.statevalue,YN,NY
2336.countytwo,Caonvanas Municipio,Canovanas Municipio
1665.statecounty,NC_Alamancbe,NC_Alamance
2523.fipstwo,f40713,f47013
3090.countytwo,Brofwn ,Brown 
2623.countytwo,Bayelor ,Baylor 
1156.fipstwo,f220o73,f22073
1792.statecounty,ND_MceLan,ND_McLean
2108.county,Mimi ,Miami 
1214.county,Pirnce George's ,Prince George's 
3168.county,iGlmer ,Gilmer 
1778.countytwo,dEdy ,Eddy 
1911.statevalue,aNH,NH
573.statecounty,I_Cedar,IA_Cedar
1446.county,Greeen ,Greene 
1976.countytwo,Churchicll ,Churchill 
434.county,Dawpson ,Dawson 
1268.statevalue,oMI,MI
810.county,Craroll ,Carroll 
2064.county,yChampaign ,Champaign 
802.statecounty,IL_Woodford***,IL_Woodford
1464.countytwo,Licoln ,Lincoln 
1939.countytwo,Sussecx ,Sussex 
