year_start,year_end,location_abbr,location_desc,datasource,class,topic,question,data_value_unit,data_value_type,data_value,data_value_alt,data_value_footnote_symbol,data_value_footnote,low_confidence_limit,high_confidence_limit,sample_size,total,poverty_level,ageyears,birth_order,education,gender,marital_status,metropolitan,race_ethnicity,wic_participation,geo_location,class_id,topic_id,question_id,data_value_type_id,location_id,stratification_category_one,stratification_one,stratification_category_id_one,stratification_id_one
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,45.3,45.3,,,27.8,63.9,129.0,,,,,,,,,Hawaiian/Pacific Islander,,,BF,BF1,Q005,VALUE,59,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2008,2008,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,18.4,18.4,,,9.6,32.2,136.0,,,,,,,,,Hawaiian/Pacific Islander,,,BF,BF1,Q004,VALUE,59,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,49.4,49.4,,,47.9,50.9,14456.0,Total,,,,,,,,,,,BF,BF1,Q005,VALUE,59,Total,Total,OVR,OVERALL
2001,2001,OK,Oklahoma,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,14.0,14.0,,,9.6,19.9,386.0,Total,,,,,,,,,,"(35.47203135600046, -97.52107021399968)",BF,BF1,Q004,VALUE,40,Total,Total,OVR,OVERALL
2013,2013,AL,Alabama,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,40.8,40.8,,,30.8,51.7,131.0,Total,,,,,,,,,,"(32.84057112200048, -86.63186076199969)",BF,BF1,Q002,VALUE,1,Total,Total,OVR,OVERALL
2006,2006,WY,Wyoming,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,15.9,15.9,,,12.3,20.4,342.0,Total,,,,,,,,,,"(43.23554134300048, -108.10983035299967)",BF,BF1,Q008,VALUE,56,Total,Total,OVR,OVERALL
2004,2004,CT,Connecticut,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,9.9,9.9,,,7.2,13.5,364.0,Total,,,,,,,,,,"(41.56266102000046, -72.64984095199964)",BF,BF1,Q008,VALUE,9,Total,Total,OVR,OVERALL
2015,2015,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,20.2,20.2,,,16.1,25.0,875.0,,,,,,,,Metropolitan,,,,BF,BF1,Q003,VALUE,59,Metropolitan,Metropolitan,METRO,METROYES
2009,2009,SC,South Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,61.3,61.3,,,54.5,67.6,364.0,Total,,,,,,,,,,"(33.998821303000454, -81.04537120699968)",BF,BF1,Q006,VALUE,45,Total,Total,OVR,OVERALL
2005,2005,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,18.4,18.4,,,17.2,19.6,11031.0,,,,,,,,,Non-Hispanic White,,,BF,BF1,Q003,VALUE,59,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2013,2013,OK,Oklahoma,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,15.7,15.7,,,11.2,21.6,220.0,Total,,,,,,,,,,"(35.47203135600046, -97.52107021399968)",BF,BF1,Q008,VALUE,40,Total,Total,OVR,OVERALL
2004,2004,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,47.8,47.8,,,43.1,52.5,1180.0,,,,,Less than high school,,,,,,,BF,BF1,Q002,VALUE,59,Education,Less than high school,EDU,EDUHS
2004,2004,SD,South Dakota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,73.5,73.5,,,68.3,78.2,461.0,Total,,,,,,,,,,"(44.353130053000484, -100.3735306369997)",BF,BF1,Q006,VALUE,46,Total,Total,OVR,OVERALL
2013,2013,CA,California,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,58.5,58.5,,,50.6,66.0,374.0,Total,,,,,,,,,,"(37.63864012300047, -120.99999953799971)",BF,BF1,Q005,VALUE,6,Total,Total,OVR,OVERALL
2009,2009,MD,Maryland,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,47.6,47.6,,,40.0,55.3,390.0,Total,,,,,,,,,,"(39.29058096400047, -76.60926011099963)",BF,BF1,Q002,VALUE,24,Total,Total,OVR,OVERALL
2014,2014,UT,Utah,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,26.8,27.0,,,21.0,33.4,246.0,Total,,,,,,,,,,"(39.360700171000474, -111.58713063499971)",BF,BF1,Q008,VALUE,49,Total,Total,OVR,OVERALL
2013,2013,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,27.5,27.5,,,25.0,30.1,3188.0,,100 - 199,,,,,,,,,,BF,BF1,Q004,VALUE,59,% Poverty Level,100 - 199,POV,POV100199
2004,2004,DC,District of Columbia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,40.3,40.3,,,33.8,47.1,305.0,Total,,,,,,,,,,"(38.89037138500049, -77.03196112699965)",BF,BF1,Q001,VALUE,11,Total,Total,OVR,OVERALL
2009,2009,CO,Colorado,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,20.9,20.9,,,15.0,28.3,384.0,Total,,,,,,,,,,"(38.843840757000464, -106.13361092099967)",BF,BF1,Q003,VALUE,8,Total,Total,OVR,OVERALL
2011,2011,NC,North Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,77.2,77.2,,,69.9,83.2,259.0,Total,,,,,,,,,,"(35.466220975000454, -79.15925046299964)",BF,BF1,Q006,VALUE,37,Total,Total,OVR,OVERALL
2011,2011,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,57.7,57.7,,,54.8,60.5,3732.0,,200 - 399,,,,,,,,,,BF,BF1,Q005,VALUE,59,% Poverty Level,200 - 399,POV,POV200399
2001,2001,MO,Missouri,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,13.9,13.9,,,10.5,18.2,394.0,Total,,,,,,,,,,"(38.635790776000476, -92.56630005299968)",BF,BF1,Q004,VALUE,29,Total,Total,OVR,OVERALL
2002,2002,OR,Oregon,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,28.3,28.3,,,23.4,33.7,351.0,Total,,,,,,,,,,"(44.56744942400047, -120.15503132599969)",BF,BF1,Q004,VALUE,41,Total,Total,OVR,OVERALL
2009,2009,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,77.3,77.3,,,75.4,79.0,6144.0,,,,,Some college or technical school,,,,,,,BF,BF1,Q006,VALUE,59,Education,Some college or technical school,EDU,EDUCOTEC
2012,2012,OH,Ohio,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,25.6,25.6,,,18.3,34.7,159.0,Total,,,,,,,,,,"(40.06021014100048, -82.40426005599966)",BF,BF1,Q001,VALUE,39,Total,Total,OVR,OVERALL
2004,2004,NH,New Hampshire,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,15.5,15.5,,,11.0,21.5,275.0,Total,,,,,,,,,,"(43.65595011300047, -71.50036091999965)",BF,BF1,Q003,VALUE,33,Total,Total,OVR,OVERALL
2001,2001,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,16.9,16.9,,,14.8,19.3,4007.0,,,,,Less than high school,,,,,,,BF,BF1,Q004,VALUE,59,Education,Less than high school,EDU,EDUHS
2011,2011,OR,Oregon,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,40.2,40.2,,,33.6,47.1,255.0,Total,,,,,,,,,,"(44.56744942400047, -120.15503132599969)",BF,BF1,Q004,VALUE,41,Total,Total,OVR,OVERALL
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,34.9,35.0,,,32.8,37.0,7121.0,,,30 or older,,,,,,,,,BF,BF1,Q002,VALUE,59,Age (years),30 or older,AGEYR,AGEYR30PLUS
2004,2004,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,26.9,26.9,,,24.7,29.2,4070.0,,,,,,,Unmarried,,,,,BF,BF1,Q003,VALUE,59,Marital Status,Unmarried,MARSTAT,UNMARRIED
2008,2008,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,66.6,66.6,,,64.4,68.8,5389.0,,,,,,,,Non-metropolitan,,,,BF,BF1,Q006,VALUE,59,Metropolitan,Non-metropolitan,METRO,METRONO
2011,2011,UT,Utah,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,29.1,29.1,,,22.3,36.9,201.0,Total,,,,,,,,,,"(39.360700171000474, -111.58713063499971)",BF,BF1,Q001,VALUE,49,Total,Total,OVR,OVERALL
2011,2011,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,33.9,33.9,,,31.7,36.2,4725.0,,,,,,,,,Non-Hispanic White,,,BF,BF1,Q002,VALUE,59,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2006,2006,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,18.6,18.6,,,17.4,19.8,11970.0,,,,,,,,,Non-Hispanic White,,,BF,BF1,Q003,VALUE,59,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2016,2016,KS,Kansas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,34.6,34.6,,,27.5,42.5,201.0,Total,,,,,,,,,,"(38.34774030000045, -98.20078122699965)",BF,BF1,Q004,VALUE,20,Total,Total,OVR,OVERALL
2015,2015,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,20.8,20.8,,,12.7,32.3,156.0,,,Under 20,,,,,,,,,BF,BF1,Q003,VALUE,59,Age (years),Under 20,AGEYR,AGEYR0019
2013,2013,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,24.6,24.6,,,19.6,30.4,728.0,,,,,,,,,,"No, but eligible",,BF,BF1,Q002,VALUE,59,WIC Participation,"No, but eligible",WIC,WICNO
2009,2009,TX,Texas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,28.6,28.6,,,24.7,32.9,1805.0,Total,,,,,,,,,,"(31.827240407000488, -99.42677020599967)",BF,BF1,Q003,VALUE,48,Total,Total,OVR,OVERALL
2004,2004,NC,North Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,25.7,25.7,,,19.5,33.0,271.0,Total,,,,,,,,,,"(35.466220975000454, -79.15925046299964)",BF,BF1,Q003,VALUE,37,Total,Total,OVR,OVERALL
2016,2016,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,39.6,39.6,,,37.8,41.4,9667.0,,,,,,,,,Non-Hispanic White,,,BF,BF1,Q004,VALUE,59,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2009,2009,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,28.0,28.0,,,24.4,31.9,2071.0,,,,,,,,Non-metropolitan,,,,BF,BF1,Q001,VALUE,59,Metropolitan,Non-metropolitan,METRO,METRONO
2003,2003,UT,Utah,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,56.5,56.5,,,49.6,63.1,296.0,Total,,,,,,,,,,"(39.360700171000474, -111.58713063499971)",BF,BF1,Q005,VALUE,49,Total,Total,OVR,OVERALL
2011,2011,DE,Delaware,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,18.2,18.2,,,12.3,26.1,179.0,Total,,,,,,,,,,"(39.008830667000495, -75.57774116799965)",BF,BF1,Q003,VALUE,10,Total,Total,OVR,OVERALL
2007,2007,WA,Washington,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,36.5,36.5,,,30.7,42.8,385.0,Total,,,,,,,,,,"(47.52227862900048, -120.47001078999972)",BF,BF1,Q002,VALUE,53,Total,Total,OVR,OVERALL
2006,2006,WY,Wyoming,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,28.4,28.4,,,23.7,33.7,352.0,Total,,,,,,,,,,"(43.23554134300048, -108.10983035299967)",BF,BF1,Q004,VALUE,56,Total,Total,OVR,OVERALL
2011,2011,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,19.3,19.3,,,17.2,21.6,4241.0,,,20 - 29,,,,,,,,,BF,BF1,Q003,VALUE,59,Age (years),20 - 29,AGEYR,AGEYR2029
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,15.0,15.0,,,14.1,15.9,14955.0,,,,,,,,,Non-Hispanic White,,,BF,BF1,Q008,VALUE,59,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT
2012,2012,NY,New York,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,26.7,26.7,,,22.0,32.0,468.0,Total,,,,,,,,,,"(42.82700103200045, -75.54397042699964)",BF,BF1,Q003,VALUE,36,Total,Total,OVR,OVERALL
2007,2007,MT,Montana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,21.4,21.4,,,17.0,26.6,356.0,Total,,,,,,,,,,"(47.06652897200047, -109.42442064499971)",BF,BF1,Q008,VALUE,30,Total,Total,OVR,OVERALL
2000,2000,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,18.4,18.4,,,11.8,27.5,454.0,,,,,,,,,2 or more races,,,BF,BF1,Q004,VALUE,59,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2001,2001,CA,California,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,82.2,82.2,,,78.8,85.1,1565.0,Total,,,,,,,,,,"(37.63864012300047, -120.99999953799971)",BF,BF1,Q006,VALUE,6,Total,Total,OVR,OVERALL
2012,2012,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,41.9,41.9,,,34.3,49.9,467.0,,,,,,,,,Asian,,,BF,BF1,Q002,VALUE,59,Race/Ethnicity,Asian,RACE,RACEASN
2014,2014,OR,Oregon,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,23.2,23.0,,,16.5,31.7,177.0,Total,,,,,,,,,,"(44.56744942400047, -120.15503132599969)",BF,BF1,Q002,VALUE,41,Total,Total,OVR,OVERALL
2013,2013,VT,Vermont,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,84.5,84.5,,,78.2,89.2,235.0,Total,,,,,,,,,,"(43.62538123900049, -72.51764079099962)",BF,BF1,Q006,VALUE,50,Total,Total,OVR,OVERALL
2007,2007,NC,North Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,10.2,10.2,,,7.5,13.7,372.0,Total,,,,,,,,,,"(35.466220975000454, -79.15925046299964)",BF,BF1,Q008,VALUE,37,Total,Total,OVR,OVERALL
2012,2012,MD,Maryland,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,82.2,82.2,,,74.6,87.9,282.0,Total,,,,,,,,,,"(39.29058096400047, -76.60926011099963)",BF,BF1,Q006,VALUE,24,Total,Total,OVR,OVERALL
2009,2009,VT,Vermont,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,85.2,85.2,,,79.7,89.4,351.0,Total,,,,,,,,,,"(43.62538123900049, -72.51764079099962)",BF,BF1,Q006,VALUE,50,Total,Total,OVR,OVERALL
2011,2011,NC,North Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,20.7,20.7,,,15.1,27.6,254.0,Total,,,,,,,,,,"(35.466220975000454, -79.15925046299964)",BF,BF1,Q008,VALUE,37,Total,Total,OVR,OVERALL
2008,2008,ME,Maine,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,19.3,19.3,,,15.0,24.4,318.0,Total,,,,,,,,,,"(45.254228894000505, -68.98503133599962)",BF,BF1,Q008,VALUE,23,Total,Total,OVR,OVERALL
2014,2014,ID,Idaho,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,55.6,56.0,,,47.7,63.2,214.0,Total,,,,,,,,,,"(43.682630005000476, -114.3637300419997)",BF,BF1,Q007,VALUE,16,Total,Total,OVR,OVERALL
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,18.6,19.0,,,15.3,22.5,1169.0,,,,,,,,,Non-Hispanic Black,,,BF,BF1,Q003,VALUE,59,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2001,2001,GA,Georgia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,13.3,13.3,,,9.7,18.1,778.0,Total,,,,,,,,,,"(32.83968109300048, -83.62758034599966)",BF,BF1,Q004,VALUE,13,Total,Total,OVR,OVERALL
2006,2006,MO,Missouri,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,14.6,14.6,,,11.4,18.6,442.0,Total,,,,,,,,,,"(38.635790776000476, -92.56630005299968)",BF,BF1,Q004,VALUE,29,Total,Total,OVR,OVERALL
2000,2000,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,73.8,73.8,,,70.9,76.6,4791.0,,,,Not first born,,,,,,,,BF,BF1,Q006,VALUE,59,Birth Order,Not first born,BO,BONOT1
2007,2007,WY,Wyoming,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,20.0,20.0,,,15.6,25.3,330.0,Total,,,,,,,,,,"(43.23554134300048, -108.10983035299967)",BF,BF1,Q008,VALUE,56,Total,Total,OVR,OVERALL
2004,2004,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,45.3,45.3,,,43.2,47.5,6869.0,,,,,,,,,Hispanic,,,BF,BF1,Q005,VALUE,59,Race/Ethnicity,Hispanic,RACE,RACEHIS
2006,2006,TX,Texas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,41.3,41.3,,,36.0,46.8,1173.0,Total,,,,,,,,,,"(31.827240407000488, -99.42677020599967)",BF,BF1,Q001,VALUE,48,Total,Total,OVR,OVERALL
2000,2000,ID,Idaho,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,23.8,23.8,,,11.6,42.6,130.0,Total,,,,,,,,,,"(43.682630005000476, -114.3637300419997)",BF,BF1,Q004,VALUE,16,Total,Total,OVR,OVERALL
2005,2005,MN,Minnesota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,41.3,41.3,,,35.3,47.5,351.0,Total,,,,,,,,,,"(46.35564873600049, -94.79420050299967)",BF,BF1,Q007,VALUE,27,Total,Total,OVR,OVERALL
2009,2009,IN,Indiana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,71.7,71.7,,,65.6,77.1,420.0,Total,,,,,,,,,,"(39.766910452000445, -86.14996019399968)",BF,BF1,Q006,VALUE,18,Total,Total,OVR,OVERALL
2008,2008,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,77.2,77.2,,,75.4,78.8,6375.0,,,,,Some college or technical school,,,,,,,BF,BF1,Q006,VALUE,59,Education,Some college or technical school,EDU,EDUCOTEC
2004,2004,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,44.8,44.8,,,43.2,46.4,10580.0,,,,,,,,Metropolitan,,,,BF,BF1,Q002,VALUE,59,Metropolitan,Metropolitan,METRO,METROYES
2007,2007,OR,Oregon,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,24.7,24.7,,,19.4,30.7,322.0,Total,,,,,,,,,,"(44.56744942400047, -120.15503132599969)",BF,BF1,Q001,VALUE,41,Total,Total,OVR,OVERALL
2010,2010,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,17.9,17.9,,,16.4,19.4,9935.0,,,,First born,,,,,,,,BF,BF1,Q008,VALUE,59,Birth Order,First born,BO,BOFIRST
2003,2003,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,11.7,11.7,,,10.5,13.0,7551.0,,,,,,,Unmarried,,,,,BF,BF1,Q004,VALUE,59,Marital Status,Unmarried,MARSTAT,UNMARRIED
2003,2003,OR,Oregon,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,37.1,37.1,,,31.1,43.5,282.0,Total,,,,,,,,,,"(44.56744942400047, -120.15503132599969)",BF,BF1,Q004,VALUE,41,Total,Total,OVR,OVERALL
2003,2003,IL,Illinois,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,39.5,39.5,,,34.6,44.7,791.0,Total,,,,,,,,,,"(40.48501028300046, -88.99771017799969)",BF,BF1,Q005,VALUE,17,Total,Total,OVR,OVERALL
2000,2000,HI,Hawaii,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,65.1,65.1,,,52.4,76.0,189.0,Total,,,,,,,,,,"(21.304850435000446, -157.85774940299973)",BF,BF1,Q006,VALUE,15,Total,Total,OVR,OVERALL
2013,2013,TX,Texas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,32.1,32.1,,,27.7,37.0,1023.0,Total,,,,,,,,,,"(31.827240407000488, -99.42677020599967)",BF,BF1,Q001,VALUE,48,Total,Total,OVR,OVERALL
2005,2005,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,21.4,21.4,,,20.2,22.7,11646.0,,,,,,Female,,,,,,BF,BF1,Q004,VALUE,59,Gender,Female,GEN,FEMALE
2008,2008,TN,Tennessee,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,11.4,11.4,,,8.4,15.3,367.0,Total,,,,,,,,,,"(35.68094058000048, -85.77449091399967)",BF,BF1,Q008,VALUE,47,Total,Total,OVR,OVERALL
2008,2008,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,23.3,23.3,,,21.3,25.4,4882.0,,,,,Some college or technical school,,,,,,,BF,BF1,Q003,VALUE,59,Education,Some college or technical school,EDU,EDUCOTEC
2009,2009,WI,Wisconsin,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,80.1,80.1,,,73.9,85.1,376.0,Total,,,,,,,,,,"(44.39319117400049, -89.81637074199966)",BF,BF1,Q006,VALUE,55,Total,Total,OVR,OVERALL
2015,2015,WV,West Virginia,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,68.6,68.6,,,62.1,74.5,320.0,Total,,,,,,,,,,"(38.66551020200046, -80.71264013499967)",BF,BF1,Q006,VALUE,54,Total,Total,OVR,OVERALL
2012,2012,KS,Kansas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,24.5,24.5,,,18.2,32.1,219.0,Total,,,,,,,,,,"(38.34774030000045, -98.20078122699965)",BF,BF1,Q008,VALUE,20,Total,Total,OVR,OVERALL
2012,2012,VT,Vermont,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,47.6,47.6,,,40.4,54.9,237.0,Total,,,,,,,,,,"(43.62538123900049, -72.51764079099962)",BF,BF1,Q007,VALUE,50,Total,Total,OVR,OVERALL
2013,2013,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,42.1,42.1,,,37.6,46.7,1164.0,,,,,,,,,,"No, but eligible",,BF,BF1,Q004,VALUE,59,WIC Participation,"No, but eligible",WIC,WICNO
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,27.5,28.0,,,24.5,30.6,2275.0,,600 or greater,,,,,,,,,,BF,BF1,Q001,VALUE,59,% Poverty Level,600 or greater,POV,POV600PLUS
2002,2002,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,39.1,39.1,,,36.9,41.2,5157.0,,,,,Some college or technical school,,,,,,,BF,BF1,Q005,VALUE,59,Education,Some college or technical school,EDU,EDUCOTEC
