groupnumbernoprecedingzeroes,grouptitle,groupnumberandtitle,seriesnumbernoprecedingzeroes,seriestitle,seriesnumberandtitle
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2150,TRANSPORTATION OPERATIONS,2150-TRANSPORTATION OPERATIONS
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2151,DISPATCHING,2151-DISPATCHING
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2152,AIR TRAFFIC CONTROL,2152-AIR TRAFFIC CONTROL
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2154,AIR TRAFFIC ASSISTANCE,2154-AIR TRAFFIC ASSISTANCE
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2161,MARINE CARGO,2161-MARINE CARGO
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2181,AIRCRAFT OPERATION,2181-AIRCRAFT OPERATION
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2183,AIR NAVIGATION,2183-AIR NAVIGATION
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2185,AIRCREW TECHNICIAN,2185-AIRCREW TECHNICIAN
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2186,TECHNICAL SYSTEMS PROGRAM MANAGER,2186-TECHNICAL SYSTEMS PROGRAM MANAGER
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2199,TRANSPORTATION STUDENT TRAINEE,2199-TRANSPORTATION STUDENT TRAINEE
2200,INFORMATION TECHNOLOGY GROUP,2200-INFORMATION TECHNOLOGY GROUP,2210,INFORMATION TECHNOLOGY MANAGEMENT,2210-INFORMATION TECHNOLOGY MANAGEMENT
2200,INFORMATION TECHNOLOGY GROUP,2200-INFORMATION TECHNOLOGY GROUP,2299,INFORMATION TECHNOLOGY STUDENT TRAINEE,2299-INFORMATION TECHNOLOGY STUDENT TRAINEE
