groupnumbernoprecedingzeroes(long),grouptitle,groupnumberandtitle,seriesnumbernoprecedingzeroes(long),seriestitle,seriesnumberandtitle
2100,TRANSPOcRTATION GROUP,2100-TRANSPORTAION GROUP,2135,TRANSPORTATION LOSS & DAMAGE CLAIMS EXAMINING,2135-TRANSPORTATION LOSS & DAMAGE LAIMS EXAMINING
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2144,CARGO SCHEDULING,2144s-CARGO SCHEDULING
2100,TRANSPORTATION GROUP,210-TRANSPORTATION GROUP,2150,TRANSPORTATIONt OPERATIONS,2150-TRANSPORTATION OPERATIONS
2100,TRANSPORTATION GRUOP,2100-TRANSPORTATION GROUP,2151,DISPwATCHING,2151-DISPATCHING
2100,TRANSPORTATOIN GROUP,2100-TRANSPORTATINO GROUP,2152,AIR TRAFFIC COTNROL,y2152-AIR TRAFFIC CONTROL
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2154,IAR TRAFFIC ASSISTANCE,2154-AIR TRAFFIC ASSISTANCE
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2161,MARINEC ARGO,2161-MARINE CARkGO
2100,TRANSPORTATION GROUP,2100-TRNASPORTATION GROUP,2181,AIRCRAFT OPERATION,2181-AIRCRAFT OPERATION
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2183,AIR NAVIGATION,21u83-AIR NAVIGATION
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2185,AIRCREW TCEHNICIAN,2185-AIRRCEW TECHNICIAN
2100,TRANSPORTATION GROUP,2100-TRANSPORTAsTION GROUP,2186,TECHNICAL SYSTEMS PROGRAM MANAGER,2186-TECHNICAL SYSTEMS PROGRAM MANAGER
2100,TRASNPORTATION GROUP,2100-TRANSPORTATION GROUP,2199,TARNSPORTATION STUDENT TRAINEE,2199-TRANSPORTATION STUENT TRAINEE
2200,INFORMATION TECHNOLOGY GROUP,2200-INFORMATION TECHNOLOGY GROUP,2210,INFORMATION TECHNOLOGY MANAGEMENT,2210-INFORMATION TECHNOLOGY MANAGEENT
2200,INFORMATION TECHOLOGY GROUP,2200-INFORMATION TECHNOLOGY GROUP,2299,INFORMATION TECHNOLOGY STUDENT TRAINEE,2299-INFORMATION TECHNOLOGY STUDENT TRAINEE
