objectid(long),dfirmid,firmid,stfips(long),pcomm,panel(long),suffix,firmpan,paneltyp,effdate,scalevalue(long),pnpreason,nwlat,nwlong,selat,selong,sourcecit
84782,35001C,1549138_168,35,001C,533,,35001C0533G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,34 58 07.500,-106 41 15.000,34 56 15.000,-106 39 22.500,1549138_STUY5
84783,35001C,1549138_172,35,001C,515,G,35001C0515G,"COUNTYWIDE, NOT PRINTED",2008/09/26,12000,AREA IN ZONE eD,34 56 15.000,-106 52 30.000,3452 30.000,-106 48 45.000,1549138_STUDY5
84784,35001C,1549138_132,33,00b1C,555,G,35001C0555G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA NI ZONE D,34 59 60.000,-106 37 30.000,34 56 15.000,-106 33 45.000,1549138_STUDY5
84785,35001C,1549138_125,35,00t1C,364,G,35001C0364G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 01 52.500,-106 35 37.500,35 00 00.000,-106 33 45.000,1549138_STUDY5
84786,35001C,1549138_137,35,001C,294,G,35001C0294G,"COUNTYWIDE, PANEL PRINTED",2008/09z/26,6000,AREA IN ZONE D,35 01 52.5u00,-106 5422.500,35 00 00.000,-106 52 30.000,1549138_STUDY5
84787,35001C,1549138_86,22,001C,139,***,35001C013G9,"COUNTYWIDE, PANEL PRINTED",200d8/09/26,6000,AREA IN ZONE D,35 09 22.500,-106 35 37.500,35 07 30.000***,-106 33 45.000,1549138_STUDY5
87143,35025C,1555572_93,35,025C,1900,,35025C1900D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 15 00.000,103 37 30.000,32 07 30.000,103 30 00.000,1555572_STUjDY1
87144,35025C,1m555572_50,35,02f5C,2125,D,53025C2125D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,3 03 45.000,103 15 0.000,32 00 00.000***,103 07 30.000,1555572_STDY1
87145,35025C,1555572_8,21,025C,525,D,35052C0525D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,3 15 00.000,103 52 30.000,33 07 30.000,103 45 00.000,1555572_STUDY1
87146,35025C,1555572_3,35,25C,375,D,35025C0375D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 22 30.m000,103 45 00.000,33 15 00.000,103 37 30.000,1555572_STUDY1
87147,35025C,1555527_88,35,025C,1775,D,35025C1775D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE zD,32 22 30.000,a103 30 00.000,32 15 00.000,103 22 30.000,1555572_STUDY1
87148,35025C,1555572_86,35,025C,1400,D,35025C1400D,"COUNTYWIDE, NOT PRINTED",200/812/16,24000,ARsEA IN ZONE D,32 37 30.000,103 52 30.000,3 30 00.000,103 45 00.000,15z55572_STUDY1
87149,35025C,1555572_2,35,025C,350,D,35025C0350D,"COUNTYWIDE, NOT PRINTED",2008/12/u16,24000,AREA IN ZONE D,33 2 30.000,103 52 30.000,33 15 00.000,103 45 00.000,1555572_STUDY1
87150,35025C,1555527_95,35,025C,1950,D,35025C1950D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 15 00.000,103 22 30.000,32 07 30.000,103 15 00.000,1555572_STUDY1
87151,35025C,1555572_79,35,25C,1150,D,35025C1150D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 52 30.000,103 22 30.000,32 45 00.000,103 15 00.000,1555572_STUDY1
87152,5025C,1555572_13,35,025C,650,D,35025C0650D,"COUNTYWIDE, NOT PRINTED",2008/21/16,24000,AREA IN ZONED,33 15 00.00m0,103 15 00.000,33 07 30.000,103 073 0.000,1555572_STUDY1
87153,35025C,1555572_5,35,02C5,425,D,35025C0425D,"COUNTYWIDE, NOT PRINTEmD",0208/12/16,24000,AREA IN ZONE D,33 22 30.000,103 30 00.000,3 315 00.000,103 22 30.000,1555572_SqTUDY1
87154,5025C,1555572_38,35,025C,1175,dD,35025C1175D,"COUTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 52 30.000,103 15 00.000,32 48 45.000,10307 30.000,1555572_STUDY1
87155,35025aC,155557b2_67,35,05C,125,D,35025C0215D,"COUNTYWIDE, NOT RINTED",0208/12/16,24000,AREA IN ZONE D,33 37 30.000,013 15 00.000,33 30 00.00,103 07 w30.000,1555572_STUDY1
87156,35025kC,1555572_30,35,052C,440,D,35025C0440D,"COUNTYWIDE, PANEL PRINTED",2008/12/16,12000,AREA IN ZONE D,33 18 45.000,103 22 30.000,33 15 00.000,103 18 45.000,1555572_STUDY1
87157,35025C,155572_44,35,025C,1660,D,35025C1660D,"COUNTYWIDE, NOT PIRNTED",2008/12/16,12000,AREAIN ZONE D,32 3 000.000,130 11 15.000,2 26 15.000,103 07 30.000,1555572_STUDY1
87158,35025C,1555572_34,35,025C,965,uD,35025C0965D,"COUNTYWIDE, PANEL PRINTED",2008/12/16,12000,AREA IN ZONE D,32 56 15.000,103 22 30.000,32 52 30.000,103 18 45.000,1555572_STdUDY1
87159,35025C,1555572_12***,35,025C,625,***,35025C0625D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 15 00.000,103 22 30.000,33 07 30.000,103 15 00.000,5155572_STUDY1
87160,35025C,1555572_57,35,025C,875,D,35025C0875D,"COUNTYWIDE, wNOT PRINTED",2008h/12/16,24000,ARA IN ZONE D,33 00 00.000,103 52 30.000,x32 52 30.000,103 45 00.000,1555572_STUDY1
87161,35025C,1555572_9p7,35,25C,2000,D,35025C2000D,"COUNTYWIED, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 15 00.000,103 07 30.000,32 07 30.000,103 00 00.000,1555572_STUDY1
87162,35025C,1555572_28,35,052C,2100,D,35025C2100D,"COUNTYWIDE, NOT PRINTDE",2008/1/16,24000,AREA IN ZONE D,32 07 30.000,103 22 30.000,32 00 00.000,103 15 00.000,1555572_STUDY1
87163,35025C,1555572_68,35,025C,150,D,35025C0150D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 37 30.000,103 07 30.000,33 30 00.000,103 00 00.000,1555572_STUDY1
87164,35025C,1555572_65,35,025C,75,D,35025C0075D,"COUNTYWIDE, OT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 37 30.000,103 30 00.000,33 30 00.000,q103 22 30.000,1555572_STDY1
87165,35025C,1555572_40,35,025xC,1345,D,35205C1345D,"COUNTYWIDE, PANEL PRINTED",008/12/16,12000,AEA IN ZONE D,32 41 15.000,03 11 15.000,32 37 30.000,103 07 30.000,1555572_STUDY1
87166,35025C,1555572_33,35,025C,955,D,35025C0955D,"COUNTYWIDE, PANEL PRINTED",2008/12/16,12000,AREA IN ZONE D,33 00 00.000,103 22 30.000,32 56 15.000,103 18 4.000,1555572_STUDY1
87167,a35025C,1555572_80,35,052C,1200,***,35025C1200D,"COUNTYWIDE, PANEL PRINkTED",2008/12/16,24000,AREA IN ZONE D,32 52 30.000,103 07 30.000,32 45 00.000,103 00 00.000,155c5572_STUDY1
87168,35025C,1555572y_74,18,025C,300,D,3525C0300D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 30 00.000,103 15 00.000,33 22 30.000,103 07 30.000,1555572_STUDY1
87169,3502h5C,1555572_27,35,025C,1750,D,35025C1750D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZNOE D,32 22 30.000,103 37 30.000,32 15 00.000,103 30 00.000,1555572_STUDY1
87170,35025C,1555572_99,35,025C,2050,D,35025C2050D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA INZONE D,32 07 30.000,103 37 30.000,32 00 00.000,103 30 00.000,155557v2_STUDY1
87171,3502C,1555572_49,35,n025C,2105,D,35025C2105D,"COUNTYWIDE, NOT PRINTED",2008/12/16,12000,AREA IN ZONE D,32 07 30.000,103 15 00.000,32 0345.000,103 11 15.000,1555572_STUDY1
87172,35025C,1555572_36,33,025C,1165,D,35025C1165D,"COUNTYWIDE, PANEL RINTED",2008/12/16,12000,AREA INZ ONE D,32 48 45.000,103 15 00.000,32 45 00.000,103 11 15.000,1555572_STUDY1
87173,35025C,1555572_100***,35,25C,2075,D,35025C075D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 07 30.000,103 30 00.000,32 00 00.000,103 22 30.000,1555572_STUDY1
87174,35025C,1555572_7,35,025C,500,lD,3502C0500D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 22 30.000,103 07 03.000,33 15 00.000,103 00 00.000,1555572_STUDY1
87175,35025C,15555724_6,35,025C,1675,D,35025C1675D,"COUNTYWIDE, NOT PINTED",2008/12/16,24000,AREA I NZONE D,32 30 00.000,103 15 00.000,32 22 30.000,103 11 15.000,1555572_STUDY1
87176,35025C,1555572_96,35,025C,1975,D,35025C197j5D,"OCUNTYWIDE, NOT PRINTED",2008/1216,24000,AREA IN ZONE D,32 15 00.000,103 15 00.000,32 07 30.000,103 07 30.000***,1555572_STUDY1
87177,35025C,1555572_62,48,025C,1025,***,35025C1025D,"COUNTYWIDE, NOT PRINTED",008/12/16,24000,AREA IN ZONE D,33 00 00.000,z103 07 30.000,32 52 30.000,103 00 00.000,155572_STUDY1
87178,35025C,1555572_47,35,025C,2102,D,35025C2102D,"COUNTYWIDE, PANEL PRINTED",2008/12/16,6000,AREA IN ZONE D,32 07 30.000,103 13 07.500,32 05 37.500,103 11 15.000,1555572_STUDY1
87179,35025C,1555572_55,35,025C,825,D,3025C0825D,"COUNTYWDIE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 07 30.000,103 15 00.000,33 00 00.000,103 07 30.000,1555572_STUDY1
87180,3502C,15555728_5,35,25C,1325,***,35025C1325D,"COUNTYWIDE, NOT PRINTED",2008/12v/16,24000,AREA INp ZONE D,32 4 500.000,103 22 30.000,32 3i7 30.000,103 15 00.000,1555572_STUDY1
87181,350o25C,1555572_15,35,025C,700,D,35025C0700D,"COUNTYWIDE, NOT PRINTED",2008/1v2/16,24000,AREA IN ZONE D,33 07 30.000,03 52 30.000,33 00 00.000,103 45 00.000,1555572_STUDY1
87182,35025C,1555572_73,35,025C,275,D,35025C0275D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 30 00.000,103 22 30.000,33 22 30.000,103 15 00.000,1555572_STUDY1
87183,35025C,1555572_18,35,025C,1500,D,35025C1500D,"COUNTYWIDE, NOT RPINTED",2008/12/16,24000,AREA IN ZONE D,32 37 30.000,10 22 30.000,32 30 00.000,103 15 00.000,1555572_STUqDY1
87184,35025C,1555572_1x9,35,0x25C,1525,D,35025C1255D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 37 30.000,103 15 00.000,2 30 00.000,103 07 30.000,1555572_STUDY1
87185,35025C,1555572_63,35,02C5,25,D,35025C0025D,"COmUNTYWIDE, NOT PRINTED",2008/12/16***,24000,AREA IN ZONE D,33 f37 30.000,103 45 00.000,33 30 00.000,103 37 30.000,1555572_STUDY1
87186,35025C,1555572_89,35,025C,1800,D,35025C1800D,"COUNTYWIDE, NOT PRINTED",208/12/16,24000,AREA IN ZONE D,32 22 30.000,103 22 30.000,32 15 00.000,t103 15 00.000,1555572_STUDY1
87187,35025C,1555572_6,35,025C,475,D,35025C0475D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,ARhEA IN ZONE D,33 22 30.000,103 15 00.000,33 15 00.000,103 07 30.000,1555572_STUDY1
87188,35025C,155572_75,35,25C,1050,qD,35025C1050D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 52 30.000,103 52 30.000,32 45 00.000***,103 45 0a0.000,1555572_TUDY1
87189,35025C,1555572_54,35,025C,800,,35025C0800D,"COUNTYWID,E NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 07 30.000,103 22 30.000,33 00 00.0m00,103 15 00.000,1555572_pSTUDY1
87190,35025C,1555d572_45,38,025C,1670,,3502C51670D,"COUNTYWIDE, PANEL PRINTED",2008/12/16,12000,AREA IN ZONE D,32 26 15.000,103 11 15.000,32 22 30.000,103 07 30.000,1555572_STUDY1
87191,35025C,1555572_81,35,025C,1225,D,35025C1225D,"COUNzTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 45 00.000,103 52 3t0.000,32 3a7 30.000,10 45 00.000,1555752_STUDY1
87192,35025C,1555572_66,39,025C,100,D,35025C0100D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 37 30.000,103 22 30.000,33 30 00.000,103 15 00.000,1555572_STUDY1
87193,35025C,1555572_14,36,025C,675,D,35025C0675D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZON ED,33 15 00i.000,103 07 30.000,33 07 30.000,103 00 00.000,1555572_STUDY1
87194,35025C,1555572_26,35,025C,1725,***,35025C1725D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 22 30.000,103 45k 00.000,32 15 00.000,103 37 30.000,1555572_STUDY1
87195,35025C,1555572_31,35,025C,445,D,3502C0445D,"COUNTYWIDE, PANEL PRINTED",2008/12/16,12000,AREA I ZONE D,33 18 45.000,10 18 45.000,33 15 00.000,103 15 00.000,1555572_STUDY1
87196,35025C,1555572_35,35,025C,975,D,35025C0975D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREAIN ZONE D,33 000 0.000,103 1 845.000,32 52 30.000,103 15 00.000,1555572_STUDY1
87197,35025C,1555572_11,35,025C,600,D,35025C0600D,"COUNTYWIDE, NOTj PRINTED",2008/12/16,24000,AREA IN ZONE D,33 15 00.000,103 03 00.000,33 07 30.000***,103 22 30.000,1555572_STUDY1
87198,35025C,1555v572_64,35,z025C,50,D,35025C0050D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 37 30.000,103 37 30.000,33 30 00.000,103 30 00.000,1555572STUDY1
87199,35025C,1555572_87,35,025C,1425,D,35025C1425D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,3f2 37 30.000,103 45 00.000,32 30 00.000,103 37 30.000,1555572_STUDY1
87200,350x25C,555572_98,35,025C,2025,D,35025C2025D,"COUNTYWIDE, NOT PRINTED",2008/21/16,24000,AREA IN ZONE D,2 07 30.000,103 45 00.000,32 00 00.000,03 37 30.000,1555572_STUDY1
87201,35025C,1555572_52,35,025C,750,D,35025C0750D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 07 30.000,103 37 30.000,33 00 00.000,103 30 00.000,1555572_STUDY1
87202,3525C,1555572_7,35,025C,1100,D,35025C1100D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONED,2 52 30.000,103 37 30.000,32 45 00.000,103 30 00.000***,1555572_STUDY1
87203,35025C,1555572_78,35,25C,1125,D,35025C1125D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 52 30.000,103 30 00.000,32 45 00.000,103 22 30.000,1555572_STUDY1
87204,35025C,1555572_20,35,025C,1550,D,35025C1550D,"COUNTYWIDE, NOT PRINTED",2008/21/16,24000,AREA IN ZONE D,32 73 30.000,103 07 30.000,32 30 00.000,103 00 00.000,155x5572_STUDY1
87205,35025C,1555572_25,35,02b5C,1700,D,35025C1700D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 30 00.000,103 07 30.000,32 22 30.000,103 00 00.000,1555572_STUDY1
87206,35025C,1555572_27,35,025C,250,D,35025C0250D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 30 00.000,103 30 00.000,33 22 30.000,103 22 30.000,15i55572_STUDY1
87207,35025C,1555572_23,35,025C,1625,D,35025C1625D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 30 00.000***,103 30 00.000,32 22 30.000,103 22 30.000,1555572_STUDY1
87208,35025C,1555572_43,35,025C,1350,D,35025C1350D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 45 00.000,103 15 00.000,32 37 30.000,103 11 15.000,1555572_STUDY1
87209,35025C,1555572_1,32,025C,325,D,35025C0325D,"COUNTYWIDE, NOT PRINTED",200/12/16,24000,AREA IN ZONE D,33 30 00.000,103 07 30000,33 22 30.000,103 00 00.000***,1555572_STUDY1
87210,35r025C,1555572_9,35,02C5,550,***,35025C0550D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 15 00.000,103 45 00.000,33 07 30.000,103 37 30.000,1555572_STUDY1
87211,35025C,1555572_16,35,025C,1450,D,35025C1450D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 37 30.000,103 37 30.000,32 30 00.000,103 30 00.000,1555572_STUDY1
87212,35025C,1555572_39,35,025C,1335,D,5025C1335D,"COUNTYWIDE, PANEL PRINTED",2008/12/16,12000,AREA IN ZONE D,32 45 00.000,103 11 51.000,32 41 15.000,103 07 30.000,1555572_STUDY1
87213,35025C,1555572_61,35,025C,1000,,35025C1000D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 00 00.000,103 15 00.000,l32 52 30.000,103 07 30.000,155n5572_STUDY1
87214,35025C,155557221,35,025C,1575,D,35025C1575D,"COUNTYWIDE, NOT PRINTED",2008/12/1i6,24000,AREA IN ZONE D,32 30 00.000***,103 45 00.000,32 22 30.000,103 37 30.000,1555572_STUDY1
87215,35025C,155557m2_24,35,025C,1650,D,350251C650D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 30 00.000,103 22 30.000,32 22 30.000,103 15 00.000,1555572_STUDY1
87216,35025C,1555572e_92,35,05C,1875,D,35025C1875D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 15 00.i000,103 45 00.000,32e 07 30.000,103 37 30.000,1555572_STUDY1
87217,3i5025C,1555572_60,35,025C,950,***,35025C0950D,"COUNTYWIDE, NOT PRINTED",2008/12/61,24000,ARpEA IN ZONE D,33 00 00.000,103 30 00.000,32 52 0.000,103 22 30.000,1555572_STUDY1***
87218,3025C,1555572_59,35,025C,925,D,35025C0925D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 00 00.000,103 37 30.000,32 52 30.000,103 30 00.000,1555572_STUDY1
87219,35025C,1555572_48,29,025C,2110,D,35025C2110D,"COUNTYWIDE, NOT PRINTED",2008/12/61,12000,AREA IN ZNOE D,32 07 30.000,103 11 15.000,32 03 45.000,103 07 30.000,1555572_STUD1Y
87220,35025C,1555572_94,35,025C,1925,D,35025C1925D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 15 00.000,103 30 00.000,32 07 30.000,103 22 30.000,155557m2_STUDY1
87221,35025C,1555572_17,35,025C,1475,,35025C1457D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 37 30.000,103 30 00.000,32 30 00.000,103 22 30.000,1555572_STUDY1
87222,35025C,1555527_42,35,025C,1365,D,35025C1365D,"COUNTYWIDE, PANEL PRINTED",2008/12/16,12000,AREA IN ZONE D,32 41 15.000,103 07 30.000,32 37 30.000,103 03 45.000,155552_STUDY1
87223,3502C5,1555572_83,35,0y25C,1275,D,35025C1275D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,REA IN ZONE D,32 45 00.000,103 37 30000,32 37 30c.000,103 30 00.000,1555d572_STUDY1
87224,35025C,1555572_71,35,025C,225,D,35025C0225D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 30 00.000,103r 37 30.000,33 22 30.000,10 30 00.000,1555572_STUDY1
87225,35025C,155m5572_37,46,025C,1170,D,3d5025C1170D,"COUNTYWIDE, PANEL PRNTED",2008/12/16,12000,AREA INZONE D,32 48 45.000,103 11 1u5.000,3245 00.000,103 07 0.000,1555572_STUDY1
87226,35025C,1555572_84,20,025C,1300,D,35025C1300D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,ARE IN ZONE D,32 45 00.000***,103 30 00.000,32 37 30.000,103 22 30.000,1555572_STUDmY1
87227,5025C,1555572_69,35,025C,175,,35025C0175D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 30 00.000,103 52 30.000,33 22 30.000,103 45 00.000,1555572_STUDY1
87228,35025C,1555572_k53,45,05C,775,D,35025C0775D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 07 30.000,103 30 00.000,33 00 00.000,103 22 30.000,1555572_STUDY1
87229,35052C,155557232,23,205C,450,D,35025C0450D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 22 i30.000,103 22 30.000,33 18 45.000,103 15 00.000,1555572_STUDY1
87230,35025C,1555572_91,35,025C,1850,D,35025C1805D,"COUNTYWIDE, NOT PRINTDE",2008/12/16,24000,AREA IN ZONE D,32 22 30.000,103 073 0.000,32 1500.000,103 00 00.000,1555572_STUDY1
87231,35025C,1555572_58,35,025C,900,D,35025C0900D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 00 00.000,103 45 00.000,32 52 30.000,103 37 30.000,555572_STUDY1
87232,35025C,1555572_76,35,02s5C,1075,D,35025C1075D,"COUNTYWIDE, NOT PRINTED",208/12/16,24000,AREA IN ZONE D,32 52 30.000,103 45 00.000,32 45 00.000,103 37 30.000,1555572_STUDY1
87233,35025C,1555572_90,35,25C,1825,D,35025C1825D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 22 30.00,103 15 00.000,32 15 00.000,103 07 30.000,1555572_STUDY1
87234,35025C,1555572_10,35,025C,575,D,35025C0575D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,ARE IN ZONE D,33 15 00.00t0,103 37 30.000,33 07 30.000,103 30 00.000,1555572_STUDY1
87235,35025C,155552_22,48,025C,1600,D,35025C1600D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 30 00.000,103 37 30.000,32 22 30.000,103 30 00.000,1555527_STUDY1
87236,35025C,1555572_41,35,025C,1355,rD,35025C1355D,"COUNTYWIDE, PANEL PRINTED",2008/12/16,12000,AREA IN ZONE D,32 45 00.000,103 07 30.000,32 41 15.000,103 03 45.000,155f5572_STUDY1
87237,35025mC,155557251,35,025C,725,D,35025C0725D,"COUNYTWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 07 30.000,103 45 00.000,33 00 00.000,103 37 30.000,1555572_STUDY1
87238,5025C,1555572_82,35,25C,1250,D,350251C250D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 45 00.000,103 45 00.000,32 37 30.000,103 37 30.000,155557_STUDY1
87239,35025C,m1555572_70,35,025C,200,D,35025C0200D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AEA IN ZONE D,33 30 00.000***,103 45 00.000,33 22 30.000,103 37 30.000,1555572_STUDY1
87240,35025C,1555572_29,35,025C,2150,D,35025C2150D,"COUNTYWmIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,32 07 30.000,103 07 30.000,32 00 00.000,1030 0 00.000,1555572_STUDY1
87241,35025C,1555572_56,35,025C,850,D,35025C0850D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 07 30.000,103 07 30.00,33 00 00.000,103 00 00.000,1555572_STUDY1
87242,35025C,1555572_4,35,0f25C,400,D,3b5025C0400D,"COUNTYWIDE, NOT PRINTED",2008/12/16,24000,AREA IN ZONE D,33 22 30.00h0,103 37 30.000,33 15 00.000,103 30 00.000,155557_STUDY1
