rowid,year,location_abbr,location_desc,data_source,priority_area_one,priority_area_two,priority_area_three,priority_area_four,category,topic,indicator,data_value_type,data_value_unit,data_value,data_value_alt,data_value_footnote_symbol,data_value_footnote,confidence_interval_low,confidence_interval_high,break_out_category,break_out,category_id,topic_id,indicator_id,data_value_type_id,break_out_category_id,break_out_id,location_id,geo_location
NHANES~1999-2000~59~NH065~RAC03~Age-Standardized,1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum triglycerides among US adults (20+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C2,T10,NH065,AgeStdz,BOC04,RAC03,59,NULL
NHANES~1999-2000~59~NH005~OVR01~Age-Standardized,1999-2000,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Age-Standardized,Percent (%),2.5,2.5,NULL,NULL,1.9,3.2,Overall,Overall,C1,T6,NH005,AgeStdz,BOC01,OVR01,59,NULL
NHANES~2013-2014~59~NH003~GEN01~Crude,2013-2014,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),4.6,4.6,NULL,NULL,3.7,5.7,Gender,Male,C1,T4,NH003,Crude,BOC02,GEN01,59,NULL
NHANES~2013-2014~59~NH061~RAC01~Crude,2013-2014,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Crude,Percent (%),56.7,56.7,NULL,NULL,53.3,60.0,Race,Non-Hispanic White,C2,T10,NH061,Crude,BOC04,RAC01,59,NULL
NHANES~1999-2000~59~NH024~RAC04~Crude,1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T9,NH024,Crude,BOC04,RAC04,59,NULL
NHANES~2015-2016~59~NH020~GEN02~Crude,2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Crude,Percent (%),32.4,32.4,NULL,NULL,29.9,35.0,Gender,Female,C2,T9,NH020,Crude,BOC02,GEN02,59,NULL
NHANES~1999-2000~59~NH064~OVR01~Age-Standardized,1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of low HDL (high-density lipoprotein) cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),25.1,25.1,NULL,NULL,22.4,27.9,Overall,Overall,C2,T10,NH064,AgeStdz,BOC01,OVR01,59,NULL
NHANES~1999-2000~59~NH001~GEN02~Age-Standardized,1999-2000,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),6.3,6.3,NULL,NULL,5.2,7.6,Gender,Female,C1,T1,NH001,AgeStdz,BOC02,GEN02,59,NULL
NHANES~2001-2002~59~NH064~OVR01~Age-Standardized,2001-2002,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of low HDL (high-density lipoprotein) cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),21.4,21.4,NULL,NULL,20.3,22.5,Overall,Overall,C2,T10,NH064,AgeStdz,BOC01,OVR01,59,NULL
NHANES~2015-2016~59~NH072~RAC02~Age-Standardized,2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),23.5,23.5,NULL,NULL,20.3,27.1,Race,Non-Hispanic Black,C2,T13,NH072,AgeStdz,BOC04,RAC02,59,NULL
NHANES~2013-2014~59~NH101~GEN01~Age-Standardized,2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of poor Cardiovascular Health among US adults (20+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Gender,Male,C2,T21,NH101,AgeStdz,BOC02,GEN01,59,NULL
NHANES~2011-2012~59~NH303~RAC02~Age-Standardized,2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+); NHANES,Age-Standardized,Percent (%),49.9,49.9,NULL,NULL,47.4,52.4,Race,Non-Hispanic Black,C2,T10,NH303,AgeStdz,BOC04,RAC02,59,NULL
NHANES~2005-2006~59~NH067~AGE07~Crude,2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Mean serum total cholesterol among US adults (20+); NHANES,Crude,Mean (mg/dL),203.0,203.0,NULL,NULL,202.0,205.0,Age,35+,C2,T10,NH067,Crude,BOC03,AGE07,59,NULL
NHANES~2015-2016~59~NH701~GEN01~Age-Standardized,2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Physical Inactivity,Prevalence of poor physical activity levels among US adults (20+); NHANES,Age-Standardized,Percent (%),42.7,42.7,NULL,NULL,38.5,47.0,Gender,Male,C2,T14,NH701,AgeStdz,BOC02,GEN01,59,NULL
NHANES~2003-2004~59~NH601~GEN02~Crude,2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of poor BMI status among US adults (20+); NHANES,Crude,Percent (%),33.1,33.1,NULL,NULL,29.9,36.6,Gender,Female,C2,T13,NH601,Crude,BOC02,GEN02,59,NULL
NHANES~2005-2006~59~NH801~RAC04~Age-Standardized,2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T15,NH801,AgeStdz,BOC04,RAC04,59,NULL
NHANES~2011-2012~59~NH103~AGE02~Crude,2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of ideal Cardiovascular Health among US adults (20+); NHANES,Crude,Percent (%),14.7,14.7,NULL,NULL,9.3,22.6,Age,20-24,C2,T21,NH103,Crude,BOC03,AGE02,59,NULL
NHANES~2015-2016~59~NH071~AGE06~Crude,2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),39.1,39.1,NULL,NULL,35.3,43.0,Age,65+,C2,T13,NH071,Crude,BOC03,AGE06,59,NULL
NHANES~2007-2008~59~NH603~GEN01~Crude,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Crude,Percent (%),28.0,28.0,NULL,NULL,26.2,29.9,Gender,Male,C2,T13,NH603,Crude,BOC02,GEN01,59,NULL
NHANES~2001-2002~59~NH022~AGE01~Crude,2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Age,18-24,C2,T9,NH022,Crude,BOC03,AGE01,59,NULL
NHANES~2007-2008~59~NH103~OVR01~Age-Standardized,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of ideal Cardiovascular Health among US adults (20+); NHANES,Age-Standardized,Percent (%),4.9,4.9,NULL,NULL,3.7,6.6,Overall,Overall,C2,T21,NH103,AgeStdz,BOC01,OVR01,59,NULL
NHANES~2017-2018~59~NH004~GEN02~Crude,2017-2018,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (20+); NHANES,Crude,Percent (%),2.2,2.2,NULL,NULL,1.6,3.1,Gender,Female,C1,T3,NH004,Crude,BOC02,GEN02,59,NULL
NHANES~2015-2016~59~NH024~RAC04~Age-Standardized,2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Age-Standardized,Percent (%),31.8,31.8,NULL,NULL,29.1,34.6,Race,Hispanic,C2,T9,NH024,AgeStdz,BOC04,RAC04,59,NULL
NHANES~2015-2016~59~NH703~OVR01~Crude,2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Physical Inactivity,Prevalence of ideal physical activity levels among US adults (20+); NHANES,Crude,Percent (%),43.6,43.6,NULL,NULL,40.7,46.6,Overall,Overall,C2,T14,NH703,Crude,BOC01,OVR01,59,NULL
NHANES~2015-2016~59~NH023~RAC02~Age-Standardized,2015-2016,US,United States,NHANES,None,ABCS,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension; NHANES,Age-Standardized,Percent (%),40.7,40.7,NULL,NULL,36.5,44.9,Race,Non-Hispanic Black,C2,T9,NH023,AgeStdz,BOC04,RAC02,59,NULL
NHANES~2015-2016~59~NH004~GEN02~Age-Standardized,2015-2016,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (20+); NHANES,Age-Standardized,Percent (%),2.2,2.2,NULL,NULL,1.8,2.8,Gender,Female,C1,T3,NH004,AgeStdz,BOC02,GEN02,59,NULL
NHANES~2015-2016~59~NH603~AGE04~Crude,2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Crude,Percent (%),31.5,31.5,NULL,NULL,27.0,36.4,Age,25-44,C2,T13,NH603,Crude,BOC03,AGE04,59,NULL
NHANES~2013-2014~59~NH060~RAC03~Age-Standardized,2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Age-Standardized,Percent (%),33.5,33.5,NULL,NULL,29.1,38.2,Race,Non-Hispanic Asian,C2,T10,NH060,AgeStdz,BOC04,RAC03,59,NULL
NHANES~2005-2006~59~NH603~AGE02~Crude,2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Crude,Percent (%),50.8,50.8,NULL,NULL,44.2,57.3,Age,20-24,C2,T13,NH603,Crude,BOC03,AGE02,59,NULL
NHANES~2013-2014~59~NH003~RAC01~Age-Standardized,2013-2014,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Age-Standardized,Percent (%),3.6,3.6,NULL,NULL,2.7,4.9,Race,Non-Hispanic White,C1,T4,NH003,AgeStdz,BOC04,RAC01,59,NULL
NHANES~2013-2014~59~NH101~AGE04~Crude,2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of poor Cardiovascular Health among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Age,25-44,C2,T21,NH101,Crude,BOC03,AGE04,59,NULL
NHANES~2003-2004~59~NH070~RAC04~Age-Standardized,2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T11,NH070,AgeStdz,BOC04,RAC04,59,NULL
NHANES~2001-2002~59~NH004~AGE07~Crude,2001-2002,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (20+); NHANES,Crude,Percent (%),4.5,4.5,NULL,NULL,3.7,5.5,Age,35+,C1,T3,NH004,Crude,BOC03,AGE07,59,NULL
NHANES~2003-2004~59~NH201~RAC02~Crude,2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Crude,Percent (%),23.5,23.5,NULL,NULL,20.2,27.2,Race,Non-Hispanic Black,C2,T9,NH201,Crude,BOC04,RAC02,59,NULL
NHANES~2009-2010~59~NH061~RAC04~Crude,2009-2010,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T10,NH061,Crude,BOC04,RAC04,59,NULL
NHANES~2007-2008~59~NH701~RAC03~Crude,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Physical Inactivity,Prevalence of poor physical activity levels among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C2,T14,NH701,Crude,BOC04,RAC03,59,NULL
NHANES~2007-2008~59~NH603~RAC02~Crude,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Crude,Percent (%),26.9,26.9,NULL,NULL,24.6,29.4,Race,Non-Hispanic Black,C2,T13,NH603,Crude,BOC04,RAC02,59,NULL
NHANES~2001-2002~59~NH072~GEN02~Age-Standardized,2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Age-Standardized,Percent (%),35.4,35.4,NULL,NULL,33.2,37.7,Gender,Female,C2,T13,NH072,AgeStdz,BOC02,GEN02,59,NULL
NHANES~2015-2016~59~NH203~GEN02~Age-Standardized,2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of ideal blood pressure status among US adults (20+); NHANES,Age-Standardized,Percent (%),47.1,47.1,NULL,NULL,44.7,49.5,Gender,Female,C2,T9,NH203,AgeStdz,BOC02,GEN02,59,NULL
NHANES~2015-2016~59~NH004~RAC07~Age-Standardized,2015-2016,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (20+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Other,C1,T3,NH004,AgeStdz,BOC04,RAC07,59,NULL
NHANES~2005-2006~59~NH301~OVR01~Crude,2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of poor cholesterol status among US adults (20+); NHANES,Crude,Percent (%),15.6,15.6,NULL,NULL,14.1,17.1,Overall,Overall,C2,T10,NH301,Crude,BOC01,OVR01,59,NULL
NHANES~2009-2010~59~NH403~AGE04~Crude,2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),83.7,83.7,NULL,NULL,80.6,86.4,Age,25-44,C2,T11,NH403,Crude,BOC03,AGE04,59,NULL
NHANES~2017-2018~59~NH005~RAC04~Age-Standardized,2017-2018,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Age-Standardized,Percent (%),1.9,1.9,NULL,NULL,1.1,3.0,Race,Hispanic,C1,T6,NH005,AgeStdz,BOC04,RAC04,59,NULL
NHANES~1999-2000~59~NH070~RAC04~Crude,1999-2000,US,United States,NHANES,None,None,None,None,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T11,NH070,Crude,BOC04,RAC04,59,NULL
NHANES~2013-2014~59~NH072~AGE05~Crude,2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),23.4,23.4,NULL,NULL,21.2,25.8,Age,45-64,C2,T13,NH072,Crude,BOC03,AGE05,59,NULL
NHANES~2017-2018~59~NH063~RAC07~Crude,2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Crude,Percent (%),12.4,12.4,NULL,NULL,9.1,16.6,Race,Other,C2,T10,NH063,Crude,BOC04,RAC07,59,NULL
NHANES~2017-2018~59~NH501~GEN02~Age-Standardized,2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Gender,Female,C2,T12,NH501,AgeStdz,BOC02,GEN02,59,NULL
NHANES~2013-2014~59~NH701~AGE07~Crude,2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Physical Inactivity,Prevalence of poor physical activity levels among US adults (20+); NHANES,Crude,Percent (%),51.0,51.0,NULL,NULL,48.0,53.9,Age,35+,C2,T14,NH701,Crude,BOC03,AGE07,59,NULL
NHANES~2003-2004~59~NH066~RAC04~Crude,2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T10,NH066,Crude,BOC04,RAC04,59,NULL
NHANES~2017-2018~59~NH803~RAC03~Age-Standardized,2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of ideal smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),91.6,91.6,NULL,NULL,87.4,94.4,Race,Non-Hispanic Asian,C2,T15,NH803,AgeStdz,BOC04,RAC03,59,NULL
NHANES~2017-2018~59~NH301~AGE05~Crude,2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of poor cholesterol status among US adults (20+); NHANES,Crude,Percent (%),15.1,15.1,NULL,NULL,12.0,18.8,Age,45-64,C2,T10,NH301,Crude,BOC03,AGE05,59,NULL
NHANES~2017-2018~59~NH401~RAC04~Age-Standardized,2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of poor HbA1c or fasting glucose status among US adults (20+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T11,NH401,AgeStdz,BOC04,RAC04,59,NULL
NHANES~2009-2010~59~NH601~AGE05~Crude,2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of poor BMI status among US adults (20+); NHANES,Crude,Percent (%),39.0,39.0,NULL,NULL,36.2,41.9,Age,45-64,C2,T13,NH601,Crude,BOC03,AGE05,59,NULL
NHANES~2007-2008~59~NH074~AGE02~Crude,2007-2008,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (20+); NHANES,Crude,Percent (%),35.0,35.0,NULL,NULL,28.9,41.6,Age,20-24,C2,T15,NH074,Crude,BOC03,AGE02,59,NULL
NHANES~2013-2014~59~NH023~RAC01~Crude,2013-2014,US,United States,NHANES,None,ABCS,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension; NHANES,Crude,Percent (%),57.4,57.4,NULL,NULL,50.0,64.6,Race,Non-Hispanic White,C2,T9,NH023,Crude,BOC04,RAC01,59,NULL
NHANES~1999-2000~59~NH005~RAC04~Crude,1999-2000,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Stroke,Prevalence of stroke among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C1,T6,NH005,Crude,BOC04,RAC04,59,NULL
NHANES~2017-2018~59~NH072~AGE02~Crude,2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),36.6,36.6,NULL,NULL,29.2,44.7,Age,20-24,C2,T13,NH072,Crude,BOC03,AGE02,59,NULL
NHANES~2007-2008~59~NH603~RAC01~Crude,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Crude,Percent (%),32.7,32.7,NULL,NULL,30.1,35.4,Race,Non-Hispanic White,C2,T13,NH603,Crude,BOC04,RAC01,59,NULL
NHANES~2015-2016~59~NH020~OVR01~Crude,2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Crude,Percent (%),32.1,32.1,NULL,NULL,29.8,34.5,Overall,Overall,C2,T9,NH020,Crude,BOC01,OVR01,59,NULL
NHANES~2011-2012~59~NH066~AGE08~Crude,2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),91.8,91.8,NULL,NULL,89.8,93.4,Age,75+,C2,T10,NH066,Crude,BOC03,AGE08,59,NULL
NHANES~2017-2018~59~NH403~GEN02~Crude,2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Gender,Female,C2,T11,NH403,Crude,BOC02,GEN02,59,NULL
NHANES~2011-2012~59~NH001~RAC02~Age-Standardized,2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),8.3,8.3,NULL,NULL,7.1,9.7,Race,Non-Hispanic Black,C1,T1,NH001,AgeStdz,BOC04,RAC02,59,NULL
NHANES~2015-2016~59~NH060~GEN02~Age-Standardized,2015-2016,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of recommended statin therapy for cholesterol management among US adults (21+); NHANES,Age-Standardized,Percent (%),28.2,28.2,NULL,NULL,25.0,31.5,Gender,Female,C2,T10,NH060,AgeStdz,BOC02,GEN02,59,NULL
NHANES~2015-2016~59~NH023~RAC07~Age-Standardized,2015-2016,US,United States,NHANES,None,ABCS,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension; NHANES,Age-Standardized,Percent (%),35.0,35.0,NULL,NULL,24.3,47.6,Race,Other,C2,T9,NH023,AgeStdz,BOC04,RAC07,59,NULL
NHANES~1999-2000~59~NH024~OVR01~Crude,1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,Crude,Percent (%),31.1,31.1,NULL,NULL,29.3,33.0,Overall,Overall,C2,T9,NH024,Crude,BOC01,OVR01,59,NULL
NHANES~2015-2016~59~NH022~RAC04~Age-Standardized,2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Age-Standardized,Percent (%),55.3,55.3,NULL,NULL,48.1,62.2,Race,Hispanic,C2,T9,NH022,AgeStdz,BOC04,RAC04,59,NULL
NHANES~2005-2006~59~NH002~GEN02~Crude,2005-2006,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Crude,Percent (%),2.2,2.2,NULL,NULL,1.8,2.7,Gender,Female,C1,T5,NH002,Crude,BOC02,GEN02,59,NULL
