object_id,reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc
4152.0,718676.0,2021/03/29 03:59:59+00,LITTLE CAESARS,3000 HIKES LN,40220.0,2021/04/01 03:59:59+00,7,FIELD
4153.0,719057.0,2021/04/02 03:59:59+00,ALL- STATE FORD TRUCK SALES,1357 GARDINER LN,40213.0,2021/04/05 03:59:59+00,7,FIELD
4154.0,719733.0,2021/04/16 03:59:59+00,POSH POSH CLUB CHILD & FAMILY ENRICHMENT CENTER,1512 CRUMS LN,40216.0,2021/04/16 03:59:59+00,7,FIELD
4155.0,719804.0,2021/04/16 03:59:59+00,BLAZE PIZZA #1065,13317 SHELBYVILLE RD,40223.0,2021/04/20 03:59:59+00,7,FIELD
4156.0,719872.0,2021/04/20 03:59:59+00,PAPA JOHN'S #16,5363 DIXIE HWY,40216.0,2021/04/21 03:59:59+00,7,FIELD
4157.0,719996.0,2021/04/21 03:59:59+00,COVER ALL CAFE,5001 STEPHAN DR,40258.0,2021/04/22 03:59:59+00,7,FIELD
4158.0,720549.0,2021/05/03 03:59:59+00,HOME DEPOT,8232 PRESTON HWY,40219.0,2021/04/30 03:59:59+00,7,FIELD
4159.0,710185.0,2020/11/24 05:00:00+00,BOB HOOK CHEVROLET,4144 BARDSTOWN RD,40218.0,2020/11/24 05:00:00+00,7,FIELD
4160.0,715802.0,2021/01/29 05:00:00+00,ST. BERNARD SCHOOL,7501 TANGELO DR,40228.0,2021/01/29 05:00:00+00,7,FIELD
4161.0,711603.0,2020/11/19 05:00:00+00,FRISCH'S BIG BOY #153,1710 LINCOLN AVE,40213.0,2020/11/19 05:00:00+00,7,FIELD
4162.0,712611.0,2020/12/15 05:00:00+00,DIXIE BOWL,10526 DIXIE HWY,40272.0,2020/12/16 05:00:00+00,7,FIELD
4163.0,694386.0,2020/04/01 03:59:59+00,BUILDINGS 2,7865 NATIONAL TPKE,40214.0,2020/04/03 03:59:59+00,7,FIELD
4164.0,710491.0,2020/11/29 05:00:00+00,CIRCLE K #4703330,9110 BLUE LICK RD,40219.0,2020/12/02 05:00:00+00,7,FIELD
4165.0,716115.0,2021/02/04 05:00:00+00,KROGER L-763,520 N 35TH ST,40212.0,2021/02/05 05:00:00+00,7,FIELD
4166.0,711615.0,2020/12/03 05:00:00+00,RED TOP,1127 LOGAN ST,40204.0,2020/12/03 05:00:00+00,7,FIELD
4167.0,712612.0,2020/12/15 05:00:00+00,WAVE3,725 S FLOYD ST,40203.0,2020/12/17 05:00:00+00,7,FIELD
4168.0,694401.0,2020/04/02 03:59:59+00,CAROLINA WESTERN WEAR,5015 PRESTON HWY,40213.0,2020/04/03 03:59:59+00,7,FIELD
4169.0,694429.0,2020/04/02 03:59:59+00,UPS,3401 FERN VALLEY RD,40213.0,2020/04/02 03:59:59+00,7,FIELD
4170.0,694839.0,2020/04/07 03:59:59+00,GENERAL ELECTRIC,4000 BUECHEL BANK RD,40225.0,2020/04/22 03:59:59+00,7,FIELD
4171.0,694886.0,2020/04/03 03:59:59+00,UNKNOWN,13304 FORGE CIR,40272.0,2020/04/07 03:59:59+00,7,FIELD
4172.0,694887.0,2020/04/03 03:59:59+00,MT CARMEL APARTMENTS,7324 SOUTSIDE DR,40214.0,2020/04/07 03:59:59+00,7,FIELD
4173.0,695188.0,2020/04/09 03:59:59+00,JIM DANDY BEAUTY SUPPLY,4904 POPLAR LEVEL RD,40219.0,2020/04/10 03:59:59+00,7,FIELD
4174.0,695449.0,2020/04/13 03:59:59+00,COURTESY BUICK GMC,7 AUTOCENTER DRIVE,40299.0,2020/04/14 03:59:59+00,7,FIELD
4175.0,695480.0,2020/04/13 03:59:59+00,PAYNE STREET BAKEHOUSE,225 S SPRING ST,40206.0,2020/04/16 03:59:59+00,7,FIELD
4176.0,695483.0,2020/04/14 03:59:59+00,DOLLAR TREE #1898,4060 TAYLORSVILLE RD,40220.0,2020/04/14 03:59:59+00,7,FIELD
4177.0,695485.0,2020/04/14 03:59:59+00,BURGER KING,6300 GREENWOOD RD,40258.0,2020/04/15 03:59:59+00,7,FIELD
4178.0,695495.0,2020/04/14 03:59:59+00,SPECTRUM,10200 LINN STATION RD STE 100,40223.0,2020/04/15 03:59:59+00,7,FIELD
4179.0,695631.0,2020/04/15 03:59:59+00,TURNING POINTE BRANDS,5201 INTERCHANGE WAY,40229.0,2020/04/16 03:59:59+00,7,FIELD
4180.0,695648.0,2020/04/15 03:59:59+00,ST MATTHIAS UNITY MANOR,2206 DIXIE HWY,40216.0,2020/04/17 03:59:59+00,7,FIELD
4181.0,695810.0,2020/04/16 03:59:59+00,BUDS TAVERN JEFFERSONTOWN,9119 GALENE DR,40299.0,2020/04/17 03:59:59+00,7,FIELD
4182.0,695910.0,2020/04/17 03:59:59+00,WALMART #5417,175 OUTER LOOP,40214.0,2020/04/20 03:59:59+00,7,FIELD
4183.0,695913.0,2020/04/17 03:59:59+00,24 HOUR LAUDROMAT,3044 HUNSINGER LANE,40220.0,2020/04/27 03:59:59+00,7,FIELD
4184.0,695916.0,2020/04/17 03:59:59+00,ZENITH,2000 NELSON MILLER PKWY,40223.0,2020/04/20 03:59:59+00,7,FIELD
4185.0,695949.0,2020/04/17 03:59:59+00,MICHAEL ARNETT (DENTAL OFFICE),9847 OLD THIRD STREET ROAD,40272.0,2020/04/20 03:59:59+00,7,FIELD
4186.0,695984.0,2020/04/20 03:59:59+00,KFC Y052-023,1911 W BROADWAY,40203.0,2020/04/20 03:59:59+00,7,FIELD
4187.0,695994.0,2020/04/17 03:59:59+00,LOWES,9800 PRESTON CROSSING BLVD.,40229.0,2020/04/20 03:59:59+00,7,FIELD
4188.0,696005.0,2020/04/20 03:59:59+00,LOWE'S HOME IMPROVEMENT,501 S HURSTBOURNE PKWY,40222.0,2020/04/21 03:59:59+00,7,FIELD
4189.0,696145.0,2020/04/20 03:59:59+00,RESIDENT,2400 W MARKET ST,40212.0,2020/04/21 03:59:59+00,7,FIELD
4190.0,696148.0,2020/04/20 03:59:59+00,RESIDENT,700 BARONESS AVE,40203.0,2020/04/21 03:59:59+00,7,FIELD
4191.0,696156.0,2020/04/21 03:59:59+00,KENBOWL LANES,7021 SOUTHSIDE DR,40214.0,2020/04/23 03:59:59+00,7,FIELD
4192.0,696371.0,2020/04/24 03:59:59+00,CATFISH HAVEN,7208 WHIPPLE RD,40272.0,2020/04/27 03:59:59+00,7,FIELD
4193.0,696393.0,2020/04/24 03:59:59+00,OVERLOOK TERRACE,8027 GLIMMER WAY,40214.0,2020/04/25 03:59:59+00,7,FIELD
4194.0,696431.0,2020/04/24 03:59:59+00,WHITE CASTLE #36,12006 DIXIE HWY,40272.0,2020/04/25 03:59:59+00,7,FIELD
4195.0,696433.0,2020/04/24 03:59:59+00,ARBY'S #5430,10704 DIXIE HWY,40272.0,2020/04/25 03:59:59+00,7,FIELD
4196.0,696542.0,2020/04/23 03:59:59+00,RESIDENCE,2116 HALE AVE,40210.0,2020/04/27 03:59:59+00,7,FIELD
4197.0,696603.0,2020/04/28 03:59:59+00,KIA MONTGOMERY,5327 PRESTON HIGHWAY,40213.0,2020/04/30 03:59:59+00,7,FIELD
4198.0,696959.0,2020/05/01 03:59:59+00,CRESCENT HAIRCRAFT,3120 FRANKFORT AVE,40206.0,2020/05/02 03:59:59+00,7,FIELD
4199.0,697136.0,2020/04/24 03:59:59+00,RESIDENCE,1738 FLEMING RD,40205.0,2020/05/05 03:59:59+00,7,FIELD
4200.0,697356.0,2020/05/08 03:59:59+00,TECHSTYLES FULFILLMENT CENTER,8161 NATIONAL TPKE,40214.0,2020/05/09 03:59:59+00,7,FIELD
4201.0,697432.0,2020/05/11 03:59:59+00,TWIG AND LEAF,2122 BARDSTOWN RD,40205.0,2020/05/13 03:59:59+00,7,FIELD
4202.0,697477.0,2020/05/12 03:59:59+00,SPRADLING URBAN DEVELOPMENT CENTER,726 S PRESTON ST,40203.0,2020/05/12 03:59:59+00,7,FIELD
4203.0,697496.0,2020/05/11 03:59:59+00,RESIDENCE,11204 BROOK STONE PLACE,40223.0,2020/05/14 03:59:59+00,7,FIELD
4204.0,697668.0,2020/05/13 03:59:59+00,JEFFERSONTOWN REHAB,3500 GOOD SAMARITAN WAY,40299.0,2020/05/14 03:59:59+00,7,FIELD
4205.0,716252.0,2021/02/05 05:00:00+00,DOLLAR GENERAL #17154,10608 MANSLICK RD,40118.0,2021/02/08 05:00:00+00,7,FIELD
4206.0,712976.0,2020/12/16 05:00:00+00,TRINITY HIGH SCHOOL,4011 SHELBYVILLE RD,40207.0,2020/12/16 05:00:00+00,7,FIELD
4207.0,711733.0,2020/12/09 05:00:00+00,SIGNATURE AT ROCKFORD NURSING HOME,4700 QUINN DR,40216.0,2020/12/09 05:00:00+00,7,FIELD
4208.0,716752.0,2021/02/23 05:00:00+00,LOUISVILLE ATHLETIC CLUB,9451 WESTPORT RD,40241.0,2021/02/23 05:00:00+00,7,FIELD
4209.0,714654.0,2021/01/07 05:00:00+00,HOME DEPOT,2600 S. HURSTBOURNE PKWY,40299.0,2021/03/10 05:00:00+00,7,FIELD
4210.0,712008.0,2020/12/11 05:00:00+00,EVE'S PIZZA,1670 S 17TH ST,40210.0,2020/12/11 05:00:00+00,7,FIELD
4211.0,717144.0,2021/03/02 05:00:00+00,RED ROBIN,5000 SHELBYVILLE RD,40207.0,2021/03/02 05:00:00+00,7,FIELD
4212.0,714892.0,2021/01/09 05:00:00+00,SONIC DRIVE-IN,7010 RAGGARD RD,40216.0,2021/01/11 05:00:00+00,7,FIELD
4213.0,712165.0,2020/12/11 05:00:00+00,DOLLAR GENERAL #15707,13725 DIXIE HWY,40272.0,2020/12/14 05:00:00+00,7,FIELD
4214.0,718111.0,2021/03/18 03:59:59+00,BOONE'S MARATHON,521 N 22ND ST,40203.0,2021/03/19 03:59:59+00,7,FIELD
4215.0,715302.0,2021/01/19 05:00:00+00,EDEMA PARTNERS,1169 EASTERN PKWY #23113,40217.0,2021/01/22 05:00:00+00,7,FIELD
4216.0,712738.0,2020/12/16 05:00:00+00,RESIDENT,6001 BOLO CT,40218.0,2020/12/23 05:00:00+00,7,FIELD
4217.0,721109.0,2021/05/11 03:59:59+00,CRICKET WIRELESS AUTHORIZED RETAILER,3983 7TH STREET RD,40216.0,2021/05/14 03:59:59+00,7,FIELD
4218.0,717856.0,2021/03/16 03:59:59+00,UPS,1515 FERN VALLEY RD,40219.0,2021/03/18 03:59:59+00,7,FIELD
4219.0,713292.0,2020/12/21 05:00:00+00,KORT PHYSICAL THERAPY,4420 DIXIE HWY DTE 122,40216.0,2020/12/22 05:00:00+00,7,FIELD
4220.0,709535.0,2020/11/13 05:00:00+00,SHORTY'S FOODMART #2,3501 W BROADWAY,40211.0,2020/11/14 05:00:00+00,7,FIELD
4221.0,718406.0,2021/03/25 03:59:59+00,VISIONFIRST,4000 POPLAR LEVEL RD,40213.0,2021/03/25 03:59:59+00,7,FIELD
4222.0,719227.0,2021/04/07 03:59:59+00,CROSS CHRYSLER JEEP FIAT,1501 GARDINER LN,40218.0,2021/04/07 03:59:59+00,7,FIELD
4223.0,721179.0,2021/05/10 03:59:59+00,PRP'S ICE CREAM CORNER,5115 GREENWOOD RD,40258.0,2021/05/12 03:59:59+00,7,FIELD
4224.0,722254.0,2021/05/26 03:59:59+00,GUESS CAFETERIA,10610 FREEPORT DR,40258.0,2021/05/27 03:59:59+00,7,FIELD
4225.0,709931.0,2020/11/17 05:00:00+00,MORE SHENANIGAN'S IRISH,4521 BARDSTOWN RD,40218.0,2020/11/12 05:00:00+00,7,FIELD
4226.0,709974.0,2020/11/18 05:00:00+00,WAL-MART,4840 OUTER LOOP,40219.0,2020/11/18 05:00:00+00,7,FIELD
4227.0,710402.0,2020/11/25 05:00:00+00,LOUISVILLE ATHELIC CLUB,9565 TAYLORSVILLE RD,40299.0,2020/11/30 05:00:00+00,7,FIELD
4228.0,710590.0,2020/11/30 05:00:00+00,SERGIO'S,1605 STORY AVE,40206.0,2020/12/15 05:00:00+00,7,FIELD
4229.0,710625.0,2020/12/01 05:00:00+00,PLANET FITNESS,3036 BARDSTOWN RD,40205.0,2020/12/02 05:00:00+00,7,FIELD
4230.0,710777.0,2020/12/02 05:00:00+00,EUROFINS GENOMICS LLC,12701 PLANTSIDE DR,40299.0,2020/12/02 05:00:00+00,7,FIELD
4231.0,710838.0,2020/12/02 05:00:00+00,CABELA'S,5100 NORTON HEALTHCARE BLVD,40241.0,2020/12/03 05:00:00+00,7,FIELD
4232.0,710859.0,2020/12/02 05:00:00+00,KRAZY DAVES NEIGHBORHOOD PUB & GRILL,2817 DEL RIO PL,40220.0,2020/12/02 05:00:00+00,7,FIELD
4233.0,711176.0,2020/12/04 05:00:00+00,ROADSIDE STAND,2521 7TH STREET ROAD,40219.0,2020/12/04 05:00:00+00,7,FIELD
4234.0,711333.0,2020/12/04 05:00:00+00,LEE'S FAMOUS RECIPE,2925 BROWNSBORO RD,40206.0,2020/12/16 05:00:00+00,7,FIELD
4235.0,711738.0,2020/12/09 05:00:00+00,SIGNATURE HEALTHCARE AT ROCKFORD REHAB,4700 QUINN DR,40216.0,2020/12/09 05:00:00+00,7,FIELD
4236.0,713875.0,2020/12/30 05:00:00+00,CROWNE PLAZA LOUISVILLE AIRPORT,830 PHILLIPS LN,40209.0,2020/12/30 05:00:00+00,7,FIELD
4237.0,713965.0,2020/12/30 05:00:00+00,LEFT FIELD LOUNGE INC,2282 BARDSTOWN RD,40205.0,2020/12/31 05:00:00+00,7,FIELD
4238.0,714886.0,2021/01/11 05:00:00+00,THE BROOK HOSPITALS,1405 BROWNS LN,40207.0,2021/01/20 05:00:00+00,7,FIELD
4239.0,715208.0,2021/01/15 05:00:00+00,NEPHROLOGY ASSOCIATES OF KENTUCKIANA PSC,6400 DUTCHMANS PKWY,40205.0,2021/01/27 05:00:00+00,7,FIELD
4240.0,715211.0,2021/01/15 05:00:00+00,SHOP OF SHOPS VENDOR MALL,10105 TAYLORSVILLE RD,40299.0,2021/01/19 05:00:00+00,7,FIELD
4241.0,715910.0,2021/02/02 05:00:00+00,UPS WAREHOUSE,2200 OUTER LOOP,40219.0,2021/02/08 05:00:00+00,7,FIELD
4242.0,716053.0,2021/02/04 05:00:00+00,MIKE LINNIG'S RESTAURANT,9308 CANE RUN RD,40258.0,2021/02/04 05:00:00+00,7,FIELD
4243.0,716425.0,2021/02/11 05:00:00+00,UPS STORE,4621 OUTER LOOP,40219.0,2021/02/17 05:00:00+00,7,FIELD
4244.0,717214.0,2021/03/01 05:00:00+00,DENNY'S,434 EASTERN PKWY,40217.0,2021/03/03 05:00:00+00,7,FIELD
4245.0,717378.0,2021/03/05 05:00:00+00,BEND & ZEN,1301 HERR LN STE 187,40222.0,2021/04/23 03:59:59+00,7,FIELD
4246.0,717380.0,2021/03/05 05:00:00+00,HOT YOGA LOUISVILLE,4414 SHELBYVILLE RD STE 201,40207.0,2021/04/23 03:59:59+00,7,FIELD
4247.0,717411.0,2021/03/05 05:00:00+00,KROGER L-780,10645 DIXIE HWY,40272.0,2021/03/09 05:00:00+00,7,FIELD
4248.0,718278.0,2021/03/23 03:59:59+00,SATCO INC,4501 INDIAN TRAIL,40213.0,2021/03/17 03:59:59+00,7,FIELD
4249.0,718407.0,2021/03/25 03:59:59+00,UOFL HEALTH MARY & ELIZABETH PLAZA III,4500 CHURCHMAN AVE,40215.0,2021/03/25 03:59:59+00,7,FIELD
4250.0,721773.0,2021/05/19 03:59:59+00,GANDER,111 S ENGLISH STATION RD,40245.0,2021/05/19 03:59:59+00,7,FIELD
4251.0,710650.0,2020/11/30 05:00:00+00,ASHCROFT AND OAK,4801 OUTER LOOP,40219.0,2020/12/04 05:00:00+00,7,FIELD
4252.0,710824.0,2020/12/02 05:00:00+00,FERN BOWL SNACK BAR/LOUNGE,5518 BARDSTOWN RD,40291.0,2020/12/03 05:00:00+00,7,FIELD
4253.0,710825.0,2020/12/02 05:00:00+00,SUBWAY,5240 DIXIE HWY,40216.0,2020/12/02 05:00:00+00,7,FIELD
4254.0,713465.0,2020/12/22 05:00:00+00,MOBY DICK,3613 BARDSTOWN RD,40218.0,2020/12/23 05:00:00+00,7,FIELD
4255.0,709786.0,2020/11/13 05:00:00+00,TACO LUCHADOR,938 BAXTER AVE,40204.0,2020/11/13 05:00:00+00,7,FIELD
4256.0,713466.0,2020/12/22 05:00:00+00,SAM'S KWIK MART,4060 CANE RUN RD,40215.0,2020/12/30 05:00:00+00,7,FIELD
4257.0,710078.0,2020/11/17 05:00:00+00,LA BODEGUITA DE MIMA,725 E MARKET ST,40206.0,2020/11/17 05:00:00+00,7,FIELD
4258.0,713797.0,2020/12/29 05:00:00+00,BIG O TIRES,12614 DIXIE HWY,40272.0,2020/12/31 05:00:00+00,7,FIELD
4259.0,710281.0,2020/11/23 05:00:00+00,RIVER ROAD BBQ,3017 RIVER RD,40207.0,2020/11/23 05:00:00+00,7,FIELD
4260.0,715334.0,2021/01/20 05:00:00+00,DEAL MASTER,6115 BLEVINS GAP RD,40272.0,2021/01/19 05:00:00+00,7,FIELD
4261.0,710283.0,2020/11/23 05:00:00+00,CRUSHED ICE EVENTS,226 E WASHINGTON ST,40202.0,2020/11/17 05:00:00+00,7,FIELD
4262.0,715469.0,2021/01/22 05:00:00+00,SPEEDWAY #9643,12102 SHELBYVILLE RD,40243.0,2021/01/22 05:00:00+00,7,FIELD
4263.0,710305.0,2020/11/24 05:00:00+00,MCDONALD'S #35,6701 DIXIE HWY,40258.0,2020/11/24 05:00:00+00,7,FIELD
4264.0,715641.0,2021/01/26 05:00:00+00,SUBWAY #11525,4945 BROWNSBORO RD,40222.0,2021/01/26 05:00:00+00,7,FIELD
4265.0,710347.0,2020/11/24 05:00:00+00,MCDONALD'S #6206,3340 BARDSTOWN RD,40218.0,2020/12/01 05:00:00+00,7,FIELD
4266.0,716079.0,2021/02/04 05:00:00+00,JEFFERSONTOWN BINGO HALL,9125 GALENE DR,40299.0,2021/02/12 05:00:00+00,7,FIELD
4267.0,710489.0,2020/11/28 05:00:00+00,CIAO,1201 PAYNE ST,40204.0,2020/11/30 05:00:00+00,7,FIELD
4268.0,716448.0,2021/02/12 05:00:00+00,PLAY IT AGAIN SPORTS,291 N HUBBARDS LN UNIT 105,40207.0,2021/02/12 05:00:00+00,7,FIELD
4269.0,710538.0,2020/11/24 05:00:00+00,MEIJER #164,4100 TOWNE CENTER DR,40241.0,2020/11/24 05:00:00+00,7,FIELD
4270.0,716610.0,2021/02/18 05:00:00+00,KROGER L-753,1265 GOSS AVE,40217.0,2021/02/19 05:00:00+00,7,FIELD
4271.0,710819.0,2020/12/02 05:00:00+00,KING PIN LANES,9525 TAYLORSVILLE RD,40299.0,2020/12/04 05:00:00+00,7,FIELD
4272.0,718673.0,2021/03/29 03:59:59+00,ALDI,4901 OUTER LOOP,40219.0,2021/04/01 03:59:59+00,7,FIELD
4273.0,711184.0,2020/12/04 05:00:00+00,METRO DINER,4901 OUTER LOOP,40219.0,2020/12/07 05:00:00+00,7,FIELD
4274.0,719226.0,2021/04/07 03:59:59+00,GET A DOO,5419 NEW CUT RD,40214.0,2021/04/07 03:59:59+00,7,FIELD
4275.0,721183.0,2021/05/11 03:59:59+00,ZAXBY'S,4949 DIXIE HWY,40216.0,2021/05/12 03:59:59+00,7,FIELD
4276.0,721774.0,2021/05/20 03:59:59+00,MEIJER,9500 PRESTON HWY,40229.0,2021/05/20 03:59:59+00,7,FIELD
4277.0,710396.0,2020/11/25 05:00:00+00,ANGEL HOUSE CHILD DEVELOPMENT CENTER III,3046 HUNSINGER LN,40220.0,2020/12/03 05:00:00+00,7,FIELD
4278.0,710789.0,2020/12/02 05:00:00+00,SOUTHEAST CHRISTIAN CHURCH,920 BLANKENBAKER PKY,40243.0,2020/12/02 05:00:00+00,7,FIELD
4279.0,710880.0,2020/12/02 05:00:00+00,MCDONALD'S,6400 GREENWOOD RD,40258.0,2020/12/03 05:00:00+00,7,FIELD
4280.0,711079.0,2020/12/03 05:00:00+00,THIRSTY HOUND,7207 FEGENBUSH LN,40228.0,2020/12/03 05:00:00+00,7,FIELD
4281.0,711613.0,2020/11/19 05:00:00+00,NEW WAVE BURRITOS,3311 PRESTON HWY,40213.0,2020/11/19 05:00:00+00,7,FIELD
4282.0,711903.0,2020/12/07 05:00:00+00,3RD STREET BAPTIST CHURCH,1726 3RD STREET AVENUE,40208.0,2020/12/10 05:00:00+00,7,FIELD
4283.0,712163.0,2020/12/11 05:00:00+00,AUDUBON COUNTRY CLUB,3265 ROBIN RD,40213.0,2020/12/14 05:00:00+00,7,FIELD
4284.0,713103.0,2020/12/17 05:00:00+00,THEE XCLUSIVE,3608 S 7TH ST,40216.0,2020/12/17 05:00:00+00,7,FIELD
4285.0,713307.0,2020/12/21 05:00:00+00,BUCA DI BEPPO,2051 S HURSTBOURNE LN,40220.0,2020/12/22 05:00:00+00,7,FIELD
4286.0,715461.0,2021/01/22 05:00:00+00,PLANET FITNESS,10713 DIXIE HWY STE 102,40272.0,2021/01/25 05:00:00+00,7,FIELD
4287.0,715942.0,2021/02/02 05:00:00+00,EXCELLENCE LEARNING ACADEMY,1618 LINCOLN AVE,40213.0,2021/02/05 05:00:00+00,7,FIELD
4288.0,716066.0,2021/02/04 05:00:00+00,TREASURE INK TATTOOS,2707 S 7TH ST RD,40215.0,2021/02/08 05:00:00+00,7,FIELD
4289.0,716678.0,2021/02/22 05:00:00+00,FIBERWORKS,2301 BRENNEN BUSINESS CT,40299.0,2021/03/05 05:00:00+00,7,FIELD
4290.0,717859.0,2021/03/16 03:59:59+00,HMI CARDINAL,4795 SHEPHERDSVILLE RD,40218.0,2021/03/18 03:59:59+00,7,FIELD
4291.0,718105.0,2021/03/19 03:59:59+00,ROUNDHOUSE ELECTRIC TRAINS,4870 BROWNSBORO CENTER,40207.0,2021/03/19 03:59:59+00,7,FIELD
4292.0,718255.0,2021/03/22 03:59:59+00,VFW POST 1181,6518 BLEVINS GAP RD,40272.0,2021/03/23 03:59:59+00,7,FIELD
4293.0,718662.0,2021/03/29 03:59:59+00,STARBUCKS #24257,10240 WESTPORT RD,40241.0,2021/04/01 03:59:59+00,7,FIELD
4294.0,721010.0,2021/05/08 03:59:59+00,LOGAN'S ROADHOUSE,5229 DIXIE HWY,40216.0,2021/05/10 03:59:59+00,7,FIELD
4295.0,711110.0,2020/12/04 05:00:00+00,THE AVERY,7025 BRONNER CIRCLE,40218.0,2020/12/09 05:00:00+00,7,FIELD
4296.0,711640.0,2020/11/18 05:00:00+00,EIDERDOWN,983 GOSS AVE,40217.0,2020/11/18 05:00:00+00,7,FIELD
4297.0,711673.0,2020/12/08 05:00:00+00,SENNINGER PLUMBING CO. INC,11107 CEDAR CREEK RD,40229.0,2020/12/09 05:00:00+00,7,FIELD
4298.0,712025.0,2020/12/10 05:00:00+00,CORNER TAVERN,5207 MT WASHINGTON RD,40229.0,2020/12/11 05:00:00+00,7,FIELD
4299.0,712425.0,2020/12/11 05:00:00+00,BOOK AND MUSIC EXCHANGE,1616 BARDSTOWN RD,40205.0,2020/12/11 05:00:00+00,7,FIELD
4300.0,713290.0,2020/12/18 05:00:00+00,PIZZA HUT #036960,8131 BARDSTOWN RD,40291.0,2020/12/22 05:00:00+00,7,FIELD
4301.0,713482.0,2020/12/22 05:00:00+00,NEW DIRECTIONS BAR & GRILL,2630 CHAMBERLAIN LN,40245.0,2021/01/04 05:00:00+00,7,FIELD
4302.0,714977.0,2021/01/12 05:00:00+00,LEGENDS SPORTS ACADEMY,10900 ELECTRON,40299.0,2021/01/14 05:00:00+00,7,FIELD
4303.0,715228.0,2021/01/15 05:00:00+00,BEEF O'BRADY'S,11324 PRESTON HWY,40229.0,2021/01/15 05:00:00+00,7,FIELD
4304.0,715465.0,2021/01/22 05:00:00+00,KENTUCKY HUMANE SOCIETY,241 STEEDLY DR,40214.0,2021/01/25 05:00:00+00,7,FIELD
4305.0,715668.0,2021/01/22 05:00:00+00,AINSWORTH,3929 SHELBYVILLE RD,40207.0,2021/01/28 05:00:00+00,7,FIELD
4306.0,715907.0,2021/02/02 05:00:00+00,HAIER GENERAL ELECTRIC,4000 BUECHEL BANK RD,40218.0,2021/02/05 05:00:00+00,7,FIELD
4307.0,716050.0,2021/02/04 05:00:00+00,LOUVINO,1606 BARDSTOWN RD,40205.0,2021/02/04 05:00:00+00,7,FIELD
4308.0,716249.0,2021/02/08 05:00:00+00,J&P CYCLES DISTRIBUTION CENTER,501 INDUSTRY RD,40208.0,2021/02/08 05:00:00+00,7,FIELD
4309.0,716289.0,2021/02/08 05:00:00+00,THORNTONS #57,10320 WESTPORT RD,40241.0,2021/02/17 05:00:00+00,7,FIELD
4310.0,716595.0,2021/02/17 05:00:00+00,WALMART #5418,2020 BASHFORD MANOR LN,40218.0,2021/02/19 05:00:00+00,7,FIELD
4311.0,716745.0,2021/02/22 05:00:00+00,KROGER L-785,4915 DIXIE HWY,40216.0,2021/02/24 05:00:00+00,7,FIELD
4312.0,716757.0,2021/02/23 05:00:00+00,DOSKER MANOR,413 E MUHAMMAD ALI BLVD,40202.0,2021/02/26 05:00:00+00,7,FIELD
4313.0,717419.0,2021/03/05 05:00:00+00,HUNGRY PELICAN,5412 BARDSTOWN RD,40291.0,2021/03/09 05:00:00+00,7,FIELD
4314.0,717445.0,2021/03/08 05:00:00+00,COCACOLA BOTTLING,7100 GLOBAL DR.,40219.0,2021/03/08 05:00:00+00,7,FIELD
4315.0,717769.0,2021/03/15 03:59:59+00,MCMILLION FAMILY DENTAL,3023 CRUMS LN,40216.0,2021/03/22 03:59:59+00,7,FIELD
4316.0,719079.0,2021/04/02 03:59:59+00,VFW POST 2921,2902 S 7TH ST,40216.0,2021/04/05 03:59:59+00,7,FIELD
4317.0,711331.0,2020/12/05 05:00:00+00,DIXIE FOOD MART,3512 DIXIE HWY,40216.0,2020/12/09 05:00:00+00,7,FIELD
4318.0,711609.0,2020/11/19 05:00:00+00,MCDONALD'S #4924,3100 POPLAR LEVEL RD,40219.0,2020/11/19 05:00:00+00,7,FIELD
4319.0,711719.0,2020/12/09 05:00:00+00,SIGNATURE HEALTHCARE AT ROCKFORD REHAB & WELLNESS,4700 QUINN DR,40216.0,2020/12/09 05:00:00+00,7,FIELD
4320.0,711741.0,2020/12/09 05:00:00+00,CHARITY HALL BINGO,5001 STEPHAN DR,40258.0,2020/12/11 05:00:00+00,7,FIELD
4321.0,711980.0,2020/12/10 05:00:00+00,WENDYS,3301 CANE RUN RD,40211.0,2020/12/11 05:00:00+00,7,FIELD
4322.0,712302.0,2020/12/14 05:00:00+00,BEAVIN ELECTIC COMPANY,1608 CRISTLAND RD,40214.0,2020/12/23 05:00:00+00,7,FIELD
4323.0,713272.0,2020/12/21 05:00:00+00,WW COUSINS,900 DUPONT RD,40207.0,2020/12/22 05:00:00+00,7,FIELD
4324.0,713288.0,2020/12/18 05:00:00+00,DAILY MART,1320 DIXIE HWY,40210.0,2020/12/30 05:00:00+00,7,FIELD
4325.0,713362.0,2020/12/21 05:00:00+00,FAMILY DOLLAR #22087,1419 W JEFFERSON ST,40203.0,2020/12/22 05:00:00+00,7,FIELD
4326.0,713984.0,2020/12/31 05:00:00+00,ROOSTERS,7405 PRESTON HWY,40219.0,2021/01/04 05:00:00+00,7,FIELD
4327.0,714069.0,2021/01/01 05:00:00+00,BAXTER BAR & GRILL,942 BAXTER AVE,40204.0,2021/01/09 05:00:00+00,7,FIELD
4328.0,715027.0,2021/01/12 05:00:00+00,LOUISVILLE ATHLETIC CLUB,9565 TAYORSVILLE RD,40299.0,2021/01/14 05:00:00+00,7,FIELD
